,ALB US Equity
2023-06-23,0.769
2023-06-24,0.769
2023-06-25,0.769
2023-06-26,0.752
2023-06-27,0.746
2023-06-28,0.78
2023-06-29,0.773
2023-06-30,0.759
2023-07-01,0.759
2023-07-02,0.759
2023-07-03,0.738
2023-07-04,0.738
2023-07-05,0.739
2023-07-06,0.744
2023-07-07,0.713
2023-07-08,0.713
2023-07-09,0.713
2023-07-10,0.706
2023-07-11,0.708
2023-07-12,0.695
2023-07-13,0.7
2023-07-14,0.72
2023-07-15,0.72
2023-07-16,0.72
2023-07-17,0.712
2023-07-18,0.714
2023-07-19,0.728
2023-07-20,0.759
2023-07-21,0.784
2023-07-22,0.784
2023-07-23,0.784
2023-07-24,0.803
2023-07-25,0.797
2023-07-26,0.806
2023-07-27,0.822
2023-07-28,0.814
2023-07-29,0.814
2023-07-30,0.814
2023-07-31,0.797
2023-08-01,0.814
2023-08-02,0.834
2023-08-03,0.849
2023-08-04,0.846
2023-08-05,0.846
2023-08-06,0.846
2023-08-07,0.86
2023-08-08,0.865
2023-08-09,0.871
2023-08-10,0.883
2023-08-11,0.902
2023-08-12,0.902
2023-08-13,0.902
2023-08-14,0.912
2023-08-15,0.919
2023-08-16,0.932
2023-08-17,0.926
2023-08-18,0.923
2023-08-19,0.923
2023-08-20,0.923
2023-08-21,0.9
2023-08-22,0.899
2023-08-23,0.882
2023-08-24,0.887
2023-08-25,0.892
2023-08-26,0.892
2023-08-27,0.892
2023-08-28,0.892
2023-08-29,0.856
2023-08-30,0.852
2023-08-31,0.851
2023-09-01,0.83
2023-09-02,0.83
2023-09-03,0.83
2023-09-04,0.83
2023-09-05,0.828
2023-09-06,0.876
2023-09-07,0.886
2023-09-08,0.901
2023-09-09,0.901
2023-09-10,0.901
2023-09-11,0.892
2023-09-12,0.902
2023-09-13,0.9
2023-09-14,0.896
2023-09-15,0.902
2023-09-16,0.902
2023-09-17,0.902
2023-09-18,0.911
2023-09-19,0.919
2023-09-20,0.948
2023-09-21,0.979
2023-09-22,0.983
2023-09-23,0.983
2023-09-24,0.983
2023-09-25,0.991
2023-09-26,1.011
2023-09-27,1.017
2023-09-28,0.959
2023-09-29,0.973
2023-09-30,0.973
2023-10-01,0.973
2023-10-02,1.018
2023-10-03,1.055
2023-10-04,1.044
2023-10-05,1.067
2023-10-06,1.035
2023-10-07,1.035
2023-10-08,1.035
2023-10-09,1.063
2023-10-10,1.022
2023-10-11,1.005
2023-10-12,0.97
2023-10-13,1.014
2023-10-14,1.014
2023-10-15,1.014
2023-10-16,0.985
2023-10-17,0.975
2023-10-18,1.081
2023-10-19,1.143
2023-10-20,1.192
2023-10-21,1.192
2023-10-22,1.192
2023-10-23,1.213
2023-10-24,1.187
2023-10-25,1.222
2023-10-26,1.223
2023-10-27,1.23
2023-10-28,1.23
2023-10-29,1.23
2023-10-30,1.297
2023-10-31,1.304
2023-11-01,1.343
2023-11-02,1.326
2023-11-03,1.325
2023-11-04,1.325
2023-11-05,1.325
2023-11-06,1.418
2023-11-07,1.387
2023-11-08,1.424
2023-11-09,1.478
2023-11-10,1.448
2023-11-11,1.448
2023-11-12,1.448
2023-11-13,1.484
2023-11-14,1.352
2023-11-15,1.327
2023-11-16,1.382
2023-11-17,1.33
2023-11-18,1.33
2023-11-19,1.33
2023-11-20,1.3
2023-11-21,1.343
2023-11-22,1.338
2023-11-23,1.338
2023-11-24,1.315
2023-11-25,1.315
2023-11-26,1.315
2023-11-27,1.403
2023-11-28,1.365
2023-11-29,1.367
2023-11-30,1.391
2023-12-01,1.337
2023-12-02,1.337
2023-12-03,1.337
2023-12-04,1.406
2023-12-05,1.491
2023-12-06,1.428
2023-12-07,1.348
2023-12-08,1.319
2023-12-09,1.319
2023-12-10,1.319
2023-12-11,1.334
2023-12-12,1.32
2023-12-13,1.205
2023-12-14,1.154
2023-12-15,1.145
2023-12-16,1.145
2023-12-17,1.145
2023-12-18,1.154
2023-12-19,1.13
2023-12-20,1.181
2023-12-21,1.157
2023-12-22,1.121
2023-12-23,1.121
2023-12-24,1.121
2023-12-25,1.121
2023-12-26,1.104
2023-12-27,1.127
2023-12-28,1.126
2023-12-29,1.164
2023-12-30,1.164
2023-12-31,1.164
2024-01-01,1.164
2024-01-02,1.145
2024-01-03,1.2
2024-01-04,1.238
2024-01-05,1.239
2024-01-06,1.239
2024-01-07,1.239
2024-01-08,1.232
2024-01-09,1.259
2024-01-10,1.235
2024-01-11,1.277
2024-01-12,1.303
2024-01-13,1.303
2024-01-14,1.303
2024-01-15,1.303
2024-01-16,1.304
2024-01-17,1.362
2024-01-18,1.426
2024-01-19,1.459
2024-01-20,1.459
2024-01-21,1.459
2024-01-22,1.391
2024-01-23,1.37
2024-01-24,1.38
2024-01-25,1.418
2024-01-26,1.401
2024-01-27,1.401
2024-01-28,1.401
2024-01-29,1.363
2024-01-30,1.396
2024-01-31,1.464
2024-02-01,1.438
2024-02-02,1.47
2024-02-03,1.47
2024-02-04,1.47
2024-02-05,1.545
2024-02-06,1.486
2024-02-07,1.46
2024-02-08,1.469
2024-02-09,1.45
2024-02-10,1.45
2024-02-11,1.45
2024-02-12,1.398
2024-02-13,1.497
2024-02-14,1.468
2024-02-15,1.429
2024-02-16,1.337
2024-02-17,1.337
2024-02-18,1.337
2024-02-19,1.337
2024-02-20,1.428
2024-02-21,1.383
2024-02-22,1.387
2024-02-23,1.359
2024-02-24,1.359
2024-02-25,1.359
2024-02-26,1.349
2024-02-27,1.275
2024-02-28,1.241
2024-02-29,1.188
2024-03-01,1.147
2024-03-02,1.147
2024-03-03,1.147
2024-03-04,1.229
2024-03-05,1.496
2024-03-06,1.368
2024-03-07,1.334
2024-03-08,1.373
2024-03-09,1.373
2024-03-10,1.373
2024-03-11,1.302
2024-03-12,1.311
2024-03-13,1.291
2024-03-14,1.35
2024-03-15,1.326
2024-03-16,1.326
2024-03-17,1.326
2024-03-18,1.3
2024-03-19,1.344
2024-03-20,1.302
2024-03-21,1.297
2024-03-22,1.34
2024-03-23,1.34
2024-03-24,1.34
2024-03-25,1.371
2024-03-26,1.364
2024-03-27,1.26
2024-03-28,1.232
2024-03-29,1.232
2024-03-30,1.232
2024-03-31,1.232
2024-04-01,1.256
2024-04-02,1.283
2024-04-03,1.259
2024-04-04,1.34
2024-04-05,1.315
2024-04-06,1.315
2024-04-07,1.315
2024-04-08,1.232
