,TGT US Equity
2023-06-23,3.544
2023-06-24,3.544
2023-06-25,3.544
2023-06-26,3.474
2023-06-27,3.526
2023-06-28,3.527
2023-06-29,3.515
2023-06-30,3.542
2023-07-01,3.542
2023-07-02,3.542
2023-07-03,3.464
2023-07-04,3.464
2023-07-05,3.525
2023-07-06,3.571
2023-07-07,3.592
2023-07-08,3.592
2023-07-09,3.592
2023-07-10,3.546
2023-07-11,3.502
2023-07-12,3.515
2023-07-13,3.485
2023-07-14,3.536
2023-07-15,3.536
2023-07-16,3.536
2023-07-17,3.56
2023-07-18,3.539
2023-07-19,3.488
2023-07-20,3.438
2023-07-21,3.452
2023-07-22,3.452
2023-07-23,3.452
2023-07-24,3.418
2023-07-25,3.465
2023-07-26,3.442
2023-07-27,3.441
2023-07-28,3.429
2023-07-29,3.429
2023-07-30,3.429
2023-07-31,3.392
2023-08-01,3.48
2023-08-02,3.465
2023-08-03,3.487
2023-08-04,3.492
2023-08-05,3.492
2023-08-06,3.492
2023-08-07,3.507
2023-08-08,3.523
2023-08-09,3.481
2023-08-10,3.474
2023-08-11,3.47
2023-08-12,3.47
2023-08-13,3.47
2023-08-14,3.514
2023-08-15,3.606
2023-08-16,3.524
2023-08-17,3.487
2023-08-18,3.468
2023-08-19,3.468
2023-08-20,3.468
2023-08-21,3.517
2023-08-22,3.598
2023-08-23,3.648
2023-08-24,3.622
2023-08-25,3.691
2023-08-26,3.691
2023-08-27,3.691
2023-08-28,3.642
2023-08-29,3.563
2023-08-30,3.541
2023-08-31,3.552
2023-09-01,3.581
2023-09-02,3.581
2023-09-03,3.581
2023-09-04,3.581
2023-09-05,3.59
2023-09-06,3.633
2023-09-07,3.611
2023-09-08,3.634
2023-09-09,3.634
2023-09-10,3.634
2023-09-11,3.664
2023-09-12,3.672
2023-09-13,3.656
2023-09-14,3.603
2023-09-15,3.654
2023-09-16,3.654
2023-09-17,3.654
2023-09-18,3.763
2023-09-19,3.737
2023-09-20,3.73
2023-09-21,3.782
2023-09-22,3.94
2023-09-23,3.94
2023-09-24,3.94
2023-09-25,3.982
2023-09-26,4.083
2023-09-27,4.074
2023-09-28,4.08
2023-09-29,4.043
2023-09-30,4.043
2023-10-01,4.043
2023-10-02,4.19
2023-10-03,4.172
2023-10-04,4.193
2023-10-05,4.245
2023-10-06,4.25
2023-10-07,4.25
2023-10-08,4.25
2023-10-09,4.22
2023-10-10,4.071
2023-10-11,4.095
2023-10-12,4.028
2023-10-13,3.986
2023-10-14,3.986
2023-10-15,3.986
2023-10-16,4.007
2023-10-17,3.965
2023-10-18,4.05
2023-10-19,4.119
2023-10-20,4.101
2023-10-21,4.101
2023-10-22,4.101
2023-10-23,4.155
2023-10-24,4.107
2023-10-25,4.044
2023-10-26,4.032
2023-10-27,4.169
2023-10-28,4.169
2023-10-29,4.169
2023-10-30,4.114
2023-10-31,4.035
2023-11-01,4.081
2023-11-02,4.025
2023-11-03,3.961
2023-11-04,3.961
2023-11-05,3.961
2023-11-06,4.026
2023-11-07,4.015
2023-11-08,4.07
2023-11-09,4.01
2023-11-10,3.953
2023-11-11,3.953
2023-11-12,3.953
2023-11-13,3.991
2023-11-14,3.825
2023-11-15,3.248
2023-11-16,3.261
2023-11-17,3.262
2023-11-18,3.262
2023-11-19,3.262
2023-11-20,3.26
2023-11-21,3.231
2023-11-22,3.238
2023-11-23,3.238
2023-11-24,3.215
2023-11-25,3.215
2023-11-26,3.215
2023-11-27,3.218
2023-11-28,3.21
2023-11-29,3.218
2023-11-30,3.158
2023-12-01,3.136
2023-12-02,3.136
2023-12-03,3.136
2023-12-04,3.133
2023-12-05,3.152
2023-12-06,3.14
2023-12-07,3.098
2023-12-08,3.098
2023-12-09,3.098
2023-12-10,3.098
2023-12-11,3.063
2023-12-12,3.088
2023-12-13,3.027
2023-12-14,2.968
2023-12-15,3.027
2023-12-16,3.027
2023-12-17,3.027
2023-12-18,3.051
2023-12-19,3.01
2023-12-20,3.069
2023-12-21,3.015
2023-12-22,2.997
2023-12-23,2.997
2023-12-24,2.997
2023-12-25,2.997
2023-12-26,2.979
2023-12-27,2.951
2023-12-28,2.948
2023-12-29,2.95
2023-12-30,2.95
2023-12-31,2.95
2024-01-01,2.95
2024-01-02,2.936
2024-01-03,3.048
2024-01-04,3.013
2024-01-05,3.003
2024-01-06,3.003
2024-01-07,3.003
2024-01-08,2.982
2024-01-09,2.939
2024-01-10,2.933
2024-01-11,2.976
2024-01-12,2.999
2024-01-13,2.999
2024-01-14,2.999
2024-01-15,2.999
2024-01-16,2.996
2024-01-17,3.046
2024-01-18,3.076
2024-01-19,3.059
2024-01-20,3.059
2024-01-21,3.059
2024-01-22,3.011
2024-01-23,3.0
2024-01-24,3.036
2024-01-25,2.972
2024-01-26,2.965
2024-01-27,2.965
2024-01-28,2.965
2024-01-29,2.974
2024-01-30,2.995
2024-01-31,3.026
2024-02-01,2.914
2024-02-02,2.893
2024-02-03,2.893
2024-02-04,2.893
2024-02-05,2.957
2024-02-06,2.914
2024-02-07,2.868
2024-02-08,2.855
2024-02-09,2.872
2024-02-10,2.872
2024-02-11,2.872
2024-02-12,2.817
2024-02-13,2.881
2024-02-14,2.902
2024-02-15,2.876
2024-02-16,2.813
2024-02-17,2.813
2024-02-18,2.813
2024-02-19,2.813
2024-02-20,2.787
2024-02-21,2.808
2024-02-22,2.906
2024-02-23,2.884
2024-02-24,2.884
2024-02-25,2.884
2024-02-26,2.91
2024-02-27,2.875
2024-02-28,2.885
2024-02-29,2.857
2024-03-01,2.813
2024-03-02,2.813
2024-03-03,2.813
2024-03-04,2.903
2024-03-05,2.586
2024-03-06,2.512
2024-03-07,2.538
2024-03-08,2.565
2024-03-09,2.565
2024-03-10,2.565
2024-03-11,2.552
2024-03-12,2.58
2024-03-13,2.594
2024-03-14,2.631
2024-03-15,2.632
2024-03-16,2.632
2024-03-17,2.632
2024-03-18,2.58
2024-03-19,2.574
2024-03-20,2.54
2024-03-21,2.545
2024-03-22,2.568
2024-03-23,2.568
2024-03-24,2.568
2024-03-25,2.508
2024-03-26,2.508
2024-03-27,2.479
2024-03-28,2.443
2024-03-29,2.443
2024-03-30,2.443
2024-03-31,2.443
2024-04-01,2.435
2024-04-02,2.457
2024-04-03,2.467
2024-04-04,2.514
2024-04-05,2.521
2024-04-06,2.521
2024-04-07,2.521
2024-04-08,2.552
