,SYF US Equity
2023-06-23,3.084
2023-06-24,3.084
2023-06-25,3.084
2023-06-26,3.096
2023-06-27,3.022
2023-06-28,2.979
2023-06-29,2.975
2023-06-30,2.988
2023-07-01,2.988
2023-07-02,2.988
2023-07-03,2.948
2023-07-04,2.948
2023-07-05,3.004
2023-07-06,3.031
2023-07-07,3.016
2023-07-08,3.016
2023-07-09,3.016
2023-07-10,3.007
2023-07-11,2.934
2023-07-12,2.922
2023-07-13,2.87
2023-07-14,2.934
2023-07-15,2.934
2023-07-16,2.934
2023-07-17,2.883
2023-07-18,2.811
2023-07-19,2.816
2023-07-20,2.914
2023-07-21,2.933
2023-07-22,2.933
2023-07-23,2.933
2023-07-24,2.845
2023-07-25,2.9
2023-07-26,2.925
2023-07-27,2.936
2023-07-28,2.927
2023-07-29,2.927
2023-07-30,2.927
2023-07-31,2.931
2023-08-01,2.919
2023-08-02,2.969
2023-08-03,2.955
2023-08-04,2.949
2023-08-05,2.949
2023-08-06,2.949
2023-08-07,2.916
2023-08-08,2.909
2023-08-09,2.946
2023-08-10,2.958
2023-08-11,2.926
2023-08-12,2.926
2023-08-13,2.926
2023-08-14,2.973
2023-08-15,3.039
2023-08-16,3.096
2023-08-17,3.078
2023-08-18,3.068
2023-08-19,3.068
2023-08-20,3.068
2023-08-21,3.092
2023-08-22,3.201
2023-08-23,3.177
2023-08-24,3.185
2023-08-25,3.195
2023-08-26,3.195
2023-08-27,3.195
2023-08-28,3.182
2023-08-29,3.127
2023-08-30,3.144
2023-08-31,3.152
2023-09-01,3.115
2023-09-02,3.115
2023-09-03,3.115
2023-09-04,3.115
2023-09-05,3.2
2023-09-06,3.207
2023-09-07,3.291
2023-09-08,3.253
2023-09-09,3.253
2023-09-10,3.253
2023-09-11,3.21
2023-09-12,3.152
2023-09-13,3.2
2023-09-14,3.151
2023-09-15,3.129
2023-09-16,3.129
2023-09-17,3.129
2023-09-18,3.166
2023-09-19,3.143
2023-09-20,3.164
2023-09-21,3.199
2023-09-22,3.243
2023-09-23,3.243
2023-09-24,3.243
2023-09-25,3.237
2023-09-26,3.273
2023-09-27,3.371
2023-09-28,3.296
2023-09-29,3.328
2023-09-30,3.328
2023-10-01,3.328
2023-10-02,3.35
2023-10-03,3.497
2023-10-04,3.504
2023-10-05,3.544
2023-10-06,3.47
2023-10-07,3.47
2023-10-08,3.47
2023-10-09,3.466
2023-10-10,3.41
2023-10-11,3.431
2023-10-12,3.464
2023-10-13,3.531
2023-10-14,3.531
2023-10-15,3.531
2023-10-16,3.439
2023-10-17,3.343
2023-10-18,3.41
2023-10-19,3.545
2023-10-20,3.594
2023-10-21,3.594
2023-10-22,3.594
2023-10-23,3.562
2023-10-24,3.77
2023-10-25,3.725
2023-10-26,3.685
2023-10-27,3.669
2023-10-28,3.669
2023-10-29,3.669
2023-10-30,3.638
2023-10-31,3.639
2023-11-01,3.649
2023-11-02,3.51
2023-11-03,3.385
2023-11-04,3.385
2023-11-05,3.385
2023-11-06,3.459
2023-11-07,3.481
2023-11-08,3.484
2023-11-09,3.505
2023-11-10,3.455
2023-11-11,3.455
2023-11-12,3.455
2023-11-13,3.468
2023-11-14,3.362
2023-11-15,3.426
2023-11-16,3.527
2023-11-17,3.412
2023-11-18,3.412
2023-11-19,3.412
2023-11-20,3.419
2023-11-21,3.46
2023-11-22,3.435
2023-11-23,3.435
2023-11-24,3.418
2023-11-25,3.418
2023-11-26,3.418
2023-11-27,3.469
2023-11-28,3.301
2023-11-29,3.266
2023-11-30,3.151
2023-12-01,3.014
2023-12-02,3.014
2023-12-03,3.014
2023-12-04,3.001
2023-12-05,3.001
2023-12-06,2.973
2023-12-07,2.921
2023-12-08,2.889
2023-12-09,2.889
2023-12-10,2.889
2023-12-11,2.876
2023-12-12,2.864
2023-12-13,2.768
2023-12-14,2.702
2023-12-15,2.747
2023-12-16,2.747
2023-12-17,2.747
2023-12-18,2.715
2023-12-19,2.667
2023-12-20,2.731
2023-12-21,2.68
2023-12-22,2.687
2023-12-23,2.687
2023-12-24,2.687
2023-12-25,2.687
2023-12-26,2.664
2023-12-27,2.659
2023-12-28,2.657
2023-12-29,2.67
2023-12-30,2.67
2023-12-31,2.67
2024-01-01,2.67
2024-01-02,2.686
2024-01-03,2.736
2024-01-04,2.737
2024-01-05,2.639
2024-01-06,2.639
2024-01-07,2.639
2024-01-08,2.614
2024-01-09,2.661
2024-01-10,2.701
2024-01-11,2.699
2024-01-12,2.79
2024-01-13,2.79
2024-01-14,2.79
2024-01-15,2.79
2024-01-16,2.772
2024-01-17,2.81
2024-01-18,2.865
2024-01-19,2.776
2024-01-20,2.776
2024-01-21,2.776
2024-01-22,2.713
2024-01-23,2.747
2024-01-24,2.709
2024-01-25,2.675
2024-01-26,2.602
2024-01-27,2.602
2024-01-28,2.602
2024-01-29,2.623
2024-01-30,2.589
2024-01-31,2.644
2024-02-01,2.662
2024-02-02,2.621
2024-02-03,2.621
2024-02-04,2.621
2024-02-05,2.634
2024-02-06,2.637
2024-02-07,2.655
2024-02-08,2.631
2024-02-09,2.641
2024-02-10,2.641
2024-02-11,2.641
2024-02-12,2.588
2024-02-13,2.649
2024-02-14,2.604
2024-02-15,2.57
2024-02-16,2.588
2024-02-17,2.588
2024-02-18,2.588
2024-02-19,2.588
2024-02-20,2.53
2024-02-21,2.582
2024-02-22,2.579
2024-02-23,2.552
2024-02-24,2.552
2024-02-25,2.552
2024-02-26,2.565
2024-02-27,2.497
2024-02-28,2.506
2024-02-29,2.479
2024-03-01,2.495
2024-03-02,2.495
2024-03-03,2.495
2024-03-04,2.52
2024-03-05,2.507
2024-03-06,2.482
2024-03-07,2.463
2024-03-08,2.43
2024-03-09,2.43
2024-03-10,2.43
2024-03-11,2.407
2024-03-12,2.374
2024-03-13,2.355
2024-03-14,2.368
2024-03-15,2.451
2024-03-16,2.451
2024-03-17,2.451
2024-03-18,2.453
2024-03-19,2.431
2024-03-20,2.36
2024-03-21,2.401
2024-03-22,2.465
2024-03-23,2.465
2024-03-24,2.465
2024-03-25,2.483
2024-03-26,2.468
2024-03-27,2.427
2024-03-28,2.372
2024-03-29,2.372
2024-03-30,2.372
2024-03-31,2.372
2024-04-01,2.45
2024-04-02,2.495
2024-04-03,2.482
2024-04-04,2.484
2024-04-05,2.478
2024-04-06,2.478
2024-04-07,2.478
2024-04-08,2.406
