,MCO US Equity
2023-06-23,0.996
2023-06-24,0.996
2023-06-25,0.996
2023-06-26,1.003
2023-06-27,0.991
2023-06-28,0.983
2023-06-29,0.975
2023-06-30,0.966
2023-07-01,0.966
2023-07-02,0.966
2023-07-03,0.97
2023-07-04,0.97
2023-07-05,0.968
2023-07-06,0.981
2023-07-07,0.989
2023-07-08,0.989
2023-07-09,0.989
2023-07-10,0.982
2023-07-11,0.99
2023-07-12,0.967
2023-07-13,0.958
2023-07-14,0.951
2023-07-15,0.951
2023-07-16,0.951
2023-07-17,0.942
2023-07-18,0.934
2023-07-19,0.934
2023-07-20,0.936
2023-07-21,0.939
2023-07-22,0.939
2023-07-23,0.939
2023-07-24,0.941
2023-07-25,0.928
2023-07-26,0.934
2023-07-27,0.954
2023-07-28,0.949
2023-07-29,0.949
2023-07-30,0.949
2023-07-31,0.948
2023-08-01,0.949
2023-08-02,0.971
2023-08-03,0.987
2023-08-04,0.981
2023-08-05,0.981
2023-08-06,0.981
2023-08-07,0.974
2023-08-08,0.988
2023-08-09,0.988
2023-08-10,0.983
2023-08-11,0.991
2023-08-12,0.991
2023-08-13,0.991
2023-08-14,0.985
2023-08-15,1.003
2023-08-16,1.006
2023-08-17,1.013
2023-08-18,1.018
2023-08-19,1.018
2023-08-20,1.018
2023-08-21,1.025
2023-08-22,1.018
2023-08-23,0.995
2023-08-24,1.005
2023-08-25,0.995
2023-08-26,0.995
2023-08-27,0.995
2023-08-28,0.994
2023-08-29,0.985
2023-08-30,0.982
2023-08-31,0.988
2023-09-01,0.981
2023-09-02,0.981
2023-09-03,0.981
2023-09-04,0.981
2023-09-05,0.984
2023-09-06,0.977
2023-09-07,0.973
2023-09-08,0.98
2023-09-09,0.98
2023-09-10,0.98
2023-09-11,0.981
2023-09-12,0.983
2023-09-13,0.972
2023-09-14,0.956
2023-09-15,0.977
2023-09-16,0.977
2023-09-17,0.977
2023-09-18,0.976
2023-09-19,0.984
2023-09-20,0.998
2023-09-21,1.034
2023-09-22,1.034
2023-09-23,1.034
2023-09-24,1.034
2023-09-25,1.038
2023-09-26,1.063
2023-09-27,1.066
2023-09-28,1.052
2023-09-29,1.06
2023-09-30,1.06
2023-10-01,1.06
2023-10-02,1.06
2023-10-03,1.089
2023-10-04,1.066
2023-10-05,1.067
2023-10-06,1.057
2023-10-07,1.057
2023-10-08,1.057
2023-10-09,1.053
2023-10-10,1.04
2023-10-11,1.029
2023-10-12,1.047
2023-10-13,1.055
2023-10-14,1.055
2023-10-15,1.055
2023-10-16,1.042
2023-10-17,1.042
2023-10-18,1.066
2023-10-19,1.074
2023-10-20,1.081
2023-10-21,1.081
2023-10-22,1.081
2023-10-23,1.083
2023-10-24,1.095
2023-10-25,1.065
2023-10-26,1.078
2023-10-27,1.106
2023-10-28,1.106
2023-10-29,1.106
2023-10-30,1.091
2023-10-31,1.085
2023-11-01,1.068
2023-11-02,1.022
2023-11-03,1.008
2023-11-04,1.008
2023-11-05,1.008
2023-11-06,1.002
2023-11-07,0.995
2023-11-08,0.986
2023-11-09,0.983
2023-11-10,0.97
2023-11-11,0.97
2023-11-12,0.97
2023-11-13,0.968
2023-11-14,0.947
2023-11-15,0.951
2023-11-16,0.943
2023-11-17,0.935
2023-11-18,0.935
2023-11-19,0.935
2023-11-20,0.925
2023-11-21,0.918
2023-11-22,0.914
2023-11-23,0.914
2023-11-24,0.92
2023-11-25,0.92
2023-11-26,0.92
2023-11-27,0.923
2023-11-28,0.923
2023-11-29,0.921
2023-11-30,0.913
2023-12-01,0.898
2023-12-02,0.898
2023-12-03,0.898
2023-12-04,0.891
2023-12-05,0.887
2023-12-06,0.893
2023-12-07,0.895
2023-12-08,0.89
2023-12-09,0.89
2023-12-10,0.89
2023-12-11,0.883
2023-12-12,0.876
2023-12-13,0.853
2023-12-14,0.851
2023-12-15,0.857
2023-12-16,0.857
2023-12-17,0.857
2023-12-18,0.853
2023-12-19,0.854
2023-12-20,0.872
2023-12-21,0.863
2023-12-22,0.86
2023-12-23,0.86
2023-12-24,0.86
2023-12-25,0.86
2023-12-26,0.858
2023-12-27,0.854
2023-12-28,0.859
2023-12-29,0.858
2023-12-30,0.858
2023-12-31,0.858
2024-01-01,0.858
2024-01-02,0.878
2024-01-03,0.893
2024-01-04,0.895
2024-01-05,0.902
2024-01-06,0.902
2024-01-07,0.902
2024-01-08,0.892
2024-01-09,0.899
2024-01-10,0.89
2024-01-11,0.89
2024-01-12,0.883
2024-01-13,0.883
2024-01-14,0.883
2024-01-15,0.883
2024-01-16,0.878
2024-01-17,0.879
2024-01-18,0.875
2024-01-19,0.867
2024-01-20,0.867
2024-01-21,0.867
2024-01-22,0.862
2024-01-23,0.86
2024-01-24,0.86
2024-01-25,0.854
2024-01-26,0.861
2024-01-27,0.861
2024-01-28,0.861
2024-01-29,0.857
2024-01-30,0.846
2024-01-31,0.855
2024-02-01,0.833
2024-02-02,0.839
2024-02-03,0.839
2024-02-04,0.839
2024-02-05,0.844
2024-02-06,0.842
2024-02-07,0.828
2024-02-08,0.842
2024-02-09,0.827
2024-02-10,0.827
2024-02-11,0.827
2024-02-12,0.836
2024-02-13,0.909
2024-02-14,0.913
2024-02-15,0.897
2024-02-16,0.9
2024-02-17,0.9
2024-02-18,0.9
2024-02-19,0.9
2024-02-20,0.889
2024-02-21,0.888
2024-02-22,0.872
2024-02-23,0.864
2024-02-24,0.864
2024-02-25,0.864
2024-02-26,0.876
2024-02-27,0.882
2024-02-28,0.877
2024-02-29,0.878
2024-03-01,0.872
2024-03-02,0.872
2024-03-03,0.872
2024-03-04,0.868
2024-03-05,0.868
2024-03-06,0.854
2024-03-07,0.848
2024-03-08,0.858
2024-03-09,0.858
2024-03-10,0.858
2024-03-11,0.863
2024-03-12,0.854
2024-03-13,0.854
2024-03-14,0.866
2024-03-15,0.865
2024-03-16,0.865
2024-03-17,0.865
2024-03-18,0.865
2024-03-19,0.858
2024-03-20,0.851
2024-03-21,0.84
2024-03-22,0.857
2024-03-23,0.857
2024-03-24,0.857
2024-03-25,0.859
2024-03-26,0.85
2024-03-27,0.851
2024-03-28,0.845
2024-03-29,0.845
2024-03-30,0.845
2024-03-31,0.845
2024-04-01,0.843
2024-04-02,0.849
2024-04-03,0.846
2024-04-04,0.848
2024-04-05,0.846
2024-04-06,0.846
2024-04-07,0.846
2024-04-08,0.839
