,OMC US Equity
2023-06-23,3.377
2023-06-24,3.377
2023-06-25,3.377
2023-06-26,3.339
2023-06-27,3.252
2023-06-28,3.261
2023-06-29,3.343
2023-06-30,3.307
2023-07-01,3.307
2023-07-02,3.307
2023-07-03,3.293
2023-07-04,3.293
2023-07-05,3.347
2023-07-06,3.415
2023-07-07,3.384
2023-07-08,3.384
2023-07-09,3.384
2023-07-10,3.379
2023-07-11,3.269
2023-07-12,3.305
2023-07-13,3.264
2023-07-14,3.266
2023-07-15,3.266
2023-07-16,3.266
2023-07-17,3.201
2023-07-18,3.211
2023-07-19,3.555
2023-07-20,3.522
2023-07-21,3.705
2023-07-22,3.705
2023-07-23,3.705
2023-07-24,3.737
2023-07-25,3.76
2023-07-26,3.746
2023-07-27,3.772
2023-07-28,3.762
2023-07-29,3.762
2023-07-30,3.762
2023-07-31,3.67
2023-08-01,3.748
2023-08-02,3.756
2023-08-03,3.791
2023-08-04,3.806
2023-08-05,3.806
2023-08-06,3.806
2023-08-07,3.81
2023-08-08,3.864
2023-08-09,3.866
2023-08-10,3.891
2023-08-11,3.886
2023-08-12,3.886
2023-08-13,3.886
2023-08-14,3.884
2023-08-15,3.879
2023-08-16,3.905
2023-08-17,3.949
2023-08-18,3.886
2023-08-19,3.886
2023-08-20,3.886
2023-08-21,3.915
2023-08-22,3.924
2023-08-23,3.877
2023-08-24,3.916
2023-08-25,3.889
2023-08-26,3.889
2023-08-27,3.889
2023-08-28,3.861
2023-08-29,3.848
2023-08-30,3.839
2023-08-31,3.833
2023-09-01,3.904
2023-09-02,3.904
2023-09-03,3.904
2023-09-04,3.904
2023-09-05,3.93
2023-09-06,3.906
2023-09-07,3.935
2023-09-08,3.968
2023-09-09,3.968
2023-09-10,3.968
2023-09-11,3.942
2023-09-12,3.96
2023-09-13,4.026
2023-09-14,3.994
2023-09-15,4.045
2023-09-16,4.045
2023-09-17,4.045
2023-09-18,4.043
2023-09-19,4.079
2023-09-20,4.103
2023-09-21,4.112
2023-09-22,4.165
2023-09-23,4.165
2023-09-24,4.165
2023-09-25,4.128
2023-09-26,4.181
2023-09-27,4.185
2023-09-28,4.147
2023-09-29,4.123
2023-09-30,4.123
2023-10-01,4.123
2023-10-02,4.186
2023-10-03,4.238
2023-10-04,4.19
2023-10-05,4.212
2023-10-06,4.136
2023-10-07,4.136
2023-10-08,4.136
2023-10-09,4.1
2023-10-10,4.08
2023-10-11,4.104
2023-10-12,4.064
2023-10-13,4.119
2023-10-14,4.119
2023-10-15,4.119
2023-10-16,4.02
2023-10-17,3.992
2023-10-18,3.995
2023-10-19,4.054
2023-10-20,4.071
2023-10-21,4.071
2023-10-22,4.071
2023-10-23,3.983
2023-10-24,4.041
2023-10-25,4.046
2023-10-26,4.052
2023-10-27,4.068
2023-10-28,4.068
2023-10-29,4.068
2023-10-30,4.039
2023-10-31,4.018
2023-11-01,4.042
2023-11-02,3.93
2023-11-03,3.877
2023-11-04,3.877
2023-11-05,3.877
2023-11-06,3.906
2023-11-07,3.927
2023-11-08,3.978
2023-11-09,4.015
2023-11-10,3.974
2023-11-11,3.974
2023-11-12,3.974
2023-11-13,3.976
2023-11-14,3.848
2023-11-15,3.851
2023-11-16,3.911
2023-11-17,3.807
2023-11-18,3.807
2023-11-19,3.807
2023-11-20,3.802
2023-11-21,3.826
2023-11-22,3.793
2023-11-23,3.793
2023-11-24,3.758
2023-11-25,3.758
2023-11-26,3.758
2023-11-27,3.801
2023-11-28,3.804
2023-11-29,3.773
2023-11-30,3.733
2023-12-01,3.679
2023-12-02,3.679
2023-12-03,3.679
2023-12-04,3.653
2023-12-05,3.698
2023-12-06,3.673
2023-12-07,3.666
2023-12-08,3.674
2023-12-09,3.674
2023-12-10,3.674
2023-12-11,3.581
2023-12-12,3.585
2023-12-13,3.586
2023-12-14,3.483
2023-12-15,3.478
2023-12-16,3.478
2023-12-17,3.478
2023-12-18,3.498
2023-12-19,3.483
2023-12-20,3.522
2023-12-21,3.465
2023-12-22,3.479
2023-12-23,3.479
2023-12-24,3.479
2023-12-25,3.479
2023-12-26,3.454
2023-12-27,3.456
2023-12-28,3.453
2023-12-29,3.462
2023-12-30,3.462
2023-12-31,3.462
2024-01-01,3.462
2024-01-02,3.432
2024-01-03,3.523
2024-01-04,3.519
2024-01-05,3.487
2024-01-06,3.487
2024-01-07,3.487
2024-01-08,3.394
2024-01-09,3.388
2024-01-10,3.394
2024-01-11,3.396
2024-01-12,3.411
2024-01-13,3.411
2024-01-14,3.411
2024-01-15,3.411
2024-01-16,3.424
2024-01-17,3.454
2024-01-18,3.443
2024-01-19,3.445
2024-01-20,3.445
2024-01-21,3.445
2024-01-22,3.412
2024-01-23,3.385
2024-01-24,3.397
2024-01-25,3.329
2024-01-26,3.332
2024-01-27,3.332
2024-01-28,3.332
2024-01-29,3.316
2024-01-30,3.331
2024-01-31,3.368
2024-02-01,3.389
2024-02-02,3.384
2024-02-03,3.384
2024-02-04,3.384
2024-02-05,3.428
2024-02-06,3.395
2024-02-07,3.454
2024-02-08,3.411
2024-02-09,3.494
2024-02-10,3.494
2024-02-11,3.494
2024-02-12,3.419
2024-02-13,3.471
2024-02-14,3.445
2024-02-15,3.396
2024-02-16,3.377
2024-02-17,3.377
2024-02-18,3.377
2024-02-19,3.377
2024-02-20,3.345
2024-02-21,3.335
2024-02-22,3.347
2024-02-23,3.336
2024-02-24,3.336
2024-02-25,3.336
2024-02-26,3.317
2024-02-27,3.315
2024-02-28,3.354
2024-02-29,3.343
2024-03-01,3.342
2024-03-02,3.342
2024-03-03,3.342
2024-03-04,3.313
2024-03-05,3.318
2024-03-06,3.257
2024-03-07,3.182
2024-03-08,3.194
2024-03-09,3.194
2024-03-10,3.194
2024-03-11,3.102
2024-03-12,3.088
2024-03-13,3.062
2024-03-14,3.162
2024-03-15,3.175
2024-03-16,3.175
2024-03-17,3.175
2024-03-18,3.158
2024-03-19,3.138
2024-03-20,3.107
2024-03-21,3.106
2024-03-22,3.117
2024-03-23,3.117
2024-03-24,3.117
2024-03-25,3.137
2024-03-26,3.157
2024-03-27,3.078
2024-03-28,3.029
2024-03-29,3.029
2024-03-30,3.029
2024-03-31,3.029
2024-04-01,3.035
2024-04-02,3.043
2024-04-03,3.059
2024-04-04,3.114
2024-04-05,3.131
2024-04-06,3.131
2024-04-07,3.131
2024-04-08,3.094
