,OGS US Equity
2020-05-22,3.722
2020-05-23,3.722
2020-05-24,3.722
2020-05-25,3.722
2020-05-26,3.722
2020-05-27,3.722
2020-05-28,3.722
2020-05-29,3.882
2020-05-30,3.882
2020-05-31,3.882
2020-06-01,3.931
2020-06-02,3.943
2020-06-03,3.876
2020-06-04,3.962
2020-06-05,3.928
2020-06-06,3.928
2020-06-07,3.928
2020-06-08,3.858
2020-06-09,3.883
2020-06-10,3.952
2020-06-11,4.25
2020-06-12,4.238
2020-06-13,4.238
2020-06-14,4.238
2020-06-15,4.2
2020-06-16,4.155
2020-06-17,4.277
2020-06-18,4.27
2020-06-19,4.375
2020-06-20,4.375
2020-06-21,4.375
2020-06-22,4.304
2020-06-23,4.322
2020-06-24,4.349
2020-06-25,4.402
2020-06-26,4.435
2020-06-27,4.435
2020-06-28,4.435
2020-06-29,4.355
2020-06-30,4.231
2020-07-01,4.234
2020-07-02,4.215
2020-07-03,4.215
2020-07-04,4.215
2020-07-05,4.215
2020-07-06,4.267
2020-07-07,4.325
2020-07-08,4.322
2020-07-09,4.401
2020-07-10,4.338
2020-07-11,4.338
2020-07-12,4.338
2020-07-13,4.307
2020-07-14,4.329
2020-07-15,4.321
2020-07-16,4.359
2020-07-17,4.344
2020-07-18,4.344
2020-07-19,4.344
2020-07-20,4.412
2020-07-21,4.296
2020-07-22,4.196
2020-07-23,4.124
2020-07-24,4.124
2020-07-25,4.124
2020-07-26,4.124
2020-07-27,4.124
2020-07-28,4.124
2020-07-29,4.124
2020-07-30,4.124
2020-07-31,4.124
2020-08-01,4.124
2020-08-02,4.124
2020-08-03,4.124
2020-08-04,4.124
2020-08-05,4.124
2020-08-06,4.124
2020-08-07,4.124
2020-08-08,4.124
2020-08-09,4.124
2020-08-10,4.124
2020-08-11,4.124
2020-08-12,4.124
2020-08-13,4.124
2020-08-14,4.124
2020-08-15,4.124
2020-08-16,4.124
2020-08-17,4.124
2020-08-18,4.124
2020-08-19,4.124
2020-08-20,4.124
2020-08-21,4.124
2020-08-22,4.124
2020-08-23,4.124
2020-08-24,4.124
2020-08-25,4.124
2020-08-26,4.124
2020-08-27,4.124
2020-08-28,4.124
2020-08-29,4.124
2020-08-30,4.124
2020-08-31,4.124
2020-09-01,4.124
2020-09-02,4.124
2020-09-03,4.124
2020-09-04,4.124
2020-09-05,4.124
2020-09-06,4.124
2020-09-07,4.124
2020-09-08,4.124
2020-09-09,4.124
2020-09-10,4.124
2020-09-11,4.124
2020-09-12,4.124
2020-09-13,4.124
2020-09-14,4.124
2020-09-15,4.124
2020-09-16,4.124
2020-09-17,4.124
2020-09-18,4.124
2020-09-19,4.124
2020-09-20,4.124
2020-09-21,4.124
2020-09-22,4.124
2020-09-23,4.124
2020-09-24,4.124
2020-09-25,4.124
2020-09-26,4.124
2020-09-27,4.124
2020-09-28,4.124
2020-09-29,4.124
2020-09-30,4.124
2020-10-01,4.124
2020-10-02,4.124
2020-10-03,4.124
2020-10-04,4.124
2020-10-05,4.124
2020-10-06,4.124
2020-10-07,4.124
2020-10-08,4.124
2020-10-09,4.124
2020-10-10,4.124
2020-10-11,4.124
2020-10-12,4.124
2020-10-13,4.124
2020-10-14,4.124
2020-10-15,4.124
2020-10-16,4.124
2020-10-17,4.124
2020-10-18,4.124
2020-10-19,4.124
2020-10-20,4.124
2020-10-21,4.124
2020-10-22,4.124
2020-10-23,4.124
2020-10-24,4.124
2020-10-25,4.124
2020-10-26,4.124
2020-10-27,4.124
2020-10-28,4.124
2020-10-29,4.124
2020-10-30,4.124
2020-10-31,4.124
2020-11-01,4.124
2020-11-02,4.124
2020-11-03,4.124
2020-11-04,4.124
2020-11-05,4.124
2020-11-06,4.124
2020-11-07,4.124
2020-11-08,4.124
2020-11-09,4.124
2020-11-10,4.124
2020-11-11,4.124
2020-11-12,4.124
2020-11-13,4.124
2020-11-14,4.124
2020-11-15,4.124
2020-11-16,4.124
2020-11-17,4.124
2020-11-18,4.124
2020-11-19,4.124
2020-11-20,4.124
2020-11-21,4.124
2020-11-22,4.124
2020-11-23,4.124
2020-11-24,4.124
2020-11-25,4.124
2020-11-26,4.124
2020-11-27,4.124
2020-11-28,4.124
2020-11-29,4.124
2020-11-30,4.124
2020-12-01,4.124
2020-12-02,4.124
2020-12-03,4.124
2020-12-04,4.124
2020-12-05,4.124
2020-12-06,4.124
2020-12-07,4.124
2020-12-08,4.124
2020-12-09,4.124
2020-12-10,4.124
2020-12-11,4.124
2020-12-12,4.124
2020-12-13,4.124
2020-12-14,4.124
2020-12-15,4.124
2020-12-16,4.124
2020-12-17,4.124
2020-12-18,4.124
2020-12-19,4.124
2020-12-20,4.124
2020-12-21,4.124
2020-12-22,4.124
2020-12-23,4.124
2020-12-24,4.124
2020-12-25,4.124
2020-12-26,4.124
2020-12-27,4.124
2020-12-28,4.124
2020-12-29,4.124
2020-12-30,4.124
2020-12-31,4.124
2021-01-01,4.124
2021-01-02,4.124
2021-01-03,4.124
2021-01-04,4.124
2021-01-05,4.124
2021-01-06,4.124
2021-01-07,4.124
2021-01-08,4.124
2021-01-09,4.124
2021-01-10,4.124
2021-01-11,4.124
2021-01-12,4.124
2021-01-13,4.124
2021-01-14,4.124
2021-01-15,4.124
2021-01-16,4.124
2021-01-17,4.124
2021-01-18,4.124
2021-01-19,4.124
2021-01-20,4.124
2021-01-21,4.124
2021-01-22,4.124
2021-01-23,4.124
2021-01-24,4.124
2021-01-25,4.124
2021-01-26,4.124
2021-01-27,4.124
2021-01-28,4.124
2021-01-29,4.124
2021-01-30,4.124
2021-01-31,4.124
2021-02-01,4.124
2021-02-02,4.124
2021-02-03,4.124
2021-02-04,4.124
2021-02-05,4.124
2021-02-06,4.124
2021-02-07,4.124
2021-02-08,4.124
2021-02-09,4.124
2021-02-10,4.124
2021-02-11,4.124
2021-02-12,4.124
2021-02-13,4.124
2021-02-14,4.124
2021-02-15,4.124
2021-02-16,4.124
2021-02-17,4.124
2021-02-18,4.124
2021-02-19,4.124
2021-02-20,4.124
2021-02-21,4.124
2021-02-22,4.124
2021-02-23,4.124
2021-02-24,4.124
2021-02-25,4.124
2021-02-26,4.124
2021-02-27,4.124
2021-02-28,4.124
2021-03-01,4.124
2021-03-02,4.124
2021-03-03,4.124
2021-03-04,4.124
2021-03-05,4.124
2021-03-06,4.124
2021-03-07,4.124
2021-03-08,4.124
2021-03-09,4.124
2021-03-10,4.124
2021-03-11,4.124
2021-03-12,4.124
2021-03-13,4.124
2021-03-14,4.124
2021-03-15,4.124
2021-03-16,4.124
2021-03-17,4.124
2021-03-18,4.124
2021-03-19,4.124
2021-03-20,4.124
2021-03-21,4.124
2021-03-22,4.124
2021-03-23,4.124
2021-03-24,4.124
2021-03-25,4.124
2021-03-26,4.124
2021-03-27,4.124
2021-03-28,4.124
2021-03-29,4.124
2021-03-30,4.124
2021-03-31,4.124
2021-04-01,4.124
2021-04-02,4.124
2021-04-03,4.124
2021-04-04,4.124
2021-04-05,4.124
2021-04-06,4.124
2021-04-07,4.124
2021-04-08,4.124
2021-04-09,4.124
2021-04-10,4.124
2021-04-11,4.124
2021-04-12,4.124
2021-04-13,4.124
2021-04-14,4.124
2021-04-15,4.124
2021-04-16,4.124
2021-04-17,4.124
2021-04-18,4.124
2021-04-19,4.124
2021-04-20,4.124
2021-04-21,4.124
2021-04-22,4.124
2021-04-23,4.124
2021-04-24,4.124
2021-04-25,4.124
2021-04-26,4.124
2021-04-27,4.124
2021-04-28,4.124
2021-04-29,4.124
2021-04-30,4.124
2021-05-01,4.124
2021-05-02,4.124
2021-05-03,4.124
2021-05-04,4.124
2021-05-05,4.124
2021-05-06,4.124
2021-05-07,4.124
2021-05-08,4.124
2021-05-09,4.124
2021-05-10,4.124
2021-05-11,4.124
2021-05-12,4.124
2021-05-13,4.124
2021-05-14,4.124
2021-05-15,4.124
2021-05-16,4.124
2021-05-17,4.124
2021-05-18,4.124
2021-05-19,4.124
2021-05-20,4.124
2021-05-21,4.124
2021-05-22,4.124
2021-05-23,4.124
2021-05-24,4.124
2021-05-25,4.124
2021-05-26,4.124
2021-05-27,4.124
2021-05-28,4.124
2021-05-29,4.124
2021-05-30,4.124
2021-05-31,4.124
2021-06-01,4.124
2021-06-02,4.124
2021-06-03,4.124
2021-06-04,4.124
2021-06-05,4.124
2021-06-06,4.124
2021-06-07,4.124
2021-06-08,4.124
2021-06-09,4.124
2021-06-10,4.124
2021-06-11,4.124
2021-06-12,4.124
2021-06-13,4.124
2021-06-14,4.124
2021-06-15,4.124
2021-06-16,4.124
2021-06-17,4.124
2021-06-18,4.124
2021-06-19,4.124
2021-06-20,4.124
2021-06-21,4.124
2021-06-22,4.124
2021-06-23,4.124
2021-06-24,4.124
2021-06-25,4.124
2021-06-26,4.124
2021-06-27,4.124
2021-06-28,4.124
2021-06-29,4.124
2021-06-30,4.124
2021-07-01,4.124
2021-07-02,4.124
2021-07-03,4.124
2021-07-04,4.124
2021-07-05,4.124
2021-07-06,4.124
2021-07-07,4.124
2021-07-08,4.124
2021-07-09,4.124
2021-07-10,4.124
2021-07-11,4.124
2021-07-12,4.124
2021-07-13,4.124
2021-07-14,4.124
2021-07-15,4.124
2021-07-16,4.124
2021-07-17,4.124
2021-07-18,4.124
2021-07-19,4.124
2021-07-20,4.124
2021-07-21,4.124
2021-07-22,4.124
2021-07-23,4.124
2021-07-24,4.124
2021-07-25,4.124
2021-07-26,4.124
2021-07-27,4.124
2021-07-28,4.124
2021-07-29,4.124
2021-07-30,4.124
2021-07-31,4.124
2021-08-01,4.124
2021-08-02,4.124
2021-08-03,4.167
2021-08-04,4.227
2021-08-05,4.187
2021-08-06,4.202
2021-08-07,4.202
2021-08-08,4.202
2021-08-09,4.21
2021-08-10,4.222
2021-08-11,4.206
2021-08-12,4.248
2021-08-13,4.229
2021-08-14,4.229
2021-08-15,4.229
2021-08-16,4.244
2021-08-17,4.233
2021-08-18,4.291
2021-08-19,4.296
2021-08-20,4.266
2021-08-21,4.266
2021-08-22,4.266
2021-08-23,4.283
2021-08-24,4.262
2021-08-25,4.288
2021-08-26,4.372
2021-08-27,4.315
2021-08-28,4.315
2021-08-29,4.315
2021-08-30,4.317
2021-08-31,4.311
2021-09-01,4.253
2021-09-02,4.216
2021-09-03,4.298
2021-09-04,4.298
2021-09-05,4.298
2021-09-06,4.298
2021-09-07,4.406
2021-09-08,4.316
2021-09-09,4.379
2021-09-10,4.52
2021-09-11,4.52
2021-09-12,4.52
2021-09-13,4.546
2021-09-14,4.633
2021-09-15,4.736
2021-09-16,4.781
2021-09-17,4.819
2021-09-18,4.819
2021-09-19,4.819
2021-09-20,4.839
2021-09-21,4.825
2021-09-22,4.797
2021-09-23,4.788
2021-09-24,4.849
2021-09-25,4.849
2021-09-26,4.849
2021-09-27,4.852
2021-09-28,4.891
2021-09-29,4.801
2021-09-30,4.885
2021-10-01,4.762
2021-10-02,4.762
2021-10-03,4.762
2021-10-04,4.595
2021-10-05,4.602
2021-10-06,4.597
2021-10-07,4.588
2021-10-08,4.572
2021-10-09,4.572
2021-10-10,4.572
2021-10-11,4.534
2021-10-12,4.516
2021-10-13,4.509
2021-10-14,4.489
2021-10-15,4.561
2021-10-16,4.561
2021-10-17,4.561
2021-10-18,4.665
2021-10-19,4.619
2021-10-20,4.544
2021-10-21,4.585
2021-10-22,4.556
2021-10-23,4.556
2021-10-24,4.556
2021-10-25,4.485
2021-10-26,4.521
2021-10-27,4.604
2021-10-28,4.595
2021-10-29,4.6
2021-10-30,4.6
2021-10-31,4.6
2021-11-01,4.461
2021-11-02,4.51
2021-11-03,4.487
2021-11-04,4.467
2021-11-05,4.469
2021-11-06,4.469
2021-11-07,4.469
2021-11-08,4.491
2021-11-09,4.52
2021-11-10,4.502
2021-11-11,4.575
2021-11-12,4.589
2021-11-13,4.589
2021-11-14,4.589
2021-11-15,4.45
2021-11-16,4.508
2021-11-17,4.501
2021-11-18,4.567
2021-11-19,4.517
2021-11-20,4.517
2021-11-21,4.517
2021-11-22,4.518
2021-11-23,4.516
2021-11-24,4.476
2021-11-25,4.476
2021-11-26,4.648
2021-11-27,4.648
2021-11-28,4.648
2021-11-29,4.602
2021-11-30,4.734
2021-12-01,4.759
2021-12-02,4.634
2021-12-03,4.609
2021-12-04,4.609
2021-12-05,4.609
2021-12-06,4.41
2021-12-07,4.406
2021-12-08,4.351
2021-12-09,4.341
2021-12-10,4.233
2021-12-11,4.233
2021-12-12,4.233
2021-12-13,4.194
2021-12-14,4.231
2021-12-15,4.127
2021-12-16,4.081
2021-12-17,4.068
2021-12-18,4.068
2021-12-19,4.068
2021-12-20,4.07
2021-12-21,4.124
2021-12-22,4.097
2021-12-23,4.054
2021-12-24,4.054
2021-12-25,4.054
2021-12-26,4.054
2021-12-27,4.025
2021-12-28,4.053
2021-12-29,3.996
2021-12-30,3.963
2021-12-31,3.956
2022-01-01,3.956
2022-01-02,3.956
2022-01-03,3.979
2022-01-04,3.954
2022-01-05,3.921
2022-01-06,3.891
2022-01-07,3.887
2022-01-08,3.887
2022-01-09,3.887
2022-01-10,3.87
2022-01-11,3.874
2022-01-12,3.923
2022-01-13,3.87
2022-01-14,3.816
2022-01-15,3.816
2022-01-16,3.816
2022-01-17,3.816
2022-01-18,3.827
2022-01-19,3.854
2022-01-20,3.938
2022-01-21,3.97
2022-01-22,3.97
2022-01-23,3.97
2022-01-24,4.088
2022-01-25,4.044
2022-01-26,4.025
2022-01-27,3.999
2022-01-28,3.96
2022-01-29,3.96
2022-01-30,3.96
2022-01-31,3.941
2022-02-01,3.951
2022-02-02,3.942
2022-02-03,3.921
2022-02-04,3.983
2022-02-05,3.983
2022-02-06,3.983
2022-02-07,4.007
2022-02-08,4.001
2022-02-09,4.026
2022-02-10,4.125
2022-02-11,4.076
2022-02-12,4.076
2022-02-13,4.076
2022-02-14,4.094
2022-02-15,4.13
2022-02-16,4.083
2022-02-17,3.987
2022-02-18,3.988
2022-02-19,3.988
2022-02-20,3.988
2022-02-21,3.988
2022-02-22,3.968
2022-02-23,4.035
2022-02-24,3.895
2022-02-25,3.722
2022-02-26,3.722
2022-02-27,3.722
2022-02-28,3.638
2022-03-01,3.671
2022-03-02,3.593
2022-03-03,3.524
2022-03-04,3.46
2022-03-05,3.46
2022-03-06,3.46
2022-03-07,3.402
2022-03-08,3.417
2022-03-09,3.606
2022-03-10,3.512
2022-03-11,3.509
2022-03-12,3.509
2022-03-13,3.509
2022-03-14,3.522
2022-03-15,3.552
2022-03-16,3.622
2022-03-17,3.604
2022-03-18,3.664
2022-03-19,3.664
2022-03-20,3.664
2022-03-21,3.578
2022-03-22,3.618
2022-03-23,3.63
2022-03-24,3.59
2022-03-25,3.481
2022-03-26,3.481
2022-03-27,3.481
2022-03-28,3.467
2022-03-29,3.446
2022-03-30,3.416
2022-03-31,3.426
2022-04-01,3.376
2022-04-02,3.376
2022-04-03,3.376
2022-04-04,3.42
2022-04-05,3.392
2022-04-06,3.308
2022-04-07,3.342
2022-04-08,3.29
2022-04-09,3.29
2022-04-10,3.29
2022-04-11,3.338
2022-04-12,3.326
2022-04-13,3.378
2022-04-14,3.396
2022-04-15,3.396
2022-04-16,3.396
2022-04-17,3.396
2022-04-18,3.418
2022-04-19,3.406
2022-04-20,3.389
2022-04-21,3.399
2022-04-22,3.42
2022-04-23,3.42
2022-04-24,3.42
2022-04-25,3.446
2022-04-26,3.46
2022-04-27,3.477
2022-04-28,3.468
2022-04-29,3.602
2022-04-30,3.602
2022-05-01,3.602
2022-05-02,3.678
2022-05-03,3.662
2022-05-04,3.541
2022-05-05,3.584
2022-05-06,3.57
2022-05-07,3.57
2022-05-08,3.57
2022-05-09,3.558
2022-05-10,3.589
2022-05-11,3.593
2022-05-12,3.561
2022-05-13,3.553
2022-05-14,3.553
2022-05-15,3.553
2022-05-16,3.51
2022-05-17,3.446
2022-05-18,3.453
2022-05-19,3.502
2022-05-20,3.521
2022-05-21,3.521
2022-05-22,3.521
2022-05-23,3.482
2022-05-24,3.404
2022-05-25,3.422
2022-05-26,3.42
2022-05-27,3.428
2022-05-28,3.428
2022-05-29,3.428
2022-05-30,3.428
2022-05-31,3.467
2022-06-01,3.477
2022-06-02,3.478
2022-06-03,3.462
2022-06-04,3.462
2022-06-05,3.462
2022-06-06,3.45
2022-06-07,3.422
2022-06-08,3.487
2022-06-09,3.549
2022-06-10,3.545
2022-06-11,3.545
2022-06-12,3.545
2022-06-13,3.764
2022-06-14,3.828
2022-06-15,3.819
2022-06-16,3.864
2022-06-17,3.896
2022-06-18,3.896
2022-06-19,3.896
2022-06-20,3.896
2022-06-21,3.847
2022-06-22,3.849
2022-06-23,3.858
2022-06-24,3.845
2022-06-25,3.845
2022-06-26,3.845
2022-06-27,3.72
2022-06-28,3.728
2022-06-29,3.733
2022-06-30,3.716
2022-07-01,3.585
2022-07-02,3.585
2022-07-03,3.585
2022-07-04,3.585
2022-07-05,3.804
2022-07-06,3.731
2022-07-07,3.757
2022-07-08,3.787
2022-07-09,3.787
2022-07-10,3.787
2022-07-11,3.78
2022-07-12,3.781
2022-07-13,3.77
2022-07-14,3.752
2022-07-15,3.685
2022-07-16,3.685
2022-07-17,3.685
2022-07-18,3.713
2022-07-19,3.668
2022-07-20,3.72
2022-07-21,3.785
2022-07-22,3.757
2022-07-23,3.757
2022-07-24,3.757
2022-07-25,3.694
2022-07-26,3.662
2022-07-27,3.664
2022-07-28,3.557
2022-07-29,3.552
2022-07-30,3.552
2022-07-31,3.552
2022-08-01,3.587
2022-08-02,3.627
2022-08-03,3.664
2022-08-04,3.719
2022-08-05,3.735
2022-08-06,3.735
2022-08-07,3.735
2022-08-08,3.714
2022-08-09,3.659
2022-08-10,3.665
2022-08-11,3.674
2022-08-12,3.615
2022-08-13,3.615
2022-08-14,3.615
2022-08-15,3.592
2022-08-16,3.591
2022-08-17,3.603
2022-08-18,3.58
2022-08-19,3.568
2022-08-20,3.568
2022-08-21,3.568
2022-08-22,3.64
2022-08-23,3.662
2022-08-24,3.691
2022-08-25,3.664
2022-08-26,3.698
2022-08-27,3.698
2022-08-28,3.698
2022-08-29,3.695
2022-08-30,3.781
2022-08-31,3.816
2022-09-01,3.764
2022-09-02,3.775
2022-09-03,3.775
2022-09-04,3.775
2022-09-05,3.775
2022-09-06,3.768
2022-09-07,3.691
2022-09-08,3.726
2022-09-09,3.696
2022-09-10,3.696
2022-09-11,3.696
2022-09-12,3.642
2022-09-13,3.749
2022-09-14,3.703
2022-09-15,3.777
2022-09-16,3.756
2022-09-17,3.756
2022-09-18,3.756
2022-09-19,3.708
2022-09-20,3.735
2022-09-21,3.779
2022-09-22,3.737
2022-09-23,3.796
2022-09-24,3.796
2022-09-25,3.796
2022-09-26,3.879
2022-09-27,4.029
2022-09-28,3.936
2022-09-29,4.129
2022-09-30,4.239
2022-10-01,4.239
2022-10-02,4.239
2022-10-03,4.1
2022-10-04,3.999
2022-10-05,4.091
2022-10-06,4.193
2022-10-07,4.245
2022-10-08,4.245
2022-10-09,4.245
2022-10-10,4.23
2022-10-11,4.144
2022-10-12,4.26
2022-10-13,4.146
2022-10-14,4.23
2022-10-15,4.23
2022-10-16,4.23
2022-10-17,4.122
2022-10-18,4.045
2022-10-19,4.043
2022-10-20,4.121
2022-10-21,4.083
2022-10-22,4.083
2022-10-23,4.083
2022-10-24,4.088
2022-10-25,4.048
2022-10-26,4.007
2022-10-27,3.947
2022-10-28,3.865
2022-10-29,3.865
2022-10-30,3.865
2022-10-31,3.851
2022-11-01,3.732
2022-11-02,3.763
2022-11-03,3.737
2022-11-04,3.687
2022-11-05,3.687
2022-11-06,3.687
2022-11-07,3.835
2022-11-08,3.813
2022-11-09,3.81
2022-11-10,3.623
2022-11-11,3.666
2022-11-12,3.666
2022-11-13,3.666
2022-11-14,3.633
2022-11-15,3.613
2022-11-16,3.63
2022-11-17,3.606
2022-11-18,3.487
2022-11-19,3.487
2022-11-20,3.487
2022-11-21,3.448
2022-11-22,3.396
2022-11-23,3.381
2022-11-24,3.381
2022-11-25,3.351
2022-11-26,3.351
2022-11-27,3.351
2022-11-28,3.42
2022-11-29,3.476
2022-11-30,3.404
2022-12-01,4.098
2022-12-02,3.963
2022-12-03,3.963
2022-12-04,3.963
2022-12-05,3.937
2022-12-06,3.782
2022-12-07,3.788
2022-12-08,3.745
2022-12-09,3.74
2022-12-10,3.74
2022-12-11,3.74
2022-12-12,3.634
2022-12-13,3.655
2022-12-14,3.63
2022-12-15,3.756
2022-12-16,3.853
2022-12-17,3.853
2022-12-18,3.853
2022-12-19,3.834
2022-12-20,3.816
2022-12-21,3.793
2022-12-22,3.822
2022-12-23,3.79
2022-12-24,3.79
2022-12-25,3.79
2022-12-26,3.79
2022-12-27,3.771
2022-12-28,3.791
2022-12-29,3.731
2022-12-30,3.781
2022-12-31,3.781
2023-01-01,3.781
2023-01-02,3.781
2023-01-03,3.753
2023-01-04,3.71
2023-01-05,3.745
2023-01-06,3.627
2023-01-07,3.627
2023-01-08,3.627
2023-01-09,3.63
2023-01-10,3.597
2023-01-11,3.542
2023-01-12,3.575
2023-01-13,3.556
2023-01-14,3.556
2023-01-15,3.556
2023-01-16,3.556
2023-01-17,3.628
2023-01-18,3.706
2023-01-19,3.729
2023-01-20,3.733
2023-01-21,3.733
2023-01-22,3.733
2023-01-23,3.656
2023-01-24,3.622
2023-01-25,3.498
2023-01-26,3.579
2023-01-27,3.568
2023-01-28,3.568
2023-01-29,3.568
2023-01-30,3.576
2023-01-31,3.489
2023-02-01,3.485
2023-02-02,3.425
2023-02-03,3.469
2023-02-04,3.469
2023-02-05,3.469
2023-02-06,3.431
2023-02-07,3.484
2023-02-08,3.568
2023-02-09,3.606
2023-02-10,3.527
2023-02-11,3.527
2023-02-12,3.527
2023-02-13,3.499
2023-02-14,3.558
2023-02-15,3.551
2023-02-16,3.534
2023-02-17,3.514
2023-02-18,3.514
2023-02-19,3.514
2023-02-20,3.514
2023-02-21,3.597
2023-02-22,3.594
2023-02-23,3.552
2023-02-24,3.561
2023-02-25,3.561
2023-02-26,3.561
2023-02-27,3.514
2023-02-28,3.546
2023-03-01,3.579
2023-03-02,3.601
2023-03-03,3.509
2023-03-04,3.509
2023-03-05,3.509
2023-03-06,3.559
2023-03-07,3.652
2023-03-08,3.66
2023-03-09,3.741
2023-03-10,3.823
2023-03-11,3.823
2023-03-12,3.823
2023-03-13,3.795
2023-03-14,3.727
2023-03-15,3.684
2023-03-16,3.617
2023-03-17,3.625
2023-03-18,3.625
2023-03-19,3.625
2023-03-20,3.574
2023-03-21,3.663
2023-03-22,3.758
2023-03-23,3.8
2023-03-24,3.69
2023-03-25,3.69
2023-03-26,3.69
2023-03-27,3.649
2023-03-28,3.629
2023-03-29,3.602
2023-03-30,3.598
2023-03-31,3.587
2023-04-01,3.587
2023-04-02,3.587
2023-04-03,3.622
2023-04-04,3.6
2023-04-05,3.486
2023-04-06,3.459
2023-04-07,3.459
2023-04-08,3.459
2023-04-09,3.459
2023-04-10,3.439
2023-04-11,3.45
2023-04-12,3.469
2023-04-13,3.498
2023-04-14,3.571
2023-04-15,3.571
2023-04-16,3.571
2023-04-17,3.526
2023-04-18,3.581
2023-04-19,3.523
2023-04-20,3.527
2023-04-21,3.521
2023-04-22,3.521
2023-04-23,3.521
2023-04-24,3.525
2023-04-25,3.55
2023-04-26,3.686
2023-04-27,3.634
2023-04-28,3.693
2023-04-29,3.693
2023-04-30,3.693
2023-05-01,3.665
2023-05-02,3.617
2023-05-03,3.552
2023-05-04,3.557
2023-05-05,3.509
2023-05-06,3.509
2023-05-07,3.509
2023-05-08,3.521
2023-05-09,3.501
2023-05-10,3.472
2023-05-11,3.49
2023-05-12,3.465
2023-05-13,3.465
2023-05-14,3.465
2023-05-15,3.493
2023-05-16,3.533
2023-05-17,3.494
2023-05-18,3.501
2023-05-19,3.476
2023-05-20,3.476
2023-05-21,3.476
2023-05-22,3.458
2023-05-23,3.419
2023-05-24,3.462
2023-05-25,3.505
2023-05-26,3.441
2023-05-27,3.441
2023-05-28,3.441
2023-05-29,3.441
2023-05-30,3.428
2023-05-31,3.449
2023-06-01,3.505
2023-06-02,3.43
2023-06-03,3.43
2023-06-04,3.43
2023-06-05,3.49
2023-06-06,3.425
2023-06-07,3.333
2023-06-08,3.376
2023-06-09,3.39
2023-06-10,3.39
2023-06-11,3.39
2023-06-12,3.461
2023-06-13,3.478
2023-06-14,3.534
2023-06-15,3.583
2023-06-16,3.562
2023-06-17,3.562
2023-06-18,3.562
2023-06-19,3.562
2023-06-20,3.556
2023-06-21,3.521
2023-06-22,3.586
