,MAR US Equity
2020-08-22,2.174
2020-08-23,2.174
2020-08-24,2.116
2020-08-25,2.097
2020-08-26,2.127
2020-08-27,2.035
2020-08-28,1.949
2020-08-29,1.949
2020-08-30,1.949
2020-08-31,2.013
2020-09-01,2.009
2020-09-02,1.984
2020-09-03,2.009
2020-09-04,1.976
2020-09-05,1.976
2020-09-06,1.976
2020-09-07,1.976
2020-09-08,1.992
2020-09-09,2.031
2020-09-10,2.064
2020-09-11,2.087
2020-09-12,2.087
2020-09-13,2.087
2020-09-14,2.022
2020-09-15,2.008
2020-09-16,1.964
2020-09-17,2.027
2020-09-18,2.119
2020-09-19,2.119
2020-09-20,2.119
2020-09-21,2.275
2020-09-22,2.216
2020-09-23,2.277
2020-09-24,2.317
2020-09-25,2.276
2020-09-26,2.276
2020-09-27,2.276
2020-09-28,2.205
2020-09-29,2.27
2020-09-30,2.286
2020-10-01,2.243
2020-10-02,2.222
2020-10-03,2.222
2020-10-04,2.222
2020-10-05,2.187
2020-10-06,2.184
2020-10-07,2.138
2020-10-08,2.11
2020-10-09,2.13
2020-10-10,2.13
2020-10-11,2.13
2020-10-12,2.101
2020-10-13,2.154
2020-10-14,2.18
2020-10-15,2.18
2020-10-16,2.165
2020-10-17,2.165
2020-10-18,2.165
2020-10-19,2.253
2020-10-20,2.202
2020-10-21,2.224
2020-10-22,2.099
2020-10-23,2.08
2020-10-24,2.08
2020-10-25,2.08
2020-10-26,2.204
2020-10-27,2.264
2020-10-28,2.352
2020-10-29,2.268
2020-10-30,2.279
2020-10-31,2.279
2020-11-01,2.279
2020-11-02,2.278
2020-11-03,2.202
2020-11-04,2.159
2020-11-05,2.097
2020-11-06,1.957
2020-11-07,1.957
2020-11-08,1.957
2020-11-09,1.723
2020-11-10,1.72
2020-11-11,1.751
2020-11-12,1.767
2020-11-13,1.731
2020-11-14,1.731
2020-11-15,1.731
2020-11-16,1.678
2020-11-17,1.691
2020-11-18,1.726
2020-11-19,1.715
2020-11-20,1.741
2020-11-21,1.741
2020-11-22,1.741
2020-11-23,1.687
2020-11-24,1.586
2020-11-25,1.607
2020-11-26,1.607
2020-11-27,1.618
2020-11-28,1.618
2020-11-29,1.618
2020-11-30,1.637
2020-12-01,1.616
2020-12-02,1.613
2020-12-03,1.569
2020-12-04,1.531
2020-12-05,1.531
2020-12-06,1.531
2020-12-07,1.562
2020-12-08,1.567
2020-12-09,1.592
2020-12-10,1.576
2020-12-11,1.636
2020-12-12,1.636
2020-12-13,1.636
2020-12-14,1.66
2020-12-15,1.613
2020-12-16,1.612
2020-12-17,1.613
2020-12-18,1.632
2020-12-19,1.632
2020-12-20,1.632
2020-12-21,1.651
2020-12-22,1.665
2020-12-23,1.634
2020-12-24,1.633
2020-12-25,1.633
2020-12-26,1.633
2020-12-27,1.633
2020-12-28,1.638
2020-12-29,1.63
2020-12-30,1.611
2020-12-31,1.593
2021-01-01,1.593
2021-01-02,1.593
2021-01-03,1.593
2021-01-04,1.685
2021-01-05,1.667
2021-01-06,1.625
2021-01-07,1.613
2021-01-08,1.621
2021-01-09,1.621
2021-01-10,1.621
2021-01-11,1.634
2021-01-12,1.65
2021-01-13,1.662
2021-01-14,1.63
2021-01-15,1.658
2021-01-16,1.658
2021-01-17,1.658
2021-01-18,1.658
2021-01-19,1.657
2021-01-20,1.659
2021-01-21,1.66
2021-01-22,1.71
2021-01-23,1.71
2021-01-24,1.71
2021-01-25,1.757
2021-01-26,1.745
2021-01-27,1.789
2021-01-28,1.741
2021-01-29,1.807
2021-01-30,1.807
2021-01-31,1.807
2021-02-01,1.785
2021-02-02,1.722
2021-02-03,1.704
2021-02-04,1.676
2021-02-05,1.623
2021-02-06,1.623
2021-02-07,1.623
2021-02-08,1.628
2021-02-09,1.655
2021-02-10,1.658
2021-02-11,1.66
2021-02-12,1.747
2021-02-13,1.747
2021-02-14,1.747
2021-02-15,1.747
2021-02-16,1.735
2021-02-17,1.722
2021-02-18,1.714
2021-02-19,1.66
2021-02-20,1.66
2021-02-21,1.66
2021-02-22,1.615
2021-02-23,1.54
2021-02-24,1.462
2021-02-25,1.534
2021-02-26,1.555
2021-02-27,1.555
2021-02-28,1.555
2021-03-01,1.551
2021-03-02,1.546
2021-03-03,1.574
2021-03-04,1.591
2021-03-05,1.675
2021-03-06,1.675
2021-03-07,1.675
2021-03-08,1.636
2021-03-09,1.674
2021-03-10,1.672
2021-03-11,1.653
2021-03-12,1.638
2021-03-13,1.638
2021-03-14,1.638
2021-03-15,1.602
2021-03-16,1.634
2021-03-17,1.578
2021-03-18,1.595
2021-03-19,1.616
2021-03-20,1.616
2021-03-21,1.616
2021-03-22,1.624
2021-03-23,1.728
2021-03-24,1.717
2021-03-25,1.679
2021-03-26,1.676
2021-03-27,1.676
2021-03-28,1.676
2021-03-29,1.702
2021-03-30,1.66
2021-03-31,1.661
2021-04-01,1.66
2021-04-02,1.66
2021-04-03,1.66
2021-04-04,1.66
2021-04-05,1.63
2021-04-06,1.623
2021-04-07,1.654
2021-04-08,1.647
2021-04-09,1.657
2021-04-10,1.657
2021-04-11,1.657
2021-04-12,1.648
2021-04-13,1.654
2021-04-14,1.645
2021-04-15,1.65
2021-04-16,1.656
2021-04-17,1.656
2021-04-18,1.656
2021-04-19,1.664
2021-04-20,1.733
2021-04-21,1.7
2021-04-22,1.678
2021-04-23,1.659
2021-04-24,1.659
2021-04-25,1.659
2021-04-26,1.657
2021-04-27,1.643
2021-04-28,1.647
2021-04-29,1.629
2021-04-30,1.657
2021-05-01,1.657
2021-05-02,1.657
2021-05-03,1.653
2021-05-04,1.667
2021-05-05,1.703
2021-05-06,1.726
2021-05-07,1.678
2021-05-08,1.678
2021-05-09,1.678
2021-05-10,1.749
2021-05-11,1.647
2021-05-12,1.716
2021-05-13,1.641
2021-05-14,1.595
2021-05-15,1.595
2021-05-16,1.595
2021-05-17,1.634
2021-05-18,1.635
2021-05-19,1.639
2021-05-20,1.644
2021-05-21,1.644
2021-05-22,1.644
2021-05-23,1.644
2021-05-24,1.611
2021-05-25,1.615
2021-05-26,1.509
2021-05-27,1.495
2021-05-28,1.519
2021-05-29,1.519
2021-05-30,1.519
2021-05-31,1.519
2021-06-01,1.502
2021-06-02,1.529
2021-06-03,1.553
2021-06-04,1.535
2021-06-05,1.535
2021-06-06,1.535
2021-06-07,1.53
2021-06-08,1.496
2021-06-09,1.516
2021-06-10,1.515
2021-06-11,1.52
2021-06-12,1.52
2021-06-13,1.52
2021-06-14,1.515
2021-06-15,1.513
2021-06-16,1.523
2021-06-17,1.538
2021-06-18,1.571
2021-06-19,1.571
2021-06-20,1.571
2021-06-21,1.526
2021-06-22,1.542
2021-06-23,1.545
2021-06-24,1.549
2021-06-25,1.556
2021-06-26,1.556
2021-06-27,1.556
2021-06-28,1.605
2021-06-29,1.615
2021-06-30,1.597
2021-07-01,1.566
2021-07-02,1.544
2021-07-03,1.544
2021-07-04,1.544
2021-07-05,1.544
2021-07-06,1.556
2021-07-07,1.562
2021-07-08,1.584
2021-07-09,1.53
2021-07-10,1.53
2021-07-11,1.53
2021-07-12,1.538
2021-07-13,1.576
2021-07-14,1.562
2021-07-15,1.563
2021-07-16,1.615
2021-07-17,1.615
2021-07-18,1.615
2021-07-19,1.666
2021-07-20,1.637
2021-07-21,1.575
2021-07-22,1.596
2021-07-23,1.589
2021-07-24,1.589
2021-07-25,1.589
2021-07-26,1.552
2021-07-27,1.541
2021-07-28,1.529
2021-07-29,1.495
2021-07-30,1.515
2021-07-31,1.515
2021-08-01,1.515
2021-08-02,1.526
2021-08-03,1.557
2021-08-04,1.597
2021-08-05,1.539
2021-08-06,1.54
2021-08-07,1.54
2021-08-08,1.54
2021-08-09,1.59
2021-08-10,1.58
2021-08-11,1.579
2021-08-12,1.618
2021-08-13,1.623
2021-08-14,1.623
2021-08-15,1.623
2021-08-16,1.638
2021-08-17,1.673
2021-08-18,1.707
2021-08-19,1.704
2021-08-20,1.692
2021-08-21,1.692
2021-08-22,1.692
2021-08-23,1.654
2021-08-24,1.621
2021-08-25,1.621
2021-08-26,1.66
2021-08-27,1.632
2021-08-28,1.632
2021-08-29,1.632
2021-08-30,1.643
2021-08-31,1.642
2021-09-01,1.646
2021-09-02,1.639
2021-09-03,1.669
2021-09-04,1.669
2021-09-05,1.669
2021-09-06,1.669
2021-09-07,1.656
2021-09-08,1.659
2021-09-09,1.631
2021-09-10,1.636
2021-09-11,1.636
2021-09-12,1.636
2021-09-13,1.585
2021-09-14,1.559
2021-09-15,1.534
2021-09-16,1.533
2021-09-17,1.542
2021-09-18,1.542
2021-09-19,1.542
2021-09-20,1.554
2021-09-21,1.563
2021-09-22,1.537
2021-09-23,1.48
2021-09-24,1.455
2021-09-25,1.455
2021-09-26,1.455
2021-09-27,1.438
2021-09-28,1.445
2021-09-29,1.461
2021-09-30,1.499
2021-10-01,1.423
2021-10-02,1.423
2021-10-03,1.423
2021-10-04,1.43
2021-10-05,1.428
2021-10-06,1.429
2021-10-07,1.407
2021-10-08,1.413
2021-10-09,1.413
2021-10-10,1.413
2021-10-11,1.415
2021-10-12,1.41
2021-10-13,1.435
2021-10-14,1.43
2021-10-15,1.387
2021-10-16,1.387
2021-10-17,1.387
2021-10-18,1.386
2021-10-19,1.423
2021-10-20,1.439
2021-10-21,1.417
2021-10-22,1.426
2021-10-23,1.426
2021-10-24,1.426
2021-10-25,1.425
2021-10-26,1.414
2021-10-27,1.38
2021-10-28,1.379
2021-10-29,1.379
2021-10-30,1.379
2021-10-31,1.379
2021-11-01,1.363
2021-11-02,1.378
2021-11-03,1.341
2021-11-04,1.405
2021-11-05,1.376
2021-11-06,1.376
2021-11-07,1.376
2021-11-08,1.369
2021-11-09,1.399
2021-11-10,1.432
2021-11-11,1.47
2021-11-12,1.474
2021-11-13,1.474
2021-11-14,1.474
2021-11-15,1.481
2021-11-16,1.497
2021-11-17,1.471
2021-11-18,1.481
2021-11-19,1.488
2021-11-20,1.488
2021-11-21,1.488
2021-11-22,1.468
2021-11-23,1.458
2021-11-24,1.457
2021-11-25,1.457
2021-11-26,1.557
2021-11-27,1.557
2021-11-28,1.557
2021-11-29,1.523
2021-11-30,1.556
2021-12-01,1.611
2021-12-02,1.519
2021-12-03,1.531
2021-12-04,1.531
2021-12-05,1.531
2021-12-06,1.465
2021-12-07,1.467
2021-12-08,1.456
2021-12-09,1.461
2021-12-10,1.428
2021-12-11,1.428
2021-12-12,1.428
2021-12-13,1.494
2021-12-14,1.491
2021-12-15,1.519
2021-12-16,1.523
2021-12-17,1.529
2021-12-18,1.529
2021-12-19,1.529
2021-12-20,1.534
2021-12-21,1.45
2021-12-22,1.412
2021-12-23,1.39
2021-12-24,1.39
2021-12-25,1.39
2021-12-26,1.39
2021-12-27,1.377
2021-12-28,1.377
2021-12-29,1.378
2021-12-30,1.393
2021-12-31,1.389
2022-01-01,1.389
2022-01-02,1.389
2022-01-03,1.401
2022-01-04,1.366
2022-01-05,1.397
2022-01-06,1.389
2022-01-07,1.37
2022-01-08,1.37
2022-01-09,1.37
2022-01-10,1.408
2022-01-11,1.382
2022-01-12,1.384
2022-01-13,1.387
2022-01-14,1.415
2022-01-15,1.415
2022-01-16,1.415
2022-01-17,1.415
2022-01-18,1.444
2022-01-19,1.493
2022-01-20,1.47
2022-01-21,1.467
2022-01-22,1.467
2022-01-23,1.467
2022-01-24,1.479
2022-01-25,1.466
2022-01-26,1.449
2022-01-27,1.497
2022-01-28,1.444
2022-01-29,1.444
2022-01-30,1.444
2022-01-31,1.428
2022-02-01,1.411
2022-02-02,1.43
2022-02-03,1.42
2022-02-04,1.414
2022-02-05,1.414
2022-02-06,1.414
2022-02-07,1.386
2022-02-08,1.341
2022-02-09,1.326
2022-02-10,1.317
2022-02-11,1.354
2022-02-12,1.354
2022-02-13,1.354
2022-02-14,1.312
2022-02-15,1.177
2022-02-16,1.132
2022-02-17,1.164
2022-02-18,1.186
2022-02-19,1.186
2022-02-20,1.186
2022-02-21,1.186
2022-02-22,1.198
2022-02-23,1.171
2022-02-24,1.175
2022-02-25,1.137
2022-02-26,1.137
2022-02-27,1.137
2022-02-28,1.165
2022-03-01,1.202
2022-03-02,1.179
2022-03-03,1.198
2022-03-04,1.245
2022-03-05,1.245
2022-03-06,1.245
2022-03-07,1.209
2022-03-08,1.172
2022-03-09,1.123
2022-03-10,1.101
2022-03-11,1.108
2022-03-12,1.108
2022-03-13,1.108
2022-03-14,1.107
2022-03-15,1.076
2022-03-16,1.039
2022-03-17,1.045
2022-03-18,1.046
2022-03-19,1.046
2022-03-20,1.046
2022-03-21,1.053
2022-03-22,1.05
2022-03-23,1.068
2022-03-24,1.041
2022-03-25,1.044
2022-03-26,1.044
2022-03-27,1.044
2022-03-28,1.044
2022-03-29,1.004
2022-03-30,1.015
2022-03-31,1.019
2022-04-01,1.031
2022-04-02,1.031
2022-04-03,1.031
2022-04-04,1.025
2022-04-05,1.018
2022-04-06,1.066
2022-04-07,1.076
2022-04-08,1.081
2022-04-09,1.081
2022-04-10,1.081
2022-04-11,1.09
2022-04-12,1.085
2022-04-13,1.009
2022-04-14,0.988
2022-04-15,0.988
2022-04-16,0.988
2022-04-17,0.988
2022-04-18,0.974
2022-04-19,0.945
2022-04-20,0.962
2022-04-21,0.994
2022-04-22,1.021
2022-04-23,1.021
2022-04-24,1.021
2022-04-25,1.004
2022-04-26,1.034
2022-04-27,1.017
2022-04-28,0.993
2022-04-29,1.032
2022-04-30,1.032
2022-05-01,1.032
2022-05-02,1.028
2022-05-03,1.059
2022-05-04,1.027
2022-05-05,1.054
2022-05-06,1.086
2022-05-07,1.086
2022-05-08,1.086
2022-05-09,1.143
2022-05-10,1.137
2022-05-11,1.144
2022-05-12,1.17
2022-05-13,1.164
2022-05-14,1.164
2022-05-15,1.164
2022-05-16,1.194
2022-05-17,1.175
2022-05-18,1.258
2022-05-19,1.235
2022-05-20,1.248
2022-05-21,1.248
2022-05-22,1.248
2022-05-23,1.227
2022-05-24,1.269
2022-05-25,1.214
2022-05-26,1.139
2022-05-27,1.123
2022-05-28,1.123
2022-05-29,1.123
2022-05-30,1.123
2022-05-31,1.129
2022-06-01,1.136
2022-06-02,1.111
2022-06-03,1.109
2022-06-04,1.109
2022-06-05,1.109
2022-06-06,1.091
2022-06-07,1.094
2022-06-08,1.155
2022-06-09,1.193
2022-06-10,1.251
2022-06-11,1.251
2022-06-12,1.251
2022-06-13,1.315
2022-06-14,1.314
2022-06-15,1.292
2022-06-16,1.377
2022-06-17,1.377
2022-06-18,1.377
2022-06-19,1.377
2022-06-20,1.377
2022-06-21,1.412
2022-06-22,1.491
2022-06-23,1.53
2022-06-24,1.46
2022-06-25,1.46
2022-06-26,1.46
2022-06-27,1.452
2022-06-28,1.409
2022-06-29,1.419
2022-06-30,1.437
2022-07-01,1.404
2022-07-02,1.404
2022-07-03,1.404
2022-07-04,1.404
2022-07-05,1.409
2022-07-06,1.44
2022-07-07,1.416
2022-07-08,1.425
2022-07-09,1.425
2022-07-10,1.425
2022-07-11,1.434
2022-07-12,1.42
2022-07-13,1.403
2022-07-14,1.403
2022-07-15,1.378
2022-07-16,1.378
2022-07-17,1.378
2022-07-18,1.358
2022-07-19,1.301
2022-07-20,1.292
2022-07-21,1.291
2022-07-22,1.292
2022-07-23,1.292
2022-07-24,1.292
2022-07-25,1.274
2022-07-26,1.291
2022-07-27,1.237
2022-07-28,1.233
2022-07-29,1.228
2022-07-30,1.228
2022-07-31,1.228
2022-08-01,1.222
2022-08-02,1.173
2022-08-03,1.16
2022-08-04,1.163
2022-08-05,1.178
2022-08-06,1.178
2022-08-07,1.178
2022-08-08,1.168
2022-08-09,1.171
2022-08-10,1.153
2022-08-11,1.157
2022-08-12,1.136
2022-08-13,1.136
2022-08-14,1.136
2022-08-15,1.142
2022-08-16,1.121
2022-08-17,1.138
2022-08-18,1.127
2022-08-19,1.153
2022-08-20,1.153
2022-08-21,1.153
2022-08-22,1.178
2022-08-23,1.173
2022-08-24,1.164
2022-08-25,1.144
2022-08-26,1.188
2022-08-27,1.188
2022-08-28,1.188
2022-08-29,1.195
2022-08-30,1.214
2022-08-31,1.21
2022-09-01,1.209
2022-09-02,1.207
2022-09-03,1.207
2022-09-04,1.207
2022-09-05,1.207
2022-09-06,1.221
2022-09-07,1.181
2022-09-08,1.167
2022-09-09,1.146
2022-09-10,1.146
2022-09-11,1.146
2022-09-12,1.136
2022-09-13,1.179
2022-09-14,1.203
2022-09-15,1.203
2022-09-16,1.225
2022-09-17,1.225
2022-09-18,1.225
2022-09-19,1.206
2022-09-20,1.209
2022-09-21,1.306
2022-09-22,1.381
2022-09-23,1.408
2022-09-24,1.408
2022-09-25,1.408
2022-09-26,1.421
2022-09-27,1.405
2022-09-28,1.355
2022-09-29,1.387
2022-09-30,1.39
2022-10-01,1.39
2022-10-02,1.39
2022-10-03,1.384
2022-10-04,1.32
2022-10-05,1.324
2022-10-06,1.352
2022-10-07,1.377
2022-10-08,1.377
2022-10-09,1.377
2022-10-10,1.387
2022-10-11,1.404
2022-10-12,1.373
2022-10-13,1.36
2022-10-14,1.357
2022-10-15,1.357
2022-10-16,1.357
2022-10-17,1.317
2022-10-18,1.298
2022-10-19,1.298
2022-10-20,1.32
2022-10-21,1.269
2022-10-22,1.269
2022-10-23,1.269
2022-10-24,1.256
2022-10-25,1.253
2022-10-26,1.256
2022-10-27,1.246
2022-10-28,1.22
2022-10-29,1.22
2022-10-30,1.22
2022-10-31,1.216
2022-11-01,1.216
2022-11-02,1.273
2022-11-03,1.33
2022-11-04,1.335
2022-11-05,1.335
2022-11-06,1.335
2022-11-07,1.341
2022-11-08,1.321
2022-11-09,1.33
2022-11-10,1.253
2022-11-11,1.208
2022-11-12,1.208
2022-11-13,1.208
2022-11-14,1.24
2022-11-15,1.223
2022-11-16,1.224
2022-11-17,1.255
2022-11-18,1.242
2022-11-19,1.242
2022-11-20,1.242
2022-11-21,1.251
2022-11-22,1.229
2022-11-23,1.264
2022-11-24,1.264
2022-11-25,1.256
2022-11-26,1.256
2022-11-27,1.256
2022-11-28,1.285
2022-11-29,1.282
2022-11-30,1.248
2022-12-01,1.248
2022-12-02,1.244
2022-12-03,1.244
2022-12-04,1.244
2022-12-05,1.271
2022-12-06,1.286
2022-12-07,1.312
2022-12-08,1.285
2022-12-09,1.281
2022-12-10,1.281
2022-12-11,1.281
2022-12-12,1.265
2022-12-13,1.265
2022-12-14,1.295
2022-12-15,1.295
2022-12-16,1.309
2022-12-17,1.309
2022-12-18,1.309
2022-12-19,1.33
2022-12-20,1.339
2022-12-21,1.353
2022-12-22,1.368
2022-12-23,1.355
2022-12-24,1.355
2022-12-25,1.355
2022-12-26,1.355
2022-12-27,1.357
2022-12-28,1.383
2022-12-29,1.361
2022-12-30,1.352
2022-12-31,1.352
2023-01-01,1.352
2023-01-02,1.352
2023-01-03,1.375
2023-01-04,1.352
2023-01-05,1.36
2023-01-06,1.321
2023-01-07,1.321
2023-01-08,1.321
2023-01-09,1.328
2023-01-10,1.322
2023-01-11,1.278
2023-01-12,1.266
2023-01-13,1.252
2023-01-14,1.252
2023-01-15,1.252
2023-01-16,1.252
2023-01-17,1.258
2023-01-18,1.268
2023-01-19,1.258
2023-01-20,1.213
2023-01-21,1.213
2023-01-22,1.213
2023-01-23,1.181
2023-01-24,1.177
2023-01-25,1.158
2023-01-26,1.143
2023-01-27,1.145
2023-01-28,1.145
2023-01-29,1.145
2023-01-30,1.166
2023-01-31,1.146
2023-02-01,1.138
2023-02-02,1.133
2023-02-03,1.144
2023-02-04,1.144
2023-02-05,1.144
2023-02-06,1.158
2023-02-07,1.138
2023-02-08,1.147
2023-02-09,1.141
2023-02-10,1.165
2023-02-11,1.165
2023-02-12,1.165
2023-02-13,1.145
2023-02-14,1.12
2023-02-15,1.123
2023-02-16,1.164
2023-02-17,1.186
2023-02-18,1.186
2023-02-19,1.186
2023-02-20,1.186
2023-02-21,1.199
2023-02-22,1.198
2023-02-23,1.186
2023-02-24,1.197
2023-02-25,1.197
2023-02-26,1.197
2023-02-27,1.202
2023-02-28,1.205
2023-03-01,1.203
2023-03-02,1.193
2023-03-03,1.178
2023-03-04,1.178
2023-03-05,1.178
2023-03-06,1.164
2023-03-07,1.175
2023-03-08,1.176
2023-03-09,1.216
2023-03-10,1.24
2023-03-11,1.24
2023-03-12,1.24
2023-03-13,1.27
2023-03-14,1.254
2023-03-15,1.288
2023-03-16,1.266
2023-03-17,1.285
2023-03-18,1.285
2023-03-19,1.285
2023-03-20,1.251
2023-03-21,1.213
2023-03-22,1.247
2023-03-23,1.272
2023-03-24,1.3
2023-03-25,1.3
2023-03-26,1.3
2023-03-27,1.3
2023-03-28,1.266
2023-03-29,1.243
2023-03-30,1.24
2023-03-31,1.215
2023-04-01,1.215
2023-04-02,1.215
2023-04-03,1.226
2023-04-04,1.227
2023-04-05,1.241
2023-04-06,1.237
2023-04-07,1.237
2023-04-08,1.237
2023-04-09,1.237
2023-04-10,1.239
2023-04-11,1.231
2023-04-12,1.249
2023-04-13,1.219
2023-04-14,1.2
2023-04-15,1.2
2023-04-16,1.2
2023-04-17,1.188
2023-04-18,1.161
2023-04-19,1.161
2023-04-20,1.163
2023-04-21,1.159
2023-04-22,1.159
2023-04-23,1.159
2023-04-24,1.16
2023-04-25,1.17
2023-04-26,1.224
2023-04-27,1.222
2023-04-28,1.194
2023-04-29,1.194
2023-04-30,1.194
2023-05-01,1.188
2023-05-02,1.082
2023-05-03,1.101
2023-05-04,1.113
2023-05-05,1.113
2023-05-06,1.113
2023-05-07,1.113
2023-05-08,1.083
2023-05-09,1.077
2023-05-10,1.098
2023-05-11,1.105
2023-05-12,1.107
2023-05-13,1.107
2023-05-14,1.107
2023-05-15,1.098
2023-05-16,1.118
2023-05-17,1.102
2023-05-18,1.078
2023-05-19,1.094
2023-05-20,1.094
2023-05-21,1.094
2023-05-22,1.117
2023-05-23,1.151
2023-05-24,1.16
2023-05-25,1.134
2023-05-26,1.133
2023-05-27,1.133
2023-05-28,1.133
2023-05-29,1.133
2023-05-30,1.151
2023-05-31,1.16
2023-06-01,1.125
2023-06-02,1.087
2023-06-03,1.087
2023-06-04,1.087
2023-06-05,1.087
2023-06-06,1.065
2023-06-07,1.086
2023-06-08,1.079
2023-06-09,1.076
2023-06-10,1.076
2023-06-11,1.076
2023-06-12,1.064
2023-06-13,1.062
2023-06-14,1.061
2023-06-15,1.09
2023-06-16,1.092
2023-06-17,1.092
2023-06-18,1.092
2023-06-19,1.092
2023-06-20,1.108
2023-06-21,1.093
2023-06-22,1.096
