,AAPL US Equity
2020-06-09,1.189
2020-06-10,1.159
2020-06-11,1.218
2020-06-12,1.207
2020-06-13,1.207
2020-06-14,1.207
2020-06-15,1.193
2020-06-16,1.162
2020-06-17,1.163
2020-06-18,1.163
2020-06-19,1.17
2020-06-20,1.17
2020-06-21,1.17
2020-06-22,1.14
2020-06-23,1.116
2020-06-24,1.136
2020-06-25,1.121
2020-06-26,1.157
2020-06-27,1.157
2020-06-28,1.157
2020-06-29,1.131
2020-06-30,1.121
2020-07-01,1.123
2020-07-02,1.123
2020-07-03,1.123
2020-07-04,1.123
2020-07-05,1.123
2020-07-06,1.094
2020-07-07,1.097
2020-07-08,1.073
2020-07-09,1.069
2020-07-10,1.066
2020-07-11,1.066
2020-07-12,1.066
2020-07-13,1.071
2020-07-14,1.054
2020-07-15,1.046
2020-07-16,1.059
2020-07-17,1.062
2020-07-18,1.062
2020-07-19,1.062
2020-07-20,1.04
2020-07-21,1.054
2020-07-22,1.051
2020-07-23,1.101
2020-07-24,1.104
2020-07-25,1.104
2020-07-26,1.104
2020-07-27,1.079
2020-07-28,1.097
2020-07-29,1.076
2020-07-30,1.052
2020-07-31,0.953
2020-08-01,0.953
2020-08-02,0.953
2020-08-03,0.929
2020-08-04,0.923
2020-08-05,0.92
2020-08-06,0.889
2020-08-07,0.909
2020-08-08,0.909
2020-08-09,0.909
2020-08-10,0.896
2020-08-11,0.924
2020-08-12,0.894
2020-08-13,0.879
2020-08-14,0.879
2020-08-15,0.879
2020-08-16,0.879
2020-08-17,0.882
2020-08-18,0.874
2020-08-19,0.873
2020-08-20,0.854
2020-08-21,0.813
2020-08-22,0.813
2020-08-23,0.813
2020-08-24,0.803
2020-08-25,0.81
2020-08-26,0.799
2020-08-27,0.808
2020-08-28,0.81
2020-08-29,0.81
2020-08-30,0.81
2020-08-31,0.783
2020-09-01,0.753
2020-09-02,0.769
2020-09-03,0.836
2020-09-04,0.835
2020-09-05,0.835
2020-09-06,0.835
2020-09-07,0.835
2020-09-08,0.896
2020-09-09,0.861
2020-09-10,0.89
2020-09-11,0.902
2020-09-12,0.902
2020-09-13,0.902
2020-09-14,0.876
2020-09-15,0.875
2020-09-16,0.901
2020-09-17,0.916
2020-09-18,0.946
2020-09-19,0.946
2020-09-20,0.946
2020-09-21,0.918
2020-09-22,0.904
2020-09-23,0.943
2020-09-24,0.934
2020-09-25,0.9
2020-09-26,0.9
2020-09-27,0.9
2020-09-28,0.879
2020-09-29,0.886
2020-09-30,0.873
2020-10-01,0.865
2020-10-02,0.894
2020-10-03,0.894
2020-10-04,0.894
2020-10-05,0.867
2020-10-06,0.893
2020-10-07,0.878
2020-10-08,0.879
2020-10-09,0.864
2020-10-10,0.864
2020-10-11,0.864
2020-10-12,0.812
2020-10-13,0.834
2020-10-14,0.834
2020-10-15,0.837
2020-10-16,0.849
2020-10-17,0.849
2020-10-18,0.849
2020-10-19,0.871
2020-10-20,0.86
2020-10-21,0.865
2020-10-22,0.798
2020-10-23,0.803
2020-10-24,0.803
2020-10-25,0.803
2020-10-26,0.803
2020-10-27,0.792
2020-10-28,0.831
2020-10-29,0.872
2020-10-30,0.924
2020-10-31,0.924
2020-11-01,0.924
2020-11-02,0.924
2020-11-03,0.91
2020-11-04,0.875
2020-11-05,0.845
2020-11-06,0.846
2020-11-07,0.846
2020-11-08,0.846
2020-11-09,0.863
2020-11-10,0.865
2020-11-11,0.84
2020-11-12,0.842
2020-11-13,0.842
2020-11-14,0.842
2020-11-15,0.842
2020-11-16,0.834
2020-11-17,0.841
2020-11-18,0.85
2020-11-19,0.846
2020-11-20,0.855
2020-11-21,0.855
2020-11-22,0.855
2020-11-23,0.882
2020-11-24,0.871
2020-11-25,0.865
2020-11-26,0.865
2020-11-27,0.861
2020-11-28,0.861
2020-11-29,0.861
2020-11-30,0.843
2020-12-01,0.818
2020-12-02,0.815
2020-12-03,0.816
2020-12-04,0.821
2020-12-05,0.821
2020-12-06,0.821
2020-12-07,0.811
2020-12-08,0.807
2020-12-09,0.824
2020-12-10,0.814
2020-12-11,0.82
2020-12-12,0.82
2020-12-13,0.82
2020-12-14,0.824
2020-12-15,0.785
2020-12-16,0.785
2020-12-17,0.78
2020-12-18,0.792
2020-12-19,0.792
2020-12-20,0.792
2020-12-21,0.783
2020-12-22,0.761
2020-12-23,0.766
2020-12-24,0.761
2020-12-25,0.761
2020-12-26,0.761
2020-12-27,0.761
2020-12-28,0.734
2020-12-29,0.744
2020-12-30,0.751
2020-12-31,0.756
2021-01-01,0.756
2021-01-02,0.756
2021-01-03,0.756
2021-01-04,0.776
2021-01-05,0.766
2021-01-06,0.793
2021-01-07,0.767
2021-01-08,0.76
2021-01-09,0.76
2021-01-10,0.76
2021-01-11,0.778
2021-01-12,0.779
2021-01-13,0.767
2021-01-14,0.779
2021-01-15,0.789
2021-01-16,0.789
2021-01-17,0.789
2021-01-18,0.789
2021-01-19,0.785
2021-01-20,0.76
2021-01-21,0.733
2021-01-22,0.722
2021-01-23,0.722
2021-01-24,0.722
2021-01-25,0.702
2021-01-26,0.701
2021-01-27,0.707
2021-01-28,0.732
2021-01-29,0.761
2021-01-30,0.761
2021-01-31,0.761
2021-02-01,0.748
2021-02-02,0.744
2021-02-03,0.749
2021-02-04,0.731
2021-02-05,0.733
2021-02-06,0.733
2021-02-07,0.733
2021-02-08,0.732
2021-02-09,0.737
2021-02-10,0.74
2021-02-11,0.742
2021-02-12,0.74
2021-02-13,0.74
2021-02-14,0.74
2021-02-15,0.74
2021-02-16,0.752
2021-02-17,0.766
2021-02-18,0.773
2021-02-19,0.772
2021-02-20,0.772
2021-02-21,0.772
2021-02-22,0.795
2021-02-23,0.796
2021-02-24,0.8
2021-02-25,0.828
2021-02-26,0.826
2021-02-27,0.826
2021-02-28,0.826
2021-03-01,0.784
2021-03-02,0.801
2021-03-03,0.821
2021-03-04,0.834
2021-03-05,0.825
2021-03-06,0.825
2021-03-07,0.825
2021-03-08,0.861
2021-03-09,0.828
2021-03-10,0.835
2021-03-11,0.822
2021-03-12,0.828
2021-03-13,0.828
2021-03-14,0.828
2021-03-15,0.808
2021-03-16,0.829
2021-03-17,0.834
2021-03-18,0.864
2021-03-19,0.867
2021-03-20,0.867
2021-03-21,0.867
2021-03-22,0.844
2021-03-23,0.849
2021-03-24,0.867
2021-03-25,0.863
2021-03-26,0.859
2021-03-27,0.859
2021-03-28,0.859
2021-03-29,0.857
2021-03-30,0.868
2021-03-31,0.852
2021-04-01,0.846
2021-04-02,0.846
2021-04-03,0.846
2021-04-04,0.846
2021-04-05,0.827
2021-04-06,0.825
2021-04-07,0.814
2021-04-08,0.798
2021-04-09,0.783
2021-04-10,0.783
2021-04-11,0.783
2021-04-12,0.793
2021-04-13,0.774
2021-04-14,0.788
2021-04-15,0.774
2021-04-16,0.776
2021-04-17,0.776
2021-04-18,0.776
2021-04-19,0.772
2021-04-20,0.782
2021-04-21,0.78
2021-04-22,0.789
2021-04-23,0.775
2021-04-24,0.775
2021-04-25,0.775
2021-04-26,0.773
2021-04-27,0.774
2021-04-28,0.779
2021-04-29,0.784
2021-04-30,0.796
2021-05-01,0.796
2021-05-02,0.796
2021-05-03,0.789
2021-05-04,0.818
2021-05-05,0.816
2021-05-06,0.806
2021-05-07,0.802
2021-05-08,0.802
2021-05-09,0.802
2021-05-10,0.823
2021-05-11,0.829
2021-05-12,0.85
2021-05-13,0.836
2021-05-14,0.819
2021-05-15,0.819
2021-05-16,0.819
2021-05-17,0.827
2021-05-18,0.836
2021-05-19,0.837
2021-05-20,0.82
2021-05-21,0.832
2021-05-22,0.832
2021-05-23,0.832
2021-05-24,0.822
2021-05-25,0.823
2021-05-26,0.823
2021-05-27,0.833
2021-05-28,0.838
2021-05-29,0.838
2021-05-30,0.838
2021-05-31,0.838
2021-06-01,0.84
2021-06-02,0.835
2021-06-03,0.845
2021-06-04,0.829
2021-06-05,0.829
2021-06-06,0.829
2021-06-07,0.829
2021-06-08,0.824
2021-06-09,0.821
2021-06-10,0.828
2021-06-11,0.82
2021-06-12,0.82
2021-06-13,0.82
2021-06-14,0.8
2021-06-15,0.805
2021-06-16,0.802
2021-06-17,0.792
2021-06-18,0.8
2021-06-19,0.8
2021-06-20,0.8
2021-06-21,0.789
2021-06-22,0.779
2021-06-23,0.781
2021-06-24,0.783
2021-06-25,0.784
2021-06-26,0.784
2021-06-27,0.784
2021-06-28,0.775
2021-06-29,0.766
2021-06-30,0.762
2021-07-01,0.761
2021-07-02,0.746
2021-07-03,0.746
2021-07-04,0.746
2021-07-05,0.746
2021-07-06,0.735
2021-07-07,0.722
2021-07-08,0.729
2021-07-09,0.72
2021-07-10,0.72
2021-07-11,0.72
2021-07-12,0.723
2021-07-13,0.717
2021-07-14,0.7
2021-07-15,0.703
2021-07-16,0.713
2021-07-17,0.713
2021-07-18,0.713
2021-07-19,0.733
2021-07-20,0.714
2021-07-21,0.718
2021-07-22,0.711
2021-07-23,0.703
2021-07-24,0.703
2021-07-25,0.703
2021-07-26,0.701
2021-07-27,0.711
2021-07-28,0.715
2021-07-29,0.711
2021-07-30,0.71
2021-07-31,0.71
2021-08-01,0.71
2021-08-02,0.712
2021-08-03,0.703
2021-08-04,0.705
2021-08-05,0.704
2021-08-06,0.708
2021-08-07,0.708
2021-08-08,0.708
2021-08-09,0.708
2021-08-10,0.71
2021-08-11,0.709
2021-08-12,0.695
2021-08-13,0.694
2021-08-14,0.694
2021-08-15,0.694
2021-08-16,0.685
2021-08-17,0.689
2021-08-18,0.707
2021-08-19,0.705
2021-08-20,0.698
2021-08-21,0.698
2021-08-22,0.698
2021-08-23,0.691
2021-08-24,0.691
2021-08-25,0.697
2021-08-26,0.701
2021-08-27,0.696
2021-08-28,0.696
2021-08-29,0.696
2021-08-30,0.676
2021-08-31,0.681
2021-09-01,0.678
2021-09-02,0.673
2021-09-03,0.67
2021-09-04,0.67
2021-09-05,0.67
2021-09-06,0.67
2021-09-07,0.66
2021-09-08,0.667
2021-09-09,0.671
2021-09-10,0.694
2021-09-11,0.694
2021-09-12,0.694
2021-09-13,0.692
2021-09-14,0.698
2021-09-15,0.694
2021-09-16,0.695
2021-09-17,0.708
2021-09-18,0.708
2021-09-19,0.708
2021-09-20,0.724
2021-09-21,0.721
2021-09-22,0.709
2021-09-23,0.705
2021-09-24,0.704
2021-09-25,0.704
2021-09-26,0.704
2021-09-27,0.712
2021-09-28,0.729
2021-09-29,0.724
2021-09-30,0.731
2021-10-01,0.725
2021-10-02,0.725
2021-10-03,0.725
2021-10-04,0.743
2021-10-05,0.733
2021-10-06,0.729
2021-10-07,0.722
2021-10-08,0.724
2021-10-09,0.724
2021-10-10,0.724
2021-10-11,0.724
2021-10-12,0.731
2021-10-13,0.734
2021-10-14,0.72
2021-10-15,0.714
2021-10-16,0.714
2021-10-17,0.714
2021-10-18,0.706
2021-10-19,0.695
2021-10-20,0.693
2021-10-21,0.692
2021-10-22,0.721
2021-10-23,0.721
2021-10-24,0.721
2021-10-25,0.721
2021-10-26,0.718
2021-10-27,0.72
2021-10-28,0.703
2021-10-29,0.761
2021-10-30,0.761
2021-10-31,0.761
2021-11-01,0.765
2021-11-02,0.76
2021-11-03,0.752
2021-11-04,0.755
2021-11-05,0.752
2021-11-06,0.752
2021-11-07,0.752
2021-11-08,0.757
2021-11-09,0.762
2021-11-10,0.776
2021-11-11,0.777
2021-11-12,0.766
2021-11-13,0.766
2021-11-14,0.766
2021-11-15,0.766
2021-11-16,0.761
2021-11-17,0.748
2021-11-18,0.727
2021-11-19,0.715
2021-11-20,0.715
2021-11-21,0.715
2021-11-22,0.713
2021-11-23,0.711
2021-11-24,0.709
2021-11-25,0.709
2021-11-26,0.76
2021-11-27,0.76
2021-11-28,0.76
2021-11-29,0.744
2021-11-30,0.721
2021-12-01,0.723
2021-12-02,0.728
2021-12-03,0.723
2021-12-04,0.723
2021-12-05,0.723
2021-12-06,0.708
2021-12-07,0.684
2021-12-08,0.669
2021-12-09,0.671
2021-12-10,0.652
2021-12-11,0.652
2021-12-12,0.652
2021-12-13,0.666
2021-12-14,0.672
2021-12-15,0.653
2021-12-16,0.68
2021-12-17,0.684
2021-12-18,0.684
2021-12-19,0.684
2021-12-20,0.69
2021-12-21,0.677
2021-12-22,0.667
2021-12-23,0.664
2021-12-24,0.664
2021-12-25,0.664
2021-12-26,0.664
2021-12-27,0.649
2021-12-28,0.653
2021-12-29,0.653
2021-12-30,0.657
2021-12-31,0.659
2022-01-01,0.659
2022-01-02,0.659
2022-01-03,0.643
2022-01-04,0.651
2022-01-05,0.669
2022-01-06,0.681
2022-01-07,0.68
2022-01-08,0.68
2022-01-09,0.68
2022-01-10,0.68
2022-01-11,0.669
2022-01-12,0.667
2022-01-13,0.68
2022-01-14,0.676
2022-01-15,0.676
2022-01-16,0.676
2022-01-17,0.676
2022-01-18,0.689
2022-01-19,0.704
2022-01-20,0.693
2022-01-21,0.702
2022-01-22,0.702
2022-01-23,0.702
2022-01-24,0.706
2022-01-25,0.714
2022-01-26,0.714
2022-01-27,0.717
2022-01-28,0.671
2022-01-29,0.671
2022-01-30,0.671
2022-01-31,0.657
2022-02-01,0.658
2022-02-02,0.653
2022-02-03,0.664
2022-02-04,0.664
2022-02-05,0.664
2022-02-06,0.664
2022-02-07,0.666
2022-02-08,0.654
2022-02-09,0.649
2022-02-10,0.665
2022-02-11,0.678
2022-02-12,0.678
2022-02-13,0.678
2022-02-14,0.677
2022-02-15,0.662
2022-02-16,0.663
2022-02-17,0.677
2022-02-18,0.684
2022-02-19,0.684
2022-02-20,0.684
2022-02-21,0.684
2022-02-22,0.696
2022-02-23,0.715
2022-02-24,0.703
2022-02-25,0.694
2022-02-26,0.694
2022-02-27,0.694
2022-02-28,0.693
2022-03-01,0.701
2022-03-02,0.687
2022-03-03,0.688
2022-03-04,0.701
2022-03-05,0.701
2022-03-06,0.701
2022-03-07,0.718
2022-03-08,0.727
2022-03-09,0.702
2022-03-10,0.722
2022-03-11,0.739
2022-03-12,0.739
2022-03-13,0.739
2022-03-14,0.759
2022-03-15,0.738
2022-03-16,0.717
2022-03-17,0.712
2022-03-18,0.698
2022-03-19,0.698
2022-03-20,0.698
2022-03-21,0.692
2022-03-22,0.678
2022-03-23,0.672
2022-03-24,0.657
2022-03-25,0.655
2022-03-26,0.655
2022-03-27,0.655
2022-03-28,0.651
2022-03-29,0.639
2022-03-30,0.643
2022-03-31,0.655
2022-04-01,0.656
2022-04-02,0.656
2022-04-03,0.656
2022-04-04,0.641
2022-04-05,0.653
2022-04-06,0.666
2022-04-07,0.665
2022-04-08,0.673
2022-04-09,0.673
2022-04-10,0.673
2022-04-11,0.69
2022-04-12,0.682
2022-04-13,0.675
2022-04-14,0.696
2022-04-15,0.696
2022-04-16,0.696
2022-04-17,0.696
2022-04-18,0.697
2022-04-19,0.688
2022-04-20,0.688
2022-04-21,0.692
2022-04-22,0.711
2022-04-23,0.711
2022-04-24,0.711
2022-04-25,0.707
2022-04-26,0.734
2022-04-27,0.735
2022-04-28,0.703
2022-04-29,0.682
2022-04-30,0.682
2022-05-01,0.682
2022-05-02,0.676
2022-05-03,0.67
2022-05-04,0.643
2022-05-05,0.681
2022-05-06,0.678
2022-05-07,0.678
2022-05-08,0.678
2022-05-09,0.705
2022-05-10,0.694
2022-05-11,0.732
2022-05-12,0.752
2022-05-13,0.729
2022-05-14,0.729
2022-05-15,0.729
2022-05-16,0.737
2022-05-17,0.719
2022-05-18,0.762
2022-05-19,0.781
2022-05-20,0.78
2022-05-21,0.78
2022-05-22,0.78
2022-05-23,0.749
2022-05-24,0.764
2022-05-25,0.763
2022-05-26,0.746
2022-05-27,0.717
2022-05-28,0.717
2022-05-29,0.717
2022-05-30,0.717
2022-05-31,0.721
2022-06-01,0.721
2022-06-02,0.709
2022-06-03,0.738
2022-06-04,0.738
2022-06-05,0.738
2022-06-06,0.734
2022-06-07,0.721
2022-06-08,0.725
2022-06-09,0.752
2022-06-10,0.782
2022-06-11,0.782
2022-06-12,0.782
2022-06-13,0.81
2022-06-14,0.805
2022-06-15,0.789
2022-06-16,0.822
2022-06-17,0.812
2022-06-18,0.812
2022-06-19,0.812
2022-06-20,0.812
2022-06-21,0.786
2022-06-22,0.789
2022-06-23,0.773
2022-06-24,0.754
2022-06-25,0.754
2022-06-26,0.754
2022-06-27,0.754
2022-06-28,0.777
2022-06-29,0.767
2022-06-30,0.782
2022-07-01,0.769
2022-07-02,0.769
2022-07-03,0.769
2022-07-04,0.769
2022-07-05,0.755
2022-07-06,0.748
2022-07-07,0.73
2022-07-08,0.727
2022-07-09,0.727
2022-07-10,0.727
2022-07-11,0.738
2022-07-12,0.733
2022-07-13,0.734
2022-07-14,0.72
2022-07-15,0.712
2022-07-16,0.712
2022-07-17,0.712
2022-07-18,0.727
2022-07-19,0.708
2022-07-20,0.698
2022-07-21,0.688
2022-07-22,0.693
2022-07-23,0.693
2022-07-24,0.693
2022-07-25,0.699
2022-07-26,0.705
2022-07-27,0.681
2022-07-28,0.679
2022-07-29,0.653
2022-07-30,0.653
2022-07-31,0.653
2022-08-01,0.657
2022-08-02,0.663
2022-08-03,0.639
2022-08-04,0.64
2022-08-05,0.641
2022-08-06,0.641
2022-08-07,0.641
2022-08-08,0.643
2022-08-09,0.643
2022-08-10,0.626
2022-08-11,0.629
2022-08-12,0.616
2022-08-13,0.616
2022-08-14,0.616
2022-08-15,0.612
2022-08-16,0.613
2022-08-17,0.607
2022-08-18,0.609
2022-08-19,0.618
2022-08-20,0.618
2022-08-21,0.618
2022-08-22,0.633
2022-08-23,0.634
2022-08-24,0.633
2022-08-25,0.623
2022-08-26,0.648
2022-08-27,0.648
2022-08-28,0.648
2022-08-29,0.657
2022-08-30,0.667
2022-08-31,0.674
2022-09-01,0.671
2022-09-02,0.68
2022-09-03,0.68
2022-09-04,0.68
2022-09-05,0.68
2022-09-06,0.686
2022-09-07,0.678
2022-09-08,0.685
2022-09-09,0.672
2022-09-10,0.672
2022-09-11,0.672
2022-09-12,0.647
2022-09-13,0.688
2022-09-14,0.681
2022-09-15,0.694
2022-09-16,0.702
2022-09-17,0.702
2022-09-18,0.702
2022-09-19,0.685
2022-09-20,0.674
2022-09-21,0.688
2022-09-22,0.693
2022-09-23,0.703
2022-09-24,0.703
2022-09-25,0.703
2022-09-26,0.707
2022-09-27,0.702
2022-09-28,0.711
2022-09-29,0.745
2022-09-30,0.768
2022-10-01,0.768
2022-10-02,0.768
2022-10-03,0.746
2022-10-04,0.727
2022-10-05,0.725
2022-10-06,0.73
2022-10-07,0.758
2022-10-08,0.758
2022-10-09,0.758
2022-10-10,0.756
2022-10-11,0.764
2022-10-12,0.768
2022-10-13,0.743
2022-10-14,0.767
2022-10-15,0.767
2022-10-16,0.767
2022-10-17,0.746
2022-10-18,0.739
2022-10-19,0.738
2022-10-20,0.741
2022-10-21,0.721
2022-10-22,0.721
2022-10-23,0.721
2022-10-24,0.711
2022-10-25,0.697
2022-10-26,0.711
2022-10-27,0.729
2022-10-28,0.683
2022-10-29,0.683
2022-10-30,0.683
2022-10-31,0.691
2022-11-01,0.704
2022-11-02,0.731
2022-11-03,0.763
2022-11-04,0.763
2022-11-05,0.763
2022-11-06,0.763
2022-11-07,0.758
2022-11-08,0.755
2022-11-09,0.782
2022-11-10,0.718
2022-11-11,0.704
2022-11-12,0.704
2022-11-13,0.704
2022-11-14,0.711
2022-11-15,0.703
2022-11-16,0.709
2022-11-17,0.699
2022-11-18,0.697
2022-11-19,0.697
2022-11-20,0.697
2022-11-21,0.712
2022-11-22,0.702
2022-11-23,0.698
2022-11-24,0.698
2022-11-25,0.712
2022-11-26,0.712
2022-11-27,0.712
2022-11-28,0.731
2022-11-29,0.747
2022-11-30,0.712
2022-12-01,0.711
2022-12-02,0.713
2022-12-03,0.713
2022-12-04,0.713
2022-12-05,0.719
2022-12-06,0.738
2022-12-07,0.748
2022-12-08,0.739
2022-12-09,0.742
2022-12-10,0.742
2022-12-11,0.742
2022-12-12,0.73
2022-12-13,0.725
2022-12-14,0.736
2022-12-15,0.772
2022-12-16,0.784
2022-12-17,0.784
2022-12-18,0.784
2022-12-19,0.796
2022-12-20,0.797
2022-12-21,0.778
2022-12-22,0.797
2022-12-23,0.799
2022-12-24,0.799
2022-12-25,0.799
2022-12-26,0.799
2022-12-27,0.811
2022-12-28,0.836
2022-12-29,0.813
2022-12-30,0.811
2022-12-31,0.811
2023-01-01,0.811
2023-01-02,0.811
2023-01-03,0.843
2023-01-04,0.834
2023-01-05,0.843
2023-01-06,0.813
2023-01-07,0.813
2023-01-08,0.813
2023-01-09,0.81
2023-01-10,0.806
2023-01-11,0.79
2023-01-12,0.79
2023-01-13,0.782
2023-01-14,0.782
2023-01-15,0.782
2023-01-16,0.782
2023-01-17,0.775
2023-01-18,0.78
2023-01-19,0.779
2023-01-20,0.765
2023-01-21,0.765
2023-01-22,0.765
2023-01-23,0.747
2023-01-24,0.74
2023-01-25,0.743
2023-01-26,0.732
2023-01-27,0.722
2023-01-28,0.722
2023-01-29,0.722
2023-01-30,0.737
2023-01-31,0.731
2023-02-01,0.725
2023-02-02,0.699
2023-02-03,0.68
2023-02-04,0.68
2023-02-05,0.68
2023-02-06,0.692
2023-02-07,0.679
2023-02-08,0.691
2023-02-09,0.696
2023-02-10,0.694
2023-02-11,0.694
2023-02-12,0.694
2023-02-13,0.682
2023-02-14,0.684
2023-02-15,0.675
2023-02-16,0.682
2023-02-17,0.687
2023-02-18,0.687
2023-02-19,0.687
2023-02-20,0.687
2023-02-21,0.706
2023-02-22,0.703
2023-02-23,0.701
2023-02-24,0.714
2023-02-25,0.714
2023-02-26,0.714
2023-02-27,0.708
2023-02-28,0.711
2023-03-01,0.721
2023-03-02,0.718
2023-03-03,0.68
2023-03-04,0.68
2023-03-05,0.68
2023-03-06,0.668
2023-03-07,0.678
2023-03-08,0.672
2023-03-09,0.682
2023-03-10,0.692
2023-03-11,0.692
2023-03-12,0.692
2023-03-13,0.681
2023-03-14,0.671
2023-03-15,0.67
2023-03-16,0.657
2023-03-17,0.661
2023-03-18,0.661
2023-03-19,0.661
2023-03-20,0.651
2023-03-21,0.643
2023-03-22,0.649
2023-03-23,0.645
2023-03-24,0.639
2023-03-25,0.639
2023-03-26,0.639
2023-03-27,0.647
2023-03-28,0.65
2023-03-29,0.637
2023-03-30,0.631
2023-03-31,0.621
2023-04-01,0.621
2023-04-02,0.621
2023-04-03,0.617
2023-04-04,0.619
2023-04-05,0.626
2023-04-06,0.622
2023-04-07,0.622
2023-04-08,0.622
2023-04-09,0.622
2023-04-10,0.632
2023-04-11,0.637
2023-04-12,0.64
2023-04-13,0.619
2023-04-14,0.62
2023-04-15,0.62
2023-04-16,0.62
2023-04-17,0.62
2023-04-18,0.615
2023-04-19,0.611
2023-04-20,0.615
2023-04-21,0.621
2023-04-22,0.621
2023-04-23,0.621
2023-04-24,0.619
2023-04-25,0.625
2023-04-26,0.625
2023-04-27,0.608
2023-04-28,0.603
2023-04-29,0.603
2023-04-30,0.603
2023-05-01,0.603
2023-05-02,0.607
2023-05-03,0.611
2023-05-04,0.614
2023-05-05,0.58
2023-05-06,0.58
2023-05-07,0.58
2023-05-08,0.58
2023-05-09,0.586
2023-05-10,0.578
2023-05-11,0.577
2023-05-12,0.581
2023-05-13,0.581
2023-05-14,0.581
2023-05-15,0.582
2023-05-16,0.582
2023-05-17,0.58
2023-05-18,0.572
2023-05-19,0.572
2023-05-20,0.572
2023-05-21,0.572
2023-05-22,0.575
2023-05-23,0.584
2023-05-24,0.583
2023-05-25,0.579
2023-05-26,0.571
2023-05-27,0.571
2023-05-28,0.571
2023-05-29,0.571
2023-05-30,0.565
2023-05-31,0.565
2023-06-01,0.556
2023-06-02,0.554
2023-06-03,0.554
2023-06-04,0.554
2023-06-05,0.558
2023-06-06,0.567
2023-06-07,0.571
2023-06-08,0.563
2023-06-09,0.561
2023-06-10,0.561
2023-06-11,0.561
2023-06-12,0.553
2023-06-13,0.554
2023-06-14,0.552
2023-06-15,0.546
2023-06-16,0.549
2023-06-17,0.549
2023-06-18,0.549
2023-06-19,0.549
2023-06-20,0.549
2023-06-21,0.552
2023-06-22,0.543
