,SPR US Equity
2020-04-28,3.547
2020-04-29,3.081
2020-04-30,3.281
2020-05-01,3.552
2020-05-02,3.552
2020-05-03,3.552
2020-05-04,3.577
2020-05-05,3.868
2020-05-06,4.078
2020-05-07,3.874
2020-05-08,3.549
2020-05-09,3.549
2020-05-10,3.549
2020-05-11,3.827
2020-05-12,3.984
2020-05-13,4.238
2020-05-14,4.051
2020-05-15,3.974
2020-05-16,3.974
2020-05-17,3.974
2020-05-18,3.433
2020-05-19,3.632
2020-05-20,3.629
2020-05-21,3.526
2020-05-22,3.471
2020-05-23,3.471
2020-05-24,3.471
2020-05-25,3.471
2020-05-26,3.307
2020-05-27,2.986
2020-05-28,3.171
2020-05-29,3.356
2020-05-30,3.356
2020-05-31,3.356
2020-06-01,3.057
2020-06-02,3.148
2020-06-03,2.594
2020-06-04,2.334
2020-06-05,2.157
2020-06-06,2.157
2020-06-07,2.157
2020-06-08,1.979
2020-06-09,2.183
2020-06-10,2.345
2020-06-11,2.779
2020-06-12,2.579
2020-06-13,2.579
2020-06-14,2.579
2020-06-15,2.595
2020-06-16,2.555
2020-06-17,2.634
2020-06-18,2.611
2020-06-19,2.676
2020-06-20,2.676
2020-06-21,2.676
2020-06-22,2.671
2020-06-23,3.083
2020-06-24,3.225
2020-06-25,3.094
2020-06-26,3.257
2020-06-27,3.257
2020-06-28,3.257
2020-06-29,2.776
2020-06-30,3.036
2020-07-01,3.139
2020-07-02,3.076
2020-07-03,3.076
2020-07-04,3.076
2020-07-05,3.076
2020-07-06,3.026
2020-07-07,3.246
2020-07-08,3.198
2020-07-09,3.427
2020-07-10,3.241
2020-07-11,3.241
2020-07-12,3.241
2020-07-13,3.261
2020-07-14,3.147
2020-07-15,2.961
2020-07-16,3.128
2020-07-17,3.216
2020-07-18,3.216
2020-07-19,3.216
2020-07-20,3.359
2020-07-21,3.183
2020-07-22,3.176
2020-07-23,3.124
2020-07-24,3.292
2020-07-25,3.292
2020-07-26,3.292
2020-07-27,3.397
2020-07-28,3.378
2020-07-29,3.546
2020-07-30,3.575
2020-07-31,3.714
2020-08-01,3.714
2020-08-02,3.714
2020-08-03,3.73
2020-08-04,3.8
2020-08-05,3.162
2020-08-06,2.411
2020-08-07,2.321
2020-08-08,2.321
2020-08-09,2.321
2020-08-10,2.156
2020-08-11,2.09
2020-08-12,2.177
2020-08-13,2.213
2020-08-14,2.157
2020-08-15,2.157
2020-08-16,2.157
2020-08-17,2.311
2020-08-18,2.388
2020-08-19,2.335
2020-08-20,2.355
2020-08-21,2.451
2020-08-22,2.451
2020-08-23,2.451
2020-08-24,2.258
2020-08-25,2.297
2020-08-26,2.374
2020-08-27,2.301
2020-08-28,2.265
2020-08-29,2.265
2020-08-30,2.265
2020-08-31,2.35
2020-09-01,2.371
2020-09-02,2.353
2020-09-03,2.349
2020-09-04,2.268
2020-09-05,2.268
2020-09-06,2.268
2020-09-07,2.268
2020-09-08,2.39
2020-09-09,2.49
2020-09-10,2.539
2020-09-11,2.463
2020-09-12,2.463
2020-09-13,2.463
2020-09-14,2.325
2020-09-15,2.372
2020-09-16,2.298
2020-09-17,2.327
2020-09-18,2.305
2020-09-19,2.305
2020-09-20,2.305
2020-09-21,2.468
2020-09-22,2.541
2020-09-23,2.713
2020-09-24,2.626
2020-09-25,2.439
2020-09-26,2.439
2020-09-27,2.439
2020-09-28,2.417
2020-09-29,2.542
2020-09-30,2.554
2020-10-01,1.737
2020-10-02,1.638
2020-10-03,1.638
2020-10-04,1.638
2020-10-05,1.694
2020-10-06,1.744
2020-10-07,1.68
2020-10-08,1.628
2020-10-09,1.662
2020-10-10,1.662
2020-10-11,1.662
2020-10-12,1.649
2020-10-13,1.729
2020-10-14,1.738
2020-10-15,1.728
2020-10-16,1.678
2020-10-17,1.678
2020-10-18,1.678
2020-10-19,1.682
2020-10-20,1.655
2020-10-21,1.704
2020-10-22,1.608
2020-10-23,1.576
2020-10-24,1.576
2020-10-25,1.576
2020-10-26,1.7
2020-10-27,1.814
2020-10-28,1.878
2020-10-29,1.837
2020-10-30,1.873
2020-10-31,1.873
2020-11-01,1.873
2020-11-02,1.809
2020-11-03,1.716
2020-11-04,1.724
2020-11-05,1.586
2020-11-06,1.569
2020-11-07,1.569
2020-11-08,1.569
2020-11-09,1.273
2020-11-10,1.13
2020-11-11,1.238
2020-11-12,1.242
2020-11-13,1.126
2020-11-14,1.126
2020-11-15,1.126
2020-11-16,1.053
2020-11-17,1.009
2020-11-18,1.065
2020-11-19,1.045
2020-11-20,1.051
2020-11-21,1.051
2020-11-22,1.051
2020-11-23,0.975
2020-11-24,0.969
2020-11-25,0.949
2020-11-26,0.949
2020-11-27,0.964
2020-11-28,0.964
2020-11-29,0.964
2020-11-30,1.011
2020-12-01,1.018
2020-12-02,0.916
2020-12-03,0.852
2020-12-04,0.879
2020-12-05,0.879
2020-12-06,0.879
2020-12-07,0.888
2020-12-08,0.863
2020-12-09,0.891
2020-12-10,0.888
2020-12-11,0.918
2020-12-12,0.918
2020-12-13,0.918
2020-12-14,0.953
2020-12-15,0.915
2020-12-16,0.932
2020-12-17,0.945
2020-12-18,0.923
2020-12-19,0.923
2020-12-20,0.923
2020-12-21,0.947
2020-12-22,0.935
2020-12-23,0.893
2020-12-24,0.903
2020-12-25,0.903
2020-12-26,0.903
2020-12-27,0.903
2020-12-28,0.918
2020-12-29,0.918
2020-12-30,0.887
2020-12-31,0.879
2021-01-01,0.879
2021-01-02,0.879
2021-01-03,0.879
2021-01-04,0.937
2021-01-05,0.869
2021-01-06,0.812
2021-01-07,0.806
2021-01-08,0.806
2021-01-09,0.806
2021-01-10,0.806
2021-01-11,0.8
2021-01-12,0.787
2021-01-13,0.825
2021-01-14,0.801
2021-01-15,0.832
2021-01-16,0.832
2021-01-17,0.832
2021-01-18,0.832
2021-01-19,0.811
2021-01-20,0.81
2021-01-21,0.829
2021-01-22,0.829
2021-01-23,0.829
2021-01-24,0.829
2021-01-25,0.844
2021-01-26,0.876
2021-01-27,0.95
2021-01-28,0.918
2021-01-29,0.952
2021-01-30,0.952
2021-01-31,0.952
2021-02-01,0.928
2021-02-02,0.857
2021-02-03,0.832
2021-02-04,0.824
2021-02-05,0.839
2021-02-06,0.839
2021-02-07,0.839
2021-02-08,0.802
2021-02-09,0.816
2021-02-10,0.825
2021-02-11,0.828
2021-02-12,0.825
2021-02-13,0.825
2021-02-14,0.825
2021-02-15,0.825
2021-02-16,0.811
2021-02-17,0.802
2021-02-18,0.818
2021-02-19,0.759
2021-02-20,0.759
2021-02-21,0.759
2021-02-22,0.755
2021-02-23,0.744
2021-02-24,0.619
2021-02-25,0.764
2021-02-26,0.774
2021-02-27,0.774
2021-02-28,0.774
2021-03-01,0.715
2021-03-02,0.703
2021-03-03,0.698
2021-03-04,0.82
2021-03-05,0.808
2021-03-06,0.808
2021-03-07,0.808
2021-03-08,0.817
2021-03-09,0.801
2021-03-10,0.787
2021-03-11,0.764
2021-03-12,0.741
2021-03-13,0.741
2021-03-14,0.741
2021-03-15,0.733
2021-03-16,0.759
2021-03-17,0.732
2021-03-18,0.761
2021-03-19,0.756
2021-03-20,0.756
2021-03-21,0.756
2021-03-22,0.789
2021-03-23,0.829
2021-03-24,0.843
2021-03-25,0.779
2021-03-26,0.787
2021-03-27,0.787
2021-03-28,0.787
2021-03-29,0.788
2021-03-30,0.769
2021-03-31,0.782
2021-04-01,0.768
2021-04-02,0.768
2021-04-03,0.768
2021-04-04,0.768
2021-04-05,0.771
2021-04-06,0.778
2021-04-07,0.784
2021-04-08,0.776
2021-04-09,0.794
2021-04-10,0.794
2021-04-11,0.794
2021-04-12,0.799
2021-04-13,0.802
2021-04-14,0.803
2021-04-15,0.815
2021-04-16,0.818
2021-04-17,0.818
2021-04-18,0.818
2021-04-19,0.824
2021-04-20,0.852
2021-04-21,0.832
2021-04-22,0.838
2021-04-23,0.824
2021-04-24,0.824
2021-04-25,0.824
2021-04-26,0.809
2021-04-27,0.812
2021-04-28,0.829
2021-04-29,0.83
2021-04-30,0.833
2021-05-01,0.833
2021-05-02,0.833
2021-05-03,0.834
2021-05-04,0.836
2021-05-05,0.842
2021-05-06,0.89
2021-05-07,0.893
2021-05-08,0.893
2021-05-09,0.893
2021-05-10,0.879
2021-05-11,0.915
2021-05-12,0.965
2021-05-13,0.927
2021-05-14,0.912
2021-05-15,0.912
2021-05-16,0.912
2021-05-17,0.928
2021-05-18,0.918
2021-05-19,0.91
2021-05-20,0.907
2021-05-21,0.864
2021-05-22,0.864
2021-05-23,0.864
2021-05-24,0.844
2021-05-25,0.845
2021-05-26,0.844
2021-05-27,0.795
2021-05-28,0.8
2021-05-29,0.8
2021-05-30,0.8
2021-05-31,0.8
2021-06-01,0.776
2021-06-02,0.765
2021-06-03,0.78
2021-06-04,0.779
2021-06-05,0.779
2021-06-06,0.779
2021-06-07,0.76
2021-06-08,0.743
2021-06-09,0.767
2021-06-10,0.639
2021-06-11,0.634
2021-06-12,0.634
2021-06-13,0.634
2021-06-14,0.641
2021-06-15,0.633
2021-06-16,0.635
2021-06-17,0.656
2021-06-18,0.664
2021-06-19,0.664
2021-06-20,0.664
2021-06-21,0.642
2021-06-22,0.657
2021-06-23,0.658
2021-06-24,0.64
2021-06-25,0.648
2021-06-26,0.648
2021-06-27,0.648
2021-06-28,0.68
2021-06-29,0.695
2021-06-30,0.586
2021-07-01,0.58
2021-07-02,0.588
2021-07-03,0.588
2021-07-04,0.588
2021-07-05,0.588
2021-07-06,0.597
2021-07-07,0.614
2021-07-08,0.597
2021-07-09,0.58
2021-07-10,0.58
2021-07-11,0.58
2021-07-12,0.598
2021-07-13,0.624
2021-07-14,0.641
2021-07-15,0.638
2021-07-16,0.654
2021-07-17,0.654
2021-07-18,0.654
2021-07-19,0.696
2021-07-20,0.648
2021-07-21,0.623
2021-07-22,0.492
2021-07-23,0.493
2021-07-24,0.493
2021-07-25,0.493
2021-07-26,0.484
2021-07-27,0.485
2021-07-28,0.475
2021-07-29,0.475
2021-07-30,0.489
2021-07-31,0.489
2021-08-01,0.489
2021-08-02,0.49
2021-08-03,0.489
2021-08-04,0.522
2021-08-05,0.514
2021-08-06,0.499
2021-08-07,0.499
2021-08-08,0.499
2021-08-09,0.509
2021-08-10,0.498
2021-08-11,0.482
2021-08-12,0.489
2021-08-13,0.504
2021-08-14,0.504
2021-08-15,0.504
2021-08-16,0.512
2021-08-17,0.526
2021-08-18,0.525
2021-08-19,0.554
2021-08-20,0.549
2021-08-21,0.549
2021-08-22,0.549
2021-08-23,0.533
2021-08-24,0.517
2021-08-25,0.516
2021-08-26,0.4
2021-08-27,0.446
2021-08-28,0.446
2021-08-29,0.446
2021-08-30,0.467
2021-08-31,0.464
2021-09-01,0.464
2021-09-02,0.453
2021-09-03,0.461
2021-09-04,0.461
2021-09-05,0.461
2021-09-06,0.461
2021-09-07,0.461
2021-09-08,0.481
2021-09-09,0.469
2021-09-10,0.478
2021-09-11,0.478
2021-09-12,0.478
2021-09-13,0.456
2021-09-14,0.467
2021-09-15,0.459
2021-09-16,0.467
2021-09-17,0.464
2021-09-18,0.464
2021-09-19,0.464
2021-09-20,0.464
2021-09-21,0.473
2021-09-22,0.455
2021-09-23,0.433
2021-09-24,0.428
2021-09-25,0.428
2021-09-26,0.428
2021-09-27,0.412
2021-09-28,0.422
2021-09-29,0.399
2021-09-30,0.412
2021-10-01,0.397
2021-10-02,0.397
2021-10-03,0.397
2021-10-04,0.39
2021-10-05,0.39
2021-10-06,0.384
2021-10-07,0.381
2021-10-08,0.385
2021-10-09,0.385
2021-10-10,0.385
2021-10-11,0.384
2021-10-12,0.38
2021-10-13,0.391
2021-10-14,0.413
2021-10-15,0.412
2021-10-16,0.412
2021-10-17,0.412
2021-10-18,0.424
2021-10-19,0.505
2021-10-20,0.495
2021-10-21,0.505
2021-10-22,0.505
2021-10-23,0.505
2021-10-24,0.505
2021-10-25,0.515
2021-10-26,0.517
2021-10-27,0.526
2021-10-28,0.525
2021-10-29,0.529
2021-10-30,0.529
2021-10-31,0.529
2021-11-01,0.505
2021-11-02,0.514
2021-11-03,0.543
2021-11-04,0.543
2021-11-05,0.479
2021-11-06,0.479
2021-11-07,0.479
2021-11-08,0.393
2021-11-09,0.393
2021-11-10,0.412
2021-11-11,0.407
2021-11-12,0.407
2021-11-13,0.407
2021-11-14,0.407
2021-11-15,0.385
2021-11-16,0.406
2021-11-17,0.4
2021-11-18,0.403
2021-11-19,0.434
2021-11-20,0.434
2021-11-21,0.434
2021-11-22,0.438
2021-11-23,0.425
2021-11-24,0.418
2021-11-25,0.418
2021-11-26,0.457
2021-11-27,0.457
2021-11-28,0.457
2021-11-29,0.471
2021-11-30,0.481
2021-12-01,0.517
2021-12-02,0.478
2021-12-03,0.489
2021-12-04,0.489
2021-12-05,0.489
2021-12-06,0.466
2021-12-07,0.449
2021-12-08,0.438
2021-12-09,0.44
2021-12-10,0.449
2021-12-11,0.449
2021-12-12,0.449
2021-12-13,0.468
2021-12-14,0.476
2021-12-15,0.472
2021-12-16,0.472
2021-12-17,0.457
2021-12-18,0.457
2021-12-19,0.457
2021-12-20,0.459
2021-12-21,0.417
2021-12-22,0.417
2021-12-23,0.412
2021-12-24,0.412
2021-12-25,0.412
2021-12-26,0.412
2021-12-27,0.415
2021-12-28,0.412
2021-12-29,0.421
2021-12-30,0.423
2021-12-31,0.423
2022-01-01,0.423
2022-01-02,0.423
2022-01-03,0.405
2022-01-04,0.386
2022-01-05,0.394
2022-01-06,0.28
2022-01-07,0.27
2022-01-08,0.27
2022-01-09,0.27
2022-01-10,0.275
2022-01-11,0.268
2022-01-12,0.265
2022-01-13,0.266
2022-01-14,0.258
2022-01-15,0.258
2022-01-16,0.258
2022-01-17,0.258
2022-01-18,0.262
2022-01-19,0.273
2022-01-20,0.275
2022-01-21,0.285
2022-01-22,0.285
2022-01-23,0.285
2022-01-24,0.287
2022-01-25,0.286
2022-01-26,0.296
2022-01-27,0.31
2022-01-28,0.307
2022-01-29,0.307
2022-01-30,0.307
2022-01-31,0.292
2022-02-01,0.283
2022-02-02,0.276
2022-02-03,0.195
2022-02-04,0.278
2022-02-05,0.278
2022-02-06,0.278
2022-02-07,0.263
2022-02-08,0.262
2022-02-09,0.261
2022-02-10,0.258
2022-02-11,0.263
2022-02-12,0.263
2022-02-13,0.263
2022-02-14,0.264
2022-02-15,0.232
2022-02-16,0.228
2022-02-17,0.233
2022-02-18,0.237
2022-02-19,0.237
2022-02-20,0.237
2022-02-21,0.237
2022-02-22,0.248
2022-02-23,0.249
2022-02-24,0.245
2022-02-25,0.239
2022-02-26,0.239
2022-02-27,0.239
2022-02-28,0.242
2022-03-01,0.267
2022-03-02,0.258
2022-03-03,0.274
2022-03-04,0.287
2022-03-05,0.287
2022-03-06,0.287
2022-03-07,0.316
2022-03-08,0.31
2022-03-09,0.284
2022-03-10,0.285
2022-03-11,0.283
2022-03-12,0.283
2022-03-13,0.283
2022-03-14,0.287
2022-03-15,0.273
2022-03-16,0.26
2022-03-17,0.26
2022-03-18,0.258
2022-03-19,0.258
2022-03-20,0.258
2022-03-21,0.267
2022-03-22,0.254
2022-03-23,0.257
2022-03-24,0.251
2022-03-25,0.25
2022-03-26,0.25
2022-03-27,0.25
2022-03-28,0.257
2022-03-29,0.249
2022-03-30,0.247
2022-03-31,0.248
2022-04-01,0.247
2022-04-02,0.247
2022-04-03,0.247
2022-04-04,0.251
2022-04-05,0.262
2022-04-06,0.274
2022-04-07,0.274
2022-04-08,0.281
2022-04-09,0.281
2022-04-10,0.281
2022-04-11,0.272
2022-04-12,0.265
2022-04-13,0.259
2022-04-14,0.262
2022-04-15,0.262
2022-04-16,0.262
2022-04-17,0.262
2022-04-18,0.265
2022-04-19,0.26
2022-04-20,0.262
2022-04-21,0.266
2022-04-22,0.274
2022-04-23,0.274
2022-04-24,0.274
2022-04-25,0.273
2022-04-26,0.283
2022-04-27,0.287
2022-04-28,0.277
2022-04-29,0.288
2022-04-30,0.288
2022-05-01,0.288
2022-05-02,0.29
2022-05-03,0.286
2022-05-04,0.29
2022-05-05,0.307
2022-05-06,0.325
2022-05-07,0.325
2022-05-08,0.325
2022-05-09,0.363
2022-05-10,0.365
2022-05-11,0.371
2022-05-12,0.393
2022-05-13,0.364
2022-05-14,0.364
2022-05-15,0.364
2022-05-16,0.376
2022-05-17,0.35
2022-05-18,0.368
2022-05-19,0.368
2022-05-20,0.393
2022-05-21,0.393
2022-05-22,0.393
2022-05-23,0.376
2022-05-24,0.401
2022-05-25,0.396
2022-05-26,0.372
2022-05-27,0.356
2022-05-28,0.356
2022-05-29,0.356
2022-05-30,0.356
2022-05-31,0.363
2022-06-01,0.356
2022-06-02,0.338
2022-06-03,0.353
2022-06-04,0.353
2022-06-05,0.353
2022-06-06,0.349
2022-06-07,0.337
2022-06-08,0.345
2022-06-09,0.357
2022-06-10,0.381
2022-06-11,0.381
2022-06-12,0.381
2022-06-13,0.42
2022-06-14,0.42
2022-06-15,0.391
2022-06-16,0.415
2022-06-17,0.399
2022-06-18,0.399
2022-06-19,0.399
2022-06-20,0.399
2022-06-21,0.395
2022-06-22,0.4
2022-06-23,0.403
2022-06-24,0.38
2022-06-25,0.38
2022-06-26,0.38
2022-06-27,0.411
2022-06-28,0.414
2022-06-29,0.419
2022-06-30,0.42
2022-07-01,0.406
2022-07-02,0.406
2022-07-03,0.406
2022-07-04,0.406
2022-07-05,0.405
2022-07-06,0.403
2022-07-07,0.398
2022-07-08,0.399
2022-07-09,0.399
2022-07-10,0.399
2022-07-11,0.405
2022-07-12,0.386
2022-07-13,0.393
2022-07-14,0.386
2022-07-15,0.383
2022-07-16,0.383
2022-07-17,0.383
2022-07-18,0.38
2022-07-19,0.353
2022-07-20,0.347
2022-07-21,0.349
2022-07-22,0.363
2022-07-23,0.363
2022-07-24,0.363
2022-07-25,0.366
2022-07-26,0.366
2022-07-27,0.378
2022-07-28,0.372
2022-07-29,0.375
2022-07-30,0.375
2022-07-31,0.375
2022-08-01,0.351
2022-08-02,0.362
2022-08-03,0.422
2022-08-04,0.437
2022-08-05,0.438
2022-08-06,0.438
2022-08-07,0.438
2022-08-08,0.435
2022-08-09,0.439
2022-08-10,0.465
2022-08-11,0.454
2022-08-12,0.443
2022-08-13,0.443
2022-08-14,0.443
2022-08-15,0.435
2022-08-16,0.437
2022-08-17,0.452
2022-08-18,0.452
2022-08-19,0.474
2022-08-20,0.474
2022-08-21,0.474
2022-08-22,0.494
2022-08-23,0.493
2022-08-24,0.474
2022-08-25,0.449
2022-08-26,0.468
2022-08-27,0.468
2022-08-28,0.468
2022-08-29,0.472
2022-08-30,0.485
2022-08-31,0.505
2022-09-01,0.526
2022-09-02,0.528
2022-09-03,0.528
2022-09-04,0.528
2022-09-05,0.528
2022-09-06,0.533
2022-09-07,0.513
2022-09-08,0.517
2022-09-09,0.51
2022-09-10,0.51
2022-09-11,0.51
2022-09-12,0.491
2022-09-13,0.543
2022-09-14,0.554
2022-09-15,0.573
2022-09-16,0.589
2022-09-17,0.589
2022-09-18,0.589
2022-09-19,0.605
2022-09-20,0.596
2022-09-21,0.605
2022-09-22,0.612
2022-09-23,0.633
2022-09-24,0.633
2022-09-25,0.633
2022-09-26,0.663
2022-09-27,0.658
2022-09-28,0.638
2022-09-29,0.687
2022-09-30,0.693
2022-10-01,0.693
2022-10-02,0.693
2022-10-03,0.664
2022-10-04,0.602
2022-10-05,0.599
2022-10-06,0.614
2022-10-07,0.616
2022-10-08,0.616
2022-10-09,0.616
2022-10-10,0.533
2022-10-11,0.558
2022-10-12,0.571
2022-10-13,0.561
2022-10-14,0.564
2022-10-15,0.564
2022-10-16,0.564
2022-10-17,0.539
2022-10-18,0.539
2022-10-19,0.548
2022-10-20,0.549
2022-10-21,0.53
2022-10-22,0.53
2022-10-23,0.53
2022-10-24,0.539
2022-10-25,0.538
2022-10-26,0.578
2022-10-27,0.585
2022-10-28,0.574
2022-10-29,0.574
2022-10-30,0.574
2022-10-31,0.574
2022-11-01,0.56
2022-11-02,0.563
2022-11-03,0.553
2022-11-04,0.525
2022-11-05,0.525
2022-11-06,0.525
2022-11-07,0.445
2022-11-08,0.442
2022-11-09,0.453
2022-11-10,0.412
2022-11-11,0.478
2022-11-12,0.478
2022-11-13,0.478
2022-11-14,0.51
2022-11-15,0.506
2022-11-16,0.603
2022-11-17,0.61
2022-11-18,0.61
2022-11-19,0.61
2022-11-20,0.61
2022-11-21,0.616
2022-11-22,0.606
2022-11-23,0.597
2022-11-24,0.597
2022-11-25,0.592
2022-11-26,0.592
2022-11-27,0.592
2022-11-28,0.627
2022-11-29,0.605
2022-11-30,0.588
2022-12-01,0.576
2022-12-02,0.562
2022-12-03,0.562
2022-12-04,0.562
2022-12-05,0.565
2022-12-06,0.577
2022-12-07,0.585
2022-12-08,0.572
2022-12-09,0.556
2022-12-10,0.556
2022-12-11,0.556
2022-12-12,0.533
2022-12-13,0.531
2022-12-14,0.53
2022-12-15,0.546
2022-12-16,0.562
2022-12-17,0.562
2022-12-18,0.562
2022-12-19,0.561
2022-12-20,0.554
2022-12-21,0.526
2022-12-22,0.535
2022-12-23,0.534
2022-12-24,0.534
2022-12-25,0.534
2022-12-26,0.534
2022-12-27,0.537
2022-12-28,0.542
2022-12-29,0.537
2022-12-30,0.52
2022-12-31,0.52
2023-01-01,0.52
2023-01-02,0.52
2023-01-03,0.503
2023-01-04,0.461
2023-01-05,0.472
2023-01-06,0.461
2023-01-07,0.461
2023-01-08,0.461
2023-01-09,0.47
2023-01-10,0.472
2023-01-11,0.462
2023-01-12,0.444
2023-01-13,0.448
2023-01-14,0.448
2023-01-15,0.448
2023-01-16,0.448
2023-01-17,0.457
2023-01-18,0.466
2023-01-19,0.473
2023-01-20,0.396
2023-01-21,0.396
2023-01-22,0.396
2023-01-23,0.39
2023-01-24,0.379
2023-01-25,0.39
2023-01-26,0.383
2023-01-27,0.378
2023-01-28,0.378
2023-01-29,0.378
2023-01-30,0.368
2023-01-31,0.354
2023-02-01,0.354
2023-02-02,0.355
2023-02-03,0.372
2023-02-04,0.372
2023-02-05,0.372
2023-02-06,0.373
2023-02-07,0.334
2023-02-08,0.349
2023-02-09,0.368
2023-02-10,0.37
2023-02-11,0.37
2023-02-12,0.37
2023-02-13,0.343
2023-02-14,0.346
2023-02-15,0.346
2023-02-16,0.361
2023-02-17,0.359
2023-02-18,0.359
2023-02-19,0.359
2023-02-20,0.359
2023-02-21,0.371
2023-02-22,0.372
2023-02-23,0.365
2023-02-24,0.377
2023-02-25,0.377
2023-02-26,0.377
2023-02-27,0.378
2023-02-28,0.374
2023-03-01,0.381
2023-03-02,0.38
2023-03-03,0.373
2023-03-04,0.373
2023-03-05,0.373
2023-03-06,0.378
2023-03-07,0.381
2023-03-08,0.38
2023-03-09,0.4
2023-03-10,0.404
2023-03-11,0.404
2023-03-12,0.404
2023-03-13,0.416
2023-03-14,0.414
2023-03-15,0.425
2023-03-16,0.424
2023-03-17,0.431
2023-03-18,0.431
2023-03-19,0.431
2023-03-20,0.416
2023-03-21,0.403
2023-03-22,0.413
2023-03-23,0.421
2023-03-24,0.417
2023-03-25,0.417
2023-03-26,0.417
2023-03-27,0.415
2023-03-28,0.39
2023-03-29,0.377
2023-03-30,0.373
2023-03-31,0.371
2023-04-01,0.371
2023-04-02,0.371
2023-04-03,0.361
2023-04-04,0.363
2023-04-05,0.37
2023-04-06,0.351
2023-04-07,0.351
2023-04-08,0.351
2023-04-09,0.351
2023-04-10,0.346
2023-04-11,0.343
2023-04-12,0.339
2023-04-13,0.34
2023-04-14,0.429
2023-04-15,0.429
2023-04-16,0.429
2023-04-17,0.431
2023-04-18,0.4
2023-04-19,0.392
2023-04-20,0.388
2023-04-21,0.395
2023-04-22,0.395
2023-04-23,0.395
2023-04-24,0.394
2023-04-25,0.41
2023-04-26,0.41
2023-04-27,0.42
2023-04-28,0.407
2023-04-29,0.407
2023-04-30,0.407
2023-05-01,0.411
2023-05-02,0.404
2023-05-03,0.278
2023-05-04,0.293
2023-05-05,0.293
2023-05-06,0.293
2023-05-07,0.293
2023-05-08,0.294
2023-05-09,0.297
2023-05-10,0.301
2023-05-11,0.303
2023-05-12,0.305
2023-05-13,0.305
2023-05-14,0.305
2023-05-15,0.3
2023-05-16,0.305
2023-05-17,0.29
2023-05-18,0.286
2023-05-19,0.281
2023-05-20,0.281
2023-05-21,0.281
2023-05-22,0.271
2023-05-23,0.268
2023-05-24,0.277
2023-05-25,0.282
2023-05-26,0.278
2023-05-27,0.278
2023-05-28,0.278
2023-05-29,0.278
2023-05-30,0.28
2023-05-31,0.271
2023-06-01,0.26
2023-06-02,0.253
2023-06-03,0.253
2023-06-04,0.253
2023-06-05,0.259
2023-06-06,0.258
2023-06-07,0.24
2023-06-08,0.233
2023-06-09,0.231
2023-06-10,0.231
2023-06-11,0.231
2023-06-12,0.23
2023-06-13,0.231
2023-06-14,0.232
2023-06-15,0.238
2023-06-16,0.233
2023-06-17,0.233
2023-06-18,0.233
2023-06-19,0.233
2023-06-20,0.243
2023-06-21,0.243
2023-06-22,0.268
