,IBP US Equity
2023-06-23,1.018
2023-06-24,1.018
2023-06-25,1.018
2023-06-26,1.016
2023-06-27,0.997
2023-06-28,1.008
2023-06-29,0.974
2023-06-30,0.965
2023-07-01,0.965
2023-07-02,0.965
2023-07-03,0.978
2023-07-04,0.978
2023-07-05,0.986
2023-07-06,1.005
2023-07-07,1.001
2023-07-08,1.001
2023-07-09,1.001
2023-07-10,0.977
2023-07-11,0.968
2023-07-12,0.929
2023-07-13,0.923
2023-07-14,0.927
2023-07-15,0.927
2023-07-16,0.927
2023-07-17,0.924
2023-07-18,0.919
2023-07-19,0.912
2023-07-20,0.93
2023-07-21,0.938
2023-07-22,0.938
2023-07-23,0.938
2023-07-24,0.932
2023-07-25,0.917
2023-07-26,0.907
2023-07-27,0.925
2023-07-28,0.911
2023-07-29,0.911
2023-07-30,0.911
2023-07-31,0.913
2023-08-01,0.909
2023-08-02,0.891
2023-08-03,0.9
2023-08-04,0.877
2023-08-05,0.877
2023-08-06,0.877
2023-08-07,0.865
2023-08-08,0.869
2023-08-09,0.881
2023-08-10,0.88
2023-08-11,0.884
2023-08-12,0.884
2023-08-13,0.884
2023-08-14,0.876
2023-08-15,0.876
2023-08-16,0.894
2023-08-17,0.943
2023-08-18,0.94
2023-08-19,0.94
2023-08-20,0.94
2023-08-21,0.946
2023-08-22,0.94
2023-08-23,0.934
2023-08-24,0.961
2023-08-25,0.99
2023-08-26,0.99
2023-08-27,0.99
2023-08-28,0.983
2023-08-29,0.952
2023-08-30,0.941
2023-08-31,0.938
2023-09-01,0.928
2023-09-02,0.928
2023-09-03,0.928
2023-09-04,0.928
2023-09-05,0.993
2023-09-06,0.977
2023-09-07,0.977
2023-09-08,0.987
2023-09-09,0.987
2023-09-10,0.987
2023-09-11,0.988
2023-09-12,0.998
2023-09-13,1.028
2023-09-14,1.014
2023-09-15,1.061
2023-09-16,1.061
2023-09-17,1.061
2023-09-18,1.054
2023-09-19,1.057
2023-09-20,1.067
2023-09-21,1.096
2023-09-22,1.098
2023-09-23,1.098
2023-09-24,1.098
2023-09-25,1.093
2023-09-26,1.113
2023-09-27,1.108
2023-09-28,1.089
2023-09-29,1.084
2023-09-30,1.084
2023-10-01,1.084
2023-10-02,1.101
2023-10-03,1.136
2023-10-04,1.125
2023-10-05,1.128
2023-10-06,1.122
2023-10-07,1.122
2023-10-08,1.122
2023-10-09,1.121
2023-10-10,1.109
2023-10-11,1.097
2023-10-12,1.153
2023-10-13,1.152
2023-10-14,1.152
2023-10-15,1.152
2023-10-16,1.146
2023-10-17,1.15
2023-10-18,1.201
2023-10-19,1.224
2023-10-20,1.221
2023-10-21,1.221
2023-10-22,1.221
2023-10-23,1.221
2023-10-24,1.222
2023-10-25,1.273
2023-10-26,1.244
2023-10-27,1.243
2023-10-28,1.243
2023-10-29,1.243
2023-10-30,1.235
2023-10-31,1.212
2023-11-01,1.175
2023-11-02,1.141
2023-11-03,1.082
2023-11-04,1.082
2023-11-05,1.082
2023-11-06,1.105
2023-11-07,1.097
2023-11-08,1.131
2023-11-09,1.117
2023-11-10,1.079
2023-11-11,1.079
2023-11-12,1.079
2023-11-13,1.092
2023-11-14,0.986
2023-11-15,1.0
2023-11-16,0.991
2023-11-17,0.962
2023-11-18,0.962
2023-11-19,0.962
2023-11-20,0.934
2023-11-21,0.947
2023-11-22,0.948
2023-11-23,0.948
2023-11-24,0.942
2023-11-25,0.942
2023-11-26,0.942
2023-11-27,0.937
2023-11-28,0.942
2023-11-29,0.911
2023-11-30,0.913
2023-12-01,0.895
2023-12-02,0.895
2023-12-03,0.895
2023-12-04,0.886
2023-12-05,0.894
2023-12-06,0.856
2023-12-07,0.845
2023-12-08,0.833
2023-12-09,0.833
2023-12-10,0.833
2023-12-11,0.835
2023-12-12,0.839
2023-12-13,0.815
2023-12-14,0.741
2023-12-15,0.753
2023-12-16,0.753
2023-12-17,0.753
2023-12-18,0.76
2023-12-19,0.741
2023-12-20,0.748
2023-12-21,0.733
2023-12-22,0.732
2023-12-23,0.732
2023-12-24,0.732
2023-12-25,0.732
2023-12-26,0.728
2023-12-27,0.726
2023-12-28,0.733
2023-12-29,0.744
2023-12-30,0.744
2023-12-31,0.744
2024-01-01,0.744
2024-01-02,0.753
2024-01-03,0.78
2024-01-04,0.793
2024-01-05,0.781
2024-01-06,0.781
2024-01-07,0.781
2024-01-08,0.755
2024-01-09,0.747
2024-01-10,0.733
2024-01-11,0.735
2024-01-12,0.729
2024-01-13,0.729
2024-01-14,0.729
2024-01-15,0.729
2024-01-16,0.735
2024-01-17,0.742
2024-01-18,0.723
2024-01-19,0.71
2024-01-20,0.71
2024-01-21,0.71
2024-01-22,0.686
2024-01-23,0.719
2024-01-24,0.744
2024-01-25,0.729
2024-01-26,0.718
2024-01-27,0.718
2024-01-28,0.718
2024-01-29,0.693
2024-01-30,0.69
2024-01-31,0.698
2024-02-01,0.678
2024-02-02,0.674
2024-02-03,0.674
2024-02-04,0.674
2024-02-05,0.7
2024-02-06,0.692
2024-02-07,0.682
2024-02-08,0.662
2024-02-09,0.658
2024-02-10,0.658
2024-02-11,0.658
2024-02-12,0.642
2024-02-13,0.665
2024-02-14,0.641
2024-02-15,0.639
2024-02-16,0.659
2024-02-17,0.659
2024-02-18,0.659
2024-02-19,0.659
2024-02-20,0.661
2024-02-21,0.672
2024-02-22,0.99
2024-02-23,1.288
2024-02-24,1.288
2024-02-25,1.288
2024-02-26,1.277
2024-02-27,1.266
2024-02-28,1.283
2024-02-29,1.262
2024-03-01,1.024
2024-03-02,1.024
2024-03-03,1.024
2024-03-04,1.029
2024-03-05,0.944
2024-03-06,0.941
2024-03-07,0.917
2024-03-08,0.93
2024-03-09,0.93
2024-03-10,0.93
2024-03-11,0.935
2024-03-12,0.92
2024-03-13,0.914
2024-03-14,0.916
2024-03-15,0.918
2024-03-16,0.918
2024-03-17,0.918
2024-03-18,0.914
2024-03-19,0.907
2024-03-20,0.89
2024-03-21,0.853
2024-03-22,0.851
2024-03-23,0.851
2024-03-24,0.851
2024-03-25,0.857
2024-03-26,0.86
2024-03-27,0.86
2024-03-28,0.848
2024-03-29,0.848
2024-03-30,0.848
2024-03-31,0.848
2024-04-01,0.853
2024-04-02,0.867
2024-04-03,0.846
2024-04-04,0.873
2024-04-05,0.952
2024-04-06,0.952
2024-04-07,0.952
2024-04-08,0.962
