,DRI US Equity
2020-08-13,3.929
2020-08-14,3.952
2020-08-15,3.952
2020-08-16,3.952
2020-08-17,3.96
2020-08-18,4.011
2020-08-19,4.159
2020-08-20,4.106
2020-08-21,4.017
2020-08-22,4.017
2020-08-23,4.017
2020-08-24,4.008
2020-08-25,4.022
2020-08-26,4.016
2020-08-27,3.874
2020-08-28,3.697
2020-08-29,3.697
2020-08-30,3.697
2020-08-31,3.833
2020-09-01,3.812
2020-09-02,3.679
2020-09-03,3.729
2020-09-04,3.721
2020-09-05,3.721
2020-09-06,3.721
2020-09-07,3.721
2020-09-08,3.728
2020-09-09,3.75
2020-09-10,3.693
2020-09-11,3.827
2020-09-12,3.827
2020-09-13,3.827
2020-09-14,3.626
2020-09-15,3.558
2020-09-16,3.573
2020-09-17,3.626
2020-09-18,3.693
2020-09-19,3.693
2020-09-20,3.693
2020-09-21,3.785
2020-09-22,3.692
2020-09-23,3.691
2020-09-24,2.908
2020-09-25,2.912
2020-09-26,2.912
2020-09-27,2.912
2020-09-28,2.814
2020-09-29,2.808
2020-09-30,2.809
2020-10-01,2.698
2020-10-02,2.716
2020-10-03,2.716
2020-10-04,2.716
2020-10-05,2.729
2020-10-06,2.795
2020-10-07,2.789
2020-10-08,2.729
2020-10-09,2.767
2020-10-10,2.767
2020-10-11,2.767
2020-10-12,2.817
2020-10-13,2.857
2020-10-14,2.844
2020-10-15,2.818
2020-10-16,2.852
2020-10-17,2.852
2020-10-18,2.852
2020-10-19,2.921
2020-10-20,2.869
2020-10-21,2.888
2020-10-22,2.827
2020-10-23,2.835
2020-10-24,2.835
2020-10-25,2.835
2020-10-26,2.958
2020-10-27,2.944
2020-10-28,3.129
2020-10-29,3.05
2020-10-30,3.07
2020-10-31,3.07
2020-11-01,3.07
2020-11-02,3.072
2020-11-03,3.031
2020-11-04,2.921
2020-11-05,2.779
2020-11-06,2.763
2020-11-07,2.763
2020-11-08,2.763
2020-11-09,2.341
2020-11-10,2.489
2020-11-11,2.635
2020-11-12,2.654
2020-11-13,2.623
2020-11-14,2.623
2020-11-15,2.623
2020-11-16,2.563
2020-11-17,2.6
2020-11-18,2.561
2020-11-19,2.57
2020-11-20,2.602
2020-11-21,2.602
2020-11-22,2.602
2020-11-23,2.575
2020-11-24,2.487
2020-11-25,2.552
2020-11-26,2.552
2020-11-27,2.566
2020-11-28,2.566
2020-11-29,2.566
2020-11-30,2.613
2020-12-01,2.553
2020-12-02,2.574
2020-12-03,2.502
2020-12-04,2.457
2020-12-05,2.457
2020-12-06,2.457
2020-12-07,2.517
2020-12-08,2.452
2020-12-09,2.394
2020-12-10,2.372
2020-12-11,2.429
2020-12-12,2.429
2020-12-13,2.429
2020-12-14,2.434
2020-12-15,2.393
2020-12-16,2.35
2020-12-17,2.308
2020-12-18,2.544
2020-12-19,2.544
2020-12-20,2.544
2020-12-21,2.647
2020-12-22,2.587
2020-12-23,2.588
2020-12-24,2.625
2020-12-25,2.625
2020-12-26,2.625
2020-12-27,2.625
2020-12-28,2.629
2020-12-29,2.61
2020-12-30,2.633
2020-12-31,2.598
2021-01-01,2.598
2021-01-02,2.598
2021-01-03,2.598
2021-01-04,2.662
2021-01-05,2.621
2021-01-06,2.56
2021-01-07,2.489
2021-01-08,2.481
2021-01-09,2.481
2021-01-10,2.481
2021-01-11,2.463
2021-01-12,2.423
2021-01-13,2.471
2021-01-14,2.506
2021-01-15,2.548
2021-01-16,2.548
2021-01-17,2.548
2021-01-18,2.548
2021-01-19,3.245
2021-01-20,3.234
2021-01-21,3.224
2021-01-22,3.302
2021-01-23,3.302
2021-01-24,3.302
2021-01-25,3.357
2021-01-26,3.397
2021-01-27,3.593
2021-01-28,3.391
2021-01-29,3.446
2021-01-30,3.446
2021-01-31,3.446
2021-02-01,3.375
2021-02-02,3.28
2021-02-03,3.209
2021-02-04,3.13
2021-02-05,3.052
2021-02-06,3.052
2021-02-07,3.052
2021-02-08,3.092
2021-02-09,3.114
2021-02-10,3.123
2021-02-11,3.125
2021-02-12,3.136
2021-02-13,3.136
2021-02-14,3.136
2021-02-15,3.136
2021-02-16,3.124
2021-02-17,3.14
2021-02-18,3.099
2021-02-19,3.006
2021-02-20,3.006
2021-02-21,3.006
2021-02-22,2.984
2021-02-23,2.999
2021-02-24,2.903
2021-02-25,2.962
2021-02-26,2.933
2021-02-27,2.933
2021-02-28,2.933
2021-03-01,2.898
2021-03-02,2.899
2021-03-03,2.918
2021-03-04,2.948
2021-03-05,2.864
2021-03-06,2.864
2021-03-07,2.864
2021-03-08,2.816
2021-03-09,2.891
2021-03-10,2.835
2021-03-11,2.856
2021-03-12,2.77
2021-03-13,2.77
2021-03-14,2.77
2021-03-15,2.755
2021-03-16,2.866
2021-03-17,2.852
2021-03-18,2.878
2021-03-19,2.882
2021-03-20,2.882
2021-03-21,2.882
2021-03-22,2.946
2021-03-23,2.946
2021-03-24,3.008
2021-03-25,3.589
2021-03-26,3.49
2021-03-27,3.49
2021-03-28,3.49
2021-03-29,3.618
2021-03-30,3.585
2021-03-31,3.662
2021-04-01,3.604
2021-04-02,3.604
2021-04-03,3.604
2021-04-04,3.604
2021-04-05,3.608
2021-04-06,3.6
2021-04-07,3.568
2021-04-08,3.547
2021-04-09,3.612
2021-04-10,3.612
2021-04-11,3.612
2021-04-12,3.467
2021-04-13,3.483
2021-04-14,3.456
2021-04-15,3.48
2021-04-16,3.405
2021-04-17,3.405
2021-04-18,3.405
2021-04-19,3.413
2021-04-20,3.485
2021-04-21,3.486
2021-04-22,3.434
2021-04-23,3.46
2021-04-24,3.46
2021-04-25,3.46
2021-04-26,3.505
2021-04-27,3.492
2021-04-28,3.463
2021-04-29,3.407
2021-04-30,3.396
2021-05-01,3.396
2021-05-02,3.396
2021-05-03,3.445
2021-05-04,3.466
2021-05-05,3.503
2021-05-06,3.515
2021-05-07,3.499
2021-05-08,3.499
2021-05-09,3.499
2021-05-10,3.541
2021-05-11,3.625
2021-05-12,3.778
2021-05-13,3.718
2021-05-14,3.571
2021-05-15,3.571
2021-05-16,3.571
2021-05-17,3.584
2021-05-18,3.568
2021-05-19,3.56
2021-05-20,3.53
2021-05-21,3.539
2021-05-22,3.539
2021-05-23,3.539
2021-05-24,3.524
2021-05-25,3.548
2021-05-26,3.518
2021-05-27,3.512
2021-05-28,3.478
2021-05-29,3.478
2021-05-30,3.478
2021-05-31,3.478
2021-06-01,3.628
2021-06-02,3.648
2021-06-03,3.705
2021-06-04,3.714
2021-06-05,3.714
2021-06-06,3.714
2021-06-07,3.629
2021-06-08,3.539
2021-06-09,3.593
2021-06-10,3.639
2021-06-11,3.581
2021-06-12,3.581
2021-06-13,3.581
2021-06-14,3.623
2021-06-15,3.644
2021-06-16,3.651
2021-06-17,3.777
2021-06-18,3.829
2021-06-19,3.829
2021-06-20,3.829
2021-06-21,3.734
2021-06-22,3.674
2021-06-23,3.678
2021-06-24,3.795
2021-06-25,4.008
2021-06-26,4.008
2021-06-27,4.008
2021-06-28,4.073
2021-06-29,4.017
2021-06-30,3.957
2021-07-01,3.899
2021-07-02,3.9
2021-07-03,3.9
2021-07-04,3.9
2021-07-05,3.9
2021-07-06,3.88
2021-07-07,3.882
2021-07-08,3.983
2021-07-09,3.859
2021-07-10,3.859
2021-07-11,3.859
2021-07-12,3.824
2021-07-13,3.89
2021-07-14,3.891
2021-07-15,3.96
2021-07-16,4.045
2021-07-17,4.045
2021-07-18,4.045
2021-07-19,4.253
2021-07-20,4.042
2021-07-21,3.954
2021-07-22,3.976
2021-07-23,3.968
2021-07-24,3.968
2021-07-25,3.968
2021-07-26,3.891
2021-07-27,3.835
2021-07-28,3.869
2021-07-29,3.817
2021-07-30,3.931
2021-07-31,3.931
2021-08-01,3.931
2021-08-02,3.882
2021-08-03,3.905
2021-08-04,3.917
2021-08-05,3.969
2021-08-06,3.963
2021-08-07,3.963
2021-08-08,3.963
2021-08-09,4.148
2021-08-10,4.089
2021-08-11,4.064
2021-08-12,4.039
2021-08-13,4.038
2021-08-14,4.038
2021-08-15,4.038
2021-08-16,4.089
2021-08-17,4.179
2021-08-18,4.184
2021-08-19,4.192
2021-08-20,4.115
2021-08-21,4.115
2021-08-22,4.115
2021-08-23,4.029
2021-08-24,3.93
2021-08-25,3.818
2021-08-26,3.861
2021-08-27,3.745
2021-08-28,3.745
2021-08-29,3.745
2021-08-30,3.826
2021-08-31,3.805
2021-09-01,3.792
2021-09-02,3.808
2021-09-03,3.872
2021-09-04,3.872
2021-09-05,3.872
2021-09-06,3.872
2021-09-07,3.885
2021-09-08,3.893
2021-09-09,3.869
2021-09-10,3.856
2021-09-11,3.856
2021-09-12,3.856
2021-09-13,3.832
2021-09-14,3.857
2021-09-15,3.847
2021-09-16,3.814
2021-09-17,3.836
2021-09-18,3.836
2021-09-19,3.836
2021-09-20,3.856
2021-09-21,3.913
2021-09-22,3.814
2021-09-23,3.594
2021-09-24,3.599
2021-09-25,3.599
2021-09-26,3.599
2021-09-27,3.574
2021-09-28,3.664
2021-09-29,3.716
2021-09-30,3.77
2021-10-01,3.587
2021-10-02,3.587
2021-10-03,3.587
2021-10-04,3.597
2021-10-05,3.569
2021-10-06,3.556
2021-10-07,3.566
2021-10-08,3.594
2021-10-09,3.594
2021-10-10,3.594
2021-10-11,3.631
2021-10-12,3.65
2021-10-13,3.714
2021-10-14,3.689
2021-10-15,3.725
2021-10-16,3.725
2021-10-17,3.725
2021-10-18,3.733
2021-10-19,3.792
2021-10-20,3.88
2021-10-21,3.815
2021-10-22,3.821
2021-10-23,3.821
2021-10-24,3.821
2021-10-25,3.872
2021-10-26,3.812
2021-10-27,3.871
2021-10-28,3.833
2021-10-29,3.854
2021-10-30,3.854
2021-10-31,3.854
2021-11-01,3.753
2021-11-02,3.867
2021-11-03,3.827
2021-11-04,3.803
2021-11-05,3.596
2021-11-06,3.596
2021-11-07,3.596
2021-11-08,3.622
2021-11-09,3.57
2021-11-10,3.662
2021-11-11,3.677
2021-11-12,3.697
2021-11-13,3.697
2021-11-14,3.697
2021-11-15,3.762
2021-11-16,3.789
2021-11-17,3.779
2021-11-18,3.807
2021-11-19,3.881
2021-11-20,3.881
2021-11-21,3.881
2021-11-22,3.782
2021-11-23,3.744
2021-11-24,3.744
2021-11-25,3.744
2021-11-26,3.953
2021-11-27,3.953
2021-11-28,3.953
2021-11-29,3.919
2021-11-30,4.027
2021-12-01,4.065
2021-12-02,3.884
2021-12-03,3.903
2021-12-04,3.903
2021-12-05,3.903
2021-12-06,3.788
2021-12-07,3.751
2021-12-08,3.688
2021-12-09,3.716
2021-12-10,3.659
2021-12-11,3.659
2021-12-12,3.659
2021-12-13,3.759
2021-12-14,3.725
2021-12-15,3.728
2021-12-16,3.776
2021-12-17,4.045
2021-12-18,4.045
2021-12-19,4.045
2021-12-20,4.071
2021-12-21,3.933
2021-12-22,3.873
2021-12-23,3.777
2021-12-24,3.777
2021-12-25,3.777
2021-12-26,3.777
2021-12-27,3.742
2021-12-28,3.764
2021-12-29,3.773
2021-12-30,3.765
2021-12-31,3.732
2022-01-01,3.732
2022-01-02,3.732
2022-01-03,3.779
2022-01-04,3.708
2022-01-05,3.75
2022-01-06,3.814
2022-01-07,3.831
2022-01-08,3.831
2022-01-09,3.831
2022-01-10,3.796
2022-01-11,3.846
2022-01-12,3.887
2022-01-13,3.857
2022-01-14,3.902
2022-01-15,3.902
2022-01-16,3.902
2022-01-17,3.902
2022-01-18,4.004
2022-01-19,4.027
2022-01-20,4.102
2022-01-21,4.14
2022-01-22,4.14
2022-01-23,4.14
2022-01-24,4.085
2022-01-25,4.058
2022-01-26,4.074
2022-01-27,4.122
2022-01-28,4.028
2022-01-29,4.028
2022-01-30,4.028
2022-01-31,3.989
2022-02-01,3.989
2022-02-02,3.962
2022-02-03,4.026
2022-02-04,4.048
2022-02-05,4.048
2022-02-06,4.048
2022-02-07,3.983
2022-02-08,3.957
2022-02-09,3.804
2022-02-10,3.8
2022-02-11,3.864
2022-02-12,3.864
2022-02-13,3.864
2022-02-14,3.891
2022-02-15,3.778
2022-02-16,3.748
2022-02-17,3.906
2022-02-18,3.855
2022-02-19,3.855
2022-02-20,3.855
2022-02-21,3.855
2022-02-22,3.878
2022-02-23,4.013
2022-02-24,3.941
2022-02-25,3.846
2022-02-26,3.846
2022-02-27,3.846
2022-02-28,3.842
2022-03-01,3.989
2022-03-02,3.972
2022-03-03,4.191
2022-03-04,4.226
2022-03-05,4.226
2022-03-06,4.226
2022-03-07,4.737
2022-03-08,4.547
2022-03-09,4.34
2022-03-10,4.28
2022-03-11,4.326
2022-03-12,4.326
2022-03-13,4.326
2022-03-14,4.493
2022-03-15,4.486
2022-03-16,4.303
2022-03-17,4.278
2022-03-18,4.176
2022-03-19,4.176
2022-03-20,4.176
2022-03-21,4.254
2022-03-22,4.227
2022-03-23,4.261
2022-03-24,4.14
2022-03-25,4.208
2022-03-26,4.208
2022-03-27,4.208
2022-03-28,4.191
2022-03-29,4.065
2022-03-30,4.149
2022-03-31,4.108
2022-04-01,4.199
2022-04-02,4.199
2022-04-03,4.199
2022-04-04,4.16
2022-04-05,4.217
2022-04-06,4.251
2022-04-07,4.298
2022-04-08,4.283
2022-04-09,4.283
2022-04-10,4.283
2022-04-11,4.28
2022-04-12,4.177
2022-04-13,4.144
2022-04-14,4.148
2022-04-15,4.148
2022-04-16,4.148
2022-04-17,4.148
2022-04-18,4.111
2022-04-19,4.027
2022-04-20,3.992
2022-04-21,3.95
2022-04-22,4.068
2022-04-23,4.068
2022-04-24,4.068
2022-04-25,3.948
2022-04-26,4.147
2022-04-27,4.172
2022-04-28,4.072
2022-04-29,4.139
2022-04-30,4.139
2022-05-01,4.139
2022-05-02,4.106
2022-05-03,4.174
2022-05-04,4.147
2022-05-05,4.276
2022-05-06,4.191
2022-05-07,4.191
2022-05-08,4.191
2022-05-09,4.358
2022-05-10,4.297
2022-05-11,4.488
2022-05-12,4.391
2022-05-13,4.258
2022-05-14,4.258
2022-05-15,4.258
2022-05-16,4.315
2022-05-17,4.227
2022-05-18,4.564
2022-05-19,4.674
2022-05-20,4.691
2022-05-21,4.691
2022-05-22,4.691
2022-05-23,4.684
2022-05-24,4.751
2022-05-25,4.539
2022-05-26,4.359
2022-05-27,4.326
2022-05-28,4.326
2022-05-29,4.326
2022-05-30,4.326
2022-05-31,4.362
2022-06-01,4.4
2022-06-02,4.298
2022-06-03,4.335
2022-06-04,4.335
2022-06-05,4.335
2022-06-06,4.33
2022-06-07,4.365
2022-06-08,4.384
2022-06-09,4.417
2022-06-10,4.546
2022-06-11,4.546
2022-06-12,4.546
2022-06-13,4.771
2022-06-14,4.782
2022-06-15,4.679
2022-06-16,4.876
2022-06-17,4.775
2022-06-18,4.775
2022-06-19,4.775
2022-06-20,4.775
2022-06-21,4.796
2022-06-22,4.737
2022-06-23,4.796
2022-06-24,4.644
2022-06-25,4.644
2022-06-26,4.644
2022-06-27,4.564
2022-06-28,4.834
2022-06-29,4.887
2022-06-30,4.919
2022-07-01,4.926
2022-07-02,4.926
2022-07-03,4.926
2022-07-04,4.926
2022-07-05,4.753
2022-07-06,4.826
2022-07-07,4.753
2022-07-08,4.774
2022-07-09,4.774
2022-07-10,4.774
2022-07-11,4.829
2022-07-12,4.813
2022-07-13,4.793
2022-07-14,4.833
2022-07-15,4.646
2022-07-16,4.646
2022-07-17,4.646
2022-07-18,4.672
2022-07-19,4.526
2022-07-20,4.463
2022-07-21,4.47
2022-07-22,4.483
2022-07-23,4.483
2022-07-24,4.483
2022-07-25,4.557
2022-07-26,4.702
2022-07-27,4.456
2022-07-28,4.276
2022-07-29,4.348
2022-07-30,4.348
2022-07-31,4.348
2022-08-01,4.338
2022-08-02,4.36
2022-08-03,4.266
2022-08-04,4.303
2022-08-05,4.38
2022-08-06,4.38
2022-08-07,4.38
2022-08-08,4.318
2022-08-09,4.303
2022-08-10,4.167
2022-08-11,4.156
2022-08-12,4.103
2022-08-13,4.103
2022-08-14,4.103
2022-08-15,4.094
2022-08-16,4.028
2022-08-17,4.079
2022-08-18,4.089
2022-08-19,4.193
2022-08-20,4.193
2022-08-21,4.193
2022-08-22,4.257
2022-08-23,4.263
2022-08-24,4.239
2022-08-25,4.143
2022-08-26,4.331
2022-08-27,4.331
2022-08-28,4.331
2022-08-29,4.34
2022-08-30,4.387
2022-08-31,4.375
2022-09-01,4.298
2022-09-02,4.324
2022-09-03,4.324
2022-09-04,4.324
2022-09-05,4.324
2022-09-06,4.393
2022-09-07,4.248
2022-09-08,4.17
2022-09-09,4.151
2022-09-10,4.151
2022-09-11,4.151
2022-09-12,4.068
2022-09-13,4.229
2022-09-14,4.177
2022-09-15,4.173
2022-09-16,4.331
2022-09-17,4.331
2022-09-18,4.331
2022-09-19,4.238
2022-09-20,4.231
2022-09-21,4.279
2022-09-22,4.338
2022-09-23,4.589
2022-09-24,4.589
2022-09-25,4.589
2022-09-26,4.635
2022-09-27,4.544
2022-09-28,4.397
2022-09-29,4.343
2022-09-30,4.446
2022-10-01,4.446
2022-10-02,4.446
2022-10-03,4.463
2022-10-04,4.233
2022-10-05,4.205
2022-10-06,4.282
2022-10-07,4.412
2022-10-08,4.412
2022-10-09,4.412
2022-10-10,4.378
2022-10-11,4.315
2022-10-12,4.229
2022-10-13,4.143
2022-10-14,4.237
2022-10-15,4.237
2022-10-16,4.237
2022-10-17,4.175
2022-10-18,4.129
2022-10-19,4.142
2022-10-20,4.166
2022-10-21,4.132
2022-10-22,4.132
2022-10-23,4.132
2022-10-24,4.111
2022-10-25,4.052
2022-10-26,3.977
2022-10-27,3.915
2022-10-28,3.866
2022-10-29,3.866
2022-10-30,3.866
2022-10-31,3.849
2022-11-01,3.851
2022-11-02,3.943
2022-11-03,3.95
2022-11-04,3.898
2022-11-05,3.898
2022-11-06,3.898
2022-11-07,3.94
2022-11-08,3.931
2022-11-09,3.945
2022-11-10,3.791
2022-11-11,3.903
2022-11-12,3.903
2022-11-13,3.903
2022-11-14,3.865
2022-11-15,3.85
2022-11-16,3.788
2022-11-17,3.772
2022-11-18,3.744
2022-11-19,3.744
2022-11-20,3.744
2022-11-21,3.755
2022-11-22,3.723
2022-11-23,3.714
2022-11-24,3.714
2022-11-25,3.713
2022-11-26,3.713
2022-11-27,3.713
2022-11-28,3.752
2022-11-29,3.8
2022-11-30,3.748
2022-12-01,3.782
2022-12-02,3.787
2022-12-03,3.787
2022-12-04,3.787
2022-12-05,3.838
2022-12-06,3.856
2022-12-07,3.874
2022-12-08,3.832
2022-12-09,3.864
2022-12-10,3.864
2022-12-11,3.864
2022-12-12,3.813
2022-12-13,3.799
2022-12-14,3.827
2022-12-15,3.747
2022-12-16,3.837
2022-12-17,3.837
2022-12-18,3.837
2022-12-19,3.993
2022-12-20,3.957
2022-12-21,3.99
2022-12-22,4.026
2022-12-23,3.982
2022-12-24,3.982
2022-12-25,3.982
2022-12-26,3.982
2022-12-27,3.992
2022-12-28,3.961
2022-12-29,3.925
2022-12-30,3.975
2022-12-31,3.975
2023-01-01,3.975
2023-01-02,3.975
2023-01-03,3.929
2023-01-04,3.844
2023-01-05,3.811
2023-01-06,3.741
2023-01-07,3.741
2023-01-08,3.741
2023-01-09,3.682
2023-01-10,3.628
2023-01-11,3.644
2023-01-12,3.667
2023-01-13,3.64
2023-01-14,3.64
2023-01-15,3.64
2023-01-16,3.64
2023-01-17,3.66
2023-01-18,3.723
2023-01-19,3.751
2023-01-20,3.7
2023-01-21,3.7
2023-01-22,3.7
2023-01-23,3.682
2023-01-24,3.736
2023-01-25,3.69
2023-01-26,3.653
2023-01-27,3.583
2023-01-28,3.583
2023-01-29,3.583
2023-01-30,3.609
2023-01-31,3.583
2023-02-01,3.605
2023-02-02,3.584
2023-02-03,3.597
2023-02-04,3.597
2023-02-05,3.597
2023-02-06,3.54
2023-02-07,3.544
2023-02-08,3.572
2023-02-09,3.588
2023-02-10,3.606
2023-02-11,3.606
2023-02-12,3.606
2023-02-13,3.586
2023-02-14,3.624
2023-02-15,3.615
2023-02-16,3.638
2023-02-17,3.629
2023-02-18,3.629
2023-02-19,3.629
2023-02-20,3.629
2023-02-21,3.586
2023-02-22,3.561
2023-02-23,3.576
2023-02-24,3.669
2023-02-25,3.669
2023-02-26,3.669
2023-02-27,3.716
2023-02-28,3.708
2023-03-01,3.691
2023-03-02,3.603
2023-03-03,3.599
2023-03-04,3.599
2023-03-05,3.599
2023-03-06,3.576
2023-03-07,3.618
2023-03-08,3.638
2023-03-09,3.665
2023-03-10,3.683
2023-03-11,3.683
2023-03-12,3.683
2023-03-13,3.631
2023-03-14,3.593
2023-03-15,3.588
2023-03-16,3.526
2023-03-17,3.57
2023-03-18,3.57
2023-03-19,3.57
2023-03-20,3.616
2023-03-21,3.574
2023-03-22,3.606
2023-03-23,3.669
2023-03-24,3.528
2023-03-25,3.528
2023-03-26,3.528
2023-03-27,3.498
2023-03-28,3.483
2023-03-29,3.479
2023-03-30,3.496
2023-03-31,3.468
2023-04-01,3.468
2023-04-02,3.468
2023-04-03,3.496
2023-04-04,3.515
2023-04-05,3.515
2023-04-06,3.566
2023-04-07,3.566
2023-04-08,3.566
2023-04-09,3.566
2023-04-10,3.523
2023-04-11,3.478
2023-04-12,3.518
2023-04-13,3.478
2023-04-14,3.497
2023-04-15,3.497
2023-04-16,3.497
2023-04-17,3.512
2023-04-18,3.511
2023-04-19,3.517
2023-04-20,3.555
2023-04-21,3.517
2023-04-22,3.517
2023-04-23,3.517
2023-04-24,3.578
2023-04-25,3.647
2023-04-26,3.596
2023-04-27,3.532
2023-04-28,3.515
2023-04-29,3.515
2023-04-30,3.515
2023-05-01,3.531
2023-05-02,3.518
2023-05-03,3.526
2023-05-04,3.493
2023-05-05,3.489
2023-05-06,3.489
2023-05-07,3.489
2023-05-08,3.555
2023-05-09,3.553
2023-05-10,3.583
2023-05-11,3.633
2023-05-12,3.595
2023-05-13,3.595
2023-05-14,3.595
2023-05-15,3.516
2023-05-16,3.487
2023-05-17,3.366
2023-05-18,3.294
2023-05-19,3.309
2023-05-20,3.309
2023-05-21,3.309
2023-05-22,3.306
2023-05-23,3.319
2023-05-24,3.321
2023-05-25,3.31
2023-05-26,3.305
2023-05-27,3.305
2023-05-28,3.305
2023-05-29,3.305
2023-05-30,3.323
2023-05-31,3.362
2023-06-01,3.295
2023-06-02,3.249
2023-06-03,3.249
2023-06-04,3.249
2023-06-05,3.309
2023-06-06,3.268
2023-06-07,3.242
2023-06-08,3.262
2023-06-09,3.292
2023-06-10,3.292
2023-06-11,3.292
2023-06-12,3.23
2023-06-13,3.21
2023-06-14,3.179
2023-06-15,3.194
2023-06-16,3.306
2023-06-17,3.306
2023-06-18,3.306
2023-06-19,3.306
2023-06-20,3.31
2023-06-21,3.298
2023-06-22,3.377
2023-06-23,3.34
2023-06-24,3.34
2023-06-25,3.34
