,SCHW US Equity
2020-07-11,2.178
2020-07-12,2.178
2020-07-13,2.202
2020-07-14,2.194
2020-07-15,2.126
2020-07-16,2.171
2020-07-17,2.267
2020-07-18,2.267
2020-07-19,2.267
2020-07-20,2.24
2020-07-21,2.151
2020-07-22,2.175
2020-07-23,2.153
2020-07-24,2.17
2020-07-25,2.17
2020-07-26,2.17
2020-07-27,2.24
2020-07-28,2.252
2020-07-29,2.224
2020-07-30,2.258
2020-07-31,2.287
2020-08-01,2.287
2020-08-02,2.287
2020-08-03,2.274
2020-08-04,2.233
2020-08-05,2.217
2020-08-06,2.276
2020-08-07,2.215
2020-08-08,2.215
2020-08-09,2.215
2020-08-10,2.231
2020-08-11,2.157
2020-08-12,2.164
2020-08-13,2.179
2020-08-14,2.152
2020-08-15,2.152
2020-08-16,2.152
2020-08-17,2.178
2020-08-18,2.158
2020-08-19,2.112
2020-08-20,2.183
2020-08-21,2.189
2020-08-22,2.189
2020-08-23,2.189
2020-08-24,2.147
2020-08-25,2.121
2020-08-26,2.129
2020-08-27,2.09
2020-08-28,2.079
2020-08-29,2.079
2020-08-30,2.079
2020-08-31,2.122
2020-09-01,2.106
2020-09-02,2.096
2020-09-03,2.131
2020-09-04,2.083
2020-09-05,2.083
2020-09-06,2.083
2020-09-07,2.083
2020-09-08,2.176
2020-09-09,2.153
2020-09-10,2.176
2020-09-11,2.14
2020-09-12,2.14
2020-09-13,2.14
2020-09-14,2.111
2020-09-15,2.17
2020-09-16,2.111
2020-09-17,2.106
2020-09-18,2.093
2020-09-19,2.093
2020-09-20,2.093
2020-09-21,2.14
2020-09-22,2.156
2020-09-23,2.168
2020-09-24,2.195
2020-09-25,2.158
2020-09-26,2.158
2020-09-27,2.158
2020-09-28,2.083
2020-09-29,2.108
2020-09-30,2.081
2020-10-01,1.999
2020-10-02,2.002
2020-10-03,2.002
2020-10-04,2.002
2020-10-05,2.041
2020-10-06,2.052
2020-10-07,1.996
2020-10-08,1.998
2020-10-09,1.973
2020-10-10,1.973
2020-10-11,1.973
2020-10-12,2.069
2020-10-13,2.116
2020-10-14,2.144
2020-10-15,2.039
2020-10-16,2.026
2020-10-17,2.026
2020-10-18,2.026
2020-10-19,2.047
2020-10-20,2.034
2020-10-21,2.045
2020-10-22,1.984
2020-10-23,1.973
2020-10-24,1.973
2020-10-25,1.973
2020-10-26,2.033
2020-10-27,2.069
2020-10-28,2.087
2020-10-29,1.975
2020-10-30,1.936
2020-10-31,1.936
2020-11-01,1.936
2020-11-02,1.929
2020-11-03,1.838
2020-11-04,1.916
2020-11-05,1.888
2020-11-06,1.902
2020-11-07,1.902
2020-11-08,1.902
2020-11-09,1.74
2020-11-10,1.685
2020-11-11,1.692
2020-11-12,1.743
2020-11-13,1.724
2020-11-14,1.724
2020-11-15,1.724
2020-11-16,1.691
2020-11-17,1.621
2020-11-18,1.662
2020-11-19,1.684
2020-11-20,1.701
2020-11-21,1.701
2020-11-22,1.701
2020-11-23,1.644
2020-11-24,1.576
2020-11-25,1.577
2020-11-26,1.577
2020-11-27,1.579
2020-11-28,1.579
2020-11-29,1.579
2020-11-30,1.608
2020-12-01,1.568
2020-12-02,1.543
2020-12-03,1.536
2020-12-04,1.539
2020-12-05,1.539
2020-12-06,1.539
2020-12-07,1.546
2020-12-08,1.552
2020-12-09,1.552
2020-12-10,1.566
2020-12-11,1.587
2020-12-12,1.587
2020-12-13,1.587
2020-12-14,1.574
2020-12-15,1.537
2020-12-16,1.518
2020-12-17,1.515
2020-12-18,1.509
2020-12-19,1.509
2020-12-20,1.509
2020-12-21,1.516
2020-12-22,1.519
2020-12-23,1.499
2020-12-24,1.507
2020-12-25,1.507
2020-12-26,1.507
2020-12-27,1.507
2020-12-28,1.482
2020-12-29,1.493
2020-12-30,1.497
2020-12-31,1.479
2021-01-01,1.479
2021-01-02,1.479
2021-01-03,1.479
2021-01-04,1.477
2021-01-05,1.477
2021-01-06,1.358
2021-01-07,1.32
2021-01-08,1.321
2021-01-09,1.321
2021-01-10,1.321
2021-01-11,1.294
2021-01-12,1.273
2021-01-13,1.31
2021-01-14,1.314
2021-01-15,1.327
2021-01-16,1.327
2021-01-17,1.327
2021-01-18,1.327
2021-01-19,1.316
2021-01-20,1.33
2021-01-21,1.328
2021-01-22,1.334
2021-01-23,1.334
2021-01-24,1.334
2021-01-25,1.365
2021-01-26,1.386
2021-01-27,1.462
2021-01-28,1.45
2021-01-29,1.512
2021-01-30,1.512
2021-01-31,1.512
2021-02-01,1.46
2021-02-02,1.429
2021-02-03,1.458
2021-02-04,1.412
2021-02-05,1.398
2021-02-06,1.398
2021-02-07,1.398
2021-02-08,1.395
2021-02-09,1.385
2021-02-10,1.399
2021-02-11,1.389
2021-02-12,1.335
2021-02-13,1.335
2021-02-14,1.335
2021-02-15,1.335
2021-02-16,1.275
2021-02-17,1.267
2021-02-18,1.254
2021-02-19,1.255
2021-02-20,1.255
2021-02-21,1.255
2021-02-22,1.234
2021-02-23,1.24
2021-02-24,1.206
2021-02-25,1.231
2021-02-26,1.259
2021-02-27,1.259
2021-02-28,1.259
2021-03-01,1.212
2021-03-02,1.218
2021-03-03,1.196
2021-03-04,1.199
2021-03-05,1.195
2021-03-06,1.195
2021-03-07,1.195
2021-03-08,1.205
2021-03-09,1.219
2021-03-10,1.195
2021-03-11,1.17
2021-03-12,1.148
2021-03-13,1.148
2021-03-14,1.148
2021-03-15,1.171
2021-03-16,1.187
2021-03-17,1.182
2021-03-18,1.176
2021-03-19,1.176
2021-03-20,1.176
2021-03-21,1.176
2021-03-22,1.199
2021-03-23,1.226
2021-03-24,1.212
2021-03-25,1.193
2021-03-26,1.182
2021-03-27,1.182
2021-03-28,1.182
2021-03-29,1.212
2021-03-30,1.2
2021-03-31,1.192
2021-04-01,1.177
2021-04-02,1.177
2021-04-03,1.177
2021-04-04,1.177
2021-04-05,1.148
2021-04-06,1.162
2021-04-07,1.166
2021-04-08,1.17
2021-04-09,1.157
2021-04-10,1.157
2021-04-11,1.157
2021-04-12,1.155
2021-04-13,1.174
2021-04-14,1.16
2021-04-15,1.194
2021-04-16,1.208
2021-04-17,1.208
2021-04-18,1.208
2021-04-19,1.187
2021-04-20,1.228
2021-04-21,1.196
2021-04-22,1.207
2021-04-23,1.165
2021-04-24,1.165
2021-04-25,1.165
2021-04-26,1.154
2021-04-27,1.123
2021-04-28,1.119
2021-04-29,1.091
2021-04-30,1.111
2021-05-01,1.111
2021-05-02,1.111
2021-05-03,1.102
2021-05-04,1.116
2021-05-05,1.102
2021-05-06,1.093
2021-05-07,1.09
2021-05-08,1.09
2021-05-09,1.09
2021-05-10,1.1
2021-05-11,1.107
2021-05-12,1.131
2021-05-13,1.107
2021-05-14,1.065
2021-05-15,1.065
2021-05-16,1.065
2021-05-17,1.068
2021-05-18,1.1
2021-05-19,1.095
2021-05-20,1.103
2021-05-21,1.081
2021-05-22,1.081
2021-05-23,1.081
2021-05-24,1.074
2021-05-25,1.089
2021-05-26,1.09
2021-05-27,1.056
2021-05-28,1.056
2021-05-29,1.056
2021-05-30,1.056
2021-05-31,1.056
2021-06-01,1.045
2021-06-02,1.041
2021-06-03,1.026
2021-06-04,1.03
2021-06-05,1.03
2021-06-06,1.03
2021-06-07,1.044
2021-06-08,1.038
2021-06-09,1.071
2021-06-10,1.074
2021-06-11,1.055
2021-06-12,1.055
2021-06-13,1.055
2021-06-14,1.083
2021-06-15,1.075
2021-06-16,1.058
2021-06-17,1.081
2021-06-18,1.117
2021-06-19,1.117
2021-06-20,1.117
2021-06-21,1.072
2021-06-22,1.076
2021-06-23,1.07
2021-06-24,1.063
2021-06-25,1.057
2021-06-26,1.057
2021-06-27,1.057
2021-06-28,1.064
2021-06-29,1.065
2021-06-30,1.071
2021-07-01,1.06
2021-07-02,1.071
2021-07-03,1.071
2021-07-04,1.071
2021-07-05,1.071
2021-07-06,1.102
2021-07-07,1.113
2021-07-08,1.16
2021-07-09,1.117
2021-07-10,1.117
2021-07-11,1.117
2021-07-12,1.099
2021-07-13,1.098
2021-07-14,1.123
2021-07-15,1.117
2021-07-16,1.156
2021-07-17,1.156
2021-07-18,1.156
2021-07-19,1.195
2021-07-20,1.172
2021-07-21,1.145
2021-07-22,1.185
2021-07-23,1.173
2021-07-24,1.173
2021-07-25,1.173
2021-07-26,1.171
2021-07-27,1.182
2021-07-28,1.174
2021-07-29,1.162
2021-07-30,1.172
2021-07-31,1.172
2021-08-01,1.172
2021-08-02,1.176
2021-08-03,1.182
2021-08-04,1.177
2021-08-05,1.149
2021-08-06,1.107
2021-08-07,1.107
2021-08-08,1.107
2021-08-09,1.085
2021-08-10,1.069
2021-08-11,1.065
2021-08-12,1.054
2021-08-13,1.074
2021-08-14,1.074
2021-08-15,1.074
2021-08-16,1.085
2021-08-17,1.096
2021-08-18,1.104
2021-08-19,1.118
2021-08-20,1.104
2021-08-21,1.104
2021-08-22,1.104
2021-08-23,1.099
2021-08-24,1.072
2021-08-25,1.066
2021-08-26,1.079
2021-08-27,1.048
2021-08-28,1.048
2021-08-29,1.048
2021-08-30,1.082
2021-08-31,1.091
2021-09-01,1.086
2021-09-02,1.09
2021-09-03,1.102
2021-09-04,1.102
2021-09-05,1.102
2021-09-06,1.102
2021-09-07,1.102
2021-09-08,1.11
2021-09-09,1.099
2021-09-10,1.112
2021-09-11,1.112
2021-09-12,1.112
2021-09-13,1.105
2021-09-14,1.14
2021-09-15,1.117
2021-09-16,1.123
2021-09-17,1.128
2021-09-18,1.128
2021-09-19,1.128
2021-09-20,1.155
2021-09-21,1.161
2021-09-22,1.129
2021-09-23,1.07
2021-09-24,1.051
2021-09-25,1.051
2021-09-26,1.051
2021-09-27,1.027
2021-09-28,1.043
2021-09-29,1.054
2021-09-30,1.091
2021-10-01,1.068
2021-10-02,1.068
2021-10-03,1.068
2021-10-04,1.085
2021-10-05,1.047
2021-10-06,1.05
2021-10-07,1.04
2021-10-08,1.027
2021-10-09,1.027
2021-10-10,1.027
2021-10-11,1.037
2021-10-12,1.169
2021-10-13,1.184
2021-10-14,1.198
2021-10-15,1.156
2021-10-16,1.156
2021-10-17,1.156
2021-10-18,1.161
2021-10-19,1.147
2021-10-20,1.146
2021-10-21,1.137
2021-10-22,1.12
2021-10-23,1.12
2021-10-24,1.12
2021-10-25,1.128
2021-10-26,1.126
2021-10-27,1.153
2021-10-28,1.141
2021-10-29,1.14
2021-10-30,1.14
2021-10-31,1.14
2021-11-01,1.143
2021-11-02,1.144
2021-11-03,1.123
2021-11-04,1.148
2021-11-05,1.153
2021-11-06,1.153
2021-11-07,1.153
2021-11-08,1.145
2021-11-09,1.158
2021-11-10,1.156
2021-11-11,1.147
2021-11-12,1.137
2021-11-13,1.137
2021-11-14,1.137
2021-11-15,1.139
2021-11-16,1.141
2021-11-17,1.146
2021-11-18,1.142
2021-11-19,1.257
2021-11-20,1.257
2021-11-21,1.257
2021-11-22,1.23
2021-11-23,1.215
2021-11-24,1.212
2021-11-25,1.212
2021-11-26,1.273
2021-11-27,1.273
2021-11-28,1.273
2021-11-29,1.203
2021-11-30,1.245
2021-12-01,1.259
2021-12-02,1.202
2021-12-03,1.228
2021-12-04,1.228
2021-12-05,1.228
2021-12-06,1.199
2021-12-07,1.185
2021-12-08,1.186
2021-12-09,1.194
2021-12-10,1.192
2021-12-11,1.192
2021-12-12,1.192
2021-12-13,1.213
2021-12-14,1.192
2021-12-15,1.18
2021-12-16,1.148
2021-12-17,1.161
2021-12-18,1.161
2021-12-19,1.161
2021-12-20,1.194
2021-12-21,1.158
2021-12-22,1.142
2021-12-23,1.131
2021-12-24,1.131
2021-12-25,1.131
2021-12-26,1.131
2021-12-27,1.122
2021-12-28,1.127
2021-12-29,1.134
2021-12-30,1.14
2021-12-31,1.145
2022-01-01,1.145
2022-01-02,1.145
2022-01-03,1.123
2022-01-04,1.071
2022-01-05,1.079
2022-01-06,1.062
2022-01-07,1.05
2022-01-08,1.05
2022-01-09,1.05
2022-01-10,1.051
2022-01-11,1.026
2022-01-12,1.016
2022-01-13,1.032
2022-01-14,1.008
2022-01-15,1.008
2022-01-16,1.008
2022-01-17,1.008
2022-01-18,1.045
2022-01-19,1.049
2022-01-20,1.05
2022-01-21,1.076
2022-01-22,1.076
2022-01-23,1.076
2022-01-24,1.082
2022-01-25,1.085
2022-01-26,1.067
2022-01-27,1.07
2022-01-28,1.08
2022-01-29,1.08
2022-01-30,1.08
2022-01-31,1.148
2022-02-01,1.117
2022-02-02,1.113
2022-02-03,1.131
2022-02-04,1.094
2022-02-05,1.094
2022-02-06,1.094
2022-02-07,1.08
2022-02-08,1.059
2022-02-09,1.11
2022-02-10,1.127
2022-02-11,1.175
2022-02-12,1.175
2022-02-13,1.175
2022-02-14,1.193
2022-02-15,1.168
2022-02-16,1.172
2022-02-17,1.217
2022-02-18,1.223
2022-02-19,1.223
2022-02-20,1.223
2022-02-21,1.223
2022-02-22,1.238
2022-02-23,1.268
2022-02-24,1.272
2022-02-25,1.221
2022-02-26,1.221
2022-02-27,1.221
2022-02-28,1.239
2022-03-01,1.344
2022-03-02,1.279
2022-03-03,1.297
2022-03-04,1.321
2022-03-05,1.321
2022-03-06,1.321
2022-03-07,1.371
2022-03-08,1.383
2022-03-09,1.318
2022-03-10,1.317
2022-03-11,1.307
2022-03-12,1.307
2022-03-13,1.307
2022-03-14,1.26
2022-03-15,1.261
2022-03-16,1.179
2022-03-17,1.168
2022-03-18,1.165
2022-03-19,1.165
2022-03-20,1.165
2022-03-21,1.178
2022-03-22,1.138
2022-03-23,1.169
2022-03-24,1.153
2022-03-25,1.148
2022-03-26,1.148
2022-03-27,1.148
2022-03-28,1.142
2022-03-29,1.178
2022-03-30,1.197
2022-03-31,1.26
2022-04-01,1.271
2022-04-02,1.271
2022-04-03,1.271
2022-04-04,1.291
2022-04-05,1.298
2022-04-06,1.313
2022-04-07,1.312
2022-04-08,1.251
2022-04-09,1.251
2022-04-10,1.251
2022-04-11,1.253
2022-04-12,1.276
2022-04-13,1.219
2022-04-14,1.235
2022-04-15,1.235
2022-04-16,1.235
2022-04-17,1.235
2022-04-18,1.373
2022-04-19,1.338
2022-04-20,1.346
2022-04-21,1.405
2022-04-22,1.464
2022-04-23,1.464
2022-04-24,1.464
2022-04-25,1.464
2022-04-26,1.502
2022-04-27,1.501
2022-04-28,1.489
2022-04-29,1.552
2022-04-30,1.552
2022-05-01,1.552
2022-05-02,1.516
2022-05-03,1.482
2022-05-04,1.442
2022-05-05,1.46
2022-05-06,1.513
2022-05-07,1.513
2022-05-08,1.513
2022-05-09,1.59
2022-05-10,1.559
2022-05-11,1.546
2022-05-12,1.545
2022-05-13,1.529
2022-05-14,1.529
2022-05-15,1.529
2022-05-16,1.567
2022-05-17,1.539
2022-05-18,1.586
2022-05-19,1.547
2022-05-20,1.532
2022-05-21,1.532
2022-05-22,1.532
2022-05-23,1.485
2022-05-24,1.516
2022-05-25,1.473
2022-05-26,1.409
2022-05-27,1.373
2022-05-28,1.373
2022-05-29,1.373
2022-05-30,1.373
2022-05-31,1.383
2022-06-01,1.394
2022-06-02,1.353
2022-06-03,1.384
2022-06-04,1.384
2022-06-05,1.384
2022-06-06,1.425
2022-06-07,1.437
2022-06-08,1.475
2022-06-09,1.509
2022-06-10,1.558
2022-06-11,1.558
2022-06-12,1.558
2022-06-13,1.609
2022-06-14,1.587
2022-06-15,1.57
2022-06-16,1.586
2022-06-17,1.609
2022-06-18,1.609
2022-06-19,1.609
2022-06-20,1.609
2022-06-21,1.548
2022-06-22,1.546
2022-06-23,1.606
2022-06-24,1.546
2022-06-25,1.546
2022-06-26,1.546
2022-06-27,1.553
2022-06-28,1.553
2022-06-29,1.566
2022-06-30,1.577
2022-07-01,1.559
2022-07-02,1.559
2022-07-03,1.559
2022-07-04,1.559
2022-07-05,1.572
2022-07-06,1.656
2022-07-07,1.636
2022-07-08,1.634
2022-07-09,1.634
2022-07-10,1.634
2022-07-11,1.671
2022-07-12,1.69
2022-07-13,1.709
2022-07-14,1.736
2022-07-15,1.691
2022-07-16,1.691
2022-07-17,1.691
2022-07-18,1.717
2022-07-19,1.664
2022-07-20,1.674
2022-07-21,1.666
2022-07-22,1.665
2022-07-23,1.665
2022-07-24,1.665
2022-07-25,1.647
2022-07-26,1.714
2022-07-27,1.678
2022-07-28,1.564
2022-07-29,1.578
2022-07-30,1.578
2022-07-31,1.578
2022-08-01,1.569
2022-08-02,1.598
2022-08-03,1.565
2022-08-04,1.564
2022-08-05,1.557
2022-08-06,1.557
2022-08-07,1.557
2022-08-08,1.577
2022-08-09,1.564
2022-08-10,1.543
2022-08-11,1.483
2022-08-12,1.41
2022-08-13,1.41
2022-08-14,1.41
2022-08-15,1.394
2022-08-16,1.37
2022-08-17,1.402
2022-08-18,1.371
2022-08-19,1.406
2022-08-20,1.406
2022-08-21,1.406
2022-08-22,1.431
2022-08-23,1.426
2022-08-24,1.416
2022-08-25,1.403
2022-08-26,1.444
2022-08-27,1.444
2022-08-28,1.444
2022-08-29,1.443
2022-08-30,1.432
2022-08-31,1.446
2022-09-01,1.43
2022-09-02,1.458
2022-09-03,1.458
2022-09-04,1.458
2022-09-05,1.458
2022-09-06,1.456
2022-09-07,1.429
2022-09-08,1.402
2022-09-09,1.379
2022-09-10,1.379
2022-09-11,1.379
2022-09-12,1.372
2022-09-13,1.409
2022-09-14,1.413
2022-09-15,1.416
2022-09-16,1.43
2022-09-17,1.43
2022-09-18,1.43
2022-09-19,1.395
2022-09-20,1.401
2022-09-21,1.41
2022-09-22,1.426
2022-09-23,1.45
2022-09-24,1.45
2022-09-25,1.45
2022-09-26,1.45
2022-09-27,1.435
2022-09-28,1.403
2022-09-29,1.415
2022-09-30,1.43
2022-10-01,1.43
2022-10-02,1.43
2022-10-03,1.404
2022-10-04,1.349
2022-10-05,1.354
2022-10-06,1.372
2022-10-07,1.403
2022-10-08,1.403
2022-10-09,1.403
2022-10-10,1.417
2022-10-11,1.453
2022-10-12,1.461
2022-10-13,1.422
2022-10-14,1.527
2022-10-15,1.527
2022-10-16,1.527
2022-10-17,1.605
2022-10-18,1.589
2022-10-19,1.587
2022-10-20,1.604
2022-10-21,1.555
2022-10-22,1.555
2022-10-23,1.555
2022-10-24,1.547
2022-10-25,1.509
2022-10-26,1.499
2022-10-27,1.414
2022-10-28,1.37
2022-10-29,1.37
2022-10-30,1.37
2022-10-31,1.379
2022-11-01,1.375
2022-11-02,1.392
2022-11-03,1.391
2022-11-04,1.39
2022-11-05,1.39
2022-11-06,1.39
2022-11-07,1.382
2022-11-08,1.382
2022-11-09,1.402
2022-11-10,1.397
2022-11-11,1.401
2022-11-12,1.401
2022-11-13,1.401
2022-11-14,1.435
2022-11-15,1.402
2022-11-16,1.418
2022-11-17,1.409
2022-11-18,1.375
2022-11-19,1.375
2022-11-20,1.375
2022-11-21,1.368
2022-11-22,1.347
2022-11-23,1.344
2022-11-24,1.344
2022-11-25,1.341
2022-11-26,1.341
2022-11-27,1.341
2022-11-28,1.371
2022-11-29,1.362
2022-11-30,1.326
2022-12-01,1.339
2022-12-02,1.327
2022-12-03,1.327
2022-12-04,1.327
2022-12-05,1.347
2022-12-06,1.358
2022-12-07,1.365
2022-12-08,1.364
2022-12-09,1.371
2022-12-10,1.371
2022-12-11,1.371
2022-12-12,1.363
2022-12-13,1.408
2022-12-14,1.416
2022-12-15,1.424
2022-12-16,1.404
2022-12-17,1.404
2022-12-18,1.404
2022-12-19,1.402
2022-12-20,1.38
2022-12-21,1.351
2022-12-22,1.358
2022-12-23,1.356
2022-12-24,1.356
2022-12-25,1.356
2022-12-26,1.356
2022-12-27,1.349
2022-12-28,1.346
2022-12-29,1.341
2022-12-30,1.332
2022-12-31,1.332
2023-01-01,1.332
2023-01-02,1.332
2023-01-03,1.353
2023-01-04,1.33
2023-01-05,1.338
2023-01-06,1.315
2023-01-07,1.315
2023-01-08,1.315
2023-01-09,1.302
2023-01-10,1.299
2023-01-11,1.333
2023-01-12,1.332
2023-01-13,1.34
2023-01-14,1.34
2023-01-15,1.34
2023-01-16,1.34
2023-01-17,1.332
2023-01-18,1.388
2023-01-19,1.48
2023-01-20,1.469
2023-01-21,1.469
2023-01-22,1.469
2023-01-23,1.455
2023-01-24,1.427
2023-01-25,1.428
2023-01-26,1.449
2023-01-27,1.538
2023-01-28,1.538
2023-01-29,1.538
2023-01-30,1.532
2023-01-31,1.502
2023-02-01,1.486
2023-02-02,1.518
2023-02-03,1.472
2023-02-04,1.472
2023-02-05,1.472
2023-02-06,1.456
2023-02-07,1.432
2023-02-08,1.443
2023-02-09,1.457
2023-02-10,1.441
2023-02-11,1.441
2023-02-12,1.441
2023-02-13,1.442
2023-02-14,1.435
2023-02-15,1.441
2023-02-16,1.443
2023-02-17,1.443
2023-02-18,1.443
2023-02-19,1.443
2023-02-20,1.443
2023-02-21,1.451
2023-02-22,1.449
2023-02-23,1.468
2023-02-24,1.438
2023-02-25,1.438
2023-02-26,1.438
2023-02-27,1.489
2023-02-28,1.488
2023-03-01,1.498
2023-03-02,1.524
2023-03-03,1.498
2023-03-04,1.498
2023-03-05,1.498
2023-03-06,1.513
2023-03-07,1.555
2023-03-08,1.529
2023-03-09,1.753
2023-03-10,1.985
2023-03-11,1.985
2023-03-12,1.985
2023-03-13,2.231
2023-03-14,2.033
2023-03-15,1.935
2023-03-16,1.991
2023-03-17,2.003
2023-03-18,2.003
2023-03-19,2.003
2023-03-20,1.997
2023-03-21,1.884
2023-03-22,1.992
2023-03-23,2.119
2023-03-24,2.104
2023-03-25,2.104
2023-03-26,2.104
2023-03-27,2.043
2023-03-28,2.081
2023-03-29,2.03
2023-03-30,2.124
2023-03-31,2.128
2023-04-01,2.128
2023-04-02,2.128
2023-04-03,2.161
2023-04-04,2.229
2023-04-05,2.22
2023-04-06,2.184
2023-04-07,2.184
2023-04-08,2.184
2023-04-09,2.184
2023-04-10,2.084
2023-04-11,2.084
2023-04-12,2.076
2023-04-13,2.093
2023-04-14,2.123
2023-04-15,2.123
2023-04-16,2.123
2023-04-17,2.06
2023-04-18,1.973
2023-04-19,1.918
2023-04-20,1.975
2023-04-21,1.983
2023-04-22,1.983
2023-04-23,1.983
2023-04-24,2.008
2023-04-25,2.096
2023-04-26,2.114
2023-04-27,2.068
2023-04-28,2.048
2023-04-29,2.048
2023-04-30,2.048
2023-05-01,2.065
2023-05-02,2.135
2023-05-03,2.227
2023-05-04,2.258
2023-05-05,2.173
2023-05-06,2.173
2023-05-07,2.173
2023-05-08,2.246
2023-05-09,2.231
2023-05-10,2.25
2023-05-11,2.229
2023-05-12,2.174
2023-05-13,2.174
2023-05-14,2.174
2023-05-15,2.087
2023-05-16,2.122
2023-05-17,2.052
2023-05-18,2.054
2023-05-19,2.058
2023-05-20,2.058
2023-05-21,2.058
2023-05-22,2.046
2023-05-23,2.014
2023-05-24,2.041
2023-05-25,1.96
2023-05-26,1.977
2023-05-27,1.977
2023-05-28,1.977
2023-05-29,1.977
2023-05-30,1.971
2023-05-31,2.014
2023-06-01,2.013
2023-06-02,1.952
2023-06-03,1.952
2023-06-04,1.952
2023-06-05,1.95
2023-06-06,1.943
2023-06-07,1.907
2023-06-08,1.928
2023-06-09,1.929
2023-06-10,1.929
2023-06-11,1.929
2023-06-12,1.966
2023-06-13,1.938
2023-06-14,1.952
2023-06-15,1.921
2023-06-16,1.96
2023-06-17,1.96
2023-06-18,1.96
2023-06-19,1.96
2023-06-20,1.977
2023-06-21,1.975
2023-06-22,2.004
