,FE US Equity
2020-08-12,6.92
2020-08-13,6.983
2020-08-14,7.047
2020-08-15,7.047
2020-08-16,7.047
2020-08-17,7.142
2020-08-18,7.157
2020-08-19,7.217
2020-08-20,7.288
2020-08-21,7.353
2020-08-22,7.353
2020-08-23,7.353
2020-08-24,7.301
2020-08-25,7.398
2020-08-26,7.379
2020-08-27,7.356
2020-08-28,7.301
2020-08-29,7.301
2020-08-30,7.301
2020-08-31,7.229
2020-09-01,7.314
2020-09-02,7.093
2020-09-03,7.033
2020-09-04,7.05
2020-09-05,7.05
2020-09-06,7.05
2020-09-07,7.05
2020-09-08,7.115
2020-09-09,7.113
2020-09-10,7.135
2020-09-11,7.067
2020-09-12,7.067
2020-09-13,7.067
2020-09-14,6.988
2020-09-15,7.062
2020-09-16,6.965
2020-09-17,7.002
2020-09-18,7.205
2020-09-19,7.205
2020-09-20,7.205
2020-09-21,7.288
2020-09-22,7.304
2020-09-23,7.566
2020-09-24,7.41
2020-09-25,7.296
2020-09-26,7.296
2020-09-27,7.296
2020-09-28,7.334
2020-09-29,7.296
2020-09-30,7.268
2020-10-01,7.255
2020-10-02,7.068
2020-10-03,7.068
2020-10-04,7.068
2020-10-05,6.976
2020-10-06,6.862
2020-10-07,6.828
2020-10-08,6.671
2020-10-09,6.684
2020-10-10,6.684
2020-10-11,6.684
2020-10-12,6.675
2020-10-13,6.664
2020-10-14,6.639
2020-10-15,6.622
2020-10-16,6.584
2020-10-17,6.584
2020-10-18,6.584
2020-10-19,6.576
2020-10-20,6.555
2020-10-21,6.454
2020-10-22,6.317
2020-10-23,6.266
2020-10-24,6.266
2020-10-25,6.266
2020-10-26,6.262
2020-10-27,6.249
2020-10-28,6.57
2020-10-29,6.56
2020-10-30,7.021
2020-10-31,7.021
2020-11-01,7.021
2020-11-02,6.972
2020-11-03,6.851
2020-11-04,6.981
2020-11-05,6.81
2020-11-06,6.885
2020-11-07,6.885
2020-11-08,6.885
2020-11-09,6.78
2020-11-10,6.828
2020-11-11,6.718
2020-11-12,6.824
2020-11-13,6.782
2020-11-14,6.782
2020-11-15,6.782
2020-11-16,7.023
2020-11-17,6.964
2020-11-18,7.01
2020-11-19,6.892
2020-11-20,7.148
2020-11-21,7.148
2020-11-22,7.148
2020-11-23,7.223
2020-11-24,7.507
2020-11-25,7.535
2020-11-26,7.535
2020-11-27,7.49
2020-11-28,7.49
2020-11-29,7.49
2020-11-30,7.535
2020-12-01,7.366
2020-12-02,7.326
2020-12-03,7.174
2020-12-04,6.913
2020-12-05,6.913
2020-12-06,6.913
2020-12-07,6.791
2020-12-08,6.614
2020-12-09,6.532
2020-12-10,6.559
2020-12-11,6.524
2020-12-12,6.524
2020-12-13,6.524
2020-12-14,6.53
2020-12-15,6.312
2020-12-16,6.412
2020-12-17,6.498
2020-12-18,6.533
2020-12-19,6.533
2020-12-20,6.533
2020-12-21,6.609
2020-12-22,6.618
2020-12-23,6.767
2020-12-24,6.678
2020-12-25,6.678
2020-12-26,6.678
2020-12-27,6.678
2020-12-28,6.691
2020-12-29,6.671
2020-12-30,6.582
2020-12-31,6.475
2021-01-01,6.475
2021-01-02,6.475
2021-01-03,6.475
2021-01-04,6.716
2021-01-05,6.642
2021-01-06,6.541
2021-01-07,6.689
2021-01-08,6.626
2021-01-09,6.626
2021-01-10,6.626
2021-01-11,6.563
2021-01-12,6.564
2021-01-13,6.5
2021-01-14,6.405
2021-01-15,6.32
2021-01-16,6.32
2021-01-17,6.32
2021-01-18,6.32
2021-01-19,6.433
2021-01-20,6.326
2021-01-21,6.397
2021-01-22,6.357
2021-01-23,6.357
2021-01-24,6.357
2021-01-25,6.239
2021-01-26,6.225
2021-01-27,6.441
2021-01-28,6.441
2021-01-29,6.462
2021-01-30,6.462
2021-01-31,6.462
2021-02-01,6.375
2021-02-02,6.229
2021-02-03,6.135
2021-02-04,6.093
2021-02-05,6.084
2021-02-06,6.084
2021-02-07,6.084
2021-02-08,6.112
2021-02-09,6.037
2021-02-10,6.185
2021-02-11,6.31
2021-02-12,6.286
2021-02-13,6.286
2021-02-14,6.286
2021-02-15,6.286
2021-02-16,6.15
2021-02-17,6.146
2021-02-18,5.734
2021-02-19,5.754
2021-02-20,5.754
2021-02-21,5.754
2021-02-22,5.78
2021-02-23,5.705
2021-02-24,5.585
2021-02-25,5.709
2021-02-26,5.772
2021-02-27,5.772
2021-02-28,5.772
2021-03-01,5.726
2021-03-02,5.83
2021-03-03,5.814
2021-03-04,5.758
2021-03-05,5.76
2021-03-06,5.76
2021-03-07,5.76
2021-03-08,5.732
2021-03-09,5.488
2021-03-10,5.429
2021-03-11,5.413
2021-03-12,5.37
2021-03-13,5.37
2021-03-14,5.37
2021-03-15,5.321
2021-03-16,5.275
2021-03-17,5.329
2021-03-18,5.416
2021-03-19,5.381
2021-03-20,5.381
2021-03-21,5.381
2021-03-22,5.457
2021-03-23,5.454
2021-03-24,5.464
2021-03-25,5.476
2021-03-26,5.473
2021-03-27,5.473
2021-03-28,5.473
2021-03-29,5.357
2021-03-30,5.438
2021-03-31,5.407
2021-04-01,5.467
2021-04-02,5.467
2021-04-03,5.467
2021-04-04,5.467
2021-04-05,5.39
2021-04-06,5.39
2021-04-07,5.354
2021-04-08,5.361
2021-04-09,5.394
2021-04-10,5.394
2021-04-11,5.394
2021-04-12,5.433
2021-04-13,5.36
2021-04-14,5.36
2021-04-15,5.306
2021-04-16,5.281
2021-04-17,5.281
2021-04-18,5.281
2021-04-19,5.264
2021-04-20,5.17
2021-04-21,5.098
2021-04-22,5.16
2021-04-23,5.111
2021-04-24,5.111
2021-04-25,5.111
2021-04-26,5.112
2021-04-27,5.087
2021-04-28,5.012
2021-04-29,4.973
2021-04-30,4.946
2021-05-01,4.946
2021-05-02,4.946
2021-05-03,4.895
2021-05-04,4.963
2021-05-05,4.952
2021-05-06,4.961
2021-05-07,4.948
2021-05-08,4.948
2021-05-09,4.948
2021-05-10,4.93
2021-05-11,4.99
2021-05-12,5.094
2021-05-13,4.953
2021-05-14,4.936
2021-05-15,4.936
2021-05-16,4.936
2021-05-17,4.923
2021-05-18,4.928
2021-05-19,4.963
2021-05-20,4.925
2021-05-21,4.884
2021-05-22,4.884
2021-05-23,4.884
2021-05-24,4.895
2021-05-25,4.934
2021-05-26,4.94
2021-05-27,4.902
2021-05-28,4.897
2021-05-29,4.897
2021-05-30,4.897
2021-05-31,4.897
2021-06-01,4.883
2021-06-02,4.867
2021-06-03,4.825
2021-06-04,4.843
2021-06-05,4.843
2021-06-06,4.843
2021-06-07,4.813
2021-06-08,4.851
2021-06-09,4.823
2021-06-10,4.805
2021-06-11,4.789
2021-06-12,4.789
2021-06-13,4.789
2021-06-14,4.786
2021-06-15,4.775
2021-06-16,4.866
2021-06-17,4.921
2021-06-18,5.0
2021-06-19,5.0
2021-06-20,5.0
2021-06-21,4.912
2021-06-22,4.95
2021-06-23,5.024
2021-06-24,4.993
2021-06-25,4.949
2021-06-26,4.949
2021-06-27,4.949
2021-06-28,4.901
2021-06-29,4.969
2021-06-30,5.013
2021-07-01,4.953
2021-07-02,4.977
2021-07-03,4.977
2021-07-04,4.977
2021-07-05,4.977
2021-07-06,4.952
2021-07-07,4.927
2021-07-08,4.985
2021-07-09,4.97
2021-07-10,4.97
2021-07-11,4.97
2021-07-12,4.977
2021-07-13,5.039
2021-07-14,5.034
2021-07-15,4.985
2021-07-16,4.936
2021-07-17,4.936
2021-07-18,4.936
2021-07-19,4.993
2021-07-20,4.973
2021-07-21,4.984
2021-07-22,4.847
2021-07-23,4.901
2021-07-24,4.901
2021-07-25,4.901
2021-07-26,4.864
2021-07-27,4.851
2021-07-28,4.943
2021-07-29,4.955
2021-07-30,4.92
2021-07-31,4.92
2021-08-01,4.92
2021-08-02,4.902
2021-08-03,4.892
2021-08-04,4.956
2021-08-05,4.915
2021-08-06,4.933
2021-08-07,4.933
2021-08-08,4.933
2021-08-09,4.929
2021-08-10,4.93
2021-08-11,4.89
2021-08-12,4.871
2021-08-13,4.829
2021-08-14,4.829
2021-08-15,4.829
2021-08-16,4.806
2021-08-17,4.828
2021-08-18,4.882
2021-08-19,4.792
2021-08-20,4.779
2021-08-21,4.779
2021-08-22,4.779
2021-08-23,4.814
2021-08-24,4.836
2021-08-25,4.79
2021-08-26,4.848
2021-08-27,4.844
2021-08-28,4.844
2021-08-29,4.844
2021-08-30,4.834
2021-08-31,4.807
2021-09-01,4.738
2021-09-02,4.68
2021-09-03,4.719
2021-09-04,4.719
2021-09-05,4.719
2021-09-06,4.719
2021-09-07,4.856
2021-09-08,4.798
2021-09-09,4.869
2021-09-10,4.957
2021-09-11,4.957
2021-09-12,4.957
2021-09-13,4.991
2021-09-14,4.989
2021-09-15,4.943
2021-09-16,5.007
2021-09-17,5.087
2021-09-18,5.087
2021-09-19,5.087
2021-09-20,5.116
2021-09-21,5.098
2021-09-22,5.069
2021-09-23,5.084
2021-09-24,5.073
2021-09-25,5.073
2021-09-26,5.073
2021-09-27,5.088
2021-09-28,5.128
2021-09-29,5.147
2021-09-30,5.245
2021-10-01,5.211
2021-10-02,5.211
2021-10-03,5.211
2021-10-04,5.188
2021-10-05,5.158
2021-10-06,5.087
2021-10-07,5.122
2021-10-08,5.152
2021-10-09,5.152
2021-10-10,5.152
2021-10-11,5.217
2021-10-12,5.226
2021-10-13,5.236
2021-10-14,5.11
2021-10-15,5.096
2021-10-16,5.096
2021-10-17,5.096
2021-10-18,5.159
2021-10-19,5.061
2021-10-20,4.99
2021-10-21,5.003
2021-10-22,4.934
2021-10-23,4.934
2021-10-24,4.934
2021-10-25,4.985
2021-10-26,4.941
2021-10-27,4.955
2021-10-28,4.915
2021-10-29,4.835
2021-10-30,4.835
2021-10-31,4.835
2021-11-01,4.784
2021-11-02,4.723
2021-11-03,4.729
2021-11-04,4.723
2021-11-05,4.704
2021-11-06,4.704
2021-11-07,4.704
2021-11-08,4.772
2021-11-09,4.798
2021-11-10,4.717
2021-11-11,4.661
2021-11-12,4.664
2021-11-13,4.664
2021-11-14,4.664
2021-11-15,4.611
2021-11-16,4.588
2021-11-17,4.646
2021-11-18,4.703
2021-11-19,4.713
2021-11-20,4.713
2021-11-21,4.713
2021-11-22,4.688
2021-11-23,4.663
2021-11-24,4.667
2021-11-25,4.667
2021-11-26,4.79
2021-11-27,4.79
2021-11-28,4.79
2021-11-29,4.65
2021-11-30,4.821
2021-12-01,4.813
2021-12-02,4.702
2021-12-03,4.675
2021-12-04,4.675
2021-12-05,4.675
2021-12-06,4.629
2021-12-07,4.604
2021-12-08,4.578
2021-12-09,4.578
2021-12-10,4.553
2021-12-11,4.553
2021-12-12,4.553
2021-12-13,4.49
2021-12-14,4.512
2021-12-15,4.516
2021-12-16,4.475
2021-12-17,4.5
2021-12-18,4.5
2021-12-19,4.5
2021-12-20,4.478
2021-12-21,4.482
2021-12-22,4.451
2021-12-23,4.45
2021-12-24,4.45
2021-12-25,4.45
2021-12-26,4.45
2021-12-27,4.459
2021-12-28,4.4
2021-12-29,4.38
2021-12-30,4.361
2021-12-31,4.337
2022-01-01,4.337
2022-01-02,4.337
2022-01-03,4.374
2022-01-04,4.391
2022-01-05,4.421
2022-01-06,4.406
2022-01-07,4.356
2022-01-08,4.356
2022-01-09,4.356
2022-01-10,4.344
2022-01-11,4.361
2022-01-12,4.361
2022-01-13,4.342
2022-01-14,4.344
2022-01-15,4.344
2022-01-16,4.344
2022-01-17,4.344
2022-01-18,4.342
2022-01-19,4.36
2022-01-20,4.359
2022-01-21,4.369
2022-01-22,4.369
2022-01-23,4.369
2022-01-24,4.39
2022-01-25,4.389
2022-01-26,4.406
2022-01-27,4.395
2022-01-28,4.344
2022-01-29,4.344
2022-01-30,4.344
2022-01-31,4.322
2022-02-01,4.338
2022-02-02,4.284
2022-02-03,4.257
2022-02-04,4.345
2022-02-05,4.345
2022-02-06,4.345
2022-02-07,4.336
2022-02-08,4.283
2022-02-09,4.257
2022-02-10,4.338
2022-02-11,4.35
2022-02-12,4.35
2022-02-13,4.35
2022-02-14,4.437
2022-02-15,4.484
2022-02-16,4.414
2022-02-17,4.41
2022-02-18,4.425
2022-02-19,4.425
2022-02-20,4.425
2022-02-21,4.425
2022-02-22,4.428
2022-02-23,4.577
2022-02-24,4.55
2022-02-25,4.384
2022-02-26,4.384
2022-02-27,4.384
2022-02-28,4.333
2022-03-01,4.388
2022-03-02,4.351
2022-03-03,4.275
2022-03-04,4.229
2022-03-05,4.229
2022-03-06,4.229
2022-03-07,4.068
2022-03-08,4.119
2022-03-09,4.141
2022-03-10,4.145
2022-03-11,4.181
2022-03-12,4.181
2022-03-13,4.181
2022-03-14,4.154
2022-03-15,4.16
2022-03-16,4.189
2022-03-17,4.158
2022-03-18,4.246
2022-03-19,4.246
2022-03-20,4.246
2022-03-21,4.196
2022-03-22,4.201
2022-03-23,4.2
2022-03-24,4.157
2022-03-25,4.07
2022-03-26,4.07
2022-03-27,4.07
2022-03-28,4.048
2022-03-29,4.015
2022-03-30,3.985
2022-03-31,3.98
2022-04-01,3.918
2022-04-02,3.918
2022-04-03,3.918
2022-04-04,3.941
2022-04-05,3.913
2022-04-06,3.808
2022-04-07,3.844
2022-04-08,3.845
2022-04-09,3.845
2022-04-10,3.845
2022-04-11,3.893
2022-04-12,3.872
2022-04-13,3.87
2022-04-14,3.851
2022-04-15,3.851
2022-04-16,3.851
2022-04-17,3.851
2022-04-18,3.86
2022-04-19,3.843
2022-04-20,3.762
2022-04-21,3.788
2022-04-22,3.962
2022-04-23,3.962
2022-04-24,3.962
2022-04-25,3.993
2022-04-26,4.034
2022-04-27,4.055
2022-04-28,4.055
2022-04-29,4.189
2022-04-30,4.189
2022-05-01,4.189
2022-05-02,4.225
2022-05-03,4.206
2022-05-04,4.157
2022-05-05,4.233
2022-05-06,4.213
2022-05-07,4.213
2022-05-08,4.213
2022-05-09,4.264
2022-05-10,4.276
2022-05-11,4.24
2022-05-12,4.255
2022-05-13,4.225
2022-05-14,4.225
2022-05-15,4.225
2022-05-16,4.302
2022-05-17,4.203
2022-05-18,4.249
2022-05-19,4.274
2022-05-20,4.211
2022-05-21,4.211
2022-05-22,4.211
2022-05-23,4.178
2022-05-24,4.124
2022-05-25,4.133
2022-05-26,4.119
2022-05-27,4.108
2022-05-28,4.108
2022-05-29,4.108
2022-05-30,4.108
2022-05-31,4.153
2022-06-01,4.192
2022-06-02,4.214
2022-06-03,4.263
2022-06-04,4.263
2022-06-05,4.263
2022-06-06,4.257
2022-06-07,4.252
2022-06-08,4.304
2022-06-09,4.367
2022-06-10,4.386
2022-06-11,4.386
2022-06-12,4.386
2022-06-13,4.578
2022-06-14,4.639
2022-06-15,4.782
2022-06-16,4.902
2022-06-17,4.959
2022-06-18,4.959
2022-06-19,4.959
2022-06-20,4.959
2022-06-21,4.951
2022-06-22,4.917
2022-06-23,4.818
2022-06-24,4.776
2022-06-25,4.776
2022-06-26,4.776
2022-06-27,4.668
2022-06-28,4.713
2022-06-29,4.658
2022-06-30,4.639
2022-07-01,4.528
2022-07-02,4.528
2022-07-03,4.528
2022-07-04,4.528
2022-07-05,4.733
2022-07-06,4.757
2022-07-07,4.784
2022-07-08,4.796
2022-07-09,4.796
2022-07-10,4.796
2022-07-11,4.759
2022-07-12,4.761
2022-07-13,4.789
2022-07-14,4.766
2022-07-15,4.753
2022-07-16,4.753
2022-07-17,4.753
2022-07-18,4.792
2022-07-19,4.727
2022-07-20,4.754
2022-07-21,4.737
2022-07-22,4.676
2022-07-23,4.676
2022-07-24,4.676
2022-07-25,4.639
2022-07-26,4.583
2022-07-27,4.555
2022-07-28,4.464
2022-07-29,4.359
2022-07-30,4.359
2022-07-31,4.359
2022-08-01,4.422
2022-08-02,4.515
2022-08-03,4.547
2022-08-04,4.578
2022-08-05,4.623
2022-08-06,4.623
2022-08-07,4.623
2022-08-08,4.635
2022-08-09,4.554
2022-08-10,4.488
2022-08-11,4.427
2022-08-12,4.345
2022-08-13,4.345
2022-08-14,4.345
2022-08-15,4.305
2022-08-16,4.325
2022-08-17,4.338
2022-08-18,4.307
2022-08-19,4.298
2022-08-20,4.298
2022-08-21,4.298
2022-08-22,4.387
2022-08-23,4.382
2022-08-24,4.369
2022-08-25,4.334
2022-08-26,4.414
2022-08-27,4.414
2022-08-28,4.414
2022-08-29,4.378
2022-08-30,4.427
2022-08-31,4.448
2022-09-01,4.379
2022-09-02,4.407
2022-09-03,4.407
2022-09-04,4.407
2022-09-05,4.407
2022-09-06,4.429
2022-09-07,4.275
2022-09-08,4.287
2022-09-09,4.238
2022-09-10,4.238
2022-09-11,4.238
2022-09-12,4.212
2022-09-13,4.275
2022-09-14,4.245
2022-09-15,4.354
2022-09-16,4.272
2022-09-17,4.272
2022-09-18,4.272
2022-09-19,4.205
2022-09-20,4.253
2022-09-21,4.293
2022-09-22,4.347
2022-09-23,4.395
2022-09-24,4.395
2022-09-25,4.395
2022-09-26,4.54
2022-09-27,4.606
2022-09-28,4.552
2022-09-29,4.734
2022-09-30,4.757
2022-10-01,4.757
2022-10-02,4.757
2022-10-03,4.675
2022-10-04,4.519
2022-10-05,4.66
2022-10-06,4.776
2022-10-07,4.876
2022-10-08,4.876
2022-10-09,4.876
2022-10-10,4.783
2022-10-11,4.793
2022-10-12,4.869
2022-10-13,4.742
2022-10-14,4.866
2022-10-15,4.866
2022-10-16,4.866
2022-10-17,4.767
2022-10-18,4.717
2022-10-19,4.767
2022-10-20,4.878
2022-10-21,4.834
2022-10-22,4.834
2022-10-23,4.834
2022-10-24,4.772
2022-10-25,4.684
2022-10-26,4.838
2022-10-27,4.725
2022-10-28,4.622
2022-10-29,4.622
2022-10-30,4.622
2022-10-31,4.667
2022-11-01,4.581
2022-11-02,4.634
2022-11-03,4.606
2022-11-04,4.597
2022-11-05,4.597
2022-11-06,4.597
2022-11-07,4.662
2022-11-08,4.626
2022-11-09,4.686
2022-11-10,4.468
2022-11-11,4.589
2022-11-12,4.589
2022-11-13,4.589
2022-11-14,4.683
2022-11-15,4.566
2022-11-16,4.578
2022-11-17,4.627
2022-11-18,4.527
2022-11-19,4.527
2022-11-20,4.527
2022-11-21,4.512
2022-11-22,4.469
2022-11-23,4.409
2022-11-24,4.409
2022-11-25,4.371
2022-11-26,4.371
2022-11-27,4.371
2022-11-28,4.396
2022-11-29,4.377
2022-11-30,4.224
2022-12-01,4.21
2022-12-02,4.196
2022-12-03,4.196
2022-12-04,4.196
2022-12-05,4.228
2022-12-06,4.203
2022-12-07,4.19
2022-12-08,4.185
2022-12-09,4.208
2022-12-10,4.208
2022-12-11,4.208
2022-12-12,4.132
2022-12-13,4.114
2022-12-14,4.105
2022-12-15,4.14
2022-12-16,4.249
2022-12-17,4.249
2022-12-18,4.249
2022-12-19,4.24
2022-12-20,4.216
2022-12-21,4.168
2022-12-22,4.2
2022-12-23,4.14
2022-12-24,4.14
2022-12-25,4.14
2022-12-26,4.14
2022-12-27,4.105
2022-12-28,4.123
2022-12-29,4.106
2022-12-30,4.136
2022-12-31,4.136
2023-01-01,4.136
2023-01-02,4.136
2023-01-03,4.127
2023-01-04,4.097
2023-01-05,4.162
2023-01-06,4.094
2023-01-07,4.094
2023-01-08,4.094
2023-01-09,4.091
2023-01-10,4.073
2023-01-11,4.047
2023-01-12,4.026
2023-01-13,4.06
2023-01-14,4.06
2023-01-15,4.06
2023-01-16,4.06
2023-01-17,4.035
2023-01-18,4.119
2023-01-19,4.14
2023-01-20,4.111
2023-01-21,4.111
2023-01-22,4.111
2023-01-23,4.227
2023-01-24,4.223
2023-01-25,4.241
2023-01-26,4.201
2023-01-27,4.218
2023-01-28,4.218
2023-01-29,4.218
2023-01-30,4.211
2023-01-31,4.247
2023-02-01,4.227
2023-02-02,4.241
2023-02-03,4.414
2023-02-04,4.414
2023-02-05,4.414
2023-02-06,4.341
2023-02-07,4.302
2023-02-08,4.379
2023-02-09,4.362
2023-02-10,4.302
2023-02-11,4.302
2023-02-12,4.302
2023-02-13,4.25
2023-02-14,4.284
2023-02-15,4.211
2023-02-16,4.231
2023-02-17,4.184
2023-02-18,4.184
2023-02-19,4.184
2023-02-20,4.184
2023-02-21,4.229
2023-02-22,4.293
2023-02-23,4.337
2023-02-24,4.303
2023-02-25,4.303
2023-02-26,4.303
2023-02-27,4.291
2023-02-28,4.331
2023-03-01,4.42
2023-03-02,4.382
2023-03-03,4.307
2023-03-04,4.307
2023-03-05,4.307
2023-03-06,4.283
2023-03-07,4.373
2023-03-08,4.312
2023-03-09,4.374
2023-03-10,4.496
2023-03-11,4.496
2023-03-12,4.496
2023-03-13,4.413
2023-03-14,4.369
2023-03-15,4.311
2023-03-16,4.265
2023-03-17,4.305
2023-03-18,4.305
2023-03-19,4.305
2023-03-20,4.247
2023-03-21,4.33
2023-03-22,4.445
2023-03-23,4.511
2023-03-24,4.358
2023-03-25,4.358
2023-03-26,4.358
2023-03-27,4.369
2023-03-28,4.415
2023-03-29,4.34
2023-03-30,4.308
2023-03-31,4.256
2023-04-01,4.256
2023-04-02,4.256
2023-04-03,4.284
2023-04-04,4.252
2023-04-05,4.098
2023-04-06,4.089
2023-04-07,4.089
2023-04-08,4.089
2023-04-09,4.089
2023-04-10,4.113
2023-04-11,4.074
2023-04-12,4.113
2023-04-13,4.126
2023-04-14,4.162
2023-04-15,4.162
2023-04-16,4.162
2023-04-17,4.16
2023-04-18,4.199
2023-04-19,4.166
2023-04-20,4.202
2023-04-21,4.206
2023-04-22,4.206
2023-04-23,4.206
2023-04-24,4.182
2023-04-25,4.152
2023-04-26,4.199
2023-04-27,4.154
2023-04-28,4.266
2023-04-29,4.266
2023-04-30,4.266
2023-05-01,4.352
2023-05-02,4.381
2023-05-03,4.361
2023-05-04,4.32
2023-05-05,4.234
2023-05-06,4.234
2023-05-07,4.234
2023-05-08,4.3
2023-05-09,4.32
2023-05-10,4.248
2023-05-11,4.259
2023-05-12,4.252
2023-05-13,4.252
2023-05-14,4.252
2023-05-15,4.323
2023-05-16,4.399
2023-05-17,4.377
2023-05-18,4.417
2023-05-19,4.443
2023-05-20,4.443
2023-05-21,4.443
2023-05-22,4.428
2023-05-23,4.427
2023-05-24,4.448
2023-05-25,4.532
2023-05-26,4.57
2023-05-27,4.57
2023-05-28,4.57
2023-05-29,4.57
2023-05-30,4.534
2023-05-31,4.487
2023-06-01,4.515
2023-06-02,4.453
2023-06-03,4.453
2023-06-04,4.453
2023-06-05,4.401
2023-06-06,4.439
2023-06-07,4.358
2023-06-08,4.307
2023-06-09,4.345
2023-06-10,4.345
2023-06-11,4.345
2023-06-12,4.329
2023-06-13,4.329
2023-06-14,4.322
2023-06-15,4.29
2023-06-16,4.307
2023-06-17,4.307
2023-06-18,4.307
2023-06-19,4.307
2023-06-20,4.283
2023-06-21,4.266
2023-06-22,4.291
2023-06-23,4.372
