,GIS US Equity
2020-11-12,4.291
2020-11-13,4.257
2020-11-14,4.257
2020-11-15,4.257
2020-11-16,4.24
2020-11-17,4.236
2020-11-18,4.246
2020-11-19,4.186
2020-11-20,4.23
2020-11-21,4.23
2020-11-22,4.23
2020-11-23,4.254
2020-11-24,4.285
2020-11-25,4.326
2020-11-26,4.326
2020-11-27,4.317
2020-11-28,4.317
2020-11-29,4.317
2020-11-30,4.268
2020-12-01,4.233
2020-12-02,4.31
2020-12-03,4.294
2020-12-04,4.294
2020-12-05,4.294
2020-12-06,4.294
2020-12-07,4.345
2020-12-08,4.297
2020-12-09,4.375
2020-12-10,4.409
2020-12-11,4.375
2020-12-12,4.375
2020-12-13,4.375
2020-12-14,4.373
2020-12-15,4.397
2020-12-16,4.405
2020-12-17,4.348
2020-12-18,4.338
2020-12-19,4.338
2020-12-20,4.338
2020-12-21,4.368
2020-12-22,4.397
2020-12-23,4.368
2020-12-24,4.357
2020-12-25,4.357
2020-12-26,4.357
2020-12-27,4.357
2020-12-28,4.341
2020-12-29,4.356
2020-12-30,4.4
2020-12-31,4.382
2021-01-01,4.382
2021-01-02,4.382
2021-01-03,4.382
2021-01-04,4.365
2021-01-05,4.345
2021-01-06,4.356
2021-01-07,4.392
2021-01-08,4.513
2021-01-09,4.513
2021-01-10,4.513
2021-01-11,4.581
2021-01-12,4.682
2021-01-13,4.595
2021-01-14,4.566
2021-01-15,4.526
2021-01-16,4.526
2021-01-17,4.526
2021-01-18,4.526
2021-01-19,4.572
2021-01-20,4.6
2021-01-21,4.604
2021-01-22,4.548
2021-01-23,4.548
2021-01-24,4.548
2021-01-25,4.396
2021-01-26,4.305
2021-01-27,4.214
2021-01-28,4.288
2021-01-29,4.381
2021-01-30,4.381
2021-01-31,4.381
2021-02-01,4.423
2021-02-02,4.418
2021-02-03,4.48
2021-02-04,4.473
2021-02-05,4.434
2021-02-06,4.434
2021-02-07,4.434
2021-02-08,4.411
2021-02-09,4.414
2021-02-10,4.382
2021-02-11,4.473
2021-02-12,4.456
2021-02-13,4.456
2021-02-14,4.456
2021-02-15,4.456
2021-02-16,4.522
2021-02-17,4.481
2021-02-18,4.387
2021-02-19,4.505
2021-02-20,4.505
2021-02-21,4.505
2021-02-22,4.532
2021-02-23,4.48
2021-02-24,4.529
2021-02-25,4.558
2021-02-26,4.627
2021-02-27,4.627
2021-02-28,4.627
2021-03-01,4.65
2021-03-02,4.622
2021-03-03,4.637
2021-03-04,4.604
2021-03-05,4.483
2021-03-06,4.483
2021-03-07,4.483
2021-03-08,4.407
2021-03-09,4.434
2021-03-10,4.347
2021-03-11,4.379
2021-03-12,4.333
2021-03-13,4.333
2021-03-14,4.333
2021-03-15,4.313
2021-03-16,4.287
2021-03-17,4.286
2021-03-18,4.249
2021-03-19,4.237
2021-03-20,4.237
2021-03-21,4.237
2021-03-22,4.142
2021-03-23,4.16
2021-03-24,4.342
2021-03-25,4.307
2021-03-26,4.206
2021-03-27,4.206
2021-03-28,4.206
2021-03-29,4.103
2021-03-30,4.15
2021-03-31,4.182
2021-04-01,4.209
2021-04-02,4.209
2021-04-03,4.209
2021-04-04,4.209
2021-04-05,4.167
2021-04-06,4.153
2021-04-07,4.177
2021-04-08,4.172
2021-04-09,4.229
2021-04-10,4.229
2021-04-11,4.229
2021-04-12,4.171
2021-04-13,4.191
2021-04-14,4.196
2021-04-15,4.2
2021-04-16,4.148
2021-04-17,4.148
2021-04-18,4.148
2021-04-19,4.148
2021-04-20,4.082
2021-04-21,4.052
2021-04-22,4.099
2021-04-23,4.151
2021-04-24,4.151
2021-04-25,4.151
2021-04-26,4.2
2021-04-27,4.188
2021-04-28,4.17
2021-04-29,4.127
2021-04-30,4.166
2021-05-01,4.166
2021-05-02,4.166
2021-05-03,4.116
2021-05-04,4.102
2021-05-05,4.1
2021-05-06,3.984
2021-05-07,4.021
2021-05-08,4.021
2021-05-09,4.021
2021-05-10,3.972
2021-05-11,4.017
2021-05-12,4.027
2021-05-13,3.963
2021-05-14,3.999
2021-05-15,3.999
2021-05-16,3.999
2021-05-17,4.038
2021-05-18,4.029
2021-05-19,4.05
2021-05-20,4.031
2021-05-21,4.016
2021-05-22,4.016
2021-05-23,4.016
2021-05-24,4.021
2021-05-25,4.034
2021-05-26,4.035
2021-05-27,4.071
2021-05-28,4.033
2021-05-29,4.033
2021-05-30,4.033
2021-05-31,4.033
2021-06-01,4.046
2021-06-02,3.993
2021-06-03,3.974
2021-06-04,3.959
2021-06-05,3.959
2021-06-06,3.959
2021-06-07,3.979
2021-06-08,4.012
2021-06-09,4.081
2021-06-10,4.052
2021-06-11,4.055
2021-06-12,4.055
2021-06-13,4.055
2021-06-14,4.047
2021-06-15,4.08
2021-06-16,4.146
2021-06-17,4.149
2021-06-18,4.242
2021-06-19,4.242
2021-06-20,4.242
2021-06-21,4.216
2021-06-22,4.211
2021-06-23,4.282
2021-06-24,4.286
2021-06-25,4.252
2021-06-26,4.252
2021-06-27,4.252
2021-06-28,4.187
2021-06-29,4.223
2021-06-30,4.141
2021-07-01,4.208
2021-07-02,4.188
2021-07-03,4.188
2021-07-04,4.188
2021-07-05,4.188
2021-07-06,4.215
2021-07-07,4.176
2021-07-08,4.192
2021-07-09,4.18
2021-07-10,4.18
2021-07-11,4.18
2021-07-12,4.192
2021-07-13,4.202
2021-07-14,4.192
2021-07-15,4.156
2021-07-16,4.137
2021-07-17,4.137
2021-07-18,4.137
2021-07-19,4.091
2021-07-20,4.146
2021-07-21,4.212
2021-07-22,4.225
2021-07-23,4.183
2021-07-24,4.183
2021-07-25,4.183
2021-07-26,4.188
2021-07-27,4.172
2021-07-28,4.224
2021-07-29,4.217
2021-07-30,4.221
2021-07-31,4.221
2021-08-01,4.221
2021-08-02,4.185
2021-08-03,4.183
2021-08-04,4.311
2021-08-05,4.315
2021-08-06,4.293
2021-08-07,4.293
2021-08-08,4.293
2021-08-09,4.258
2021-08-10,4.248
2021-08-11,4.207
2021-08-12,4.214
2021-08-13,4.152
2021-08-14,4.152
2021-08-15,4.152
2021-08-16,4.132
2021-08-17,4.082
2021-08-18,4.191
2021-08-19,4.132
2021-08-20,4.12
2021-08-21,4.12
2021-08-22,4.12
2021-08-23,4.169
2021-08-24,4.253
2021-08-25,4.272
2021-08-26,4.336
2021-08-27,4.304
2021-08-28,4.304
2021-08-29,4.304
2021-08-30,4.315
2021-08-31,4.298
2021-09-01,4.306
2021-09-02,4.289
2021-09-03,4.301
2021-09-04,4.301
2021-09-05,4.301
2021-09-06,4.301
2021-09-07,4.375
2021-09-08,4.184
2021-09-09,4.251
2021-09-10,4.252
2021-09-11,4.252
2021-09-12,4.252
2021-09-13,4.237
2021-09-14,4.227
2021-09-15,4.231
2021-09-16,4.231
2021-09-17,4.217
2021-09-18,4.217
2021-09-19,4.217
2021-09-20,4.229
2021-09-21,4.257
2021-09-22,4.09
2021-09-23,4.067
2021-09-24,4.055
2021-09-25,4.055
2021-09-26,4.055
2021-09-27,4.116
2021-09-28,4.138
2021-09-29,4.04
2021-09-30,4.104
2021-10-01,4.05
2021-10-02,4.05
2021-10-03,4.05
2021-10-04,3.995
2021-10-05,3.989
2021-10-06,3.951
2021-10-07,3.971
2021-10-08,3.964
2021-10-09,3.964
2021-10-10,3.964
2021-10-11,3.949
2021-10-12,3.92
2021-10-13,3.938
2021-10-14,3.906
2021-10-15,3.919
2021-10-16,3.919
2021-10-17,3.919
2021-10-18,3.96
2021-10-19,3.949
2021-10-20,3.885
2021-10-21,3.898
2021-10-22,3.886
2021-10-23,3.886
2021-10-24,3.886
2021-10-25,3.936
2021-10-26,3.923
2021-10-27,3.974
2021-10-28,3.926
2021-10-29,3.942
2021-10-30,3.942
2021-10-31,3.942
2021-11-01,3.911
2021-11-02,3.889
2021-11-03,3.858
2021-11-04,3.885
2021-11-05,3.888
2021-11-06,3.888
2021-11-07,3.888
2021-11-08,3.889
2021-11-09,3.856
2021-11-10,3.834
2021-11-11,3.873
2021-11-12,3.852
2021-11-13,3.852
2021-11-14,3.852
2021-11-15,3.824
2021-11-16,3.851
2021-11-17,3.859
2021-11-18,3.873
2021-11-19,3.926
2021-11-20,3.926
2021-11-21,3.926
2021-11-22,3.874
2021-11-23,3.84
2021-11-24,3.848
2021-11-25,3.848
2021-11-26,3.881
2021-11-27,3.881
2021-11-28,3.881
2021-11-29,3.835
2021-11-30,3.944
2021-12-01,3.965
2021-12-02,3.875
2021-12-03,3.793
2021-12-04,3.793
2021-12-05,3.793
2021-12-06,3.78
2021-12-07,3.773
2021-12-08,3.794
2021-12-09,3.808
2021-12-10,3.762
2021-12-11,3.762
2021-12-12,3.762
2021-12-13,3.695
2021-12-14,3.696
2021-12-15,3.617
2021-12-16,3.538
2021-12-17,3.601
2021-12-18,3.601
2021-12-19,3.601
2021-12-20,3.593
2021-12-21,3.724
2021-12-22,3.691
2021-12-23,3.693
2021-12-24,3.693
2021-12-25,3.693
2021-12-26,3.693
2021-12-27,3.689
2021-12-28,3.643
2021-12-29,3.636
2021-12-30,3.635
2021-12-31,3.617
2022-01-01,3.617
2022-01-02,3.617
2022-01-03,3.623
2022-01-04,3.59
2022-01-05,3.542
2022-01-06,3.558
2022-01-07,3.528
2022-01-08,3.528
2022-01-09,3.528
2022-01-10,3.517
2022-01-11,3.53
2022-01-12,3.54
2022-01-13,3.511
2022-01-14,3.461
2022-01-15,3.461
2022-01-16,3.461
2022-01-17,3.461
2022-01-18,3.493
2022-01-19,3.498
2022-01-20,3.532
2022-01-21,3.504
2022-01-22,3.504
2022-01-23,3.504
2022-01-24,3.529
2022-01-25,3.54
2022-01-26,3.568
2022-01-27,3.539
2022-01-28,3.486
2022-01-29,3.486
2022-01-30,3.486
2022-01-31,3.522
2022-02-01,3.544
2022-02-02,3.517
2022-02-03,3.503
2022-02-04,3.561
2022-02-05,3.561
2022-02-06,3.561
2022-02-07,3.55
2022-02-08,3.535
2022-02-09,3.548
2022-02-10,3.606
2022-02-11,3.554
2022-02-12,3.554
2022-02-13,3.554
2022-02-14,3.577
2022-02-15,3.61
2022-02-16,3.623
2022-02-17,3.568
2022-02-18,3.549
2022-02-19,3.549
2022-02-20,3.549
2022-02-21,3.549
2022-02-22,3.592
2022-02-23,3.604
2022-02-24,3.69
2022-02-25,3.558
2022-02-26,3.558
2022-02-27,3.558
2022-02-28,3.587
2022-03-01,3.62
2022-03-02,3.586
2022-03-03,3.543
2022-03-04,3.551
2022-03-05,3.551
2022-03-06,3.551
2022-03-07,3.575
2022-03-08,3.794
2022-03-09,3.773
2022-03-10,3.833
2022-03-11,3.867
2022-03-12,3.867
2022-03-13,3.867
2022-03-14,3.849
2022-03-15,3.806
2022-03-16,3.844
2022-03-17,3.809
2022-03-18,3.859
2022-03-19,3.859
2022-03-20,3.859
2022-03-21,3.833
2022-03-22,3.842
2022-03-23,3.748
2022-03-24,3.614
2022-03-25,3.559
2022-03-26,3.559
2022-03-27,3.559
2022-03-28,3.587
2022-03-29,3.545
2022-03-30,3.53
2022-03-31,3.521
2022-04-01,3.464
2022-04-02,3.464
2022-04-03,3.464
2022-04-04,3.482
2022-04-05,3.448
2022-04-06,3.42
2022-04-07,3.394
2022-04-08,3.374
2022-04-09,3.374
2022-04-10,3.374
2022-04-11,3.357
2022-04-12,3.384
2022-04-13,3.372
2022-04-14,3.36
2022-04-15,3.36
2022-04-16,3.36
2022-04-17,3.36
2022-04-18,3.364
2022-04-19,3.323
2022-04-20,3.272
2022-04-21,3.256
2022-04-22,3.287
2022-04-23,3.287
2022-04-24,3.287
2022-04-25,3.301
2022-04-26,3.355
2022-04-27,3.34
2022-04-28,3.298
2022-04-29,3.369
2022-04-30,3.369
2022-05-01,3.369
2022-05-02,3.43
2022-05-03,3.422
2022-05-04,3.366
2022-05-05,3.368
2022-05-06,3.338
2022-05-07,3.338
2022-05-08,3.338
2022-05-09,3.242
2022-05-10,3.322
2022-05-11,3.319
2022-05-12,3.3
2022-05-13,3.26
2022-05-14,3.26
2022-05-15,3.26
2022-05-16,3.244
2022-05-17,3.285
2022-05-18,3.544
2022-05-19,3.621
2022-05-20,3.574
2022-05-21,3.574
2022-05-22,3.574
2022-05-23,3.549
2022-05-24,3.464
2022-05-25,3.458
2022-05-26,3.448
2022-05-27,3.427
2022-05-28,3.427
2022-05-29,3.427
2022-05-30,3.427
2022-05-31,3.429
2022-06-01,3.465
2022-06-02,3.487
2022-06-03,3.502
2022-06-04,3.502
2022-06-05,3.502
2022-06-06,3.482
2022-06-07,3.463
2022-06-08,3.476
2022-06-09,3.525
2022-06-10,3.502
2022-06-11,3.502
2022-06-12,3.502
2022-06-13,3.571
2022-06-14,3.604
2022-06-15,3.61
2022-06-16,3.588
2022-06-17,3.616
2022-06-18,3.616
2022-06-19,3.616
2022-06-20,3.616
2022-06-21,3.53
2022-06-22,3.527
2022-06-23,3.472
2022-06-24,3.389
2022-06-25,3.389
2022-06-26,3.389
2022-06-27,3.37
2022-06-28,3.407
2022-06-29,3.199
2022-06-30,3.198
2022-07-01,3.179
2022-07-02,3.179
2022-07-03,3.179
2022-07-04,3.179
2022-07-05,3.207
2022-07-06,3.162
2022-07-07,3.169
2022-07-08,3.167
2022-07-09,3.167
2022-07-10,3.167
2022-07-11,3.158
2022-07-12,3.147
2022-07-13,3.137
2022-07-14,3.21
2022-07-15,3.201
2022-07-16,3.201
2022-07-17,3.201
2022-07-18,3.243
2022-07-19,3.224
2022-07-20,3.267
2022-07-21,3.28
2022-07-22,3.257
2022-07-23,3.257
2022-07-24,3.257
2022-07-25,3.244
2022-07-26,3.237
2022-07-27,3.263
2022-07-28,3.214
2022-07-29,3.22
2022-07-30,3.22
2022-07-31,3.22
2022-08-01,3.182
2022-08-02,3.182
2022-08-03,3.186
2022-08-04,3.189
2022-08-05,3.162
2022-08-06,3.162
2022-08-07,3.162
2022-08-08,3.154
2022-08-09,3.127
2022-08-10,3.105
2022-08-11,3.13
2022-08-12,3.128
2022-08-13,3.128
2022-08-14,3.128
2022-08-15,3.143
2022-08-16,3.11
2022-08-17,3.122
2022-08-18,3.108
2022-08-19,3.089
2022-08-20,3.089
2022-08-21,3.089
2022-08-22,3.108
2022-08-23,3.093
2022-08-24,3.07
2022-08-25,3.092
2022-08-26,3.156
2022-08-27,3.156
2022-08-28,3.156
2022-08-29,3.119
2022-08-30,3.129
2022-08-31,3.136
2022-09-01,3.121
2022-09-02,3.139
2022-09-03,3.139
2022-09-04,3.139
2022-09-05,3.139
2022-09-06,3.199
2022-09-07,3.157
2022-09-08,3.185
2022-09-09,3.173
2022-09-10,3.173
2022-09-11,3.173
2022-09-12,3.163
2022-09-13,3.239
2022-09-14,3.238
2022-09-15,3.182
2022-09-16,3.174
2022-09-17,3.174
2022-09-18,3.174
2022-09-19,3.15
2022-09-20,3.167
2022-09-21,2.972
2022-09-22,2.911
2022-09-23,2.97
2022-09-24,2.97
2022-09-25,2.97
2022-09-26,2.989
2022-09-27,3.016
2022-09-28,2.984
2022-09-29,3.026
2022-09-30,3.069
2022-10-01,3.069
2022-10-02,3.069
2022-10-03,2.996
2022-10-04,2.996
2022-10-05,3.027
2022-10-06,3.115
2022-10-07,3.099
2022-10-08,3.099
2022-10-09,3.099
2022-10-10,3.056
2022-10-11,3.017
2022-10-12,3.019
2022-10-13,2.963
2022-10-14,3.005
2022-10-15,3.005
2022-10-16,3.005
2022-10-17,3.017
2022-10-18,2.983
2022-10-19,2.989
2022-10-20,3.046
2022-10-21,3.031
2022-10-22,3.031
2022-10-23,3.031
2022-10-24,3.008
2022-10-25,2.982
2022-10-26,2.98
2022-10-27,2.924
2022-10-28,2.863
2022-10-29,2.863
2022-10-30,2.863
2022-10-31,2.862
2022-11-01,2.908
2022-11-02,2.918
2022-11-03,2.951
2022-11-04,2.946
2022-11-05,2.946
2022-11-06,2.946
2022-11-07,2.941
2022-11-08,2.927
2022-11-09,2.899
2022-11-10,2.934
2022-11-11,3.023
2022-11-12,3.023
2022-11-13,3.023
2022-11-14,3.034
2022-11-15,3.015
2022-11-16,2.954
2022-11-17,2.927
2022-11-18,2.882
2022-11-19,2.882
2022-11-20,2.882
2022-11-21,2.848
2022-11-22,2.842
2022-11-23,2.821
2022-11-24,2.821
2022-11-25,2.814
2022-11-26,2.814
2022-11-27,2.814
2022-11-28,2.816
2022-11-29,2.819
2022-11-30,2.731
2022-12-01,2.728
2022-12-02,2.693
2022-12-03,2.693
2022-12-04,2.693
2022-12-05,2.7
2022-12-06,2.729
2022-12-07,2.671
2022-12-08,2.661
2022-12-09,2.714
2022-12-10,2.714
2022-12-11,2.714
2022-12-12,2.683
2022-12-13,2.679
2022-12-14,2.668
2022-12-15,2.68
2022-12-16,2.68
2022-12-17,2.68
2022-12-18,2.68
2022-12-19,2.674
2022-12-20,2.823
2022-12-21,2.759
2022-12-22,2.765
2022-12-23,2.757
2022-12-24,2.757
2022-12-25,2.757
2022-12-26,2.757
2022-12-27,2.74
2022-12-28,2.778
2022-12-29,2.791
2022-12-30,2.809
2022-12-31,2.809
2023-01-01,2.809
2023-01-02,2.809
2023-01-03,2.83
2023-01-04,2.807
2023-01-05,2.79
2023-01-06,2.74
2023-01-07,2.74
2023-01-08,2.74
2023-01-09,2.764
2023-01-10,2.784
2023-01-11,2.77
2023-01-12,2.82
2023-01-13,2.821
2023-01-14,2.821
2023-01-15,2.821
2023-01-16,2.821
2023-01-17,2.844
2023-01-18,2.963
2023-01-19,3.005
2023-01-20,3.005
2023-01-21,3.005
2023-01-22,3.005
2023-01-23,3.007
2023-01-24,3.023
2023-01-25,2.989
2023-01-26,3.031
2023-01-27,2.995
2023-01-28,2.995
2023-01-29,2.995
2023-01-30,2.983
2023-01-31,2.977
2023-02-01,2.999
2023-02-02,3.082
2023-02-03,3.099
2023-02-04,3.099
2023-02-05,3.099
2023-02-06,3.031
2023-02-07,3.065
2023-02-08,3.088
2023-02-09,3.11
2023-02-10,3.074
2023-02-11,3.074
2023-02-12,3.074
2023-02-13,3.054
2023-02-14,3.104
2023-02-15,3.114
2023-02-16,3.119
2023-02-17,3.051
2023-02-18,3.051
2023-02-19,3.051
2023-02-20,3.051
2023-02-21,2.923
2023-02-22,2.919
2023-02-23,2.918
2023-02-24,2.906
2023-02-25,2.906
2023-02-26,2.906
2023-02-27,2.894
2023-02-28,2.947
2023-03-01,2.972
2023-03-02,2.968
2023-03-03,2.944
2023-03-04,2.944
2023-03-05,2.944
2023-03-06,2.962
2023-03-07,2.965
2023-03-08,2.96
2023-03-09,2.98
2023-03-10,2.984
2023-03-11,2.984
2023-03-12,2.984
2023-03-13,2.937
2023-03-14,2.923
2023-03-15,2.895
2023-03-16,2.912
2023-03-17,2.937
2023-03-18,2.937
2023-03-19,2.937
2023-03-20,2.907
2023-03-21,2.903
2023-03-22,2.935
2023-03-23,2.864
2023-03-24,2.779
2023-03-25,2.779
2023-03-26,2.779
2023-03-27,2.779
2023-03-28,2.783
2023-03-29,2.774
2023-03-30,2.777
2023-03-31,2.76
2023-04-01,2.76
2023-04-02,2.76
2023-04-03,2.746
2023-04-04,2.741
2023-04-05,2.71
2023-04-06,2.698
2023-04-07,2.698
2023-04-08,2.698
2023-04-09,2.698
2023-04-10,2.715
2023-04-11,2.693
2023-04-12,2.694
2023-04-13,2.696
2023-04-14,2.708
2023-04-15,2.708
2023-04-16,2.708
2023-04-17,2.692
2023-04-18,2.644
2023-04-19,2.655
2023-04-20,2.642
2023-04-21,2.645
2023-04-22,2.645
2023-04-23,2.645
2023-04-24,2.64
2023-04-25,2.614
2023-04-26,2.634
2023-04-27,2.607
2023-04-28,2.611
2023-04-29,2.611
2023-04-30,2.611
2023-05-01,2.59
2023-05-02,2.6
2023-05-03,2.605
2023-05-04,2.589
2023-05-05,2.577
2023-05-06,2.577
2023-05-07,2.577
2023-05-08,2.575
2023-05-09,2.583
2023-05-10,2.584
2023-05-11,2.564
2023-05-12,2.554
2023-05-13,2.554
2023-05-14,2.554
2023-05-15,2.563
2023-05-16,2.564
2023-05-17,2.576
2023-05-18,2.615
2023-05-19,2.641
2023-05-20,2.641
2023-05-21,2.641
2023-05-22,2.701
2023-05-23,2.708
2023-05-24,2.721
2023-05-25,2.739
2023-05-26,2.749
2023-05-27,2.749
2023-05-28,2.749
2023-05-29,2.749
2023-05-30,2.779
2023-05-31,2.75
2023-06-01,2.759
2023-06-02,2.736
2023-06-03,2.736
2023-06-04,2.736
2023-06-05,2.715
2023-06-06,2.762
2023-06-07,2.84
2023-06-08,2.8
2023-06-09,2.812
2023-06-10,2.812
2023-06-11,2.812
2023-06-12,2.837
2023-06-13,2.867
2023-06-14,2.87
2023-06-15,2.867
2023-06-16,2.867
2023-06-17,2.867
2023-06-18,2.867
2023-06-19,2.867
2023-06-20,2.87
2023-06-21,2.844
2023-06-22,2.847
