,SO US Equity
2023-06-24,4.179
2023-06-25,4.179
2023-06-26,4.105
2023-06-27,4.14
2023-06-28,4.214
2023-06-29,4.259
2023-06-30,4.191
2023-07-01,4.191
2023-07-02,4.191
2023-07-03,4.172
2023-07-04,4.172
2023-07-05,4.108
2023-07-06,4.159
2023-07-07,4.166
2023-07-08,4.166
2023-07-09,4.166
2023-07-10,4.198
2023-07-11,4.163
2023-07-12,4.113
2023-07-13,4.119
2023-07-14,4.125
2023-07-15,4.125
2023-07-16,4.125
2023-07-17,4.196
2023-07-18,4.262
2023-07-19,4.198
2023-07-20,4.143
2023-07-21,4.03
2023-07-22,4.03
2023-07-23,4.03
2023-07-24,4.036
2023-07-25,4.055
2023-07-26,4.029
2023-07-27,4.041
2023-07-28,4.07
2023-07-29,4.07
2023-07-30,4.07
2023-07-31,4.07
2023-08-01,4.131
2023-08-02,4.149
2023-08-03,4.3
2023-08-04,4.349
2023-08-05,4.349
2023-08-06,4.349
2023-08-07,4.338
2023-08-08,4.288
2023-08-09,4.265
2023-08-10,4.251
2023-08-11,4.246
2023-08-12,4.246
2023-08-13,4.246
2023-08-14,4.287
2023-08-15,4.353
2023-08-16,4.332
2023-08-17,4.323
2023-08-18,4.307
2023-08-19,4.307
2023-08-20,4.307
2023-08-21,4.319
2023-08-22,4.312
2023-08-23,4.328
2023-08-24,4.336
2023-08-25,4.293
2023-08-26,4.293
2023-08-27,4.293
2023-08-28,4.291
2023-08-29,4.263
2023-08-30,4.26
2023-08-31,4.316
2023-09-01,4.363
2023-09-02,4.363
2023-09-03,4.363
2023-09-04,4.363
2023-09-05,4.423
2023-09-06,4.434
2023-09-07,4.377
2023-09-08,4.325
2023-09-09,4.325
2023-09-10,4.325
2023-09-11,4.313
2023-09-12,4.284
2023-09-13,4.227
2023-09-14,4.143
2023-09-15,4.132
2023-09-16,4.132
2023-09-17,4.132
2023-09-18,4.141
2023-09-19,4.143
2023-09-20,4.126
2023-09-21,4.203
2023-09-22,4.235
2023-09-23,4.235
2023-09-24,4.235
2023-09-25,4.24
2023-09-26,4.377
2023-09-27,4.442
2023-09-28,4.515
2023-09-29,4.539
2023-09-30,4.539
2023-10-01,4.539
2023-10-02,4.685
2023-10-03,4.588
2023-10-04,4.546
2023-10-05,4.548
2023-10-06,4.522
2023-10-07,4.522
2023-10-08,4.522
2023-10-09,4.457
2023-10-10,4.422
2023-10-11,4.378
2023-10-12,4.471
2023-10-13,4.414
2023-10-14,4.414
2023-10-15,4.414
2023-10-16,4.352
2023-10-17,4.374
2023-10-18,4.408
2023-10-19,4.419
2023-10-20,4.469
2023-10-21,4.469
2023-10-22,4.469
2023-10-23,4.49
2023-10-24,4.421
2023-10-25,4.407
2023-10-26,4.371
2023-10-27,4.413
2023-10-28,4.413
2023-10-29,4.413
2023-10-30,4.395
2023-10-31,4.362
2023-11-01,4.29
2023-11-02,4.187
2023-11-03,4.171
2023-11-04,4.171
2023-11-05,4.171
2023-11-06,4.24
2023-11-07,4.272
2023-11-08,4.279
2023-11-09,4.315
2023-11-10,4.311
2023-11-11,4.311
2023-11-12,4.311
2023-11-13,4.36
2023-11-14,4.242
2023-11-15,4.269
2023-11-16,4.178
2023-11-17,4.166
2023-11-18,4.166
2023-11-19,4.166
2023-11-20,4.186
2023-11-21,4.173
2023-11-22,4.177
2023-11-23,4.177
2023-11-24,4.175
2023-11-25,4.175
2023-11-26,4.175
2023-11-27,4.137
2023-11-28,4.123
2023-11-29,4.138
2023-11-30,4.095
2023-12-01,4.064
2023-12-02,4.064
2023-12-03,4.064
2023-12-04,4.078
2023-12-05,4.098
2023-12-06,4.022
2023-12-07,4.055
2023-12-08,4.064
2023-12-09,4.064
2023-12-10,4.064
2023-12-11,4.072
2023-12-12,4.123
2023-12-13,3.976
2023-12-14,4.061
2023-12-15,4.097
2023-12-16,4.097
2023-12-17,4.097
2023-12-18,4.065
2023-12-19,4.073
2023-12-20,4.165
2023-12-21,4.184
2023-12-22,4.18
2023-12-23,4.18
2023-12-24,4.18
2023-12-25,4.18
2023-12-26,4.179
2023-12-27,4.182
2023-12-28,4.137
2023-12-29,4.139
2023-12-30,4.139
2023-12-31,4.139
2024-01-01,4.139
2024-01-02,4.101
2024-01-03,4.022
2024-01-04,4.049
2024-01-05,4.057
2024-01-06,4.057
2024-01-07,4.057
2024-01-08,4.026
2024-01-09,4.043
2024-01-10,4.045
2024-01-11,4.117
2024-01-12,4.068
2024-01-13,4.068
2024-01-14,4.068
2024-01-15,4.068
2024-01-16,4.132
2024-01-17,4.173
2024-01-18,4.225
2024-01-19,4.211
2024-01-20,4.211
2024-01-21,4.211
2024-01-22,4.219
2024-01-23,4.217
2024-01-24,4.254
2024-01-25,4.19
2024-01-26,4.198
2024-01-27,4.198
2024-01-28,4.198
2024-01-29,4.193
2024-01-30,4.19
2024-01-31,4.173
2024-02-01,4.115
2024-02-02,4.226
2024-02-03,4.226
2024-02-04,4.226
2024-02-05,4.319
2024-02-06,4.305
2024-02-07,4.334
2024-02-08,4.334
2024-02-09,4.336
2024-02-10,4.336
2024-02-11,4.336
2024-02-12,4.247
2024-02-13,4.298
2024-02-14,4.279
2024-02-15,4.341
2024-02-16,4.314
2024-02-17,4.314
2024-02-18,4.314
2024-02-19,4.314
2024-02-20,4.278
2024-02-21,4.234
2024-02-22,4.263
2024-02-23,4.237
2024-02-24,4.237
2024-02-25,4.237
2024-02-26,4.329
2024-02-27,4.315
2024-02-28,4.293
2024-02-29,4.265
2024-03-01,4.29
2024-03-02,4.29
2024-03-03,4.29
2024-03-04,4.205
2024-03-05,4.219
2024-03-06,4.182
2024-03-07,4.142
2024-03-08,4.156
2024-03-09,4.156
2024-03-10,4.156
2024-03-11,4.11
2024-03-12,4.136
2024-03-13,4.101
2024-03-14,4.134
2024-03-15,4.151
2024-03-16,4.151
2024-03-17,4.151
2024-03-18,4.131
2024-03-19,4.085
2024-03-20,4.084
2024-03-21,4.106
2024-03-22,4.112
2024-03-23,4.112
2024-03-24,4.112
2024-03-25,4.114
2024-03-26,4.143
2024-03-27,4.039
2024-03-28,3.999
2024-03-29,3.999
2024-03-30,3.999
2024-03-31,3.999
2024-04-01,4.035
2024-04-02,4.02
2024-04-03,4.041
2024-04-04,4.094
2024-04-05,4.102
2024-04-06,4.102
2024-04-07,4.102
2024-04-08,4.094
