,ARCH US Equity
2020-04-06,3.129
2020-04-07,3.364
2020-04-08,3.229
2020-04-09,2.96
2020-04-10,2.96
2020-04-11,2.96
2020-04-12,2.96
2020-04-13,2.981
2020-04-14,2.922
2020-04-15,3.258
2020-04-16,3.571
2020-04-17,3.668
2020-04-18,3.668
2020-04-19,3.668
2020-04-20,3.567
2020-04-21,3.664
2020-04-22,3.484
2020-04-23,3.961
2020-04-24,4.367
2020-04-25,4.367
2020-04-26,4.367
2020-04-27,4.51
2020-04-28,4.019
2020-04-29,3.619
2020-04-30,3.526
2020-05-01,3.837
2020-05-02,3.837
2020-05-03,3.837
2020-05-04,3.459
2020-05-05,3.74
2020-05-06,3.852
2020-05-07,3.826
2020-05-08,3.159
2020-05-09,3.159
2020-05-10,3.159
2020-05-11,3.257
2020-05-12,3.426
2020-05-13,3.618
2020-05-14,3.664
2020-05-15,3.544
2020-05-16,3.544
2020-05-17,3.544
2020-05-18,3.343
2020-05-19,3.281
2020-05-20,3.054
2020-05-21,3.143
2020-05-22,3.238
2020-05-23,3.238
2020-05-24,3.238
2020-05-25,3.238
2020-05-26,3.071
2020-05-27,2.979
2020-05-28,2.988
2020-05-29,3.123
2020-05-30,3.123
2020-05-31,3.123
2020-06-01,3.191
2020-06-02,3.293
2020-06-03,3.177
2020-06-04,3.048
2020-06-05,2.731
2020-06-06,2.731
2020-06-07,2.731
2020-06-08,2.517
2020-06-09,2.636
2020-06-10,2.745
2020-06-11,3.135
2020-06-12,3.118
2020-06-13,3.118
2020-06-14,3.118
2020-06-15,3.064
2020-06-16,2.974
2020-06-17,3.169
2020-06-18,3.275
2020-06-19,3.34
2020-06-20,3.34
2020-06-21,3.34
2020-06-22,3.377
2020-06-23,3.368
2020-06-24,3.432
2020-06-25,3.411
2020-06-26,3.523
2020-06-27,3.523
2020-06-28,3.523
2020-06-29,3.425
2020-06-30,3.623
2020-07-01,3.611
2020-07-02,3.493
2020-07-03,3.493
2020-07-04,3.493
2020-07-05,3.493
2020-07-06,3.433
2020-07-07,3.508
2020-07-08,3.574
2020-07-09,3.756
2020-07-10,3.626
2020-07-11,3.626
2020-07-12,3.626
2020-07-13,3.71
2020-07-14,3.656
2020-07-15,3.489
2020-07-16,3.498
2020-07-17,3.594
2020-07-18,3.594
2020-07-19,3.594
2020-07-20,3.661
2020-07-21,3.55
2020-07-22,3.632
2020-07-23,3.499
2020-07-24,3.368
2020-07-25,3.368
2020-07-26,3.368
2020-07-27,3.428
2020-07-28,3.443
2020-07-29,3.224
2020-07-30,3.325
2020-07-31,3.318
2020-08-01,3.318
2020-08-02,3.318
2020-08-03,3.268
2020-08-04,3.276
2020-08-05,3.302
2020-08-06,3.258
2020-08-07,3.245
2020-08-08,3.245
2020-08-09,3.245
2020-08-10,3.058
2020-08-11,3.064
2020-08-12,3.117
2020-08-13,3.134
2020-08-14,3.016
2020-08-15,3.016
2020-08-16,3.016
2020-08-17,3.068
2020-08-18,3.07
2020-08-19,3.125
2020-08-20,3.139
2020-08-21,3.21
2020-08-22,3.21
2020-08-23,3.21
2020-08-24,3.049
2020-08-25,2.945
2020-08-26,2.959
2020-08-27,2.921
2020-08-28,2.696
2020-08-29,2.696
2020-08-30,2.696
2020-08-31,2.732
2020-09-01,2.675
2020-09-02,2.683
2020-09-03,2.679
2020-09-04,2.534
2020-09-05,2.534
2020-09-06,2.534
2020-09-07,2.534
2020-09-08,2.626
2020-09-09,2.583
2020-09-10,2.609
2020-09-11,2.527
2020-09-12,2.527
2020-09-13,2.527
2020-09-14,2.324
2020-09-15,2.327
2020-09-16,2.223
2020-09-17,2.105
2020-09-18,1.946
2020-09-19,1.946
2020-09-20,1.946
2020-09-21,2.055
2020-09-22,2.026
2020-09-23,2.201
2020-09-24,2.255
2020-09-25,2.211
2020-09-26,2.211
2020-09-27,2.211
2020-09-28,2.206
2020-09-29,2.387
2020-09-30,2.423
2020-10-01,2.418
2020-10-02,2.298
2020-10-03,2.298
2020-10-04,2.298
2020-10-05,2.226
2020-10-06,2.325
2020-10-07,2.45
2020-10-08,2.457
2020-10-09,2.556
2020-10-10,2.556
2020-10-11,2.556
2020-10-12,2.617
2020-10-13,2.71
2020-10-14,2.708
2020-10-15,2.749
2020-10-16,2.78
2020-10-17,2.78
2020-10-18,2.78
2020-10-19,2.82
2020-10-20,2.716
2020-10-21,2.765
2020-10-22,3.111
2020-10-23,3.101
2020-10-24,3.101
2020-10-25,3.101
2020-10-26,3.131
2020-10-27,3.151
2020-10-28,3.23
2020-10-29,3.878
2020-10-30,3.79
2020-10-31,3.79
2020-11-01,3.79
2020-11-02,3.578
2020-11-03,3.791
2020-11-04,4.008
2020-11-05,4.017
2020-11-06,3.908
2020-11-07,3.908
2020-11-08,3.908
2020-11-09,3.76
2020-11-10,3.999
2020-11-11,3.898
2020-11-12,4.128
2020-11-13,3.95
2020-11-14,3.95
2020-11-15,3.95
2020-11-16,3.776
2020-11-17,3.683
2020-11-18,3.871
2020-11-19,3.81
2020-11-20,3.883
2020-11-21,3.883
2020-11-22,3.883
2020-11-23,3.485
2020-11-24,3.357
2020-11-25,3.344
2020-11-26,3.344
2020-11-27,3.278
2020-11-28,3.278
2020-11-29,3.278
2020-11-30,3.462
2020-12-01,3.441
2020-12-02,3.18
2020-12-03,3.074
2020-12-04,3.083
2020-12-05,3.083
2020-12-06,3.083
2020-12-07,3.027
2020-12-08,2.894
2020-12-09,2.784
2020-12-10,2.49
2020-12-11,2.544
2020-12-12,2.544
2020-12-13,2.544
2020-12-14,2.452
2020-12-15,2.475
2020-12-16,2.556
2020-12-17,2.586
2020-12-18,2.733
2020-12-19,2.733
2020-12-20,2.733
2020-12-21,2.682
2020-12-22,2.762
2020-12-23,2.74
2020-12-24,2.855
2020-12-25,2.855
2020-12-26,2.855
2020-12-27,2.855
2020-12-28,2.797
2020-12-29,2.787
2020-12-30,2.636
2020-12-31,2.645
2021-01-01,2.645
2021-01-02,2.645
2021-01-03,2.645
2021-01-04,2.594
2021-01-05,2.448
2021-01-06,2.421
2021-01-07,2.435
2021-01-08,2.439
2021-01-09,2.439
2021-01-10,2.439
2021-01-11,2.377
2021-01-12,2.309
2021-01-13,2.338
2021-01-14,2.279
2021-01-15,2.299
2021-01-16,2.299
2021-01-17,2.299
2021-01-18,2.299
2021-01-19,2.227
2021-01-20,2.262
2021-01-21,2.293
2021-01-22,2.265
2021-01-23,2.265
2021-01-24,2.265
2021-01-25,2.407
2021-01-26,2.462
2021-01-27,2.412
2021-01-28,2.314
2021-01-29,2.416
2021-01-30,2.416
2021-01-31,2.416
2021-02-01,2.372
2021-02-02,2.316
2021-02-03,2.318
2021-02-04,2.37
2021-02-05,2.343
2021-02-06,2.343
2021-02-07,2.343
2021-02-08,2.218
2021-02-09,2.461
2021-02-10,2.479
2021-02-11,2.497
2021-02-12,2.407
2021-02-13,2.407
2021-02-14,2.407
2021-02-15,2.407
2021-02-16,2.383
2021-02-17,2.374
2021-02-18,2.357
2021-02-19,2.334
2021-02-20,2.334
2021-02-21,2.334
2021-02-22,2.261
2021-02-23,2.049
2021-02-24,2.038
2021-02-25,2.314
2021-02-26,2.416
2021-02-27,2.416
2021-02-28,2.416
2021-03-01,2.455
2021-03-02,2.434
2021-03-03,2.361
2021-03-04,2.438
2021-03-05,2.348
2021-03-06,2.348
2021-03-07,2.348
2021-03-08,2.354
2021-03-09,2.329
2021-03-10,2.286
2021-03-11,2.285
2021-03-12,2.328
2021-03-13,2.328
2021-03-14,2.328
2021-03-15,2.367
2021-03-16,2.445
2021-03-17,2.381
2021-03-18,2.439
2021-03-19,2.488
2021-03-20,2.488
2021-03-21,2.488
2021-03-22,2.612
2021-03-23,2.78
2021-03-24,2.888
2021-03-25,2.931
2021-03-26,2.717
2021-03-27,2.717
2021-03-28,2.717
2021-03-29,2.762
2021-03-30,2.883
2021-03-31,2.783
2021-04-01,2.735
2021-04-02,2.735
2021-04-03,2.735
2021-04-04,2.735
2021-04-05,2.646
2021-04-06,2.609
2021-04-07,2.56
2021-04-08,2.604
2021-04-09,2.701
2021-04-10,2.701
2021-04-11,2.701
2021-04-12,2.707
2021-04-13,2.659
2021-04-14,2.446
2021-04-15,2.384
2021-04-16,2.371
2021-04-17,2.371
2021-04-18,2.371
2021-04-19,2.392
2021-04-20,2.451
2021-04-21,2.412
2021-04-22,2.402
2021-04-23,2.467
2021-04-24,2.467
2021-04-25,2.467
2021-04-26,2.382
2021-04-27,2.416
2021-04-28,2.395
2021-04-29,2.517
2021-04-30,2.607
2021-05-01,2.607
2021-05-02,2.607
2021-05-03,2.421
2021-05-04,2.38
2021-05-05,2.307
2021-05-06,2.278
2021-05-07,2.271
2021-05-08,2.271
2021-05-09,2.271
2021-05-10,2.198
2021-05-11,2.158
2021-05-12,2.171
2021-05-13,2.257
2021-05-14,2.26
2021-05-15,2.26
2021-05-16,2.26
2021-05-17,2.13
2021-05-18,2.184
2021-05-19,2.124
2021-05-20,2.149
2021-05-21,2.19
2021-05-22,2.19
2021-05-23,2.19
2021-05-24,2.106
2021-05-25,2.136
2021-05-26,2.125
2021-05-27,1.996
2021-05-28,2.029
2021-05-29,2.029
2021-05-30,2.029
2021-05-31,2.029
2021-06-01,1.962
2021-06-02,1.959
2021-06-03,1.917
2021-06-04,1.93
2021-06-05,1.93
2021-06-06,1.93
2021-06-07,1.978
2021-06-08,1.922
2021-06-09,1.964
2021-06-10,2.004
2021-06-11,2.0
2021-06-12,2.0
2021-06-13,2.0
2021-06-14,2.024
2021-06-15,2.091
2021-06-16,2.121
2021-06-17,2.143
2021-06-18,2.096
2021-06-19,2.096
2021-06-20,2.096
2021-06-21,2.126
2021-06-22,2.059
2021-06-23,2.022
2021-06-24,1.932
2021-06-25,1.955
2021-06-26,1.955
2021-06-27,1.955
2021-06-28,2.038
2021-06-29,2.071
2021-06-30,2.032
2021-07-01,2.003
2021-07-02,1.971
2021-07-03,1.971
2021-07-04,1.971
2021-07-05,1.971
2021-07-06,2.051
2021-07-07,1.99
2021-07-08,1.92
2021-07-09,1.892
2021-07-10,1.892
2021-07-11,1.892
2021-07-12,1.914
2021-07-13,1.935
2021-07-14,1.934
2021-07-15,1.964
2021-07-16,2.04
2021-07-17,2.04
2021-07-18,2.04
2021-07-19,2.063
2021-07-20,2.023
2021-07-21,1.961
2021-07-22,1.908
2021-07-23,1.907
2021-07-24,1.907
2021-07-25,1.907
2021-07-26,1.856
2021-07-27,1.824
2021-07-28,1.81
2021-07-29,1.692
2021-07-30,1.762
2021-07-31,1.762
2021-08-01,1.762
2021-08-02,1.767
2021-08-03,1.744
2021-08-04,1.752
2021-08-05,1.759
2021-08-06,1.747
2021-08-07,1.747
2021-08-08,1.747
2021-08-09,1.841
2021-08-10,1.794
2021-08-11,1.716
2021-08-12,1.701
2021-08-13,1.708
2021-08-14,1.708
2021-08-15,1.708
2021-08-16,1.647
2021-08-17,1.702
2021-08-18,1.795
2021-08-19,1.906
2021-08-20,1.799
2021-08-21,1.799
2021-08-22,1.799
2021-08-23,1.681
2021-08-24,1.582
2021-08-25,1.562
2021-08-26,1.564
2021-08-27,1.492
2021-08-28,1.492
2021-08-29,1.492
2021-08-30,1.529
2021-08-31,1.53
2021-09-01,1.468
2021-09-02,1.577
2021-09-03,1.57
2021-09-04,1.57
2021-09-05,1.57
2021-09-06,1.57
2021-09-07,1.536
2021-09-08,1.576
2021-09-09,1.552
2021-09-10,1.514
2021-09-11,1.514
2021-09-12,1.514
2021-09-13,1.544
2021-09-14,1.567
2021-09-15,1.547
2021-09-16,1.608
2021-09-17,1.623
2021-09-18,1.623
2021-09-19,1.623
2021-09-20,1.685
2021-09-21,1.687
2021-09-22,1.657
2021-09-23,1.599
2021-09-24,1.648
2021-09-25,1.648
2021-09-26,1.648
2021-09-27,1.539
2021-09-28,1.502
2021-09-29,1.483
2021-09-30,1.387
2021-10-01,1.319
2021-10-02,1.319
2021-10-03,1.319
2021-10-04,1.283
2021-10-05,1.293
2021-10-06,1.306
2021-10-07,1.335
2021-10-08,1.365
2021-10-09,1.365
2021-10-10,1.365
2021-10-11,1.35
2021-10-12,1.309
2021-10-13,1.299
2021-10-14,1.35
2021-10-15,1.364
2021-10-16,1.364
2021-10-17,1.364
2021-10-18,1.284
2021-10-19,1.343
2021-10-20,1.399
2021-10-21,1.386
2021-10-22,1.347
2021-10-23,1.347
2021-10-24,1.347
2021-10-25,1.325
2021-10-26,1.328
2021-10-27,1.404
2021-10-28,1.392
2021-10-29,1.412
2021-10-30,1.412
2021-10-31,1.412
2021-11-01,1.379
2021-11-02,1.468
2021-11-03,1.405
2021-11-04,1.442
2021-11-05,1.415
2021-11-06,1.415
2021-11-07,1.415
2021-11-08,1.442
2021-11-09,1.469
2021-11-10,1.551
2021-11-11,1.498
2021-11-12,1.507
2021-11-13,1.507
2021-11-14,1.507
2021-11-15,1.579
2021-11-16,1.561
2021-11-17,1.64
2021-11-18,1.625
2021-11-19,1.653
2021-11-20,1.653
2021-11-21,1.653
2021-11-22,1.615
2021-11-23,1.585
2021-11-24,1.557
2021-11-25,1.557
2021-11-26,1.619
2021-11-27,1.619
2021-11-28,1.619
2021-11-29,1.611
2021-11-30,1.655
2021-12-01,1.683
2021-12-02,1.605
2021-12-03,1.562
2021-12-04,1.562
2021-12-05,1.562
2021-12-06,1.526
2021-12-07,1.531
2021-12-08,1.486
2021-12-09,1.504
2021-12-10,1.511
2021-12-11,1.511
2021-12-12,1.511
2021-12-13,1.531
2021-12-14,1.541
2021-12-15,1.498
2021-12-16,1.474
2021-12-17,1.472
2021-12-18,1.472
2021-12-19,1.472
2021-12-20,1.479
2021-12-21,1.419
2021-12-22,1.412
2021-12-23,1.44
2021-12-24,1.44
2021-12-25,1.44
2021-12-26,1.44
2021-12-27,1.393
2021-12-28,1.393
2021-12-29,1.371
2021-12-30,1.412
2021-12-31,1.404
2022-01-01,1.404
2022-01-02,1.404
2022-01-03,1.399
2022-01-04,1.406
2022-01-05,1.408
2022-01-06,1.386
2022-01-07,1.4
2022-01-08,1.4
2022-01-09,1.4
2022-01-10,1.37
2022-01-11,1.307
2022-01-12,1.291
2022-01-13,1.323
2022-01-14,1.328
2022-01-15,1.328
2022-01-16,1.328
2022-01-17,1.328
2022-01-18,1.319
2022-01-19,1.274
2022-01-20,1.369
2022-01-21,1.4
2022-01-22,1.4
2022-01-23,1.4
2022-01-24,1.374
2022-01-25,1.359
2022-01-26,1.339
2022-01-27,1.303
2022-01-28,1.31
2022-01-29,1.31
2022-01-30,1.31
2022-01-31,1.355
2022-02-01,1.242
2022-02-02,1.214
2022-02-03,1.214
2022-02-04,1.221
2022-02-05,1.221
2022-02-06,1.221
2022-02-07,1.242
2022-02-08,1.222
2022-02-09,1.183
2022-02-10,1.179
2022-02-11,1.123
2022-02-12,1.123
2022-02-13,1.123
2022-02-14,1.132
2022-02-15,1.074
2022-02-16,4.894
2022-02-17,4.953
2022-02-18,5.067
2022-02-19,5.067
2022-02-20,5.067
2022-02-21,5.067
2022-02-22,5.076
2022-02-23,4.864
2022-02-24,5.035
2022-02-25,4.913
2022-02-26,4.913
2022-02-27,4.913
2022-02-28,4.797
2022-03-01,4.63
2022-03-02,4.175
2022-03-03,3.857
2022-03-04,3.758
2022-03-05,3.758
2022-03-06,3.758
2022-03-07,3.853
2022-03-08,3.82
2022-03-09,4.001
2022-03-10,3.632
2022-03-11,3.742
2022-03-12,3.742
2022-03-13,3.742
2022-03-14,4.145
2022-03-15,4.048
2022-03-16,4.067
2022-03-17,3.876
2022-03-18,3.817
2022-03-19,3.817
2022-03-20,3.817
2022-03-21,3.802
2022-03-22,3.901
2022-03-23,3.796
2022-03-24,3.973
2022-03-25,3.976
2022-03-26,3.976
2022-03-27,3.976
2022-03-28,4.066
2022-03-29,4.186
2022-03-30,4.204
2022-03-31,4.168
2022-04-01,4.062
2022-04-02,4.062
2022-04-03,4.062
2022-04-04,4.198
2022-04-05,4.245
2022-04-06,4.29
2022-04-07,4.038
2022-04-08,3.924
2022-04-09,3.924
2022-04-10,3.924
2022-04-11,4.047
2022-04-12,3.738
2022-04-13,3.53
2022-04-14,2.549
2022-04-15,2.549
2022-04-16,2.549
2022-04-17,2.549
2022-04-18,2.498
2022-04-19,2.563
2022-04-20,2.515
2022-04-21,2.753
2022-04-22,3.169
2022-04-23,3.169
2022-04-24,3.169
2022-04-25,3.232
2022-04-26,5.779
2022-04-27,7.201
2022-04-28,7.289
2022-04-29,7.406
2022-04-30,7.406
2022-05-01,7.406
2022-05-02,10.236
2022-05-03,9.605
2022-05-04,9.472
2022-05-05,9.61
2022-05-06,9.676
2022-05-07,9.676
2022-05-08,9.676
2022-05-09,10.55
2022-05-10,10.529
2022-05-11,10.27
2022-05-12,10.85
2022-05-13,10.47
2022-05-14,10.47
2022-05-15,10.47
2022-05-16,10.374
2022-05-17,10.291
2022-05-18,10.529
2022-05-19,10.175
2022-05-20,10.319
2022-05-21,10.319
2022-05-22,10.319
2022-05-23,9.946
2022-05-24,9.928
2022-05-25,9.96
2022-05-26,9.395
2022-05-27,9.569
2022-05-28,9.569
2022-05-29,9.569
2022-05-30,9.569
2022-05-31,10.534
2022-06-01,10.314
2022-06-02,9.994
2022-06-03,10.175
2022-06-04,10.175
2022-06-05,10.175
2022-06-06,10.072
2022-06-07,13.307
2022-06-08,13.803
2022-06-09,14.044
2022-06-10,13.868
2022-06-11,13.868
2022-06-12,13.868
2022-06-13,15.074
2022-06-14,14.879
2022-06-15,14.576
2022-06-16,15.24
2022-06-17,15.188
2022-06-18,15.188
2022-06-19,15.188
2022-06-20,15.188
2022-06-21,14.365
2022-06-22,15.342
2022-06-23,16.488
2022-06-24,13.115
2022-06-25,13.115
2022-06-26,13.115
2022-06-27,12.327
2022-06-28,12.312
2022-06-29,12.697
2022-06-30,13.459
2022-07-01,13.393
2022-07-02,13.393
2022-07-03,13.393
2022-07-04,13.393
2022-07-05,14.73
2022-07-06,14.904
2022-07-07,16.363
2022-07-08,14.824
2022-07-09,14.824
2022-07-10,14.824
2022-07-11,14.899
2022-07-12,14.879
2022-07-13,13.866
2022-07-14,14.48
2022-07-15,14.047
2022-07-16,14.047
2022-07-17,14.047
2022-07-18,13.676
2022-07-19,13.5
2022-07-20,13.433
2022-07-21,14.098
2022-07-22,14.466
2022-07-23,14.466
2022-07-24,14.466
2022-07-25,13.886
2022-07-26,14.189
2022-07-27,13.608
2022-07-28,14.534
2022-07-29,14.473
2022-07-30,14.473
2022-07-31,14.473
2022-08-01,14.856
2022-08-02,14.466
2022-08-03,14.596
2022-08-04,14.535
2022-08-05,14.434
2022-08-06,14.434
2022-08-07,14.434
2022-08-08,14.237
2022-08-09,14.158
2022-08-10,13.008
2022-08-11,12.245
2022-08-12,11.877
2022-08-13,11.877
2022-08-14,11.877
2022-08-15,11.727
2022-08-16,11.642
2022-08-17,11.665
2022-08-18,11.361
2022-08-19,11.124
2022-08-20,11.124
2022-08-21,11.124
2022-08-22,10.869
2022-08-23,10.606
2022-08-24,10.769
2022-08-25,10.593
2022-08-26,10.802
2022-08-27,10.802
2022-08-28,10.802
2022-08-29,10.991
2022-08-30,11.787
2022-08-31,11.924
2022-09-01,12.498
2022-09-02,12.237
2022-09-03,12.237
2022-09-04,12.237
2022-09-05,12.237
2022-09-06,12.068
2022-09-07,12.354
2022-09-08,12.932
2022-09-09,12.533
2022-09-10,12.533
2022-09-11,12.533
2022-09-12,15.44
2022-09-13,15.642
2022-09-14,15.362
2022-09-15,16.169
2022-09-16,16.811
2022-09-17,16.811
2022-09-18,16.811
2022-09-19,16.106
2022-09-20,16.475
2022-09-21,16.69
2022-09-22,17.05
2022-09-23,17.966
2022-09-24,17.966
2022-09-25,17.966
2022-09-26,15.609
2022-09-27,14.267
2022-09-28,13.587
2022-09-29,13.517
2022-09-30,13.941
2022-10-01,13.941
2022-10-02,13.941
2022-10-03,15.456
2022-10-04,14.668
2022-10-05,14.067
2022-10-06,12.153
2022-10-07,12.433
2022-10-08,12.433
2022-10-09,12.433
2022-10-10,12.421
2022-10-11,12.993
2022-10-12,13.014
2022-10-13,12.919
2022-10-14,12.863
2022-10-15,12.863
2022-10-16,12.863
2022-10-17,12.449
2022-10-18,12.652
2022-10-19,13.007
2022-10-20,13.242
2022-10-21,12.935
2022-10-22,12.935
2022-10-23,12.935
2022-10-24,13.025
2022-10-25,13.199
2022-10-26,13.384
2022-10-27,12.956
2022-10-28,13.112
2022-10-29,13.112
2022-10-30,13.112
2022-10-31,12.925
2022-11-01,12.795
2022-11-02,13.133
2022-11-03,12.679
2022-11-04,12.155
2022-11-05,12.155
2022-11-06,12.155
2022-11-07,12.098
2022-11-08,12.082
2022-11-09,13.103
2022-11-10,12.937
2022-11-11,13.092
2022-11-12,13.092
2022-11-13,13.092
2022-11-14,13.272
2022-11-15,12.699
2022-11-16,13.051
2022-11-17,12.966
2022-11-18,13.09
2022-11-19,13.09
2022-11-20,13.09
2022-11-21,12.755
2022-11-22,12.687
2022-11-23,12.639
2022-11-24,12.639
2022-11-25,12.548
2022-11-26,12.548
2022-11-27,12.548
2022-11-28,12.866
2022-11-29,12.413
2022-11-30,8.102
2022-12-01,8.366
2022-12-02,8.155
2022-12-03,8.155
2022-12-04,8.155
2022-12-05,8.532
2022-12-06,8.406
2022-12-07,8.43
2022-12-08,8.581
2022-12-09,8.758
2022-12-10,8.758
2022-12-11,8.758
2022-12-12,8.641
2022-12-13,8.597
2022-12-14,8.83
2022-12-15,8.791
2022-12-16,8.85
2022-12-17,8.85
2022-12-18,8.85
2022-12-19,9.022
2022-12-20,9.008
2022-12-21,8.675
2022-12-22,8.722
2022-12-23,8.515
2022-12-24,8.515
2022-12-25,8.515
2022-12-26,8.515
2022-12-27,8.417
2022-12-28,8.928
2022-12-29,8.822
2022-12-30,8.781
2022-12-31,8.781
2023-01-01,8.781
2023-01-02,8.781
2023-01-03,9.357
2023-01-04,9.366
2023-01-05,9.296
2023-01-06,8.861
2023-01-07,8.861
2023-01-08,8.861
2023-01-09,8.877
2023-01-10,9.21
2023-01-11,9.255
2023-01-12,9.263
2023-01-13,9.022
2023-01-14,9.022
2023-01-15,9.022
2023-01-16,9.022
2023-01-17,8.956
2023-01-18,9.035
2023-01-19,8.802
2023-01-20,8.392
2023-01-21,8.392
2023-01-22,8.392
2023-01-23,8.142
2023-01-24,8.023
2023-01-25,9.895
2023-01-26,10.196
2023-01-27,10.389
2023-01-28,10.389
2023-01-29,10.389
2023-01-30,10.159
2023-01-31,10.334
2023-02-01,10.106
2023-02-02,10.112
2023-02-03,10.334
2023-02-04,10.334
2023-02-05,10.334
2023-02-06,10.409
2023-02-07,10.404
2023-02-08,11.041
2023-02-09,10.907
2023-02-10,10.735
2023-02-11,10.735
2023-02-12,10.735
2023-02-13,9.88
2023-02-14,9.462
2023-02-15,9.373
2023-02-16,11.064
2023-02-17,18.463
2023-02-18,18.463
2023-02-19,18.463
2023-02-20,18.463
2023-02-21,19.286
2023-02-22,18.987
2023-02-23,19.467
2023-02-24,19.56
2023-02-25,19.56
2023-02-26,19.56
2023-02-27,18.859
2023-02-28,18.293
2023-03-01,17.684
2023-03-02,17.677
2023-03-03,17.409
2023-03-04,17.409
2023-03-05,17.409
2023-03-06,17.881
2023-03-07,18.065
2023-03-08,18.391
2023-03-09,18.626
2023-03-10,18.988
2023-03-11,18.988
2023-03-12,18.988
2023-03-13,20.068
2023-03-14,20.173
2023-03-15,21.368
2023-03-16,21.365
2023-03-17,21.637
2023-03-18,21.637
2023-03-19,21.637
2023-03-20,21.99
2023-03-21,21.905
2023-03-22,22.141
2023-03-23,22.294
2023-03-24,22.204
2023-03-25,22.204
2023-03-26,22.204
2023-03-27,21.745
2023-03-28,21.536
2023-03-29,22.449
2023-03-30,22.54
2023-03-31,22.232
2023-04-01,22.232
2023-04-02,22.232
2023-04-03,21.472
2023-04-04,21.63
2023-04-05,21.496
2023-04-06,22.295
2023-04-07,22.295
2023-04-08,22.295
2023-04-09,22.295
2023-04-10,19.454
2023-04-11,19.332
2023-04-12,19.51
2023-04-13,18.962
2023-04-14,19.652
2023-04-15,19.652
2023-04-16,19.652
2023-04-17,19.11
2023-04-18,19.124
2023-04-19,18.96
2023-04-20,19.67
2023-04-21,20.671
2023-04-22,20.671
2023-04-23,20.671
2023-04-24,20.273
2023-04-25,21.009
2023-04-26,21.511
2023-04-27,20.006
2023-04-28,18.154
2023-04-29,18.154
2023-04-30,18.154
2023-05-01,18.542
2023-05-02,18.586
2023-05-03,19.008
2023-05-04,18.716
2023-05-05,17.919
2023-05-06,17.919
2023-05-07,17.919
2023-05-08,17.471
2023-05-09,17.298
2023-05-10,17.148
2023-05-11,17.629
2023-05-12,17.953
2023-05-13,17.953
2023-05-14,17.953
2023-05-15,17.753
2023-05-16,18.496
2023-05-17,18.519
2023-05-18,18.293
2023-05-19,18.623
2023-05-20,18.623
2023-05-21,18.623
2023-05-22,18.487
2023-05-23,18.623
2023-05-24,18.853
2023-05-25,19.493
2023-05-26,20.146
2023-05-27,20.146
2023-05-28,20.146
2023-05-29,20.146
2023-05-30,20.116
2023-05-31,20.996
2023-06-01,20.627
2023-06-02,18.251
2023-06-03,18.251
2023-06-04,18.251
2023-06-05,18.234
2023-06-06,18.126
2023-06-07,17.389
2023-06-08,17.991
2023-06-09,17.986
2023-06-10,17.986
2023-06-11,17.986
2023-06-12,18.638
2023-06-13,18.669
2023-06-14,18.392
2023-06-15,17.674
2023-06-16,17.771
2023-06-17,17.771
2023-06-18,17.771
2023-06-19,17.771
2023-06-20,17.41
2023-06-21,16.841
2023-06-22,17.259
