,ES US Equity
2023-06-27,4.149
2023-06-28,4.252
2023-06-29,4.244
2023-06-30,4.172
2023-07-01,4.172
2023-07-02,4.172
2023-07-03,4.164
2023-07-04,4.164
2023-07-05,4.13
2023-07-06,4.145
2023-07-07,4.177
2023-07-08,4.177
2023-07-09,4.177
2023-07-10,4.226
2023-07-11,4.168
2023-07-12,4.107
2023-07-13,4.072
2023-07-14,4.084
2023-07-15,4.084
2023-07-16,4.084
2023-07-17,4.121
2023-07-18,4.165
2023-07-19,4.122
2023-07-20,4.044
2023-07-21,4.001
2023-07-22,4.001
2023-07-23,4.001
2023-07-24,4.033
2023-07-25,4.022
2023-07-26,4.037
2023-07-27,4.113
2023-07-28,4.122
2023-07-29,4.122
2023-07-30,4.122
2023-07-31,4.109
2023-08-01,4.207
2023-08-02,4.24
2023-08-03,4.345
2023-08-04,4.402
2023-08-05,4.402
2023-08-06,4.402
2023-08-07,4.412
2023-08-08,4.422
2023-08-09,4.399
2023-08-10,4.462
2023-08-11,4.415
2023-08-12,4.415
2023-08-13,4.415
2023-08-14,4.462
2023-08-15,4.606
2023-08-16,4.595
2023-08-17,4.597
2023-08-18,4.591
2023-08-19,4.591
2023-08-20,4.591
2023-08-21,4.636
2023-08-22,4.637
2023-08-23,4.619
2023-08-24,4.63
2023-08-25,4.545
2023-08-26,4.545
2023-08-27,4.545
2023-08-28,4.545
2023-08-29,4.534
2023-08-30,4.598
2023-08-31,4.641
2023-09-01,4.698
2023-09-02,4.698
2023-09-03,4.698
2023-09-04,4.698
2023-09-05,4.825
2023-09-06,4.857
2023-09-07,4.826
2023-09-08,4.769
2023-09-09,4.769
2023-09-10,4.769
2023-09-11,4.748
2023-09-12,4.746
2023-09-13,4.674
2023-09-14,4.595
2023-09-15,4.611
2023-09-16,4.611
2023-09-17,4.611
2023-09-18,4.605
2023-09-19,4.642
2023-09-20,4.629
2023-09-21,4.626
2023-09-22,4.681
2023-09-23,4.681
2023-09-24,4.681
2023-09-25,4.74
2023-09-26,4.906
2023-09-27,4.985
2023-09-28,5.107
2023-09-29,5.038
2023-09-30,5.038
2023-10-01,5.038
2023-10-02,5.257
2023-10-03,5.227
2023-10-04,5.243
2023-10-05,5.329
2023-10-06,5.271
2023-10-07,5.271
2023-10-08,5.271
2023-10-09,5.14
2023-10-10,5.048
2023-10-11,4.989
2023-10-12,5.392
2023-10-13,5.344
2023-10-14,5.344
2023-10-15,5.344
2023-10-16,5.224
2023-10-17,5.293
2023-10-18,5.388
2023-10-19,5.426
2023-10-20,5.466
2023-10-21,5.466
2023-10-22,5.466
2023-10-23,5.575
2023-10-24,5.413
2023-10-25,5.394
2023-10-26,5.4
2023-10-27,5.501
2023-10-28,5.501
2023-10-29,5.501
2023-10-30,5.478
2023-10-31,5.437
2023-11-01,5.509
2023-11-02,5.388
2023-11-03,5.276
2023-11-04,5.276
2023-11-05,5.276
2023-11-06,5.191
2023-11-07,5.21
2023-11-08,5.272
2023-11-09,5.413
2023-11-10,5.457
2023-11-11,5.457
2023-11-12,5.457
2023-11-13,5.536
2023-11-14,5.221
2023-11-15,5.128
2023-11-16,5.107
2023-11-17,5.018
2023-11-18,5.018
2023-11-19,5.018
2023-11-20,5.036
2023-11-21,4.991
2023-11-22,4.932
2023-11-23,4.932
2023-11-24,4.954
2023-11-25,4.954
2023-11-26,4.954
2023-11-27,4.972
2023-11-28,4.899
2023-11-29,4.917
2023-11-30,4.923
2023-12-01,4.812
2023-12-02,4.812
2023-12-03,4.812
2023-12-04,4.819
2023-12-05,4.859
2023-12-06,4.826
2023-12-07,4.844
2023-12-08,4.903
2023-12-09,4.903
2023-12-10,4.903
2023-12-11,4.811
2023-12-12,4.857
2023-12-13,4.635
2023-12-14,4.611
2023-12-15,4.689
2023-12-16,4.689
2023-12-17,4.689
2023-12-18,4.676
2023-12-19,4.705
2023-12-20,4.789
2023-12-21,4.759
2023-12-22,4.745
2023-12-23,4.745
2023-12-24,4.745
2023-12-25,4.745
2023-12-26,4.718
2023-12-27,4.724
2023-12-28,4.678
2023-12-29,4.696
2023-12-30,4.696
2023-12-31,4.696
2024-01-01,4.696
2024-01-02,4.547
2024-01-03,4.508
2024-01-04,4.609
2024-01-05,4.668
2024-01-06,4.668
2024-01-07,4.668
2024-01-08,4.609
2024-01-09,5.017
2024-01-10,4.965
2024-01-11,5.073
2024-01-12,5.094
2024-01-13,5.094
2024-01-14,5.094
2024-01-15,5.094
2024-01-16,5.152
2024-01-17,5.291
2024-01-18,5.366
2024-01-19,5.425
2024-01-20,5.425
2024-01-21,5.425
2024-01-22,5.49
2024-01-23,5.468
2024-01-24,5.439
2024-01-25,5.293
2024-01-26,5.268
2024-01-27,5.268
2024-01-28,5.268
2024-01-29,5.264
2024-01-30,5.297
2024-01-31,5.355
2024-02-01,5.189
2024-02-02,5.238
2024-02-03,5.238
2024-02-04,5.238
2024-02-05,5.383
2024-02-06,5.378
2024-02-07,5.375
2024-02-08,5.348
2024-02-09,5.259
2024-02-10,5.259
2024-02-11,5.259
2024-02-12,5.223
2024-02-13,5.316
2024-02-14,5.097
2024-02-15,4.941
2024-02-16,4.92
2024-02-17,4.92
2024-02-18,4.92
2024-02-19,4.92
2024-02-20,5.036
2024-02-21,4.958
2024-02-22,4.984
2024-02-23,4.92
2024-02-24,4.92
2024-02-25,4.92
2024-02-26,5.025
2024-02-27,4.887
2024-02-28,4.942
2024-02-29,4.934
2024-03-01,4.959
2024-03-02,4.959
2024-03-03,4.959
2024-03-04,4.857
2024-03-05,4.921
2024-03-06,4.891
2024-03-07,4.815
2024-03-08,4.762
2024-03-09,4.762
2024-03-10,4.762
2024-03-11,4.717
2024-03-12,4.783
2024-03-13,4.838
2024-03-14,4.846
2024-03-15,4.857
2024-03-16,4.857
2024-03-17,4.857
2024-03-18,4.854
2024-03-19,4.867
2024-03-20,4.834
2024-03-21,4.944
2024-03-22,4.968
2024-03-23,4.968
2024-03-24,4.968
2024-03-25,4.998
2024-03-26,5.107
2024-03-27,4.875
2024-03-28,4.81
2024-03-29,4.81
2024-03-30,4.81
2024-03-31,4.81
2024-04-01,4.883
2024-04-02,4.851
2024-04-03,4.92
2024-04-04,4.879
2024-04-05,4.912
2024-04-06,4.912
2024-04-07,4.912
2024-04-08,4.833
