,HON US Equity
2021-03-17,2.559
2021-03-18,2.536
2021-03-19,2.561
2021-03-20,2.561
2021-03-21,2.561
2021-03-22,2.57
2021-03-23,2.614
2021-03-24,2.505
2021-03-25,2.486
2021-03-26,2.433
2021-03-27,2.433
2021-03-28,2.433
2021-03-29,2.429
2021-03-30,2.438
2021-03-31,2.449
2021-04-01,2.452
2021-04-02,2.452
2021-04-03,2.452
2021-04-04,2.452
2021-04-05,2.425
2021-04-06,2.309
2021-04-07,2.316
2021-04-08,2.302
2021-04-09,2.259
2021-04-10,2.259
2021-04-11,2.259
2021-04-12,2.243
2021-04-13,2.239
2021-04-14,2.235
2021-04-15,2.231
2021-04-16,2.209
2021-04-17,2.209
2021-04-18,2.209
2021-04-19,2.22
2021-04-20,2.255
2021-04-21,2.224
2021-04-22,2.236
2021-04-23,2.233
2021-04-24,2.233
2021-04-25,2.233
2021-04-26,2.245
2021-04-27,2.23
2021-04-28,2.231
2021-04-29,2.221
2021-04-30,2.229
2021-05-01,2.229
2021-05-02,2.229
2021-05-03,2.228
2021-05-04,2.206
2021-05-05,2.198
2021-05-06,2.174
2021-05-07,2.173
2021-05-08,2.173
2021-05-09,2.173
2021-05-10,2.153
2021-05-11,2.17
2021-05-12,2.26
2021-05-13,2.213
2021-05-14,2.179
2021-05-15,2.179
2021-05-16,2.179
2021-05-17,2.188
2021-05-18,2.228
2021-05-19,2.238
2021-05-20,2.23
2021-05-21,2.22
2021-05-22,2.22
2021-05-23,2.22
2021-05-24,2.202
2021-05-25,2.211
2021-05-26,2.209
2021-05-27,2.142
2021-05-28,2.146
2021-05-29,2.146
2021-05-30,2.146
2021-05-31,2.146
2021-06-01,2.127
2021-06-02,2.147
2021-06-03,2.162
2021-06-04,2.154
2021-06-05,2.154
2021-06-06,2.154
2021-06-07,2.171
2021-06-08,2.156
2021-06-09,2.175
2021-06-10,2.19
2021-06-11,2.2
2021-06-12,2.2
2021-06-13,2.2
2021-06-14,2.22
2021-06-15,2.227
2021-06-16,2.262
2021-06-17,2.291
2021-06-18,2.331
2021-06-19,2.331
2021-06-20,2.331
2021-06-21,2.294
2021-06-22,2.299
2021-06-23,2.308
2021-06-24,2.276
2021-06-25,2.265
2021-06-26,2.265
2021-06-27,2.265
2021-06-28,2.285
2021-06-29,2.294
2021-06-30,2.259
2021-07-01,2.246
2021-07-02,2.238
2021-07-03,2.238
2021-07-04,2.238
2021-07-05,2.238
2021-07-06,2.267
2021-07-07,2.244
2021-07-08,2.259
2021-07-09,2.21
2021-07-10,2.21
2021-07-11,2.21
2021-07-12,2.203
2021-07-13,2.212
2021-07-14,2.176
2021-07-15,2.129
2021-07-16,2.152
2021-07-17,2.152
2021-07-18,2.152
2021-07-19,2.248
2021-07-20,2.16
2021-07-21,2.14
2021-07-22,2.131
2021-07-23,2.18
2021-07-24,2.18
2021-07-25,2.18
2021-07-26,2.182
2021-07-27,2.171
2021-07-28,2.17
2021-07-29,2.148
2021-07-30,2.139
2021-07-31,2.139
2021-08-01,2.139
2021-08-02,2.153
2021-08-03,2.151
2021-08-04,2.18
2021-08-05,2.177
2021-08-06,2.179
2021-08-07,2.179
2021-08-08,2.179
2021-08-09,2.192
2021-08-10,2.158
2021-08-11,2.137
2021-08-12,2.149
2021-08-13,2.151
2021-08-14,2.151
2021-08-15,2.151
2021-08-16,2.132
2021-08-17,2.153
2021-08-18,2.188
2021-08-19,2.195
2021-08-20,2.195
2021-08-21,2.195
2021-08-22,2.195
2021-08-23,2.181
2021-08-24,2.169
2021-08-25,2.167
2021-08-26,2.165
2021-08-27,2.162
2021-08-28,2.162
2021-08-29,2.162
2021-08-30,2.155
2021-08-31,2.155
2021-09-01,2.175
2021-09-02,2.164
2021-09-03,2.189
2021-09-04,2.189
2021-09-05,2.189
2021-09-06,2.189
2021-09-07,2.242
2021-09-08,2.227
2021-09-09,2.242
2021-09-10,2.247
2021-09-11,2.247
2021-09-12,2.247
2021-09-13,2.235
2021-09-14,2.27
2021-09-15,2.254
2021-09-16,2.275
2021-09-17,2.287
2021-09-18,2.287
2021-09-19,2.287
2021-09-20,2.317
2021-09-21,2.326
2021-09-22,2.303
2021-09-23,2.275
2021-09-24,2.28
2021-09-25,2.28
2021-09-26,2.28
2021-09-27,2.294
2021-09-28,2.325
2021-09-29,2.325
2021-09-30,2.354
2021-10-01,2.318
2021-10-02,2.318
2021-10-03,2.318
2021-10-04,2.331
2021-10-05,2.314
2021-10-06,2.302
2021-10-07,2.286
2021-10-08,2.293
2021-10-09,2.293
2021-10-10,2.293
2021-10-11,2.319
2021-10-12,2.329
2021-10-13,2.316
2021-10-14,2.284
2021-10-15,2.262
2021-10-16,2.262
2021-10-17,2.262
2021-10-18,2.263
2021-10-19,2.251
2021-10-20,2.232
2021-10-21,2.224
2021-10-22,2.289
2021-10-23,2.289
2021-10-24,2.289
2021-10-25,2.288
2021-10-26,2.279
2021-10-27,2.307
2021-10-28,2.277
2021-10-29,2.276
2021-10-30,2.276
2021-10-31,2.276
2021-11-01,2.264
2021-11-02,2.249
2021-11-03,2.233
2021-11-04,2.236
2021-11-05,2.201
2021-11-06,2.201
2021-11-07,2.201
2021-11-08,2.204
2021-11-09,2.185
2021-11-10,2.198
2021-11-11,2.242
2021-11-12,2.228
2021-11-13,2.228
2021-11-14,2.228
2021-11-15,2.227
2021-11-16,2.238
2021-11-17,2.263
2021-11-18,2.261
2021-11-19,2.284
2021-11-20,2.284
2021-11-21,2.284
2021-11-22,2.287
2021-11-23,2.31
2021-11-24,2.351
2021-11-25,2.351
2021-11-26,2.397
2021-11-27,2.397
2021-11-28,2.397
2021-11-29,2.403
2021-11-30,2.467
2021-12-01,2.502
2021-12-02,2.446
2021-12-03,2.452
2021-12-04,2.452
2021-12-05,2.452
2021-12-06,2.419
2021-12-07,2.409
2021-12-08,2.438
2021-12-09,2.422
2021-12-10,2.378
2021-12-11,2.378
2021-12-12,2.378
2021-12-13,2.385
2021-12-14,2.414
2021-12-15,2.379
2021-12-16,2.381
2021-12-17,2.432
2021-12-18,2.432
2021-12-19,2.432
2021-12-20,2.497
2021-12-21,2.474
2021-12-22,2.472
2021-12-23,2.431
2021-12-24,2.431
2021-12-25,2.431
2021-12-26,2.431
2021-12-27,2.417
2021-12-28,2.41
2021-12-29,2.404
2021-12-30,2.409
2021-12-31,2.393
2022-01-01,2.393
2022-01-02,2.393
2022-01-03,2.413
2022-01-04,2.388
2022-01-05,2.364
2022-01-06,2.367
2022-01-07,2.313
2022-01-08,2.313
2022-01-09,2.313
2022-01-10,2.338
2022-01-11,2.307
2022-01-12,2.286
2022-01-13,2.277
2022-01-14,2.296
2022-01-15,2.296
2022-01-16,2.296
2022-01-17,2.296
2022-01-18,2.34
2022-01-19,2.371
2022-01-20,2.392
2022-01-21,2.447
2022-01-22,2.447
2022-01-23,2.447
2022-01-24,2.454
2022-01-25,2.481
2022-01-26,2.501
2022-01-27,2.501
2022-01-28,2.484
2022-01-29,2.484
2022-01-30,2.484
2022-01-31,2.454
2022-02-01,2.444
2022-02-02,2.418
2022-02-03,2.562
2022-02-04,2.479
2022-02-05,2.479
2022-02-06,2.479
2022-02-07,2.466
2022-02-08,2.424
2022-02-09,2.399
2022-02-10,2.46
2022-02-11,2.522
2022-02-12,2.522
2022-02-13,2.522
2022-02-14,2.535
2022-02-15,2.497
2022-02-16,2.503
2022-02-17,2.564
2022-02-18,2.599
2022-02-19,2.599
2022-02-20,2.599
2022-02-21,2.599
2022-02-22,2.593
2022-02-23,2.645
2022-02-24,2.581
2022-02-25,2.496
2022-02-26,2.496
2022-02-27,2.496
2022-02-28,2.481
2022-03-01,2.564
2022-03-02,2.525
2022-03-03,2.51
2022-03-04,2.551
2022-03-05,2.551
2022-03-06,2.551
2022-03-07,2.625
2022-03-08,2.609
2022-03-09,2.582
2022-03-10,2.596
2022-03-11,2.626
2022-03-12,2.626
2022-03-13,2.626
2022-03-14,2.613
2022-03-15,2.549
2022-03-16,2.506
2022-03-17,2.494
2022-03-18,2.462
2022-03-19,2.462
2022-03-20,2.462
2022-03-21,2.484
2022-03-22,2.458
2022-03-23,2.493
2022-03-24,2.463
2022-03-25,2.424
2022-03-26,2.424
2022-03-27,2.424
2022-03-28,2.432
2022-03-29,2.427
2022-03-30,2.44
2022-03-31,2.453
2022-04-01,2.435
2022-04-02,2.435
2022-04-03,2.435
2022-04-04,2.435
2022-04-05,2.466
2022-04-06,2.466
2022-04-07,2.478
2022-04-08,2.511
2022-04-09,2.511
2022-04-10,2.511
2022-04-11,2.522
2022-04-12,2.499
2022-04-13,2.441
2022-04-14,2.441
2022-04-15,2.441
2022-04-16,2.441
2022-04-17,2.441
2022-04-18,2.481
2022-04-19,2.417
2022-04-20,2.427
2022-04-21,2.432
2022-04-22,2.5
2022-04-23,2.5
2022-04-24,2.5
2022-04-25,2.484
2022-04-26,2.539
2022-04-27,2.557
2022-04-28,2.509
2022-04-29,2.46
2022-04-30,2.46
2022-05-01,2.46
2022-05-02,2.417
2022-05-03,2.415
2022-05-04,2.312
2022-05-05,2.405
2022-05-06,2.435
2022-05-07,2.435
2022-05-08,2.435
2022-05-09,2.449
2022-05-10,2.439
2022-05-11,2.474
2022-05-12,2.449
2022-05-13,2.445
2022-05-14,2.445
2022-05-15,2.445
2022-05-16,2.44
2022-05-17,2.377
2022-05-18,2.441
2022-05-19,2.456
2022-05-20,2.494
2022-05-21,2.494
2022-05-22,2.494
2022-05-23,2.496
2022-05-24,2.491
2022-05-25,2.485
2022-05-26,2.45
2022-05-27,2.41
2022-05-28,2.41
2022-05-29,2.41
2022-05-30,2.41
2022-05-31,2.444
2022-06-01,2.466
2022-06-02,2.401
2022-06-03,2.429
2022-06-04,2.429
2022-06-05,2.429
2022-06-06,2.424
2022-06-07,2.394
2022-06-08,2.433
2022-06-09,2.464
2022-06-10,2.54
2022-06-11,2.54
2022-06-12,2.54
2022-06-13,2.566
2022-06-14,2.582
2022-06-15,2.558
2022-06-16,2.63
2022-06-17,2.633
2022-06-18,2.633
2022-06-19,2.633
2022-06-20,2.633
2022-06-21,2.621
2022-06-22,2.662
2022-06-23,2.711
2022-06-24,2.628
2022-06-25,2.628
2022-06-26,2.628
2022-06-27,2.654
2022-06-28,2.689
2022-06-29,2.732
2022-06-30,2.722
2022-07-01,2.702
2022-07-02,2.702
2022-07-03,2.702
2022-07-04,2.702
2022-07-05,2.75
2022-07-06,2.732
2022-07-07,2.723
2022-07-08,2.73
2022-07-09,2.73
2022-07-10,2.73
2022-07-11,2.738
2022-07-12,2.725
2022-07-13,2.769
2022-07-14,2.791
2022-07-15,2.738
2022-07-16,2.738
2022-07-17,2.738
2022-07-18,2.768
2022-07-19,2.67
2022-07-20,2.654
2022-07-21,2.628
2022-07-22,2.607
2022-07-23,2.607
2022-07-24,2.607
2022-07-25,2.61
2022-07-26,2.608
2022-07-27,2.576
2022-07-28,2.481
2022-07-29,2.452
2022-07-30,2.452
2022-07-31,2.452
2022-08-01,2.458
2022-08-02,2.495
2022-08-03,2.464
2022-08-04,2.453
2022-08-05,2.455
2022-08-06,2.455
2022-08-07,2.455
2022-08-08,2.439
2022-08-09,2.437
2022-08-10,2.399
2022-08-11,2.371
2022-08-12,2.343
2022-08-13,2.343
2022-08-14,2.343
2022-08-15,2.327
2022-08-16,2.311
2022-08-17,2.321
2022-08-18,2.311
2022-08-19,2.335
2022-08-20,2.335
2022-08-21,2.335
2022-08-22,2.379
2022-08-23,2.383
2022-08-24,2.38
2022-08-25,2.349
2022-08-26,2.438
2022-08-27,2.438
2022-08-28,2.438
2022-08-29,2.446
2022-08-30,2.468
2022-08-31,2.486
2022-09-01,2.408
2022-09-02,2.458
2022-09-03,2.458
2022-09-04,2.458
2022-09-05,2.458
2022-09-06,2.475
2022-09-07,2.429
2022-09-08,2.446
2022-09-09,2.427
2022-09-10,2.427
2022-09-11,2.427
2022-09-12,2.423
2022-09-13,2.515
2022-09-14,2.585
2022-09-15,2.659
2022-09-16,2.652
2022-09-17,2.652
2022-09-18,2.652
2022-09-19,2.633
2022-09-20,2.657
2022-09-21,2.698
2022-09-22,2.715
2022-09-23,2.744
2022-09-24,2.744
2022-09-25,2.744
2022-09-26,2.765
2022-09-27,2.765
2022-09-28,2.706
2022-09-29,2.765
2022-09-30,2.817
2022-10-01,2.817
2022-10-02,2.817
2022-10-03,2.718
2022-10-04,2.639
2022-10-05,2.645
2022-10-06,2.687
2022-10-07,2.744
2022-10-08,2.744
2022-10-09,2.744
2022-10-10,2.73
2022-10-11,2.703
2022-10-12,2.707
2022-10-13,2.635
2022-10-14,2.686
2022-10-15,2.686
2022-10-16,2.686
2022-10-17,2.632
2022-10-18,2.59
2022-10-19,2.599
2022-10-20,2.623
2022-10-21,2.549
2022-10-22,2.549
2022-10-23,2.549
2022-10-24,2.493
2022-10-25,2.457
2022-10-26,2.449
2022-10-27,2.36
2022-10-28,2.253
2022-10-29,2.253
2022-10-30,2.253
2022-10-31,2.263
2022-11-01,2.273
2022-11-02,2.303
2022-11-03,2.259
2022-11-04,2.221
2022-11-05,2.221
2022-11-06,2.221
2022-11-07,2.209
2022-11-08,2.192
2022-11-09,2.21
2022-11-10,2.147
2022-11-11,2.168
2022-11-12,2.168
2022-11-13,2.168
2022-11-14,2.157
2022-11-15,2.133
2022-11-16,2.147
2022-11-17,2.142
2022-11-18,2.142
2022-11-19,2.142
2022-11-20,2.142
2022-11-21,2.122
2022-11-22,2.1
2022-11-23,2.099
2022-11-24,2.099
2022-11-25,2.088
2022-11-26,2.088
2022-11-27,2.088
2022-11-28,2.13
2022-11-29,2.12
2022-11-30,2.093
2022-12-01,2.105
2022-12-02,2.089
2022-12-03,2.089
2022-12-04,2.089
2022-12-05,2.123
2022-12-06,2.147
2022-12-07,2.144
2022-12-08,2.145
2022-12-09,2.162
2022-12-10,2.162
2022-12-11,2.162
2022-12-12,2.133
2022-12-13,2.129
2022-12-14,2.131
2022-12-15,2.19
2022-12-16,2.179
2022-12-17,2.179
2022-12-18,2.179
2022-12-19,2.183
2022-12-20,2.161
2022-12-21,2.125
2022-12-22,2.153
2022-12-23,2.137
2022-12-24,2.137
2022-12-25,2.137
2022-12-26,2.137
2022-12-27,2.127
2022-12-28,2.154
2022-12-29,2.129
2022-12-30,2.133
2022-12-31,2.133
2023-01-01,2.133
2023-01-02,2.133
2023-01-03,2.133
2023-01-04,2.192
2023-01-05,2.251
2023-01-06,2.189
2023-01-07,2.189
2023-01-08,2.189
2023-01-09,2.185
2023-01-10,2.178
2023-01-11,2.168
2023-01-12,2.112
2023-01-13,2.106
2023-01-14,2.106
2023-01-15,2.106
2023-01-16,2.106
2023-01-17,2.139
2023-01-18,2.223
2023-01-19,2.263
2023-01-20,2.247
2023-01-21,2.247
2023-01-22,2.247
2023-01-23,2.221
2023-01-24,2.194
2023-01-25,2.197
2023-01-26,2.169
2023-01-27,2.182
2023-01-28,2.182
2023-01-29,2.182
2023-01-30,2.206
2023-01-31,2.178
2023-02-01,2.196
2023-02-02,2.182
2023-02-03,2.232
2023-02-04,2.232
2023-02-05,2.232
2023-02-06,2.216
2023-02-07,2.2
2023-02-08,2.236
2023-02-09,2.269
2023-02-10,2.255
2023-02-11,2.255
2023-02-12,2.255
2023-02-13,2.222
2023-02-14,2.249
2023-02-15,2.241
2023-02-16,2.266
2023-02-17,2.243
2023-02-18,2.243
2023-02-19,2.243
2023-02-20,2.243
2023-02-21,2.296
2023-02-22,2.311
2023-02-23,2.304
2023-02-24,2.34
2023-02-25,2.34
2023-02-26,2.34
2023-02-27,2.335
2023-02-28,2.34
2023-03-01,2.323
2023-03-02,2.304
2023-03-03,2.277
2023-03-04,2.277
2023-03-05,2.277
2023-03-06,2.262
2023-03-07,2.278
2023-03-08,2.279
2023-03-09,2.311
2023-03-10,2.305
2023-03-11,2.305
2023-03-12,2.305
2023-03-13,2.308
2023-03-14,2.307
2023-03-15,2.366
2023-03-16,2.353
2023-03-17,2.411
2023-03-18,2.411
2023-03-19,2.411
2023-03-20,2.344
2023-03-21,2.328
2023-03-22,2.378
2023-03-23,2.381
2023-03-24,2.366
2023-03-25,2.366
2023-03-26,2.366
2023-03-27,2.368
2023-03-28,2.38
2023-03-29,2.366
2023-03-30,2.365
2023-03-31,2.34
2023-04-01,2.34
2023-04-02,2.34
2023-04-03,2.314
2023-04-04,2.342
2023-04-05,2.361
2023-04-06,2.348
2023-04-07,2.348
2023-04-08,2.348
2023-04-09,2.348
2023-04-10,2.333
2023-04-11,2.327
2023-04-12,2.315
2023-04-13,2.283
2023-04-14,2.275
2023-04-15,2.275
2023-04-16,2.275
2023-04-17,2.26
2023-04-18,2.271
2023-04-19,2.261
2023-04-20,2.273
2023-04-21,2.281
2023-04-22,2.281
2023-04-23,2.281
2023-04-24,2.273
2023-04-25,2.282
2023-04-26,2.343
2023-04-27,2.252
2023-04-28,2.247
2023-04-29,2.247
2023-04-30,2.247
2023-05-01,2.24
2023-05-02,2.265
2023-05-03,2.269
2023-05-04,2.289
2023-05-05,2.263
2023-05-06,2.263
2023-05-07,2.263
2023-05-08,2.28
2023-05-09,2.277
2023-05-10,2.275
2023-05-11,2.302
2023-05-12,2.31
2023-05-13,2.31
2023-05-14,2.31
2023-05-15,2.302
2023-05-16,2.343
2023-05-17,2.29
2023-05-18,2.265
2023-05-19,2.275
2023-05-20,2.275
2023-05-21,2.275
2023-05-22,2.28
2023-05-23,2.303
2023-05-24,2.343
2023-05-25,2.338
2023-05-26,2.32
2023-05-27,2.32
2023-05-28,2.32
2023-05-29,2.32
2023-05-30,2.31
2023-05-31,2.346
2023-06-01,2.319
2023-06-02,2.26
2023-06-03,2.26
2023-06-04,2.26
2023-06-05,2.28
2023-06-06,2.289
2023-06-07,2.266
2023-06-08,2.268
2023-06-09,2.271
2023-06-10,2.271
2023-06-11,2.271
2023-06-12,2.264
2023-06-13,2.235
2023-06-14,2.242
2023-06-15,2.206
2023-06-16,2.215
2023-06-17,2.215
2023-06-18,2.215
2023-06-19,2.215
2023-06-20,2.243
2023-06-21,2.227
2023-06-22,2.24
2023-06-23,2.246
