,EBAY US Equity
2021-04-30,1.364
2021-05-01,1.364
2021-05-02,1.364
2021-05-03,1.308
2021-05-04,1.319
2021-05-05,1.306
2021-05-06,1.293
2021-05-07,1.273
2021-05-08,1.273
2021-05-09,1.273
2021-05-10,1.238
2021-05-11,1.259
2021-05-12,1.305
2021-05-13,1.295
2021-05-14,1.25
2021-05-15,1.25
2021-05-16,1.25
2021-05-17,1.233
2021-05-18,1.241
2021-05-19,1.272
2021-05-20,1.279
2021-05-21,1.247
2021-05-22,1.247
2021-05-23,1.247
2021-05-24,1.248
2021-05-25,1.241
2021-05-26,1.238
2021-05-27,1.278
2021-05-28,1.246
2021-05-29,1.246
2021-05-30,1.246
2021-05-31,1.246
2021-06-01,1.236
2021-06-02,1.196
2021-06-03,1.184
2021-06-04,1.184
2021-06-05,1.184
2021-06-06,1.184
2021-06-07,1.184
2021-06-08,1.184
2021-06-09,1.184
2021-06-10,1.184
2021-06-11,1.184
2021-06-12,1.184
2021-06-13,1.184
2021-06-14,1.184
2021-06-15,1.184
2021-06-16,1.184
2021-06-17,1.184
2021-06-18,1.184
2021-06-19,1.184
2021-06-20,1.184
2021-06-21,1.184
2021-06-22,1.184
2021-06-23,1.184
2021-06-24,1.184
2021-06-25,1.184
2021-06-26,1.184
2021-06-27,1.184
2021-06-28,1.184
2021-06-29,1.184
2021-06-30,1.184
2021-07-01,1.184
2021-07-02,1.184
2021-07-03,1.184
2021-07-04,1.184
2021-07-05,1.184
2021-07-06,1.184
2021-07-07,1.184
2021-07-08,1.184
2021-07-09,1.184
2021-07-10,1.184
2021-07-11,1.184
2021-07-12,1.184
2021-07-13,1.184
2021-07-14,1.184
2021-07-15,1.184
2021-07-16,1.184
2021-07-17,1.184
2021-07-18,1.184
2021-07-19,1.184
2021-07-20,1.184
2021-07-21,1.184
2021-07-22,1.184
2021-07-23,1.184
2021-07-24,1.184
2021-07-25,1.184
2021-07-26,1.184
2021-07-27,1.184
2021-07-28,1.184
2021-07-29,1.184
2021-07-30,1.184
2021-07-31,1.184
2021-08-01,1.184
2021-08-02,1.184
2021-08-03,1.184
2021-08-04,1.184
2021-08-05,1.184
2021-08-06,1.184
2021-08-07,1.184
2021-08-08,1.184
2021-08-09,1.184
2021-08-10,1.184
2021-08-11,1.184
2021-08-12,1.155
2021-08-13,1.191
2021-08-14,1.191
2021-08-15,1.191
2021-08-16,1.172
2021-08-17,1.21
2021-08-18,1.211
2021-08-19,1.211
2021-08-20,1.202
2021-08-21,1.202
2021-08-22,1.202
2021-08-23,1.205
2021-08-24,1.21
2021-08-25,1.189
2021-08-26,1.166
2021-08-27,1.154
2021-08-28,1.154
2021-08-29,1.154
2021-08-30,1.137
2021-08-31,1.146
2021-09-01,1.155
2021-09-02,1.15
2021-09-03,1.149
2021-09-04,1.149
2021-09-05,1.149
2021-09-06,1.149
2021-09-07,1.177
2021-09-08,1.19
2021-09-09,1.205
2021-09-10,1.212
2021-09-11,1.212
2021-09-12,1.212
2021-09-13,1.21
2021-09-14,1.232
2021-09-15,1.189
2021-09-16,1.178
2021-09-17,1.187
2021-09-18,1.187
2021-09-19,1.187
2021-09-20,1.207
2021-09-21,1.22
2021-09-22,1.202
2021-09-23,1.197
2021-09-24,1.205
2021-09-25,1.205
2021-09-26,1.205
2021-09-27,1.194
2021-09-28,1.234
2021-09-29,1.257
2021-09-30,1.263
2021-10-01,1.258
2021-10-02,1.258
2021-10-03,1.258
2021-10-04,1.285
2021-10-05,1.257
2021-10-06,1.23
2021-10-07,1.186
2021-10-08,1.172
2021-10-09,1.172
2021-10-10,1.172
2021-10-11,1.181
2021-10-12,1.178
2021-10-13,1.174
2021-10-14,1.178
2021-10-15,1.174
2021-10-16,1.174
2021-10-17,1.174
2021-10-18,1.185
2021-10-19,1.177
2021-10-20,1.158
2021-10-21,1.154
2021-10-22,1.092
2021-10-23,1.092
2021-10-24,1.092
2021-10-25,1.092
2021-10-26,1.121
2021-10-27,1.133
2021-10-28,1.205
2021-10-29,1.137
2021-10-30,1.137
2021-10-31,1.137
2021-11-01,1.143
2021-11-02,1.165
2021-11-03,1.156
2021-11-04,1.144
2021-11-05,1.154
2021-11-06,1.154
2021-11-07,1.154
2021-11-08,1.183
2021-11-09,1.179
2021-11-10,1.191
2021-11-11,1.19
2021-11-12,1.18
2021-11-13,1.18
2021-11-14,1.18
2021-11-15,1.175
2021-11-16,1.149
2021-11-17,1.189
2021-11-18,1.167
2021-11-19,1.169
2021-11-20,1.169
2021-11-21,1.169
2021-11-22,1.186
2021-11-23,1.217
2021-11-24,1.201
2021-11-25,1.201
2021-11-26,1.204
2021-11-27,1.204
2021-11-28,1.204
2021-11-29,1.236
2021-11-30,1.29
2021-12-01,1.302
2021-12-02,1.289
2021-12-03,1.298
2021-12-04,1.298
2021-12-05,1.298
2021-12-06,1.317
2021-12-07,1.294
2021-12-08,1.296
2021-12-09,1.306
2021-12-10,1.301
2021-12-11,1.301
2021-12-12,1.301
2021-12-13,1.305
2021-12-14,1.321
2021-12-15,1.326
2021-12-16,1.359
2021-12-17,1.359
2021-12-18,1.359
2021-12-19,1.359
2021-12-20,1.364
2021-12-21,1.366
2021-12-22,1.361
2021-12-23,1.341
2021-12-24,1.341
2021-12-25,1.341
2021-12-26,1.341
2021-12-27,1.325
2021-12-28,1.317
2021-12-29,1.309
2021-12-30,1.303
2021-12-31,1.308
2022-01-01,1.308
2022-01-02,1.308
2022-01-03,1.303
2022-01-04,1.336
2022-01-05,1.349
2022-01-06,1.302
2022-01-07,1.312
2022-01-08,1.312
2022-01-09,1.312
2022-01-10,1.348
2022-01-11,1.31
2022-01-12,1.353
2022-01-13,1.375
2022-01-14,1.371
2022-01-15,1.371
2022-01-16,1.371
2022-01-17,1.371
2022-01-18,1.412
2022-01-19,1.397
2022-01-20,1.433
2022-01-21,1.461
2022-01-22,1.461
2022-01-23,1.461
2022-01-24,1.458
2022-01-25,1.496
2022-01-26,1.508
2022-01-27,1.535
2022-01-28,1.512
2022-01-29,1.512
2022-01-30,1.512
2022-01-31,1.448
2022-02-01,1.439
2022-02-02,1.486
2022-02-03,1.521
2022-02-04,1.468
2022-02-05,1.468
2022-02-06,1.468
2022-02-07,1.482
2022-02-08,1.457
2022-02-09,1.436
2022-02-10,1.479
2022-02-11,1.49
2022-02-12,1.49
2022-02-13,1.49
2022-02-14,1.496
2022-02-15,1.452
2022-02-16,1.509
2022-02-17,1.56
2022-02-18,1.569
2022-02-19,1.569
2022-02-20,1.569
2022-02-21,1.569
2022-02-22,1.578
2022-02-23,1.619
2022-02-24,1.664
2022-02-25,1.69
2022-02-26,1.69
2022-02-27,1.69
2022-02-28,1.724
2022-03-01,1.732
2022-03-02,1.709
2022-03-03,1.73
2022-03-04,1.691
2022-03-05,1.691
2022-03-06,1.691
2022-03-07,1.716
2022-03-08,1.766
2022-03-09,1.767
2022-03-10,1.79
2022-03-11,1.977
2022-03-12,1.977
2022-03-13,1.977
2022-03-14,1.9
2022-03-15,1.773
2022-03-16,1.746
2022-03-17,1.718
2022-03-18,1.707
2022-03-19,1.707
2022-03-20,1.707
2022-03-21,1.729
2022-03-22,1.715
2022-03-23,1.72
2022-03-24,1.671
2022-03-25,1.665
2022-03-26,1.665
2022-03-27,1.665
2022-03-28,1.627
2022-03-29,1.588
2022-03-30,1.611
2022-03-31,1.67
2022-04-01,1.657
2022-04-02,1.657
2022-04-03,1.657
2022-04-04,1.686
2022-04-05,1.696
2022-04-06,1.767
2022-04-07,1.759
2022-04-08,1.738
2022-04-09,1.738
2022-04-10,1.738
2022-04-11,1.742
2022-04-12,1.763
2022-04-13,1.735
2022-04-14,1.766
2022-04-15,1.766
2022-04-16,1.766
2022-04-17,1.766
2022-04-18,1.753
2022-04-19,1.733
2022-04-20,1.743
2022-04-21,1.746
2022-04-22,1.799
2022-04-23,1.799
2022-04-24,1.799
2022-04-25,1.783
2022-04-26,1.801
2022-04-27,1.837
2022-04-28,1.778
2022-04-29,1.842
2022-04-30,1.842
2022-05-01,1.842
2022-05-02,1.799
2022-05-03,1.789
2022-05-04,1.757
2022-05-05,1.986
2022-05-06,1.955
2022-05-07,1.955
2022-05-08,1.955
2022-05-09,1.937
2022-05-10,1.964
2022-05-11,2.048
2022-05-12,2.067
2022-05-13,2.045
2022-05-14,2.045
2022-05-15,2.045
2022-05-16,2.116
2022-05-17,2.034
2022-05-18,2.123
2022-05-19,2.138
2022-05-20,2.153
2022-05-21,2.153
2022-05-22,2.153
2022-05-23,2.112
2022-05-24,2.16
2022-05-25,2.129
2022-05-26,2.053
2022-05-27,1.955
2022-05-28,1.955
2022-05-29,1.955
2022-05-30,1.955
2022-05-31,1.952
2022-06-01,2.022
2022-06-02,1.988
2022-06-03,2.017
2022-06-04,2.017
2022-06-05,2.017
2022-06-06,1.993
2022-06-07,1.999
2022-06-08,1.992
2022-06-09,2.034
2022-06-10,2.145
2022-06-11,2.145
2022-06-12,2.145
2022-06-13,2.213
2022-06-14,2.231
2022-06-15,2.183
2022-06-16,2.312
2022-06-17,2.25
2022-06-18,2.25
2022-06-19,2.25
2022-06-20,2.25
2022-06-21,2.246
2022-06-22,2.202
2022-06-23,2.198
2022-06-24,2.069
2022-06-25,2.069
2022-06-26,2.069
2022-06-27,2.129
2022-06-28,2.217
2022-06-29,2.214
2022-06-30,2.267
2022-07-01,2.203
2022-07-02,2.203
2022-07-03,2.203
2022-07-04,2.203
2022-07-05,2.15
2022-07-06,2.161
2022-07-07,2.156
2022-07-08,2.19
2022-07-09,2.19
2022-07-10,2.19
2022-07-11,2.206
2022-07-12,2.187
2022-07-13,2.223
2022-07-14,2.248
2022-07-15,2.166
2022-07-16,2.166
2022-07-17,2.166
2022-07-18,2.167
2022-07-19,2.082
2022-07-20,2.045
2022-07-21,2.025
2022-07-22,2.033
2022-07-23,2.033
2022-07-24,2.033
2022-07-25,2.038
2022-07-26,2.078
2022-07-27,2.011
2022-07-28,1.968
2022-07-29,1.951
2022-07-30,1.951
2022-07-31,1.951
2022-08-01,1.939
2022-08-02,1.959
2022-08-03,1.876
2022-08-04,1.926
2022-08-05,1.95
2022-08-06,1.95
2022-08-07,1.95
2022-08-08,1.936
2022-08-09,1.92
2022-08-10,1.901
2022-08-11,1.898
2022-08-12,1.865
2022-08-13,1.865
2022-08-14,1.865
2022-08-15,1.894
2022-08-16,1.862
2022-08-17,1.896
2022-08-18,1.897
2022-08-19,1.956
2022-08-20,1.956
2022-08-21,1.956
2022-08-22,2.029
2022-08-23,2.027
2022-08-24,2.022
2022-08-25,1.976
2022-08-26,2.068
2022-08-27,2.068
2022-08-28,2.068
2022-08-29,2.071
2022-08-30,2.072
2022-08-31,2.076
2022-09-01,2.047
2022-09-02,2.077
2022-09-03,2.077
2022-09-04,2.077
2022-09-05,2.077
2022-09-06,2.129
2022-09-07,2.052
2022-09-08,2.071
2022-09-09,2.032
2022-09-10,2.032
2022-09-11,2.032
2022-09-12,2.013
2022-09-13,2.141
2022-09-14,2.152
2022-09-15,2.148
2022-09-16,2.182
2022-09-17,2.182
2022-09-18,2.182
2022-09-19,2.216
2022-09-20,2.296
2022-09-21,2.354
2022-09-22,2.392
2022-09-23,2.399
2022-09-24,2.399
2022-09-25,2.399
2022-09-26,2.449
2022-09-27,2.486
2022-09-28,2.419
2022-09-29,2.478
2022-09-30,2.537
2022-10-01,2.537
2022-10-02,2.537
2022-10-03,2.509
2022-10-04,2.415
2022-10-05,2.387
2022-10-06,2.401
2022-10-07,2.487
2022-10-08,2.487
2022-10-09,2.487
2022-10-10,2.486
2022-10-11,2.527
2022-10-12,2.515
2022-10-13,2.46
2022-10-14,2.518
2022-10-15,2.518
2022-10-16,2.518
2022-10-17,2.467
2022-10-18,2.425
2022-10-19,2.47
2022-10-20,2.584
2022-10-21,2.531
2022-10-22,2.531
2022-10-23,2.531
2022-10-24,2.513
2022-10-25,2.494
2022-10-26,2.185
2022-10-27,2.169
2022-10-28,2.147
2022-10-29,2.147
2022-10-30,2.147
2022-10-31,2.17
2022-11-01,2.172
2022-11-02,2.271
2022-11-03,2.587
2022-11-04,2.506
2022-11-05,2.506
2022-11-06,2.506
2022-11-07,2.474
2022-11-08,2.414
2022-11-09,2.475
2022-11-10,2.248
2022-11-11,2.159
2022-11-12,2.159
2022-11-13,2.159
2022-11-14,2.187
2022-11-15,2.136
2022-11-16,2.207
2022-11-17,2.208
2022-11-18,2.198
2022-11-19,2.198
2022-11-20,2.198
2022-11-21,2.245
2022-11-22,2.225
2022-11-23,2.22
2022-11-24,2.22
2022-11-25,2.229
2022-11-26,2.229
2022-11-27,2.229
2022-11-28,2.265
2022-11-29,2.294
2022-11-30,2.199
2022-12-01,2.212
2022-12-02,2.21
2022-12-03,2.21
2022-12-04,2.21
2022-12-05,2.274
2022-12-06,2.305
2022-12-07,2.315
2022-12-08,2.277
2022-12-09,2.289
2022-12-10,2.289
2022-12-11,2.289
2022-12-12,2.285
2022-12-13,2.285
2022-12-14,2.284
2022-12-15,2.362
2022-12-16,2.437
2022-12-17,2.437
2022-12-18,2.437
2022-12-19,2.417
2022-12-20,2.439
2022-12-21,2.42
2022-12-22,2.49
2022-12-23,2.487
2022-12-24,2.487
2022-12-25,2.487
2022-12-26,2.487
2022-12-27,2.493
2022-12-28,2.503
2022-12-29,2.389
2022-12-30,2.409
2022-12-31,2.409
2023-01-01,2.409
2023-01-02,2.409
2023-01-03,2.37
2023-01-04,2.319
2023-01-05,2.318
2023-01-06,2.215
2023-01-07,2.215
2023-01-08,2.215
2023-01-09,2.296
2023-01-10,2.216
2023-01-11,2.144
2023-01-12,2.152
2023-01-13,2.16
2023-01-14,2.16
2023-01-15,2.16
2023-01-16,2.16
2023-01-17,2.136
2023-01-18,2.173
2023-01-19,2.194
2023-01-20,2.141
2023-01-21,2.141
2023-01-22,2.141
2023-01-23,2.096
2023-01-24,2.14
2023-01-25,2.042
2023-01-26,2.032
2023-01-27,2.039
2023-01-28,2.039
2023-01-29,2.039
2023-01-30,2.044
2023-01-31,2.018
2023-02-01,1.982
2023-02-02,1.958
2023-02-03,1.997
2023-02-04,1.997
2023-02-05,1.997
2023-02-06,2.024
2023-02-07,2.016
2023-02-08,2.057
2023-02-09,2.09
2023-02-10,2.104
2023-02-11,2.104
2023-02-12,2.104
2023-02-13,2.067
2023-02-14,2.073
2023-02-15,2.037
2023-02-16,2.079
2023-02-17,2.097
2023-02-18,2.097
2023-02-19,2.097
2023-02-20,2.097
2023-02-21,2.112
2023-02-22,2.077
2023-02-23,2.285
2023-02-24,2.299
2023-02-25,2.299
2023-02-26,2.299
2023-02-27,2.307
2023-02-28,2.307
2023-03-01,2.314
2023-03-02,2.323
2023-03-03,2.3
2023-03-04,2.3
2023-03-05,2.3
2023-03-06,2.366
2023-03-07,2.407
2023-03-08,2.385
2023-03-09,2.444
2023-03-10,2.497
2023-03-11,2.497
2023-03-12,2.497
2023-03-13,2.555
2023-03-14,2.55
2023-03-15,2.572
2023-03-16,2.532
2023-03-17,2.496
2023-03-18,2.496
2023-03-19,2.496
2023-03-20,2.439
2023-03-21,2.399
2023-03-22,2.449
2023-03-23,2.473
2023-03-24,2.461
2023-03-25,2.461
2023-03-26,2.461
2023-03-27,2.464
2023-03-28,2.449
2023-03-29,2.406
2023-03-30,2.391
2023-03-31,2.366
2023-04-01,2.366
2023-04-02,2.366
2023-04-03,2.371
2023-04-04,2.368
2023-04-05,2.394
2023-04-06,2.409
2023-04-07,2.409
2023-04-08,2.409
2023-04-09,2.409
2023-04-10,2.419
2023-04-11,2.413
2023-04-12,2.454
2023-04-13,2.407
2023-04-14,2.411
2023-04-15,2.411
2023-04-16,2.411
2023-04-17,2.398
2023-04-18,2.409
2023-04-19,2.427
2023-04-20,2.446
2023-04-21,2.463
2023-04-22,2.463
2023-04-23,2.463
2023-04-24,2.421
2023-04-25,2.413
2023-04-26,2.489
2023-04-27,2.369
2023-04-28,2.325
2023-04-29,2.325
2023-04-30,2.325
2023-05-01,2.364
2023-05-02,2.392
2023-05-03,2.411
2023-05-04,2.432
2023-05-05,2.366
2023-05-06,2.366
2023-05-07,2.366
2023-05-08,2.347
2023-05-09,2.367
2023-05-10,2.496
2023-05-11,2.501
2023-05-12,2.549
2023-05-13,2.549
2023-05-14,2.549
2023-05-15,2.537
2023-05-16,2.661
2023-05-17,2.609
2023-05-18,2.595
2023-05-19,2.633
2023-05-20,2.633
2023-05-21,2.633
2023-05-22,2.595
2023-05-23,2.615
2023-05-24,2.644
2023-05-25,2.625
2023-05-26,2.581
2023-05-27,2.581
2023-05-28,2.581
2023-05-29,2.581
2023-05-30,2.625
2023-05-31,2.676
2023-06-01,2.631
2023-06-02,2.564
2023-06-03,2.564
2023-06-04,2.564
2023-06-05,2.513
2023-06-06,2.519
2023-06-07,2.526
2023-06-08,2.494
2023-06-09,2.483
2023-06-10,2.483
2023-06-11,2.483
2023-06-12,2.521
2023-06-13,2.498
2023-06-14,2.523
2023-06-15,2.493
2023-06-16,2.524
2023-06-17,2.524
2023-06-18,2.524
2023-06-19,2.524
2023-06-20,2.536
2023-06-21,2.579
2023-06-22,2.592
