,VZ US Equity
2023-06-23,8.123
2023-06-24,8.123
2023-06-25,8.123
2023-06-26,7.988
2023-06-27,7.892
2023-06-28,7.834
2023-06-29,7.798
2023-06-30,7.756
2023-07-01,7.756
2023-07-02,7.756
2023-07-03,7.737
2023-07-04,7.737
2023-07-05,7.696
2023-07-06,7.768
2023-07-07,7.893
2023-07-08,7.893
2023-07-09,7.893
2023-07-10,8.064
2023-07-11,8.099
2023-07-12,8.129
2023-07-13,8.18
2023-07-14,8.332
2023-07-15,8.332
2023-07-16,8.332
2023-07-17,9.007
2023-07-18,8.781
2023-07-19,8.342
2023-07-20,8.424
2023-07-21,8.364
2023-07-22,8.364
2023-07-23,8.364
2023-07-24,8.339
2023-07-25,8.264
2023-07-26,8.24
2023-07-27,8.434
2023-07-28,8.315
2023-07-29,8.315
2023-07-30,8.315
2023-07-31,8.299
2023-08-01,8.461
2023-08-02,8.489
2023-08-03,8.555
2023-08-04,8.671
2023-08-05,8.671
2023-08-06,8.671
2023-08-07,8.695
2023-08-08,8.684
2023-08-09,8.647
2023-08-10,8.566
2023-08-11,8.479
2023-08-12,8.479
2023-08-13,8.479
2023-08-14,8.428
2023-08-15,8.504
2023-08-16,8.501
2023-08-17,8.555
2023-08-18,8.525
2023-08-19,8.525
2023-08-20,8.525
2023-08-21,8.571
2023-08-22,8.519
2023-08-23,8.522
2023-08-24,8.473
2023-08-25,8.481
2023-08-26,8.481
2023-08-27,8.481
2023-08-28,8.431
2023-08-29,8.153
2023-08-30,8.165
2023-08-31,8.086
2023-09-01,8.117
2023-09-02,8.117
2023-09-03,8.117
2023-09-04,8.117
2023-09-05,8.249
2023-09-06,8.278
2023-09-07,8.369
2023-09-08,8.459
2023-09-09,8.459
2023-09-10,8.459
2023-09-11,8.334
2023-09-12,8.309
2023-09-13,8.353
2023-09-14,8.309
2023-09-15,8.371
2023-09-16,8.371
2023-09-17,8.371
2023-09-18,8.436
2023-09-19,8.468
2023-09-20,8.418
2023-09-21,8.496
2023-09-22,8.502
2023-09-23,8.502
2023-09-24,8.502
2023-09-25,8.533
2023-09-26,8.577
2023-09-27,8.733
2023-09-28,8.693
2023-09-29,8.73
2023-09-30,8.73
2023-10-01,8.73
2023-10-02,8.909
2023-10-03,8.848
2023-10-04,8.971
2023-10-05,8.892
2023-10-06,8.98
2023-10-07,8.98
2023-10-08,8.98
2023-10-09,8.809
2023-10-10,8.723
2023-10-11,8.806
2023-10-12,8.963
2023-10-13,9.033
2023-10-14,9.033
2023-10-15,9.033
2023-10-16,8.865
2023-10-17,8.792
2023-10-18,8.922
2023-10-19,8.773
2023-10-20,8.775
2023-10-21,8.775
2023-10-22,8.775
2023-10-23,8.826
2023-10-24,8.08
2023-10-25,8.235
2023-10-26,8.043
2023-10-27,8.291
2023-10-28,8.291
2023-10-29,8.291
2023-10-30,8.008
2023-10-31,7.892
2023-11-01,7.832
2023-11-02,7.723
2023-11-03,7.697
2023-11-04,7.697
2023-11-05,7.697
2023-11-06,7.779
2023-11-07,7.714
2023-11-08,7.751
2023-11-09,7.783
2023-11-10,7.764
2023-11-11,7.764
2023-11-12,7.764
2023-11-13,7.746
2023-11-14,7.727
2023-11-15,7.701
2023-11-16,7.663
2023-11-17,7.652
2023-11-18,7.652
2023-11-19,7.652
2023-11-20,7.548
2023-11-21,7.443
2023-11-22,7.423
2023-11-23,7.423
2023-11-24,7.411
2023-11-25,7.411
2023-11-26,7.411
2023-11-27,7.423
2023-11-28,7.399
2023-11-29,7.342
2023-11-30,7.233
2023-12-01,7.186
2023-12-02,7.186
2023-12-03,7.186
2023-12-04,7.288
2023-12-05,7.216
2023-12-06,7.201
2023-12-07,7.173
2023-12-08,7.248
2023-12-09,7.248
2023-12-10,7.248
2023-12-11,7.36
2023-12-12,7.433
2023-12-13,7.495
2023-12-14,7.321
2023-12-15,7.419
2023-12-16,7.419
2023-12-17,7.419
2023-12-18,7.36
2023-12-19,7.379
2023-12-20,7.433
2023-12-21,7.407
2023-12-22,7.395
2023-12-23,7.395
2023-12-24,7.395
2023-12-25,7.395
2023-12-26,7.397
2023-12-27,7.431
2023-12-28,7.395
2023-12-29,7.354
2023-12-30,7.354
2023-12-31,7.354
2024-01-01,7.354
2024-01-02,7.131
2024-01-03,7.08
2024-01-04,7.042
2024-01-05,6.897
2024-01-06,6.897
2024-01-07,6.897
2024-01-08,6.914
2024-01-09,6.984
2024-01-10,6.977
2024-01-11,7.194
2024-01-12,7.071
2024-01-13,7.071
2024-01-14,7.071
2024-01-15,7.071
2024-01-16,6.939
2024-01-17,7.014
2024-01-18,7.002
2024-01-19,6.932
2024-01-20,6.932
2024-01-21,6.932
2024-01-22,6.888
2024-01-23,6.463
2024-01-24,6.617
2024-01-25,6.459
2024-01-26,6.442
2024-01-27,6.442
2024-01-28,6.442
2024-01-29,6.496
2024-01-30,6.432
2024-01-31,6.45
2024-02-01,6.429
2024-02-02,6.484
2024-02-03,6.484
2024-02-04,6.484
2024-02-05,6.601
2024-02-06,6.646
2024-02-07,6.763
2024-02-08,6.849
2024-02-09,6.882
2024-02-10,6.882
2024-02-11,6.882
2024-02-12,6.817
2024-02-13,6.812
2024-02-14,6.808
2024-02-15,6.735
2024-02-16,6.751
2024-02-17,6.751
2024-02-18,6.751
2024-02-19,6.751
2024-02-20,6.75
2024-02-21,6.651
2024-02-22,6.711
2024-02-23,6.723
2024-02-24,6.723
2024-02-25,6.723
2024-02-26,6.887
2024-02-27,6.846
2024-02-28,6.817
2024-02-29,6.83
2024-03-01,6.8
2024-03-02,6.8
2024-03-03,6.8
2024-03-04,6.781
2024-03-05,6.775
2024-03-06,6.846
2024-03-07,6.915
2024-03-08,6.919
2024-03-09,6.919
2024-03-10,6.919
2024-03-11,6.812
2024-03-12,6.812
2024-03-13,6.79
2024-03-14,6.873
2024-03-15,6.922
2024-03-16,6.922
2024-03-17,6.922
2024-03-18,6.846
2024-03-19,6.839
2024-03-20,6.813
2024-03-21,6.743
2024-03-22,6.766
2024-03-23,6.766
2024-03-24,6.766
2024-03-25,6.683
2024-03-26,6.687
2024-03-27,6.576
2024-03-28,6.51
2024-03-29,6.51
2024-03-30,6.51
2024-03-31,6.51
2024-04-01,6.461
2024-04-02,6.421
2024-04-03,6.376
2024-04-04,6.435
2024-04-05,6.485
2024-04-06,6.485
2024-04-07,6.485
2024-04-08,6.546
