,PSX US Equity
2020-04-28,7.4
2020-04-29,6.78
2020-04-30,6.811
2020-05-01,7.509
2020-05-02,7.509
2020-05-03,7.509
2020-05-04,6.782
2020-05-05,6.627
2020-05-06,6.93
2020-05-07,6.798
2020-05-08,6.467
2020-05-09,6.467
2020-05-10,6.467
2020-05-11,6.5
2020-05-12,6.777
2020-05-13,7.016
2020-05-14,6.945
2020-05-15,6.937
2020-05-16,6.937
2020-05-17,6.937
2020-05-18,6.451
2020-05-19,6.542
2020-05-20,6.289
2020-05-21,6.383
2020-05-22,6.436
2020-05-23,6.436
2020-05-24,6.436
2020-05-25,6.436
2020-05-26,6.231
2020-05-27,6.021
2020-05-28,6.264
2020-05-29,6.288
2020-05-30,6.288
2020-05-31,6.288
2020-06-01,6.242
2020-06-02,6.033
2020-06-03,5.877
2020-06-04,5.919
2020-06-05,5.63
2020-06-06,5.63
2020-06-07,5.63
2020-06-08,5.484
2020-06-09,5.744
2020-06-10,5.835
2020-06-11,6.561
2020-06-12,6.369
2020-06-13,6.369
2020-06-14,6.369
2020-06-15,6.509
2020-06-16,6.387
2020-06-17,6.752
2020-06-18,6.454
2020-06-19,6.587
2020-06-20,6.587
2020-06-21,6.587
2020-06-22,6.614
2020-06-23,6.587
2020-06-24,7.031
2020-06-25,7.023
2020-06-26,7.229
2020-06-27,7.229
2020-06-28,7.229
2020-06-29,7.167
2020-06-30,6.844
2020-07-01,7.12
2020-07-02,7.192
2020-07-03,7.192
2020-07-04,7.192
2020-07-05,7.192
2020-07-06,7.227
2020-07-07,7.616
2020-07-08,7.691
2020-07-09,8.084
2020-07-10,7.808
2020-07-11,7.808
2020-07-12,7.808
2020-07-13,8.125
2020-07-14,7.904
2020-07-15,7.481
2020-07-16,7.549
2020-07-17,7.671
2020-07-18,7.671
2020-07-19,7.671
2020-07-20,7.857
2020-07-21,7.373
2020-07-22,7.505
2020-07-23,7.513
2020-07-24,7.527
2020-07-25,7.527
2020-07-26,7.527
2020-07-27,7.582
2020-07-28,7.702
2020-07-29,7.468
2020-07-30,7.762
2020-07-31,7.896
2020-08-01,7.896
2020-08-02,7.896
2020-08-03,7.801
2020-08-04,7.709
2020-08-05,7.695
2020-08-06,7.82
2020-08-07,7.583
2020-08-08,7.583
2020-08-09,7.583
2020-08-10,7.35
2020-08-11,7.437
2020-08-12,7.402
2020-08-13,7.613
2020-08-14,7.489
2020-08-15,7.489
2020-08-16,7.489
2020-08-17,7.537
2020-08-18,7.666
2020-08-19,7.653
2020-08-20,7.709
2020-08-21,7.709
2020-08-22,7.709
2020-08-23,7.709
2020-08-24,7.385
2020-08-25,7.627
2020-08-26,7.83
2020-08-27,7.8
2020-08-28,7.607
2020-08-29,7.607
2020-08-30,7.607
2020-08-31,8.039
2020-09-01,7.995
2020-09-02,7.827
2020-09-03,7.875
2020-09-04,7.969
2020-09-05,7.969
2020-09-06,7.969
2020-09-07,7.969
2020-09-08,8.11
2020-09-09,8.122
2020-09-10,8.49
2020-09-11,8.236
2020-09-12,8.236
2020-09-13,8.236
2020-09-14,8.053
2020-09-15,8.097
2020-09-16,7.768
2020-09-17,7.788
2020-09-18,7.857
2020-09-19,7.857
2020-09-20,7.857
2020-09-21,8.405
2020-09-22,8.49
2020-09-23,8.931
2020-09-24,8.894
2020-09-25,8.889
2020-09-26,8.889
2020-09-27,8.889
2020-09-28,8.708
2020-09-29,9.006
2020-09-30,9.067
2020-10-01,9.348
2020-10-02,9.205
2020-10-03,9.205
2020-10-04,9.205
2020-10-05,8.944
2020-10-06,9.205
2020-10-07,9.051
2020-10-08,8.763
2020-10-09,8.862
2020-10-10,8.862
2020-10-11,8.862
2020-10-12,8.792
2020-10-13,9.168
2020-10-14,9.025
2020-10-15,8.951
2020-10-16,9.293
2020-10-17,9.293
2020-10-18,9.293
2020-10-19,9.602
2020-10-20,9.478
2020-10-21,9.648
2020-10-22,9.399
2020-10-23,9.311
2020-10-24,9.311
2020-10-25,9.311
2020-10-26,9.764
2020-10-27,9.986
2020-10-28,10.629
2020-10-29,10.223
2020-10-30,9.825
2020-10-31,9.825
2020-11-01,9.825
2020-11-02,9.559
2020-11-03,9.647
2020-11-04,9.566
2020-11-05,9.513
2020-11-06,9.821
2020-11-07,9.821
2020-11-08,9.821
2020-11-09,8.038
2020-11-10,7.885
2020-11-11,7.773
2020-11-12,8.358
2020-11-13,7.802
2020-11-14,7.802
2020-11-15,7.802
2020-11-16,7.209
2020-11-17,7.016
2020-11-18,7.431
2020-11-19,7.346
2020-11-20,7.329
2020-11-21,7.329
2020-11-22,7.329
2020-11-23,6.856
2020-11-24,6.666
2020-11-25,6.813
2020-11-26,6.813
2020-11-27,6.92
2020-11-28,6.92
2020-11-29,6.92
2020-11-30,7.451
2020-12-01,7.295
2020-12-02,7.006
2020-12-03,6.943
2020-12-04,6.512
2020-12-05,6.512
2020-12-06,6.512
2020-12-07,6.732
2020-12-08,6.698
2020-12-09,6.564
2020-12-10,6.37
2020-12-11,6.494
2020-12-12,6.494
2020-12-13,6.494
2020-12-14,6.718
2020-12-15,6.614
2020-12-16,6.708
2020-12-17,6.72
2020-12-18,6.753
2020-12-19,6.753
2020-12-20,6.753
2020-12-21,6.789
2020-12-22,6.686
2020-12-23,6.508
2020-12-24,6.568
2020-12-25,6.568
2020-12-26,6.568
2020-12-27,6.568
2020-12-28,6.511
2020-12-29,6.601
2020-12-30,6.394
2020-12-31,6.454
2021-01-01,6.454
2021-01-02,6.454
2021-01-03,6.454
2021-01-04,6.46
2021-01-05,6.291
2021-01-06,6.338
2021-01-07,6.282
2021-01-08,6.384
2021-01-09,6.384
2021-01-10,6.384
2021-01-11,6.246
2021-01-12,6.122
2021-01-13,6.29
2021-01-14,6.089
2021-01-15,6.292
2021-01-16,6.292
2021-01-17,6.292
2021-01-18,6.292
2021-01-19,6.036
2021-01-20,5.988
2021-01-21,6.17
2021-01-22,6.222
2021-01-23,6.222
2021-01-24,6.222
2021-01-25,6.263
2021-01-26,6.33
2021-01-27,6.34
2021-01-28,6.318
2021-01-29,6.27
2021-01-30,6.27
2021-01-31,6.27
2021-02-01,6.309
2021-02-02,6.192
2021-02-03,5.963
2021-02-04,5.91
2021-02-05,5.901
2021-02-06,5.901
2021-02-07,5.901
2021-02-08,5.609
2021-02-09,5.704
2021-02-10,5.541
2021-02-11,5.504
2021-02-12,5.505
2021-02-13,5.505
2021-02-14,5.505
2021-02-15,5.505
2021-02-16,5.355
2021-02-17,5.272
2021-02-18,5.311
2021-02-19,5.107
2021-02-20,5.107
2021-02-21,5.107
2021-02-22,5.006
2021-02-23,4.915
2021-02-24,4.818
2021-02-25,4.966
2021-02-26,5.061
2021-02-27,5.061
2021-02-28,5.061
2021-03-01,4.963
2021-03-02,5.109
2021-03-03,5.014
2021-03-04,4.98
2021-03-05,4.812
2021-03-06,4.812
2021-03-07,4.812
2021-03-08,4.751
2021-03-09,4.922
2021-03-10,4.753
2021-03-11,4.791
2021-03-12,4.741
2021-03-13,4.741
2021-03-14,4.741
2021-03-15,4.785
2021-03-16,4.949
2021-03-17,4.919
2021-03-18,5.166
2021-03-19,5.11
2021-03-20,5.11
2021-03-21,5.11
2021-03-22,5.216
2021-03-23,5.322
2021-03-24,5.124
2021-03-25,5.099
2021-03-26,4.986
2021-03-27,4.986
2021-03-28,4.986
2021-03-29,5.093
2021-03-30,5.107
2021-03-31,5.155
2021-04-01,5.055
2021-04-02,5.055
2021-04-03,5.055
2021-04-04,5.055
2021-04-05,5.122
2021-04-06,5.199
2021-04-07,5.254
2021-04-08,5.36
2021-04-09,5.319
2021-04-10,5.319
2021-04-11,5.319
2021-04-12,5.328
2021-04-13,5.328
2021-04-14,5.209
2021-04-15,5.309
2021-04-16,5.332
2021-04-17,5.332
2021-04-18,5.332
2021-04-19,5.383
2021-04-20,5.967
2021-04-21,5.843
2021-04-22,6.005
2021-04-23,5.884
2021-04-24,5.884
2021-04-25,5.884
2021-04-26,5.883
2021-04-27,5.763
2021-04-28,5.619
2021-04-29,5.548
2021-04-30,5.562
2021-05-01,5.562
2021-05-02,5.562
2021-05-03,5.362
2021-05-04,5.42
2021-05-05,5.295
2021-05-06,5.257
2021-05-07,5.231
2021-05-08,5.231
2021-05-09,5.231
2021-05-10,5.258
2021-05-11,5.382
2021-05-12,5.274
2021-05-13,5.336
2021-05-14,5.132
2021-05-15,5.132
2021-05-16,5.132
2021-05-17,5.074
2021-05-18,5.187
2021-05-19,5.25
2021-05-20,5.289
2021-05-21,5.283
2021-05-22,5.283
2021-05-23,5.283
2021-05-24,5.208
2021-05-25,5.35
2021-05-26,5.341
2021-05-27,5.275
2021-05-28,5.287
2021-05-29,5.287
2021-05-30,5.287
2021-05-31,5.287
2021-06-01,5.127
2021-06-02,4.969
2021-06-03,4.992
2021-06-04,4.868
2021-06-05,4.868
2021-06-06,4.868
2021-06-07,4.819
2021-06-08,4.811
2021-06-09,4.817
2021-06-10,4.859
2021-06-11,4.895
2021-06-12,4.895
2021-06-13,4.895
2021-06-14,4.87
2021-06-15,4.835
2021-06-16,4.907
2021-06-17,5.138
2021-06-18,5.29
2021-06-19,5.29
2021-06-20,5.29
2021-06-21,5.098
2021-06-22,5.062
2021-06-23,5.045
2021-06-24,4.965
2021-06-25,4.946
2021-06-26,4.946
2021-06-27,4.946
2021-06-28,5.213
2021-06-29,5.232
2021-06-30,5.189
2021-07-01,5.113
2021-07-02,5.066
2021-07-03,5.066
2021-07-04,5.066
2021-07-05,5.066
2021-07-06,5.273
2021-07-07,5.395
2021-07-08,5.512
2021-07-09,5.385
2021-07-10,5.385
2021-07-11,5.385
2021-07-12,5.404
2021-07-13,5.454
2021-07-14,5.285
2021-07-15,5.379
2021-07-16,5.573
2021-07-17,5.573
2021-07-18,5.573
2021-07-19,5.884
2021-07-20,5.836
2021-07-21,5.628
2021-07-22,5.659
2021-07-23,5.67
2021-07-24,5.67
2021-07-25,5.67
2021-07-26,5.506
2021-07-27,5.489
2021-07-28,5.44
2021-07-29,5.472
2021-07-30,5.572
2021-07-31,5.572
2021-08-01,5.572
2021-08-02,5.569
2021-08-03,5.379
2021-08-04,5.712
2021-08-05,5.577
2021-08-06,5.533
2021-08-07,5.533
2021-08-08,5.533
2021-08-09,5.605
2021-08-10,5.512
2021-08-11,5.499
2021-08-12,5.497
2021-08-13,5.538
2021-08-14,5.538
2021-08-15,5.538
2021-08-16,5.695
2021-08-17,5.775
2021-08-18,5.929
2021-08-19,6.097
2021-08-20,6.127
2021-08-21,6.127
2021-08-22,6.127
2021-08-23,5.873
2021-08-24,5.697
2021-08-25,5.598
2021-08-26,5.717
2021-08-27,5.565
2021-08-28,5.565
2021-08-29,5.565
2021-08-30,5.646
2021-08-31,5.684
2021-09-01,5.838
2021-09-02,5.779
2021-09-03,5.804
2021-09-04,5.804
2021-09-05,5.804
2021-09-06,5.804
2021-09-07,5.878
2021-09-08,6.032
2021-09-09,6.054
2021-09-10,6.087
2021-09-11,6.087
2021-09-12,6.087
2021-09-13,6.007
2021-09-14,6.193
2021-09-15,6.208
2021-09-16,6.233
2021-09-17,6.66
2021-09-18,6.66
2021-09-19,6.66
2021-09-20,6.842
2021-09-21,6.834
2021-09-22,6.562
2021-09-23,6.409
2021-09-24,6.463
2021-09-25,6.463
2021-09-26,6.463
2021-09-27,6.182
2021-09-28,6.201
2021-09-29,6.285
2021-09-30,6.279
2021-10-01,6.059
2021-10-02,6.059
2021-10-03,6.059
2021-10-04,5.808
2021-10-05,5.762
2021-10-06,5.992
2021-10-07,5.924
2021-10-08,5.72
2021-10-09,5.72
2021-10-10,5.72
2021-10-11,5.726
2021-10-12,5.685
2021-10-13,5.738
2021-10-14,5.717
2021-10-15,5.784
2021-10-16,5.784
2021-10-17,5.784
2021-10-18,5.809
2021-10-19,5.675
2021-10-20,5.525
2021-10-21,5.565
2021-10-22,5.554
2021-10-23,5.554
2021-10-24,5.554
2021-10-25,5.498
2021-10-26,5.599
2021-10-27,5.952
2021-10-28,5.998
2021-10-29,6.175
2021-10-30,6.175
2021-10-31,6.175
2021-11-01,5.91
2021-11-02,5.955
2021-11-03,5.85
2021-11-04,6.007
2021-11-05,5.938
2021-11-06,5.938
2021-11-07,5.938
2021-11-08,5.921
2021-11-09,5.833
2021-11-10,5.956
2021-11-11,5.93
2021-11-12,5.961
2021-11-13,5.961
2021-11-14,5.961
2021-11-15,5.852
2021-11-16,5.928
2021-11-17,6.112
2021-11-18,6.192
2021-11-19,6.554
2021-11-20,6.554
2021-11-21,6.554
2021-11-22,6.322
2021-11-23,6.182
2021-11-24,6.179
2021-11-25,6.179
2021-11-26,6.591
2021-11-27,6.591
2021-11-28,6.591
2021-11-29,6.533
2021-11-30,6.598
2021-12-01,6.647
2021-12-02,6.471
2021-12-03,6.598
2021-12-04,6.598
2021-12-05,6.598
2021-12-06,6.499
2021-12-07,6.372
2021-12-08,6.31
2021-12-09,6.271
2021-12-10,6.252
2021-12-11,6.252
2021-12-12,6.252
2021-12-13,6.51
2021-12-14,6.306
2021-12-15,6.325
2021-12-16,6.286
2021-12-17,6.212
2021-12-18,6.212
2021-12-19,6.212
2021-12-20,6.424
2021-12-21,6.183
2021-12-22,6.228
2021-12-23,6.204
2021-12-24,6.204
2021-12-25,6.204
2021-12-26,6.204
2021-12-27,6.128
2021-12-28,6.033
2021-12-29,6.123
2021-12-30,6.157
2021-12-31,6.156
2022-01-01,6.156
2022-01-02,6.156
2022-01-03,5.889
2022-01-04,5.677
2022-01-05,5.695
2022-01-06,5.542
2022-01-07,5.442
2022-01-08,5.442
2022-01-09,5.442
2022-01-10,5.319
2022-01-11,5.178
2022-01-12,5.169
2022-01-13,5.102
2022-01-14,4.999
2022-01-15,4.999
2022-01-16,4.999
2022-01-17,4.999
2022-01-18,4.994
2022-01-19,5.029
2022-01-20,5.131
2022-01-21,5.258
2022-01-22,5.258
2022-01-23,5.258
2022-01-24,5.297
2022-01-25,5.104
2022-01-26,5.159
2022-01-27,5.112
2022-01-28,5.202
2022-01-29,5.202
2022-01-30,5.202
2022-01-31,5.162
2022-02-01,4.993
2022-02-02,4.953
2022-02-03,4.98
2022-02-04,4.889
2022-02-05,4.889
2022-02-06,4.889
2022-02-07,4.811
2022-02-08,4.891
2022-02-09,4.856
2022-02-10,4.856
2022-02-11,4.661
2022-02-12,4.661
2022-02-13,4.661
2022-02-14,4.799
2022-02-15,4.913
2022-02-16,4.919
2022-02-17,4.991
2022-02-18,5.052
2022-02-19,5.052
2022-02-20,5.052
2022-02-21,5.052
2022-02-22,5.11
2022-02-23,5.118
2022-02-24,5.148
2022-02-25,5.075
2022-02-26,5.075
2022-02-27,5.075
2022-02-28,5.102
2022-03-01,5.23
2022-03-02,5.098
2022-03-03,5.178
2022-03-04,5.098
2022-03-05,5.098
2022-03-06,5.098
2022-03-07,5.203
2022-03-08,5.098
2022-03-09,5.416
2022-03-10,5.292
2022-03-11,5.321
2022-03-12,5.321
2022-03-13,5.321
2022-03-14,5.491
2022-03-15,5.705
2022-03-16,5.618
2022-03-17,5.542
2022-03-18,5.457
2022-03-19,5.457
2022-03-20,5.457
2022-03-21,5.33
2022-03-22,5.386
2022-03-23,5.354
2022-03-24,5.298
2022-03-25,5.164
2022-03-26,5.164
2022-03-27,5.164
2022-03-28,5.262
2022-03-29,5.188
2022-03-30,4.952
2022-03-31,5.012
2022-04-01,5.037
2022-04-02,5.037
2022-04-03,5.037
2022-04-04,4.996
2022-04-05,5.04
2022-04-06,5.054
2022-04-07,5.212
2022-04-08,5.14
2022-04-09,5.14
2022-04-10,5.14
2022-04-11,5.249
2022-04-12,5.283
2022-04-13,5.208
2022-04-14,5.227
2022-04-15,5.227
2022-04-16,5.227
2022-04-17,5.227
2022-04-18,4.968
2022-04-19,4.836
2022-04-20,4.864
2022-04-21,5.029
2022-04-22,5.169
2022-04-23,5.169
2022-04-24,5.169
2022-04-25,5.335
2022-04-26,5.279
2022-04-27,5.349
2022-04-28,5.092
2022-04-29,5.118
2022-04-30,5.118
2022-05-01,5.118
2022-05-02,4.979
2022-05-03,4.891
2022-05-04,4.617
2022-05-05,4.698
2022-05-06,4.608
2022-05-07,4.608
2022-05-08,4.608
2022-05-09,4.962
2022-05-10,4.957
2022-05-11,4.869
2022-05-12,4.869
2022-05-13,4.694
2022-05-14,4.694
2022-05-15,4.694
2022-05-16,4.575
2022-05-17,4.565
2022-05-18,4.67
2022-05-19,4.679
2022-05-20,4.708
2022-05-21,4.708
2022-05-22,4.708
2022-05-23,4.525
2022-05-24,4.446
2022-05-25,4.342
2022-05-26,4.36
2022-05-27,4.229
2022-05-28,4.229
2022-05-29,4.229
2022-05-30,4.229
2022-05-31,4.272
2022-06-01,4.174
2022-06-02,4.181
2022-06-03,4.225
2022-06-04,4.225
2022-06-05,4.225
2022-06-06,4.163
2022-06-07,4.015
2022-06-08,4.003
2022-06-09,4.076
2022-06-10,4.151
2022-06-11,4.151
2022-06-12,4.151
2022-06-13,4.35
2022-06-14,4.237
2022-06-15,4.31
2022-06-16,4.572
2022-06-17,4.875
2022-06-18,4.875
2022-06-19,4.875
2022-06-20,4.875
2022-06-21,4.597
2022-06-22,4.875
2022-06-23,5.228
2022-06-24,5.24
2022-06-25,5.24
2022-06-26,5.24
2022-06-27,5.06
2022-06-28,4.966
2022-06-29,5.217
2022-06-30,5.381
2022-07-01,5.23
2022-07-02,5.23
2022-07-03,5.23
2022-07-04,5.23
2022-07-05,5.489
2022-07-06,5.493
2022-07-07,5.293
2022-07-08,5.327
2022-07-09,5.327
2022-07-10,5.327
2022-07-11,5.343
2022-07-12,5.426
2022-07-13,5.485
2022-07-14,5.561
2022-07-15,5.384
2022-07-16,5.384
2022-07-17,5.384
2022-07-18,5.311
2022-07-19,5.146
2022-07-20,5.061
2022-07-21,5.158
2022-07-22,5.2
2022-07-23,5.2
2022-07-24,5.2
2022-07-25,5.038
2022-07-26,5.114
2022-07-27,4.886
2022-07-28,4.904
2022-07-29,4.85
2022-07-30,4.85
2022-07-31,4.85
2022-08-01,4.933
2022-08-02,4.93
2022-08-03,5.047
2022-08-04,5.222
2022-08-05,5.153
2022-08-06,5.153
2022-08-07,5.153
2022-08-08,5.15
2022-08-09,5.046
2022-08-10,5.04
2022-08-11,4.886
2022-08-12,4.778
2022-08-13,4.778
2022-08-14,4.778
2022-08-15,4.823
2022-08-16,4.812
2022-08-17,4.733
2022-08-18,4.834
2022-08-19,4.848
2022-08-20,4.848
2022-08-21,4.848
2022-08-22,4.859
2022-08-23,4.69
2022-08-24,4.641
2022-08-25,4.57
2022-08-26,4.651
2022-08-27,4.651
2022-08-28,4.651
2022-08-29,4.6
2022-08-30,4.801
2022-08-31,4.838
2022-09-01,5.014
2022-09-02,4.893
2022-09-03,4.893
2022-09-04,4.893
2022-09-05,4.893
2022-09-06,4.989
2022-09-07,5.014
2022-09-08,5.037
2022-09-09,4.917
2022-09-10,4.917
2022-09-11,4.917
2022-09-12,4.833
2022-09-13,5.024
2022-09-14,5.033
2022-09-15,5.287
2022-09-16,5.362
2022-09-17,5.362
2022-09-18,5.362
2022-09-19,5.283
2022-09-20,5.201
2022-09-21,5.326
2022-09-22,5.261
2022-09-23,5.696
2022-09-24,5.696
2022-09-25,5.696
2022-09-26,5.837
2022-09-27,5.679
2022-09-28,5.317
2022-09-29,5.368
2022-09-30,5.362
2022-10-01,5.362
2022-10-02,5.362
2022-10-03,5.118
2022-10-04,4.79
2022-10-05,4.629
2022-10-06,4.592
2022-10-07,4.635
2022-10-08,4.635
2022-10-09,4.635
2022-10-10,4.706
2022-10-11,4.746
2022-10-12,4.613
2022-10-13,4.424
2022-10-14,4.556
2022-10-15,4.556
2022-10-16,4.556
2022-10-17,4.491
2022-10-18,4.461
2022-10-19,4.377
2022-10-20,4.386
2022-10-21,4.268
2022-10-22,4.268
2022-10-23,4.268
2022-10-24,4.27
2022-10-25,4.278
2022-10-26,4.192
2022-10-27,4.14
2022-10-28,4.114
2022-10-29,4.114
2022-10-30,4.114
2022-10-31,4.184
2022-11-01,4.063
2022-11-02,4.257
2022-11-03,4.262
2022-11-04,4.247
2022-11-05,4.247
2022-11-06,4.247
2022-11-07,4.166
2022-11-08,4.203
2022-11-09,4.245
2022-11-10,4.163
2022-11-11,3.974
2022-11-12,3.974
2022-11-13,3.974
2022-11-14,4.011
2022-11-15,3.98
2022-11-16,4.018
2022-11-17,3.914
2022-11-18,3.941
2022-11-19,3.941
2022-11-20,3.941
2022-11-21,3.939
2022-11-22,3.825
2022-11-23,3.879
2022-11-24,3.879
2022-11-25,3.877
2022-11-26,3.877
2022-11-27,3.877
2022-11-28,3.983
2022-11-29,3.941
2022-11-30,3.961
2022-12-01,3.975
2022-12-02,4.027
2022-12-03,4.027
2022-12-04,4.027
2022-12-05,4.124
2022-12-06,4.167
2022-12-07,4.169
2022-12-08,4.257
2022-12-09,4.382
2022-12-10,4.382
2022-12-11,4.382
2022-12-12,4.208
2022-12-13,4.18
2022-12-14,4.215
2022-12-15,4.207
2022-12-16,4.241
2022-12-17,4.241
2022-12-18,4.241
2022-12-19,4.243
2022-12-20,4.159
2022-12-21,4.13
2022-12-22,4.246
2022-12-23,4.107
2022-12-24,4.107
2022-12-25,4.107
2022-12-26,4.107
2022-12-27,4.082
2022-12-28,4.179
2022-12-29,4.1
2022-12-30,4.101
2022-12-31,4.101
2023-01-01,4.101
2023-01-02,4.101
2023-01-03,4.225
2023-01-04,4.24
2023-01-05,4.124
2023-01-06,4.02
2023-01-07,4.02
2023-01-08,4.02
2023-01-09,4.149
2023-01-10,4.167
2023-01-11,4.173
2023-01-12,4.123
2023-01-13,4.117
2023-01-14,4.117
2023-01-15,4.117
2023-01-16,4.117
2023-01-17,4.138
2023-01-18,4.129
2023-01-19,4.063
2023-01-20,3.966
2023-01-21,3.966
2023-01-22,3.966
2023-01-23,3.967
2023-01-24,3.965
2023-01-25,3.898
2023-01-26,3.805
2023-01-27,3.902
2023-01-28,3.902
2023-01-29,3.902
2023-01-30,3.987
2023-01-31,4.23
2023-02-01,4.35
2023-02-02,4.306
2023-02-03,4.314
2023-02-04,4.314
2023-02-05,4.314
2023-02-06,4.346
2023-02-07,4.167
2023-02-08,4.149
2023-02-09,4.174
2023-02-10,3.969
2023-02-11,3.969
2023-02-12,3.969
2023-02-13,3.937
2023-02-14,3.948
2023-02-15,3.997
2023-02-16,4.097
2023-02-17,4.326
2023-02-18,4.326
2023-02-19,4.326
2023-02-20,4.326
2023-02-21,4.321
2023-02-22,4.329
2023-02-23,4.291
2023-02-24,4.221
2023-02-25,4.221
2023-02-26,4.221
2023-02-27,4.154
2023-02-28,4.198
2023-03-01,4.015
2023-03-02,4.069
2023-03-03,4.061
2023-03-04,4.061
2023-03-05,4.061
2023-03-06,4.141
2023-03-07,4.249
2023-03-08,4.314
2023-03-09,4.234
2023-03-10,4.23
2023-03-11,4.23
2023-03-12,4.23
2023-03-13,4.504
2023-03-14,4.433
2023-03-15,4.637
2023-03-16,4.568
2023-03-17,4.584
2023-03-18,4.584
2023-03-19,4.584
2023-03-20,4.544
2023-03-21,4.544
2023-03-22,4.586
2023-03-23,4.673
2023-03-24,4.664
2023-03-25,4.664
2023-03-26,4.664
2023-03-27,4.567
2023-03-28,4.472
2023-03-29,4.405
2023-03-30,4.418
2023-03-31,4.358
2023-04-01,4.358
2023-04-02,4.358
2023-04-03,4.293
2023-04-04,4.495
2023-04-05,4.23
2023-04-06,4.296
2023-04-07,4.296
2023-04-08,4.296
2023-04-09,4.296
2023-04-10,4.209
2023-04-11,4.15
2023-04-12,4.167
2023-04-13,4.157
2023-04-14,4.158
2023-04-15,4.158
2023-04-16,4.158
2023-04-17,4.251
2023-04-18,4.234
2023-04-19,4.286
2023-04-20,4.362
2023-04-21,4.406
2023-04-22,4.406
2023-04-23,4.406
2023-04-24,4.382
2023-04-25,4.443
2023-04-26,4.451
2023-04-27,4.521
2023-04-28,4.463
2023-04-29,4.463
2023-04-30,4.463
2023-05-01,4.486
2023-05-02,4.66
2023-05-03,4.601
2023-05-04,4.791
2023-05-05,4.734
2023-05-06,4.734
2023-05-07,4.734
2023-05-08,4.707
2023-05-09,4.706
2023-05-10,4.694
2023-05-11,4.736
2023-05-12,4.745
2023-05-13,4.745
2023-05-14,4.745
2023-05-15,4.694
2023-05-16,4.812
2023-05-17,4.665
2023-05-18,4.593
2023-05-19,4.607
2023-05-20,4.607
2023-05-21,4.607
2023-05-22,4.577
2023-05-23,4.573
2023-05-24,4.53
2023-05-25,4.597
2023-05-26,4.608
2023-05-27,4.608
2023-05-28,4.608
2023-05-29,4.608
2023-05-30,4.673
2023-05-31,4.826
2023-06-01,4.751
2023-06-02,4.556
2023-06-03,4.556
2023-06-04,4.556
2023-06-05,4.604
2023-06-06,4.566
2023-06-07,4.375
2023-06-08,4.459
2023-06-09,4.476
2023-06-10,4.476
2023-06-11,4.476
2023-06-12,4.568
2023-06-13,4.563
2023-06-14,4.62
2023-06-15,4.557
2023-06-16,4.552
2023-06-17,4.552
2023-06-18,4.552
2023-06-19,4.552
2023-06-20,4.729
2023-06-21,4.739
2023-06-22,4.868
