,MUR US Equity
2023-06-23,2.997
2023-06-24,2.997
2023-06-25,2.997
2023-06-26,2.96
2023-06-27,2.954
2023-06-28,2.929
2023-06-29,2.915
2023-06-30,2.931
2023-07-01,2.931
2023-07-02,2.931
2023-07-03,2.94
2023-07-04,2.94
2023-07-05,2.961
2023-07-06,3.04
2023-07-07,2.919
2023-07-08,2.919
2023-07-09,2.919
2023-07-10,2.858
2023-07-11,2.721
2023-07-12,2.699
2023-07-13,2.676
2023-07-14,2.819
2023-07-15,2.819
2023-07-16,2.819
2023-07-17,2.816
2023-07-18,2.802
2023-07-19,2.781
2023-07-20,2.759
2023-07-21,2.733
2023-07-22,2.733
2023-07-23,2.733
2023-07-24,2.697
2023-07-25,2.668
2023-07-26,2.683
2023-07-27,2.702
2023-07-28,2.661
2023-07-29,2.661
2023-07-30,2.661
2023-07-31,2.613
2023-08-01,2.63
2023-08-02,2.705
2023-08-03,2.56
2023-08-04,2.539
2023-08-05,2.539
2023-08-06,2.539
2023-08-07,2.543
2023-08-08,2.521
2023-08-09,2.479
2023-08-10,2.514
2023-08-11,2.499
2023-08-12,2.499
2023-08-13,2.499
2023-08-14,2.503
2023-08-15,2.51
2023-08-16,2.502
2023-08-17,2.53
2023-08-18,2.471
2023-08-19,2.471
2023-08-20,2.471
2023-08-21,2.479
2023-08-22,2.502
2023-08-23,2.507
2023-08-24,2.518
2023-08-25,2.539
2023-08-26,2.539
2023-08-27,2.539
2023-08-28,2.514
2023-08-29,2.505
2023-08-30,2.488
2023-08-31,2.56
2023-09-01,2.501
2023-09-02,2.501
2023-09-03,2.501
2023-09-04,2.501
2023-09-05,2.502
2023-09-06,2.513
2023-09-07,2.51
2023-09-08,2.498
2023-09-09,2.498
2023-09-10,2.498
2023-09-11,2.586
2023-09-12,2.505
2023-09-13,2.534
2023-09-14,2.518
2023-09-15,2.568
2023-09-16,2.568
2023-09-17,2.568
2023-09-18,2.557
2023-09-19,2.569
2023-09-20,2.622
2023-09-21,2.666
2023-09-22,2.657
2023-09-23,2.657
2023-09-24,2.657
2023-09-25,2.577
2023-09-26,2.57
2023-09-27,2.504
2023-09-28,2.516
2023-09-29,2.563
2023-09-30,2.563
2023-10-01,2.563
2023-10-02,2.649
2023-10-03,2.621
2023-10-04,2.732
2023-10-05,2.759
2023-10-06,2.732
2023-10-07,2.732
2023-10-08,2.732
2023-10-09,2.576
2023-10-10,2.598
2023-10-11,2.617
2023-10-12,2.589
2023-10-13,2.513
2023-10-14,2.513
2023-10-15,2.513
2023-10-16,2.481
2023-10-17,2.466
2023-10-18,2.451
2023-10-19,2.44
2023-10-20,2.476
2023-10-21,2.476
2023-10-22,2.476
2023-10-23,2.531
2023-10-24,2.562
2023-10-25,2.572
2023-10-26,2.575
2023-10-27,2.576
2023-10-28,2.576
2023-10-29,2.576
2023-10-30,2.599
2023-10-31,2.602
2023-11-01,2.605
2023-11-02,2.53
2023-11-03,2.542
2023-11-04,2.542
2023-11-05,2.542
2023-11-06,2.663
2023-11-07,2.733
2023-11-08,2.795
2023-11-09,2.822
2023-11-10,2.764
2023-11-11,2.764
2023-11-12,2.764
2023-11-13,2.75
2023-11-14,2.698
2023-11-15,2.716
2023-11-16,2.798
2023-11-17,2.717
2023-11-18,2.717
2023-11-19,2.717
2023-11-20,2.729
2023-11-21,2.775
2023-11-22,2.795
2023-11-23,2.795
2023-11-24,2.759
2023-11-25,2.759
2023-11-26,2.759
2023-11-27,2.786
2023-11-28,2.778
2023-11-29,2.707
2023-11-30,2.7
2023-12-01,2.669
2023-12-02,2.669
2023-12-03,2.669
2023-12-04,2.695
2023-12-05,2.763
2023-12-06,2.86
2023-12-07,2.847
2023-12-08,2.793
2023-12-09,2.793
2023-12-10,2.793
2023-12-11,2.803
2023-12-12,2.917
2023-12-13,2.829
2023-12-14,2.726
2023-12-15,2.755
2023-12-16,2.755
2023-12-17,2.755
2023-12-18,2.719
2023-12-19,2.662
2023-12-20,2.707
2023-12-21,2.668
2023-12-22,2.67
2023-12-23,2.67
2023-12-24,2.67
2023-12-25,2.67
2023-12-26,2.625
2023-12-27,2.638
2023-12-28,2.706
2023-12-29,2.733
2023-12-30,2.733
2023-12-31,2.733
2024-01-01,2.733
2024-01-02,2.726
2024-01-03,2.699
2024-01-04,2.797
2024-01-05,2.817
2024-01-06,2.817
2024-01-07,2.817
2024-01-08,2.834
2024-01-09,2.888
2024-01-10,2.937
2024-01-11,2.969
2024-01-12,2.983
2024-01-13,2.983
2024-01-14,2.983
2024-01-15,2.983
2024-01-16,3.055
2024-01-17,3.093
2024-01-18,3.058
2024-01-19,3.087
2024-01-20,3.087
2024-01-21,3.087
2024-01-22,3.066
2024-01-23,3.053
2024-01-24,3.017
2024-01-25,3.028
2024-01-26,2.989
2024-01-27,2.989
2024-01-28,2.989
2024-01-29,2.981
2024-01-30,2.916
2024-01-31,3.002
2024-02-01,3.014
2024-02-02,3.072
2024-02-03,3.072
2024-02-04,3.072
2024-02-05,3.083
2024-02-06,3.061
2024-02-07,3.06
2024-02-08,3.165
2024-02-09,3.191
2024-02-10,3.191
2024-02-11,3.191
2024-02-12,3.124
2024-02-13,3.17
2024-02-14,3.179
2024-02-15,3.053
2024-02-16,3.062
2024-02-17,3.062
2024-02-18,3.062
2024-02-19,3.062
2024-02-20,3.111
2024-02-21,3.04
2024-02-22,3.017
2024-02-23,3.046
2024-02-24,3.046
2024-02-25,3.046
2024-02-26,3.02
2024-02-27,2.996
2024-02-28,3.057
2024-02-29,3.025
2024-03-01,2.967
2024-03-02,2.967
2024-03-03,2.967
2024-03-04,3.094
2024-03-05,3.065
2024-03-06,3.049
2024-03-07,2.941
2024-03-08,2.918
2024-03-09,2.918
2024-03-10,2.918
2024-03-11,2.866
2024-03-12,2.857
2024-03-13,2.781
2024-03-14,2.774
2024-03-15,2.775
2024-03-16,2.775
2024-03-17,2.775
2024-03-18,2.76
2024-03-19,2.689
2024-03-20,2.694
2024-03-21,2.691
2024-03-22,2.718
2024-03-23,2.718
2024-03-24,2.718
2024-03-25,2.659
2024-03-26,2.691
2024-03-27,2.669
2024-03-28,2.635
2024-03-29,2.635
2024-03-30,2.635
2024-03-31,2.635
2024-04-01,2.593
2024-04-02,2.565
2024-04-03,2.489
2024-04-04,2.487
2024-04-05,2.459
2024-04-06,2.459
2024-04-07,2.459
2024-04-08,2.499
