,CHRW US Equity
2023-06-30,2.703
2023-07-01,2.703
2023-07-02,2.703
2023-07-03,2.67
2023-07-04,2.67
2023-07-05,2.694
2023-07-06,2.718
2023-07-07,2.709
2023-07-08,2.709
2023-07-09,2.709
2023-07-10,2.682
2023-07-11,2.635
2023-07-12,2.655
2023-07-13,2.676
2023-07-14,2.711
2023-07-15,2.711
2023-07-16,2.711
2023-07-17,2.778
2023-07-18,2.748
2023-07-19,2.68
2023-07-20,2.673
2023-07-21,2.672
2023-07-22,2.672
2023-07-23,2.672
2023-07-24,2.69
2023-07-25,2.691
2023-07-26,2.681
2023-07-27,2.698
2023-07-28,2.624
2023-07-29,2.624
2023-07-30,2.624
2023-07-31,2.63
2023-08-01,2.651
2023-08-02,2.699
2023-08-03,2.679
2023-08-04,2.671
2023-08-05,2.671
2023-08-06,2.671
2023-08-07,2.632
2023-08-08,2.688
2023-08-09,2.687
2023-08-10,2.729
2023-08-11,2.764
2023-08-12,2.764
2023-08-13,2.764
2023-08-14,2.759
2023-08-15,2.783
2023-08-16,2.791
2023-08-17,2.82
2023-08-18,2.785
2023-08-19,2.785
2023-08-20,2.785
2023-08-21,2.835
2023-08-22,2.855
2023-08-23,2.845
2023-08-24,2.846
2023-08-25,2.828
2023-08-26,2.828
2023-08-27,2.828
2023-08-28,2.85
2023-08-29,2.809
2023-08-30,2.79
2023-08-31,2.901
2023-09-01,2.947
2023-09-02,2.947
2023-09-03,2.947
2023-09-04,2.947
2023-09-05,2.937
2023-09-06,2.98
2023-09-07,3.021
2023-09-08,3.016
2023-09-09,3.016
2023-09-10,3.016
2023-09-11,3.008
2023-09-12,2.993
2023-09-13,2.98
2023-09-14,2.896
2023-09-15,2.876
2023-09-16,2.876
2023-09-17,2.876
2023-09-18,2.965
2023-09-19,2.942
2023-09-20,2.973
2023-09-21,3.001
2023-09-22,3.03
2023-09-23,3.03
2023-09-24,3.03
2023-09-25,3.042
2023-09-26,3.065
2023-09-27,3.017
2023-09-28,2.988
2023-09-29,3.023
2023-09-30,3.023
2023-10-01,3.023
2023-10-02,3.04
2023-10-03,3.038
2023-10-04,3.045
2023-10-05,3.087
2023-10-06,3.068
2023-10-07,3.068
2023-10-08,3.068
2023-10-09,3.015
2023-10-10,3.01
2023-10-11,3.028
2023-10-12,3.059
2023-10-13,3.086
2023-10-14,3.086
2023-10-15,3.086
2023-10-16,3.023
2023-10-17,3.007
2023-10-18,3.094
2023-10-19,3.112
2023-10-20,3.038
2023-10-21,3.038
2023-10-22,3.038
2023-10-23,3.079
2023-10-24,3.096
2023-10-25,3.134
2023-10-26,3.2
2023-10-27,3.19
2023-10-28,3.19
2023-10-29,3.19
2023-10-30,3.216
2023-10-31,3.168
2023-11-01,3.178
2023-11-02,3.196
2023-11-03,3.186
2023-11-04,3.186
2023-11-05,3.186
2023-11-06,3.194
2023-11-07,3.164
2023-11-08,3.217
2023-11-09,3.269
2023-11-10,3.275
2023-11-11,3.275
2023-11-12,3.275
2023-11-13,3.316
2023-11-14,3.144
2023-11-15,3.146
2023-11-16,3.199
2023-11-17,3.171
2023-11-18,3.171
2023-11-19,3.171
2023-11-20,3.193
2023-11-21,3.182
2023-11-22,3.165
2023-11-23,3.165
2023-11-24,3.174
2023-11-25,3.174
2023-11-26,3.174
2023-11-27,3.217
2023-11-28,3.179
2023-11-29,3.211
2023-11-30,3.168
2023-12-01,3.122
2023-12-02,3.122
2023-12-03,3.122
2023-12-04,3.032
2023-12-05,3.056
2023-12-06,3.04
2023-12-07,3.022
2023-12-08,3.076
2023-12-09,3.076
2023-12-10,3.076
2023-12-11,3.079
2023-12-12,3.109
2023-12-13,3.063
2023-12-14,3.057
2023-12-15,3.06
2023-12-16,3.06
2023-12-17,3.06
2023-12-18,3.079
2023-12-19,3.056
2023-12-20,3.049
2023-12-21,3.028
2023-12-22,2.978
2023-12-23,2.978
2023-12-24,2.978
2023-12-25,2.978
2023-12-26,2.979
2023-12-27,2.993
2023-12-28,2.992
2023-12-29,3.009
2023-12-30,3.009
2023-12-31,3.009
2024-01-01,3.009
2024-01-02,2.983
2024-01-03,2.976
2024-01-04,2.947
2024-01-05,2.934
2024-01-06,2.934
2024-01-07,2.934
2024-01-08,2.947
2024-01-09,2.957
2024-01-10,2.938
2024-01-11,2.945
2024-01-12,2.949
2024-01-13,2.949
2024-01-14,2.949
2024-01-15,2.949
2024-01-16,2.986
2024-01-17,3.016
2024-01-18,2.994
2024-01-19,2.97
2024-01-20,2.97
2024-01-21,2.97
2024-01-22,2.94
2024-01-23,2.935
2024-01-24,2.994
2024-01-25,2.948
2024-01-26,2.932
2024-01-27,2.932
2024-01-28,2.932
2024-01-29,2.985
2024-01-30,2.982
2024-01-31,3.031
2024-02-01,3.435
2024-02-02,3.406
2024-02-03,3.406
2024-02-04,3.406
2024-02-05,3.41
2024-02-06,3.388
2024-02-07,3.428
2024-02-08,3.382
2024-02-09,3.381
2024-02-10,3.381
2024-02-11,3.381
2024-02-12,3.333
2024-02-13,3.408
2024-02-14,3.419
2024-02-15,3.426
2024-02-16,3.494
2024-02-17,3.494
2024-02-18,3.494
2024-02-19,3.494
2024-02-20,3.524
2024-02-21,3.482
2024-02-22,3.428
2024-02-23,3.442
2024-02-24,3.442
2024-02-25,3.442
2024-02-26,3.438
2024-02-27,3.402
2024-02-28,3.394
2024-02-29,3.38
2024-03-01,3.389
2024-03-02,3.389
2024-03-03,3.389
2024-03-04,3.563
2024-03-05,3.604
2024-03-06,3.491
2024-03-07,3.46
2024-03-08,3.467
2024-03-09,3.467
2024-03-10,3.467
2024-03-11,3.349
2024-03-12,3.319
2024-03-13,3.336
2024-03-14,3.354
2024-03-15,3.397
2024-03-16,3.397
2024-03-17,3.397
2024-03-18,3.415
2024-03-19,3.384
2024-03-20,3.389
2024-03-21,3.371
2024-03-22,3.365
2024-03-23,3.365
2024-03-24,3.365
2024-03-25,3.349
2024-03-26,3.441
2024-03-27,3.369
2024-03-28,3.29
2024-03-29,3.29
2024-03-30,3.29
2024-03-31,3.29
2024-04-01,3.416
2024-04-02,3.469
2024-04-03,3.49
2024-04-04,3.495
2024-04-05,3.519
2024-04-06,3.519
2024-04-07,3.519
2024-04-08,3.476
