,ROST US Equity
2020-08-13,1.662
2020-08-14,1.644
2020-08-15,1.644
2020-08-16,1.644
2020-08-17,1.593
2020-08-18,1.64
2020-08-19,1.656
2020-08-20,1.709
2020-08-21,1.69
2020-08-22,1.69
2020-08-23,1.69
2020-08-24,1.651
2020-08-25,1.615
2020-08-26,1.64
2020-08-27,1.622
2020-08-28,1.571
2020-08-29,1.571
2020-08-30,1.571
2020-08-31,1.619
2020-09-01,1.615
2020-09-02,1.559
2020-09-03,1.572
2020-09-04,1.58
2020-09-05,1.58
2020-09-06,1.58
2020-09-07,1.58
2020-09-08,1.575
2020-09-09,1.577
2020-09-10,1.625
2020-09-11,1.634
2020-09-12,1.634
2020-09-13,1.634
2020-09-14,1.572
2020-09-15,1.57
2020-09-16,1.535
2020-09-17,1.57
2020-09-18,1.598
2020-09-19,1.598
2020-09-20,1.598
2020-09-21,1.63
2020-09-22,1.627
2020-09-23,1.881
2020-09-24,1.904
2020-09-25,1.877
2020-09-26,1.877
2020-09-27,1.877
2020-09-28,1.789
2020-09-29,1.813
2020-09-30,2.473
2020-10-01,2.434
2020-10-02,2.398
2020-10-03,2.398
2020-10-04,2.398
2020-10-05,2.377
2020-10-06,2.297
2020-10-07,2.238
2020-10-08,2.221
2020-10-09,2.209
2020-10-10,2.209
2020-10-11,2.209
2020-10-12,2.204
2020-10-13,1.631
2020-10-14,1.654
2020-10-15,1.656
2020-10-16,1.674
2020-10-17,1.674
2020-10-18,1.674
2020-10-19,1.751
2020-10-20,1.719
2020-10-21,1.719
2020-10-22,1.7
2020-10-23,1.66
2020-10-24,1.66
2020-10-25,1.66
2020-10-26,1.729
2020-10-27,1.732
2020-10-28,1.858
2020-10-29,1.821
2020-10-30,1.86
2020-10-31,1.86
2020-11-01,1.86
2020-11-02,1.788
2020-11-03,1.729
2020-11-04,1.718
2020-11-05,1.669
2020-11-06,1.698
2020-11-07,1.698
2020-11-08,1.698
2020-11-09,1.469
2020-11-10,1.448
2020-11-11,1.521
2020-11-12,1.524
2020-11-13,1.475
2020-11-14,1.475
2020-11-15,1.475
2020-11-16,1.439
2020-11-17,1.444
2020-11-18,1.433
2020-11-19,1.474
2020-11-20,1.493
2020-11-21,1.493
2020-11-22,1.493
2020-11-23,1.558
2020-11-24,1.417
2020-11-25,1.449
2020-11-26,1.449
2020-11-27,1.467
2020-11-28,1.467
2020-11-29,1.467
2020-11-30,1.495
2020-12-01,1.441
2020-12-02,1.44
2020-12-03,1.421
2020-12-04,1.394
2020-12-05,1.394
2020-12-06,1.394
2020-12-07,1.415
2020-12-08,1.416
2020-12-09,1.412
2020-12-10,1.418
2020-12-11,1.424
2020-12-12,1.424
2020-12-13,1.424
2020-12-14,1.454
2020-12-15,1.421
2020-12-16,1.417
2020-12-17,1.415
2020-12-18,1.403
2020-12-19,1.403
2020-12-20,1.403
2020-12-21,1.413
2020-12-22,1.414
2020-12-23,1.397
2020-12-24,1.399
2020-12-25,1.399
2020-12-26,1.399
2020-12-27,1.399
2020-12-28,1.346
2020-12-29,1.359
2020-12-30,1.348
2020-12-31,1.344
2021-01-01,1.344
2021-01-02,1.344
2021-01-03,1.344
2021-01-04,1.41
2021-01-05,1.409
2021-01-06,1.35
2021-01-07,1.353
2021-01-08,1.348
2021-01-09,1.348
2021-01-10,1.348
2021-01-11,1.366
2021-01-12,1.362
2021-01-13,1.385
2021-01-14,1.41
2021-01-15,1.411
2021-01-16,1.411
2021-01-17,1.411
2021-01-18,1.411
2021-01-19,1.448
2021-01-20,1.435
2021-01-21,1.43
2021-01-22,1.456
2021-01-23,1.456
2021-01-24,1.456
2021-01-25,1.454
2021-01-26,1.478
2021-01-27,1.53
2021-01-28,1.451
2021-01-29,1.483
2021-01-30,1.483
2021-01-31,1.483
2021-02-01,1.468
2021-02-02,1.42
2021-02-03,1.403
2021-02-04,1.39
2021-02-05,1.39
2021-02-06,1.39
2021-02-07,1.39
2021-02-08,1.368
2021-02-09,1.375
2021-02-10,1.372
2021-02-11,1.354
2021-02-12,1.386
2021-02-13,1.386
2021-02-14,1.386
2021-02-15,1.386
2021-02-16,1.376
2021-02-17,1.382
2021-02-18,1.373
2021-02-19,1.388
2021-02-20,1.388
2021-02-21,1.388
2021-02-22,1.359
2021-02-23,1.367
2021-02-24,1.329
2021-02-25,1.384
2021-02-26,1.409
2021-02-27,1.409
2021-02-28,1.409
2021-03-01,1.363
2021-03-02,1.397
2021-03-03,1.466
2021-03-04,1.453
2021-03-05,1.439
2021-03-06,1.439
2021-03-07,1.439
2021-03-08,1.352
2021-03-09,1.302
2021-03-10,1.339
2021-03-11,1.347
2021-03-12,1.328
2021-03-13,1.328
2021-03-14,1.328
2021-03-15,1.296
2021-03-16,1.316
2021-03-17,1.313
2021-03-18,1.319
2021-03-19,1.339
2021-03-20,1.339
2021-03-21,1.339
2021-03-22,1.346
2021-03-23,1.392
2021-03-24,1.406
2021-03-25,1.365
2021-03-26,1.327
2021-03-27,1.327
2021-03-28,1.327
2021-03-29,1.353
2021-03-30,1.349
2021-03-31,1.354
2021-04-01,1.348
2021-04-02,1.348
2021-04-03,1.348
2021-04-04,1.348
2021-04-05,1.321
2021-04-06,1.315
2021-04-07,1.316
2021-04-08,1.274
2021-04-09,1.267
2021-04-10,1.267
2021-04-11,1.267
2021-04-12,1.269
2021-04-13,1.285
2021-04-14,1.28
2021-04-15,1.258
2021-04-16,1.231
2021-04-17,1.231
2021-04-18,1.231
2021-04-19,1.254
2021-04-20,1.28
2021-04-21,1.256
2021-04-22,1.251
2021-04-23,1.241
2021-04-24,1.241
2021-04-25,1.241
2021-04-26,1.257
2021-04-27,1.238
2021-04-28,1.244
2021-04-29,1.219
2021-04-30,1.221
2021-05-01,1.221
2021-05-02,1.221
2021-05-03,1.21
2021-05-04,1.212
2021-05-05,1.242
2021-05-06,1.239
2021-05-07,1.203
2021-05-08,1.203
2021-05-09,1.203
2021-05-10,1.221
2021-05-11,1.238
2021-05-12,1.289
2021-05-13,1.272
2021-05-14,1.225
2021-05-15,1.225
2021-05-16,1.225
2021-05-17,1.245
2021-05-18,1.281
2021-05-19,1.278
2021-05-20,1.359
2021-05-21,1.363
2021-05-22,1.363
2021-05-23,1.363
2021-05-24,1.36
2021-05-25,1.356
2021-05-26,1.332
2021-05-27,1.337
2021-05-28,1.329
2021-05-29,1.329
2021-05-30,1.329
2021-05-31,1.329
2021-06-01,1.366
2021-06-02,1.388
2021-06-03,1.406
2021-06-04,1.406
2021-06-05,1.406
2021-06-06,1.406
2021-06-07,1.406
2021-06-08,1.393
2021-06-09,1.396
2021-06-10,1.421
2021-06-11,1.396
2021-06-12,1.396
2021-06-13,1.396
2021-06-14,1.406
2021-06-15,1.344
2021-06-16,1.341
2021-06-17,1.349
2021-06-18,1.384
2021-06-19,1.384
2021-06-20,1.384
2021-06-21,1.336
2021-06-22,1.325
2021-06-23,1.32
2021-06-24,1.295
2021-06-25,1.353
2021-06-26,1.353
2021-06-27,1.353
2021-06-28,1.373
2021-06-29,1.369
2021-06-30,1.348
2021-07-01,1.338
2021-07-02,1.324
2021-07-03,1.324
2021-07-04,1.324
2021-07-05,1.324
2021-07-06,1.321
2021-07-07,1.347
2021-07-08,1.374
2021-07-09,1.34
2021-07-10,1.34
2021-07-11,1.34
2021-07-12,1.347
2021-07-13,1.363
2021-07-14,1.339
2021-07-15,1.351
2021-07-16,1.399
2021-07-17,1.399
2021-07-18,1.399
2021-07-19,1.447
2021-07-20,1.41
2021-07-21,1.374
2021-07-22,1.379
2021-07-23,1.374
2021-07-24,1.374
2021-07-25,1.374
2021-07-26,1.366
2021-07-27,1.374
2021-07-28,1.38
2021-07-29,1.364
2021-07-30,1.363
2021-07-31,1.363
2021-08-01,1.363
2021-08-02,1.382
2021-08-03,1.37
2021-08-04,1.408
2021-08-05,1.385
2021-08-06,1.358
2021-08-07,1.358
2021-08-08,1.358
2021-08-09,1.376
2021-08-10,1.33
2021-08-11,1.314
2021-08-12,1.333
2021-08-13,1.341
2021-08-14,1.341
2021-08-15,1.341
2021-08-16,1.34
2021-08-17,1.397
2021-08-18,1.36
2021-08-19,1.308
2021-08-20,1.344
2021-08-21,1.344
2021-08-22,1.344
2021-08-23,1.33
2021-08-24,1.337
2021-08-25,1.335
2021-08-26,1.388
2021-08-27,1.392
2021-08-28,1.392
2021-08-29,1.392
2021-08-30,1.397
2021-08-31,1.398
2021-09-01,1.408
2021-09-02,1.415
2021-09-03,1.431
2021-09-04,1.431
2021-09-05,1.431
2021-09-06,1.431
2021-09-07,1.442
2021-09-08,1.445
2021-09-09,1.445
2021-09-10,1.464
2021-09-11,1.464
2021-09-12,1.464
2021-09-13,1.454
2021-09-14,1.469
2021-09-15,1.391
2021-09-16,1.382
2021-09-17,1.37
2021-09-18,1.37
2021-09-19,1.37
2021-09-20,1.389
2021-09-21,1.38
2021-09-22,1.376
2021-09-23,1.359
2021-09-24,1.354
2021-09-25,1.354
2021-09-26,1.354
2021-09-27,1.347
2021-09-28,1.371
2021-09-29,1.366
2021-09-30,1.443
2021-10-01,1.414
2021-10-02,1.414
2021-10-03,1.414
2021-10-04,1.425
2021-10-05,1.45
2021-10-06,1.484
2021-10-07,1.456
2021-10-08,1.456
2021-10-09,1.456
2021-10-10,1.456
2021-10-11,1.488
2021-10-12,1.479
2021-10-13,1.473
2021-10-14,1.453
2021-10-15,1.445
2021-10-16,1.445
2021-10-17,1.445
2021-10-18,1.435
2021-10-19,1.446
2021-10-20,1.439
2021-10-21,1.419
2021-10-22,1.423
2021-10-23,1.423
2021-10-24,1.423
2021-10-25,1.389
2021-10-26,1.38
2021-10-27,1.42
2021-10-28,1.39
2021-10-29,1.386
2021-10-30,1.386
2021-10-31,1.386
2021-11-01,1.376
2021-11-02,1.37
2021-11-03,1.337
2021-11-04,1.334
2021-11-05,1.311
2021-11-06,1.311
2021-11-07,1.311
2021-11-08,1.323
2021-11-09,1.315
2021-11-10,1.322
2021-11-11,1.359
2021-11-12,1.358
2021-11-13,1.358
2021-11-14,1.358
2021-11-15,1.359
2021-11-16,1.364
2021-11-17,1.346
2021-11-18,1.299
2021-11-19,1.376
2021-11-20,1.376
2021-11-21,1.376
2021-11-22,1.396
2021-11-23,1.345
2021-11-24,1.344
2021-11-25,1.344
2021-11-26,1.411
2021-11-27,1.411
2021-11-28,1.411
2021-11-29,1.39
2021-11-30,1.423
2021-12-01,1.48
2021-12-02,1.404
2021-12-03,1.409
2021-12-04,1.409
2021-12-05,1.409
2021-12-06,1.374
2021-12-07,1.353
2021-12-08,1.352
2021-12-09,1.359
2021-12-10,1.355
2021-12-11,1.355
2021-12-12,1.355
2021-12-13,1.395
2021-12-14,1.396
2021-12-15,1.406
2021-12-16,1.4
2021-12-17,1.416
2021-12-18,1.416
2021-12-19,1.416
2021-12-20,1.445
2021-12-21,1.409
2021-12-22,1.403
2021-12-23,1.468
2021-12-24,1.468
2021-12-25,1.468
2021-12-26,1.468
2021-12-27,1.439
2021-12-28,1.442
2021-12-29,1.427
2021-12-30,1.415
2021-12-31,1.415
2022-01-01,1.415
2022-01-02,1.415
2022-01-03,1.429
2022-01-04,1.429
2022-01-05,1.475
2022-01-06,1.478
2022-01-07,1.54
2022-01-08,1.54
2022-01-09,1.54
2022-01-10,1.568
2022-01-11,1.512
2022-01-12,1.534
2022-01-13,1.544
2022-01-14,1.581
2022-01-15,1.581
2022-01-16,1.581
2022-01-17,1.581
2022-01-18,1.63
2022-01-19,1.633
2022-01-20,1.66
2022-01-21,1.695
2022-01-22,1.695
2022-01-23,1.695
2022-01-24,1.646
2022-01-25,1.674
2022-01-26,1.707
2022-01-27,1.705
2022-01-28,1.689
2022-01-29,1.689
2022-01-30,1.689
2022-01-31,1.654
2022-02-01,1.641
2022-02-02,1.661
2022-02-03,1.713
2022-02-04,1.717
2022-02-05,1.717
2022-02-06,1.717
2022-02-07,1.732
2022-02-08,1.694
2022-02-09,1.66
2022-02-10,1.675
2022-02-11,1.715
2022-02-12,1.715
2022-02-13,1.715
2022-02-14,1.715
2022-02-15,1.681
2022-02-16,1.69
2022-02-17,1.777
2022-02-18,1.744
2022-02-19,1.744
2022-02-20,1.744
2022-02-21,1.744
2022-02-22,1.762
2022-02-23,1.847
2022-02-24,1.793
2022-02-25,1.748
2022-02-26,1.748
2022-02-27,1.748
2022-02-28,1.765
2022-03-01,1.817
2022-03-02,1.746
2022-03-03,1.773
2022-03-04,1.851
2022-03-05,1.851
2022-03-06,1.851
2022-03-07,1.945
2022-03-08,1.928
2022-03-09,1.869
2022-03-10,1.847
2022-03-11,1.886
2022-03-12,1.886
2022-03-13,1.886
2022-03-14,1.914
2022-03-15,1.876
2022-03-16,1.797
2022-03-17,1.78
2022-03-18,1.758
2022-03-19,1.758
2022-03-20,1.758
2022-03-21,1.802
2022-03-22,1.79
2022-03-23,1.829
2022-03-24,1.815
2022-03-25,1.819
2022-03-26,1.819
2022-03-27,1.819
2022-03-28,1.792
2022-03-29,1.718
2022-03-30,1.772
2022-03-31,1.814
2022-04-01,1.811
2022-04-02,1.811
2022-04-03,1.811
2022-04-04,1.76
2022-04-05,1.761
2022-04-06,1.741
2022-04-07,1.72
2022-04-08,1.694
2022-04-09,1.694
2022-04-10,1.694
2022-04-11,1.645
2022-04-12,1.605
2022-04-13,1.593
2022-04-14,1.591
2022-04-15,1.591
2022-04-16,1.591
2022-04-17,1.591
2022-04-18,1.57
2022-04-19,1.528
2022-04-20,1.513
2022-04-21,1.53
2022-04-22,1.585
2022-04-23,1.585
2022-04-24,1.585
2022-04-25,1.553
2022-04-26,1.592
2022-04-27,1.62
2022-04-28,1.574
2022-04-29,1.644
2022-04-30,1.644
2022-05-01,1.644
2022-05-02,1.619
2022-05-03,1.633
2022-05-04,1.578
2022-05-05,1.642
2022-05-06,1.704
2022-05-07,1.704
2022-05-08,1.704
2022-05-09,1.756
2022-05-10,1.83
2022-05-11,1.867
2022-05-12,1.84
2022-05-13,1.782
2022-05-14,1.782
2022-05-15,1.782
2022-05-16,1.779
2022-05-17,1.755
2022-05-18,1.76
2022-05-19,1.75
2022-05-20,2.236
2022-05-21,2.236
2022-05-22,2.236
2022-05-23,2.041
2022-05-24,2.071
2022-05-25,1.976
2022-05-26,1.848
2022-05-27,1.841
2022-05-28,1.841
2022-05-29,1.841
2022-05-30,1.841
2022-05-31,1.772
2022-06-01,1.823
2022-06-02,1.811
2022-06-03,1.822
2022-06-04,1.822
2022-06-05,1.822
2022-06-06,1.846
2022-06-07,1.865
2022-06-08,1.852
2022-06-09,1.882
2022-06-10,1.945
2022-06-11,1.945
2022-06-12,1.945
2022-06-13,2.006
2022-06-14,2.029
2022-06-15,1.975
2022-06-16,2.04
2022-06-17,2.008
2022-06-18,2.008
2022-06-19,2.008
2022-06-20,2.008
2022-06-21,1.999
2022-06-22,2.062
2022-06-23,2.029
2022-06-24,1.936
2022-06-25,1.936
2022-06-26,1.936
2022-06-27,1.967
2022-06-28,2.063
2022-06-29,2.091
2022-06-30,2.138
2022-07-01,2.103
2022-07-02,2.103
2022-07-03,2.103
2022-07-04,2.103
2022-07-05,2.034
2022-07-06,2.029
2022-07-07,1.961
2022-07-08,1.99
2022-07-09,1.99
2022-07-10,1.99
2022-07-11,2.012
2022-07-12,2.0
2022-07-13,1.967
2022-07-14,1.95
2022-07-15,1.929
2022-07-16,1.929
2022-07-17,1.929
2022-07-18,1.901
2022-07-19,1.853
2022-07-20,1.824
2022-07-21,1.799
2022-07-22,1.816
2022-07-23,1.816
2022-07-24,1.816
2022-07-25,1.829
2022-07-26,1.939
2022-07-27,1.883
2022-07-28,1.857
2022-07-29,1.86
2022-07-30,1.86
2022-07-31,1.86
2022-08-01,1.837
2022-08-02,1.9
2022-08-03,1.793
2022-08-04,1.811
2022-08-05,1.801
2022-08-06,1.801
2022-08-07,1.801
2022-08-08,1.777
2022-08-09,1.794
2022-08-10,1.759
2022-08-11,1.719
2022-08-12,1.682
2022-08-13,1.682
2022-08-14,1.682
2022-08-15,1.681
2022-08-16,1.636
2022-08-17,1.633
2022-08-18,1.687
2022-08-19,1.691
2022-08-20,1.691
2022-08-21,1.691
2022-08-22,1.747
2022-08-23,1.75
2022-08-24,1.699
2022-08-25,1.693
2022-08-26,1.764
2022-08-27,1.764
2022-08-28,1.764
2022-08-29,1.77
2022-08-30,1.783
2022-08-31,1.784
2022-09-01,1.739
2022-09-02,1.755
2022-09-03,1.755
2022-09-04,1.755
2022-09-05,1.755
2022-09-06,1.769
2022-09-07,1.664
2022-09-08,1.662
2022-09-09,1.64
2022-09-10,1.64
2022-09-11,1.64
2022-09-12,1.615
2022-09-13,1.707
2022-09-14,1.714
2022-09-15,1.712
2022-09-16,1.705
2022-09-17,1.705
2022-09-18,1.705
2022-09-19,1.696
2022-09-20,1.743
2022-09-21,1.752
2022-09-22,1.777
2022-09-23,1.822
2022-09-24,1.822
2022-09-25,1.822
2022-09-26,1.855
2022-09-27,1.823
2022-09-28,1.768
2022-09-29,1.831
2022-09-30,1.826
2022-10-01,1.826
2022-10-02,1.826
2022-10-03,1.79
2022-10-04,1.722
2022-10-05,1.713
2022-10-06,1.744
2022-10-07,1.772
2022-10-08,1.772
2022-10-09,1.772
2022-10-10,1.792
2022-10-11,1.762
2022-10-12,1.796
2022-10-13,1.776
2022-10-14,1.863
2022-10-15,1.863
2022-10-16,1.863
2022-10-17,1.802
2022-10-18,1.792
2022-10-19,1.814
2022-10-20,1.839
2022-10-21,1.784
2022-10-22,1.784
2022-10-23,1.784
2022-10-24,1.742
2022-10-25,1.63
2022-10-26,1.625
2022-10-27,1.604
2022-10-28,1.591
2022-10-29,1.591
2022-10-30,1.591
2022-10-31,1.586
2022-11-01,1.603
2022-11-02,1.639
2022-11-03,1.644
2022-11-04,1.616
2022-11-05,1.616
2022-11-06,1.616
2022-11-07,1.629
2022-11-08,1.648
2022-11-09,1.673
2022-11-10,1.574
2022-11-11,1.589
2022-11-12,1.589
2022-11-13,1.589
2022-11-14,1.605
2022-11-15,1.553
2022-11-16,1.573
2022-11-17,1.51
2022-11-18,1.418
2022-11-19,1.418
2022-11-20,1.418
2022-11-21,1.358
2022-11-22,1.323
2022-11-23,1.315
2022-11-24,1.315
2022-11-25,1.316
2022-11-26,1.316
2022-11-27,1.316
2022-11-28,1.315
2022-11-29,1.311
2022-11-30,1.301
2022-12-01,1.297
2022-12-02,1.286
2022-12-03,1.286
2022-12-04,1.286
2022-12-05,1.301
2022-12-06,1.31
2022-12-07,1.323
2022-12-08,1.299
2022-12-09,1.324
2022-12-10,1.324
2022-12-11,1.324
2022-12-12,1.307
2022-12-13,1.295
2022-12-14,1.296
2022-12-15,1.338
2022-12-16,1.335
2022-12-17,1.335
2022-12-18,1.335
2022-12-19,1.324
2022-12-20,1.331
2022-12-21,1.322
2022-12-22,1.335
2022-12-23,1.318
2022-12-24,1.318
2022-12-25,1.318
2022-12-26,1.318
2022-12-27,1.323
2022-12-28,1.331
2022-12-29,1.313
2022-12-30,1.311
2022-12-31,1.311
2023-01-01,1.311
2023-01-02,1.311
2023-01-03,1.314
2023-01-04,1.29
2023-01-05,1.284
2023-01-06,1.251
2023-01-07,1.251
2023-01-08,1.251
2023-01-09,1.285
2023-01-10,1.274
2023-01-11,1.276
2023-01-12,1.278
2023-01-13,1.264
2023-01-14,1.264
2023-01-15,1.264
2023-01-16,1.264
2023-01-17,1.267
2023-01-18,1.293
2023-01-19,1.311
2023-01-20,1.311
2023-01-21,1.311
2023-01-22,1.311
2023-01-23,1.311
2023-01-24,1.289
2023-01-25,1.262
2023-01-26,1.257
2023-01-27,1.27
2023-01-28,1.27
2023-01-29,1.27
2023-01-30,1.275
2023-01-31,1.286
2023-02-01,1.282
2023-02-02,1.309
2023-02-03,1.318
2023-02-04,1.318
2023-02-05,1.318
2023-02-06,1.313
2023-02-07,1.327
2023-02-08,1.327
2023-02-09,1.321
2023-02-10,1.319
2023-02-11,1.319
2023-02-12,1.319
2023-02-13,1.301
2023-02-14,1.303
2023-02-15,1.304
2023-02-16,1.319
2023-02-17,1.315
2023-02-18,1.315
2023-02-19,1.315
2023-02-20,1.315
2023-02-21,1.347
2023-02-22,1.35
2023-02-23,1.364
2023-02-24,1.364
2023-02-25,1.364
2023-02-26,1.364
2023-02-27,1.371
2023-02-28,1.402
2023-03-01,1.382
2023-03-02,1.377
2023-03-03,1.36
2023-03-04,1.36
2023-03-05,1.36
2023-03-06,1.36
2023-03-07,1.391
2023-03-08,1.402
2023-03-09,1.448
2023-03-10,1.467
2023-03-11,1.467
2023-03-12,1.467
2023-03-13,1.477
2023-03-14,1.473
2023-03-15,1.492
2023-03-16,1.479
2023-03-17,1.496
2023-03-18,1.496
2023-03-19,1.496
2023-03-20,1.495
2023-03-21,1.466
2023-03-22,1.488
2023-03-23,1.502
2023-03-24,1.507
2023-03-25,1.507
2023-03-26,1.507
2023-03-27,1.517
2023-03-28,1.48
2023-03-29,1.489
2023-03-30,1.477
2023-03-31,1.435
2023-04-01,1.435
2023-04-02,1.435
2023-04-03,1.402
2023-04-04,1.403
2023-04-05,1.43
2023-04-06,1.434
2023-04-07,1.434
2023-04-08,1.434
2023-04-09,1.434
2023-04-10,1.428
2023-04-11,1.448
2023-04-12,1.48
2023-04-13,1.461
2023-04-14,1.456
2023-04-15,1.456
2023-04-16,1.456
2023-04-17,1.466
2023-04-18,1.473
2023-04-19,1.465
2023-04-20,1.441
2023-04-21,1.437
2023-04-22,1.437
2023-04-23,1.437
2023-04-24,1.436
2023-04-25,1.468
2023-04-26,1.459
2023-04-27,1.447
2023-04-28,1.431
2023-04-29,1.431
2023-04-30,1.431
2023-05-01,1.445
2023-05-02,1.458
2023-05-03,1.469
2023-05-04,1.486
2023-05-05,1.463
2023-05-06,1.463
2023-05-07,1.463
2023-05-08,1.457
2023-05-09,1.468
2023-05-10,1.499
2023-05-11,1.49
2023-05-12,1.457
2023-05-13,1.457
2023-05-14,1.457
2023-05-15,1.459
2023-05-16,1.479
2023-05-17,1.467
2023-05-18,1.435
2023-05-19,1.438
2023-05-20,1.438
2023-05-21,1.438
2023-05-22,1.44
2023-05-23,1.479
2023-05-24,1.485
2023-05-25,1.472
2023-05-26,1.457
2023-05-27,1.457
2023-05-28,1.457
2023-05-29,1.457
2023-05-30,1.459
2023-05-31,1.454
2023-06-01,1.493
2023-06-02,1.458
2023-06-03,1.458
2023-06-04,1.458
2023-06-05,1.457
2023-06-06,1.424
2023-06-07,1.448
2023-06-08,1.43
2023-06-09,1.429
2023-06-10,1.429
2023-06-11,1.429
2023-06-12,1.388
2023-06-13,1.387
2023-06-14,1.39
2023-06-15,1.369
2023-06-16,1.369
2023-06-17,1.369
2023-06-18,1.369
2023-06-19,1.369
2023-06-20,1.376
2023-06-21,1.377
2023-06-22,1.368
2023-06-23,1.359
2023-06-24,1.359
2023-06-25,1.359
