,CTRA US Equity
2020-04-08,2.587
2020-04-09,2.63
2020-04-10,2.63
2020-04-11,2.63
2020-04-12,2.63
2020-04-13,2.616
2020-04-14,2.541
2020-04-15,2.484
2020-04-16,2.571
2020-04-17,2.369
2020-04-18,2.369
2020-04-19,2.369
2020-04-20,2.318
2020-04-21,2.361
2020-04-22,2.396
2020-04-23,2.478
2020-04-24,2.429
2020-04-25,2.429
2020-04-26,2.429
2020-04-27,2.354
2020-04-28,2.417
2020-04-29,2.39
2020-04-30,2.296
2020-05-01,2.455
2020-05-02,2.455
2020-05-03,2.455
2020-05-04,2.451
2020-05-05,2.435
2020-05-06,2.533
2020-05-07,2.485
2020-05-08,2.421
2020-05-09,2.421
2020-05-10,2.421
2020-05-11,2.566
2020-05-12,2.613
2020-05-13,2.631
2020-05-14,2.648
2020-05-15,2.706
2020-05-16,2.706
2020-05-17,2.706
2020-05-18,2.674
2020-05-19,2.712
2020-05-20,2.612
2020-05-21,2.651
2020-05-22,2.613
2020-05-23,2.613
2020-05-24,2.613
2020-05-25,2.613
2020-05-26,2.537
2020-05-27,2.429
2020-05-28,2.556
2020-05-29,2.489
2020-05-30,2.489
2020-05-31,2.489
2020-06-01,2.491
2020-06-02,2.444
2020-06-03,2.427
2020-06-04,2.472
2020-06-05,2.419
2020-06-06,2.419
2020-06-07,2.419
2020-06-08,2.208
2020-06-09,2.252
2020-06-10,2.44
2020-06-11,2.452
2020-06-12,2.461
2020-06-13,2.461
2020-06-14,2.461
2020-06-15,2.546
2020-06-16,2.558
2020-06-17,2.615
2020-06-18,2.631
2020-06-19,2.643
2020-06-20,2.643
2020-06-21,2.643
2020-06-22,2.733
2020-06-23,2.718
2020-06-24,2.756
2020-06-25,2.876
2020-06-26,2.981
2020-06-27,2.981
2020-06-28,2.981
2020-06-29,2.895
2020-06-30,2.875
2020-07-01,2.905
2020-07-02,2.784
2020-07-03,2.784
2020-07-04,2.784
2020-07-05,2.784
2020-07-06,2.756
2020-07-07,2.732
2020-07-08,3.096
2020-07-09,3.19
2020-07-10,3.087
2020-07-11,3.087
2020-07-12,3.087
2020-07-13,3.108
2020-07-14,3.228
2020-07-15,3.154
2020-07-16,3.179
2020-07-17,3.138
2020-07-18,3.138
2020-07-19,3.138
2020-07-20,3.253
2020-07-21,3.132
2020-07-22,3.14
2020-07-23,3.024
2020-07-24,3.048
2020-07-25,3.048
2020-07-26,3.048
2020-07-27,3.229
2020-07-28,3.176
2020-07-29,3.14
2020-07-30,3.199
2020-07-31,3.103
2020-08-01,3.103
2020-08-02,3.103
2020-08-03,3.035
2020-08-04,2.956
2020-08-05,2.958
2020-08-06,2.926
2020-08-07,2.818
2020-08-08,2.818
2020-08-09,2.818
2020-08-10,2.82
2020-08-11,2.941
2020-08-12,2.915
2020-08-13,2.984
2020-08-14,2.881
2020-08-15,2.881
2020-08-16,2.881
2020-08-17,2.864
2020-08-18,2.903
2020-08-19,2.873
2020-08-20,2.981
2020-08-21,2.958
2020-08-22,2.958
2020-08-23,2.958
2020-08-24,2.959
2020-08-25,2.993
2020-08-26,3.091
2020-08-27,3.028
2020-08-28,3.047
2020-08-29,3.047
2020-08-30,3.047
2020-08-31,3.044
2020-09-01,3.106
2020-09-02,3.178
2020-09-03,3.183
2020-09-04,3.15
2020-09-05,3.15
2020-09-06,3.15
2020-09-07,3.15
2020-09-08,3.229
2020-09-09,3.108
2020-09-10,3.172
2020-09-11,3.165
2020-09-12,3.165
2020-09-13,3.165
2020-09-14,3.103
2020-09-15,3.091
2020-09-16,2.992
2020-09-17,2.975
2020-09-18,2.978
2020-09-19,2.978
2020-09-20,2.978
2020-09-21,2.969
2020-09-22,2.975
2020-09-23,3.096
2020-09-24,3.081
2020-09-25,3.091
2020-09-26,3.091
2020-09-27,3.091
2020-09-28,3.1
2020-09-29,3.176
2020-09-30,3.227
2020-10-01,3.325
2020-10-02,3.293
2020-10-03,3.293
2020-10-04,3.293
2020-10-05,3.158
2020-10-06,3.181
2020-10-07,3.068
2020-10-08,3.03
2020-10-09,2.959
2020-10-10,2.959
2020-10-11,2.959
2020-10-12,2.862
2020-10-13,2.902
2020-10-14,2.919
2020-10-15,2.877
2020-10-16,2.933
2020-10-17,2.933
2020-10-18,2.933
2020-10-19,2.936
2020-10-20,2.907
2020-10-21,2.921
2020-10-22,2.777
2020-10-23,2.846
2020-10-24,2.846
2020-10-25,2.846
2020-10-26,2.896
2020-10-27,2.934
2020-10-28,3.083
2020-10-29,3.046
2020-10-30,3.087
2020-10-31,3.087
2020-11-01,3.087
2020-11-02,3.152
2020-11-03,3.269
2020-11-04,3.43
2020-11-05,3.338
2020-11-06,3.34
2020-11-07,3.34
2020-11-08,3.34
2020-11-09,3.298
2020-11-10,3.175
2020-11-11,3.159
2020-11-12,3.228
2020-11-13,3.098
2020-11-14,3.098
2020-11-15,3.098
2020-11-16,3.201
2020-11-17,3.177
2020-11-18,3.261
2020-11-19,3.177
2020-11-20,3.198
2020-11-21,3.198
2020-11-22,3.198
2020-11-23,3.096
2020-11-24,3.027
2020-11-25,3.072
2020-11-26,3.072
2020-11-27,3.072
2020-11-28,3.072
2020-11-29,3.072
2020-11-30,3.115
2020-12-01,3.141
2020-12-02,3.201
2020-12-03,3.429
2020-12-04,3.32
2020-12-05,3.32
2020-12-06,3.32
2020-12-07,3.302
2020-12-08,3.324
2020-12-09,3.32
2020-12-10,3.155
2020-12-11,3.275
2020-12-12,3.275
2020-12-13,3.275
2020-12-14,3.228
2020-12-15,3.215
2020-12-16,3.272
2020-12-17,3.232
2020-12-18,3.281
2020-12-19,3.281
2020-12-20,3.281
2020-12-21,3.303
2020-12-22,3.316
2020-12-23,3.243
2020-12-24,3.287
2020-12-25,3.287
2020-12-26,3.287
2020-12-27,3.287
2020-12-28,3.379
2020-12-29,3.463
2020-12-30,3.381
2020-12-31,3.42
2021-01-01,3.42
2021-01-02,3.42
2021-01-03,3.42
2021-01-04,3.354
2021-01-05,3.322
2021-01-06,3.262
2021-01-07,3.196
2021-01-08,3.224
2021-01-09,3.224
2021-01-10,3.224
2021-01-11,3.087
2021-01-12,2.997
2021-01-13,2.943
2021-01-14,2.885
2021-01-15,2.92
2021-01-16,2.92
2021-01-17,2.92
2021-01-18,2.92
2021-01-19,2.992
2021-01-20,3.023
2021-01-21,3.016
2021-01-22,2.987
2021-01-23,2.987
2021-01-24,2.987
2021-01-25,2.905
2021-01-26,2.952
2021-01-27,2.85
2021-01-28,2.954
2021-01-29,2.962
2021-01-30,2.962
2021-01-31,2.962
2021-02-01,2.917
2021-02-02,2.971
2021-02-03,2.866
2021-02-04,2.877
2021-02-05,3.092
2021-02-06,3.092
2021-02-07,3.092
2021-02-08,3.048
2021-02-09,3.104
2021-02-10,3.001
2021-02-11,3.069
2021-02-12,2.931
2021-02-13,2.931
2021-02-14,2.931
2021-02-15,2.931
2021-02-16,2.919
2021-02-17,2.876
2021-02-18,2.959
2021-02-19,2.879
2021-02-20,2.879
2021-02-21,2.879
2021-02-22,2.914
2021-02-23,2.959
2021-02-24,2.764
2021-02-25,2.807
2021-02-26,2.867
2021-02-27,2.867
2021-02-28,2.867
2021-03-01,2.814
2021-03-02,2.828
2021-03-03,2.841
2021-03-04,2.846
2021-03-05,2.798
2021-03-06,2.798
2021-03-07,2.798
2021-03-08,2.783
2021-03-09,2.864
2021-03-10,2.766
2021-03-11,2.75
2021-03-12,2.823
2021-03-13,2.823
2021-03-14,2.823
2021-03-15,2.838
2021-03-16,2.854
2021-03-17,2.904
2021-03-18,2.872
2021-03-19,2.846
2021-03-20,2.846
2021-03-21,2.846
2021-03-22,2.854
2021-03-23,2.86
2021-03-24,2.818
2021-03-25,2.744
2021-03-26,2.679
2021-03-27,2.679
2021-03-28,2.679
2021-03-29,2.672
2021-03-30,2.734
2021-03-31,2.736
2021-04-01,2.691
2021-04-02,2.691
2021-04-03,2.691
2021-04-04,2.691
2021-04-05,2.77
2021-04-06,2.778
2021-04-07,2.78
2021-04-08,2.878
2021-04-09,2.956
2021-04-10,2.956
2021-04-11,2.956
2021-04-12,3.029
2021-04-13,3.073
2021-04-14,3.033
2021-04-15,3.053
2021-04-16,3.102
2021-04-17,3.102
2021-04-18,3.102
2021-04-19,3.106
2021-04-20,3.136
2021-04-21,3.133
2021-04-22,3.175
2021-04-23,3.225
2021-04-24,3.225
2021-04-25,3.225
2021-04-26,3.162
2021-04-27,3.096
2021-04-28,3.063
2021-04-29,3.047
2021-04-30,3.22
2021-05-01,3.22
2021-05-02,3.22
2021-05-03,3.2
2021-05-04,3.179
2021-05-05,3.128
2021-05-06,3.194
2021-05-07,3.143
2021-05-08,3.143
2021-05-09,3.143
2021-05-10,3.088
2021-05-11,3.139
2021-05-12,3.145
2021-05-13,3.201
2021-05-14,3.097
2021-05-15,3.097
2021-05-16,3.097
2021-05-17,3.006
2021-05-18,3.085
2021-05-19,3.057
2021-05-20,3.1
2021-05-21,3.185
2021-05-22,3.185
2021-05-23,3.185
2021-05-24,3.49
2021-05-25,3.522
2021-05-26,3.469
2021-05-27,3.537
2021-05-28,3.628
2021-05-29,3.628
2021-05-30,3.628
2021-05-31,3.628
2021-06-01,3.615
2021-06-02,3.492
2021-06-03,3.542
2021-06-04,3.514
2021-06-05,3.514
2021-06-06,3.514
2021-06-07,3.758
2021-06-08,3.725
2021-06-09,3.679
2021-06-10,3.662
2021-06-11,3.667
2021-06-12,3.667
2021-06-13,3.667
2021-06-14,3.747
2021-06-15,3.754
2021-06-16,3.62
2021-06-17,3.77
2021-06-18,3.913
2021-06-19,3.913
2021-06-20,3.913
2021-06-21,3.765
2021-06-22,3.737
2021-06-23,3.66
2021-06-24,3.62
2021-06-25,3.566
2021-06-26,3.566
2021-06-27,3.566
2021-06-28,3.675
2021-06-29,3.684
2021-06-30,3.435
2021-07-01,3.36
2021-07-02,3.362
2021-07-03,3.362
2021-07-04,3.362
2021-07-05,3.362
2021-07-06,3.528
2021-07-07,3.524
2021-07-08,3.327
2021-07-09,3.29
2021-07-10,3.29
2021-07-11,3.29
2021-07-12,3.275
2021-07-13,3.275
2021-07-14,3.446
2021-07-15,5.038
2021-07-16,5.138
2021-07-17,5.138
2021-07-18,5.138
2021-07-19,5.309
2021-07-20,5.343
2021-07-21,5.138
2021-07-22,5.292
2021-07-23,5.262
2021-07-24,5.262
2021-07-25,5.262
2021-07-26,5.132
2021-07-27,5.133
2021-07-28,5.136
2021-07-29,5.123
2021-07-30,5.091
2021-07-31,5.091
2021-08-01,5.091
2021-08-02,4.791
2021-08-03,4.721
2021-08-04,4.87
2021-08-05,4.815
2021-08-06,4.744
2021-08-07,4.744
2021-08-08,4.744
2021-08-09,4.827
2021-08-10,4.715
2021-08-11,5.231
2021-08-12,5.29
2021-08-13,5.38
2021-08-14,5.38
2021-08-15,5.38
2021-08-16,5.502
2021-08-17,5.491
2021-08-18,5.663
2021-08-19,5.834
2021-08-20,5.902
2021-08-21,5.902
2021-08-22,5.902
2021-08-23,5.81
2021-08-24,5.79
2021-08-25,5.674
2021-08-26,5.786
2021-08-27,5.445
2021-08-28,5.445
2021-08-29,5.445
2021-08-30,5.407
2021-08-31,5.356
2021-09-01,5.234
2021-09-02,4.906
2021-09-03,4.779
2021-09-04,4.779
2021-09-05,4.779
2021-09-06,4.779
2021-09-07,4.792
2021-09-08,4.623
2021-09-09,4.593
2021-09-10,4.646
2021-09-11,4.646
2021-09-12,4.646
2021-09-13,4.484
2021-09-14,4.561
2021-09-15,4.26
2021-09-16,4.394
2021-09-17,4.385
2021-09-18,4.385
2021-09-19,4.385
2021-09-20,4.394
2021-09-21,4.484
2021-09-22,3.201
2021-09-23,3.133
2021-09-24,3.047
2021-09-25,3.047
2021-09-26,3.047
2021-09-27,2.809
2021-09-28,2.84
2021-09-29,2.748
2021-09-30,2.848
2021-10-01,2.785
2021-10-02,2.785
2021-10-03,2.785
2021-10-04,2.827
2021-10-05,2.842
2021-10-06,2.917
2021-10-07,2.925
2021-10-08,2.891
2021-10-09,2.891
2021-10-10,2.891
2021-10-11,2.991
2021-10-12,3.001
2021-10-13,3.008
2021-10-14,3.132
2021-10-15,3.195
2021-10-16,3.195
2021-10-17,3.195
2021-10-18,3.185
2021-10-19,3.115
2021-10-20,3.101
2021-10-21,3.127
2021-10-22,6.088
2021-10-23,6.088
2021-10-24,6.088
2021-10-25,5.745
2021-10-26,5.768
2021-10-27,5.862
2021-10-28,5.924
2021-10-29,6.079
2021-10-30,6.079
2021-10-31,6.079
2021-11-01,6.003
2021-11-02,6.042
2021-11-03,5.867
2021-11-04,5.959
2021-11-05,6.006
2021-11-06,6.006
2021-11-07,6.006
2021-11-08,5.984
2021-11-09,6.068
2021-11-10,6.394
2021-11-11,6.216
2021-11-12,6.201
2021-11-13,6.201
2021-11-14,6.201
2021-11-15,6.136
2021-11-16,6.089
2021-11-17,6.198
2021-11-18,6.15
2021-11-19,6.39
2021-11-20,6.39
2021-11-21,6.39
2021-11-22,6.095
2021-11-23,6.083
2021-11-24,6.057
2021-11-25,6.057
2021-11-26,6.083
2021-11-27,6.083
2021-11-28,6.083
2021-11-29,6.13
2021-11-30,6.362
2021-12-01,6.471
2021-12-02,6.315
2021-12-03,3.167
2021-12-04,3.167
2021-12-05,3.167
2021-12-06,3.261
2021-12-07,3.183
2021-12-08,3.086
2021-12-09,3.076
2021-12-10,3.063
2021-12-11,3.063
2021-12-12,3.063
2021-12-13,3.13
2021-12-14,3.188
2021-12-15,3.144
2021-12-16,3.189
2021-12-17,3.258
2021-12-18,3.258
2021-12-19,3.258
2021-12-20,3.298
2021-12-21,3.261
2021-12-22,3.243
2021-12-23,3.303
2021-12-24,3.303
2021-12-25,3.303
2021-12-26,3.303
2021-12-27,3.217
2021-12-28,3.209
2021-12-29,3.201
2021-12-30,3.276
2021-12-31,3.371
2022-01-01,3.371
2022-01-02,3.371
2022-01-03,3.273
2022-01-04,3.06
2022-01-05,3.097
2022-01-06,3.13
2022-01-07,2.972
2022-01-08,2.972
2022-01-09,2.972
2022-01-10,3.063
2022-01-11,3.079
2022-01-12,2.903
2022-01-13,2.996
2022-01-14,2.947
2022-01-15,2.947
2022-01-16,2.947
2022-01-17,2.947
2022-01-18,2.999
2022-01-19,3.134
2022-01-20,3.267
2022-01-21,3.385
2022-01-22,3.385
2022-01-23,3.385
2022-01-24,3.35
2022-01-25,3.215
2022-01-26,3.228
2022-01-27,3.117
2022-01-28,3.025
2022-01-29,3.025
2022-01-30,3.025
2022-01-31,2.988
2022-02-01,2.949
2022-02-02,2.855
2022-02-03,2.851
2022-02-04,2.794
2022-02-05,2.794
2022-02-06,2.794
2022-02-07,2.82
2022-02-08,2.922
2022-02-09,2.879
2022-02-10,2.846
2022-02-11,2.714
2022-02-12,2.714
2022-02-13,2.714
2022-02-14,2.817
2022-02-15,2.855
2022-02-16,2.861
2022-02-17,2.871
2022-02-18,2.896
2022-02-19,2.896
2022-02-20,2.896
2022-02-21,2.896
2022-02-22,2.9
2022-02-23,2.819
2022-02-24,3.139
2022-02-25,3.283
2022-02-26,3.283
2022-02-27,3.283
2022-02-28,3.195
2022-03-01,3.06
2022-03-02,2.904
2022-03-03,2.963
2022-03-04,2.831
2022-03-05,2.831
2022-03-06,2.831
2022-03-07,2.822
2022-03-08,2.929
2022-03-09,2.992
2022-03-10,2.893
2022-03-11,2.972
2022-03-12,2.972
2022-03-13,2.972
2022-03-14,3.294
2022-03-15,3.251
2022-03-16,3.246
2022-03-17,3.079
2022-03-18,3.057
2022-03-19,3.057
2022-03-20,3.057
2022-03-21,3.005
2022-03-22,2.969
2022-03-23,2.9
2022-03-24,2.81
2022-03-25,2.674
2022-03-26,2.674
2022-03-27,2.674
2022-03-28,2.752
2022-03-29,2.822
2022-03-30,2.853
2022-03-31,2.867
2022-04-01,2.853
2022-04-02,2.853
2022-04-03,2.853
2022-04-04,2.909
2022-04-05,2.931
2022-04-06,2.918
2022-04-07,2.886
2022-04-08,2.689
2022-04-09,2.689
2022-04-10,2.689
2022-04-11,2.802
2022-04-12,2.813
2022-04-13,3.022
2022-04-14,3.717
2022-04-15,3.717
2022-04-16,3.717
2022-04-17,3.717
2022-04-18,3.554
2022-04-19,3.589
2022-04-20,3.602
2022-04-21,3.717
2022-04-22,3.659
2022-04-23,3.659
2022-04-24,3.659
2022-04-25,3.698
2022-04-26,3.712
2022-04-27,3.673
2022-04-28,3.636
2022-04-29,3.681
2022-04-30,3.681
2022-05-01,3.681
2022-05-02,4.597
2022-05-03,4.456
2022-05-04,4.284
2022-05-05,4.405
2022-05-06,4.313
2022-05-07,4.313
2022-05-08,4.313
2022-05-09,4.789
2022-05-10,4.74
2022-05-11,4.746
2022-05-12,4.732
2022-05-13,4.704
2022-05-14,4.704
2022-05-15,4.704
2022-05-16,4.584
2022-05-17,4.501
2022-05-18,4.554
2022-05-19,5.256
2022-05-20,5.21
2022-05-21,5.21
2022-05-22,5.21
2022-05-23,4.939
2022-05-24,4.905
2022-05-25,4.392
2022-05-26,4.302
2022-05-27,4.196
2022-05-28,4.196
2022-05-29,4.196
2022-05-30,4.196
2022-05-31,4.342
2022-06-01,4.236
2022-06-02,4.261
2022-06-03,4.237
2022-06-04,4.237
2022-06-05,4.237
2022-06-06,3.888
2022-06-07,3.871
2022-06-08,3.906
2022-06-09,3.998
2022-06-10,4.122
2022-06-11,4.122
2022-06-12,4.122
2022-06-13,4.343
2022-06-14,4.546
2022-06-15,4.611
2022-06-16,4.94
2022-06-17,5.329
2022-06-18,5.329
2022-06-19,5.329
2022-06-20,5.329
2022-06-21,5.13
2022-06-22,5.232
2022-06-23,5.46
2022-06-24,5.367
2022-06-25,5.367
2022-06-26,5.367
2022-06-27,5.232
2022-06-28,5.107
2022-06-29,5.295
2022-06-30,5.484
2022-07-01,5.384
2022-07-02,5.384
2022-07-03,5.384
2022-07-04,5.384
2022-07-05,5.537
2022-07-06,5.599
2022-07-07,5.374
2022-07-08,5.388
2022-07-09,5.388
2022-07-10,5.388
2022-07-11,5.518
2022-07-12,5.529
2022-07-13,5.366
2022-07-14,5.535
2022-07-15,5.41
2022-07-16,5.41
2022-07-17,5.41
2022-07-18,5.19
2022-07-19,5.057
2022-07-20,4.922
2022-07-21,5.072
2022-07-22,5.136
2022-07-23,5.136
2022-07-24,5.136
2022-07-25,4.926
2022-07-26,4.832
2022-07-27,4.723
2022-07-28,4.761
2022-07-29,4.641
2022-07-30,4.641
2022-07-31,4.641
2022-08-01,4.801
2022-08-02,4.618
2022-08-03,4.731
2022-08-04,5.143
2022-08-05,5.044
2022-08-06,5.044
2022-08-07,5.044
2022-08-08,5.227
2022-08-09,5.169
2022-08-10,5.133
2022-08-11,4.958
2022-08-12,4.961
2022-08-13,4.961
2022-08-14,4.961
2022-08-15,5.015
2022-08-16,4.873
2022-08-17,4.844
2022-08-18,4.649
2022-08-19,4.692
2022-08-20,4.692
2022-08-21,4.692
2022-08-22,4.618
2022-08-23,4.659
2022-08-24,4.516
2022-08-25,4.517
2022-08-26,4.574
2022-08-27,4.574
2022-08-28,4.574
2022-08-29,4.481
2022-08-30,4.645
2022-08-31,4.568
2022-09-01,4.671
2022-09-02,4.69
2022-09-03,4.69
2022-09-04,4.69
2022-09-05,4.69
2022-09-06,4.843
2022-09-07,4.853
2022-09-08,4.849
2022-09-09,4.743
2022-09-10,4.743
2022-09-11,4.743
2022-09-12,4.002
2022-09-13,4.086
2022-09-14,3.811
2022-09-15,4.006
2022-09-16,4.289
2022-09-17,4.289
2022-09-18,4.289
2022-09-19,4.259
2022-09-20,4.262
2022-09-21,4.298
2022-09-22,4.396
2022-09-23,4.676
2022-09-24,4.676
2022-09-25,4.676
2022-09-26,4.676
2022-09-27,4.641
2022-09-28,4.441
2022-09-29,4.559
2022-09-30,4.533
2022-10-01,4.533
2022-10-02,4.533
2022-10-03,4.327
2022-10-04,4.143
2022-10-05,4.105
2022-10-06,4.095
2022-10-07,3.973
2022-10-08,3.973
2022-10-09,3.973
2022-10-10,4.075
2022-10-11,4.028
2022-10-12,3.955
2022-10-13,3.869
2022-10-14,4.147
2022-10-15,4.147
2022-10-16,4.147
2022-10-17,3.933
2022-10-18,3.798
2022-10-19,3.712
2022-10-20,3.766
2022-10-21,3.768
2022-10-22,3.768
2022-10-23,3.768
2022-10-24,3.692
2022-10-25,3.708
2022-10-26,3.693
2022-10-27,3.709
2022-10-28,3.714
2022-10-29,3.714
2022-10-30,3.714
2022-10-31,3.591
2022-11-01,3.636
2022-11-02,3.644
2022-11-03,3.652
2022-11-04,3.595
2022-11-05,3.595
2022-11-06,3.595
2022-11-07,3.514
2022-11-08,3.56
2022-11-09,3.878
2022-11-10,3.766
2022-11-11,3.645
2022-11-12,3.645
2022-11-13,3.645
2022-11-14,3.694
2022-11-15,3.646
2022-11-16,3.838
2022-11-17,3.783
2022-11-18,3.812
2022-11-19,3.812
2022-11-20,3.812
2022-11-21,3.844
2022-11-22,3.687
2022-11-23,4.023
2022-11-24,4.023
2022-11-25,4.012
2022-11-26,4.012
2022-11-27,4.012
2022-11-28,4.08
2022-11-29,3.804
2022-11-30,3.826
2022-12-01,3.893
2022-12-02,3.917
2022-12-03,3.917
2022-12-04,3.917
2022-12-05,4.136
2022-12-06,4.2
2022-12-07,4.253
2022-12-08,4.343
2022-12-09,4.616
2022-12-10,4.616
2022-12-11,4.616
2022-12-12,4.547
2022-12-13,4.538
2022-12-14,4.408
2022-12-15,4.299
2022-12-16,4.401
2022-12-17,4.401
2022-12-18,4.401
2022-12-19,4.479
2022-12-20,4.448
2022-12-21,4.343
2022-12-22,4.391
2022-12-23,4.271
2022-12-24,4.271
2022-12-25,4.271
2022-12-26,4.271
2022-12-27,4.207
2022-12-28,4.416
2022-12-29,4.389
2022-12-30,4.38
2022-12-31,4.38
2023-01-01,4.38
2023-01-02,4.38
2023-01-03,4.637
2023-01-04,4.488
2023-01-05,4.547
2023-01-06,4.436
2023-01-07,4.436
2023-01-08,4.436
2023-01-09,4.341
2023-01-10,4.156
2023-01-11,4.055
2023-01-12,3.944
2023-01-13,3.989
2023-01-14,3.989
2023-01-15,3.989
2023-01-16,3.989
2023-01-17,3.951
2023-01-18,3.822
2023-01-19,3.728
2023-01-20,3.682
2023-01-21,3.682
2023-01-22,3.682
2023-01-23,3.659
2023-01-24,3.693
2023-01-25,3.708
2023-01-26,3.684
2023-01-27,3.532
2023-01-28,3.532
2023-01-29,3.532
2023-01-30,3.628
2023-01-31,3.575
2023-02-01,3.646
2023-02-02,3.618
2023-02-03,3.688
2023-02-04,3.688
2023-02-05,3.688
2023-02-06,3.758
2023-02-07,3.688
2023-02-08,3.705
2023-02-09,3.673
2023-02-10,3.569
2023-02-11,3.569
2023-02-12,3.569
2023-02-13,3.577
2023-02-14,3.502
2023-02-15,3.59
2023-02-16,3.636
2023-02-17,3.824
2023-02-18,3.824
2023-02-19,3.824
2023-02-20,3.824
2023-02-21,5.308
2023-02-22,3.919
2023-02-23,3.691
2023-02-24,3.62
2023-02-25,3.62
2023-02-26,3.62
2023-02-27,3.704
2023-02-28,3.71
2023-03-01,3.67
2023-03-02,3.589
2023-03-03,3.517
2023-03-04,3.517
2023-03-05,3.517
2023-03-06,3.668
2023-03-07,3.638
2023-03-08,3.83
2023-03-09,3.895
2023-03-10,3.772
2023-03-11,3.772
2023-03-12,3.772
2023-03-13,3.79
2023-03-14,3.726
2023-03-15,3.978
2023-03-16,3.907
2023-03-17,3.961
2023-03-18,3.961
2023-03-19,3.961
2023-03-20,3.894
2023-03-21,3.807
2023-03-22,3.909
2023-03-23,3.887
2023-03-24,3.792
2023-03-25,3.792
2023-03-26,3.792
2023-03-27,3.849
2023-03-28,3.809
2023-03-29,3.788
2023-03-30,3.8
2023-03-31,3.722
2023-04-01,3.722
2023-04-02,3.722
2023-04-03,3.636
2023-04-04,3.653
2023-04-05,3.607
2023-04-06,3.675
2023-04-07,3.675
2023-04-08,3.675
2023-04-09,3.675
2023-04-10,3.573
2023-04-11,3.53
2023-04-12,3.558
2023-04-13,3.561
2023-04-14,3.558
2023-04-15,3.558
2023-04-16,3.558
2023-04-17,3.569
2023-04-18,3.558
2023-04-19,3.622
2023-04-20,3.828
2023-04-21,3.843
2023-04-22,3.843
2023-04-23,3.843
2023-04-24,3.807
2023-04-25,3.89
2023-04-26,3.963
2023-04-27,3.889
2023-04-28,3.822
2023-04-29,3.822
2023-04-30,3.822
2023-05-01,3.846
2023-05-02,4.024
2023-05-03,4.06
2023-05-04,4.053
2023-05-05,3.838
2023-05-06,3.838
2023-05-07,3.838
2023-05-08,3.873
2023-05-09,3.876
2023-05-10,3.937
2023-05-11,3.906
2023-05-12,3.837
2023-05-13,3.837
2023-05-14,3.837
2023-05-15,3.723
2023-05-16,3.686
2023-05-17,3.707
2023-05-18,3.589
2023-05-19,3.298
2023-05-20,3.298
2023-05-21,3.298
2023-05-22,3.265
2023-05-23,3.28
2023-05-24,3.342
2023-05-25,3.407
2023-05-26,3.49
2023-05-27,3.49
2023-05-28,3.49
2023-05-29,3.49
2023-05-30,3.592
2023-05-31,3.638
2023-06-01,3.683
2023-06-02,3.539
2023-06-03,3.539
2023-06-04,3.539
2023-06-05,3.565
2023-06-06,3.5
2023-06-07,3.405
2023-06-08,3.446
2023-06-09,3.443
2023-06-10,3.443
2023-06-11,3.443
2023-06-12,3.457
2023-06-13,3.418
2023-06-14,3.487
2023-06-15,3.373
2023-06-16,3.355
2023-06-17,3.355
2023-06-18,3.355
2023-06-19,3.355
2023-06-20,3.461
2023-06-21,3.464
2023-06-22,3.536
