,UNP US Equity
2020-09-08,3.032
2020-09-09,2.966
2020-09-10,2.963
2020-09-11,2.919
2020-09-12,2.919
2020-09-13,2.919
2020-09-14,2.877
2020-09-15,2.827
2020-09-16,2.84
2020-09-17,2.837
2020-09-18,2.863
2020-09-19,2.863
2020-09-20,2.863
2020-09-21,2.948
2020-09-22,2.899
2020-09-23,2.944
2020-09-24,2.923
2020-09-25,2.887
2020-09-26,2.887
2020-09-27,2.887
2020-09-28,2.868
2020-09-29,2.9
2020-09-30,2.906
2020-10-01,2.945
2020-10-02,2.913
2020-10-03,2.913
2020-10-04,2.913
2020-10-05,2.841
2020-10-06,2.869
2020-10-07,2.795
2020-10-08,2.807
2020-10-09,2.78
2020-10-10,2.78
2020-10-11,2.78
2020-10-12,2.955
2020-10-13,3.004
2020-10-14,2.977
2020-10-15,2.92
2020-10-16,2.906
2020-10-17,2.906
2020-10-18,2.906
2020-10-19,2.965
2020-10-20,2.949
2020-10-21,3.057
2020-10-22,3.258
2020-10-23,3.241
2020-10-24,3.241
2020-10-25,3.241
2020-10-26,3.301
2020-10-27,3.396
2020-10-28,3.517
2020-10-29,3.464
2020-10-30,3.441
2020-10-31,3.441
2020-11-01,3.441
2020-11-02,3.402
2020-11-03,3.289
2020-11-04,3.265
2020-11-05,3.175
2020-11-06,3.208
2020-11-07,3.208
2020-11-08,3.208
2020-11-09,3.08
2020-11-10,3.03
2020-11-11,3.049
2020-11-12,3.041
2020-11-13,2.997
2020-11-14,2.997
2020-11-15,2.997
2020-11-16,2.95
2020-11-17,2.962
2020-11-18,2.989
2020-11-19,2.981
2020-11-20,2.998
2020-11-21,2.998
2020-11-22,2.998
2020-11-23,2.94
2020-11-24,2.922
2020-11-25,2.942
2020-11-26,2.942
2020-11-27,2.951
2020-11-28,2.951
2020-11-29,2.951
2020-11-30,2.974
2020-12-01,2.999
2020-12-02,2.982
2020-12-03,3.001
2020-12-04,2.946
2020-12-05,2.946
2020-12-06,2.946
2020-12-07,2.961
2020-12-08,2.958
2020-12-09,2.948
2020-12-10,2.997
2020-12-11,2.989
2020-12-12,2.989
2020-12-13,2.989
2020-12-14,3.065
2020-12-15,3.03
2020-12-16,3.052
2020-12-17,3.002
2020-12-18,2.981
2020-12-19,2.981
2020-12-20,2.981
2020-12-21,2.997
2020-12-22,3.012
2020-12-23,3.017
2020-12-24,2.984
2020-12-25,2.984
2020-12-26,2.984
2020-12-27,2.984
2020-12-28,2.951
2020-12-29,2.969
2020-12-30,2.947
2020-12-31,2.915
2021-01-01,2.915
2021-01-02,2.915
2021-01-03,2.915
2021-01-04,2.99
2021-01-05,2.953
2021-01-06,2.893
2021-01-07,2.853
2021-01-08,2.607
2021-01-09,2.607
2021-01-10,2.607
2021-01-11,2.624
2021-01-12,2.609
2021-01-13,2.437
2021-01-14,2.443
2021-01-15,2.438
2021-01-16,2.438
2021-01-17,2.438
2021-01-18,2.438
2021-01-19,2.452
2021-01-20,2.42
2021-01-21,2.643
2021-01-22,2.653
2021-01-23,2.653
2021-01-24,2.653
2021-01-25,2.661
2021-01-26,2.747
2021-01-27,2.827
2021-01-28,2.73
2021-01-29,2.782
2021-01-30,2.782
2021-01-31,2.782
2021-02-01,2.767
2021-02-02,2.668
2021-02-03,2.689
2021-02-04,2.687
2021-02-05,2.691
2021-02-06,2.691
2021-02-07,2.691
2021-02-08,2.692
2021-02-09,2.685
2021-02-10,2.7
2021-02-11,2.651
2021-02-12,2.578
2021-02-13,2.578
2021-02-14,2.578
2021-02-15,2.578
2021-02-16,2.568
2021-02-17,2.601
2021-02-18,2.654
2021-02-19,2.628
2021-02-20,2.628
2021-02-21,2.628
2021-02-22,2.657
2021-02-23,2.655
2021-02-24,2.602
2021-02-25,2.725
2021-02-26,2.76
2021-02-27,2.76
2021-02-28,2.76
2021-03-01,2.718
2021-03-02,2.716
2021-03-03,2.757
2021-03-04,2.827
2021-03-05,2.711
2021-03-06,2.711
2021-03-07,2.711
2021-03-08,2.696
2021-03-09,2.686
2021-03-10,2.668
2021-03-11,2.65
2021-03-12,2.656
2021-03-13,2.656
2021-03-14,2.656
2021-03-15,2.673
2021-03-16,2.686
2021-03-17,2.678
2021-03-18,2.64
2021-03-19,2.697
2021-03-20,2.697
2021-03-21,2.697
2021-03-22,2.756
2021-03-23,2.733
2021-03-24,2.67
2021-03-25,2.631
2021-03-26,2.55
2021-03-27,2.55
2021-03-28,2.55
2021-03-29,2.55
2021-03-30,2.571
2021-03-31,2.579
2021-04-01,2.582
2021-04-02,2.582
2021-04-03,2.582
2021-04-04,2.582
2021-04-05,2.544
2021-04-06,2.571
2021-04-07,2.569
2021-04-08,2.582
2021-04-09,2.547
2021-04-10,2.547
2021-04-11,2.547
2021-04-12,2.543
2021-04-13,2.561
2021-04-14,2.554
2021-04-15,2.548
2021-04-16,2.553
2021-04-17,2.553
2021-04-18,2.553
2021-04-19,2.544
2021-04-20,2.576
2021-04-21,2.545
2021-04-22,2.608
2021-04-23,2.454
2021-04-24,2.454
2021-04-25,2.454
2021-04-26,2.442
2021-04-27,2.43
2021-04-28,2.425
2021-04-29,2.444
2021-04-30,2.47
2021-05-01,2.47
2021-05-02,2.47
2021-05-03,2.452
2021-05-04,2.551
2021-05-05,2.575
2021-05-06,2.586
2021-05-07,2.56
2021-05-08,2.56
2021-05-09,2.56
2021-05-10,2.572
2021-05-11,2.593
2021-05-12,2.647
2021-05-13,2.609
2021-05-14,2.611
2021-05-15,2.611
2021-05-16,2.611
2021-05-17,2.647
2021-05-18,2.675
2021-05-19,2.677
2021-05-20,2.681
2021-05-21,2.686
2021-05-22,2.686
2021-05-23,2.686
2021-05-24,2.662
2021-05-25,2.681
2021-05-26,2.658
2021-05-27,2.645
2021-05-28,2.588
2021-05-29,2.588
2021-05-30,2.588
2021-05-31,2.588
2021-06-01,2.584
2021-06-02,2.591
2021-06-03,2.585
2021-06-04,2.571
2021-06-05,2.571
2021-06-06,2.571
2021-06-07,2.608
2021-06-08,2.622
2021-06-09,2.626
2021-06-10,2.648
2021-06-11,2.628
2021-06-12,2.628
2021-06-13,2.628
2021-06-14,2.612
2021-06-15,2.61
2021-06-16,2.619
2021-06-17,2.655
2021-06-18,2.707
2021-06-19,2.707
2021-06-20,2.707
2021-06-21,2.674
2021-06-22,2.656
2021-06-23,2.654
2021-06-24,2.662
2021-06-25,2.628
2021-06-26,2.628
2021-06-27,2.628
2021-06-28,2.654
2021-06-29,2.66
2021-06-30,2.644
2021-07-01,2.601
2021-07-02,2.588
2021-07-03,2.588
2021-07-04,2.588
2021-07-05,2.588
2021-07-06,2.598
2021-07-07,2.547
2021-07-08,2.664
2021-07-09,2.623
2021-07-10,2.623
2021-07-11,2.623
2021-07-12,2.629
2021-07-13,2.653
2021-07-14,2.643
2021-07-15,2.644
2021-07-16,2.541
2021-07-17,2.541
2021-07-18,2.541
2021-07-19,2.88
2021-07-20,2.864
2021-07-21,2.842
2021-07-22,2.552
2021-07-23,2.721
2021-07-24,2.721
2021-07-25,2.721
2021-07-26,2.721
2021-07-27,2.748
2021-07-28,2.767
2021-07-29,2.757
2021-07-30,2.739
2021-07-31,2.739
2021-08-01,2.739
2021-08-02,2.754
2021-08-03,2.723
2021-08-04,2.753
2021-08-05,2.734
2021-08-06,2.717
2021-08-07,2.717
2021-08-08,2.717
2021-08-09,2.724
2021-08-10,2.702
2021-08-11,2.646
2021-08-12,2.632
2021-08-13,2.63
2021-08-14,2.63
2021-08-15,2.63
2021-08-16,2.634
2021-08-17,2.653
2021-08-18,2.665
2021-08-19,2.677
2021-08-20,2.678
2021-08-21,2.678
2021-08-22,2.678
2021-08-23,2.677
2021-08-24,2.708
2021-08-25,2.707
2021-08-26,2.711
2021-08-27,2.706
2021-08-28,2.706
2021-08-29,2.706
2021-08-30,2.722
2021-08-31,2.75
2021-09-01,2.748
2021-09-02,2.741
2021-09-03,2.774
2021-09-04,2.774
2021-09-05,2.774
2021-09-06,2.774
2021-09-07,2.799
2021-09-08,2.77
2021-09-09,2.839
2021-09-10,2.87
2021-09-11,2.87
2021-09-12,2.87
2021-09-13,2.884
2021-09-14,2.931
2021-09-15,2.919
2021-09-16,2.931
2021-09-17,2.959
2021-09-18,2.959
2021-09-19,2.959
2021-09-20,3.013
2021-09-21,3.033
2021-09-22,3.01
2021-09-23,2.833
2021-09-24,2.804
2021-09-25,2.804
2021-09-26,2.804
2021-09-27,2.802
2021-09-28,2.842
2021-09-29,2.834
2021-09-30,2.916
2021-10-01,2.833
2021-10-02,2.833
2021-10-03,2.833
2021-10-04,2.781
2021-10-05,2.722
2021-10-06,2.69
2021-10-07,2.698
2021-10-08,2.64
2021-10-09,2.64
2021-10-10,2.64
2021-10-11,2.66
2021-10-12,2.678
2021-10-13,2.648
2021-10-14,2.582
2021-10-15,2.538
2021-10-16,2.538
2021-10-17,2.538
2021-10-18,2.53
2021-10-19,2.532
2021-10-20,2.507
2021-10-21,2.471
2021-10-22,2.39
2021-10-23,2.39
2021-10-24,2.39
2021-10-25,2.364
2021-10-26,2.359
2021-10-27,2.373
2021-10-28,2.344
2021-10-29,2.353
2021-10-30,2.353
2021-10-31,2.353
2021-11-01,2.372
2021-11-02,2.362
2021-11-03,2.372
2021-11-04,2.394
2021-11-05,2.378
2021-11-06,2.378
2021-11-07,2.378
2021-11-08,2.372
2021-11-09,2.357
2021-11-10,2.351
2021-11-11,2.361
2021-11-12,2.343
2021-11-13,2.343
2021-11-14,2.343
2021-11-15,2.352
2021-11-16,2.352
2021-11-17,2.369
2021-11-18,2.364
2021-11-19,2.354
2021-11-20,2.354
2021-11-21,2.354
2021-11-22,2.329
2021-11-23,2.296
2021-11-24,2.303
2021-11-25,2.303
2021-11-26,2.369
2021-11-27,2.369
2021-11-28,2.369
2021-11-29,2.372
2021-11-30,2.41
2021-12-01,2.435
2021-12-02,2.366
2021-12-03,2.362
2021-12-04,2.362
2021-12-05,2.362
2021-12-06,2.308
2021-12-07,2.295
2021-12-08,2.294
2021-12-09,2.297
2021-12-10,2.286
2021-12-11,2.286
2021-12-12,2.286
2021-12-13,2.311
2021-12-14,2.322
2021-12-15,2.298
2021-12-16,2.287
2021-12-17,2.329
2021-12-18,2.329
2021-12-19,2.329
2021-12-20,2.349
2021-12-21,2.334
2021-12-22,2.327
2021-12-23,2.301
2021-12-24,2.301
2021-12-25,2.301
2021-12-26,2.301
2021-12-27,2.28
2021-12-28,2.268
2021-12-29,2.252
2021-12-30,2.265
2021-12-31,2.244
2022-01-01,2.244
2022-01-02,2.244
2022-01-03,2.281
2022-01-04,2.243
2022-01-05,2.236
2022-01-06,2.23
2022-01-07,2.219
2022-01-08,2.219
2022-01-09,2.219
2022-01-10,2.258
2022-01-11,2.294
2022-01-12,2.288
2022-01-13,2.283
2022-01-14,2.295
2022-01-15,2.295
2022-01-16,2.295
2022-01-17,2.295
2022-01-18,2.316
2022-01-19,2.302
2022-01-20,2.425
2022-01-21,2.504
2022-01-22,2.504
2022-01-23,2.504
2022-01-24,2.517
2022-01-25,2.527
2022-01-26,2.519
2022-01-27,2.522
2022-01-28,2.508
2022-01-29,2.508
2022-01-30,2.508
2022-01-31,2.555
2022-02-01,2.533
2022-02-02,2.487
2022-02-03,2.557
2022-02-04,2.578
2022-02-05,2.578
2022-02-06,2.578
2022-02-07,2.591
2022-02-08,2.572
2022-02-09,2.535
2022-02-10,2.581
2022-02-11,2.616
2022-02-12,2.616
2022-02-13,2.616
2022-02-14,2.576
2022-02-15,2.506
2022-02-16,2.471
2022-02-17,2.499
2022-02-18,2.497
2022-02-19,2.497
2022-02-20,2.497
2022-02-21,2.497
2022-02-22,2.546
2022-02-23,2.562
2022-02-24,2.59
2022-02-25,2.533
2022-02-26,2.533
2022-02-27,2.533
2022-02-28,2.537
2022-03-01,2.574
2022-03-02,2.473
2022-03-03,2.443
2022-03-04,2.358
2022-03-05,2.358
2022-03-06,2.358
2022-03-07,2.387
2022-03-08,2.462
2022-03-09,2.46
2022-03-10,2.403
2022-03-11,2.386
2022-03-12,2.386
2022-03-13,2.386
2022-03-14,2.425
2022-03-15,2.402
2022-03-16,2.366
2022-03-17,2.371
2022-03-18,2.391
2022-03-19,2.391
2022-03-20,2.391
2022-03-21,2.363
2022-03-22,2.351
2022-03-23,2.335
2022-03-24,2.313
2022-03-25,2.286
2022-03-26,2.286
2022-03-27,2.286
2022-03-28,2.27
2022-03-29,2.284
2022-03-30,2.259
2022-03-31,2.287
2022-04-01,2.355
2022-04-02,2.355
2022-04-03,2.355
2022-04-04,2.376
2022-04-05,2.429
2022-04-06,2.521
2022-04-07,2.504
2022-04-08,2.534
2022-04-09,2.534
2022-04-10,2.534
2022-04-11,2.522
2022-04-12,2.502
2022-04-13,2.506
2022-04-14,2.49
2022-04-15,2.49
2022-04-16,2.49
2022-04-17,2.49
2022-04-18,2.565
2022-04-19,2.528
2022-04-20,2.513
2022-04-21,2.541
2022-04-22,2.581
2022-04-23,2.581
2022-04-24,2.581
2022-04-25,2.558
2022-04-26,2.589
2022-04-27,2.554
2022-04-28,2.528
2022-04-29,2.581
2022-04-30,2.581
2022-05-01,2.581
2022-05-02,2.597
2022-05-03,2.608
2022-05-04,2.553
2022-05-05,2.634
2022-05-06,2.656
2022-05-07,2.656
2022-05-08,2.656
2022-05-09,2.707
2022-05-10,2.739
2022-05-11,2.723
2022-05-12,2.699
2022-05-13,2.642
2022-05-14,2.642
2022-05-15,2.642
2022-05-16,2.675
2022-05-17,2.626
2022-05-18,2.71
2022-05-19,2.816
2022-05-20,2.822
2022-05-21,2.822
2022-05-22,2.822
2022-05-23,2.779
2022-05-24,2.777
2022-05-25,2.772
2022-05-26,2.724
2022-05-27,2.681
2022-05-28,2.681
2022-05-29,2.681
2022-05-30,2.681
2022-05-31,2.714
2022-06-01,2.695
2022-06-02,2.646
2022-06-03,2.663
2022-06-04,2.663
2022-06-05,2.663
2022-06-06,2.649
2022-06-07,2.607
2022-06-08,2.69
2022-06-09,2.751
2022-06-10,2.825
2022-06-11,2.825
2022-06-12,2.825
2022-06-13,2.866
2022-06-14,2.861
2022-06-15,2.842
2022-06-16,2.865
2022-06-17,2.889
2022-06-18,2.889
2022-06-19,2.889
2022-06-20,2.889
2022-06-21,2.847
2022-06-22,2.854
2022-06-23,2.843
2022-06-24,2.764
2022-06-25,2.764
2022-06-26,2.764
2022-06-27,2.761
2022-06-28,2.768
2022-06-29,2.709
2022-06-30,2.707
2022-07-01,2.682
2022-07-02,2.682
2022-07-03,2.682
2022-07-04,2.682
2022-07-05,2.747
2022-07-06,2.754
2022-07-07,2.715
2022-07-08,2.753
2022-07-09,2.753
2022-07-10,2.753
2022-07-11,2.751
2022-07-12,2.796
2022-07-13,2.793
2022-07-14,2.809
2022-07-15,2.759
2022-07-16,2.759
2022-07-17,2.759
2022-07-18,2.744
2022-07-19,2.66
2022-07-20,2.69
2022-07-21,2.723
2022-07-22,2.701
2022-07-23,2.701
2022-07-24,2.701
2022-07-25,2.651
2022-07-26,2.668
2022-07-27,2.621
2022-07-28,2.576
2022-07-29,2.594
2022-07-30,2.594
2022-07-31,2.594
2022-08-01,2.585
2022-08-02,2.638
2022-08-03,2.602
2022-08-04,2.582
2022-08-05,2.568
2022-08-06,2.568
2022-08-07,2.568
2022-08-08,2.576
2022-08-09,2.569
2022-08-10,2.49
2022-08-11,2.454
2022-08-12,2.446
2022-08-13,2.446
2022-08-14,2.446
2022-08-15,2.465
2022-08-16,2.432
2022-08-17,2.437
2022-08-18,2.427
2022-08-19,2.461
2022-08-20,2.461
2022-08-21,2.461
2022-08-22,2.472
2022-08-23,2.47
2022-08-24,2.464
2022-08-25,2.455
2022-08-26,2.538
2022-08-27,2.538
2022-08-28,2.538
2022-08-29,2.526
2022-08-30,2.592
2022-08-31,2.6
2022-09-01,2.582
2022-09-02,2.607
2022-09-03,2.607
2022-09-04,2.607
2022-09-05,2.607
2022-09-06,2.561
2022-09-07,2.551
2022-09-08,2.534
2022-09-09,2.517
2022-09-10,2.517
2022-09-11,2.517
2022-09-12,2.493
2022-09-13,2.572
2022-09-14,2.678
2022-09-15,2.673
2022-09-16,2.754
2022-09-17,2.754
2022-09-18,2.754
2022-09-19,2.7
2022-09-20,2.737
2022-09-21,2.755
2022-09-22,2.791
2022-09-23,2.94
2022-09-24,2.94
2022-09-25,2.94
2022-09-26,2.986
2022-09-27,3.04
2022-09-28,2.971
2022-09-29,3.011
2022-09-30,3.078
2022-10-01,3.078
2022-10-02,3.078
2022-10-03,2.995
2022-10-04,2.92
2022-10-05,2.989
2022-10-06,3.026
2022-10-07,3.066
2022-10-08,3.066
2022-10-09,3.066
2022-10-10,3.091
2022-10-11,3.061
2022-10-12,3.068
2022-10-13,3.032
2022-10-14,3.052
2022-10-15,3.052
2022-10-16,3.052
2022-10-17,2.978
2022-10-18,2.933
2022-10-19,2.943
2022-10-20,3.18
2022-10-21,3.12
2022-10-22,3.12
2022-10-23,3.12
2022-10-24,3.055
2022-10-25,3.068
2022-10-26,3.049
2022-10-27,3.045
2022-10-28,3.005
2022-10-29,3.005
2022-10-30,3.005
2022-10-31,3.049
2022-11-01,3.054
2022-11-02,3.122
2022-11-03,3.112
2022-11-04,3.056
2022-11-05,3.056
2022-11-06,3.056
2022-11-07,3.063
2022-11-08,2.947
2022-11-09,2.955
2022-11-10,2.823
2022-11-11,2.764
2022-11-12,2.764
2022-11-13,2.764
2022-11-14,2.771
2022-11-15,2.854
2022-11-16,2.832
2022-11-17,2.865
2022-11-18,2.855
2022-11-19,2.855
2022-11-20,2.855
2022-11-21,2.832
2022-11-22,2.82
2022-11-23,2.829
2022-11-24,2.829
2022-11-25,2.818
2022-11-26,2.818
2022-11-27,2.818
2022-11-28,2.883
2022-11-29,2.825
2022-11-30,2.765
2022-12-01,2.784
2022-12-02,2.8
2022-12-03,2.8
2022-12-04,2.8
2022-12-05,2.848
2022-12-06,2.847
2022-12-07,2.833
2022-12-08,2.822
2022-12-09,2.844
2022-12-10,2.844
2022-12-11,2.844
2022-12-12,2.785
2022-12-13,2.757
2022-12-14,2.763
2022-12-15,2.832
2022-12-16,2.842
2022-12-17,2.842
2022-12-18,2.842
2022-12-19,2.872
2022-12-20,2.906
2022-12-21,2.864
2022-12-22,2.861
2022-12-23,2.844
2022-12-24,2.844
2022-12-25,2.844
2022-12-26,2.844
2022-12-27,2.838
2022-12-28,2.886
2022-12-29,2.853
2022-12-30,2.883
2022-12-31,2.883
2023-01-01,2.883
2023-01-02,2.883
2023-01-03,2.876
2023-01-04,2.853
2023-01-05,2.94
2023-01-06,2.816
2023-01-07,2.816
2023-01-08,2.816
2023-01-09,2.823
2023-01-10,2.792
2023-01-11,2.766
2023-01-12,2.761
2023-01-13,2.78
2023-01-14,2.78
2023-01-15,2.78
2023-01-16,2.78
2023-01-17,2.766
2023-01-18,2.83
2023-01-19,2.884
2023-01-20,2.83
2023-01-21,2.83
2023-01-22,2.83
2023-01-23,2.821
2023-01-24,2.903
2023-01-25,2.951
2023-01-26,2.931
2023-01-27,2.918
2023-01-28,2.918
2023-01-29,2.918
2023-01-30,2.949
2023-01-31,2.892
2023-02-01,2.84
2023-02-02,2.767
2023-02-03,2.808
2023-02-04,2.808
2023-02-05,2.808
2023-02-06,2.826
2023-02-07,2.825
2023-02-08,2.851
2023-02-09,2.912
2023-02-10,2.873
2023-02-11,2.873
2023-02-12,2.873
2023-02-13,2.866
2023-02-14,2.894
2023-02-15,2.907
2023-02-16,2.945
2023-02-17,2.929
2023-02-18,2.929
2023-02-19,2.929
2023-02-20,2.929
2023-02-21,3.048
2023-02-22,3.085
2023-02-23,3.054
2023-02-24,3.043
2023-02-25,3.043
2023-02-26,3.043
2023-02-27,2.764
2023-02-28,2.83
2023-03-01,2.82
2023-03-02,2.775
2023-03-03,2.802
2023-03-04,2.802
2023-03-05,2.802
2023-03-06,2.809
2023-03-07,2.856
2023-03-08,2.881
2023-03-09,2.939
2023-03-10,2.992
2023-03-11,2.992
2023-03-12,2.992
2023-03-13,3.006
2023-03-14,3.006
2023-03-15,3.054
2023-03-16,3.04
2023-03-17,3.087
2023-03-18,3.087
2023-03-19,3.087
2023-03-20,3.092
2023-03-21,3.094
2023-03-22,3.158
2023-03-23,3.15
2023-03-24,3.111
2023-03-25,3.111
2023-03-26,3.111
2023-03-27,3.035
2023-03-28,2.984
2023-03-29,2.946
2023-03-30,2.957
2023-03-31,2.914
2023-04-01,2.914
2023-04-02,2.914
2023-04-03,2.914
2023-04-04,2.968
2023-04-05,2.994
2023-04-06,2.922
2023-04-07,2.922
2023-04-08,2.922
2023-04-09,2.922
2023-04-10,2.926
2023-04-11,2.936
2023-04-12,2.938
2023-04-13,2.951
2023-04-14,2.941
2023-04-15,2.941
2023-04-16,2.941
2023-04-17,2.919
2023-04-18,2.928
2023-04-19,2.891
2023-04-20,2.861
2023-04-21,2.907
2023-04-22,2.907
2023-04-23,2.907
2023-04-24,2.887
2023-04-25,2.969
2023-04-26,3.019
2023-04-27,2.987
2023-04-28,2.954
2023-04-29,2.954
2023-04-30,2.954
2023-05-01,2.911
2023-05-02,2.949
2023-05-03,2.96
2023-05-04,2.934
2023-05-05,2.873
2023-05-06,2.873
2023-05-07,2.873
2023-05-08,2.892
2023-05-09,2.882
2023-05-10,2.904
2023-05-11,2.919
2023-05-12,2.905
2023-05-13,2.905
2023-05-14,2.905
2023-05-15,2.896
2023-05-16,2.937
2023-05-17,2.908
2023-05-18,2.908
2023-05-19,2.906
2023-05-20,2.906
2023-05-21,2.906
2023-05-22,2.916
2023-05-23,2.944
2023-05-24,3.013
2023-05-25,2.992
2023-05-26,2.994
2023-05-27,2.994
2023-05-28,2.994
2023-05-29,2.994
2023-05-30,2.957
2023-05-31,2.983
2023-06-01,2.935
2023-06-02,2.891
2023-06-03,2.891
2023-06-04,2.891
2023-06-05,2.89
2023-06-06,2.924
2023-06-07,2.85
2023-06-08,2.857
2023-06-09,2.896
2023-06-10,2.896
2023-06-11,2.896
2023-06-12,2.907
2023-06-13,2.907
2023-06-14,2.852
2023-06-15,2.808
2023-06-16,2.826
2023-06-17,2.826
2023-06-18,2.826
2023-06-19,2.826
2023-06-20,2.872
2023-06-21,2.84
2023-06-22,2.844
