,MSM US Equity
2023-06-23,3.62
2023-06-24,3.62
2023-06-25,3.62
2023-06-26,3.619
2023-06-27,3.588
2023-06-28,3.627
2023-06-29,3.69
2023-06-30,3.651
2023-07-01,3.651
2023-07-02,3.651
2023-07-03,3.634
2023-07-04,3.634
2023-07-05,3.654
2023-07-06,3.685
2023-07-07,3.645
2023-07-08,3.645
2023-07-09,3.645
2023-07-10,3.563
2023-07-11,3.515
2023-07-12,3.493
2023-07-13,3.523
2023-07-14,3.538
2023-07-15,3.538
2023-07-16,3.538
2023-07-17,3.539
2023-07-18,3.532
2023-07-19,3.491
2023-07-20,3.477
2023-07-21,3.472
2023-07-22,3.472
2023-07-23,3.472
2023-07-24,3.462
2023-07-25,3.45
2023-07-26,3.452
2023-07-27,3.475
2023-07-28,3.454
2023-07-29,3.454
2023-07-30,3.454
2023-07-31,3.419
2023-08-01,3.409
2023-08-02,3.425
2023-08-03,3.481
2023-08-04,3.486
2023-08-05,3.486
2023-08-06,3.486
2023-08-07,3.411
2023-08-08,3.39
2023-08-09,3.361
2023-08-10,3.375
2023-08-11,3.354
2023-08-12,3.354
2023-08-13,3.354
2023-08-14,3.379
2023-08-15,3.414
2023-08-16,3.446
2023-08-17,3.443
2023-08-18,3.423
2023-08-19,3.423
2023-08-20,3.423
2023-08-21,3.44
2023-08-22,3.459
2023-08-23,3.428
2023-08-24,3.424
2023-08-25,3.404
2023-08-26,3.404
2023-08-27,3.404
2023-08-28,3.393
2023-08-29,3.365
2023-08-30,3.376
2023-08-31,3.38
2023-09-01,3.393
2023-09-02,3.393
2023-09-03,3.393
2023-09-04,3.393
2023-09-05,3.52
2023-09-06,3.607
2023-09-07,3.599
2023-09-08,3.596
2023-09-09,3.596
2023-09-10,3.596
2023-09-11,3.58
2023-09-12,3.568
2023-09-13,3.637
2023-09-14,3.597
2023-09-15,3.582
2023-09-16,3.582
2023-09-17,3.582
2023-09-18,3.581
2023-09-19,3.603
2023-09-20,3.623
2023-09-21,3.644
2023-09-22,3.628
2023-09-23,3.628
2023-09-24,3.628
2023-09-25,3.613
2023-09-26,3.616
2023-09-27,3.554
2023-09-28,3.512
2023-09-29,3.515
2023-09-30,3.515
2023-10-01,3.515
2023-10-02,3.536
2023-10-03,3.566
2023-10-04,3.469
2023-10-05,3.499
2023-10-06,3.46
2023-10-07,3.46
2023-10-08,3.46
2023-10-09,3.405
2023-10-10,3.42
2023-10-11,3.343
2023-10-12,3.286
2023-10-13,3.316
2023-10-14,3.316
2023-10-15,3.316
2023-10-16,3.312
2023-10-17,3.286
2023-10-18,3.434
2023-10-19,3.53
2023-10-20,3.527
2023-10-21,3.527
2023-10-22,3.527
2023-10-23,3.619
2023-10-24,3.616
2023-10-25,3.668
2023-10-26,3.625
2023-10-27,3.611
2023-10-28,3.611
2023-10-29,3.611
2023-10-30,3.616
2023-10-31,3.613
2023-11-01,3.557
2023-11-02,3.5
2023-11-03,3.471
2023-11-04,3.471
2023-11-05,3.471
2023-11-06,3.487
2023-11-07,3.524
2023-11-08,3.495
2023-11-09,3.475
2023-11-10,3.443
2023-11-11,3.443
2023-11-12,3.443
2023-11-13,3.447
2023-11-14,3.342
2023-11-15,3.39
2023-11-16,3.436
2023-11-17,3.43
2023-11-18,3.43
2023-11-19,3.43
2023-11-20,3.409
2023-11-21,3.438
2023-11-22,3.409
2023-11-23,3.409
2023-11-24,3.399
2023-11-25,3.399
2023-11-26,3.399
2023-11-27,3.408
2023-11-28,3.457
2023-11-29,3.481
2023-11-30,3.454
2023-12-01,3.405
2023-12-02,3.405
2023-12-03,3.405
2023-12-04,3.426
2023-12-05,3.472
2023-12-06,3.454
2023-12-07,3.426
2023-12-08,3.419
2023-12-09,3.419
2023-12-10,3.419
2023-12-11,3.389
2023-12-12,3.378
2023-12-13,3.383
2023-12-14,3.29
2023-12-15,3.329
2023-12-16,3.329
2023-12-17,3.329
2023-12-18,3.332
2023-12-19,3.33
2023-12-20,3.314
2023-12-21,3.273
2023-12-22,3.252
2023-12-23,3.252
2023-12-24,3.252
2023-12-25,3.252
2023-12-26,3.274
2023-12-27,3.295
2023-12-28,3.313
2023-12-29,3.323
2023-12-30,3.323
2023-12-31,3.323
2024-01-01,3.323
2024-01-02,3.382
2024-01-03,3.465
2024-01-04,3.472
2024-01-05,3.497
2024-01-06,3.497
2024-01-07,3.497
2024-01-08,3.477
2024-01-09,3.601
2024-01-10,3.556
2024-01-11,3.502
2024-01-12,3.476
2024-01-13,3.476
2024-01-14,3.476
2024-01-15,3.476
2024-01-16,3.479
2024-01-17,3.528
2024-01-18,3.459
2024-01-19,3.439
2024-01-20,3.439
2024-01-21,3.439
2024-01-22,3.415
2024-01-23,3.448
2024-01-24,3.501
2024-01-25,3.446
2024-01-26,3.438
2024-01-27,3.438
2024-01-28,3.438
2024-01-29,3.411
2024-01-30,3.349
2024-01-31,3.381
2024-02-01,3.33
2024-02-02,3.307
2024-02-03,3.307
2024-02-04,3.307
2024-02-05,3.373
2024-02-06,3.385
2024-02-07,3.405
2024-02-08,3.391
2024-02-09,3.385
2024-02-10,3.385
2024-02-11,3.385
2024-02-12,3.359
2024-02-13,3.446
2024-02-14,3.387
2024-02-15,3.356
2024-02-16,3.359
2024-02-17,3.359
2024-02-18,3.359
2024-02-19,3.359
2024-02-20,3.379
2024-02-21,3.333
2024-02-22,3.304
2024-02-23,3.309
2024-02-24,3.309
2024-02-25,3.309
2024-02-26,3.324
2024-02-27,3.331
2024-02-28,3.311
2024-02-29,3.305
2024-03-01,3.329
2024-03-02,3.329
2024-03-03,3.329
2024-03-04,3.236
2024-03-05,3.367
2024-03-06,3.379
2024-03-07,3.33
2024-03-08,3.37
2024-03-09,3.37
2024-03-10,3.37
2024-03-11,3.445
2024-03-12,3.442
2024-03-13,3.426
2024-03-14,3.454
2024-03-15,3.463
2024-03-16,3.463
2024-03-17,3.463
2024-03-18,3.49
2024-03-19,3.446
2024-03-20,3.409
2024-03-21,3.362
2024-03-22,3.388
2024-03-23,3.388
2024-03-24,3.388
2024-03-25,3.369
2024-03-26,3.418
2024-03-27,3.352
2024-03-28,3.438
2024-03-29,3.438
2024-03-30,3.438
2024-03-31,3.438
2024-04-01,3.477
2024-04-02,3.523
2024-04-03,3.507
2024-04-04,3.493
2024-04-05,3.491
2024-04-06,3.491
2024-04-07,3.491
2024-04-08,3.502
