,LYB US Equity
2020-07-17,8.826
2020-07-18,8.826
2020-07-19,8.826
2020-07-20,9.051
2020-07-21,8.882
2020-07-22,8.843
2020-07-23,8.776
2020-07-24,8.826
2020-07-25,8.826
2020-07-26,8.826
2020-07-27,8.666
2020-07-28,8.947
2020-07-29,8.894
2020-07-30,9.26
2020-07-31,9.671
2020-08-01,9.671
2020-08-02,9.671
2020-08-03,9.731
2020-08-04,9.329
2020-08-05,9.184
2020-08-06,9.184
2020-08-07,9.184
2020-08-08,9.184
2020-08-09,9.184
2020-08-10,9.184
2020-08-11,9.184
2020-08-12,9.184
2020-08-13,9.184
2020-08-14,9.184
2020-08-15,9.184
2020-08-16,9.184
2020-08-17,9.184
2020-08-18,9.184
2020-08-19,9.184
2020-08-20,9.184
2020-08-21,9.184
2020-08-22,9.184
2020-08-23,9.184
2020-08-24,9.184
2020-08-25,9.184
2020-08-26,9.184
2020-08-27,9.184
2020-08-28,9.184
2020-08-29,9.184
2020-08-30,9.184
2020-08-31,9.184
2020-09-01,9.184
2020-09-02,9.184
2020-09-03,9.184
2020-09-04,9.184
2020-09-05,9.184
2020-09-06,9.184
2020-09-07,9.184
2020-09-08,9.184
2020-09-09,9.184
2020-09-10,9.184
2020-09-11,9.184
2020-09-12,9.184
2020-09-13,9.184
2020-09-14,9.184
2020-09-15,9.184
2020-09-16,9.184
2020-09-17,9.184
2020-09-18,9.184
2020-09-19,9.184
2020-09-20,9.184
2020-09-21,9.184
2020-09-22,9.184
2020-09-23,9.184
2020-09-24,9.184
2020-09-25,9.184
2020-09-26,9.184
2020-09-27,9.184
2020-09-28,9.184
2020-09-29,9.184
2020-09-30,9.184
2020-10-01,9.184
2020-10-02,9.184
2020-10-03,9.184
2020-10-04,9.184
2020-10-05,9.184
2020-10-06,9.184
2020-10-07,9.184
2020-10-08,9.184
2020-10-09,9.184
2020-10-10,9.184
2020-10-11,9.184
2020-10-12,7.687
2020-10-13,7.764
2020-10-14,7.633
2020-10-15,7.733
2020-10-16,7.731
2020-10-17,7.731
2020-10-18,7.731
2020-10-19,7.727
2020-10-20,7.65
2020-10-21,7.774
2020-10-22,7.724
2020-10-23,7.742
2020-10-24,7.742
2020-10-25,7.742
2020-10-26,7.893
2020-10-27,8.115
2020-10-28,8.588
2020-10-29,8.245
2020-10-30,8.698
2020-10-31,8.698
2020-11-01,8.698
2020-11-02,7.814
2020-11-03,7.712
2020-11-04,8.078
2020-11-05,7.572
2020-11-06,7.732
2020-11-07,7.732
2020-11-08,7.732
2020-11-09,7.078
2020-11-10,6.906
2020-11-11,7.282
2020-11-12,7.559
2020-11-13,7.332
2020-11-14,7.332
2020-11-15,7.332
2020-11-16,7.053
2020-11-17,6.935
2020-11-18,6.836
2020-11-19,6.833
2020-11-20,6.882
2020-11-21,6.882
2020-11-22,6.882
2020-11-23,6.597
2020-11-24,6.185
2020-11-25,6.29
2020-11-26,6.29
2020-11-27,6.32
2020-11-28,6.32
2020-11-29,6.32
2020-11-30,6.525
2020-12-01,6.475
2020-12-02,6.463
2020-12-03,6.485
2020-12-04,6.221
2020-12-05,6.221
2020-12-06,6.221
2020-12-07,6.375
2020-12-08,6.318
2020-12-09,6.272
2020-12-10,6.295
2020-12-11,6.275
2020-12-12,6.275
2020-12-13,6.275
2020-12-14,6.375
2020-12-15,6.239
2020-12-16,6.234
2020-12-17,6.163
2020-12-18,6.107
2020-12-19,6.107
2020-12-20,6.107
2020-12-21,6.143
2020-12-22,6.183
2020-12-23,6.127
2020-12-24,6.128
2020-12-25,6.128
2020-12-26,6.128
2020-12-27,6.128
2020-12-28,6.129
2020-12-29,6.205
2020-12-30,6.097
2020-12-31,6.058
2021-01-01,6.058
2021-01-02,6.058
2021-01-03,6.058
2021-01-04,6.219
2021-01-05,6.014
2021-01-06,5.738
2021-01-07,5.697
2021-01-08,5.74
2021-01-09,5.74
2021-01-10,5.74
2021-01-11,5.726
2021-01-12,5.597
2021-01-13,5.716
2021-01-14,5.616
2021-01-15,5.851
2021-01-16,5.851
2021-01-17,5.851
2021-01-18,5.851
2021-01-19,5.919
2021-01-20,5.884
2021-01-21,5.995
2021-01-22,6.07
2021-01-23,6.07
2021-01-24,6.07
2021-01-25,6.171
2021-01-26,6.318
2021-01-27,6.452
2021-01-28,6.364
2021-01-29,6.475
2021-01-30,6.475
2021-01-31,6.475
2021-02-01,6.401
2021-02-02,6.251
2021-02-03,6.223
2021-02-04,6.109
2021-02-05,5.954
2021-02-06,5.954
2021-02-07,5.954
2021-02-08,5.813
2021-02-09,5.863
2021-02-10,5.816
2021-02-11,5.856
2021-02-12,5.776
2021-02-13,5.776
2021-02-14,5.776
2021-02-15,5.776
2021-02-16,5.667
2021-02-17,5.677
2021-02-18,5.85
2021-02-19,5.541
2021-02-20,5.541
2021-02-21,5.541
2021-02-22,5.395
2021-02-23,5.391
2021-02-24,5.174
2021-02-25,5.318
2021-02-26,5.387
2021-02-27,5.387
2021-02-28,5.387
2021-03-01,5.222
2021-03-02,5.146
2021-03-03,5.151
2021-03-04,5.23
2021-03-05,5.096
2021-03-06,5.096
2021-03-07,5.096
2021-03-08,5.39
2021-03-09,5.47
2021-03-10,5.383
2021-03-11,5.354
2021-03-12,5.392
2021-03-13,5.392
2021-03-14,5.392
2021-03-15,5.447
2021-03-16,5.564
2021-03-17,5.392
2021-03-18,5.423
2021-03-19,5.49
2021-03-20,5.49
2021-03-21,5.49
2021-03-22,5.53
2021-03-23,5.847
2021-03-24,5.74
2021-03-25,5.602
2021-03-26,5.553
2021-03-27,5.553
2021-03-28,5.553
2021-03-29,5.624
2021-03-30,5.581
2021-03-31,5.634
2021-04-01,5.554
2021-04-02,5.554
2021-04-03,5.554
2021-04-04,5.554
2021-04-05,5.625
2021-04-06,5.594
2021-04-07,5.623
2021-04-08,5.656
2021-04-09,5.597
2021-04-10,5.597
2021-04-11,5.597
2021-04-12,5.529
2021-04-13,5.571
2021-04-14,5.448
2021-04-15,5.44
2021-04-16,5.417
2021-04-17,5.417
2021-04-18,5.417
2021-04-19,5.434
2021-04-20,5.567
2021-04-21,5.388
2021-04-22,5.712
2021-04-23,5.58
2021-04-24,5.58
2021-04-25,5.58
2021-04-26,5.552
2021-04-27,5.553
2021-04-28,5.477
2021-04-29,5.42
2021-04-30,6.224
2021-05-01,6.224
2021-05-02,6.224
2021-05-03,5.986
2021-05-04,5.907
2021-05-05,5.763
2021-05-06,5.657
2021-05-07,5.661
2021-05-08,5.661
2021-05-09,5.661
2021-05-10,5.692
2021-05-11,5.738
2021-05-12,5.867
2021-05-13,5.841
2021-05-14,5.66
2021-05-15,5.66
2021-05-16,5.66
2021-05-17,5.591
2021-05-18,5.699
2021-05-19,5.85
2021-05-20,5.881
2021-05-21,5.843
2021-05-22,5.843
2021-05-23,5.843
2021-05-24,5.786
2021-05-25,5.876
2021-05-26,5.82
2021-05-27,5.686
2021-05-28,5.733
2021-05-29,5.733
2021-05-30,5.733
2021-05-31,5.733
2021-06-01,5.525
2021-06-02,5.73
2021-06-03,5.633
2021-06-04,5.659
2021-06-05,5.659
2021-06-06,5.659
2021-06-07,5.836
2021-06-08,5.78
2021-06-09,5.868
2021-06-10,5.956
2021-06-11,5.974
2021-06-12,5.974
2021-06-13,5.974
2021-06-14,6.059
2021-06-15,6.043
2021-06-16,6.145
2021-06-17,6.42
2021-06-18,6.552
2021-06-19,6.552
2021-06-20,6.552
2021-06-21,6.396
2021-06-22,6.386
2021-06-23,6.363
2021-06-24,6.417
2021-06-25,6.451
2021-06-26,6.451
2021-06-27,6.451
2021-06-28,6.466
2021-06-29,6.431
2021-06-30,6.392
2021-07-01,6.356
2021-07-02,6.346
2021-07-03,6.346
2021-07-04,6.346
2021-07-05,6.346
2021-07-06,6.569
2021-07-07,6.549
2021-07-08,6.641
2021-07-09,6.401
2021-07-10,6.401
2021-07-11,6.401
2021-07-12,6.431
2021-07-13,6.444
2021-07-14,6.483
2021-07-15,6.51
2021-07-16,6.839
2021-07-17,6.839
2021-07-18,6.839
2021-07-19,7.125
2021-07-20,6.921
2021-07-21,6.773
2021-07-22,6.849
2021-07-23,6.807
2021-07-24,6.807
2021-07-25,6.807
2021-07-26,6.672
2021-07-27,6.639
2021-07-28,6.644
2021-07-29,6.541
2021-07-30,6.62
2021-07-31,6.62
2021-08-01,6.62
2021-08-02,6.648
2021-08-03,6.562
2021-08-04,6.779
2021-08-05,6.802
2021-08-06,6.612
2021-08-07,6.612
2021-08-08,6.612
2021-08-09,6.599
2021-08-10,6.343
2021-08-11,6.207
2021-08-12,6.262
2021-08-13,6.258
2021-08-14,6.258
2021-08-15,6.258
2021-08-16,6.358
2021-08-17,6.46
2021-08-18,6.559
2021-08-19,6.76
2021-08-20,6.695
2021-08-21,6.695
2021-08-22,6.695
2021-08-23,6.573
2021-08-24,6.414
2021-08-25,6.385
2021-08-26,6.498
2021-08-27,6.32
2021-08-28,6.32
2021-08-29,6.32
2021-08-30,6.378
2021-08-31,6.479
2021-09-01,6.648
2021-09-02,6.683
2021-09-03,6.792
2021-09-04,6.792
2021-09-05,6.792
2021-09-06,6.792
2021-09-07,6.87
2021-09-08,7.034
2021-09-09,7.099
2021-09-10,7.001
2021-09-11,7.001
2021-09-12,7.001
2021-09-13,6.886
2021-09-14,6.929
2021-09-15,6.859
2021-09-16,6.926
2021-09-17,7.056
2021-09-18,7.056
2021-09-19,7.056
2021-09-20,7.231
2021-09-21,7.232
2021-09-22,7.127
2021-09-23,6.966
2021-09-24,6.984
2021-09-25,6.984
2021-09-26,6.984
2021-09-27,6.767
2021-09-28,6.747
2021-09-29,6.783
2021-09-30,6.928
2021-10-01,6.785
2021-10-02,6.785
2021-10-03,6.785
2021-10-04,6.868
2021-10-05,6.722
2021-10-06,6.789
2021-10-07,6.637
2021-10-08,6.638
2021-10-09,6.638
2021-10-10,6.638
2021-10-11,6.675
2021-10-12,6.713
2021-10-13,6.753
2021-10-14,6.612
2021-10-15,6.561
2021-10-16,6.561
2021-10-17,6.561
2021-10-18,6.606
2021-10-19,6.594
2021-10-20,6.537
2021-10-21,6.734
2021-10-22,6.676
2021-10-23,6.676
2021-10-24,6.676
2021-10-25,6.661
2021-10-26,6.659
2021-10-27,6.884
2021-10-28,6.749
2021-10-29,6.749
2021-10-30,6.749
2021-10-31,6.749
2021-11-01,6.644
2021-11-02,6.638
2021-11-03,6.695
2021-11-04,6.878
2021-11-05,6.738
2021-11-06,6.738
2021-11-07,6.738
2021-11-08,6.716
2021-11-09,6.749
2021-11-10,6.748
2021-11-11,6.615
2021-11-12,6.567
2021-11-13,6.567
2021-11-14,6.567
2021-11-15,6.579
2021-11-16,6.736
2021-11-17,6.81
2021-11-18,6.864
2021-11-19,7.007
2021-11-20,7.007
2021-11-21,7.007
2021-11-22,6.751
2021-11-23,6.704
2021-11-24,6.842
2021-11-25,6.842
2021-11-26,6.917
2021-11-27,6.917
2021-11-28,6.917
2021-11-29,6.938
2021-11-30,7.101
2021-12-01,7.102
2021-12-02,7.017
2021-12-03,6.873
2021-12-04,6.873
2021-12-05,6.873
2021-12-06,6.753
2021-12-07,6.664
2021-12-08,6.635
2021-12-09,6.676
2021-12-10,6.679
2021-12-11,6.679
2021-12-12,6.679
2021-12-13,6.851
2021-12-14,6.735
2021-12-15,6.899
2021-12-16,6.739
2021-12-17,6.842
2021-12-18,6.842
2021-12-19,6.842
2021-12-20,6.91
2021-12-21,6.799
2021-12-22,6.822
2021-12-23,6.632
2021-12-24,6.632
2021-12-25,6.632
2021-12-26,6.632
2021-12-27,6.551
2021-12-28,6.476
2021-12-29,6.48
2021-12-30,6.514
2021-12-31,6.511
2022-01-01,6.511
2022-01-02,6.511
2022-01-03,6.196
2022-01-04,5.953
2022-01-05,5.996
2022-01-06,5.995
2022-01-07,5.939
2022-01-08,5.939
2022-01-09,5.939
2022-01-10,5.927
2022-01-11,5.836
2022-01-12,5.803
2022-01-13,5.719
2022-01-14,5.639
2022-01-15,5.639
2022-01-16,5.639
2022-01-17,5.639
2022-01-18,5.741
2022-01-19,5.747
2022-01-20,6.022
2022-01-21,6.157
2022-01-22,6.157
2022-01-23,6.157
2022-01-24,6.207
2022-01-25,6.219
2022-01-26,6.231
2022-01-27,6.048
2022-01-28,6.082
2022-01-29,6.082
2022-01-30,6.082
2022-01-31,6.044
2022-02-01,5.874
2022-02-02,5.827
2022-02-03,5.846
2022-02-04,5.834
2022-02-05,5.834
2022-02-06,5.834
2022-02-07,5.877
2022-02-08,5.771
2022-02-09,5.699
2022-02-10,5.727
2022-02-11,5.745
2022-02-12,5.745
2022-02-13,5.745
2022-02-14,5.774
2022-02-15,5.679
2022-02-16,5.606
2022-02-17,5.729
2022-02-18,5.792
2022-02-19,5.792
2022-02-20,5.792
2022-02-21,5.792
2022-02-22,5.809
2022-02-23,5.873
2022-02-24,6.122
2022-02-25,5.901
2022-02-26,5.901
2022-02-27,5.901
2022-02-28,5.932
2022-03-01,6.174
2022-03-02,5.897
2022-03-03,5.778
2022-03-04,5.871
2022-03-05,5.871
2022-03-06,5.871
2022-03-07,6.016
2022-03-08,5.94
2022-03-09,5.797
2022-03-10,5.717
2022-03-11,5.584
2022-03-12,5.584
2022-03-13,5.584
2022-03-14,5.56
2022-03-15,5.855
2022-03-16,5.727
2022-03-17,5.542
2022-03-18,5.639
2022-03-19,5.639
2022-03-20,5.639
2022-03-21,5.504
2022-03-22,5.523
2022-03-23,5.548
2022-03-24,5.395
2022-03-25,5.367
2022-03-26,5.367
2022-03-27,5.367
2022-03-28,5.482
2022-03-29,5.512
2022-03-30,5.504
2022-03-31,5.592
2022-04-01,5.564
2022-04-02,5.564
2022-04-03,5.564
2022-04-04,5.609
2022-04-05,5.64
2022-04-06,5.768
2022-04-07,5.739
2022-04-08,5.663
2022-04-09,5.663
2022-04-10,5.663
2022-04-11,5.671
2022-04-12,5.554
2022-04-13,5.429
2022-04-14,5.345
2022-04-15,5.345
2022-04-16,5.345
2022-04-17,5.345
2022-04-18,5.278
2022-04-19,5.198
2022-04-20,5.173
2022-04-21,5.173
2022-04-22,5.39
2022-04-23,5.39
2022-04-24,5.39
2022-04-25,5.465
2022-04-26,5.515
2022-04-27,5.46
2022-04-28,5.453
2022-04-29,5.457
2022-04-30,5.457
2022-05-01,5.457
2022-05-02,5.357
2022-05-03,5.216
2022-05-04,4.988
2022-05-05,5.191
2022-05-06,5.248
2022-05-07,5.248
2022-05-08,5.248
2022-05-09,5.427
2022-05-10,5.478
2022-05-11,5.386
2022-05-12,5.47
2022-05-13,5.421
2022-05-14,5.421
2022-05-15,5.421
2022-05-16,5.386
2022-05-17,5.193
2022-05-18,5.244
2022-05-19,5.306
2022-05-20,5.363
2022-05-21,5.363
2022-05-22,5.363
2022-05-23,5.421
2022-05-24,5.435
2022-05-25,5.307
2022-05-26,5.148
2022-05-27,4.931
2022-05-28,4.931
2022-05-29,4.931
2022-05-30,4.931
2022-05-31,5.053
2022-06-01,5.051
2022-06-02,5.009
2022-06-03,5.077
2022-06-04,5.077
2022-06-05,5.077
2022-06-06,4.965
2022-06-07,4.856
2022-06-08,4.958
2022-06-09,5.039
2022-06-10,5.317
2022-06-11,5.317
2022-06-12,5.317
2022-06-13,5.588
2022-06-14,5.594
2022-06-15,5.672
2022-06-16,5.978
2022-06-17,6.077
2022-06-18,6.077
2022-06-19,6.077
2022-06-20,6.077
2022-06-21,5.979
2022-06-22,6.23
2022-06-23,6.453
2022-06-24,6.118
2022-06-25,6.118
2022-06-26,6.118
2022-06-27,6.221
2022-06-28,6.207
2022-06-29,6.247
2022-06-30,6.275
2022-07-01,6.261
2022-07-02,6.261
2022-07-03,6.261
2022-07-04,6.261
2022-07-05,6.448
2022-07-06,6.379
2022-07-07,6.185
2022-07-08,6.274
2022-07-09,6.274
2022-07-10,6.274
2022-07-11,6.341
2022-07-12,6.392
2022-07-13,6.494
2022-07-14,6.57
2022-07-15,6.482
2022-07-16,6.482
2022-07-17,6.482
2022-07-18,6.356
2022-07-19,6.147
2022-07-20,6.171
2022-07-21,6.312
2022-07-22,6.328
2022-07-23,6.328
2022-07-24,6.328
2022-07-25,6.275
2022-07-26,6.3
2022-07-27,6.213
2022-07-28,6.202
2022-07-29,6.163
2022-07-30,6.163
2022-07-31,6.163
2022-08-01,6.36
2022-08-02,6.6
2022-08-03,6.586
2022-08-04,6.597
2022-08-05,6.589
2022-08-06,6.589
2022-08-07,6.589
2022-08-08,6.559
2022-08-09,6.464
2022-08-10,6.338
2022-08-11,6.171
2022-08-12,6.109
2022-08-13,6.109
2022-08-14,6.109
2022-08-15,6.23
2022-08-16,6.171
2022-08-17,6.281
2022-08-18,6.188
2022-08-19,6.314
2022-08-20,6.314
2022-08-21,6.314
2022-08-22,6.401
2022-08-23,6.248
2022-08-24,6.387
2022-08-25,6.213
2022-08-26,6.403
2022-08-27,6.403
2022-08-28,6.403
2022-08-29,6.452
2022-08-30,6.623
2022-08-31,6.673
2022-09-01,6.795
2022-09-02,6.886
2022-09-03,6.886
2022-09-04,6.886
2022-09-05,6.886
2022-09-06,6.904
2022-09-07,6.825
2022-09-08,6.742
2022-09-09,6.612
2022-09-10,6.612
2022-09-11,6.612
2022-09-12,6.52
2022-09-13,6.862
2022-09-14,7.041
2022-09-15,7.069
2022-09-16,7.21
2022-09-17,7.21
2022-09-18,7.21
2022-09-19,7.128
2022-09-20,7.19
2022-09-21,7.348
2022-09-22,7.406
2022-09-23,7.611
2022-09-24,7.611
2022-09-25,7.611
2022-09-26,7.704
2022-09-27,7.59
2022-09-28,7.367
2022-09-29,7.435
2022-09-30,7.389
2022-10-01,7.389
2022-10-02,7.389
2022-10-03,7.111
2022-10-04,6.861
2022-10-05,6.876
2022-10-06,6.942
2022-10-07,7.075
2022-10-08,7.075
2022-10-09,7.075
2022-10-10,7.085
2022-10-11,7.157
2022-10-12,7.18
2022-10-13,6.887
2022-10-14,7.081
2022-10-15,7.081
2022-10-16,7.081
2022-10-17,7.034
2022-10-18,6.868
2022-10-19,6.974
2022-10-20,6.97
2022-10-21,6.706
2022-10-22,6.706
2022-10-23,6.706
2022-10-24,6.777
2022-10-25,6.727
2022-10-26,6.701
2022-10-27,6.677
2022-10-28,7.092
2022-10-29,7.092
2022-10-30,7.092
2022-10-31,7.222
2022-11-01,7.036
2022-11-02,7.103
2022-11-03,7.139
2022-11-04,6.64
2022-11-05,6.64
2022-11-06,6.64
2022-11-07,6.643
2022-11-08,6.568
2022-11-09,6.935
2022-11-10,6.616
2022-11-11,6.237
2022-11-12,6.237
2022-11-13,6.237
2022-11-14,6.374
2022-11-15,6.463
2022-11-16,6.665
2022-11-17,6.739
2022-11-18,6.697
2022-11-19,6.697
2022-11-20,6.697
2022-11-21,6.62
2022-11-22,6.3
2022-11-23,6.257
2022-11-24,6.257
2022-11-25,6.265
2022-11-26,6.265
2022-11-27,6.265
2022-11-28,6.492
2022-11-29,6.409
2022-11-30,6.396
2022-12-01,6.388
2022-12-02,6.369
2022-12-03,6.369
2022-12-04,6.369
2022-12-05,6.478
2022-12-06,6.57
2022-12-07,6.621
2022-12-08,6.628
2022-12-09,6.638
2022-12-10,6.638
2022-12-11,6.638
2022-12-12,6.518
2022-12-13,6.428
2022-12-14,6.462
2022-12-15,6.702
2022-12-16,6.71
2022-12-17,6.71
2022-12-18,6.71
2022-12-19,6.734
2022-12-20,6.696
2022-12-21,6.57
2022-12-22,6.605
2022-12-23,6.474
2022-12-24,6.474
2022-12-25,6.474
2022-12-26,6.474
2022-12-27,6.426
2022-12-28,6.555
2022-12-29,6.492
2022-12-30,6.481
2022-12-31,6.481
2023-01-01,6.481
2023-01-02,6.481
2023-01-03,6.407
2023-01-04,6.239
2023-01-05,6.165
2023-01-06,5.948
2023-01-07,5.948
2023-01-08,5.948
2023-01-09,5.867
2023-01-10,5.848
2023-01-11,5.778
2023-01-12,5.724
2023-01-13,5.72
2023-01-14,5.72
2023-01-15,5.72
2023-01-16,5.72
2023-01-17,5.853
2023-01-18,5.903
2023-01-19,5.938
2023-01-20,5.808
2023-01-21,5.808
2023-01-22,5.808
2023-01-23,5.768
2023-01-24,5.781
2023-01-25,5.767
2023-01-26,5.652
2023-01-27,5.611
2023-01-28,5.611
2023-01-29,5.611
2023-01-30,5.676
2023-01-31,5.545
2023-02-01,5.517
2023-02-02,5.564
2023-02-03,5.436
2023-02-04,5.436
2023-02-05,5.436
2023-02-06,5.369
2023-02-07,5.292
2023-02-08,5.357
2023-02-09,5.371
2023-02-10,5.326
2023-02-11,5.326
2023-02-12,5.326
2023-02-13,5.245
2023-02-14,5.291
2023-02-15,5.292
2023-02-16,5.365
2023-02-17,5.444
2023-02-18,5.444
2023-02-19,5.444
2023-02-20,5.444
2023-02-21,5.581
2023-02-22,5.584
2023-02-23,5.598
2023-02-24,5.48
2023-02-25,5.48
2023-02-26,5.48
2023-02-27,5.53
2023-02-28,5.52
2023-03-01,5.435
2023-03-02,5.424
2023-03-03,5.382
2023-03-04,5.382
2023-03-05,5.382
2023-03-06,5.479
2023-03-07,5.619
2023-03-08,5.575
2023-03-09,5.738
2023-03-10,5.882
2023-03-11,5.882
2023-03-12,5.882
2023-03-13,6.065
2023-03-14,6.023
2023-03-15,6.255
2023-03-16,6.19
2023-03-17,6.217
2023-03-18,6.217
2023-03-19,6.217
2023-03-20,6.039
2023-03-21,5.947
2023-03-22,6.065
2023-03-23,6.137
2023-03-24,6.079
2023-03-25,6.079
2023-03-26,6.079
2023-03-27,6.012
2023-03-28,5.843
2023-03-29,5.747
2023-03-30,5.664
2023-03-31,5.599
2023-04-01,5.599
2023-04-02,5.599
2023-04-03,5.522
2023-04-04,5.627
2023-04-05,5.576
2023-04-06,5.572
2023-04-07,5.572
2023-04-08,5.572
2023-04-09,5.572
2023-04-10,5.535
2023-04-11,5.507
2023-04-12,5.408
2023-04-13,5.473
2023-04-14,5.428
2023-04-15,5.428
2023-04-16,5.428
2023-04-17,5.404
2023-04-18,5.411
2023-04-19,5.454
2023-04-20,5.531
2023-04-21,5.603
2023-04-22,5.603
2023-04-23,5.603
2023-04-24,5.525
2023-04-25,5.777
2023-04-26,5.82
2023-04-27,5.774
2023-04-28,5.552
2023-04-29,5.552
2023-04-30,5.552
2023-05-01,5.599
2023-05-02,5.695
2023-05-03,5.851
2023-05-04,5.803
2023-05-05,5.666
2023-05-06,5.666
2023-05-07,5.666
2023-05-08,5.708
2023-05-09,5.738
2023-05-10,5.784
2023-05-11,5.899
2023-05-12,5.867
2023-05-13,5.867
2023-05-14,5.867
2023-05-15,5.812
2023-05-16,5.937
2023-05-17,5.874
2023-05-18,5.816
2023-05-19,5.762
2023-05-20,5.762
2023-05-21,5.762
2023-05-22,5.789
2023-05-23,5.786
2023-05-24,5.862
2023-05-25,5.914
2023-05-26,5.929
2023-05-27,5.929
2023-05-28,5.929
2023-05-29,5.929
2023-05-30,5.969
2023-05-31,6.038
2023-06-01,5.96
2023-06-02,5.744
2023-06-03,5.744
2023-06-04,5.744
2023-06-05,5.757
2023-06-06,5.804
2023-06-07,5.6
2023-06-08,5.71
2023-06-09,5.802
2023-06-10,5.802
2023-06-11,5.802
2023-06-12,5.8
2023-06-13,5.677
2023-06-14,5.703
2023-06-15,5.614
2023-06-16,5.585
2023-06-17,5.585
2023-06-18,5.585
2023-06-19,5.585
2023-06-20,5.759
2023-06-21,5.76
2023-06-22,5.836
