,EQT US Equity
2023-06-23,1.56
2023-06-24,1.56
2023-06-25,1.56
2023-06-26,1.52
2023-06-27,1.515
2023-06-28,1.538
2023-06-29,1.489
2023-06-30,1.486
2023-07-01,1.486
2023-07-02,1.486
2023-07-03,1.502
2023-07-04,1.502
2023-07-05,1.513
2023-07-06,1.556
2023-07-07,1.539
2023-07-08,1.539
2023-07-09,1.539
2023-07-10,1.517
2023-07-11,1.507
2023-07-12,1.536
2023-07-13,1.551
2023-07-14,1.6
2023-07-15,1.6
2023-07-16,1.6
2023-07-17,1.589
2023-07-18,1.542
2023-07-19,1.533
2023-07-20,1.497
2023-07-21,1.532
2023-07-22,1.532
2023-07-23,1.532
2023-07-24,1.54
2023-07-25,1.542
2023-07-26,1.472
2023-07-27,1.483
2023-07-28,1.453
2023-07-29,1.453
2023-07-30,1.453
2023-07-31,1.456
2023-08-01,1.474
2023-08-02,1.503
2023-08-03,1.472
2023-08-04,1.469
2023-08-05,1.469
2023-08-06,1.469
2023-08-07,1.457
2023-08-08,1.426
2023-08-09,1.389
2023-08-10,1.43
2023-08-11,1.422
2023-08-12,1.422
2023-08-13,1.422
2023-08-14,1.434
2023-08-15,1.458
2023-08-16,1.465
2023-08-17,1.433
2023-08-18,1.399
2023-08-19,1.399
2023-08-20,1.399
2023-08-21,1.364
2023-08-22,1.401
2023-08-23,1.456
2023-08-24,1.458
2023-08-25,1.446
2023-08-26,1.446
2023-08-27,1.446
2023-08-28,1.436
2023-08-29,1.423
2023-08-30,1.414
2023-08-31,1.407
2023-09-01,1.375
2023-09-02,1.375
2023-09-03,1.375
2023-09-04,1.375
2023-09-05,1.407
2023-09-06,1.436
2023-09-07,1.456
2023-09-08,1.431
2023-09-09,1.431
2023-09-10,1.431
2023-09-11,1.44
2023-09-12,1.389
2023-09-13,1.413
2023-09-14,1.425
2023-09-15,1.462
2023-09-16,1.462
2023-09-17,1.462
2023-09-18,1.474
2023-09-19,1.481
2023-09-20,1.518
2023-09-21,1.567
2023-09-22,1.579
2023-09-23,1.579
2023-09-24,1.579
2023-09-25,1.56
2023-09-26,1.558
2023-09-27,1.532
2023-09-28,1.501
2023-09-29,1.496
2023-09-30,1.496
2023-10-01,1.496
2023-10-02,1.553
2023-10-03,1.532
2023-10-04,1.531
2023-10-05,1.477
2023-10-06,1.419
2023-10-07,1.419
2023-10-08,1.419
2023-10-09,1.369
2023-10-10,1.377
2023-10-11,1.394
2023-10-12,1.405
2023-10-13,1.411
2023-10-14,1.411
2023-10-15,1.411
2023-10-16,1.407
2023-10-17,1.385
2023-10-18,1.422
2023-10-19,1.451
2023-10-20,1.476
2023-10-21,1.476
2023-10-22,1.476
2023-10-23,1.484
2023-10-24,1.475
2023-10-25,1.495
2023-10-26,1.472
2023-10-27,1.497
2023-10-28,1.497
2023-10-29,1.497
2023-10-30,1.525
2023-10-31,1.482
2023-11-01,1.475
2023-11-02,1.421
2023-11-03,1.418
2023-11-04,1.418
2023-11-05,1.418
2023-11-06,1.492
2023-11-07,1.55
2023-11-08,1.584
2023-11-09,1.603
2023-11-10,1.615
2023-11-11,1.615
2023-11-12,1.615
2023-11-13,1.588
2023-11-14,1.584
2023-11-15,1.529
2023-11-16,1.578
2023-11-17,1.565
2023-11-18,1.565
2023-11-19,1.565
2023-11-20,1.576
2023-11-21,1.579
2023-11-22,1.567
2023-11-23,1.567
2023-11-24,1.547
2023-11-25,1.547
2023-11-26,1.547
2023-11-27,1.571
2023-11-28,1.568
2023-11-29,1.574
2023-11-30,1.581
2023-12-01,1.57
2023-12-02,1.57
2023-12-03,1.57
2023-12-04,1.621
2023-12-05,1.647
2023-12-06,1.714
2023-12-07,1.708
2023-12-08,1.702
2023-12-09,1.702
2023-12-10,1.702
2023-12-11,1.713
2023-12-12,1.755
2023-12-13,1.696
2023-12-14,1.628
2023-12-15,1.644
2023-12-16,1.644
2023-12-17,1.644
2023-12-18,1.624
2023-12-19,1.627
2023-12-20,1.663
2023-12-21,1.619
2023-12-22,1.621
2023-12-23,1.621
2023-12-24,1.621
2023-12-25,1.621
2023-12-26,1.612
2023-12-27,1.613
2023-12-28,1.619
2023-12-29,1.634
2023-12-30,1.634
2023-12-31,1.634
2024-01-01,1.634
2024-01-02,1.624
2024-01-03,1.632
2024-01-04,1.654
2024-01-05,1.632
2024-01-06,1.632
2024-01-07,1.632
2024-01-08,1.654
2024-01-09,1.66
2024-01-10,1.676
2024-01-11,1.705
2024-01-12,1.671
2024-01-13,1.671
2024-01-14,1.671
2024-01-15,1.671
2024-01-16,1.741
2024-01-17,1.757
2024-01-18,1.795
2024-01-19,1.789
2024-01-20,1.789
2024-01-21,1.789
2024-01-22,1.786
2024-01-23,1.792
2024-01-24,1.772
2024-01-25,1.752
2024-01-26,1.761
2024-01-27,1.761
2024-01-28,1.761
2024-01-29,1.764
2024-01-30,1.748
2024-01-31,1.785
2024-02-01,1.785
2024-02-02,1.786
2024-02-03,1.786
2024-02-04,1.786
2024-02-05,1.831
2024-02-06,1.828
2024-02-07,1.828
2024-02-08,1.801
2024-02-09,1.823
2024-02-10,1.823
2024-02-11,1.823
2024-02-12,1.792
2024-02-13,1.835
2024-02-14,1.899
2024-02-15,1.818
2024-02-16,1.804
2024-02-17,1.804
2024-02-18,1.804
2024-02-19,1.804
2024-02-20,1.856
2024-02-21,1.678
2024-02-22,1.677
2024-02-23,1.694
2024-02-24,1.694
2024-02-25,1.694
2024-02-26,1.707
2024-02-27,1.717
2024-02-28,1.714
2024-02-29,1.688
2024-03-01,1.694
2024-03-02,1.694
2024-03-03,1.694
2024-03-04,1.67
2024-03-05,1.65
2024-03-06,1.668
2024-03-07,1.683
2024-03-08,1.671
2024-03-09,1.671
2024-03-10,1.671
2024-03-11,1.812
2024-03-12,1.816
2024-03-13,1.844
2024-03-14,1.856
2024-03-15,1.873
2024-03-16,1.873
2024-03-17,1.873
2024-03-18,1.874
2024-03-19,1.865
2024-03-20,1.851
2024-03-21,1.822
2024-03-22,1.822
2024-03-23,1.822
2024-03-24,1.822
2024-03-25,1.798
2024-03-26,1.791
2024-03-27,1.736
2024-03-28,1.691
2024-03-29,1.691
2024-03-30,1.691
2024-03-31,1.691
2024-04-01,1.714
2024-04-02,1.725
2024-04-03,1.71
2024-04-04,1.73
2024-04-05,1.743
2024-04-06,1.743
2024-04-07,1.743
2024-04-08,1.726
