,D US Equity
2020-08-16,4.422
2020-08-17,4.432
2020-08-18,4.46
2020-08-19,4.474
2020-08-20,4.488
2020-08-21,4.434
2020-08-22,4.434
2020-08-23,4.434
2020-08-24,4.408
2020-08-25,4.442
2020-08-26,4.466
2020-08-27,4.471
2020-08-28,4.469
2020-08-29,4.469
2020-08-30,4.469
2020-08-31,4.445
2020-09-01,4.481
2020-09-02,4.381
2020-09-03,4.362
2020-09-04,4.403
2020-09-05,4.403
2020-09-06,4.403
2020-09-07,4.403
2020-09-08,4.417
2020-09-09,4.337
2020-09-10,4.387
2020-09-11,4.337
2020-09-12,4.337
2020-09-13,4.337
2020-09-14,4.278
2020-09-15,4.269
2020-09-16,4.233
2020-09-17,4.327
2020-09-18,4.43
2020-09-19,4.43
2020-09-20,4.43
2020-09-21,4.43
2020-09-22,4.457
2020-09-23,4.529
2020-09-24,4.526
2020-09-25,4.483
2020-09-26,4.483
2020-09-27,4.483
2020-09-28,4.472
2020-09-29,4.435
2020-09-30,4.376
2020-10-01,4.395
2020-10-02,4.328
2020-10-03,4.328
2020-10-04,4.328
2020-10-05,4.313
2020-10-06,4.258
2020-10-07,4.263
2020-10-08,4.209
2020-10-09,4.223
2020-10-10,4.223
2020-10-11,4.223
2020-10-12,4.191
2020-10-13,4.234
2020-10-14,4.261
2020-10-15,4.274
2020-10-16,4.233
2020-10-17,4.233
2020-10-18,4.233
2020-10-19,4.259
2020-10-20,4.25
2020-10-21,4.295
2020-10-22,4.245
2020-10-23,4.247
2020-10-24,4.247
2020-10-25,4.247
2020-10-26,4.217
2020-10-27,4.178
2020-10-28,4.318
2020-10-29,4.257
2020-10-30,4.289
2020-10-31,4.289
2020-11-01,4.289
2020-11-02,4.22
2020-11-03,4.156
2020-11-04,4.167
2020-11-05,4.145
2020-11-06,4.117
2020-11-07,4.117
2020-11-08,4.117
2020-11-09,4.101
2020-11-10,4.018
2020-11-11,4.022
2020-11-12,4.074
2020-11-13,4.057
2020-11-14,4.057
2020-11-15,4.057
2020-11-16,4.004
2020-11-17,4.094
2020-11-18,4.243
2020-11-19,4.32
2020-11-20,4.381
2020-11-21,4.381
2020-11-22,4.381
2020-11-23,4.359
2020-11-24,4.341
2020-11-25,4.339
2020-11-26,4.339
2020-11-27,4.36
2020-11-28,4.36
2020-11-29,4.36
2020-11-30,4.39
2020-12-01,4.299
2020-12-02,4.292
2020-12-03,4.361
2020-12-04,4.506
2020-12-05,4.506
2020-12-06,4.506
2020-12-07,4.49
2020-12-08,4.574
2020-12-09,4.601
2020-12-10,4.6
2020-12-11,4.564
2020-12-12,4.564
2020-12-13,4.564
2020-12-14,4.602
2020-12-15,4.54
2020-12-16,4.568
2020-12-17,4.522
2020-12-18,4.556
2020-12-19,4.556
2020-12-20,4.556
2020-12-21,4.608
2020-12-22,4.672
2020-12-23,4.638
2020-12-24,4.626
2020-12-25,4.626
2020-12-26,4.626
2020-12-27,4.626
2020-12-28,4.659
2020-12-29,4.648
2020-12-30,4.636
2020-12-31,4.566
2021-01-01,4.566
2021-01-02,4.566
2021-01-03,4.566
2021-01-04,4.647
2021-01-05,4.704
2021-01-06,4.605
2021-01-07,4.706
2021-01-08,4.691
2021-01-09,4.691
2021-01-10,4.691
2021-01-11,4.725
2021-01-12,4.8
2021-01-13,4.753
2021-01-14,4.835
2021-01-15,4.764
2021-01-16,4.764
2021-01-17,4.764
2021-01-18,4.764
2021-01-19,4.839
2021-01-20,4.824
2021-01-21,4.814
2021-01-22,4.782
2021-01-23,4.782
2021-01-24,4.782
2021-01-25,4.699
2021-01-26,4.694
2021-01-27,4.73
2021-01-28,4.757
2021-01-29,4.742
2021-01-30,4.742
2021-01-31,4.742
2021-02-01,4.756
2021-02-02,4.75
2021-02-03,4.763
2021-02-04,4.755
2021-02-05,4.688
2021-02-06,4.688
2021-02-07,4.688
2021-02-08,4.682
2021-02-09,4.728
2021-02-10,4.729
2021-02-11,4.731
2021-02-12,4.813
2021-02-13,4.813
2021-02-14,4.813
2021-02-15,4.813
2021-02-16,4.858
2021-02-17,4.773
2021-02-18,4.765
2021-02-19,4.87
2021-02-20,4.87
2021-02-21,4.87
2021-02-22,4.868
2021-02-23,4.809
2021-02-24,4.868
2021-02-25,4.905
2021-02-26,5.071
2021-02-27,5.071
2021-02-28,5.071
2021-03-01,4.954
2021-03-02,4.964
2021-03-03,4.984
2021-03-04,5.054
2021-03-05,4.919
2021-03-06,4.919
2021-03-07,4.919
2021-03-08,4.773
2021-03-09,4.712
2021-03-10,4.694
2021-03-11,4.745
2021-03-12,4.673
2021-03-13,4.673
2021-03-14,4.673
2021-03-15,4.611
2021-03-16,4.626
2021-03-17,4.697
2021-03-18,4.676
2021-03-19,4.685
2021-03-20,4.685
2021-03-21,4.685
2021-03-22,4.676
2021-03-23,4.633
2021-03-24,4.634
2021-03-25,4.569
2021-03-26,4.535
2021-03-27,4.535
2021-03-28,4.535
2021-03-29,4.481
2021-03-30,4.55
2021-03-31,4.524
2021-04-01,4.531
2021-04-02,4.531
2021-04-03,4.531
2021-04-04,4.531
2021-04-05,4.49
2021-04-06,4.492
2021-04-07,4.501
2021-04-08,4.502
2021-04-09,4.497
2021-04-10,4.497
2021-04-11,4.497
2021-04-12,4.499
2021-04-13,4.429
2021-04-14,4.432
2021-04-15,4.381
2021-04-16,4.349
2021-04-17,4.349
2021-04-18,4.349
2021-04-19,4.357
2021-04-20,4.3
2021-04-21,4.295
2021-04-22,4.337
2021-04-23,4.339
2021-04-24,4.339
2021-04-25,4.339
2021-04-26,4.378
2021-04-27,4.4
2021-04-28,4.437
2021-04-29,4.359
2021-04-30,4.311
2021-05-01,4.311
2021-05-02,4.311
2021-05-03,4.286
2021-05-04,4.338
2021-05-05,4.419
2021-05-06,4.389
2021-05-07,4.391
2021-05-08,4.391
2021-05-09,4.391
2021-05-10,4.335
2021-05-11,4.381
2021-05-12,4.465
2021-05-13,4.395
2021-05-14,4.412
2021-05-15,4.412
2021-05-16,4.412
2021-05-17,4.435
2021-05-18,4.464
2021-05-19,4.475
2021-05-20,4.46
2021-05-21,4.403
2021-05-22,4.403
2021-05-23,4.403
2021-05-24,4.468
2021-05-25,4.532
2021-05-26,4.535
2021-05-27,4.563
2021-05-28,4.524
2021-05-29,4.524
2021-05-30,4.524
2021-05-31,4.524
2021-06-01,4.559
2021-06-02,4.509
2021-06-03,4.453
2021-06-04,4.465
2021-06-05,4.465
2021-06-06,4.465
2021-06-07,4.471
2021-06-08,4.506
2021-06-09,4.466
2021-06-10,4.411
2021-06-11,4.418
2021-06-12,4.418
2021-06-13,4.418
2021-06-14,4.365
2021-06-15,4.373
2021-06-16,4.466
2021-06-17,4.449
2021-06-18,4.566
2021-06-19,4.566
2021-06-20,4.566
2021-06-21,4.491
2021-06-22,4.505
2021-06-23,4.572
2021-06-24,4.579
2021-06-25,4.548
2021-06-26,4.548
2021-06-27,4.548
2021-06-28,4.54
2021-06-29,4.647
2021-06-30,4.644
2021-07-01,4.61
2021-07-02,4.593
2021-07-03,4.593
2021-07-04,4.593
2021-07-05,4.593
2021-07-06,4.521
2021-07-07,4.506
2021-07-08,4.488
2021-07-09,4.511
2021-07-10,4.511
2021-07-11,4.511
2021-07-12,4.511
2021-07-13,4.575
2021-07-14,4.53
2021-07-15,4.476
2021-07-16,4.417
2021-07-17,4.417
2021-07-18,4.417
2021-07-19,4.493
2021-07-20,4.504
2021-07-21,4.562
2021-07-22,4.582
2021-07-23,4.525
2021-07-24,4.525
2021-07-25,4.525
2021-07-26,4.539
2021-07-27,4.436
2021-07-28,4.5
2021-07-29,4.514
2021-07-30,4.552
2021-07-31,4.552
2021-08-01,4.552
2021-08-02,4.523
2021-08-03,4.514
2021-08-04,4.516
2021-08-05,4.48
2021-08-06,4.477
2021-08-07,4.477
2021-08-08,4.477
2021-08-09,4.477
2021-08-10,4.452
2021-08-11,4.423
2021-08-12,4.399
2021-08-13,4.379
2021-08-14,4.379
2021-08-15,4.379
2021-08-16,4.337
2021-08-17,4.328
2021-08-18,4.364
2021-08-19,4.304
2021-08-20,4.251
2021-08-21,4.251
2021-08-22,4.251
2021-08-23,4.308
2021-08-24,4.332
2021-08-25,4.331
2021-08-26,4.337
2021-08-27,4.352
2021-08-28,4.352
2021-08-29,4.352
2021-08-30,4.341
2021-08-31,4.367
2021-09-01,4.304
2021-09-02,4.275
2021-09-03,4.302
2021-09-04,4.302
2021-09-05,4.302
2021-09-06,4.302
2021-09-07,4.407
2021-09-08,4.332
2021-09-09,4.298
2021-09-10,4.363
2021-09-11,4.363
2021-09-12,4.363
2021-09-13,4.406
2021-09-14,4.428
2021-09-15,4.464
2021-09-16,4.501
2021-09-17,4.55
2021-09-18,4.55
2021-09-19,4.55
2021-09-20,4.52
2021-09-21,4.526
2021-09-22,4.506
2021-09-23,4.541
2021-09-24,4.522
2021-09-25,4.522
2021-09-26,4.522
2021-09-27,4.569
2021-09-28,4.611
2021-09-29,4.536
2021-09-30,4.618
2021-10-01,4.665
2021-10-02,4.665
2021-10-03,4.665
2021-10-04,4.597
2021-10-05,4.633
2021-10-06,4.547
2021-10-07,4.566
2021-10-08,4.639
2021-10-09,4.639
2021-10-10,4.639
2021-10-11,4.676
2021-10-12,4.65
2021-10-13,4.596
2021-10-14,4.579
2021-10-15,4.613
2021-10-16,4.613
2021-10-17,4.613
2021-10-18,4.686
2021-10-19,4.483
2021-10-20,4.403
2021-10-21,4.36
2021-10-22,4.363
2021-10-23,4.363
2021-10-24,4.363
2021-10-25,4.408
2021-10-26,4.403
2021-10-27,4.438
2021-10-28,4.417
2021-10-29,4.441
2021-10-30,4.441
2021-10-31,4.441
2021-11-01,4.476
2021-11-02,4.472
2021-11-03,4.472
2021-11-04,4.475
2021-11-05,4.411
2021-11-06,4.411
2021-11-07,4.411
2021-11-08,4.526
2021-11-09,4.526
2021-11-10,4.46
2021-11-11,4.497
2021-11-12,4.516
2021-11-13,4.516
2021-11-14,4.516
2021-11-15,4.449
2021-11-16,4.476
2021-11-17,4.48
2021-11-18,4.489
2021-11-19,4.55
2021-11-20,4.55
2021-11-21,4.55
2021-11-22,4.559
2021-11-23,4.512
2021-11-24,4.507
2021-11-25,4.507
2021-11-26,4.582
2021-11-27,4.582
2021-11-28,4.582
2021-11-29,4.536
2021-11-30,4.741
2021-12-01,4.764
2021-12-02,4.657
2021-12-03,4.576
2021-12-04,4.576
2021-12-05,4.576
2021-12-06,4.499
2021-12-07,4.429
2021-12-08,4.449
2021-12-09,4.387
2021-12-10,4.4
2021-12-11,4.4
2021-12-12,4.4
2021-12-13,4.355
2021-12-14,4.36
2021-12-15,4.271
2021-12-16,4.251
2021-12-17,4.359
2021-12-18,4.359
2021-12-19,4.359
2021-12-20,4.284
2021-12-21,4.33
2021-12-22,4.329
2021-12-23,4.319
2021-12-24,4.319
2021-12-25,4.319
2021-12-26,4.319
2021-12-27,4.314
2021-12-28,4.287
2021-12-29,4.259
2021-12-30,4.256
2021-12-31,4.252
2022-01-01,4.252
2022-01-02,4.252
2022-01-03,4.263
2022-01-04,4.277
2022-01-05,4.217
2022-01-06,4.225
2022-01-07,4.161
2022-01-08,4.161
2022-01-09,4.161
2022-01-10,4.18
2022-01-11,4.217
2022-01-12,4.179
2022-01-13,4.156
2022-01-14,4.187
2022-01-15,4.187
2022-01-16,4.187
2022-01-17,4.187
2022-01-18,4.224
2022-01-19,4.188
2022-01-20,4.185
2022-01-21,4.174
2022-01-22,4.174
2022-01-23,4.174
2022-01-24,4.219
2022-01-25,4.249
2022-01-26,4.278
2022-01-27,4.237
2022-01-28,4.17
2022-01-29,4.17
2022-01-30,4.17
2022-01-31,4.108
2022-02-01,4.14
2022-02-02,4.075
2022-02-03,4.09
2022-02-04,4.132
2022-02-05,4.132
2022-02-06,4.132
2022-02-07,4.133
2022-02-08,4.125
2022-02-09,4.125
2022-02-10,4.234
2022-02-11,4.211
2022-02-12,4.211
2022-02-13,4.211
2022-02-14,4.229
2022-02-15,4.26
2022-02-16,4.233
2022-02-17,4.208
2022-02-18,4.207
2022-02-19,4.207
2022-02-20,4.207
2022-02-21,4.207
2022-02-22,4.196
2022-02-23,4.289
2022-02-24,4.316
2022-02-25,4.179
2022-02-26,4.179
2022-02-27,4.179
2022-02-28,4.187
2022-03-01,4.2
2022-03-02,4.154
2022-03-03,4.091
2022-03-04,3.993
2022-03-05,3.993
2022-03-06,3.993
2022-03-07,3.962
2022-03-08,4.049
2022-03-09,4.077
2022-03-10,4.017
2022-03-11,4.014
2022-03-12,4.014
2022-03-13,4.014
2022-03-14,4.088
2022-03-15,4.103
2022-03-16,4.116
2022-03-17,4.02
2022-03-18,4.09
2022-03-19,4.09
2022-03-20,4.09
2022-03-21,4.062
2022-03-22,4.071
2022-03-23,4.047
2022-03-24,4.014
2022-03-25,3.934
2022-03-26,3.934
2022-03-27,3.934
2022-03-28,3.921
2022-03-29,3.891
2022-03-30,3.867
2022-03-31,3.888
2022-04-01,3.827
2022-04-02,3.827
2022-04-03,3.827
2022-04-04,3.87
2022-04-05,3.837
2022-04-06,3.761
2022-04-07,3.768
2022-04-08,3.738
2022-04-09,3.738
2022-04-10,3.738
2022-04-11,3.774
2022-04-12,3.78
2022-04-13,3.789
2022-04-14,3.78
2022-04-15,3.78
2022-04-16,3.78
2022-04-17,3.78
2022-04-18,3.804
2022-04-19,3.798
2022-04-20,3.797
2022-04-21,3.817
2022-04-22,3.891
2022-04-23,3.891
2022-04-24,3.891
2022-04-25,3.907
2022-04-26,3.952
2022-04-27,3.961
2022-04-28,3.937
2022-04-29,4.045
2022-04-30,4.045
2022-05-01,4.045
2022-05-02,4.074
2022-05-03,4.065
2022-05-04,4.002
2022-05-05,3.977
2022-05-06,3.93
2022-05-07,3.93
2022-05-08,3.93
2022-05-09,3.942
2022-05-10,4.029
2022-05-11,3.978
2022-05-12,3.97
2022-05-13,3.937
2022-05-14,3.937
2022-05-15,3.937
2022-05-16,3.933
2022-05-17,3.907
2022-05-18,3.982
2022-05-19,4.004
2022-05-20,3.988
2022-05-21,3.988
2022-05-22,3.988
2022-05-23,3.962
2022-05-24,3.876
2022-05-25,3.888
2022-05-26,3.891
2022-05-27,3.865
2022-05-28,3.865
2022-05-29,3.865
2022-05-30,3.865
2022-05-31,3.908
2022-06-01,3.932
2022-06-02,3.911
2022-06-03,3.948
2022-06-04,3.948
2022-06-05,3.948
2022-06-06,3.947
2022-06-07,3.929
2022-06-08,4.019
2022-06-09,4.113
2022-06-10,4.114
2022-06-11,4.114
2022-06-12,4.114
2022-06-13,4.275
2022-06-14,4.374
2022-06-15,4.358
2022-06-16,4.387
2022-06-17,4.445
2022-06-18,4.445
2022-06-19,4.445
2022-06-20,4.445
2022-06-21,4.375
2022-06-22,4.326
2022-06-23,4.229
2022-06-24,4.176
2022-06-25,4.176
2022-06-26,4.176
2022-06-27,4.15
2022-06-28,4.155
2022-06-29,4.129
2022-06-30,4.088
2022-07-01,4.016
2022-07-02,4.016
2022-07-03,4.016
2022-07-04,4.016
2022-07-05,4.108
2022-07-06,4.077
2022-07-07,4.088
2022-07-08,4.112
2022-07-09,4.112
2022-07-10,4.112
2022-07-11,4.091
2022-07-12,4.119
2022-07-13,4.15
2022-07-14,4.144
2022-07-15,4.121
2022-07-16,4.121
2022-07-17,4.121
2022-07-18,4.185
2022-07-19,4.198
2022-07-20,4.309
2022-07-21,4.298
2022-07-22,4.221
2022-07-23,4.221
2022-07-24,4.221
2022-07-25,4.154
2022-07-26,4.12
2022-07-27,4.123
2022-07-28,4.015
2022-07-29,3.983
2022-07-30,3.983
2022-07-31,3.983
2022-08-01,3.956
2022-08-02,3.974
2022-08-03,3.924
2022-08-04,3.939
2022-08-05,3.954
2022-08-06,3.954
2022-08-07,3.954
2022-08-08,4.012
2022-08-09,3.963
2022-08-10,3.975
2022-08-11,3.994
2022-08-12,3.942
2022-08-13,3.942
2022-08-14,3.942
2022-08-15,3.857
2022-08-16,3.821
2022-08-17,3.813
2022-08-18,3.812
2022-08-19,3.813
2022-08-20,3.813
2022-08-21,3.813
2022-08-22,3.861
2022-08-23,3.89
2022-08-24,3.873
2022-08-25,3.873
2022-08-26,3.93
2022-08-27,3.93
2022-08-28,3.93
2022-08-29,3.905
2022-08-30,3.965
2022-08-31,3.992
2022-09-01,3.932
2022-09-02,3.958
2022-09-03,3.958
2022-09-04,3.958
2022-09-05,3.958
2022-09-06,3.974
2022-09-07,3.861
2022-09-08,3.89
2022-09-09,3.872
2022-09-10,3.872
2022-09-11,3.872
2022-09-12,3.824
2022-09-13,3.915
2022-09-14,3.906
2022-09-15,3.979
2022-09-16,3.984
2022-09-17,3.984
2022-09-18,3.984
2022-09-19,3.967
2022-09-20,4.024
2022-09-21,4.08
2022-09-22,4.105
2022-09-23,4.142
2022-09-24,4.142
2022-09-25,4.142
2022-09-26,4.246
2022-09-27,4.35
2022-09-28,4.301
2022-09-29,4.531
2022-09-30,4.659
2022-10-01,4.659
2022-10-02,4.659
2022-10-03,4.531
2022-10-04,4.505
2022-10-05,4.668
2022-10-06,4.887
2022-10-07,5.006
2022-10-08,5.006
2022-10-09,5.006
2022-10-10,4.997
2022-10-11,4.972
2022-10-12,5.144
2022-10-13,4.956
2022-10-14,5.012
2022-10-15,5.012
2022-10-16,5.012
2022-10-17,4.959
2022-10-18,4.865
2022-10-19,4.943
2022-10-20,5.041
2022-10-21,4.955
2022-10-22,4.955
2022-10-23,4.955
2022-10-24,4.919
2022-10-25,4.852
2022-10-26,4.838
2022-10-27,4.82
2022-10-28,4.678
2022-10-29,4.678
2022-10-30,4.678
2022-10-31,4.641
2022-11-01,4.657
2022-11-02,4.703
2022-11-03,4.69
2022-11-04,4.832
2022-11-05,4.832
2022-11-06,4.832
2022-11-07,5.154
2022-11-08,5.18
2022-11-09,5.369
2022-11-10,5.201
2022-11-11,5.263
2022-11-12,5.263
2022-11-13,5.263
2022-11-14,5.599
2022-11-15,5.511
2022-11-16,5.444
2022-11-17,5.559
2022-11-18,5.485
2022-11-19,5.485
2022-11-20,5.485
2022-11-21,5.405
2022-11-22,5.341
2022-11-23,5.273
2022-11-24,5.273
2022-11-25,5.23
2022-11-26,5.23
2022-11-27,5.23
2022-11-28,5.305
2022-11-29,5.38
2022-11-30,5.262
2022-12-01,5.269
2022-12-02,5.26
2022-12-03,5.26
2022-12-04,5.26
2022-12-05,5.366
2022-12-06,5.449
2022-12-07,5.458
2022-12-08,5.431
2022-12-09,5.432
2022-12-10,5.432
2022-12-11,5.432
2022-12-12,5.278
2022-12-13,5.28
2022-12-14,5.343
2022-12-15,5.382
2022-12-16,5.395
2022-12-17,5.395
2022-12-18,5.395
2022-12-19,5.337
2022-12-20,5.308
2022-12-21,5.266
2022-12-22,5.228
2022-12-23,5.202
2022-12-24,5.202
2022-12-25,5.202
2022-12-26,5.202
2022-12-27,5.119
2022-12-28,5.145
2022-12-29,5.13
2022-12-30,5.157
2022-12-31,5.157
2023-01-01,5.157
2023-01-02,5.157
2023-01-03,5.022
2023-01-04,5.003
2023-01-05,5.145
2023-01-06,5.111
2023-01-07,5.111
2023-01-08,5.111
2023-01-09,5.135
2023-01-10,5.077
2023-01-11,5.032
2023-01-12,4.989
2023-01-13,4.989
2023-01-14,4.989
2023-01-15,4.989
2023-01-16,4.989
2023-01-17,5.031
2023-01-18,5.089
2023-01-19,5.072
2023-01-20,4.993
2023-01-21,4.993
2023-01-22,4.993
2023-01-23,4.961
2023-01-24,4.991
2023-01-25,5.004
2023-01-26,4.983
2023-01-27,4.994
2023-01-28,4.994
2023-01-29,4.994
2023-01-30,4.975
2023-01-31,4.9
2023-02-01,4.942
2023-02-02,5.007
2023-02-03,5.153
2023-02-04,5.153
2023-02-05,5.153
2023-02-06,5.029
2023-02-07,5.04
2023-02-08,5.091
2023-02-09,5.254
2023-02-10,5.071
2023-02-11,5.071
2023-02-12,5.071
2023-02-13,5.114
2023-02-14,5.165
2023-02-15,5.148
2023-02-16,5.156
2023-02-17,5.103
2023-02-18,5.103
2023-02-19,5.103
2023-02-20,5.103
2023-02-21,5.156
2023-02-22,5.191
2023-02-23,5.229
2023-02-24,5.255
2023-02-25,5.255
2023-02-26,5.255
2023-02-27,5.32
2023-02-28,5.388
2023-03-01,5.474
2023-03-02,5.383
2023-03-03,5.291
2023-03-04,5.291
2023-03-05,5.291
2023-03-06,5.289
2023-03-07,5.369
2023-03-08,5.34
2023-03-09,5.408
2023-03-10,5.418
2023-03-11,5.418
2023-03-12,5.418
2023-03-13,5.319
2023-03-14,5.269
2023-03-15,5.156
2023-03-16,5.15
2023-03-17,5.194
2023-03-18,5.194
2023-03-19,5.194
2023-03-20,5.174
2023-03-21,5.32
2023-03-22,5.408
2023-03-23,5.511
2023-03-24,5.356
2023-03-25,5.356
2023-03-26,5.356
2023-03-27,5.326
2023-03-28,5.268
2023-03-29,5.187
2023-03-30,5.177
2023-03-31,5.156
2023-04-01,5.156
2023-04-02,5.156
2023-04-03,5.188
2023-04-04,5.12
2023-04-05,5.022
2023-04-06,4.965
2023-04-07,4.965
2023-04-08,4.965
2023-04-09,4.965
2023-04-10,4.974
2023-04-11,4.964
2023-04-12,4.98
2023-04-13,4.94
2023-04-14,4.977
2023-04-15,4.977
2023-04-16,4.977
2023-04-17,4.958
2023-04-18,5.131
2023-04-19,5.108
2023-04-20,5.071
2023-04-21,5.027
2023-04-22,5.027
2023-04-23,5.027
2023-04-24,5.076
2023-04-25,5.095
2023-04-26,5.203
2023-04-27,5.091
2023-04-28,5.11
2023-04-29,5.11
2023-04-30,5.11
2023-05-01,5.112
2023-05-02,5.258
2023-05-03,5.237
2023-05-04,5.162
2023-05-05,5.182
2023-05-06,5.182
2023-05-07,5.182
2023-05-08,5.181
2023-05-09,5.181
2023-05-10,5.195
2023-05-11,5.278
2023-05-12,5.304
2023-05-13,5.304
2023-05-14,5.304
2023-05-15,5.343
2023-05-16,5.538
2023-05-17,5.498
2023-05-18,5.555
2023-05-19,5.572
2023-05-20,5.572
2023-05-21,5.572
2023-05-22,5.568
2023-05-23,5.554
2023-05-24,5.66
2023-05-25,5.759
2023-05-26,5.824
2023-05-27,5.824
2023-05-28,5.824
2023-05-29,5.824
2023-05-30,5.838
2023-05-31,5.776
2023-06-01,5.846
2023-06-02,5.735
2023-06-03,5.735
2023-06-04,5.735
2023-06-05,5.662
2023-06-06,5.539
2023-06-07,5.378
2023-06-08,5.352
2023-06-09,5.372
2023-06-10,5.372
2023-06-11,5.372
2023-06-12,5.432
2023-06-13,5.445
2023-06-14,5.426
2023-06-15,5.394
2023-06-16,5.348
2023-06-17,5.348
2023-06-18,5.348
2023-06-19,5.348
2023-06-20,5.364
2023-06-21,5.352
2023-06-22,5.381
2023-06-23,5.504
2023-06-24,5.504
2023-06-25,5.504
2023-06-26,5.402
2023-06-27,5.431
