,HII US Equity
2020-04-29,3.155
2020-04-30,3.223
2020-05-01,3.323
2020-05-02,3.323
2020-05-03,3.323
2020-05-04,3.428
2020-05-05,3.377
2020-05-06,3.453
2020-05-07,3.56
2020-05-08,3.583
2020-05-09,3.583
2020-05-10,3.583
2020-05-11,3.633
2020-05-12,3.729
2020-05-13,3.8
2020-05-14,3.757
2020-05-15,3.794
2020-05-16,3.794
2020-05-17,3.794
2020-05-18,3.587
2020-05-19,3.729
2020-05-20,3.695
2020-05-21,3.565
2020-05-22,3.54
2020-05-23,3.54
2020-05-24,3.54
2020-05-25,3.54
2020-05-26,3.345
2020-05-27,3.142
2020-05-28,3.208
2020-05-29,3.221
2020-05-30,3.221
2020-05-31,3.221
2020-06-01,3.293
2020-06-02,3.314
2020-06-03,3.224
2020-06-04,3.243
2020-06-05,3.178
2020-06-06,3.178
2020-06-07,3.178
2020-06-08,3.125
2020-06-09,3.256
2020-06-10,3.268
2020-06-11,3.561
2020-06-12,3.532
2020-06-13,3.532
2020-06-14,3.532
2020-06-15,3.536
2020-06-16,3.469
2020-06-17,3.5
2020-06-18,3.547
2020-06-19,3.604
2020-06-20,3.604
2020-06-21,3.604
2020-06-22,3.619
2020-06-23,3.634
2020-06-24,3.85
2020-06-25,3.741
2020-06-26,3.766
2020-06-27,3.766
2020-06-28,3.766
2020-06-29,3.629
2020-06-30,3.69
2020-07-01,3.706
2020-07-02,3.719
2020-07-03,3.719
2020-07-04,3.719
2020-07-05,3.719
2020-07-06,3.716
2020-07-07,3.825
2020-07-08,3.844
2020-07-09,3.98
2020-07-10,3.854
2020-07-11,3.854
2020-07-12,3.854
2020-07-13,3.796
2020-07-14,3.747
2020-07-15,3.638
2020-07-16,3.589
2020-07-17,3.558
2020-07-18,3.558
2020-07-19,3.558
2020-07-20,3.653
2020-07-21,3.617
2020-07-22,3.585
2020-07-23,3.559
2020-07-24,3.636
2020-07-25,3.636
2020-07-26,3.636
2020-07-27,3.717
2020-07-28,3.679
2020-07-29,3.661
2020-07-30,3.683
2020-07-31,3.706
2020-08-01,3.706
2020-08-02,3.706
2020-08-03,3.672
2020-08-04,3.71
2020-08-05,3.603
2020-08-06,3.955
2020-08-07,3.894
2020-08-08,3.894
2020-08-09,3.894
2020-08-10,3.866
2020-08-11,3.88
2020-08-12,3.983
2020-08-13,3.984
2020-08-14,3.918
2020-08-15,3.918
2020-08-16,3.918
2020-08-17,4.009
2020-08-18,4.029
2020-08-19,4.017
2020-08-20,4.098
2020-08-21,4.122
2020-08-22,4.122
2020-08-23,4.122
2020-08-24,4.032
2020-08-25,4.114
2020-08-26,4.249
2020-08-27,4.233
2020-08-28,4.26
2020-08-29,4.26
2020-08-30,4.26
2020-08-31,4.286
2020-09-01,4.32
2020-09-02,4.291
2020-09-03,4.326
2020-09-04,4.403
2020-09-05,4.403
2020-09-06,4.403
2020-09-07,4.403
2020-09-08,4.582
2020-09-09,4.595
2020-09-10,4.712
2020-09-11,4.406
2020-09-12,4.406
2020-09-13,4.406
2020-09-14,4.423
2020-09-15,4.471
2020-09-16,4.39
2020-09-17,4.313
2020-09-18,4.354
2020-09-19,4.354
2020-09-20,4.354
2020-09-21,4.513
2020-09-22,4.523
2020-09-23,4.658
2020-09-24,4.656
2020-09-25,4.599
2020-09-26,4.599
2020-09-27,4.599
2020-09-28,4.538
2020-09-29,4.599
2020-09-30,4.614
2020-10-01,4.64
2020-10-02,4.506
2020-10-03,4.506
2020-10-04,4.506
2020-10-05,4.439
2020-10-06,4.414
2020-10-07,4.39
2020-10-08,4.34
2020-10-09,4.33
2020-10-10,4.33
2020-10-11,4.33
2020-10-12,4.346
2020-10-13,4.375
2020-10-14,4.286
2020-10-15,4.402
2020-10-16,4.388
2020-10-17,4.388
2020-10-18,4.388
2020-10-19,4.419
2020-10-20,4.397
2020-10-21,4.344
2020-10-22,4.266
2020-10-23,4.25
2020-10-24,4.25
2020-10-25,4.25
2020-10-26,4.338
2020-10-27,4.433
2020-10-28,4.591
2020-10-29,4.543
2020-10-30,4.404
2020-10-31,4.404
2020-11-01,4.404
2020-11-02,4.344
2020-11-03,4.139
2020-11-04,4.309
2020-11-05,4.278
2020-11-06,4.278
2020-11-07,4.278
2020-11-08,4.278
2020-11-09,4.189
2020-11-10,4.045
2020-11-11,4.134
2020-11-12,4.122
2020-11-13,3.984
2020-11-14,3.984
2020-11-15,3.984
2020-11-16,4.002
2020-11-17,4.013
2020-11-18,4.008
2020-11-19,4.028
2020-11-20,4.116
2020-11-21,4.116
2020-11-22,4.116
2020-11-23,3.957
2020-11-24,3.824
2020-11-25,3.921
2020-11-26,3.921
2020-11-27,3.945
2020-11-28,3.945
2020-11-29,3.945
2020-11-30,4.052
2020-12-01,3.947
2020-12-02,3.978
2020-12-03,3.964
2020-12-04,3.87
2020-12-05,3.87
2020-12-06,3.87
2020-12-07,3.817
2020-12-08,3.782
2020-12-09,3.742
2020-12-10,3.72
2020-12-11,3.652
2020-12-12,3.652
2020-12-13,3.652
2020-12-14,3.709
2020-12-15,3.686
2020-12-16,3.717
2020-12-17,3.807
2020-12-18,3.826
2020-12-19,3.826
2020-12-20,3.826
2020-12-21,3.927
2020-12-22,3.966
2020-12-23,3.897
2020-12-24,3.924
2020-12-25,3.924
2020-12-26,3.924
2020-12-27,3.924
2020-12-28,3.889
2020-12-29,3.896
2020-12-30,3.851
2020-12-31,3.807
2021-01-01,3.807
2021-01-02,3.807
2021-01-03,3.807
2021-01-04,3.956
2021-01-05,3.92
2021-01-06,3.796
2021-01-07,3.824
2021-01-08,3.838
2021-01-09,3.838
2021-01-10,3.838
2021-01-11,3.836
2021-01-12,3.769
2021-01-13,3.789
2021-01-14,3.773
2021-01-15,3.785
2021-01-16,3.785
2021-01-17,3.785
2021-01-18,3.785
2021-01-19,3.805
2021-01-20,3.853
2021-01-21,3.889
2021-01-22,3.872
2021-01-23,3.872
2021-01-24,3.872
2021-01-25,3.898
2021-01-26,4.034
2021-01-27,3.977
2021-01-28,4.008
2021-01-29,4.125
2021-01-30,4.125
2021-01-31,4.125
2021-02-01,4.114
2021-02-02,4.066
2021-02-03,4.026
2021-02-04,4.025
2021-02-05,3.96
2021-02-06,3.96
2021-02-07,3.96
2021-02-08,3.933
2021-02-09,3.881
2021-02-10,3.869
2021-02-11,3.806
2021-02-12,3.685
2021-02-13,3.685
2021-02-14,3.685
2021-02-15,3.685
2021-02-16,3.705
2021-02-17,3.638
2021-02-18,3.637
2021-02-19,3.564
2021-02-20,3.564
2021-02-21,3.564
2021-02-22,3.404
2021-02-23,3.482
2021-02-24,3.45
2021-02-25,3.521
2021-02-26,3.667
2021-02-27,3.667
2021-02-28,3.667
2021-03-01,3.616
2021-03-02,3.591
2021-03-03,3.54
2021-03-04,3.596
2021-03-05,3.476
2021-03-06,3.476
2021-03-07,3.476
2021-03-08,3.376
2021-03-09,3.485
2021-03-10,3.434
2021-03-11,3.397
2021-03-12,3.307
2021-03-13,3.307
2021-03-14,3.307
2021-03-15,3.253
2021-03-16,3.306
2021-03-17,3.259
2021-03-18,3.25
2021-03-19,3.27
2021-03-20,3.27
2021-03-21,3.27
2021-03-22,3.29
2021-03-23,3.369
2021-03-24,3.323
2021-03-25,3.223
2021-03-26,3.175
2021-03-27,3.175
2021-03-28,3.175
2021-03-29,3.111
2021-03-30,3.137
2021-03-31,3.134
2021-04-01,3.159
2021-04-02,3.159
2021-04-03,3.159
2021-04-04,3.159
2021-04-05,3.107
2021-04-06,3.111
2021-04-07,3.146
2021-04-08,3.122
2021-04-09,3.118
2021-04-10,3.118
2021-04-11,3.118
2021-04-12,3.068
2021-04-13,3.129
2021-04-14,3.103
2021-04-15,3.096
2021-04-16,3.1
2021-04-17,3.1
2021-04-18,3.1
2021-04-19,3.072
2021-04-20,3.108
2021-04-21,3.093
2021-04-22,3.164
2021-04-23,3.13
2021-04-24,3.13
2021-04-25,3.13
2021-04-26,3.117
2021-04-27,3.11
2021-04-28,3.068
2021-04-29,3.029
2021-04-30,3.038
2021-05-01,3.038
2021-05-02,3.038
2021-05-03,2.998
2021-05-04,3.009
2021-05-05,3.03
2021-05-06,2.955
2021-05-07,2.938
2021-05-08,2.938
2021-05-09,2.938
2021-05-10,2.907
2021-05-11,2.97
2021-05-12,3.006
2021-05-13,2.962
2021-05-14,2.949
2021-05-15,2.949
2021-05-16,2.949
2021-05-17,2.94
2021-05-18,2.988
2021-05-19,2.991
2021-05-20,3.0
2021-05-21,2.984
2021-05-22,2.984
2021-05-23,2.984
2021-05-24,2.953
2021-05-25,3.009
2021-05-26,2.997
2021-05-27,2.941
2021-05-28,2.933
2021-05-29,2.933
2021-05-30,2.933
2021-05-31,2.933
2021-06-01,2.908
2021-06-02,2.897
2021-06-03,2.875
2021-06-04,2.853
2021-06-05,2.853
2021-06-06,2.853
2021-06-07,2.866
2021-06-08,2.848
2021-06-09,2.869
2021-06-10,2.873
2021-06-11,2.87
2021-06-12,2.87
2021-06-13,2.87
2021-06-14,2.885
2021-06-15,2.881
2021-06-16,2.925
2021-06-17,2.997
2021-06-18,3.061
2021-06-19,3.061
2021-06-20,3.061
2021-06-21,2.977
2021-06-22,2.997
2021-06-23,3.027
2021-06-24,3.005
2021-06-25,2.973
2021-06-26,2.973
2021-06-27,2.973
2021-06-28,3.003
2021-06-29,3.051
2021-06-30,3.009
2021-07-01,2.989
2021-07-02,2.992
2021-07-03,2.992
2021-07-04,2.992
2021-07-05,2.992
2021-07-06,3.081
2021-07-07,3.065
2021-07-08,3.116
2021-07-09,3.075
2021-07-10,3.075
2021-07-11,3.075
2021-07-12,3.098
2021-07-13,3.129
2021-07-14,3.145
2021-07-15,3.149
2021-07-16,3.159
2021-07-17,3.159
2021-07-18,3.159
2021-07-19,3.247
2021-07-20,3.126
2021-07-21,3.097
2021-07-22,3.137
2021-07-23,3.113
2021-07-24,3.113
2021-07-25,3.113
2021-07-26,3.091
2021-07-27,3.102
2021-07-28,3.096
2021-07-29,3.06
2021-07-30,3.092
2021-07-31,3.092
2021-08-01,3.092
2021-08-02,3.118
2021-08-03,3.103
2021-08-04,3.164
2021-08-05,3.121
2021-08-06,3.085
2021-08-07,3.085
2021-08-08,3.085
2021-08-09,3.092
2021-08-10,3.065
2021-08-11,3.035
2021-08-12,3.056
2021-08-13,3.079
2021-08-14,3.079
2021-08-15,3.079
2021-08-16,3.082
2021-08-17,3.084
2021-08-18,3.152
2021-08-19,3.168
2021-08-20,3.128
2021-08-21,3.128
2021-08-22,3.128
2021-08-23,3.079
2021-08-24,3.078
2021-08-25,3.075
2021-08-26,3.041
2021-08-27,3.003
2021-08-28,3.003
2021-08-29,3.003
2021-08-30,3.003
2021-08-31,3.044
2021-09-01,3.062
2021-09-02,3.03
2021-09-03,3.059
2021-09-04,3.059
2021-09-05,3.059
2021-09-06,3.059
2021-09-07,3.12
2021-09-08,3.116
2021-09-09,3.118
2021-09-10,3.136
2021-09-11,3.136
2021-09-12,3.136
2021-09-13,3.093
2021-09-14,3.143
2021-09-15,3.12
2021-09-16,3.186
2021-09-17,3.188
2021-09-18,3.188
2021-09-19,3.188
2021-09-20,3.21
2021-09-21,3.283
2021-09-22,3.246
2021-09-23,3.195
2021-09-24,3.182
2021-09-25,3.182
2021-09-26,3.182
2021-09-27,3.154
2021-09-28,3.163
2021-09-29,3.15
2021-09-30,3.22
2021-10-01,3.201
2021-10-02,3.201
2021-10-03,3.201
2021-10-04,3.187
2021-10-05,3.189
2021-10-06,3.159
2021-10-07,3.064
2021-10-08,3.012
2021-10-09,3.012
2021-10-10,3.012
2021-10-11,2.948
2021-10-12,2.93
2021-10-13,2.989
2021-10-14,2.982
2021-10-15,2.953
2021-10-16,2.953
2021-10-17,2.953
2021-10-18,2.996
2021-10-19,2.968
2021-10-20,2.936
2021-10-21,2.944
2021-10-22,2.921
2021-10-23,2.921
2021-10-24,2.921
2021-10-25,2.925
2021-10-26,3.042
2021-10-27,3.067
2021-10-28,3.039
2021-10-29,3.066
2021-10-30,3.066
2021-10-31,3.066
2021-11-01,3.076
2021-11-02,3.109
2021-11-03,3.109
2021-11-04,3.249
2021-11-05,3.204
2021-11-06,3.204
2021-11-07,3.204
2021-11-08,3.202
2021-11-09,3.192
2021-11-10,3.207
2021-11-11,3.291
2021-11-12,3.237
2021-11-13,3.237
2021-11-14,3.237
2021-11-15,3.264
2021-11-16,3.301
2021-11-17,3.33
2021-11-18,3.356
2021-11-19,3.364
2021-11-20,3.364
2021-11-21,3.364
2021-11-22,3.263
2021-11-23,3.285
2021-11-24,3.312
2021-11-25,3.312
2021-11-26,3.37
2021-11-27,3.37
2021-11-28,3.37
2021-11-29,3.399
2021-11-30,3.48
2021-12-01,3.498
2021-12-02,3.465
2021-12-03,3.319
2021-12-04,3.319
2021-12-05,3.319
2021-12-06,3.233
2021-12-07,3.254
2021-12-08,3.225
2021-12-09,3.232
2021-12-10,3.232
2021-12-11,3.232
2021-12-12,3.232
2021-12-13,3.208
2021-12-14,3.284
2021-12-15,3.228
2021-12-16,3.24
2021-12-17,3.321
2021-12-18,3.321
2021-12-19,3.321
2021-12-20,3.405
2021-12-21,3.339
2021-12-22,3.391
2021-12-23,3.356
2021-12-24,3.356
2021-12-25,3.356
2021-12-26,3.356
2021-12-27,3.32
2021-12-28,3.283
2021-12-29,3.297
2021-12-30,3.301
2021-12-31,3.275
2022-01-01,3.275
2022-01-02,3.275
2022-01-03,3.287
2022-01-04,3.227
2022-01-05,3.27
2022-01-06,3.208
2022-01-07,3.169
2022-01-08,3.169
2022-01-09,3.169
2022-01-10,3.117
2022-01-11,3.075
2022-01-12,3.102
2022-01-13,3.126
2022-01-14,3.093
2022-01-15,3.093
2022-01-16,3.093
2022-01-17,3.093
2022-01-18,3.127
2022-01-19,3.157
2022-01-20,3.191
2022-01-21,3.2
2022-01-22,3.2
2022-01-23,3.2
2022-01-24,3.126
2022-01-25,3.141
2022-01-26,3.186
2022-01-27,3.245
2022-01-28,3.258
2022-01-29,3.258
2022-01-30,3.258
2022-01-31,3.267
2022-02-01,3.296
2022-02-02,3.27
2022-02-03,3.332
2022-02-04,3.349
2022-02-05,3.349
2022-02-06,3.349
2022-02-07,3.323
2022-02-08,3.288
2022-02-09,3.267
2022-02-10,3.308
2022-02-11,3.205
2022-02-12,3.205
2022-02-13,3.205
2022-02-14,3.253
2022-02-15,3.273
2022-02-16,3.23
2022-02-17,3.189
2022-02-18,3.169
2022-02-19,3.169
2022-02-20,3.169
2022-02-21,3.169
2022-02-22,3.155
2022-02-23,3.147
2022-02-24,3.052
2022-02-25,2.932
2022-02-26,2.932
2022-02-27,2.932
2022-02-28,2.867
2022-03-01,2.87
2022-03-02,2.81
2022-03-03,2.777
2022-03-04,2.687
2022-03-05,2.687
2022-03-06,2.687
2022-03-07,2.679
2022-03-08,2.798
2022-03-09,2.815
2022-03-10,2.781
2022-03-11,2.843
2022-03-12,2.843
2022-03-13,2.843
2022-03-14,2.902
2022-03-15,2.894
2022-03-16,3.015
2022-03-17,2.969
2022-03-18,3.025
2022-03-19,3.025
2022-03-20,3.025
2022-03-21,2.92
2022-03-22,2.915
2022-03-23,2.886
2022-03-24,2.878
2022-03-25,2.845
2022-03-26,2.845
2022-03-27,2.845
2022-03-28,2.925
2022-03-29,2.897
2022-03-30,2.882
2022-03-31,2.938
2022-04-01,2.892
2022-04-02,2.892
2022-04-03,2.892
2022-04-04,2.903
2022-04-05,2.913
2022-04-06,2.899
2022-04-07,2.818
2022-04-08,2.846
2022-04-09,2.846
2022-04-10,2.846
2022-04-11,2.855
2022-04-12,2.791
2022-04-13,2.752
2022-04-14,2.631
2022-04-15,2.631
2022-04-16,2.631
2022-04-17,2.631
2022-04-18,2.629
2022-04-19,2.614
2022-04-20,2.578
2022-04-21,2.64
2022-04-22,2.637
2022-04-23,2.637
2022-04-24,2.637
2022-04-25,2.681
2022-04-26,2.68
2022-04-27,2.665
2022-04-28,2.687
2022-04-29,2.754
2022-04-30,2.754
2022-05-01,2.754
2022-05-02,2.76
2022-05-03,2.728
2022-05-04,2.638
2022-05-05,2.666
2022-05-06,2.71
2022-05-07,2.71
2022-05-08,2.71
2022-05-09,2.79
2022-05-10,2.795
2022-05-11,2.844
2022-05-12,2.875
2022-05-13,2.851
2022-05-14,2.851
2022-05-15,2.851
2022-05-16,2.837
2022-05-17,2.78
2022-05-18,2.864
2022-05-19,2.894
2022-05-20,2.938
2022-05-21,2.938
2022-05-22,2.938
2022-05-23,2.896
2022-05-24,2.847
2022-05-25,2.818
2022-05-26,2.731
2022-05-27,2.694
2022-05-28,2.694
2022-05-29,2.694
2022-05-30,2.694
2022-05-31,2.744
2022-06-01,2.744
2022-06-02,2.727
2022-06-03,2.714
2022-06-04,2.714
2022-06-05,2.714
2022-06-06,2.718
2022-06-07,2.672
2022-06-08,2.696
2022-06-09,2.699
2022-06-10,2.725
2022-06-11,2.725
2022-06-12,2.725
2022-06-13,2.786
2022-06-14,2.82
2022-06-15,2.808
2022-06-16,2.913
2022-06-17,2.919
2022-06-18,2.919
2022-06-19,2.919
2022-06-20,2.919
2022-06-21,2.798
2022-06-22,2.796
2022-06-23,2.789
2022-06-24,2.72
2022-06-25,2.72
2022-06-26,2.72
2022-06-27,2.682
2022-06-28,2.697
2022-06-29,2.713
2022-06-30,2.689
2022-07-01,2.651
2022-07-02,2.651
2022-07-03,2.651
2022-07-04,2.651
2022-07-05,2.879
2022-07-06,2.82
2022-07-07,2.78
2022-07-08,2.801
2022-07-09,2.801
2022-07-10,2.801
2022-07-11,2.799
2022-07-12,2.847
2022-07-13,2.901
2022-07-14,2.959
2022-07-15,2.953
2022-07-16,2.953
2022-07-17,2.953
2022-07-18,2.994
2022-07-19,2.917
2022-07-20,2.892
2022-07-21,2.894
2022-07-22,2.895
2022-07-23,2.895
2022-07-24,2.895
2022-07-25,2.869
2022-07-26,2.87
2022-07-27,2.872
2022-07-28,2.843
2022-07-29,2.786
2022-07-30,2.786
2022-07-31,2.786
2022-08-01,2.776
2022-08-02,2.778
2022-08-03,2.763
2022-08-04,2.641
2022-08-05,2.533
2022-08-06,2.533
2022-08-07,2.533
2022-08-08,2.584
2022-08-09,2.557
2022-08-10,2.545
2022-08-11,2.541
2022-08-12,2.507
2022-08-13,2.507
2022-08-14,2.507
2022-08-15,2.484
2022-08-16,2.446
2022-08-17,2.418
2022-08-18,2.435
2022-08-19,2.448
2022-08-20,2.448
2022-08-21,2.448
2022-08-22,2.454
2022-08-23,2.442
2022-08-24,2.409
2022-08-25,2.375
2022-08-26,2.429
2022-08-27,2.429
2022-08-28,2.429
2022-08-29,2.434
2022-08-30,2.477
2022-08-31,2.492
2022-09-01,2.522
2022-09-02,2.53
2022-09-03,2.53
2022-09-04,2.53
2022-09-05,2.53
2022-09-06,2.504
2022-09-07,2.466
2022-09-08,2.471
2022-09-09,2.438
2022-09-10,2.438
2022-09-11,2.438
2022-09-12,2.441
2022-09-13,2.502
2022-09-14,2.464
2022-09-15,2.47
2022-09-16,2.472
2022-09-17,2.472
2022-09-18,2.472
2022-09-19,2.445
2022-09-20,2.464
2022-09-21,2.467
2022-09-22,2.436
2022-09-23,2.491
2022-09-24,2.491
2022-09-25,2.491
2022-09-26,2.529
2022-09-27,2.551
2022-09-28,2.546
2022-09-29,2.569
2022-09-30,2.59
2022-10-01,2.59
2022-10-02,2.59
2022-10-03,2.526
2022-10-04,2.471
2022-10-05,2.462
2022-10-06,2.475
2022-10-07,2.464
2022-10-08,2.464
2022-10-09,2.464
2022-10-10,2.446
2022-10-11,2.466
2022-10-12,2.553
2022-10-13,2.509
2022-10-14,2.593
2022-10-15,2.593
2022-10-16,2.593
2022-10-17,2.538
2022-10-18,2.426
2022-10-19,2.38
2022-10-20,2.381
2022-10-21,2.316
2022-10-22,2.316
2022-10-23,2.316
2022-10-24,2.296
2022-10-25,2.29
2022-10-26,2.303
2022-10-27,2.281
2022-10-28,2.248
2022-10-29,2.248
2022-10-30,2.248
2022-10-31,2.251
2022-11-01,2.253
2022-11-02,2.28
2022-11-03,2.346
2022-11-04,2.349
2022-11-05,2.349
2022-11-06,2.349
2022-11-07,2.345
2022-11-08,2.343
2022-11-09,2.4
2022-11-10,2.347
2022-11-11,2.515
2022-11-12,2.515
2022-11-13,2.515
2022-11-14,2.572
2022-11-15,2.548
2022-11-16,2.539
2022-11-17,2.529
2022-11-18,2.493
2022-11-19,2.493
2022-11-20,2.493
2022-11-21,2.435
2022-11-22,2.459
2022-11-23,2.476
2022-11-24,2.476
2022-11-25,2.446
2022-11-26,2.446
2022-11-27,2.446
2022-11-28,2.462
2022-11-29,2.471
2022-11-30,2.429
2022-12-01,2.441
2022-12-02,2.341
2022-12-03,2.341
2022-12-04,2.341
2022-12-05,2.389
2022-12-06,2.391
2022-12-07,2.405
2022-12-08,2.396
2022-12-09,2.415
2022-12-10,2.415
2022-12-11,2.415
2022-12-12,2.394
2022-12-13,2.43
2022-12-14,2.415
2022-12-15,2.466
2022-12-16,2.437
2022-12-17,2.437
2022-12-18,2.437
2022-12-19,2.455
2022-12-20,2.463
2022-12-21,2.446
2022-12-22,2.461
2022-12-23,2.449
2022-12-24,2.449
2022-12-25,2.449
2022-12-26,2.449
2022-12-27,2.428
2022-12-28,2.458
2022-12-29,2.44
2022-12-30,2.443
2022-12-31,2.443
2023-01-01,2.443
2023-01-02,2.443
2023-01-03,2.468
2023-01-04,2.461
2023-01-05,2.474
2023-01-06,2.44
2023-01-07,2.44
2023-01-08,2.44
2023-01-09,2.534
2023-01-10,2.507
2023-01-11,2.473
2023-01-12,2.458
2023-01-13,2.517
2023-01-14,2.517
2023-01-15,2.517
2023-01-16,2.517
2023-01-17,2.534
2023-01-18,2.56
2023-01-19,2.579
2023-01-20,2.574
2023-01-21,2.574
2023-01-22,2.574
2023-01-23,2.576
2023-01-24,2.55
2023-01-25,2.589
2023-01-26,2.581
2023-01-27,2.573
2023-01-28,2.573
2023-01-29,2.573
2023-01-30,2.591
2023-01-31,2.546
2023-02-01,2.571
2023-02-02,2.579
2023-02-03,2.588
2023-02-04,2.588
2023-02-05,2.588
2023-02-06,2.529
2023-02-07,2.492
2023-02-08,2.488
2023-02-09,2.533
2023-02-10,2.513
2023-02-11,2.513
2023-02-12,2.513
2023-02-13,2.54
2023-02-14,2.572
2023-02-15,2.546
2023-02-16,2.54
2023-02-17,2.477
2023-02-18,2.477
2023-02-19,2.477
2023-02-20,2.477
2023-02-21,2.505
2023-02-22,2.525
2023-02-23,2.55
2023-02-24,2.511
2023-02-25,2.511
2023-02-26,2.511
2023-02-27,2.55
2023-02-28,2.575
2023-03-01,2.569
2023-03-02,2.548
2023-03-03,2.537
2023-03-04,2.537
2023-03-05,2.537
2023-03-06,2.556
2023-03-07,2.59
2023-03-08,2.61
2023-03-09,2.635
2023-03-10,2.661
2023-03-11,2.661
2023-03-12,2.661
2023-03-13,2.645
2023-03-14,2.656
2023-03-15,2.693
2023-03-16,2.696
2023-03-17,2.775
2023-03-18,2.775
2023-03-19,2.775
2023-03-20,2.721
2023-03-21,2.692
2023-03-22,2.775
2023-03-23,2.813
2023-03-24,2.766
2023-03-25,2.766
2023-03-26,2.766
2023-03-27,2.701
2023-03-28,2.675
2023-03-29,2.65
2023-03-30,2.673
2023-03-31,2.673
2023-04-01,2.673
2023-04-02,2.673
2023-04-03,2.647
2023-04-04,2.656
2023-04-05,2.665
2023-04-06,2.684
2023-04-07,2.684
2023-04-08,2.684
2023-04-09,2.684
2023-04-10,2.616
2023-04-11,2.623
2023-04-12,2.606
2023-04-13,2.595
2023-04-14,2.613
2023-04-15,2.613
2023-04-16,2.613
2023-04-17,2.595
2023-04-18,2.587
2023-04-19,2.6
2023-04-20,2.591
2023-04-21,2.629
2023-04-22,2.629
2023-04-23,2.629
2023-04-24,2.621
2023-04-25,2.658
2023-04-26,2.745
2023-04-27,2.724
2023-04-28,2.72
2023-04-29,2.72
2023-04-30,2.72
2023-05-01,2.714
2023-05-02,2.789
2023-05-03,2.787
2023-05-04,2.829
2023-05-05,2.76
2023-05-06,2.76
2023-05-07,2.76
2023-05-08,2.807
2023-05-09,2.803
2023-05-10,2.749
2023-05-11,2.771
2023-05-12,2.792
2023-05-13,2.792
2023-05-14,2.792
2023-05-15,2.761
2023-05-16,2.771
2023-05-17,2.712
2023-05-18,2.713
2023-05-19,2.72
2023-05-20,2.72
2023-05-21,2.72
2023-05-22,2.685
2023-05-23,2.697
2023-05-24,2.701
2023-05-25,2.738
2023-05-26,2.695
2023-05-27,2.695
2023-05-28,2.695
2023-05-29,2.695
2023-05-30,2.685
2023-05-31,2.693
2023-06-01,2.696
2023-06-02,2.614
2023-06-03,2.614
2023-06-04,2.614
2023-06-05,2.611
2023-06-06,2.584
2023-06-07,2.528
2023-06-08,2.505
2023-06-09,2.519
2023-06-10,2.519
2023-06-11,2.519
2023-06-12,2.532
2023-06-13,2.505
2023-06-14,2.519
2023-06-15,2.481
2023-06-16,2.452
2023-06-17,2.452
2023-06-18,2.452
2023-06-19,2.452
2023-06-20,2.483
2023-06-21,2.469
2023-06-22,2.489
2023-06-23,2.5
