,LAZ US Equity
2020-09-06,8.709
2020-09-07,8.709
2020-09-08,8.872
2020-09-09,8.674
2020-09-10,8.892
2020-09-11,8.438
2020-09-12,8.438
2020-09-13,8.438
2020-09-14,8.175
2020-09-15,8.236
2020-09-16,8.122
2020-09-17,8.021
2020-09-18,7.977
2020-09-19,7.977
2020-09-20,7.977
2020-09-21,8.464
2020-09-22,8.435
2020-09-23,8.666
2020-09-24,8.707
2020-09-25,8.855
2020-09-26,8.855
2020-09-27,8.855
2020-09-28,8.622
2020-09-29,8.487
2020-09-30,8.351
2020-10-01,8.338
2020-10-02,8.037
2020-10-03,8.037
2020-10-04,8.037
2020-10-05,7.975
2020-10-06,8.0
2020-10-07,7.897
2020-10-08,7.587
2020-10-09,7.56
2020-10-10,7.56
2020-10-11,7.56
2020-10-12,7.417
2020-10-13,7.533
2020-10-14,7.5
2020-10-15,7.417
2020-10-16,7.47
2020-10-17,7.47
2020-10-18,7.47
2020-10-19,7.539
2020-10-20,7.52
2020-10-21,7.645
2020-10-22,7.656
2020-10-23,7.692
2020-10-24,7.692
2020-10-25,7.692
2020-10-26,7.947
2020-10-27,7.936
2020-10-28,8.234
2020-10-29,8.089
2020-10-30,8.197
2020-10-31,8.197
2020-11-01,8.197
2020-11-02,7.841
2020-11-03,7.694
2020-11-04,7.694
2020-11-05,7.386
2020-11-06,7.699
2020-11-07,7.699
2020-11-08,7.699
2020-11-09,7.428
2020-11-10,7.44
2020-11-11,7.318
2020-11-12,7.514
2020-11-13,7.368
2020-11-14,7.368
2020-11-15,7.368
2020-11-16,7.244
2020-11-17,7.306
2020-11-18,7.406
2020-11-19,7.477
2020-11-20,7.388
2020-11-21,7.388
2020-11-22,7.388
2020-11-23,7.308
2020-11-24,7.097
2020-11-25,7.06
2020-11-26,7.06
2020-11-27,7.183
2020-11-28,7.183
2020-11-29,7.183
2020-11-30,7.302
2020-12-01,7.077
2020-12-02,6.986
2020-12-03,6.737
2020-12-04,6.681
2020-12-05,6.681
2020-12-06,6.681
2020-12-07,6.729
2020-12-08,6.61
2020-12-09,6.654
2020-12-10,6.717
2020-12-11,6.688
2020-12-12,6.688
2020-12-13,6.688
2020-12-14,6.675
2020-12-15,6.636
2020-12-16,6.605
2020-12-17,6.632
2020-12-18,6.709
2020-12-19,6.709
2020-12-20,6.709
2020-12-21,6.779
2020-12-22,6.822
2020-12-23,6.698
2020-12-24,6.551
2020-12-25,6.551
2020-12-26,6.551
2020-12-27,6.551
2020-12-28,6.464
2020-12-29,6.514
2020-12-30,6.483
2020-12-31,6.443
2021-01-01,6.443
2021-01-02,6.443
2021-01-03,6.443
2021-01-04,6.542
2021-01-05,6.495
2021-01-06,6.183
2021-01-07,6.035
2021-01-08,6.019
2021-01-09,6.019
2021-01-10,6.019
2021-01-11,6.025
2021-01-12,6.049
2021-01-13,6.0
2021-01-14,5.822
2021-01-15,5.975
2021-01-16,5.975
2021-01-17,5.975
2021-01-18,5.975
2021-01-19,6.007
2021-01-20,6.139
2021-01-21,6.297
2021-01-22,6.274
2021-01-23,6.274
2021-01-24,6.274
2021-01-25,6.379
2021-01-26,6.435
2021-01-27,6.813
2021-01-28,6.57
2021-01-29,6.615
2021-01-30,6.615
2021-01-31,6.615
2021-02-01,6.532
2021-02-02,6.588
2021-02-03,6.472
2021-02-04,6.408
2021-02-05,6.441
2021-02-06,6.441
2021-02-07,6.441
2021-02-08,6.553
2021-02-09,6.683
2021-02-10,6.698
2021-02-11,6.55
2021-02-12,6.501
2021-02-13,6.501
2021-02-14,6.501
2021-02-15,6.501
2021-02-16,6.292
2021-02-17,6.304
2021-02-18,6.475
2021-02-19,6.549
2021-02-20,6.549
2021-02-21,6.549
2021-02-22,6.568
2021-02-23,6.628
2021-02-24,6.721
2021-02-25,6.766
2021-02-26,6.967
2021-02-27,6.967
2021-02-28,6.967
2021-03-01,6.653
2021-03-02,6.622
2021-03-03,6.61
2021-03-04,6.809
2021-03-05,6.732
2021-03-06,6.732
2021-03-07,6.732
2021-03-08,6.787
2021-03-09,6.535
2021-03-10,6.388
2021-03-11,6.254
2021-03-12,6.147
2021-03-13,6.147
2021-03-14,6.147
2021-03-15,6.067
2021-03-16,6.081
2021-03-17,5.993
2021-03-18,6.11
2021-03-19,6.246
2021-03-20,6.246
2021-03-21,6.246
2021-03-22,6.26
2021-03-23,6.464
2021-03-24,6.341
2021-03-25,6.237
2021-03-26,6.164
2021-03-27,6.164
2021-03-28,6.164
2021-03-29,6.224
2021-03-30,6.14
2021-03-31,6.195
2021-04-01,6.016
2021-04-02,6.016
2021-04-03,6.016
2021-04-04,6.016
2021-04-05,6.006
2021-04-06,6.025
2021-04-07,5.828
2021-04-08,5.79
2021-04-09,5.806
2021-04-10,5.806
2021-04-11,5.806
2021-04-12,5.802
2021-04-13,6.075
2021-04-14,5.915
2021-04-15,5.925
2021-04-16,5.969
2021-04-17,5.969
2021-04-18,5.969
2021-04-19,5.82
2021-04-20,5.917
2021-04-21,5.833
2021-04-22,5.93
2021-04-23,5.803
2021-04-24,5.803
2021-04-25,5.803
2021-04-26,5.861
2021-04-27,5.868
2021-04-28,5.845
2021-04-29,5.802
2021-04-30,5.992
2021-05-01,5.992
2021-05-02,5.992
2021-05-03,5.982
2021-05-04,5.998
2021-05-05,5.858
2021-05-06,5.711
2021-05-07,5.718
2021-05-08,5.718
2021-05-09,5.718
2021-05-10,5.797
2021-05-11,5.952
2021-05-12,6.113
2021-05-13,5.869
2021-05-14,5.722
2021-05-15,5.722
2021-05-16,5.722
2021-05-17,5.655
2021-05-18,5.842
2021-05-19,5.79
2021-05-20,5.848
2021-05-21,5.751
2021-05-22,5.751
2021-05-23,5.751
2021-05-24,5.672
2021-05-25,5.802
2021-05-26,5.803
2021-05-27,5.728
2021-05-28,5.657
2021-05-29,5.657
2021-05-30,5.657
2021-05-31,5.657
2021-06-01,5.539
2021-06-02,5.595
2021-06-03,5.624
2021-06-04,5.616
2021-06-05,5.616
2021-06-06,5.616
2021-06-07,5.657
2021-06-08,5.654
2021-06-09,5.682
2021-06-10,5.789
2021-06-11,5.726
2021-06-12,5.726
2021-06-13,5.726
2021-06-14,5.819
2021-06-15,5.814
2021-06-16,5.864
2021-06-17,6.045
2021-06-18,6.135
2021-06-19,6.135
2021-06-20,6.135
2021-06-21,5.977
2021-06-22,6.042
2021-06-23,5.992
2021-06-24,5.936
2021-06-25,5.802
2021-06-26,5.802
2021-06-27,5.802
2021-06-28,6.045
2021-06-29,5.956
2021-06-30,5.898
2021-07-01,5.752
2021-07-02,5.731
2021-07-03,5.731
2021-07-04,5.731
2021-07-05,5.731
2021-07-06,5.813
2021-07-07,5.762
2021-07-08,5.886
2021-07-09,5.795
2021-07-10,5.795
2021-07-11,5.795
2021-07-12,5.72
2021-07-13,5.789
2021-07-14,5.939
2021-07-15,5.988
2021-07-16,6.107
2021-07-17,6.107
2021-07-18,6.107
2021-07-19,6.198
2021-07-20,6.023
2021-07-21,5.925
2021-07-22,6.056
2021-07-23,6.05
2021-07-24,6.05
2021-07-25,6.05
2021-07-26,6.048
2021-07-27,6.175
2021-07-28,6.005
2021-07-29,5.828
2021-07-30,5.654
2021-07-31,5.654
2021-08-01,5.654
2021-08-02,5.505
2021-08-03,5.654
2021-08-04,5.624
2021-08-05,5.574
2021-08-06,5.537
2021-08-07,5.537
2021-08-08,5.537
2021-08-09,5.495
2021-08-10,5.493
2021-08-11,5.471
2021-08-12,5.459
2021-08-13,5.433
2021-08-14,5.433
2021-08-15,5.433
2021-08-16,5.52
2021-08-17,5.538
2021-08-18,5.649
2021-08-19,5.793
2021-08-20,5.709
2021-08-21,5.709
2021-08-22,5.709
2021-08-23,5.688
2021-08-24,5.601
2021-08-25,5.44
2021-08-26,5.503
2021-08-27,5.421
2021-08-28,5.421
2021-08-29,5.421
2021-08-30,5.486
2021-08-31,5.575
2021-09-01,5.484
2021-09-02,5.42
2021-09-03,5.463
2021-09-04,5.463
2021-09-05,5.463
2021-09-06,5.463
2021-09-07,5.485
2021-09-08,5.563
2021-09-09,5.545
2021-09-10,5.511
2021-09-11,5.511
2021-09-12,5.511
2021-09-13,5.505
2021-09-14,5.661
2021-09-15,5.595
2021-09-16,5.612
2021-09-17,5.6
2021-09-18,5.6
2021-09-19,5.6
2021-09-20,5.714
2021-09-21,5.814
2021-09-22,5.729
2021-09-23,5.618
2021-09-24,5.685
2021-09-25,5.685
2021-09-26,5.685
2021-09-27,5.607
2021-09-28,5.607
2021-09-29,5.607
2021-09-30,5.607
2021-10-01,5.607
2021-10-02,5.607
2021-10-03,5.607
2021-10-04,5.607
2021-10-05,5.607
2021-10-06,5.607
2021-10-07,5.607
2021-10-08,5.607
2021-10-09,5.607
2021-10-10,5.607
2021-10-11,5.607
2021-10-12,5.607
2021-10-13,5.607
2021-10-14,5.607
2021-10-15,5.607
2021-10-16,5.607
2021-10-17,5.607
2021-10-18,5.607
2021-10-19,5.607
2021-10-20,5.607
2021-10-21,5.607
2021-10-22,5.607
2021-10-23,5.607
2021-10-24,5.607
2021-10-25,5.607
2021-10-26,5.607
2021-10-27,5.607
2021-10-28,5.607
2021-10-29,5.607
2021-10-30,5.607
2021-10-31,5.607
2021-11-01,5.607
2021-11-02,5.607
2021-11-03,5.607
2021-11-04,5.607
2021-11-05,5.607
2021-11-06,5.607
2021-11-07,5.607
2021-11-08,5.607
2021-11-09,5.607
2021-11-10,5.607
2021-11-11,5.607
2021-11-12,5.607
2021-11-13,5.607
2021-11-14,5.607
2021-11-15,5.607
2021-11-16,5.607
2021-11-17,5.607
2021-11-18,5.607
2021-11-19,5.607
2021-11-20,5.607
2021-11-21,5.607
2021-11-22,5.607
2021-11-23,5.607
2021-11-24,5.607
2021-11-25,5.607
2021-11-26,5.607
2021-11-27,5.607
2021-11-28,5.607
2021-11-29,5.607
2021-11-30,5.607
2021-12-01,5.607
2021-12-02,5.607
2021-12-03,5.607
2021-12-04,5.607
2021-12-05,5.607
2021-12-06,5.607
2021-12-07,5.607
2021-12-08,5.607
2021-12-09,5.607
2021-12-10,5.607
2021-12-11,5.607
2021-12-12,5.607
2021-12-13,5.607
2021-12-14,5.607
2021-12-15,5.607
2021-12-16,5.607
2021-12-17,5.607
2021-12-18,5.607
2021-12-19,5.607
2021-12-20,5.607
2021-12-21,5.607
2021-12-22,5.607
2021-12-23,5.607
2021-12-24,5.607
2021-12-25,5.607
2021-12-26,5.607
2021-12-27,5.607
2021-12-28,5.607
2021-12-29,5.607
2021-12-30,5.607
2021-12-31,5.607
2022-01-01,5.607
2022-01-02,5.607
2022-01-03,5.607
2022-01-04,5.577
2022-01-05,5.717
2022-01-06,5.569
2022-01-07,5.541
2022-01-08,5.541
2022-01-09,5.541
2022-01-10,5.563
2022-01-11,5.494
2022-01-12,5.671
2022-01-13,5.658
2022-01-14,5.748
2022-01-15,5.748
2022-01-16,5.748
2022-01-17,5.748
2022-01-18,5.918
2022-01-19,6.096
2022-01-20,6.021
2022-01-21,6.092
2022-01-22,6.092
2022-01-23,6.092
2022-01-24,6.111
2022-01-25,6.159
2022-01-26,6.121
2022-01-27,6.079
2022-01-28,5.987
2022-01-29,5.987
2022-01-30,5.987
2022-01-31,5.84
2022-02-01,5.765
2022-02-02,5.936
2022-02-03,5.959
2022-02-04,6.064
2022-02-05,6.064
2022-02-06,6.064
2022-02-07,6.14
2022-02-08,6.094
2022-02-09,5.993
2022-02-10,6.178
2022-02-11,6.382
2022-02-12,6.382
2022-02-13,6.382
2022-02-14,6.52
2022-02-15,6.527
2022-02-16,6.549
2022-02-17,6.814
2022-02-18,6.939
2022-02-19,6.939
2022-02-20,6.939
2022-02-21,6.939
2022-02-22,7.091
2022-02-23,7.205
2022-02-24,7.317
2022-02-25,7.137
2022-02-26,7.137
2022-02-27,7.137
2022-02-28,7.22
2022-03-01,7.354
2022-03-02,7.103
2022-03-03,7.156
2022-03-04,7.402
2022-03-05,7.402
2022-03-06,7.402
2022-03-07,7.577
2022-03-08,7.761
2022-03-09,7.468
2022-03-10,7.63
2022-03-11,7.72
2022-03-12,7.72
2022-03-13,7.72
2022-03-14,7.751
2022-03-15,7.529
2022-03-16,7.185
2022-03-17,7.311
2022-03-18,7.075
2022-03-19,7.075
2022-03-20,7.075
2022-03-21,7.113
2022-03-22,6.966
2022-03-23,7.224
2022-03-24,7.087
2022-03-25,7.125
2022-03-26,7.125
2022-03-27,7.125
2022-03-28,7.037
2022-03-29,6.797
2022-03-30,6.951
2022-03-31,7.237
2022-04-01,7.085
2022-04-02,7.085
2022-04-03,7.085
2022-04-04,7.041
2022-04-05,7.193
2022-04-06,7.313
2022-04-07,7.415
2022-04-08,7.371
2022-04-09,7.371
2022-04-10,7.371
2022-04-11,7.326
2022-04-12,7.455
2022-04-13,7.393
2022-04-14,7.525
2022-04-15,7.525
2022-04-16,7.525
2022-04-17,7.525
2022-04-18,7.309
2022-04-19,6.97
2022-04-20,6.947
2022-04-21,7.075
2022-04-22,7.256
2022-04-23,7.256
2022-04-24,7.256
2022-04-25,7.164
2022-04-26,7.459
2022-04-27,7.455
2022-04-28,7.311
2022-04-29,7.571
2022-04-30,7.571
2022-05-01,7.571
2022-05-02,7.342
2022-05-03,7.297
2022-05-04,7.17
2022-05-05,7.288
2022-05-06,7.459
2022-05-07,7.459
2022-05-08,7.459
2022-05-09,7.444
2022-05-10,7.403
2022-05-11,7.644
2022-05-12,7.665
2022-05-13,7.603
2022-05-14,7.603
2022-05-15,7.603
2022-05-16,7.568
2022-05-17,7.198
2022-05-18,7.434
2022-05-19,7.399
2022-05-20,7.252
2022-05-21,7.252
2022-05-22,7.252
2022-05-23,7.258
2022-05-24,7.288
2022-05-25,7.098
2022-05-26,7.061
2022-05-27,6.879
2022-05-28,6.879
2022-05-29,6.879
2022-05-30,6.879
2022-05-31,6.939
2022-06-01,6.987
2022-06-02,6.774
2022-06-03,6.953
2022-06-04,6.953
2022-06-05,6.953
2022-06-06,6.794
2022-06-07,6.709
2022-06-08,6.869
2022-06-09,6.985
2022-06-10,7.383
2022-06-11,7.383
2022-06-12,7.383
2022-06-13,7.709
2022-06-14,7.67
2022-06-15,7.507
2022-06-16,7.827
2022-06-17,7.877
2022-06-18,7.877
2022-06-19,7.877
2022-06-20,7.877
2022-06-21,7.748
2022-06-22,7.807
2022-06-23,7.61
2022-06-24,7.196
2022-06-25,7.196
2022-06-26,7.196
2022-06-27,7.363
2022-06-28,7.325
2022-06-29,7.412
2022-06-30,7.549
2022-07-01,7.542
2022-07-02,7.542
2022-07-03,7.542
2022-07-04,7.542
2022-07-05,7.341
2022-07-06,7.627
2022-07-07,7.326
2022-07-08,7.162
2022-07-09,7.162
2022-07-10,7.162
2022-07-11,7.461
2022-07-12,7.39
2022-07-13,7.598
2022-07-14,7.73
2022-07-15,7.405
2022-07-16,7.405
2022-07-17,7.405
2022-07-18,7.34
2022-07-19,7.006
2022-07-20,6.872
2022-07-21,6.857
2022-07-22,6.88
2022-07-23,6.88
2022-07-24,6.88
2022-07-25,6.984
2022-07-26,7.099
2022-07-27,6.98
2022-07-28,6.602
2022-07-29,6.501
2022-07-30,6.501
2022-07-31,6.501
2022-08-01,6.473
2022-08-02,6.473
2022-08-03,6.334
2022-08-04,6.409
2022-08-05,6.485
2022-08-06,6.485
2022-08-07,6.485
2022-08-08,6.307
2022-08-09,6.361
2022-08-10,6.103
2022-08-11,6.064
2022-08-12,5.978
2022-08-13,5.978
2022-08-14,5.978
2022-08-15,6.067
2022-08-16,6.039
2022-08-17,6.089
2022-08-18,6.082
2022-08-19,6.229
2022-08-20,6.229
2022-08-21,6.229
2022-08-22,6.38
2022-08-23,6.319
2022-08-24,6.309
2022-08-25,6.13
2022-08-26,6.434
2022-08-27,6.434
2022-08-28,6.434
2022-08-29,6.515
2022-08-30,6.539
2022-08-31,6.522
2022-09-01,6.551
2022-09-02,6.63
2022-09-03,6.63
2022-09-04,6.63
2022-09-05,6.63
2022-09-06,6.606
2022-09-07,6.444
2022-09-08,6.348
2022-09-09,6.223
2022-09-10,6.223
2022-09-11,6.223
2022-09-12,6.16
2022-09-13,6.494
2022-09-14,6.448
2022-09-15,6.37
2022-09-16,6.577
2022-09-17,6.577
2022-09-18,6.577
2022-09-19,6.394
2022-09-20,6.569
2022-09-21,6.643
2022-09-22,6.718
2022-09-23,7.084
2022-09-24,7.084
2022-09-25,7.084
2022-09-26,7.195
2022-09-27,7.418
2022-09-28,7.255
2022-09-29,7.444
2022-09-30,7.449
2022-10-01,7.449
2022-10-02,7.449
2022-10-03,7.315
2022-10-04,6.882
2022-10-05,6.975
2022-10-06,7.18
2022-10-07,7.315
2022-10-08,7.315
2022-10-09,7.315
2022-10-10,7.368
2022-10-11,7.446
2022-10-12,7.482
2022-10-13,7.146
2022-10-14,7.327
2022-10-15,7.327
2022-10-16,7.327
2022-10-17,7.105
2022-10-18,6.975
2022-10-19,7.092
2022-10-20,7.148
2022-10-21,6.833
2022-10-22,6.833
2022-10-23,6.833
2022-10-24,6.783
2022-10-25,6.783
2022-10-26,6.465
2022-10-27,6.317
2022-10-28,6.607
2022-10-29,6.607
2022-10-30,6.607
2022-10-31,6.754
2022-11-01,6.791
2022-11-02,6.908
2022-11-03,7.268
2022-11-04,6.619
2022-11-05,6.619
2022-11-06,6.619
2022-11-07,6.496
2022-11-08,6.516
2022-11-09,6.64
2022-11-10,6.075
2022-11-11,5.959
2022-11-12,5.959
2022-11-13,5.959
2022-11-14,5.964
2022-11-15,5.978
2022-11-16,6.138
2022-11-17,6.283
2022-11-18,6.326
2022-11-19,6.326
2022-11-20,6.326
2022-11-21,6.334
2022-11-22,6.3
2022-11-23,6.266
2022-11-24,6.266
2022-11-25,6.298
2022-11-26,6.298
2022-11-27,6.298
2022-11-28,6.392
2022-11-29,6.347
2022-11-30,6.322
2022-12-01,6.271
2022-12-02,6.298
2022-12-03,6.298
2022-12-04,6.298
2022-12-05,6.682
2022-12-06,6.798
2022-12-07,6.498
2022-12-08,6.446
2022-12-09,6.451
2022-12-10,6.451
2022-12-11,6.451
2022-12-12,6.131
2022-12-13,5.996
2022-12-14,5.965
2022-12-15,6.371
2022-12-16,6.435
2022-12-17,6.435
2022-12-18,6.435
2022-12-19,6.527
2022-12-20,6.469
2022-12-21,6.286
2022-12-22,6.538
2022-12-23,6.498
2022-12-24,6.498
2022-12-25,6.498
2022-12-26,6.498
2022-12-27,6.566
2022-12-28,6.67
2022-12-29,6.57
2022-12-30,6.676
2022-12-31,6.676
2023-01-01,6.676
2023-01-02,6.676
2023-01-03,6.611
2023-01-04,6.449
2023-01-05,6.498
2023-01-06,6.329
2023-01-07,6.329
2023-01-08,6.329
2023-01-09,6.3
2023-01-10,6.22
2023-01-11,6.053
2023-01-12,6.077
2023-01-13,5.989
2023-01-14,5.989
2023-01-15,5.989
2023-01-16,5.989
2023-01-17,5.935
2023-01-18,5.936
2023-01-19,5.953
2023-01-20,5.788
2023-01-21,5.788
2023-01-22,5.788
2023-01-23,5.768
2023-01-24,5.849
2023-01-25,5.8
2023-01-26,5.688
2023-01-27,5.661
2023-01-28,5.661
2023-01-29,5.661
2023-01-30,5.733
2023-01-31,5.775
2023-02-01,5.623
2023-02-02,6.052
2023-02-03,6.116
2023-02-04,6.116
2023-02-05,6.116
2023-02-06,6.326
2023-02-07,6.38
2023-02-08,6.47
2023-02-09,6.545
2023-02-10,6.45
2023-02-11,6.45
2023-02-12,6.45
2023-02-13,6.371
2023-02-14,6.445
2023-02-15,6.442
2023-02-16,6.559
2023-02-17,6.474
2023-02-18,6.474
2023-02-19,6.474
2023-02-20,6.474
2023-02-21,6.729
2023-02-22,6.698
2023-02-23,6.597
2023-02-24,6.629
2023-02-25,6.629
2023-02-26,6.629
2023-02-27,6.554
2023-02-28,6.529
2023-03-01,6.378
2023-03-02,6.419
2023-03-03,6.416
2023-03-04,6.416
2023-03-05,6.416
2023-03-06,6.483
2023-03-07,6.593
2023-03-08,6.528
2023-03-09,6.787
2023-03-10,7.114
2023-03-11,7.114
2023-03-12,7.114
2023-03-13,7.352
2023-03-14,7.348
2023-03-15,7.506
2023-03-16,7.301
2023-03-17,7.455
2023-03-18,7.455
2023-03-19,7.455
2023-03-20,7.297
2023-03-21,7.069
2023-03-22,7.226
2023-03-23,7.282
2023-03-24,7.453
2023-03-25,7.453
2023-03-26,7.453
2023-03-27,7.372
2023-03-28,7.55
2023-03-29,7.553
2023-03-30,7.652
2023-03-31,6.905
2023-04-01,6.905
2023-04-02,6.905
2023-04-03,7.021
2023-04-04,7.196
2023-04-05,7.255
2023-04-06,7.294
2023-04-07,7.294
2023-04-08,7.294
2023-04-09,7.294
2023-04-10,7.311
2023-04-11,7.135
2023-04-12,6.892
2023-04-13,6.799
2023-04-14,6.572
2023-04-15,6.572
2023-04-16,6.572
2023-04-17,6.484
2023-04-18,6.441
2023-04-19,6.387
2023-04-20,6.413
2023-04-21,6.313
2023-04-22,6.313
2023-04-23,6.313
2023-04-24,6.398
2023-04-25,6.582
2023-04-26,6.868
2023-04-27,6.888
2023-04-28,7.079
2023-04-29,7.079
2023-04-30,7.079
2023-05-01,7.109
2023-05-02,7.272
2023-05-03,7.372
2023-05-04,7.485
2023-05-05,7.48
2023-05-06,7.48
2023-05-07,7.48
2023-05-08,7.496
2023-05-09,7.496
2023-05-10,7.478
2023-05-11,7.572
2023-05-12,7.58
2023-05-13,7.58
2023-05-14,7.58
2023-05-15,7.544
2023-05-16,7.69
2023-05-17,7.604
2023-05-18,7.562
2023-05-19,7.644
2023-05-20,7.644
2023-05-21,7.644
2023-05-22,7.424
2023-05-23,7.429
2023-05-24,7.585
2023-05-25,7.674
2023-05-26,7.511
2023-05-27,7.511
2023-05-28,7.511
2023-05-29,7.511
2023-05-30,7.467
2023-05-31,7.53
2023-06-01,7.424
2023-06-02,7.018
2023-06-03,7.018
2023-06-04,7.018
2023-06-05,7.184
2023-06-06,7.116
2023-06-07,6.987
2023-06-08,7.051
2023-06-09,7.125
2023-06-10,7.125
2023-06-11,7.125
2023-06-12,7.179
2023-06-13,6.982
2023-06-14,6.897
2023-06-15,6.705
2023-06-16,6.73
2023-06-17,6.73
2023-06-18,6.73
2023-06-19,6.73
2023-06-20,6.612
2023-06-21,6.674
2023-06-22,6.83
