,CAT US Equity
2023-07-05,2.199
2023-07-06,2.237
2023-07-07,2.204
2023-07-08,2.204
2023-07-09,2.204
2023-07-10,2.172
2023-07-11,2.137
2023-07-12,2.13
2023-07-13,2.112
2023-07-14,2.114
2023-07-15,2.114
2023-07-16,2.114
2023-07-17,2.099
2023-07-18,2.048
2023-07-19,2.046
2023-07-20,2.059
2023-07-21,2.087
2023-07-22,2.087
2023-07-23,2.087
2023-07-24,2.073
2023-07-25,2.052
2023-07-26,2.081
2023-07-27,2.081
2023-07-28,2.064
2023-07-29,2.064
2023-07-30,2.064
2023-07-31,2.027
2023-08-01,1.864
2023-08-02,1.878
2023-08-03,1.911
2023-08-04,1.946
2023-08-05,1.946
2023-08-06,1.946
2023-08-07,1.91
2023-08-08,1.902
2023-08-09,1.901
2023-08-10,1.906
2023-08-11,1.899
2023-08-12,1.899
2023-08-13,1.899
2023-08-14,1.905
2023-08-15,1.954
2023-08-16,1.972
2023-08-17,1.967
2023-08-18,1.977
2023-08-19,1.977
2023-08-20,1.977
2023-08-21,1.984
2023-08-22,2.003
2023-08-23,1.982
2023-08-24,2.01
2023-08-25,1.986
2023-08-26,1.986
2023-08-27,1.986
2023-08-28,1.97
2023-08-29,1.933
2023-08-30,1.917
2023-08-31,1.925
2023-09-01,1.891
2023-09-02,1.891
2023-09-03,1.891
2023-09-04,1.891
2023-09-05,1.922
2023-09-06,1.909
2023-09-07,1.919
2023-09-08,1.913
2023-09-09,1.913
2023-09-10,1.913
2023-09-11,1.915
2023-09-12,1.916
2023-09-13,1.957
2023-09-14,1.911
2023-09-15,1.935
2023-09-16,1.935
2023-09-17,1.935
2023-09-18,1.919
2023-09-19,1.928
2023-09-20,1.935
2023-09-21,1.982
2023-09-22,1.975
2023-09-23,1.975
2023-09-24,1.975
2023-09-25,1.966
2023-09-26,2.001
2023-09-27,1.977
2023-09-28,1.952
2023-09-29,1.975
2023-09-30,1.975
2023-10-01,1.975
2023-10-02,1.985
2023-10-03,2.005
2023-10-04,2.035
2023-10-05,2.068
2023-10-06,2.027
2023-10-07,2.027
2023-10-08,2.027
2023-10-09,1.988
2023-10-10,1.974
2023-10-11,1.976
2023-10-12,2.0
2023-10-13,2.013
2023-10-14,2.013
2023-10-15,2.013
2023-10-16,1.991
2023-10-17,1.978
2023-10-18,2.08
2023-10-19,2.132
2023-10-20,2.153
2023-10-21,2.153
2023-10-22,2.153
2023-10-23,2.169
2023-10-24,2.15
2023-10-25,2.19
2023-10-26,2.213
2023-10-27,2.249
2023-10-28,2.249
2023-10-29,2.249
2023-10-30,2.215
2023-10-31,2.373
2023-11-01,2.314
2023-11-02,2.244
2023-11-03,2.228
2023-11-04,2.228
2023-11-05,2.228
2023-11-06,2.246
2023-11-07,2.279
2023-11-08,2.279
2023-11-09,2.286
2023-11-10,2.233
2023-11-11,2.233
2023-11-12,2.233
2023-11-13,2.218
2023-11-14,2.163
2023-11-15,2.135
2023-11-16,2.16
2023-11-17,2.123
2023-11-18,2.123
2023-11-19,2.123
2023-11-20,2.145
2023-11-21,2.154
2023-11-22,2.184
2023-11-23,2.184
2023-11-24,2.172
2023-11-25,2.172
2023-11-26,2.172
2023-11-27,2.172
2023-11-28,2.171
2023-11-29,2.154
2023-11-30,2.143
2023-12-01,2.093
2023-12-02,2.093
2023-12-03,2.093
2023-12-04,2.109
2023-12-05,2.105
2023-12-06,2.099
2023-12-07,2.087
2023-12-08,2.07
2023-12-09,2.07
2023-12-10,2.07
2023-12-11,2.059
2023-12-12,2.055
2023-12-13,2.012
2023-12-14,1.891
2023-12-15,1.887
2023-12-16,1.887
2023-12-17,1.887
2023-12-18,1.881
2023-12-19,1.834
2023-12-20,1.855
2023-12-21,1.852
2023-12-22,1.85
2023-12-23,1.85
2023-12-24,1.85
2023-12-25,1.85
2023-12-26,1.817
2023-12-27,1.802
2023-12-28,1.81
2023-12-29,1.817
2023-12-30,1.817
2023-12-31,1.817
2024-01-01,1.817
2024-01-02,1.836
2024-01-03,1.89
2024-01-04,1.878
2024-01-05,1.86
2024-01-06,1.86
2024-01-07,1.86
2024-01-08,1.838
2024-01-09,1.838
2024-01-10,1.831
2024-01-11,1.839
2024-01-12,1.85
2024-01-13,1.85
2024-01-14,1.85
2024-01-15,1.85
2024-01-16,1.87
2024-01-17,1.928
2024-01-18,1.906
2024-01-19,1.874
2024-01-20,1.874
2024-01-21,1.874
2024-01-22,1.852
2024-01-23,1.851
2024-01-24,1.839
2024-01-25,1.778
2024-01-26,1.786
2024-01-27,1.786
2024-01-28,1.786
2024-01-29,1.763
2024-01-30,1.754
2024-01-31,1.78
2024-02-01,1.738
2024-02-02,1.697
2024-02-03,1.697
2024-02-04,1.697
2024-02-05,1.674
2024-02-06,1.669
2024-02-07,1.666
2024-02-08,1.672
2024-02-09,1.701
2024-02-10,1.701
2024-02-11,1.701
2024-02-12,1.68
2024-02-13,1.727
2024-02-14,1.706
2024-02-15,1.672
2024-02-16,1.678
2024-02-17,1.678
2024-02-18,1.678
2024-02-19,1.678
2024-02-20,1.722
2024-02-21,1.703
2024-02-22,1.677
2024-02-23,1.668
2024-02-24,1.668
2024-02-25,1.668
2024-02-26,1.665
2024-02-27,1.653
2024-02-28,1.644
2024-02-29,1.622
2024-03-01,1.609
2024-03-02,1.609
2024-03-03,1.609
2024-03-04,1.603
2024-03-05,1.627
2024-03-06,1.617
2024-03-07,1.595
2024-03-08,1.6
2024-03-09,1.6
2024-03-10,1.6
2024-03-11,1.62
2024-03-12,1.609
2024-03-13,1.589
2024-03-14,1.587
2024-03-15,1.564
2024-03-16,1.564
2024-03-17,1.564
2024-03-18,1.542
2024-03-19,1.533
2024-03-20,1.523
2024-03-21,1.489
2024-03-22,1.515
2024-03-23,1.515
2024-03-24,1.515
2024-03-25,1.525
2024-03-26,1.523
2024-03-27,1.488
2024-03-28,1.481
2024-03-29,1.481
2024-03-30,1.481
2024-03-31,1.481
2024-04-01,1.492
2024-04-02,1.488
2024-04-03,1.444
2024-04-04,1.468
2024-04-05,1.431
2024-04-06,1.431
2024-04-07,1.431
2024-04-08,1.453
