,MMM US Equity
2023-06-23,7.654
2023-06-24,7.654
2023-06-25,7.654
2023-06-26,7.678
2023-06-27,7.843
2023-06-28,7.824
2023-06-29,7.771
2023-06-30,7.705
2023-07-01,7.705
2023-07-02,7.705
2023-07-03,7.625
2023-07-04,7.625
2023-07-05,7.819
2023-07-06,8.007
2023-07-07,7.927
2023-07-08,7.927
2023-07-09,7.927
2023-07-10,7.89
2023-07-11,7.523
2023-07-12,7.549
2023-07-13,7.455
2023-07-14,7.495
2023-07-15,7.495
2023-07-16,7.495
2023-07-17,7.54
2023-07-18,7.444
2023-07-19,7.41
2023-07-20,7.352
2023-07-21,7.35
2023-07-22,7.35
2023-07-23,7.35
2023-07-24,7.354
2023-07-25,6.974
2023-07-26,6.81
2023-07-27,6.898
2023-07-28,6.856
2023-07-29,6.856
2023-07-30,6.856
2023-07-31,6.879
2023-08-01,6.938
2023-08-02,7.043
2023-08-03,7.156
2023-08-04,7.27
2023-08-05,7.27
2023-08-06,7.27
2023-08-07,7.289
2023-08-08,7.367
2023-08-09,7.396
2023-08-10,7.382
2023-08-11,7.337
2023-08-12,7.337
2023-08-13,7.337
2023-08-14,7.417
2023-08-15,7.584
2023-08-16,7.61
2023-08-17,7.535
2023-08-18,7.557
2023-08-19,7.557
2023-08-20,7.557
2023-08-21,7.619
2023-08-22,7.672
2023-08-23,7.584
2023-08-24,7.672
2023-08-25,7.638
2023-08-26,7.638
2023-08-27,7.638
2023-08-28,7.258
2023-08-29,7.155
2023-08-30,7.228
2023-08-31,7.078
2023-09-01,7.059
2023-09-02,7.059
2023-09-03,7.059
2023-09-04,7.059
2023-09-05,7.066
2023-09-06,7.098
2023-09-07,7.126
2023-09-08,7.107
2023-09-09,7.107
2023-09-10,7.107
2023-09-11,6.998
2023-09-12,7.045
2023-09-13,7.472
2023-09-14,7.379
2023-09-15,7.465
2023-09-16,7.465
2023-09-17,7.465
2023-09-18,7.466
2023-09-19,7.526
2023-09-20,7.621
2023-09-21,7.738
2023-09-22,7.774
2023-09-23,7.774
2023-09-24,7.774
2023-09-25,7.958
2023-09-26,8.034
2023-09-27,8.07
2023-09-28,8.086
2023-09-29,8.055
2023-09-30,8.055
2023-10-01,8.055
2023-10-02,8.359
2023-10-03,8.493
2023-10-04,8.565
2023-10-05,8.583
2023-10-06,8.528
2023-10-07,8.528
2023-10-08,8.528
2023-10-09,8.562
2023-10-10,8.411
2023-10-11,8.435
2023-10-12,8.564
2023-10-13,8.597
2023-10-14,8.597
2023-10-15,8.597
2023-10-16,8.496
2023-10-17,8.439
2023-10-18,8.644
2023-10-19,8.777
2023-10-20,8.829
2023-10-21,8.829
2023-10-22,8.829
2023-10-23,8.927
2023-10-24,8.476
2023-10-25,8.554
2023-10-26,8.625
2023-10-27,8.737
2023-10-28,8.737
2023-10-29,8.737
2023-10-30,8.541
2023-10-31,8.407
2023-11-01,8.443
2023-11-02,8.283
2023-11-03,8.162
2023-11-04,8.162
2023-11-05,8.162
2023-11-06,8.192
2023-11-07,8.224
2023-11-08,8.298
2023-11-09,8.355
2023-11-10,8.255
2023-11-11,8.255
2023-11-12,8.255
2023-11-13,8.265
2023-11-14,8.067
2023-11-15,7.913
2023-11-16,7.88
2023-11-17,7.911
2023-11-18,7.911
2023-11-19,7.911
2023-11-20,7.941
2023-11-21,8.025
2023-11-22,7.909
2023-11-23,7.909
2023-11-24,7.861
2023-11-25,7.861
2023-11-26,7.861
2023-11-27,7.77
2023-11-28,7.657
2023-11-29,7.66
2023-11-30,7.613
2023-12-01,7.554
2023-12-02,7.554
2023-12-03,7.554
2023-12-04,7.292
2023-12-05,7.417
2023-12-06,7.338
2023-12-07,7.303
2023-12-08,7.297
2023-12-09,7.297
2023-12-10,7.297
2023-12-11,7.311
2023-12-12,7.354
2023-12-13,7.239
2023-12-14,7.046
2023-12-15,7.05
2023-12-16,7.05
2023-12-17,7.05
2023-12-18,7.124
2023-12-19,7.099
2023-12-20,7.275
2023-12-21,7.145
2023-12-22,7.093
2023-12-23,7.093
2023-12-24,7.093
2023-12-25,7.093
2023-12-26,6.977
2023-12-27,6.936
2023-12-28,6.876
2023-12-29,6.899
2023-12-30,6.899
2023-12-31,6.899
2024-01-01,6.899
2024-01-02,6.857
2024-01-03,6.984
2024-01-04,6.959
2024-01-05,6.929
2024-01-06,6.929
2024-01-07,6.929
2024-01-08,6.912
2024-01-09,6.897
2024-01-10,6.948
2024-01-11,6.908
2024-01-12,6.959
2024-01-13,6.959
2024-01-14,6.959
2024-01-15,6.959
2024-01-16,6.99
2024-01-17,7.093
2024-01-18,7.069
2024-01-19,6.982
2024-01-20,6.982
2024-01-21,6.982
2024-01-22,6.966
2024-01-23,7.733
2024-01-24,7.973
2024-01-25,7.746
2024-01-26,7.745
2024-01-27,7.745
2024-01-28,7.745
2024-01-29,7.713
2024-01-30,7.764
2024-01-31,7.879
2024-02-01,7.751
2024-02-02,7.836
2024-02-03,7.836
2024-02-04,7.836
2024-02-05,8.017
2024-02-06,7.929
2024-02-07,7.922
2024-02-08,7.977
2024-02-09,8.002
2024-02-10,8.002
2024-02-11,8.002
2024-02-12,7.85
2024-02-13,8.017
2024-02-14,8.037
2024-02-15,7.909
2024-02-16,8.007
2024-02-17,8.007
2024-02-18,8.007
2024-02-19,8.007
2024-02-20,7.958
2024-02-21,7.995
2024-02-22,7.95
2024-02-23,7.92
2024-02-24,7.92
2024-02-25,7.92
2024-02-26,7.984
2024-02-27,7.942
2024-02-28,8.015
2024-02-29,7.958
2024-03-01,8.078
2024-03-02,8.078
2024-03-03,8.078
2024-03-04,8.115
2024-03-05,8.006
2024-03-06,8.02
2024-03-07,8.012
2024-03-08,7.902
2024-03-09,7.902
2024-03-10,7.902
2024-03-11,7.896
2024-03-12,7.523
2024-03-13,7.136
2024-03-14,7.202
2024-03-15,7.073
2024-03-16,7.073
2024-03-17,7.073
2024-03-18,7.086
2024-03-19,7.051
2024-03-20,6.869
2024-03-21,6.885
2024-03-22,6.955
2024-03-23,6.955
2024-03-24,6.955
2024-03-25,7.084
2024-03-26,7.236
2024-03-27,7.1
2024-03-28,7.001
2024-03-29,7.001
2024-03-30,7.001
2024-03-31,7.001
2024-04-01,6.14
2024-04-02,6.218
2024-04-03,6.195
2024-04-04,6.376
2024-04-05,6.351
2024-04-06,6.351
2024-04-07,6.351
2024-04-08,6.31
