,LRCX US Equity
2023-06-23,1.143
2023-06-24,1.143
2023-06-25,1.143
2023-06-26,1.122
2023-06-27,1.072
2023-06-28,1.084
2023-06-29,1.087
2023-06-30,1.083
2023-07-01,1.083
2023-07-02,1.083
2023-07-03,1.069
2023-07-04,1.069
2023-07-05,1.107
2023-07-06,1.121
2023-07-07,1.127
2023-07-08,1.127
2023-07-09,1.127
2023-07-10,1.109
2023-07-11,1.124
2023-07-12,1.118
2023-07-13,1.091
2023-07-14,1.09
2023-07-15,1.09
2023-07-16,1.09
2023-07-17,1.055
2023-07-18,1.061
2023-07-19,1.087
2023-07-20,1.131
2023-07-21,1.116
2023-07-22,1.116
2023-07-23,1.116
2023-07-24,1.089
2023-07-25,1.07
2023-07-26,1.083
2023-07-27,1.048
2023-07-28,1.02
2023-07-29,1.02
2023-07-30,1.02
2023-07-31,1.024
2023-08-01,1.031
2023-08-02,1.076
2023-08-03,1.064
2023-08-04,1.069
2023-08-05,1.069
2023-08-06,1.069
2023-08-07,1.046
2023-08-08,1.06
2023-08-09,1.076
2023-08-10,1.075
2023-08-11,1.136
2023-08-12,1.136
2023-08-13,1.136
2023-08-14,1.11
2023-08-15,1.13
2023-08-16,1.146
2023-08-17,1.142
2023-08-18,1.135
2023-08-19,1.135
2023-08-20,1.135
2023-08-21,1.107
2023-08-22,1.111
2023-08-23,1.093
2023-08-24,1.136
2023-08-25,1.129
2023-08-26,1.129
2023-08-27,1.129
2023-08-28,1.119
2023-08-29,1.089
2023-08-30,1.086
2023-08-31,1.061
2023-09-01,1.056
2023-09-02,1.056
2023-09-03,1.056
2023-09-04,1.056
2023-09-05,1.058
2023-09-06,1.065
2023-09-07,1.095
2023-09-08,1.108
2023-09-09,1.108
2023-09-10,1.108
2023-09-11,1.117
2023-09-12,1.132
2023-09-13,1.122
2023-09-14,1.126
2023-09-15,1.186
2023-09-16,1.186
2023-09-17,1.186
2023-09-18,1.163
2023-09-19,1.182
2023-09-20,1.194
2023-09-21,1.211
2023-09-22,1.194
2023-09-23,1.194
2023-09-24,1.194
2023-09-25,1.191
2023-09-26,1.219
2023-09-27,1.204
2023-09-28,1.178
2023-09-29,1.179
2023-09-30,1.179
2023-10-01,1.179
2023-10-02,1.171
2023-10-03,1.196
2023-10-04,1.169
2023-10-05,1.181
2023-10-06,1.177
2023-10-07,1.177
2023-10-08,1.177
2023-10-09,1.177
2023-10-10,1.165
2023-10-11,1.152
2023-10-12,1.128
2023-10-13,1.146
2023-10-14,1.146
2023-10-15,1.146
2023-10-16,1.136
2023-10-17,1.144
2023-10-18,1.169
2023-10-19,1.296
2023-10-20,1.299
2023-10-21,1.299
2023-10-22,1.299
2023-10-23,1.301
2023-10-24,1.3
2023-10-25,1.346
2023-10-26,1.342
2023-10-27,1.345
2023-10-28,1.345
2023-10-29,1.345
2023-10-30,1.346
2023-10-31,1.335
2023-11-01,1.294
2023-11-02,1.26
2023-11-03,1.239
2023-11-04,1.239
2023-11-05,1.239
2023-11-06,1.229
2023-11-07,1.225
2023-11-08,1.213
2023-11-09,1.208
2023-11-10,1.146
2023-11-11,1.146
2023-11-12,1.146
2023-11-13,1.168
2023-11-14,1.132
2023-11-15,1.127
2023-11-16,1.123
2023-11-17,1.123
2023-11-18,1.123
2023-11-19,1.123
2023-11-20,1.094
2023-11-21,1.112
2023-11-22,1.095
2023-11-23,1.095
2023-11-24,1.095
2023-11-25,1.095
2023-11-26,1.095
2023-11-27,1.088
2023-11-28,1.106
2023-11-29,1.101
2023-11-30,1.098
2023-12-01,1.088
2023-12-02,1.088
2023-12-03,1.088
2023-12-04,1.107
2023-12-05,1.127
2023-12-06,1.131
2023-12-07,1.11
2023-12-08,1.118
2023-12-09,1.118
2023-12-10,1.118
2023-12-11,1.068
2023-12-12,1.072
2023-12-13,1.067
2023-12-14,1.022
2023-12-15,1.013
2023-12-16,1.013
2023-12-17,1.013
2023-12-18,1.018
2023-12-19,1.004
2023-12-20,1.038
2023-12-21,1.009
2023-12-22,1.005
2023-12-23,1.005
2023-12-24,1.005
2023-12-25,1.005
2023-12-26,0.985
2023-12-27,0.986
2023-12-28,0.993
2023-12-29,1.001
2023-12-30,1.001
2023-12-31,1.001
2024-01-01,1.001
2024-01-02,1.046
2024-01-03,1.064
2024-01-04,1.072
2024-01-05,1.07
2024-01-06,1.07
2024-01-07,1.07
2024-01-08,1.035
2024-01-09,1.042
2024-01-10,1.045
2024-01-11,1.031
2024-01-12,1.032
2024-01-13,1.032
2024-01-14,1.032
2024-01-15,1.032
2024-01-16,1.03
2024-01-17,1.036
2024-01-18,0.993
2024-01-19,0.944
2024-01-20,0.944
2024-01-21,0.944
2024-01-22,0.936
2024-01-23,0.94
2024-01-24,0.921
2024-01-25,0.911
2024-01-26,0.94
2024-01-27,0.94
2024-01-28,0.94
2024-01-29,0.931
2024-01-30,0.942
2024-01-31,0.954
2024-02-01,0.946
2024-02-02,0.939
2024-02-03,0.939
2024-02-04,0.939
2024-02-05,0.925
2024-02-06,0.943
2024-02-07,0.928
2024-02-08,0.911
2024-02-09,0.864
2024-02-10,0.864
2024-02-11,0.864
2024-02-12,0.867
2024-02-13,0.882
2024-02-14,0.86
2024-02-15,0.862
2024-02-16,0.85
2024-02-17,0.85
2024-02-18,0.85
2024-02-19,0.85
2024-02-20,0.874
2024-02-21,0.873
2024-02-22,0.834
2024-02-23,0.848
2024-02-24,0.848
2024-02-25,0.848
2024-02-26,0.839
2024-02-27,0.846
2024-02-28,0.853
2024-02-29,0.839
2024-03-01,0.802
2024-03-02,0.802
2024-03-03,0.802
2024-03-04,0.805
2024-03-05,0.818
2024-03-06,0.802
2024-03-07,0.792
2024-03-08,0.823
2024-03-09,0.823
2024-03-10,0.823
2024-03-11,0.846
2024-03-12,0.826
2024-03-13,0.848
2024-03-14,0.849
2024-03-15,0.863
2024-03-16,0.863
2024-03-17,0.863
2024-03-18,0.849
2024-03-19,0.844
2024-03-20,0.828
2024-03-21,0.8
2024-03-22,0.803
2024-03-23,0.803
2024-03-24,0.803
2024-03-25,0.809
2024-03-26,0.812
2024-03-27,0.814
2024-03-28,0.809
2024-03-29,0.809
2024-03-30,0.809
2024-03-31,0.809
2024-04-01,0.8
2024-04-02,0.812
2024-04-03,0.803
2024-04-04,0.826
2024-04-05,0.811
2024-04-06,0.811
2024-04-07,0.811
2024-04-08,0.812
