,SALM NO Equity,SALM NO Equity,SALM NO Equity,SALM NO Equity,SALM NO Equity
2011-05-12,36.474,36.474,33.094,36.474,12319.0
2011-05-13,37.6,37.6,37.178,37.459,2955.0
2011-05-14,37.6,37.6,37.178,37.459,2955.0
2011-05-15,37.6,37.6,37.178,37.459,2955.0
2011-05-16,37.6,37.741,36.614,36.896,25618.0
2011-05-17,37.6,37.741,36.614,36.896,25618.0
2011-05-18,36.755,37.741,36.755,37.319,2935.0
2011-05-19,37.319,37.741,36.614,36.614,5712.0
2011-05-20,37.037,37.037,35.488,35.488,19324.0
2011-05-21,37.037,37.037,35.488,35.488,19324.0
2011-05-22,37.037,37.037,35.488,35.488,19324.0
2011-05-23,35.488,37.6,33.939,34.361,11062.0
2011-05-24,34.22,36.474,34.22,36.051,16148.0
2011-05-25,36.896,36.896,35.206,35.206,4983.0
2011-05-26,35.488,36.051,35.488,36.051,1323.0
2011-05-27,36.333,36.333,34.925,35.629,52055.0
2011-05-28,36.333,36.333,34.925,35.629,52055.0
2011-05-29,36.333,36.333,34.925,35.629,52055.0
2011-05-30,35.629,37.459,35.629,36.192,10144.0
2011-05-31,36.614,36.614,36.051,36.051,47389.0
2011-06-01,36.051,36.051,35.769,36.051,3460.0
2011-06-02,36.051,36.051,35.769,36.051,3460.0
2011-06-03,36.952,37.103,36.201,36.652,12433.0
2011-06-04,36.952,37.103,36.201,36.652,12433.0
2011-06-05,36.952,37.103,36.201,36.652,12433.0
2011-06-06,36.952,37.103,35.901,36.051,40381.0
2011-06-07,36.051,36.652,36.051,36.051,59475.0
2011-06-08,36.051,36.352,33.648,33.948,55902.0
2011-06-09,34.098,34.549,33.648,34.249,60183.0
2011-06-10,33.948,34.699,33.347,33.347,143698.0
2011-06-11,33.948,34.699,33.347,33.347,143698.0
2011-06-12,33.948,34.699,33.347,33.347,143698.0
2011-06-13,33.948,34.699,33.347,33.347,143698.0
2011-06-14,34.249,35.45,34.249,35.45,10378.0
2011-06-15,35.45,35.45,33.047,33.047,6896.0
2011-06-16,33.047,33.047,31.244,31.845,8938.0
2011-06-17,31.845,32.446,31.845,32.446,35111.0
2011-06-18,31.845,32.446,31.845,32.446,35111.0
2011-06-19,31.845,32.446,31.845,32.446,35111.0
2011-06-20,31.845,32.897,31.845,32.446,2779.0
2011-06-21,32.596,33.798,32.296,33.798,322654.0
2011-06-22,33.798,33.798,33.798,33.798,322654.0
2011-06-23,34.249,34.249,32.897,33.047,6022.0
2011-06-24,33.347,33.347,31.244,32.746,19255.0
2011-06-25,33.347,33.347,31.244,32.746,19255.0
2011-06-26,33.347,33.347,31.244,32.746,19255.0
2011-06-27,31.094,31.395,30.944,31.094,2509.0
2011-06-28,30.794,31.244,30.493,30.493,19174.0
2011-06-29,30.944,31.395,30.643,31.395,11794.0
2011-06-30,31.395,31.845,30.944,31.845,28864.0
2011-07-01,32.296,32.296,31.695,31.995,1400.0
2011-07-02,32.296,32.296,31.695,31.995,1400.0
2011-07-03,32.296,32.296,31.695,31.995,1400.0
2011-07-04,31.845,33.197,31.845,33.047,13250.0
2011-07-05,32.746,33.047,32.146,32.146,21000.0
2011-07-06,32.146,32.146,31.545,31.545,13376.0
2011-07-07,31.545,31.845,31.545,31.545,6653.0
2011-07-08,31.545,31.545,30.343,30.343,9031.0
2011-07-09,31.545,31.545,30.343,30.343,9031.0
2011-07-10,31.545,31.545,30.343,30.343,9031.0
2011-07-11,30.643,30.643,30.193,30.193,11140.0
2011-07-12,30.343,30.343,29.742,29.742,4356.0
2011-07-13,29.742,29.742,29.442,29.442,7440.0
2011-07-14,28.841,30.043,27.699,27.699,26098.0
2011-07-15,27.699,27.759,26.137,26.137,14606.0
2011-07-16,27.699,27.759,26.137,26.137,14606.0
2011-07-17,27.699,27.759,26.137,26.137,14606.0
2011-07-18,26.437,26.858,26.437,26.437,11534.0
2011-07-19,26.257,26.437,26.077,26.437,42016.0
2011-07-20,27.038,27.038,26.498,26.498,2000.0
2011-07-21,27.339,28.781,27.339,28.781,303513.0
2011-07-22,28.781,28.781,28.24,28.24,2540.0
2011-07-23,28.781,28.781,28.24,28.24,2540.0
2011-07-24,28.781,28.781,28.24,28.24,2540.0
2011-07-25,28.54,28.54,28.54,28.54,3518.0
2011-07-26,28.841,29.442,28.54,29.442,7701.0
2011-07-27,29.442,29.442,29.382,29.382,12.0
2011-07-28,29.442,29.442,29.322,29.322,11.0
2011-07-29,29.382,29.382,29.382,29.382,15548.0
2011-07-30,29.382,29.382,29.382,29.382,15548.0
2011-07-31,29.382,29.382,29.382,29.382,15548.0
2011-08-01,29.021,29.021,28.781,28.781,2600.0
2011-08-02,29.442,29.442,28.36,28.36,1725.0
2011-08-03,27.038,27.639,26.437,26.437,20425.0
2011-08-04,27.098,27.098,26.437,26.437,4867.0
2011-08-05,26.437,26.858,24.635,24.635,30165.0
2011-08-06,26.437,26.858,24.635,24.635,30165.0
2011-08-07,26.437,26.858,24.635,24.635,30165.0
2011-08-08,24.575,25.536,23.133,23.133,69201.0
2011-08-09,22.832,22.832,21.931,22.232,177610.0
2011-08-10,23.313,24.395,23.313,23.914,12249.0
2011-08-11,23.914,24.034,23.794,23.794,46600.0
2011-08-12,24.335,25.116,24.335,25.116,1792.0
2011-08-13,24.335,25.116,24.335,25.116,1792.0
2011-08-14,24.335,25.116,24.335,25.116,1792.0
2011-08-15,25.116,25.716,25.116,25.716,2839.0
2011-08-16,25.656,25.716,25.236,25.236,12666.0
2011-08-17,25.837,25.837,24.695,25.236,13897.0
2011-08-18,23.373,24.335,23.373,24.034,6279.0
2011-08-19,22.832,24.034,18.927,24.034,222259.0
2011-08-20,22.832,24.034,18.927,24.034,222259.0
2011-08-21,22.832,24.034,18.927,24.034,222259.0
2011-08-22,22.171,22.652,22.171,22.652,12801.0
2011-08-23,23.433,23.734,22.652,23.734,67110.0
2011-08-24,24.635,24.695,23.433,23.433,32465.0
2011-08-25,23.433,25.176,23.433,25.176,13108.0
2011-08-26,25.176,25.837,22.832,25.837,14710.0
2011-08-27,25.176,25.837,22.832,25.837,14710.0
2011-08-28,25.176,25.837,22.832,25.837,14710.0
2011-08-29,25.236,25.236,24.335,24.635,9998.0
2011-08-30,24.034,24.034,24.034,24.034,573.0
2011-08-31,25.236,25.236,25.236,25.236,3450.0
2011-09-01,25.236,25.236,24.034,24.034,1550.0
2011-09-02,25.716,25.716,25.236,25.236,5403.0
2011-09-03,25.716,25.716,25.236,25.236,5403.0
2011-09-04,25.716,25.716,25.236,25.236,5403.0
2011-09-05,25.236,25.236,25.236,25.236,7000.0
2011-09-06,25.236,25.236,25.236,25.236,160.0
2011-09-07,25.236,25.236,25.236,25.236,1359.0
2011-09-08,25.236,25.236,25.236,25.236,1359.0
2011-09-09,25.236,25.837,25.236,25.777,7975.0
2011-09-10,25.236,25.837,25.236,25.777,7975.0
2011-09-11,25.236,25.837,25.236,25.777,7975.0
2011-09-12,25.176,25.176,23.073,23.073,2710.0
2011-09-13,22.953,23.854,22.892,22.892,6695.0
2011-09-14,23.073,23.433,22.232,22.232,6948.0
2011-09-15,21.931,23.974,21.931,23.974,1807.0
2011-09-16,23.433,25.116,22.592,25.116,16833.0
2011-09-17,23.433,25.116,22.592,25.116,16833.0
2011-09-18,23.433,25.116,22.592,25.116,16833.0
2011-09-19,23.133,25.116,23.133,25.116,8797.0
2011-09-20,24.034,24.635,23.193,23.193,3765.0
2011-09-21,23.734,23.734,22.953,23.073,2788.0
2011-09-22,22.953,24.575,22.832,22.832,6539.0
2011-09-23,22.832,22.832,22.832,22.832,15800.0
2011-09-24,22.832,22.832,22.832,22.832,15800.0
2011-09-25,22.832,22.832,22.832,22.832,15800.0
2011-09-26,21.15,21.15,20.729,20.729,31670.0
2011-09-27,20.789,20.789,20.729,20.729,2405.0
2011-09-28,22.171,22.171,19.948,19.948,8320.0
2011-09-29,20.729,20.729,19.828,20.129,1295.0
2011-09-30,20.729,20.729,19.227,19.828,1555.0
2011-10-01,20.729,20.729,19.227,19.828,1555.0
2011-10-02,20.729,20.729,19.227,19.828,1555.0
2011-10-03,20.609,20.609,18.326,18.326,8469.0
2011-10-04,18.326,18.326,16.523,16.824,85766.0
2011-10-05,17.425,17.725,16.223,17.725,97968.0
2011-10-06,18.026,18.026,18.026,18.026,2377.0
2011-10-07,20.729,20.729,19.227,20.369,449.0
2011-10-08,20.729,20.729,19.227,20.369,449.0
2011-10-09,20.729,20.729,19.227,20.369,449.0
2011-10-10,20.369,20.369,18.687,19.227,332385.0
2011-10-11,18.626,18.626,17.485,17.485,9772.0
2011-10-12,18.326,18.326,17.425,17.425,1020.0
2011-10-13,18.026,18.026,17.244,17.725,8647.0
2011-10-14,18.386,18.626,18.386,18.626,98171.0
2011-10-15,18.386,18.626,18.386,18.626,98171.0
2011-10-16,18.386,18.626,18.386,18.626,98171.0
2011-10-17,19.227,19.828,18.626,18.626,7950.0
2011-10-18,18.626,18.626,18.626,18.626,7950.0
2011-10-19,18.026,19.167,18.026,19.167,4186.0
2011-10-20,18.506,18.506,18.506,18.506,87.0
2011-10-21,18.927,18.927,18.026,18.026,9848.0
2011-10-22,18.927,18.927,18.026,18.026,9848.0
2011-10-23,18.927,18.927,18.026,18.026,9848.0
2011-10-24,18.026,18.026,18.026,18.026,1288.0
2011-10-25,18.626,18.626,18.326,18.626,12579.0
2011-10-26,18.867,19.167,18.687,18.927,10370.0
2011-10-27,18.626,19.528,18.626,18.927,8437.0
2011-10-28,19.828,20.429,19.828,20.429,50301.0
2011-10-29,19.828,20.429,19.828,20.429,50301.0
2011-10-30,19.828,20.429,19.828,20.429,50301.0
2011-10-31,20.429,20.429,20.429,20.429,4700.0
2011-11-01,20.129,20.129,19.828,19.828,2603.0
2011-11-02,19.828,19.828,18.326,18.326,1550.0
2011-11-03,18.927,19.648,18.927,19.648,2953.0
2011-11-04,19.828,19.828,19.828,19.828,507.0
2011-11-05,19.828,19.828,19.828,19.828,507.0
2011-11-06,19.828,19.828,19.828,19.828,507.0
2011-11-07,19.828,19.828,19.828,19.828,507.0
2011-11-08,19.828,20.429,19.528,19.528,105001.0
2011-11-09,19.347,19.347,18.026,18.026,6151.0
2011-11-10,19.047,19.047,17.305,17.425,6447.0
2011-11-11,17.725,17.725,16.944,17.124,3460.0
2011-11-12,17.725,17.725,16.944,17.124,3460.0
2011-11-13,17.725,17.725,16.944,17.124,3460.0
2011-11-14,17.124,18.026,15.983,15.983,8074.0
2011-11-15,16.043,16.043,15.141,15.622,99288.0
2011-11-16,16.764,16.764,15.923,16.523,32338.0
2011-11-17,16.704,16.824,15.262,16.824,11495.0
2011-11-18,15.322,19.227,15.322,17.425,108496.0
2011-11-19,15.322,19.227,15.322,17.425,108496.0
2011-11-20,15.322,19.227,15.322,17.425,108496.0
2011-11-21,17.725,17.725,16.824,16.824,10700.0
2011-11-22,16.824,16.884,15.923,16.884,7641.0
2011-11-23,16.884,17.425,15.862,15.862,61955.0
2011-11-24,16.343,16.884,15.983,15.983,41703.0
2011-11-25,16.824,16.824,15.682,16.223,6894.0
2011-11-26,16.824,16.824,15.682,16.223,6894.0
2011-11-27,16.824,16.824,15.682,16.223,6894.0
2011-11-28,16.824,16.824,16.824,16.824,202.0
2011-11-29,16.824,17.425,16.824,17.425,995.0
2011-11-30,16.824,20.429,16.824,20.429,35143.0
2011-12-01,20.91,20.91,18.026,19.227,32240.0
2011-12-02,19.528,19.528,19.528,19.528,2969.0
2011-12-03,19.528,19.528,19.528,19.528,2969.0
2011-12-04,19.528,19.528,19.528,19.528,2969.0
2011-12-05,19.828,19.828,19.828,19.828,7818.0
2011-12-06,18.386,19.828,18.026,19.828,9361.0
2011-12-07,19.528,19.828,18.266,19.708,19602.0
2011-12-08,20.129,20.129,18.927,20.129,3372.0
2011-12-09,19.828,19.828,18.687,18.687,3735.0
2011-12-10,19.828,19.828,18.687,18.687,3735.0
2011-12-11,19.828,19.828,18.687,18.687,3735.0
2011-12-12,19.227,19.227,18.506,18.506,775.0
2011-12-13,18.386,18.386,18.206,18.206,2508.0
2011-12-14,17.425,17.425,15.382,15.622,43099.0
2011-12-15,15.923,15.923,15.322,15.442,18568.0
2011-12-16,15.622,16.704,15.382,15.742,35962.0
2011-12-17,15.622,16.704,15.382,15.742,35962.0
2011-12-18,15.622,16.704,15.382,15.742,35962.0
2011-12-19,15.502,15.622,15.262,15.622,2840.0
2011-12-20,15.322,16.103,15.262,15.923,25047.0
2011-12-21,15.802,16.103,15.802,15.923,37830.0
2011-12-22,16.163,16.764,15.983,16.764,12936.0
2011-12-23,16.523,17.004,16.223,17.004,6570.0
2011-12-24,16.523,17.004,16.223,17.004,6570.0
2011-12-25,16.523,17.004,16.223,17.004,6570.0
2011-12-26,16.523,17.004,16.223,17.004,6570.0
2011-12-27,17.845,17.845,17.845,17.845,31.0
2011-12-28,17.124,19.047,16.824,19.047,8933.0
2011-12-29,18.626,19.047,18.026,18.026,39996.0
2011-12-30,18.086,18.086,18.026,18.026,2120.0
2011-12-31,18.086,18.086,18.026,18.026,2120.0
2012-01-01,18.086,18.086,18.026,18.026,2120.0
2012-01-02,18.626,18.626,17.064,17.184,5074.0
2012-01-03,17.184,17.905,17.184,17.425,5793.0
2012-01-04,17.725,18.026,17.425,18.026,6497.0
2012-01-05,18.026,18.026,18.026,18.026,6497.0
2012-01-06,17.965,17.965,17.004,17.004,584.0
2012-01-07,17.965,17.965,17.004,17.004,584.0
2012-01-08,17.965,17.965,17.004,17.004,584.0
2012-01-09,17.905,18.026,17.425,17.425,107806.0
2012-01-10,17.425,17.425,17.425,17.425,4400.0
2012-01-11,18.146,18.146,18.026,18.026,3232.0
2012-01-12,18.026,18.026,17.965,18.026,21700.0
2012-01-13,18.086,18.386,18.086,18.386,7516.0
2012-01-14,18.086,18.386,18.086,18.386,7516.0
2012-01-15,18.086,18.386,18.086,18.386,7516.0
2012-01-16,18.626,18.626,18.026,18.266,89837.0
2012-01-17,18.026,18.626,18.026,18.626,6712.0
2012-01-18,18.326,18.626,18.026,18.626,14500.0
2012-01-19,18.987,19.828,18.927,18.927,21372.0
2012-01-20,19.648,19.648,18.086,19.528,21551.0
2012-01-21,19.648,19.648,18.086,19.528,21551.0
2012-01-22,19.648,19.648,18.086,19.528,21551.0
2012-01-23,19.528,19.528,18.807,18.927,350.0
2012-01-24,19.107,19.528,18.807,19.528,8396.0
2012-01-25,18.687,19.167,18.566,18.626,12020.0
2012-01-26,19.708,20.189,18.687,18.687,19678.0
2012-01-27,19.948,19.948,18.987,19.227,9759.0
2012-01-28,19.948,19.948,18.987,19.227,9759.0
2012-01-29,19.948,19.948,18.987,19.227,9759.0
2012-01-30,19.408,19.408,18.927,18.987,800.0
2012-01-31,19.468,19.468,19.227,19.227,11368.0
2012-02-01,19.227,19.528,19.227,19.528,1391.0
2012-02-02,18.807,19.528,18.807,19.528,52350.0
2012-02-03,18.927,18.927,18.867,18.867,1370.0
2012-02-04,18.927,18.927,18.867,18.867,1370.0
2012-02-05,18.927,18.927,18.867,18.867,1370.0
2012-02-06,19.528,19.528,19.227,19.227,339853.0
2012-02-07,19.948,19.948,18.927,18.927,13615.0
2012-02-08,19.347,19.347,19.287,19.287,1146.0
2012-02-09,19.948,19.948,18.927,18.927,2435.0
2012-02-10,18.927,18.927,18.446,18.446,3163.0
2012-02-11,18.927,18.927,18.446,18.446,3163.0
2012-02-12,18.927,18.927,18.446,18.446,3163.0
2012-02-13,18.927,18.927,18.927,18.927,2942560.0
2012-02-14,18.927,19.227,18.927,19.227,15013.0
2012-02-15,19.948,20.309,19.227,19.828,11394.0
2012-02-16,20.309,21.33,19.828,21.33,16860.0
2012-02-17,21.33,21.631,20.729,21.631,14270.0
2012-02-18,21.33,21.631,20.729,21.631,14270.0
2012-02-19,21.33,21.631,20.729,21.631,14270.0
2012-02-20,21.03,22.171,21.03,22.171,1027.0
2012-02-21,21.03,22.232,21.03,22.232,9770.0
2012-02-22,22.472,22.532,20.789,20.789,4053.0
2012-02-23,20.789,21.631,20.789,21.631,3208.0
2012-02-24,21.931,21.931,20.429,20.429,2255.0
2012-02-25,21.931,21.931,20.429,20.429,2255.0
2012-02-26,21.931,21.931,20.429,20.429,2255.0
2012-02-27,20.429,20.429,20.068,20.068,1321.0
2012-02-28,20.068,20.068,19.528,20.068,1209.0
2012-02-29,19.648,19.648,19.648,19.648,100.0
2012-03-01,18.026,18.326,17.905,18.266,5307944.0
2012-03-02,18.266,18.266,18.026,18.026,54601.0
2012-03-03,18.266,18.266,18.026,18.026,54601.0
2012-03-04,18.266,18.266,18.026,18.026,54601.0
2012-03-05,18.326,18.386,17.004,17.425,42647.0
2012-03-06,17.425,17.605,17.124,17.124,128360.0
2012-03-07,17.605,18.026,17.485,17.485,28709.0
2012-03-08,17.665,18.626,17.545,18.626,325269.0
2012-03-09,18.326,18.626,18.086,18.146,138881.0
2012-03-10,18.326,18.626,18.086,18.146,138881.0
2012-03-11,18.326,18.626,18.086,18.146,138881.0
2012-03-12,18.326,18.326,18.026,18.026,43394.0
2012-03-13,18.326,18.446,18.146,18.266,85885.0
2012-03-14,18.566,18.927,18.506,18.566,94712.0
2012-03-15,18.867,19.047,18.626,18.927,69296.0
2012-03-16,18.687,19.347,18.386,18.927,75802.0
2012-03-17,18.687,19.347,18.386,18.927,75802.0
2012-03-18,18.687,19.347,18.386,18.927,75802.0
2012-03-19,19.227,19.287,18.807,18.807,16235.0
2012-03-20,18.687,18.687,18.146,18.566,11838.0
2012-03-21,18.626,19.648,18.566,18.566,9093.0
2012-03-22,18.927,19.167,18.386,18.386,36072.0
2012-03-23,18.867,19.107,17.905,18.326,31477.0
2012-03-24,18.867,19.107,17.905,18.326,31477.0
2012-03-25,18.867,19.107,17.905,18.326,31477.0
2012-03-26,18.206,18.206,17.845,17.845,7115.0
2012-03-27,18.927,18.927,17.725,17.845,9530.0
2012-03-28,17.845,18.146,17.785,17.845,9908.0
2012-03-29,17.965,17.965,17.485,17.485,10068.0
2012-03-30,17.725,18.326,17.485,17.485,2098.0
2012-03-31,17.725,18.326,17.485,17.485,2098.0
2012-04-01,17.725,18.326,17.485,17.485,2098.0
2012-04-02,17.545,18.026,17.545,18.026,15662.0
2012-04-03,18.266,18.266,17.605,17.725,3538.0
2012-04-04,18.086,18.086,17.605,17.605,6367.0
2012-04-05,18.086,18.086,17.605,17.605,6367.0
2012-04-06,18.086,18.086,17.605,17.605,6367.0
2012-04-07,18.086,18.086,17.605,17.605,6367.0
2012-04-08,18.086,18.086,17.605,17.605,6367.0
2012-04-09,18.086,18.086,17.605,17.605,6367.0
2012-04-10,17.605,18.026,17.425,17.425,56874.0
2012-04-11,17.545,17.785,17.425,17.425,25864.0
2012-04-12,17.605,18.026,17.004,17.004,5894.0
2012-04-13,17.305,17.305,16.824,16.824,18106.0
2012-04-14,17.305,17.305,16.824,16.824,18106.0
2012-04-15,17.305,17.305,16.824,16.824,18106.0
2012-04-16,17.124,17.124,16.824,16.824,631.0
2012-04-17,16.824,17.064,16.584,16.824,69363.0
2012-04-18,17.305,17.305,17.305,17.305,1000.0
2012-04-19,17.124,17.124,17.004,17.004,1167.0
2012-04-20,17.305,17.305,16.824,16.824,3427.0
2012-04-21,17.305,17.305,16.824,16.824,3427.0
2012-04-22,17.305,17.305,16.824,16.824,3427.0
2012-04-23,16.824,17.425,16.223,16.283,3850.0
2012-04-24,17.425,17.425,16.824,17.365,13310.0
2012-04-25,17.425,17.425,16.824,17.124,101630.0
2012-04-26,17.184,17.545,17.064,17.425,5221.0
2012-04-27,17.124,17.545,17.124,17.124,3079.0
2012-04-28,17.124,17.545,17.124,17.124,3079.0
2012-04-29,17.124,17.545,17.124,17.124,3079.0
2012-04-30,16.824,18.026,16.824,18.026,25000.0
2012-05-01,16.824,18.026,16.824,18.026,25000.0
2012-05-02,18.026,18.026,17.124,17.124,25378.0
2012-05-03,17.485,17.725,17.425,17.725,2332.0
2012-05-04,17.725,17.725,17.425,17.425,3599.0
2012-05-05,17.725,17.725,17.425,17.425,3599.0
2012-05-06,17.725,17.725,17.425,17.425,3599.0
2012-05-07,17.725,18.266,17.725,18.266,36895.0
2012-05-08,17.425,17.425,17.425,17.425,200.0
2012-05-09,17.725,17.725,17.425,17.425,1740.0
2012-05-10,17.244,17.605,16.764,17.605,46565.0
2012-05-11,17.605,18.086,17.605,18.086,36443.0
2012-05-12,17.605,18.086,17.605,18.086,36443.0
2012-05-13,17.605,18.086,17.605,18.086,36443.0
2012-05-14,18.086,18.086,17.965,18.026,7095.0
2012-05-15,18.026,18.026,18.026,18.026,70.0
2012-05-16,17.725,17.725,17.124,17.124,45.0
2012-05-17,17.725,17.725,17.124,17.124,45.0
2012-05-18,17.785,17.785,16.824,16.884,35859.0
2012-05-19,17.785,17.785,16.824,16.884,35859.0
2012-05-20,17.785,17.785,16.824,16.884,35859.0
2012-05-21,17.124,17.124,17.124,17.124,60455.0
2012-05-22,17.725,18.026,17.425,17.725,15707.0
2012-05-23,16.824,17.785,16.824,17.785,24151.0
2012-05-24,17.365,17.365,17.365,17.365,5579.0
2012-05-25,17.365,17.365,16.824,16.884,7586.0
2012-05-26,17.365,17.365,16.824,16.884,7586.0
2012-05-27,17.365,17.365,16.824,16.884,7586.0
2012-05-28,17.365,17.365,16.824,16.884,7586.0
2012-05-29,16.223,16.644,16.103,16.644,8479.0
2012-05-30,16.523,17.064,15.322,17.064,6294.0
2012-05-31,17.064,17.425,15.442,17.425,28626.0
2012-06-01,18.026,18.026,17.124,17.305,18346.0
2012-06-02,18.026,18.026,17.124,17.305,18346.0
2012-06-03,18.026,18.026,17.124,17.305,18346.0
2012-06-04,17.425,17.425,16.523,16.523,26247.0
2012-06-05,16.223,16.704,16.223,16.523,3864.0
2012-06-06,16.523,17.425,16.523,16.824,64625.0
2012-06-07,17.425,17.425,16.523,16.584,5225.0
2012-06-08,17.124,18.026,15.923,15.923,53764.0
2012-06-09,17.124,18.026,15.923,15.923,53764.0
2012-06-10,17.124,18.026,15.923,15.923,53764.0
2012-06-11,17.365,17.365,15.923,16.223,8896.0
2012-06-12,15.742,16.223,15.742,16.223,18022.0
2012-06-13,17.365,17.365,15.742,15.742,14019.0
2012-06-14,15.923,16.283,15.923,15.923,2247.0
2012-06-15,16.223,17.305,15.923,17.124,68980.0
2012-06-16,16.223,17.305,15.923,17.124,68980.0
2012-06-17,16.223,17.305,15.923,17.124,68980.0
2012-06-18,17.184,17.425,16.824,17.124,17071.0
2012-06-19,17.725,17.725,16.644,17.425,62701.0
2012-06-20,17.425,17.425,17.004,17.124,14303.0
2012-06-21,17.124,17.124,16.704,16.884,25297.0
2012-06-22,16.944,16.944,16.103,16.103,90277.0
2012-06-23,16.944,16.944,16.103,16.103,90277.0
2012-06-24,16.944,16.944,16.103,16.103,90277.0
2012-06-25,16.283,16.463,16.223,16.403,8054.0
2012-06-26,16.343,17.004,16.223,16.283,35340.0
2012-06-27,16.584,17.124,16.584,17.124,14938.0
2012-06-28,17.064,18.026,17.064,17.725,154088.0
2012-06-29,17.845,18.987,17.845,18.927,196598.0
2012-06-30,17.845,18.987,17.845,18.927,196598.0
2012-07-01,17.845,18.987,17.845,18.927,196598.0
2012-07-02,18.927,19.227,18.747,19.227,133411.0
2012-07-03,19.227,19.648,18.626,19.227,8850.0
2012-07-04,19.648,19.648,18.927,18.927,34635.0
2012-07-05,19.528,19.648,18.626,18.927,14189.0
2012-07-06,19.468,19.468,19.167,19.227,42429.0
2012-07-07,19.468,19.468,19.167,19.227,42429.0
2012-07-08,19.468,19.468,19.167,19.227,42429.0
2012-07-09,19.227,19.227,19.047,19.107,45900.0
2012-07-10,19.107,19.227,18.927,18.927,41962.0
2012-07-11,19.227,19.227,19.227,19.227,874.0
2012-07-12,19.347,19.588,18.987,19.347,13218.0
2012-07-13,19.648,19.768,19.047,19.768,13552.0
2012-07-14,19.648,19.768,19.047,19.768,13552.0
2012-07-15,19.648,19.768,19.047,19.768,13552.0
2012-07-16,19.768,19.768,19.227,19.768,4440.0
2012-07-17,19.768,20.249,19.768,20.249,8933.0
2012-07-18,20.249,20.429,19.408,19.528,14899.0
2012-07-19,20.609,20.97,19.528,19.528,3627.0
2012-07-20,18.807,18.807,18.807,18.807,23029.0
2012-07-21,18.807,18.807,18.807,18.807,23029.0
2012-07-22,18.807,18.807,18.807,18.807,23029.0
2012-07-23,18.446,18.626,17.665,17.665,44629.0
2012-07-24,17.725,18.026,17.725,17.845,9012.0
2012-07-25,17.665,18.206,17.665,18.206,28551.0
2012-07-26,18.086,19.888,18.086,18.626,8828.0
2012-07-27,18.927,19.227,18.626,19.227,4190.0
2012-07-28,18.927,19.227,18.626,19.227,4190.0
2012-07-29,18.927,19.227,18.626,19.227,4190.0
2012-07-30,19.227,19.347,19.167,19.347,6028.0
2012-07-31,19.408,19.408,18.086,18.687,44500.0
2012-08-01,18.687,18.687,18.146,18.206,3878.0
2012-08-02,18.386,18.386,18.026,18.026,17073.0
2012-08-03,18.026,19.167,18.026,18.927,66237.0
2012-08-04,18.026,19.167,18.026,18.927,66237.0
2012-08-05,18.026,19.167,18.026,18.927,66237.0
2012-08-06,19.227,19.528,18.747,18.747,25637.0
2012-08-07,18.626,18.687,18.626,18.687,49501.0
2012-08-08,18.626,19.167,18.386,18.386,15244.0
2012-08-09,18.506,18.927,18.326,18.687,7760.0
2012-08-10,18.626,19.107,18.626,19.107,6931.0
2012-08-11,18.626,19.107,18.626,19.107,6931.0
2012-08-12,18.626,19.107,18.626,19.107,6931.0
2012-08-13,19.167,19.167,18.626,19.047,3057.0
2012-08-14,18.927,18.927,18.927,18.927,24550.0
2012-08-15,19.768,19.828,19.107,19.768,48616.0
2012-08-16,19.768,19.768,19.768,19.768,42638.0
2012-08-17,19.708,20.129,19.227,20.129,46151.0
2012-08-18,19.708,20.129,19.227,20.129,46151.0
2012-08-19,19.708,20.129,19.227,20.129,46151.0
2012-08-20,19.828,20.129,19.227,19.227,55208.0
2012-08-21,20.129,20.129,19.588,19.588,3633.0
2012-08-22,19.768,20.008,19.768,20.008,133084.0
2012-08-23,19.828,20.129,19.708,19.828,66075.0
2012-08-24,19.828,20.729,19.828,20.669,124751.0
2012-08-25,19.828,20.729,19.828,20.669,124751.0
2012-08-26,19.828,20.729,19.828,20.669,124751.0
2012-08-27,20.91,21.511,20.549,21.33,72802.0
