,HMSP IJ Equity
2010-10-01,68.8651
2010-10-02,68.8651
2010-10-03,68.8651
2010-10-04,68.8651
2010-10-05,68.8651
2010-10-06,68.8651
2010-10-07,68.8651
2010-10-08,68.8651
2010-10-09,68.8651
2010-10-10,68.8651
2010-10-11,68.8651
2010-10-12,68.8651
2010-10-13,68.8651
2010-10-14,68.8651
2010-10-15,68.8651
2010-10-16,68.8651
2010-10-17,68.8651
2010-10-18,68.8651
2010-10-19,68.8651
2010-10-20,68.8651
2010-10-21,68.8651
2010-10-22,68.8651
2010-10-23,68.8651
2010-10-24,68.8651
2010-10-25,68.8651
2010-10-26,68.8651
2010-10-27,68.8651
2010-10-28,68.8651
2010-10-29,68.8651
2010-10-30,68.8651
2010-10-31,68.8651
2010-11-01,68.8651
2010-11-02,68.8651
2010-11-03,68.8651
2010-11-04,68.8651
2010-11-05,68.8651
2010-11-06,68.8651
2010-11-07,68.8651
2010-11-08,68.8651
2010-11-09,68.8651
2010-11-10,68.8651
2010-11-11,68.8651
2010-11-12,68.8651
2010-11-13,68.8651
2010-11-14,68.8651
2010-11-15,68.8651
2010-11-16,68.8651
2010-11-17,68.8651
2010-11-18,68.8651
2010-11-19,68.8651
2010-11-20,68.8651
2010-11-21,68.8651
2010-11-22,68.8651
2010-11-23,68.8651
2010-11-24,68.8651
2010-11-25,68.8651
2010-11-26,68.8651
2010-11-27,68.8651
2010-11-28,68.8651
2010-11-29,68.8651
2010-11-30,68.8651
2010-12-01,68.8651
2010-12-02,68.8651
2010-12-03,68.8651
2010-12-04,68.8651
2010-12-05,68.8651
2010-12-06,68.8651
2010-12-07,68.8651
2010-12-08,68.8651
2010-12-09,68.8651
2010-12-10,68.8651
2010-12-11,68.8651
2010-12-12,68.8651
2010-12-13,68.8651
2010-12-14,68.8651
2010-12-15,68.8651
2010-12-16,68.8651
2010-12-17,68.8651
2010-12-18,68.8651
2010-12-19,68.8651
2010-12-20,68.8651
2010-12-21,68.8651
2010-12-22,68.8651
2010-12-23,68.8651
2010-12-24,68.8651
2010-12-25,68.8651
2010-12-26,68.8651
2010-12-27,68.8651
2010-12-28,68.8651
2010-12-29,68.8651
2010-12-30,68.8651
2010-12-31,62.1146
2011-01-01,62.1146
2011-01-02,62.1146
2011-01-03,62.1146
2011-01-04,62.1146
2011-01-05,62.1146
2011-01-06,62.1146
2011-01-07,62.1146
2011-01-08,62.1146
2011-01-09,62.1146
2011-01-10,62.1146
2011-01-11,62.1146
2011-01-12,62.1146
2011-01-13,62.1146
2011-01-14,62.1146
2011-01-15,62.1146
2011-01-16,62.1146
2011-01-17,62.1146
2011-01-18,62.1146
2011-01-19,62.1146
2011-01-20,62.1146
2011-01-21,62.1146
2011-01-22,62.1146
2011-01-23,62.1146
2011-01-24,62.1146
2011-01-25,62.1146
2011-01-26,62.1146
2011-01-27,62.1146
2011-01-28,62.1146
2011-01-29,62.1146
2011-01-30,62.1146
2011-01-31,62.1146
2011-02-01,62.1146
2011-02-02,62.1146
2011-02-03,62.1146
2011-02-04,62.1146
2011-02-05,62.1146
2011-02-06,62.1146
2011-02-07,62.1146
2011-02-08,62.1146
2011-02-09,62.1146
2011-02-10,62.1146
2011-02-11,62.1146
2011-02-12,62.1146
2011-02-13,62.1146
2011-02-14,62.1146
2011-02-15,62.1146
2011-02-16,62.1146
2011-02-17,62.1146
2011-02-18,62.1146
2011-02-19,62.1146
2011-02-20,62.1146
2011-02-21,62.1146
2011-02-22,62.1146
2011-02-23,62.1146
2011-02-24,62.1146
2011-02-25,62.1146
2011-02-26,62.1146
2011-02-27,62.1146
2011-02-28,62.1146
2011-03-01,62.1146
2011-03-02,62.1146
2011-03-03,62.1146
2011-03-04,62.1146
2011-03-05,62.1146
2011-03-06,62.1146
2011-03-07,62.1146
2011-03-08,62.1146
2011-03-09,62.1146
2011-03-10,62.1146
2011-03-11,62.1146
2011-03-12,62.1146
2011-03-13,62.1146
2011-03-14,62.1146
2011-03-15,62.1146
2011-03-16,62.1146
2011-03-17,62.1146
2011-03-18,62.1146
2011-03-19,62.1146
2011-03-20,62.1146
2011-03-21,62.1146
2011-03-22,62.1146
2011-03-23,62.1146
2011-03-24,62.1146
2011-03-25,62.1146
2011-03-26,62.1146
2011-03-27,62.1146
2011-03-28,62.1146
2011-03-29,62.1146
2011-03-30,62.1146
2011-03-31,56.053
2011-04-01,56.053
2011-04-02,56.053
2011-04-03,56.053
2011-04-04,56.053
2011-04-05,56.053
2011-04-06,56.053
2011-04-07,56.053
2011-04-08,56.053
2011-04-09,56.053
2011-04-10,56.053
2011-04-11,56.053
2011-04-12,56.053
2011-04-13,56.053
2011-04-14,56.053
2011-04-15,56.053
2011-04-16,56.053
2011-04-17,56.053
2011-04-18,56.053
2011-04-19,56.053
2011-04-20,56.053
2011-04-21,56.053
2011-04-22,56.053
2011-04-23,56.053
2011-04-24,56.053
2011-04-25,56.053
2011-04-26,56.053
2011-04-27,56.053
2011-04-28,56.053
2011-04-29,56.053
2011-04-30,56.053
2011-05-01,56.053
2011-05-02,56.053
2011-05-03,56.053
2011-05-04,56.053
2011-05-05,56.053
2011-05-06,56.053
2011-05-07,56.053
2011-05-08,56.053
2011-05-09,56.053
2011-05-10,56.053
2011-05-11,56.053
2011-05-12,56.053
2011-05-13,56.053
2011-05-14,56.053
2011-05-15,56.053
2011-05-16,56.053
2011-05-17,56.053
2011-05-18,56.053
2011-05-19,56.053
2011-05-20,56.053
2011-05-21,56.053
2011-05-22,56.053
2011-05-23,56.053
2011-05-24,56.053
2011-05-25,56.053
2011-05-26,56.053
2011-05-27,56.053
2011-05-28,56.053
2011-05-29,56.053
2011-05-30,56.053
2011-05-31,56.053
2011-06-01,56.053
2011-06-02,56.053
2011-06-03,56.053
2011-06-04,56.053
2011-06-05,56.053
2011-06-06,56.053
2011-06-07,56.053
2011-06-08,56.053
2011-06-09,56.053
2011-06-10,56.053
2011-06-11,56.053
2011-06-12,56.053
2011-06-13,56.053
2011-06-14,56.053
2011-06-15,56.053
2011-06-16,56.053
2011-06-17,56.053
2011-06-18,56.053
2011-06-19,56.053
2011-06-20,56.053
2011-06-21,56.053
2011-06-22,56.053
2011-06-23,56.053
2011-06-24,56.053
2011-06-25,56.053
2011-06-26,56.053
2011-06-27,56.053
2011-06-28,56.053
2011-06-29,56.053
2011-06-30,108.3367
2011-07-01,108.3367
2011-07-02,108.3367
2011-07-03,108.3367
2011-07-04,108.3367
2011-07-05,108.3367
2011-07-06,108.3367
2011-07-07,108.3367
2011-07-08,108.3367
2011-07-09,108.3367
2011-07-10,108.3367
2011-07-11,108.3367
2011-07-12,108.3367
2011-07-13,108.3367
2011-07-14,108.3367
2011-07-15,108.3367
2011-07-16,108.3367
2011-07-17,108.3367
2011-07-18,108.3367
2011-07-19,108.3367
2011-07-20,108.3367
2011-07-21,108.3367
2011-07-22,108.3367
2011-07-23,108.3367
2011-07-24,108.3367
2011-07-25,108.3367
2011-07-26,108.3367
2011-07-27,108.3367
2011-07-28,108.3367
2011-07-29,108.3367
2011-07-30,108.3367
2011-07-31,108.3367
2011-08-01,108.3367
2011-08-02,108.3367
2011-08-03,108.3367
2011-08-04,108.3367
2011-08-05,108.3367
2011-08-06,108.3367
2011-08-07,108.3367
2011-08-08,108.3367
2011-08-09,108.3367
2011-08-10,108.3367
2011-08-11,108.3367
2011-08-12,108.3367
2011-08-13,108.3367
2011-08-14,108.3367
2011-08-15,108.3367
2011-08-16,108.3367
2011-08-17,108.3367
2011-08-18,108.3367
2011-08-19,108.3367
2011-08-20,108.3367
2011-08-21,108.3367
2011-08-22,108.3367
2011-08-23,108.3367
2011-08-24,108.3367
2011-08-25,108.3367
2011-08-26,108.3367
2011-08-27,108.3367
2011-08-28,108.3367
2011-08-29,108.3367
2011-08-30,108.3367
2011-08-31,108.3367
2011-09-01,108.3367
2011-09-02,108.3367
2011-09-03,108.3367
2011-09-04,108.3367
2011-09-05,108.3367
2011-09-06,108.3367
2011-09-07,108.3367
2011-09-08,108.3367
2011-09-09,108.3367
2011-09-10,108.3367
2011-09-11,108.3367
2011-09-12,108.3367
2011-09-13,108.3367
2011-09-14,108.3367
2011-09-15,108.3367
2011-09-16,108.3367
2011-09-17,108.3367
2011-09-18,108.3367
2011-09-19,108.3367
2011-09-20,108.3367
2011-09-21,108.3367
2011-09-22,108.3367
2011-09-23,108.3367
2011-09-24,108.3367
2011-09-25,108.3367
2011-09-26,108.3367
2011-09-27,108.3367
2011-09-28,108.3367
2011-09-29,108.3367
2011-09-30,89.3362
2011-10-01,89.3362
2011-10-02,89.3362
2011-10-03,89.3362
2011-10-04,89.3362
2011-10-05,89.3362
2011-10-06,89.3362
2011-10-07,89.3362
2011-10-08,89.3362
2011-10-09,89.3362
2011-10-10,89.3362
2011-10-11,89.3362
2011-10-12,89.3362
2011-10-13,89.3362
2011-10-14,89.3362
2011-10-15,89.3362
2011-10-16,89.3362
2011-10-17,89.3362
2011-10-18,89.3362
2011-10-19,89.3362
2011-10-20,89.3362
2011-10-21,89.3362
2011-10-22,89.3362
2011-10-23,89.3362
2011-10-24,89.3362
2011-10-25,89.3362
2011-10-26,89.3362
2011-10-27,89.3362
2011-10-28,89.3362
2011-10-29,89.3362
2011-10-30,89.3362
2011-10-31,89.3362
2011-11-01,89.3362
2011-11-02,89.3362
2011-11-03,89.3362
2011-11-04,89.3362
2011-11-05,89.3362
2011-11-06,89.3362
2011-11-07,89.3362
2011-11-08,89.3362
2011-11-09,89.3362
2011-11-10,89.3362
2011-11-11,89.3362
2011-11-12,89.3362
2011-11-13,89.3362
2011-11-14,89.3362
2011-11-15,89.3362
2011-11-16,89.3362
2011-11-17,89.3362
2011-11-18,89.3362
2011-11-19,89.3362
2011-11-20,89.3362
2011-11-21,89.3362
2011-11-22,89.3362
2011-11-23,89.3362
2011-11-24,89.3362
2011-11-25,89.3362
2011-11-26,89.3362
2011-11-27,89.3362
2011-11-28,89.3362
2011-11-29,89.3362
2011-11-30,89.3362
2011-12-01,89.3362
2011-12-02,89.3362
2011-12-03,89.3362
2011-12-04,89.3362
2011-12-05,89.3362
2011-12-06,89.3362
2011-12-07,89.3362
2011-12-08,89.3362
2011-12-09,89.3362
2011-12-10,89.3362
2011-12-11,89.3362
2011-12-12,89.3362
2011-12-13,89.3362
2011-12-14,89.3362
2011-12-15,89.3362
2011-12-16,89.3362
2011-12-17,89.3362
2011-12-18,89.3362
2011-12-19,89.3362
2011-12-20,89.3362
2011-12-21,89.3362
2011-12-22,89.3362
2011-12-23,89.3362
2011-12-24,89.3362
2011-12-25,89.3362
2011-12-26,89.3362
2011-12-27,89.3362
2011-12-28,89.3362
2011-12-29,89.3362
2011-12-30,89.3362
2011-12-31,79.0097
2012-01-01,79.0097
2012-01-02,79.0097
2012-01-03,79.0097
2012-01-04,79.0097
2012-01-05,79.0097
2012-01-06,79.0097
2012-01-07,79.0097
2012-01-08,79.0097
2012-01-09,79.0097
2012-01-10,79.0097
2012-01-11,79.0097
2012-01-12,79.0097
2012-01-13,79.0097
2012-01-14,79.0097
2012-01-15,79.0097
2012-01-16,79.0097
2012-01-17,79.0097
2012-01-18,79.0097
2012-01-19,79.0097
2012-01-20,79.0097
2012-01-21,79.0097
2012-01-22,79.0097
2012-01-23,79.0097
2012-01-24,79.0097
2012-01-25,79.0097
2012-01-26,79.0097
2012-01-27,79.0097
2012-01-28,79.0097
2012-01-29,79.0097
2012-01-30,79.0097
2012-01-31,79.0097
2012-02-01,79.0097
2012-02-02,79.0097
2012-02-03,79.0097
2012-02-04,79.0097
2012-02-05,79.0097
2012-02-06,79.0097
2012-02-07,79.0097
2012-02-08,79.0097
2012-02-09,79.0097
2012-02-10,79.0097
2012-02-11,79.0097
2012-02-12,79.0097
2012-02-13,79.0097
2012-02-14,79.0097
2012-02-15,79.0097
2012-02-16,79.0097
2012-02-17,79.0097
2012-02-18,79.0097
2012-02-19,79.0097
2012-02-20,79.0097
2012-02-21,79.0097
2012-02-22,79.0097
2012-02-23,79.0097
2012-02-24,79.0097
2012-02-25,79.0097
2012-02-26,79.0097
2012-02-27,79.0097
2012-02-28,79.0097
2012-02-29,79.0097
2012-03-01,79.0097
2012-03-02,79.0097
2012-03-03,79.0097
2012-03-04,79.0097
2012-03-05,79.0097
2012-03-06,79.0097
2012-03-07,79.0097
2012-03-08,79.0097
2012-03-09,79.0097
2012-03-10,79.0097
2012-03-11,79.0097
2012-03-12,79.0097
2012-03-13,79.0097
2012-03-14,79.0097
2012-03-15,79.0097
2012-03-16,79.0097
2012-03-17,79.0097
2012-03-18,79.0097
2012-03-19,79.0097
2012-03-20,79.0097
2012-03-21,79.0097
2012-03-22,79.0097
2012-03-23,79.0097
2012-03-24,79.0097
2012-03-25,79.0097
2012-03-26,79.0097
2012-03-27,79.0097
2012-03-28,79.0097
2012-03-29,79.0097
2012-03-30,79.0097
2012-03-31,70.4597
2012-04-01,70.4597
2012-04-02,70.4597
2012-04-03,70.4597
2012-04-04,70.4597
2012-04-05,70.4597
2012-04-06,70.4597
2012-04-07,70.4597
2012-04-08,70.4597
2012-04-09,70.4597
2012-04-10,70.4597
2012-04-11,70.4597
2012-04-12,70.4597
2012-04-13,70.4597
2012-04-14,70.4597
2012-04-15,70.4597
2012-04-16,70.4597
2012-04-17,70.4597
2012-04-18,70.4597
2012-04-19,70.4597
2012-04-20,70.4597
2012-04-21,70.4597
2012-04-22,70.4597
2012-04-23,70.4597
2012-04-24,70.4597
2012-04-25,70.4597
2012-04-26,70.4597
2012-04-27,70.4597
2012-04-28,70.4597
2012-04-29,70.4597
2012-04-30,70.4597
2012-05-01,70.4597
2012-05-02,70.4597
2012-05-03,70.4597
2012-05-04,70.4597
2012-05-05,70.4597
2012-05-06,70.4597
2012-05-07,70.4597
2012-05-08,70.4597
2012-05-09,70.4597
2012-05-10,70.4597
2012-05-11,70.4597
2012-05-12,70.4597
2012-05-13,70.4597
2012-05-14,70.4597
2012-05-15,70.4597
2012-05-16,70.4597
2012-05-17,70.4597
2012-05-18,70.4597
2012-05-19,70.4597
2012-05-20,70.4597
2012-05-21,70.4597
2012-05-22,70.4597
2012-05-23,70.4597
2012-05-24,70.4597
2012-05-25,70.4597
2012-05-26,70.4597
2012-05-27,70.4597
2012-05-28,70.4597
2012-05-29,70.4597
2012-05-30,70.4597
2012-05-31,70.4597
2012-06-01,70.4597
2012-06-02,70.4597
2012-06-03,70.4597
2012-06-04,70.4597
2012-06-05,70.4597
2012-06-06,70.4597
2012-06-07,70.4597
2012-06-08,70.4597
2012-06-09,70.4597
2012-06-10,70.4597
2012-06-11,70.4597
2012-06-12,70.4597
2012-06-13,70.4597
2012-06-14,70.4597
2012-06-15,70.4597
2012-06-16,70.4597
2012-06-17,70.4597
2012-06-18,70.4597
2012-06-19,70.4597
2012-06-20,70.4597
2012-06-21,70.4597
2012-06-22,70.4597
2012-06-23,70.4597
2012-06-24,70.4597
2012-06-25,70.4597
2012-06-26,70.4597
2012-06-27,70.4597
2012-06-28,70.4597
2012-06-29,70.4597
2012-06-30,120.8815
2012-07-01,120.8815
2012-07-02,120.8815
2012-07-03,120.8815
2012-07-04,120.8815
2012-07-05,120.8815
2012-07-06,120.8815
2012-07-07,120.8815
2012-07-08,120.8815
2012-07-09,120.8815
2012-07-10,120.8815
2012-07-11,120.8815
2012-07-12,120.8815
2012-07-13,120.8815
2012-07-14,120.8815
2012-07-15,120.8815
2012-07-16,120.8815
2012-07-17,120.8815
2012-07-18,120.8815
2012-07-19,120.8815
2012-07-20,120.8815
2012-07-21,120.8815
2012-07-22,120.8815
2012-07-23,120.8815
2012-07-24,120.8815
2012-07-25,120.8815
2012-07-26,120.8815
2012-07-27,120.8815
2012-07-28,120.8815
2012-07-29,120.8815
2012-07-30,120.8815
2012-07-31,120.8815
2012-08-01,120.8815
2012-08-02,120.8815
2012-08-03,120.8815
2012-08-04,120.8815
2012-08-05,120.8815
2012-08-06,120.8815
2012-08-07,120.8815
2012-08-08,120.8815
2012-08-09,120.8815
2012-08-10,120.8815
2012-08-11,120.8815
2012-08-12,120.8815
2012-08-13,120.8815
2012-08-14,120.8815
2012-08-15,120.8815
2012-08-16,120.8815
2012-08-17,120.8815
2012-08-18,120.8815
2012-08-19,120.8815
2012-08-20,120.8815
2012-08-21,120.8815
2012-08-22,120.8815
2012-08-23,120.8815
2012-08-24,120.8815
2012-08-25,120.8815
2012-08-26,120.8815
2012-08-27,120.8815
2012-08-28,120.8815
2012-08-29,120.8815
2012-08-30,120.8815
2012-08-31,120.8815
2012-09-01,120.8815
2012-09-02,120.8815
2012-09-03,120.8815
2012-09-04,120.8815
2012-09-05,120.8815
2012-09-06,120.8815
2012-09-07,120.8815
2012-09-08,120.8815
2012-09-09,120.8815
2012-09-10,120.8815
2012-09-11,120.8815
2012-09-12,120.8815
2012-09-13,120.8815
2012-09-14,120.8815
2012-09-15,120.8815
2012-09-16,120.8815
2012-09-17,120.8815
2012-09-18,120.8815
2012-09-19,120.8815
2012-09-20,120.8815
2012-09-21,120.8815
2012-09-22,120.8815
2012-09-23,120.8815
2012-09-24,120.8815
2012-09-25,120.8815
2012-09-26,120.8815
2012-09-27,120.8815
2012-09-28,120.8815
2012-09-29,120.8815
2012-09-30,96.1094
2012-10-01,96.1094
2012-10-02,96.1094
2012-10-03,96.1094
2012-10-04,96.1094
2012-10-05,96.1094
2012-10-06,96.1094
2012-10-07,96.1094
2012-10-08,96.1094
2012-10-09,96.1094
2012-10-10,96.1094
2012-10-11,96.1094
2012-10-12,96.1094
2012-10-13,96.1094
2012-10-14,96.1094
2012-10-15,96.1094
2012-10-16,96.1094
2012-10-17,96.1094
2012-10-18,96.1094
2012-10-19,96.1094
2012-10-20,96.1094
2012-10-21,96.1094
2012-10-22,96.1094
2012-10-23,96.1094
2012-10-24,96.1094
2012-10-25,96.1094
2012-10-26,96.1094
2012-10-27,96.1094
2012-10-28,96.1094
2012-10-29,96.1094
2012-10-30,96.1094
2012-10-31,96.1094
2012-11-01,96.1094
2012-11-02,96.1094
2012-11-03,96.1094
2012-11-04,96.1094
2012-11-05,96.1094
2012-11-06,96.1094
2012-11-07,96.1094
2012-11-08,96.1094
2012-11-09,96.1094
2012-11-10,96.1094
2012-11-11,96.1094
2012-11-12,96.1094
2012-11-13,96.1094
2012-11-14,96.1094
2012-11-15,96.1094
2012-11-16,96.1094
2012-11-17,96.1094
2012-11-18,96.1094
2012-11-19,96.1094
2012-11-20,96.1094
2012-11-21,96.1094
2012-11-22,96.1094
2012-11-23,96.1094
2012-11-24,96.1094
2012-11-25,96.1094
2012-11-26,96.1094
2012-11-27,96.1094
2012-11-28,96.1094
2012-11-29,96.1094
2012-11-30,96.1094
2012-12-01,96.1094
2012-12-02,96.1094
2012-12-03,96.1094
2012-12-04,96.1094
2012-12-05,96.1094
2012-12-06,96.1094
2012-12-07,96.1094
2012-12-08,96.1094
2012-12-09,96.1094
2012-12-10,96.1094
2012-12-11,96.1094
2012-12-12,96.1094
2012-12-13,96.1094
2012-12-14,96.1094
2012-12-15,96.1094
2012-12-16,96.1094
2012-12-17,96.1094
2012-12-18,96.1094
2012-12-19,96.1094
2012-12-20,96.1094
2012-12-21,96.1094
2012-12-22,96.1094
2012-12-23,96.1094
2012-12-24,96.1094
2012-12-25,96.1094
2012-12-26,96.1094
2012-12-27,96.1094
2012-12-28,96.1094
2012-12-29,96.1094
2012-12-30,96.1094
2012-12-31,84.6041
2013-01-01,84.6041
2013-01-02,84.6041
2013-01-03,84.6041
2013-01-04,84.6041
2013-01-05,84.6041
2013-01-06,84.6041
2013-01-07,84.6041
2013-01-08,84.6041
2013-01-09,84.6041
2013-01-10,84.6041
2013-01-11,84.6041
2013-01-12,84.6041
2013-01-13,84.6041
2013-01-14,84.6041
2013-01-15,84.6041
2013-01-16,84.6041
2013-01-17,84.6041
2013-01-18,84.6041
2013-01-19,84.6041
2013-01-20,84.6041
2013-01-21,84.6041
2013-01-22,84.6041
2013-01-23,84.6041
2013-01-24,84.6041
2013-01-25,84.6041
2013-01-26,84.6041
2013-01-27,84.6041
2013-01-28,84.6041
2013-01-29,84.6041
2013-01-30,84.6041
2013-01-31,84.6041
2013-02-01,84.6041
2013-02-02,84.6041
2013-02-03,84.6041
2013-02-04,84.6041
2013-02-05,84.6041
2013-02-06,84.6041
2013-02-07,84.6041
2013-02-08,84.6041
2013-02-09,84.6041
2013-02-10,84.6041
2013-02-11,84.6041
2013-02-12,84.6041
2013-02-13,84.6041
2013-02-14,84.6041
2013-02-15,84.6041
2013-02-16,84.6041
2013-02-17,84.6041
2013-02-18,84.6041
2013-02-19,84.6041
2013-02-20,84.6041
2013-02-21,84.6041
2013-02-22,84.6041
2013-02-23,84.6041
2013-02-24,84.6041
2013-02-25,84.6041
2013-02-26,84.6041
2013-02-27,84.6041
2013-02-28,84.6041
2013-03-01,84.6041
2013-03-02,84.6041
2013-03-03,84.6041
2013-03-04,84.6041
2013-03-05,84.6041
2013-03-06,84.6041
2013-03-07,84.6041
2013-03-08,84.6041
2013-03-09,84.6041
2013-03-10,84.6041
2013-03-11,84.6041
2013-03-12,84.6041
2013-03-13,84.6041
2013-03-14,84.6041
2013-03-15,84.6041
2013-03-16,84.6041
2013-03-17,84.6041
2013-03-18,84.6041
2013-03-19,84.6041
2013-03-20,84.6041
2013-03-21,84.6041
2013-03-22,84.6041
2013-03-23,84.6041
