,GGAL AR Equity,GGAL AR Equity,GGAL AR Equity,GGAL AR Equity,GGAL AR Equity
2010-03-02,1.59,1.614,1.59,1.598,1418951.0
2010-03-03,1.623,1.623,1.574,1.582,1123740.0
2010-03-04,1.574,1.582,1.558,1.574,448357.0
2010-03-05,1.558,1.598,1.558,1.574,435275.0
2010-03-06,1.558,1.598,1.558,1.574,435275.0
2010-03-07,1.558,1.598,1.558,1.574,435275.0
2010-03-08,1.574,1.574,1.558,1.574,524113.0
2010-03-09,1.566,1.614,1.566,1.606,915071.0
2010-03-10,1.606,1.655,1.606,1.647,2246826.0
2010-03-11,1.647,1.679,1.647,1.647,1869567.0
2010-03-12,1.655,1.687,1.655,1.687,1487581.0
2010-03-13,1.655,1.687,1.655,1.687,1487581.0
2010-03-14,1.655,1.687,1.655,1.687,1487581.0
2010-03-15,1.687,1.72,1.679,1.72,1298517.0
2010-03-16,1.736,1.752,1.728,1.744,1616679.0
2010-03-17,1.752,1.793,1.752,1.76,2262058.0
2010-03-18,1.777,1.785,1.76,1.785,1407221.0
2010-03-19,1.793,1.842,1.76,1.842,2092853.0
2010-03-20,1.793,1.842,1.76,1.842,2092853.0
2010-03-21,1.793,1.842,1.76,1.842,2092853.0
2010-03-22,1.866,1.89,1.85,1.89,3310133.0
2010-03-23,1.907,1.955,1.907,1.947,2944287.0
2010-03-24,1.907,1.955,1.907,1.947,2944287.0
2010-03-25,1.955,2.004,1.947,1.955,2978352.0
2010-03-26,1.955,1.963,1.907,1.915,1013863.0
2010-03-27,1.955,1.963,1.907,1.915,1013863.0
2010-03-28,1.955,1.963,1.907,1.915,1013863.0
2010-03-29,1.923,1.923,1.898,1.923,1146703.0
2010-03-30,1.931,1.931,1.898,1.907,1298683.0
2010-03-31,1.907,1.923,1.866,1.866,986765.0
2010-04-01,1.907,1.923,1.866,1.866,986765.0
2010-04-02,1.907,1.923,1.866,1.866,986765.0
2010-04-03,1.907,1.923,1.866,1.866,986765.0
2010-04-04,1.907,1.923,1.866,1.866,986765.0
2010-04-05,1.874,1.931,1.866,1.923,1455033.0
2010-04-06,1.923,1.963,1.907,1.963,2194038.0
2010-04-07,1.963,1.963,1.907,1.923,1352075.0
2010-04-08,1.89,1.923,1.89,1.915,1081732.0
2010-04-09,1.923,1.996,1.923,1.963,2182452.0
2010-04-10,1.923,1.996,1.923,1.963,2182452.0
2010-04-11,1.923,1.996,1.923,1.963,2182452.0
2010-04-12,1.98,2.02,1.971,2.004,2166110.0
2010-04-13,1.996,1.996,1.963,1.963,913646.0
2010-04-14,1.963,1.988,1.955,1.988,1216415.0
2010-04-15,1.971,1.98,1.963,1.971,1576098.0
2010-04-16,1.963,1.971,1.898,1.907,1507859.0
2010-04-17,1.963,1.971,1.898,1.907,1507859.0
2010-04-18,1.963,1.971,1.898,1.907,1507859.0
2010-04-19,1.915,1.931,1.874,1.931,2087887.0
2010-04-20,1.947,1.963,1.931,1.939,1357310.0
2010-04-21,1.939,1.988,1.931,1.955,1889758.0
2010-04-22,1.947,2.061,1.931,2.053,4451195.0
2010-04-23,2.053,2.061,2.004,2.028,1477303.0
2010-04-24,2.053,2.061,2.004,2.028,1477303.0
2010-04-25,2.053,2.061,2.004,2.028,1477303.0
2010-04-26,2.028,2.028,1.996,2.012,1649710.0
2010-04-27,1.98,2.004,1.915,1.923,2004191.0
2010-04-28,1.947,1.955,1.915,1.955,1446956.0
2010-04-29,1.963,1.971,1.923,1.939,1155319.0
2010-04-30,1.923,1.923,1.898,1.907,531413.0
2010-05-01,1.923,1.923,1.898,1.907,531413.0
2010-05-02,1.923,1.923,1.898,1.907,531413.0
2010-05-03,1.923,1.955,1.907,1.947,820730.0
2010-05-04,1.923,1.923,1.85,1.858,2574338.0
2010-05-05,1.825,1.866,1.825,1.85,4507746.0
2010-05-06,1.858,1.866,1.671,1.696,4607973.0
2010-05-07,1.687,1.76,1.623,1.671,4170266.0
2010-05-08,1.687,1.76,1.623,1.671,4170266.0
2010-05-09,1.687,1.76,1.623,1.671,4170266.0
2010-05-10,1.809,1.907,1.809,1.907,4489503.0
2010-05-11,1.866,1.931,1.842,1.874,3620102.0
2010-05-12,1.89,1.907,1.874,1.874,1157809.0
2010-05-13,1.874,1.882,1.833,1.833,1176088.0
2010-05-14,1.785,1.793,1.76,1.785,1511133.0
2010-05-15,1.785,1.793,1.76,1.785,1511133.0
2010-05-16,1.785,1.793,1.76,1.785,1511133.0
2010-05-17,1.785,1.793,1.696,1.728,2792763.0
2010-05-18,1.752,1.769,1.72,1.736,1698226.0
2010-05-19,1.72,1.736,1.704,1.736,1415384.0
2010-05-20,1.663,1.679,1.623,1.647,3622023.0
2010-05-21,1.647,1.704,1.647,1.704,2468277.0
2010-05-22,1.647,1.704,1.647,1.704,2468277.0
2010-05-23,1.647,1.704,1.647,1.704,2468277.0
2010-05-24,1.647,1.704,1.647,1.704,2468277.0
2010-05-25,1.647,1.704,1.647,1.704,2468277.0
2010-05-26,1.704,1.704,1.623,1.639,1967151.0
2010-05-27,1.696,1.736,1.679,1.736,1770914.0
2010-05-28,1.736,1.76,1.696,1.752,1610988.0
2010-05-29,1.736,1.76,1.696,1.752,1610988.0
2010-05-30,1.736,1.76,1.696,1.752,1610988.0
2010-05-31,1.752,1.769,1.744,1.769,534807.0
2010-06-01,1.76,1.793,1.752,1.76,1976976.0
2010-06-02,1.777,1.825,1.777,1.825,1341687.0
2010-06-03,1.842,1.858,1.825,1.85,1809885.0
2010-06-04,1.833,1.833,1.76,1.777,1562994.0
2010-06-05,1.833,1.833,1.76,1.777,1562994.0
2010-06-06,1.833,1.833,1.76,1.777,1562994.0
2010-06-07,1.777,1.785,1.752,1.777,966455.0
2010-06-08,1.785,1.809,1.769,1.809,1173127.0
2010-06-09,1.825,1.874,1.825,1.874,2361974.0
2010-06-10,1.89,1.915,1.882,1.907,2382923.0
2010-06-11,1.898,1.955,1.882,1.955,1578747.0
2010-06-12,1.898,1.955,1.882,1.955,1578747.0
2010-06-13,1.898,1.955,1.882,1.955,1578747.0
2010-06-14,1.955,1.996,1.931,1.971,2874677.0
2010-06-15,1.971,1.996,1.955,1.988,2257648.0
2010-06-16,1.988,1.996,1.963,1.988,1185821.0
2010-06-17,1.988,1.988,1.963,1.988,1354769.0
2010-06-18,1.988,1.996,1.971,1.996,1086778.0
2010-06-19,1.988,1.996,1.971,1.996,1086778.0
2010-06-20,1.988,1.996,1.971,1.996,1086778.0
2010-06-21,1.988,1.996,1.971,1.996,1086778.0
2010-06-22,2.004,2.028,1.996,2.012,1480621.0
2010-06-23,2.012,2.036,1.996,2.02,2043297.0
2010-06-24,2.02,2.02,1.988,1.988,2459490.0
2010-06-25,1.98,2.004,1.971,2.004,1565253.0
2010-06-26,1.98,2.004,1.971,2.004,1565253.0
2010-06-27,1.98,2.004,1.971,2.004,1565253.0
2010-06-28,1.988,2.004,1.98,1.98,518096.0
2010-06-29,1.955,1.955,1.85,1.858,1878791.0
2010-06-30,1.866,1.89,1.85,1.858,983523.0
2010-07-01,1.866,1.866,1.809,1.858,2455556.0
2010-07-02,1.858,1.882,1.85,1.858,679930.0
2010-07-03,1.858,1.882,1.85,1.858,679930.0
2010-07-04,1.858,1.882,1.85,1.858,679930.0
2010-07-05,1.866,1.874,1.858,1.874,97729.0
2010-07-06,1.898,1.923,1.866,1.866,874705.0
2010-07-07,1.882,1.915,1.915,1.915,3600.0
2010-07-08,1.931,1.947,1.907,1.947,570815.0
2010-07-09,1.931,1.947,1.907,1.947,570815.0
2010-07-10,1.931,1.947,1.907,1.947,570815.0
2010-07-11,1.931,1.947,1.907,1.947,570815.0
2010-07-12,1.988,2.004,1.955,1.963,1340317.0
2010-07-13,1.98,2.012,1.971,1.996,1019209.0
2010-07-14,1.996,2.012,1.971,1.996,642446.0
2010-07-15,2.004,2.004,1.963,1.971,606852.0
2010-07-16,1.963,1.963,1.939,1.963,671633.0
2010-07-17,1.963,1.963,1.939,1.963,671633.0
2010-07-18,1.963,1.963,1.939,1.963,671633.0
2010-07-19,1.963,1.988,1.963,1.988,745088.0
2010-07-20,1.971,1.988,1.955,1.988,2554722.0
2010-07-21,1.996,2.036,1.988,1.996,2261038.0
2010-07-22,2.012,2.028,1.996,2.004,1085604.0
2010-07-23,2.02,2.036,2.012,2.028,1514429.0
2010-07-24,2.02,2.036,2.012,2.028,1514429.0
2010-07-25,2.02,2.036,2.012,2.028,1514429.0
2010-07-26,2.028,2.053,2.02,2.044,2451603.0
2010-07-27,2.053,2.061,2.036,2.053,3192631.0
2010-07-28,2.053,2.053,2.004,2.012,1444131.0
2010-07-29,2.028,2.053,2.02,2.036,2895682.0
2010-07-30,2.044,2.044,2.012,2.028,819315.0
2010-07-31,2.044,2.044,2.012,2.028,819315.0
2010-08-01,2.044,2.044,2.012,2.028,819315.0
2010-08-02,2.044,2.166,2.028,2.15,5632542.0
2010-08-03,2.142,2.231,2.142,2.182,4732378.0
2010-08-04,2.199,2.239,2.182,2.231,2436240.0
2010-08-05,2.239,2.272,2.231,2.263,2722727.0
2010-08-06,2.247,2.272,2.231,2.255,1407211.0
2010-08-07,2.247,2.272,2.231,2.255,1407211.0
2010-08-08,2.247,2.272,2.231,2.255,1407211.0
2010-08-09,2.247,2.296,2.231,2.296,1760749.0
2010-08-10,2.288,2.288,2.239,2.272,2449492.0
2010-08-11,2.288,2.418,2.263,2.401,11943542.0
2010-08-12,2.474,2.539,2.434,2.45,12677340.0
2010-08-13,2.483,2.491,2.426,2.483,4524182.0
2010-08-14,2.483,2.491,2.426,2.483,4524182.0
2010-08-15,2.483,2.491,2.426,2.483,4524182.0
2010-08-16,2.483,2.491,2.426,2.483,4524182.0
2010-08-17,2.669,2.726,2.596,2.726,9732456.0
2010-08-18,2.702,2.799,2.702,2.766,6573166.0
2010-08-19,2.799,2.831,2.702,2.718,9400376.0
2010-08-20,2.71,2.726,2.693,2.718,3123848.0
2010-08-21,2.71,2.726,2.693,2.718,3123848.0
2010-08-22,2.71,2.726,2.693,2.718,3123848.0
2010-08-23,2.718,2.718,2.564,2.58,2808327.0
2010-08-24,2.507,2.507,2.393,2.401,5664702.0
2010-08-25,2.401,2.58,2.377,2.58,4311711.0
2010-08-26,2.653,2.702,2.556,2.596,4481933.0
2010-08-27,2.564,2.629,2.515,2.596,3704325.0
2010-08-28,2.564,2.629,2.515,2.596,3704325.0
2010-08-29,2.564,2.629,2.515,2.596,3704325.0
2010-08-30,2.596,2.596,2.499,2.499,1130628.0
2010-08-31,2.507,2.629,2.507,2.612,3697024.0
2010-09-01,2.669,2.718,2.669,2.718,2932651.0
2010-09-02,2.71,2.75,2.702,2.726,1961100.0
2010-09-03,2.742,2.766,2.71,2.71,1981744.0
2010-09-04,2.742,2.766,2.71,2.71,1981744.0
2010-09-05,2.742,2.766,2.71,2.71,1981744.0
2010-09-06,2.718,2.766,2.693,2.766,736123.0
2010-09-07,2.758,2.823,2.71,2.815,4534610.0
2010-09-08,2.815,2.888,2.807,2.807,3804815.0
2010-09-09,2.831,2.848,2.783,2.807,1567207.0
2010-09-10,2.799,2.807,2.75,2.791,881221.0
2010-09-11,2.799,2.807,2.75,2.791,881221.0
2010-09-12,2.799,2.807,2.75,2.791,881221.0
2010-09-13,2.823,2.864,2.815,2.831,1261700.0
2010-09-14,2.831,2.872,2.766,2.766,1471938.0
2010-09-15,2.766,2.831,2.766,2.815,1727698.0
2010-09-16,2.807,2.815,2.758,2.783,1069791.0
2010-09-17,2.791,2.953,2.791,2.937,5926020.0
2010-09-18,2.791,2.953,2.791,2.937,5926020.0
2010-09-19,2.791,2.953,2.791,2.937,5926020.0
2010-09-20,2.961,3.091,2.961,3.075,7074979.0
2010-09-21,3.083,3.099,2.977,3.042,3657600.0
2010-09-22,3.01,3.026,2.986,3.018,2211183.0
2010-09-23,2.986,3.026,2.953,2.977,2462071.0
2010-09-24,3.042,3.148,3.026,3.123,2288850.0
2010-09-25,3.042,3.148,3.026,3.123,2288850.0
2010-09-26,3.042,3.148,3.026,3.123,2288850.0
2010-09-27,3.123,3.164,3.107,3.14,1924971.0
2010-09-28,3.172,3.261,3.148,3.253,4327613.0
2010-09-29,3.245,3.253,3.18,3.196,1612641.0
2010-09-30,3.245,3.245,3.172,3.213,1848990.0
2010-10-01,3.229,3.245,3.196,3.237,2392937.0
2010-10-02,3.229,3.245,3.196,3.237,2392937.0
2010-10-03,3.229,3.245,3.196,3.237,2392937.0
2010-10-04,3.245,3.294,3.205,3.221,2417598.0
2010-10-05,3.237,3.294,3.237,3.269,2497936.0
2010-10-06,3.286,3.286,3.237,3.237,2177349.0
2010-10-07,3.245,3.269,3.164,3.172,1623760.0
2010-10-08,3.18,3.253,3.148,3.245,1552574.0
2010-10-09,3.18,3.253,3.148,3.245,1552574.0
2010-10-10,3.18,3.253,3.148,3.245,1552574.0
2010-10-11,3.18,3.253,3.148,3.245,1552574.0
2010-10-12,3.245,3.253,3.18,3.253,1203242.0
2010-10-13,3.302,3.334,3.269,3.269,2548257.0
2010-10-14,3.269,3.269,3.164,3.196,3862253.0
2010-10-15,3.196,3.253,3.196,3.205,2778016.0
2010-10-16,3.196,3.253,3.196,3.205,2778016.0
2010-10-17,3.196,3.253,3.196,3.205,2778016.0
2010-10-18,3.237,3.237,3.18,3.18,848399.0
2010-10-19,3.172,3.302,3.172,3.286,7131555.0
2010-10-20,3.359,3.562,3.359,3.553,7894804.0
2010-10-21,3.586,3.626,3.553,3.618,5824806.0
2010-10-22,3.626,3.699,3.602,3.699,4146938.0
2010-10-23,3.626,3.699,3.602,3.699,4146938.0
2010-10-24,3.626,3.699,3.602,3.699,4146938.0
2010-10-25,3.829,3.918,3.813,3.902,4171382.0
2010-10-26,3.894,3.918,3.845,3.87,2545909.0
2010-10-27,3.894,3.918,3.845,3.87,2545909.0
2010-10-28,4.056,4.056,3.902,3.967,7543231.0
2010-10-29,3.967,4.178,3.967,4.178,3182944.0
2010-10-30,3.967,4.178,3.967,4.178,3182944.0
2010-10-31,3.967,4.178,3.967,4.178,3182944.0
2010-11-01,4.219,4.373,4.211,4.34,5643157.0
2010-11-02,4.462,4.486,4.365,4.47,8373400.0
2010-11-03,4.624,4.868,4.608,4.868,8433292.0
2010-11-04,5.07,5.192,4.965,5.192,7762085.0
2010-11-05,5.184,5.273,5.07,5.217,4746191.0
2010-11-06,5.184,5.273,5.07,5.217,4746191.0
2010-11-07,5.184,5.273,5.07,5.217,4746191.0
2010-11-08,5.273,5.273,5.054,5.062,3995796.0
2010-11-09,5.07,5.152,5.038,5.046,3949323.0
2010-11-10,5.054,5.07,4.868,5.046,6196448.0
2010-11-11,5.135,5.208,5.046,5.144,3695427.0
2010-11-12,5.152,5.152,4.851,4.9,2761399.0
2010-11-13,5.152,5.152,4.851,4.9,2761399.0
2010-11-14,5.152,5.152,4.851,4.9,2761399.0
2010-11-15,4.916,5.07,4.868,5.062,2223906.0
2010-11-16,5.038,5.054,4.73,4.738,3391202.0
2010-11-17,4.762,4.916,4.762,4.868,2890899.0
2010-11-18,4.997,5.022,4.965,4.981,1408334.0
2010-11-19,4.981,4.989,4.884,4.973,1412516.0
2010-11-20,4.981,4.989,4.884,4.973,1412516.0
2010-11-21,4.981,4.989,4.884,4.973,1412516.0
2010-11-22,4.981,4.989,4.884,4.973,1412516.0
2010-11-23,4.916,4.949,4.86,4.884,2272193.0
2010-11-24,4.941,5.103,4.941,5.087,4220490.0
2010-11-25,5.168,5.208,5.144,5.2,1102073.0
2010-11-26,5.184,5.184,5.07,5.095,520493.0
2010-11-27,5.184,5.184,5.07,5.095,520493.0
2010-11-28,5.184,5.184,5.07,5.095,520493.0
2010-11-29,5.119,5.135,5.014,5.046,891585.0
2010-11-30,5.022,5.022,4.941,4.989,1240388.0
2010-12-01,5.127,5.217,5.095,5.184,3248080.0
2010-12-02,5.184,5.476,5.176,5.427,3872264.0
2010-12-03,5.427,5.427,5.306,5.33,1679148.0
2010-12-04,5.427,5.427,5.306,5.33,1679148.0
2010-12-05,5.427,5.427,5.306,5.33,1679148.0
2010-12-06,5.354,5.436,5.33,5.387,1945837.0
2010-12-07,5.419,5.517,5.184,5.192,4154500.0
2010-12-08,5.419,5.517,5.184,5.192,4154500.0
2010-12-09,5.144,5.144,4.973,5.022,2492313.0
2010-12-10,5.07,5.095,4.989,5.038,2202776.0
2010-12-11,5.07,5.095,4.989,5.038,2202776.0
2010-12-12,5.07,5.095,4.989,5.038,2202776.0
2010-12-13,5.038,5.07,4.811,4.924,1556530.0
2010-12-14,4.924,4.957,4.843,4.876,2065669.0
2010-12-15,4.843,4.86,4.616,4.632,2821698.0
2010-12-16,4.632,4.722,4.632,4.665,3278019.0
2010-12-17,4.665,4.835,4.649,4.835,2448615.0
2010-12-18,4.665,4.835,4.649,4.835,2448615.0
2010-12-19,4.665,4.835,4.649,4.835,2448615.0
2010-12-20,4.843,5.111,4.787,5.079,2897215.0
2010-12-21,5.111,5.152,4.949,4.973,2144983.0
2010-12-22,4.989,5.062,4.949,5.054,1457544.0
2010-12-23,5.054,5.144,4.965,4.981,753852.0
2010-12-24,5.054,5.144,4.965,4.981,753852.0
2010-12-25,5.054,5.144,4.965,4.981,753852.0
2010-12-26,5.054,5.144,4.965,4.981,753852.0
2010-12-27,4.949,4.965,4.908,4.916,1309499.0
2010-12-28,4.949,4.981,4.916,4.941,583858.0
2010-12-29,4.973,5.006,4.941,4.949,774476.0
2010-12-30,4.949,4.957,4.892,4.916,643222.0
2010-12-31,4.949,4.957,4.892,4.916,643222.0
2011-01-01,4.949,4.957,4.892,4.916,643222.0
2011-01-02,4.949,4.957,4.892,4.916,643222.0
2011-01-03,4.965,5.241,4.965,5.225,2050510.0
2011-01-04,5.273,5.306,5.111,5.184,1466544.0
2011-01-05,5.135,5.184,5.07,5.103,1039902.0
2011-01-06,5.111,5.217,5.111,5.111,974556.0
2011-01-07,5.192,5.192,4.868,4.957,984365.0
2011-01-08,5.192,5.192,4.868,4.957,984365.0
2011-01-09,5.192,5.192,4.868,4.957,984365.0
2011-01-10,4.957,4.981,4.851,4.981,1421910.0
2011-01-11,4.997,5.054,4.933,4.949,1169661.0
2011-01-12,5.006,5.03,4.981,4.989,730590.0
2011-01-13,4.997,5.022,4.949,4.981,858779.0
2011-01-14,4.965,4.989,4.884,4.957,436070.0
2011-01-15,4.965,4.989,4.884,4.957,436070.0
2011-01-16,4.965,4.989,4.884,4.957,436070.0
2011-01-17,4.949,5.014,4.941,5.006,241251.0
2011-01-18,5.006,5.144,4.989,5.127,1181366.0
2011-01-19,5.144,5.281,5.144,5.273,2250909.0
2011-01-20,5.354,5.5,5.354,5.427,2459732.0
2011-01-21,5.476,5.476,5.314,5.33,790107.0
2011-01-22,5.476,5.476,5.314,5.33,790107.0
2011-01-23,5.476,5.476,5.314,5.33,790107.0
2011-01-24,5.371,5.395,5.225,5.29,942252.0
2011-01-25,5.298,5.298,5.217,5.233,697864.0
2011-01-26,5.273,5.338,5.241,5.338,573535.0
2011-01-27,5.354,5.363,5.233,5.298,719973.0
2011-01-28,5.306,5.314,5.176,5.176,187213.0
2011-01-29,5.306,5.314,5.176,5.176,187213.0
2011-01-30,5.306,5.314,5.176,5.176,187213.0
2011-01-31,5.192,5.273,5.16,5.225,685186.0
2011-02-01,5.273,5.29,5.2,5.225,630700.0
2011-02-02,5.233,5.306,5.111,5.257,671049.0
2011-02-03,5.265,5.354,5.265,5.338,1524859.0
2011-02-04,5.338,5.395,5.322,5.371,1378174.0
2011-02-05,5.338,5.395,5.322,5.371,1378174.0
2011-02-06,5.338,5.395,5.322,5.371,1378174.0
2011-02-07,5.436,5.436,5.217,5.241,1119889.0
2011-02-08,5.273,5.29,5.233,5.29,1042007.0
2011-02-09,5.314,5.322,5.079,5.135,849808.0
2011-02-10,5.127,5.127,4.924,4.924,1461616.0
2011-02-11,4.916,4.989,4.908,4.965,2632818.0
2011-02-12,4.916,4.989,4.908,4.965,2632818.0
2011-02-13,4.916,4.989,4.908,4.965,2632818.0
2011-02-14,4.989,5.087,4.989,5.062,1318308.0
2011-02-15,5.111,5.111,4.949,4.989,1096226.0
2011-02-16,5.095,5.127,5.054,5.103,2134636.0
2011-02-17,5.111,5.111,5.046,5.095,1840673.0
2011-02-18,5.095,5.152,5.062,5.119,2326473.0
2011-02-19,5.095,5.152,5.062,5.119,2326473.0
2011-02-20,5.095,5.152,5.062,5.119,2326473.0
2011-02-21,5.111,5.111,5.087,5.095,265811.0
2011-02-22,5.046,5.16,5.03,5.046,2265468.0
2011-02-23,5.087,5.087,4.827,4.9,2308584.0
2011-02-24,4.868,4.868,4.73,4.795,2560454.0
2011-02-25,4.868,4.924,4.843,4.9,1138264.0
2011-02-26,4.868,4.924,4.843,4.9,1138264.0
2011-02-27,4.868,4.924,4.843,4.9,1138264.0
2011-02-28,4.965,5.014,4.908,4.949,765273.0
2011-03-01,4.989,4.997,4.811,4.843,822115.0
2011-03-02,4.843,4.924,4.714,4.746,998210.0
2011-03-03,4.827,4.868,4.803,4.851,577893.0
2011-03-04,4.9,4.9,4.787,4.835,511868.0
2011-03-05,4.9,4.9,4.787,4.835,511868.0
2011-03-06,4.9,4.9,4.787,4.835,511868.0
2011-03-07,4.9,4.9,4.787,4.835,511868.0
2011-03-08,4.9,4.9,4.787,4.835,511868.0
2011-03-09,4.835,4.908,4.803,4.819,468354.0
2011-03-10,4.705,4.787,4.705,4.778,1327584.0
2011-03-11,4.762,4.787,4.705,4.787,778008.0
2011-03-12,4.762,4.787,4.705,4.787,778008.0
2011-03-13,4.762,4.787,4.705,4.787,778008.0
2011-03-14,4.787,4.787,4.632,4.649,1160633.0
2011-03-15,4.454,4.478,4.365,4.454,4215233.0
2011-03-16,4.478,4.503,4.259,4.332,2823340.0
2011-03-17,4.365,4.446,4.365,4.397,1458811.0
2011-03-18,4.462,4.503,4.373,4.405,1260907.0
2011-03-19,4.462,4.503,4.373,4.405,1260907.0
2011-03-20,4.462,4.503,4.373,4.405,1260907.0
2011-03-21,4.462,4.503,4.421,4.43,808341.0
2011-03-22,4.462,4.478,4.397,4.413,574079.0
2011-03-23,4.43,4.462,4.381,4.462,643137.0
2011-03-24,4.43,4.462,4.381,4.462,643137.0
2011-03-25,4.43,4.462,4.381,4.462,643137.0
2011-03-26,4.43,4.462,4.381,4.462,643137.0
2011-03-27,4.43,4.462,4.381,4.462,643137.0
2011-03-28,4.462,4.462,4.292,4.3,931690.0
2011-03-29,4.259,4.292,4.219,4.243,1837157.0
2011-03-30,4.267,4.405,4.227,4.348,3421927.0
2011-03-31,4.348,4.348,4.243,4.3,1795586.0
2011-04-01,4.381,4.559,4.381,4.551,4073956.0
2011-04-02,4.381,4.559,4.381,4.551,4073956.0
2011-04-03,4.381,4.559,4.381,4.551,4073956.0
2011-04-04,4.657,4.77,4.641,4.73,3869319.0
2011-04-05,4.746,4.819,4.738,4.746,2256172.0
2011-04-06,4.803,4.811,4.705,4.73,1037766.0
2011-04-07,4.746,4.746,4.624,4.641,1210308.0
2011-04-08,4.681,4.722,4.657,4.705,965397.0
2011-04-09,4.681,4.722,4.657,4.705,965397.0
2011-04-10,4.681,4.722,4.657,4.705,965397.0
2011-04-11,4.73,4.746,4.6,4.632,866275.0
2011-04-12,4.543,4.543,4.503,4.535,1545978.0
2011-04-13,4.535,4.641,4.462,4.641,1650485.0
2011-04-14,4.543,4.608,4.527,4.567,2757912.0
2011-04-15,4.503,4.584,4.486,4.535,1614199.0
2011-04-16,4.503,4.584,4.486,4.535,1614199.0
2011-04-17,4.503,4.584,4.486,4.535,1614199.0
2011-04-18,4.454,4.462,4.389,4.405,1475852.0
2011-04-19,4.438,4.543,4.413,4.543,1288247.0
2011-04-20,4.608,4.657,4.576,4.649,705730.0
2011-04-21,4.608,4.657,4.576,4.649,705730.0
2011-04-22,4.608,4.657,4.576,4.649,705730.0
2011-04-23,4.608,4.657,4.576,4.649,705730.0
2011-04-24,4.608,4.657,4.576,4.649,705730.0
2011-04-25,4.641,4.641,4.527,4.592,837050.0
2011-04-26,4.576,4.624,4.478,4.486,1946830.0
2011-04-27,4.478,4.511,4.43,4.438,881011.0
