,BMA AR Equity,BMA AR Equity,BMA AR Equity,BMA AR Equity,BMA AR Equity
2010-03-23,9.176,9.444,9.176,9.329,225988.0
2010-03-24,9.176,9.444,9.176,9.329,225988.0
2010-03-25,9.558,9.673,9.444,9.444,246115.0
2010-03-26,9.444,9.673,9.253,9.291,108974.0
2010-03-27,9.444,9.673,9.253,9.291,108974.0
2010-03-28,9.444,9.673,9.253,9.291,108974.0
2010-03-29,9.52,9.52,9.444,9.482,146178.0
2010-03-30,9.482,9.482,9.023,9.023,122229.0
2010-03-31,9.176,9.176,8.641,8.641,307564.0
2010-04-01,9.176,9.176,8.641,8.641,307564.0
2010-04-02,9.176,9.176,8.641,8.641,307564.0
2010-04-03,9.176,9.176,8.641,8.641,307564.0
2010-04-04,9.176,9.176,8.641,8.641,307564.0
2010-04-05,8.908,9.176,8.87,9.176,83342.0
2010-04-06,9.253,9.405,9.253,9.329,118475.0
2010-04-07,9.329,9.405,9.176,9.214,147110.0
2010-04-08,9.176,9.214,9.061,9.214,32205.0
2010-04-09,9.291,9.482,9.138,9.405,89072.0
2010-04-10,9.291,9.482,9.138,9.405,89072.0
2010-04-11,9.291,9.482,9.138,9.405,89072.0
2010-04-12,9.482,9.635,9.329,9.329,166969.0
2010-04-13,9.329,9.405,9.253,9.329,98600.0
2010-04-14,9.405,9.405,9.291,9.291,56294.0
2010-04-15,9.329,9.367,9.253,9.291,53287.0
2010-04-16,9.176,9.176,8.947,9.1,68490.0
2010-04-17,9.176,9.176,8.947,9.1,68490.0
2010-04-18,9.176,9.176,8.947,9.1,68490.0
2010-04-19,8.947,9.176,8.87,9.023,35627.0
2010-04-20,9.253,9.253,8.87,8.908,157136.0
2010-04-21,8.947,8.947,8.87,8.947,35910.0
2010-04-22,8.947,9.1,8.947,8.947,210049.0
2010-04-23,9.023,9.1,8.947,9.023,47289.0
2010-04-24,9.023,9.1,8.947,9.023,47289.0
2010-04-25,9.023,9.1,8.947,9.023,47289.0
2010-04-26,9.1,9.1,8.755,8.794,320182.0
2010-04-27,8.832,8.832,8.641,8.641,54842.0
2010-04-28,8.603,8.603,8.258,8.373,84293.0
2010-04-29,8.335,8.564,8.335,8.488,80087.0
2010-04-30,8.411,8.411,8.297,8.335,51678.0
2010-05-01,8.411,8.411,8.297,8.335,51678.0
2010-05-02,8.411,8.411,8.297,8.335,51678.0
2010-05-03,8.45,8.564,8.45,8.564,44878.0
2010-05-04,8.373,8.373,8.258,8.258,141204.0
2010-05-05,8.029,8.22,7.876,7.876,176767.0
2010-05-06,7.876,7.876,7.341,7.494,246676.0
2010-05-07,7.494,7.647,7.379,7.57,188431.0
2010-05-08,7.494,7.647,7.379,7.57,188431.0
2010-05-09,7.494,7.647,7.379,7.57,188431.0
2010-05-10,8.258,8.411,8.106,8.373,135024.0
2010-05-11,8.182,8.373,8.182,8.258,111507.0
2010-05-12,8.373,8.45,8.335,8.45,87068.0
2010-05-13,8.411,8.488,8.297,8.335,142530.0
2010-05-14,8.029,8.182,7.991,7.991,198581.0
2010-05-15,8.029,8.182,7.991,7.991,198581.0
2010-05-16,8.029,8.182,7.991,7.991,198581.0
2010-05-17,8.144,8.182,7.761,8.067,87479.0
2010-05-18,8.411,8.411,8.182,8.258,129445.0
2010-05-19,8.22,8.373,8.106,8.373,45269.0
2010-05-20,8.182,8.297,7.953,8.106,194341.0
2010-05-21,8.106,8.182,7.953,8.029,38225.0
2010-05-22,8.106,8.182,7.953,8.029,38225.0
2010-05-23,8.106,8.182,7.953,8.029,38225.0
2010-05-24,8.106,8.182,7.953,8.029,38225.0
2010-05-25,8.106,8.182,7.953,8.029,38225.0
2010-05-26,7.647,7.647,7.417,7.417,339246.0
2010-05-27,7.723,8.067,7.723,7.991,292947.0
2010-05-28,8.029,8.182,7.991,8.144,139781.0
2010-05-29,8.029,8.182,7.991,8.144,139781.0
2010-05-30,8.029,8.182,7.991,8.144,139781.0
2010-05-31,8.182,8.22,8.182,8.182,2698.0
2010-06-01,8.258,8.603,8.258,8.488,306504.0
2010-06-02,8.526,8.641,8.488,8.564,114040.0
2010-06-03,8.794,8.832,8.679,8.794,118866.0
2010-06-04,8.755,8.87,8.679,8.87,194921.0
2010-06-05,8.755,8.87,8.679,8.87,194921.0
2010-06-06,8.755,8.87,8.679,8.87,194921.0
2010-06-07,8.87,8.985,8.832,8.87,64105.0
2010-06-08,8.947,9.176,8.947,8.947,109073.0
2010-06-09,8.947,9.176,8.947,8.985,116455.0
2010-06-10,9.176,9.176,8.87,8.985,70962.0
2010-06-11,8.985,9.142,8.985,9.103,37023.0
2010-06-12,8.985,9.142,8.985,9.103,37023.0
2010-06-13,8.985,9.142,8.985,9.103,37023.0
2010-06-14,9.182,9.3,9.103,9.182,75655.0
2010-06-15,9.221,9.497,9.142,9.458,206953.0
2010-06-16,9.221,9.615,9.221,9.576,197298.0
2010-06-17,9.576,9.576,9.458,9.497,80126.0
2010-06-18,9.576,9.694,9.576,9.615,107063.0
2010-06-19,9.576,9.694,9.576,9.615,107063.0
2010-06-20,9.576,9.694,9.576,9.615,107063.0
2010-06-21,9.576,9.694,9.576,9.615,107063.0
2010-06-22,9.734,9.852,9.734,9.852,160792.0
2010-06-23,9.773,9.97,9.694,9.812,312291.0
2010-06-24,9.694,9.694,9.537,9.615,47503.0
2010-06-25,9.576,9.655,9.537,9.655,176045.0
2010-06-26,9.576,9.655,9.537,9.655,176045.0
2010-06-27,9.576,9.655,9.537,9.655,176045.0
2010-06-28,9.497,9.576,9.418,9.458,82702.0
2010-06-29,9.3,9.3,9.064,9.103,83145.0
2010-06-30,9.3,9.3,9.142,9.142,56629.0
2010-07-01,9.221,9.261,9.142,9.261,394772.0
2010-07-02,9.261,9.261,9.221,9.221,14249.0
2010-07-03,9.261,9.261,9.221,9.221,14249.0
2010-07-04,9.261,9.261,9.221,9.221,14249.0
2010-07-05,9.221,9.221,9.221,9.221,700.0
2010-07-06,9.458,9.458,9.261,9.3,200618.0
2010-07-07,9.615,9.694,9.458,9.576,214056.0
2010-07-08,9.615,9.773,9.615,9.773,169665.0
2010-07-09,9.615,9.773,9.615,9.773,169665.0
2010-07-10,9.615,9.773,9.615,9.773,169665.0
2010-07-11,9.615,9.773,9.615,9.773,169665.0
2010-07-12,9.852,9.931,9.812,9.812,56288.0
2010-07-13,9.852,9.891,9.734,9.852,120742.0
2010-07-14,9.812,10.246,9.812,10.206,122458.0
2010-07-15,10.206,10.246,10.088,10.167,103641.0
2010-07-16,10.009,10.167,10.009,10.128,59294.0
2010-07-17,10.009,10.167,10.009,10.128,59294.0
2010-07-18,10.009,10.167,10.009,10.128,59294.0
2010-07-19,10.246,10.404,10.128,10.404,153554.0
2010-07-20,10.325,11.113,10.325,11.034,449931.0
2010-07-21,11.113,11.31,10.64,10.876,484055.0
2010-07-22,11.113,11.231,10.995,10.995,131234.0
2010-07-23,10.876,11.034,10.876,10.995,147197.0
2010-07-24,10.876,11.034,10.876,10.995,147197.0
2010-07-25,10.876,11.034,10.876,10.995,147197.0
2010-07-26,11.034,11.231,11.034,11.231,101952.0
2010-07-27,11.428,11.546,11.428,11.507,201070.0
2010-07-28,11.507,11.507,11.349,11.507,171491.0
2010-07-29,11.586,11.822,11.507,11.665,217450.0
2010-07-30,11.743,11.901,11.31,11.31,125217.0
2010-07-31,11.743,11.901,11.31,11.31,125217.0
2010-08-01,11.743,11.901,11.31,11.31,125217.0
2010-08-02,12.059,12.374,12.059,12.177,238856.0
2010-08-03,12.137,12.177,11.586,11.822,262685.0
2010-08-04,11.94,12.059,11.783,12.019,224076.0
2010-08-05,12.295,12.61,12.098,12.61,262798.0
2010-08-06,12.61,12.689,12.413,12.532,102098.0
2010-08-07,12.61,12.689,12.413,12.532,102098.0
2010-08-08,12.61,12.689,12.413,12.532,102098.0
2010-08-09,12.61,12.847,12.571,12.768,108766.0
2010-08-10,12.768,12.847,12.61,12.847,52291.0
2010-08-11,12.729,12.729,12.374,12.413,215385.0
2010-08-12,12.374,12.492,12.295,12.374,62151.0
2010-08-13,12.374,12.374,11.98,11.98,44903.0
2010-08-14,12.374,12.374,11.98,11.98,44903.0
2010-08-15,12.374,12.374,11.98,11.98,44903.0
2010-08-16,12.374,12.374,11.98,11.98,44903.0
2010-08-17,12.295,12.374,11.94,11.94,55108.0
2010-08-18,12.137,12.768,11.94,12.492,179429.0
2010-08-19,12.492,12.492,12.137,12.137,72822.0
2010-08-20,12.137,12.295,12.019,12.295,75929.0
2010-08-21,12.137,12.295,12.019,12.295,75929.0
2010-08-22,12.137,12.295,12.019,12.295,75929.0
2010-08-23,12.295,12.295,11.98,11.98,18218.0
2010-08-24,11.665,11.665,11.428,11.507,56370.0
2010-08-25,11.349,11.665,11.073,11.665,96070.0
2010-08-26,11.822,11.98,11.704,11.743,80839.0
2010-08-27,11.586,11.704,11.428,11.704,53839.0
2010-08-28,11.586,11.704,11.428,11.704,53839.0
2010-08-29,11.586,11.704,11.428,11.704,53839.0
2010-08-30,11.586,11.704,11.507,11.586,18701.0
2010-08-31,11.704,12.019,11.665,11.783,48083.0
2010-09-01,12.059,12.216,11.901,11.901,50434.0
2010-09-02,11.94,12.059,11.901,11.901,10213.0
2010-09-03,12.137,12.137,11.822,11.822,26472.0
2010-09-04,12.137,12.137,11.822,11.822,26472.0
2010-09-05,12.137,12.137,11.822,11.822,26472.0
2010-09-06,11.98,11.98,11.743,11.822,7869.0
2010-09-07,11.743,11.743,11.586,11.665,17419.0
2010-09-08,11.822,12.019,11.704,11.783,25466.0
2010-09-09,11.98,12.177,11.822,12.177,53607.0
2010-09-10,12.216,12.374,12.177,12.295,67516.0
2010-09-11,12.216,12.374,12.177,12.295,67516.0
2010-09-12,12.216,12.374,12.177,12.295,67516.0
2010-09-13,12.295,12.807,12.295,12.689,224254.0
2010-09-14,12.729,13.004,12.689,13.004,205519.0
2010-09-15,13.241,13.241,12.689,12.689,66448.0
2010-09-16,12.571,12.61,12.374,12.61,22153.0
2010-09-17,12.61,12.768,12.532,12.729,86432.0
2010-09-18,12.61,12.768,12.532,12.729,86432.0
2010-09-19,12.61,12.768,12.532,12.729,86432.0
2010-09-20,12.847,13.162,12.847,13.162,105544.0
2010-09-21,13.201,13.359,13.201,13.241,101936.0
2010-09-22,13.32,13.438,13.241,13.398,71667.0
2010-09-23,13.32,13.635,13.32,13.477,74017.0
2010-09-24,13.871,14.738,13.871,14.581,431023.0
2010-09-25,13.871,14.738,13.871,14.581,431023.0
2010-09-26,13.871,14.738,13.871,14.581,431023.0
2010-09-27,14.581,14.581,14.108,14.265,125293.0
2010-09-28,14.344,14.423,14.187,14.265,215741.0
2010-09-29,14.187,14.187,13.99,14.187,61706.0
2010-09-30,14.502,14.502,13.871,14.187,54769.0
2010-10-01,14.029,14.029,13.635,13.793,122848.0
2010-10-02,14.029,14.029,13.635,13.793,122848.0
2010-10-03,14.029,14.029,13.635,13.793,122848.0
2010-10-04,13.793,13.793,13.398,13.635,133431.0
2010-10-05,13.871,14.187,13.871,13.95,105315.0
2010-10-06,13.95,13.99,13.635,13.635,40951.0
2010-10-07,13.635,13.635,13.398,13.438,42631.0
2010-10-08,13.359,13.832,13.359,13.832,48314.0
2010-10-09,13.359,13.832,13.359,13.832,48314.0
2010-10-10,13.359,13.832,13.359,13.832,48314.0
2010-10-11,13.359,13.832,13.359,13.832,48314.0
2010-10-12,13.674,13.674,13.438,13.635,47904.0
2010-10-13,14.029,14.108,13.95,14.068,28449.0
2010-10-14,14.029,14.029,13.871,13.99,46571.0
2010-10-15,13.911,13.911,13.556,13.714,30317.0
2010-10-16,13.911,13.911,13.556,13.714,30317.0
2010-10-17,13.911,13.911,13.556,13.714,30317.0
2010-10-18,13.714,13.95,13.714,13.714,27572.0
2010-10-19,13.635,13.832,13.635,13.714,36763.0
2010-10-20,14.108,14.502,13.714,14.423,153061.0
2010-10-21,14.423,14.502,14.265,14.502,91137.0
2010-10-22,14.305,14.423,14.305,14.305,319770.0
2010-10-23,14.305,14.423,14.305,14.305,319770.0
2010-10-24,14.305,14.423,14.305,14.305,319770.0
2010-10-25,14.581,14.896,14.384,14.699,427775.0
2010-10-26,14.62,14.817,14.541,14.738,52113.0
2010-10-27,14.62,14.817,14.541,14.738,52113.0
2010-10-28,15.369,15.684,15.211,15.369,361141.0
2010-10-29,15.369,15.605,15.211,15.526,60769.0
2010-10-30,15.369,15.605,15.211,15.526,60769.0
2010-10-31,15.369,15.605,15.211,15.526,60769.0
2010-11-01,15.526,15.526,14.975,15.29,179528.0
2010-11-02,15.329,15.566,15.132,15.369,176608.0
2010-11-03,15.605,15.605,15.369,15.566,85672.0
2010-11-04,15.684,16.551,15.684,16.551,216849.0
2010-11-05,16.393,16.472,15.763,15.999,224744.0
2010-11-06,16.393,16.472,15.763,15.999,224744.0
2010-11-07,16.393,16.472,15.763,15.999,224744.0
2010-11-08,16.078,16.118,15.526,15.605,165994.0
2010-11-09,15.763,15.999,15.448,15.566,71479.0
2010-11-10,15.566,15.881,15.211,15.763,302469.0
2010-11-11,15.763,15.921,15.605,15.763,83351.0
2010-11-12,15.645,15.802,15.369,15.448,94944.0
2010-11-13,15.645,15.802,15.369,15.448,94944.0
2010-11-14,15.645,15.802,15.369,15.448,94944.0
2010-11-15,15.369,16.236,15.369,16.157,89256.0
2010-11-16,16.315,16.472,15.132,15.211,118923.0
2010-11-17,15.369,15.526,15.093,15.329,106739.0
2010-11-18,15.763,15.763,15.448,15.526,118958.0
2010-11-19,15.526,15.999,15.369,15.763,75892.0
2010-11-20,15.526,15.999,15.369,15.763,75892.0
2010-11-21,15.526,15.999,15.369,15.763,75892.0
2010-11-22,15.526,15.999,15.369,15.763,75892.0
2010-11-23,15.29,15.526,15.29,15.487,113694.0
2010-11-24,15.763,15.763,15.566,15.566,18104.0
2010-11-25,15.566,15.566,15.329,15.526,44807.0
2010-11-26,15.211,15.566,15.211,15.29,59020.0
2010-11-27,15.211,15.566,15.211,15.29,59020.0
2010-11-28,15.211,15.566,15.211,15.29,59020.0
2010-11-29,15.369,15.763,15.369,15.526,39880.0
2010-11-30,15.526,15.763,15.369,15.763,59449.0
2010-12-01,16.157,16.472,16.157,16.433,50500.0
2010-12-02,16.393,16.866,16.393,16.551,106348.0
2010-12-03,16.551,16.551,16.157,16.315,19089.0
2010-12-04,16.551,16.551,16.157,16.315,19089.0
2010-12-05,16.551,16.551,16.157,16.315,19089.0
2010-12-06,16.315,16.354,16.118,16.275,26430.0
2010-12-07,16.275,17.182,16.275,16.827,261313.0
2010-12-08,16.275,17.182,16.275,16.827,261313.0
2010-12-09,16.945,17.024,16.748,16.945,129346.0
2010-12-10,16.906,17.733,16.906,17.26,134628.0
2010-12-11,16.906,17.733,16.906,17.26,134628.0
2010-12-12,16.906,17.733,16.906,17.26,134628.0
2010-12-13,17.694,17.694,17.103,17.26,30901.0
2010-12-14,17.418,17.457,16.866,17.024,36385.0
2010-12-15,16.945,16.945,16.393,16.472,41497.0
2010-12-16,16.551,16.551,16.157,16.157,33300.0
2010-12-17,16.236,16.275,16.078,16.157,11270.0
2010-12-18,16.236,16.275,16.078,16.157,11270.0
2010-12-19,16.236,16.275,16.078,16.157,11270.0
2010-12-20,16.078,16.236,15.96,16.039,41192.0
2010-12-21,15.999,16.393,15.999,16.118,28506.0
2010-12-22,16.157,16.157,15.763,15.999,50229.0
2010-12-23,16.157,16.157,15.724,15.921,25077.0
2010-12-24,16.157,16.157,15.724,15.921,25077.0
2010-12-25,16.157,16.157,15.724,15.921,25077.0
2010-12-26,16.157,16.157,15.724,15.921,25077.0
2010-12-27,15.763,15.921,15.448,15.566,137464.0
2010-12-28,15.763,15.763,15.251,15.526,22906.0
2010-12-29,15.526,15.526,15.211,15.369,65237.0
2010-12-30,15.369,15.684,15.054,15.369,84466.0
2010-12-31,15.369,15.684,15.054,15.369,84466.0
2011-01-01,15.369,15.684,15.054,15.369,84466.0
2011-01-02,15.369,15.684,15.054,15.369,84466.0
2011-01-03,15.724,16.551,15.724,16.393,39434.0
2011-01-04,16.551,16.866,15.842,16.393,68631.0
2011-01-05,16.393,16.393,15.487,15.763,196749.0
2011-01-06,15.763,15.842,15.369,15.842,108161.0
2011-01-07,15.842,15.881,15.487,15.842,64583.0
2011-01-08,15.842,15.881,15.487,15.842,64583.0
2011-01-09,15.842,15.881,15.487,15.842,64583.0
2011-01-10,15.763,15.763,15.29,15.487,46070.0
2011-01-11,15.526,15.605,14.975,15.093,80151.0
2011-01-12,15.526,15.526,15.29,15.369,30868.0
2011-01-13,15.369,15.369,14.857,15.132,78610.0
2011-01-14,15.251,15.251,14.462,14.817,184247.0
2011-01-15,15.251,15.251,14.462,14.817,184247.0
2011-01-16,15.251,15.251,14.462,14.817,184247.0
2011-01-17,14.975,15.093,14.857,15.093,24195.0
2011-01-18,15.369,15.369,14.581,15.054,122839.0
2011-01-19,15.093,15.881,15.093,15.881,111198.0
2011-01-20,15.881,15.96,15.605,15.802,64851.0
2011-01-21,15.802,15.842,15.605,15.605,46696.0
2011-01-22,15.802,15.842,15.605,15.605,46696.0
2011-01-23,15.802,15.842,15.605,15.605,46696.0
2011-01-24,15.684,15.921,15.526,15.645,16966.0
2011-01-25,15.645,15.645,15.29,15.408,21406.0
2011-01-26,15.566,15.566,15.132,15.487,33959.0
2011-01-27,15.448,15.448,15.054,15.211,179635.0
2011-01-28,15.211,15.211,14.738,15.211,37211.0
2011-01-29,15.211,15.211,14.738,15.211,37211.0
2011-01-30,15.211,15.211,14.738,15.211,37211.0
2011-01-31,14.975,14.975,14.699,14.817,32447.0
2011-02-01,14.975,14.975,14.699,14.817,27039.0
2011-02-02,14.975,14.975,14.62,14.778,33827.0
2011-02-03,14.738,14.738,14.384,14.423,110232.0
2011-02-04,14.423,14.541,13.556,13.793,709952.0
2011-02-05,14.423,14.541,13.556,13.793,709952.0
2011-02-06,14.423,14.541,13.556,13.793,709952.0
2011-02-07,13.871,13.99,13.438,13.477,527020.0
2011-02-08,13.517,13.95,13.477,13.832,490060.0
2011-02-09,13.95,13.95,13.674,13.714,153640.0
2011-02-10,13.635,13.635,13.241,13.477,227826.0
2011-02-11,13.556,13.793,12.886,13.674,896264.0
2011-02-12,13.556,13.793,12.886,13.674,896264.0
2011-02-13,13.556,13.793,12.886,13.674,896264.0
2011-02-14,13.793,14.265,13.793,14.226,188423.0
2011-02-15,14.265,14.344,13.714,13.714,128316.0
2011-02-16,14.029,14.187,13.871,14.029,173550.0
2011-02-17,14.187,14.187,14.029,14.029,125604.0
2011-02-18,14.029,14.029,13.832,13.871,70266.0
2011-02-19,14.029,14.029,13.832,13.871,70266.0
2011-02-20,14.029,14.029,13.832,13.871,70266.0
2011-02-21,13.832,13.911,13.674,13.753,40164.0
2011-02-22,13.635,13.714,13.398,13.596,60168.0
2011-02-23,13.477,13.635,13.398,13.635,197379.0
2011-02-24,13.477,13.714,13.398,13.477,51757.0
2011-02-25,13.477,13.95,13.477,13.911,63336.0
2011-02-26,13.477,13.95,13.477,13.911,63336.0
2011-02-27,13.477,13.95,13.477,13.911,63336.0
2011-02-28,14.068,14.187,13.911,13.95,71480.0
2011-03-01,14.108,14.108,13.714,13.753,50996.0
2011-03-02,13.556,13.674,13.477,13.517,38225.0
2011-03-03,13.714,13.793,13.596,13.714,58152.0
2011-03-04,13.793,13.793,13.477,13.556,35413.0
2011-03-05,13.793,13.793,13.477,13.556,35413.0
2011-03-06,13.793,13.793,13.477,13.556,35413.0
2011-03-07,13.793,13.793,13.477,13.556,35413.0
2011-03-08,13.793,13.793,13.477,13.556,35413.0
2011-03-09,13.556,13.596,13.438,13.477,11560.0
2011-03-10,13.398,13.398,13.201,13.398,70268.0
2011-03-11,13.32,13.517,13.241,13.517,56601.0
2011-03-12,13.32,13.517,13.241,13.517,56601.0
2011-03-13,13.32,13.517,13.241,13.517,56601.0
2011-03-14,13.477,13.477,13.28,13.28,34861.0
2011-03-15,12.807,13.241,12.768,13.241,137325.0
2011-03-16,13.241,13.241,12.61,12.807,85360.0
2011-03-17,13.004,13.28,12.965,13.044,75337.0
2011-03-18,13.162,13.398,13.123,13.123,25546.0
2011-03-19,13.162,13.398,13.123,13.123,25546.0
2011-03-20,13.162,13.398,13.123,13.123,25546.0
2011-03-21,13.398,13.398,13.123,13.162,38600.0
2011-03-22,13.398,13.398,12.965,13.044,97065.0
2011-03-23,13.044,13.044,12.847,12.965,67180.0
2011-03-24,13.044,13.044,12.847,12.965,67180.0
2011-03-25,13.044,13.044,12.847,12.965,67180.0
2011-03-26,13.044,13.044,12.847,12.965,67180.0
2011-03-27,13.044,13.044,12.847,12.965,67180.0
2011-03-28,13.083,13.083,12.847,12.965,65770.0
2011-03-29,12.965,13.162,12.965,13.083,127276.0
2011-03-30,13.32,13.635,13.32,13.477,89054.0
2011-03-31,13.477,13.477,13.162,13.398,78672.0
2011-04-01,13.556,13.714,13.556,13.714,136282.0
2011-04-02,13.556,13.714,13.556,13.714,136282.0
2011-04-03,13.556,13.714,13.556,13.714,136282.0
2011-04-04,13.95,14.147,13.871,14.147,169503.0
2011-04-05,14.147,14.384,14.108,14.265,118792.0
2011-04-06,14.502,14.502,14.265,14.344,170661.0
2011-04-07,14.344,14.423,13.871,13.95,44152.0
2011-04-08,14.068,14.068,13.714,13.832,46833.0
2011-04-09,14.068,14.068,13.714,13.832,46833.0
2011-04-10,14.068,14.068,13.714,13.832,46833.0
2011-04-11,14.029,14.187,13.714,13.793,29994.0
2011-04-12,13.674,13.674,13.438,13.556,90379.0
2011-04-13,13.398,13.714,13.201,13.714,103593.0
2011-04-14,13.398,13.438,13.201,13.241,134483.0
2011-04-15,13.162,13.162,12.965,13.083,127428.0
2011-04-16,13.162,13.162,12.965,13.083,127428.0
2011-04-17,13.162,13.162,12.965,13.083,127428.0
2011-04-18,13.004,13.004,12.453,12.532,111207.0
2011-04-19,12.768,12.768,12.532,12.571,185114.0
2011-04-20,12.689,12.768,12.61,12.689,381297.0
2011-04-21,12.689,12.768,12.61,12.689,381297.0
2011-04-22,12.689,12.768,12.61,12.689,381297.0
2011-04-23,12.689,12.768,12.61,12.689,381297.0
2011-04-24,12.689,12.768,12.61,12.689,381297.0
2011-04-25,12.768,12.768,12.61,12.729,156968.0
2011-04-26,12.729,12.729,12.492,12.61,297731.0
2011-04-27,12.65,12.65,12.295,12.295,190002.0
2011-04-28,12.334,12.334,12.137,12.137,116611.0
2011-04-29,12.216,12.532,12.216,12.532,140037.0
2011-04-30,12.216,12.532,12.216,12.532,140037.0
2011-05-01,12.216,12.532,12.216,12.532,140037.0
2011-05-02,12.729,12.847,12.571,12.689,134081.0
2011-05-03,12.61,12.886,12.453,12.61,102081.0
2011-05-04,12.689,12.807,12.61,12.768,53686.0
2011-05-05,12.65,12.65,12.334,12.532,240847.0
2011-05-06,12.019,12.137,11.822,12.019,125877.0
2011-05-07,12.019,12.137,11.822,12.019,125877.0
2011-05-08,12.019,12.137,11.822,12.019,125877.0
2011-05-09,11.822,11.901,11.704,11.901,28898.0
2011-05-10,12.098,12.532,12.059,12.492,244989.0
