,BMA AR Equity,BMA AR Equity,BMA AR Equity,BMA AR Equity,BMA AR Equity
2017-10-03,173.057,178.025,173.057,176.866,76297.0
2017-10-04,177.776,178.025,172.229,176.948,149696.0
2017-10-05,176.99,177.859,173.471,176.824,116071.0
2017-10-06,176.783,178.025,176.369,177.321,117616.0
2017-10-07,176.783,178.025,176.369,177.321,117616.0
2017-10-08,176.783,178.025,176.369,177.321,117616.0
2017-10-09,177.321,177.321,170.573,173.926,73364.0
2017-10-10,172.27,179.557,172.27,177.197,89066.0
2017-10-11,177.611,180.509,176.369,177.073,89795.0
2017-10-12,176.7,179.267,176.369,178.48,128269.0
2017-10-13,177.197,182.165,177.197,180.964,89092.0
2017-10-14,177.197,182.165,177.197,180.964,89092.0
2017-10-15,177.197,182.165,177.197,180.964,89092.0
2017-10-16,177.197,182.165,177.197,180.964,89092.0
2017-10-17,181.337,182.165,178.025,180.675,240875.0
2017-10-18,180.095,180.509,178.025,178.936,283455.0
2017-10-19,178.439,179.681,176.369,179.474,119610.0
2017-10-20,179.474,180.509,179.267,180.012,258013.0
2017-10-21,179.474,180.509,179.267,180.012,258013.0
2017-10-22,179.474,180.509,179.267,180.012,258013.0
2017-10-23,183.945,194.585,183.945,194.461,182977.0
2017-10-24,194.503,196.738,190.611,194.171,194645.0
2017-10-25,194.171,194.585,190.942,194.006,101954.0
2017-10-26,194.585,197.152,194.006,196.987,64261.0
2017-10-27,193.923,196.987,190.528,192.06,152787.0
2017-10-28,193.923,196.987,190.528,192.06,152787.0
2017-10-29,193.923,196.987,190.528,192.06,152787.0
2017-10-30,190.445,190.445,185.891,186.305,119919.0
2017-10-31,182.165,185.477,181.378,184.773,109234.0
2017-11-01,184.98,186.181,175.541,176.866,87380.0
2017-11-02,178.853,178.853,169.745,173.719,178653.0
2017-11-03,173.719,175.499,170.573,173.512,148060.0
2017-11-04,173.719,175.499,170.573,173.512,148060.0
2017-11-05,173.719,175.499,170.573,173.512,148060.0
2017-11-06,173.719,175.499,170.573,173.512,148060.0
2017-11-07,178.853,180.509,173.926,175.872,183263.0
2017-11-08,175.955,179.06,175.872,176.369,158131.0
2017-11-09,177.28,180.509,174.754,175.996,116410.0
2017-11-10,173.885,175.913,168.503,171.691,57286.0
2017-11-11,173.885,175.913,168.503,171.691,57286.0
2017-11-12,173.885,175.913,168.503,171.691,57286.0
2017-11-13,173.471,173.885,165.605,166.35,74055.0
2017-11-14,166.35,166.35,142.834,143.993,976490.0
2017-11-15,142.834,148.63,134.554,148.257,1684445.0
2017-11-16,152.356,159.312,150.7,156.828,807228.0
2017-11-17,158.152,160.512,145.939,150.824,524396.0
2017-11-18,158.152,160.512,145.939,150.824,524396.0
2017-11-19,158.152,160.512,145.939,150.824,524396.0
2017-11-20,158.152,160.512,145.939,150.824,524396.0
2017-11-21,146.063,148.216,141.592,143.869,668928.0
2017-11-22,142.379,146.643,140.764,144.697,579892.0
2017-11-23,145.111,150.286,144.076,149.5,131416.0
2017-11-24,149.044,151.942,142.42,150.866,388461.0
2017-11-25,149.044,151.942,142.42,150.866,388461.0
2017-11-26,149.044,151.942,142.42,150.866,388461.0
2017-11-27,150.742,154.509,149.872,152.356,149962.0
2017-11-28,152.356,152.936,147.222,148.382,147980.0
2017-11-29,148.63,151.528,148.216,149.003,77729.0
2017-11-30,149.003,149.872,145.318,147.429,81781.0
2017-12-01,147.636,148.713,144.987,146.519,53446.0
2017-12-02,147.636,148.713,144.987,146.519,53446.0
2017-12-03,147.636,148.713,144.987,146.519,53446.0
2017-12-04,146.56,150.369,146.56,149.541,118750.0
2017-12-05,149.872,152.273,149.541,151.197,189983.0
2017-12-06,151.445,162.375,151.28,162.292,389021.0
2017-12-07,162.292,165.191,160.264,164.777,215650.0
2017-12-08,162.292,165.191,160.264,164.777,215650.0
2017-12-09,162.292,165.191,160.264,164.777,215650.0
2017-12-10,162.292,165.191,160.264,164.777,215650.0
2017-12-11,165.77,172.229,165.77,171.359,199770.0
2017-12-12,171.401,174.299,170.573,172.974,206669.0
2017-12-13,173.057,174.092,166.433,169.662,200636.0
2017-12-14,169.662,170.159,166.433,167.84,81206.0
2017-12-15,167.757,169.745,165.687,166.308,76753.0
2017-12-16,167.757,169.745,165.687,166.308,76753.0
2017-12-17,167.757,169.745,165.687,166.308,76753.0
2017-12-18,166.433,169.745,166.433,168.958,145810.0
2017-12-19,168.917,173.429,168.089,172.27,182242.0
2017-12-20,170.573,173.802,170.159,172.27,108663.0
2017-12-21,171.525,173.885,170.987,173.719,62021.0
2017-12-22,173.885,175.541,173.057,174.671,93410.0
2017-12-23,173.885,175.541,173.057,174.671,93410.0
2017-12-24,173.885,175.541,173.057,174.671,93410.0
2017-12-25,173.885,175.541,173.057,174.671,93410.0
2017-12-26,174.299,178.025,173.057,176.866,171556.0
2017-12-27,176.99,179.681,176.99,177.611,88923.0
2017-12-28,177.735,183.821,177.735,181.337,85342.0
2017-12-29,180.509,181.751,178.025,179.681,82868.0
2017-12-30,180.509,181.751,178.025,179.681,82868.0
2017-12-31,180.509,181.751,178.025,179.681,82868.0
2018-01-01,180.509,181.751,178.025,179.681,82868.0
2018-01-02,179.681,182.041,178.894,179.308,124658.0
2018-01-03,179.35,181.337,176.369,179.598,109522.0
2018-01-04,181.254,181.337,178.025,180.964,178105.0
2018-01-05,180.882,185.063,179.64,181.958,244769.0
2018-01-06,180.882,185.063,179.64,181.958,244769.0
2018-01-07,180.882,185.063,179.64,181.958,244769.0
2018-01-08,182.165,182.165,177.238,180.385,144300.0
2018-01-09,180.385,180.509,177.197,178.356,42765.0
2018-01-10,176.203,176.203,170.573,173.015,134145.0
2018-01-11,170.573,177.197,170.366,176.783,78290.0
2018-01-12,177.031,179.681,174.713,179.308,101195.0
2018-01-13,177.031,179.681,174.713,179.308,101195.0
2018-01-14,177.031,179.681,174.713,179.308,101195.0
2018-01-15,179.308,179.681,172.229,179.226,138390.0
2018-01-16,179.267,182.165,179.267,182.124,158320.0
2018-01-17,182.165,183.821,181.337,182.579,166562.0
2018-01-18,182.993,186.305,182.413,183.366,269677.0
2018-01-19,183.49,184.649,179.267,180.054,200557.0
2018-01-20,183.49,184.649,179.267,180.054,200557.0
2018-01-21,183.49,184.649,179.267,180.054,200557.0
2018-01-22,180.054,182.165,179.267,180.882,71663.0
2018-01-23,182.124,182.165,176.369,177.031,303600.0
2018-01-24,176.948,182.124,174.092,179.06,232502.0
2018-01-25,179.06,179.06,174.713,177.197,165039.0
2018-01-26,177.197,178.812,175.541,177.487,112663.0
2018-01-27,177.197,178.812,175.541,177.487,112663.0
2018-01-28,177.197,178.812,175.541,177.487,112663.0
2018-01-29,174.63,174.63,169.869,172.187,150561.0
2018-01-30,172.312,173.057,168.089,172.436,75725.0
2018-01-31,172.56,178.853,172.56,175.582,179979.0
2018-02-01,177.197,177.611,168.089,169.331,82929.0
2018-02-02,168.503,168.503,159.808,164.156,217430.0
2018-02-03,168.503,168.503,159.808,164.156,217430.0
2018-02-04,168.503,168.503,159.808,164.156,217430.0
2018-02-05,163.12,163.12,156.703,157.697,124359.0
2018-02-06,156.455,165.605,152.356,164.984,279958.0
2018-02-07,165.232,170.987,162.334,164.363,170523.0
2018-02-08,162.292,166.433,158.98,160.843,201471.0
2018-02-09,161.464,161.464,152.356,158.152,223098.0
2018-02-10,161.464,161.464,152.356,158.152,223098.0
2018-02-11,161.464,161.464,152.356,158.152,223098.0
2018-02-12,161.464,161.464,152.356,158.152,223098.0
2018-02-13,161.464,161.464,152.356,158.152,223098.0
2018-02-14,162.292,167.261,160.222,165.936,240941.0
2018-02-15,166.598,177.197,166.598,173.968,270592.0
2018-02-16,177.28,181.42,173.968,181.213,379525.0
2018-02-17,177.28,181.42,173.968,181.213,379525.0
2018-02-18,177.28,181.42,173.968,181.213,379525.0
2018-02-19,181.171,187.133,180.509,187.009,127034.0
2018-02-20,186.802,187.133,179.515,181.42,551369.0
2018-02-21,180.509,185.725,178.853,184.897,210173.0
2018-02-22,182.206,187.961,182.124,187.63,215216.0
2018-02-23,187.133,188.789,185.518,187.589,139216.0
2018-02-24,187.133,188.789,185.518,187.589,139216.0
2018-02-25,187.133,188.789,185.518,187.589,139216.0
2018-02-26,187.961,190.404,186.761,189.659,121062.0
2018-02-27,190.445,191.273,188.375,190.321,150130.0
2018-02-28,190.404,192.101,185.477,190.694,157346.0
2018-03-01,191.149,191.149,187.133,188.168,225614.0
2018-03-02,186.305,186.305,177.197,179.929,478948.0
2018-03-03,186.305,186.305,177.197,179.929,478948.0
2018-03-04,186.305,186.305,177.197,179.929,478948.0
2018-03-05,178.853,182.869,178.853,180.55,101306.0
2018-03-06,181.337,183.366,181.337,182.538,176538.0
2018-03-07,182.579,182.579,178.025,181.503,86821.0
2018-03-08,182.165,183.821,180.178,181.42,168430.0
2018-03-09,181.503,190.28,181.503,184.815,192582.0
2018-03-10,181.503,190.28,181.503,184.815,192582.0
2018-03-11,181.503,190.28,181.503,184.815,192582.0
2018-03-12,186.388,189.617,186.388,188.334,94274.0
2018-03-13,188.748,188.748,182.579,185.104,81659.0
2018-03-14,186.719,187.133,182.165,182.289,44483.0
2018-03-15,182.206,184.856,181.13,183.49,70991.0
2018-03-16,184.649,185.477,181.751,182.786,47830.0
2018-03-17,184.649,185.477,181.751,182.786,47830.0
2018-03-18,184.649,185.477,181.751,182.786,47830.0
2018-03-19,182.165,182.579,178.025,179.598,74393.0
2018-03-20,179.681,180.923,177.776,178.025,113336.0
2018-03-21,178.025,185.891,177.859,183.78,162353.0
2018-03-22,182.165,184.566,179.433,180.675,144266.0
2018-03-23,182.165,182.993,178.853,179.598,99105.0
2018-03-24,182.165,182.993,178.853,179.598,99105.0
2018-03-25,182.165,182.993,178.853,179.598,99105.0
2018-03-26,180.509,182.165,179.847,181.503,77952.0
2018-03-27,182.165,184.608,179.598,179.888,56998.0
2018-03-28,180.923,181.337,178.025,178.232,179992.0
2018-03-29,180.923,181.337,178.025,178.232,179992.0
2018-03-30,180.923,181.337,178.025,178.232,179992.0
2018-03-31,180.923,181.337,178.025,178.232,179992.0
2018-04-01,180.923,181.337,178.025,178.232,179992.0
2018-04-02,180.923,181.337,178.025,178.232,179992.0
2018-04-03,177.197,184.649,177.197,183.117,160494.0
2018-04-04,182.165,183.821,180.55,182.496,110979.0
2018-04-05,184.649,185.063,183.407,184.608,196454.0
2018-04-06,185.477,185.477,179.681,182.206,75436.0
2018-04-07,185.477,185.477,179.681,182.206,75436.0
2018-04-08,185.477,185.477,179.681,182.206,75436.0
2018-04-09,183.076,183.614,180.509,181.254,85935.0
2018-04-10,181.337,184.649,181.337,183.283,98793.0
2018-04-11,183.241,183.821,180.509,181.585,95220.0
2018-04-12,181.337,183.821,180.55,181.875,93320.0
2018-04-13,183.821,183.821,178.853,179.764,80911.0
2018-04-14,183.821,183.821,178.853,179.764,80911.0
2018-04-15,183.821,183.821,178.853,179.764,80911.0
2018-04-16,179.681,180.509,176.369,177.073,78348.0
2018-04-17,176.41,183.034,176.41,182.993,63236.0
2018-04-18,183.821,183.821,181.337,181.378,59358.0
2018-04-19,181.378,182.827,180.509,181.958,104447.0
2018-04-20,182.165,182.165,177.28,178.066,106003.0
2018-04-21,182.165,182.165,177.28,178.066,106003.0
2018-04-22,182.165,182.165,177.28,178.066,106003.0
2018-04-23,178.108,180.095,178.108,179.64,103294.0
2018-04-24,179.35,180.675,178.646,178.687,61829.0
2018-04-25,177.197,177.197,167.261,169.496,307757.0
2018-04-26,169.786,170.573,162.292,164.777,183205.0
2018-04-27,165.605,168.875,161.092,164.528,347793.0
2018-04-28,165.605,168.875,161.092,164.528,347793.0
2018-04-29,165.605,168.875,161.092,164.528,347793.0
2018-04-30,165.605,168.875,161.092,164.528,347793.0
2018-05-01,165.605,168.875,161.092,164.528,347793.0
2018-05-02,165.439,167.178,162.541,164.073,151956.0
2018-05-03,164.073,169.331,159.187,168.13,361169.0
2018-05-04,169.745,169.745,148.216,151.445,749632.0
2018-05-05,169.745,169.745,148.216,151.445,749632.0
2018-05-06,169.745,169.745,148.216,151.445,749632.0
2018-05-07,152.025,156.082,147.388,147.761,229281.0
2018-05-08,142.337,149.044,133.312,135.879,1281474.0
2018-05-09,139.273,143.124,137.949,141.757,890000.0
2018-05-10,147.388,151.694,144.242,150.7,569999.0
2018-05-11,155.042,157.512,147.72,151.892,531766.0
2018-05-12,155.042,157.512,147.72,151.892,531766.0
2018-05-13,155.042,157.512,147.72,151.892,531766.0
2018-05-14,148.572,155.809,148.146,154.148,452126.0
2018-05-15,155.724,164.323,154.106,155.638,734379.0
2018-05-16,162.62,167.303,158.363,166.196,571717.0
2018-05-17,165.983,173.263,163.897,171.858,481058.0
2018-05-18,172.837,172.837,166.409,169.304,275798.0
2018-05-19,172.837,172.837,166.409,169.304,275798.0
2018-05-20,172.837,172.837,166.409,169.304,275798.0
2018-05-21,169.346,169.346,166.792,169.006,138577.0
2018-05-22,171.134,172.837,166.877,168.197,153972.0
2018-05-23,165.047,171.134,163.471,166.324,159282.0
2018-05-24,164.323,169.857,161.769,168.537,144503.0
2018-05-25,164.323,169.857,161.769,168.537,144503.0
2018-05-26,164.323,169.857,161.769,168.537,144503.0
2018-05-27,164.323,169.857,161.769,168.537,144503.0
2018-05-28,167.728,168.537,157.512,163.727,62155.0
2018-05-29,163.897,166.877,159.257,161.428,131150.0
2018-05-30,162.663,165.174,160.066,161.726,334864.0
2018-05-31,163.046,168.75,163.046,167.345,227903.0
2018-06-01,167.345,167.345,163.471,165.259,83623.0
2018-06-02,167.345,167.345,163.471,165.259,83623.0
2018-06-03,167.345,167.345,163.471,165.259,83623.0
2018-06-04,165.43,169.176,165.43,168.665,141146.0
2018-06-05,170.283,177.733,170.283,177.137,404195.0
2018-06-06,178.031,178.882,171.986,173.092,353084.0
2018-06-07,173.688,173.688,167.047,172.454,77711.0
2018-06-08,178.797,182.203,172.837,177.264,383285.0
2018-06-09,178.797,182.203,172.837,177.264,383285.0
2018-06-10,178.797,182.203,172.837,177.264,383285.0
2018-06-11,177.945,182.586,177.945,181.649,229500.0
2018-06-12,182.032,182.032,174.54,176.115,224620.0
2018-06-13,173.688,174.54,169.687,171.475,166740.0
2018-06-14,171.134,171.986,158.789,163.429,337648.0
2018-06-15,161.769,161.769,152.488,157.299,561553.0
2018-06-16,161.769,161.769,152.488,157.299,561553.0
2018-06-17,161.769,161.769,152.488,157.299,561553.0
2018-06-18,151.552,151.552,139.632,139.93,880126.0
2018-06-19,142.867,153.85,140.781,152.999,518092.0
2018-06-20,142.867,153.85,140.781,152.999,518092.0
2018-06-21,170.283,173.476,167.728,171.943,1331124.0
2018-06-22,166.026,169.431,160.917,165.983,354279.0
2018-06-23,166.026,169.431,160.917,165.983,354279.0
2018-06-24,166.026,169.431,160.917,165.983,354279.0
2018-06-25,162.62,162.62,154.532,156.149,137033.0
2018-06-26,156.66,160.066,151.552,152.786,86965.0
2018-06-27,152.403,152.403,137.078,138.227,355458.0
2018-06-28,139.632,151.977,137.078,150.658,338192.0
2018-06-29,150.658,151.126,138.78,142.229,219481.0
2018-06-30,150.658,151.126,138.78,142.229,219481.0
2018-07-01,150.658,151.126,138.78,142.229,219481.0
2018-07-02,138.355,141.335,134.523,139.93,172975.0
2018-07-03,143.037,161.769,143.037,158.32,211193.0
2018-07-04,158.278,160.747,154.191,156.49,52091.0
2018-07-05,154.106,163.471,154.106,161.343,272453.0
2018-07-06,163.94,166.877,157.086,158.235,231610.0
2018-07-07,163.94,166.877,157.086,158.235,231610.0
2018-07-08,163.94,166.877,157.086,158.235,231610.0
2018-07-09,163.94,166.877,157.086,158.235,231610.0
2018-07-10,165.941,166.877,158.235,161.087,56764.0
2018-07-11,159.64,164.195,159.214,161.726,93366.0
2018-07-12,161.769,163.471,154.106,156.618,145480.0
2018-07-13,155.809,156.66,149.891,153.595,149970.0
2018-07-14,155.809,156.66,149.891,153.595,149970.0
2018-07-15,155.809,156.66,149.891,153.595,149970.0
2018-07-16,153.552,158.618,152.829,153.425,155394.0
2018-07-17,154.957,161.343,151.977,158.448,87034.0
2018-07-18,159.214,162.62,156.916,157.937,131290.0
2018-07-19,158.789,158.789,156.49,157.256,50384.0
2018-07-20,157.554,163.429,157.554,160.193,150491.0
2018-07-21,157.554,163.429,157.554,160.193,150491.0
2018-07-22,157.554,163.429,157.554,160.193,150491.0
2018-07-23,160.023,160.747,156.66,157.512,96741.0
2018-07-24,158.363,161.769,158.363,159.299,60153.0
2018-07-25,159.299,166.026,159.299,165.472,85307.0
2018-07-26,165.472,167.303,163.471,166.962,128573.0
2018-07-27,172.028,174.54,161.683,166.749,144993.0
2018-07-28,172.028,174.54,161.683,166.749,144993.0
2018-07-29,172.028,174.54,161.683,166.749,144993.0
2018-07-30,166.792,166.792,161.769,162.279,92624.0
2018-07-31,162.62,162.62,158.789,159.427,142696.0
2018-08-01,159.214,159.214,156.66,157.469,107019.0
2018-08-02,156.66,156.66,145.805,147.891,362046.0
2018-08-03,148.997,155.766,148.997,153.042,276278.0
2018-08-04,148.997,155.766,148.997,153.042,276278.0
2018-08-05,148.997,155.766,148.997,153.042,276278.0
2018-08-06,152.829,154.489,149.423,150.743,122946.0
2018-08-07,144.655,144.655,136.269,139.036,379932.0
2018-08-08,136.226,136.396,128.138,129.074,727387.0
2018-08-09,130.394,137.844,130.394,134.651,311824.0
2018-08-10,128.563,131.969,126.435,130.649,1378200.0
2018-08-11,128.563,131.969,126.435,130.649,1378200.0
2018-08-12,128.563,131.969,126.435,130.649,1378200.0
2018-08-13,128.138,129.372,122.008,123.498,1413905.0
2018-08-14,123.668,126.009,120.986,123.71,1516848.0
2018-08-15,121.752,126.818,120.688,124.349,1552931.0
2018-08-16,124.221,126.307,121.965,122.348,1469562.0
2018-08-17,121.71,121.71,117.495,119.326,1316566.0
2018-08-18,121.71,121.71,117.495,119.326,1316566.0
2018-08-19,121.71,121.71,117.495,119.326,1316566.0
2018-08-20,121.71,121.71,117.495,119.326,1316566.0
2018-08-21,117.367,119.283,117.367,118.389,1239560.0
2018-08-22,117.495,124.051,116.857,123.625,938085.0
2018-08-23,120.049,124.051,119.24,122.093,1379326.0
2018-08-24,122.178,122.178,114.941,117.836,1252891.0
2018-08-25,122.178,122.178,114.941,117.836,1252891.0
2018-08-26,122.178,122.178,114.941,117.836,1252891.0
2018-08-27,117.495,118.346,115.367,117.155,1197037.0
2018-08-28,116.473,116.473,112.855,115.111,1199170.0
2018-08-29,115.111,115.111,110.769,110.982,1398061.0
2018-08-30,108.981,116.644,106.469,115.239,1514488.0
2018-08-31,117.708,141.76,117.538,139.078,1076242.0
2018-09-01,117.708,141.76,117.538,139.078,1076242.0
2018-09-02,117.708,141.76,117.538,139.078,1076242.0
2018-09-03,140.483,143.889,129.415,138.27,131861.0
2018-09-04,131.373,131.373,122.604,123.37,1790864.0
2018-09-05,126.861,137.886,124.775,136.354,1105334.0
2018-09-06,143.165,146.103,139.206,142.91,458442.0
2018-09-07,140.441,141.335,134.438,134.864,325752.0
2018-09-08,140.441,141.335,134.438,134.864,325752.0
2018-09-09,140.441,141.335,134.438,134.864,325752.0
2018-09-10,134.523,137.12,133.8,134.481,968586.0
2018-09-11,130.99,131.884,128.563,131.075,1539405.0
2018-09-12,133.119,134.523,129.457,134.31,1579089.0
2018-09-13,140.441,142.612,134.31,134.353,321783.0
2018-09-14,133.672,136.141,132.012,134.438,687196.0
2018-09-15,133.672,136.141,132.012,134.438,687196.0
2018-09-16,133.672,136.141,132.012,134.438,687196.0
2018-09-17,134.694,136.226,133.033,134.566,1013408.0
2018-09-18,134.694,137.929,134.438,135.758,305247.0
2018-09-19,135.971,139.376,135.46,138.61,642825.0
2018-09-20,141.846,155.809,137.929,152.02,1238506.0
2018-09-21,153.254,157.512,146.443,154.319,463706.0
2018-09-22,153.254,157.512,146.443,154.319,463706.0
2018-09-23,153.254,157.512,146.443,154.319,463706.0
2018-09-24,154.106,154.319,146.443,148.87,290670.0
2018-09-25,144.783,154.957,143.037,153.893,400793.0
2018-09-26,155.383,156.405,150.232,154.957,314456.0
2018-09-27,155.042,160.917,143.889,149.125,403203.0
2018-09-28,143.123,152.318,143.123,146.486,233403.0
2018-09-29,143.123,152.318,143.123,146.486,233403.0
2018-09-30,143.123,152.318,143.123,146.486,233403.0
2018-10-01,145.166,145.592,141.335,141.675,538652.0
2018-10-02,145.975,148.912,143.463,143.804,168990.0
2018-10-03,145.634,150.7,140.27,141.207,217643.0
2018-10-04,141.25,141.25,132.182,133.119,129418.0
2018-10-05,134.523,136.098,131.118,132.054,394842.0
2018-10-06,134.523,136.098,131.118,132.054,394842.0
2018-10-07,134.523,136.098,131.118,132.054,394842.0
2018-10-08,132.821,134.608,129.415,132.821,113787.0
2018-10-09,129.372,129.372,120.305,122.944,534302.0
2018-10-10,123.455,124.732,114.941,115.75,190568.0
2018-10-11,114.941,115.877,108.13,113.706,497628.0
2018-10-12,117.623,126.775,117.623,126.094,360983.0
2018-10-13,117.623,126.775,117.623,126.094,360983.0
2018-10-14,117.623,126.775,117.623,126.094,360983.0
2018-10-15,117.623,126.775,117.623,126.094,360983.0
2018-10-16,127.669,127.712,119.198,120.305,123222.0
2018-10-17,118.304,118.304,113.664,115.367,112145.0
2018-10-18,115.792,118.346,113.281,114.387,113818.0
2018-10-19,115.069,119.198,115.069,117.24,175854.0
2018-10-20,115.069,119.198,115.069,117.24,175854.0
2018-10-21,115.069,119.198,115.069,117.24,175854.0
2018-10-22,119.155,119.411,114.941,118.644,1373770.0
2018-10-23,118.346,120.049,114.515,119.624,1613842.0
2018-10-24,120.475,127.244,120.262,125.371,1148806.0
2018-10-25,126.435,134.523,124.945,133.331,1877148.0
2018-10-26,131.969,135.375,130.266,133.97,663063.0
2018-10-27,131.969,135.375,130.266,133.97,663063.0
2018-10-28,131.969,135.375,130.266,133.97,663063.0
2018-10-29,127.755,136.822,127.755,131.884,581887.0
2018-10-30,134.523,136.098,133.885,135.247,135538.0
2018-10-31,134.098,136.098,129.415,135.673,1089679.0
2018-11-01,136.482,150.615,136.482,149.04,342409.0
2018-11-02,148.955,148.955,142.612,146.273,147362.0
2018-11-03,148.955,148.955,142.612,146.273,147362.0
2018-11-04,148.955,148.955,142.612,146.273,147362.0
2018-11-05,144.655,147.082,140.483,144.315,163217.0
2018-11-06,143.037,146.869,138.355,138.397,123006.0
2018-11-07,140.952,142.016,136.226,136.567,155847.0
2018-11-08,135.375,138.951,133.757,134.736,440413.0
2018-11-09,134.481,134.736,128.223,132.31,214516.0
2018-11-10,134.481,134.736,128.223,132.31,214516.0
2018-11-11,134.481,134.736,128.223,132.31,214516.0
2018-11-12,129.841,132.225,127.797,129.457,83653.0
2018-11-13,129.33,134.992,128.563,128.819,92104.0
2018-11-14,128.819,136.226,128.819,134.949,101548.0
2018-11-15,136.226,144.74,135.375,139.802,140910.0
2018-11-16,140.058,147.295,138.78,145.464,168276.0
2018-11-17,140.058,147.295,138.78,145.464,168276.0
2018-11-18,140.058,147.295,138.78,145.464,168276.0
2018-11-19,140.058,147.295,138.78,145.464,168276.0
2018-11-20,143.037,143.037,134.523,136.056,116070.0
2018-11-21,136.226,144.698,136.226,143.761,124448.0
2018-11-22,145.464,147.295,140.568,144.74,16981.0
2018-11-23,144.74,146.443,140.058,146.188,136641.0
2018-11-24,144.74,146.443,140.058,146.188,136641.0
2018-11-25,144.74,146.443,140.058,146.188,136641.0
2018-11-26,144.74,149.381,144.74,145.719,430463.0
2018-11-27,145.847,149.466,145.847,146.571,141321.0
2018-11-28,146.443,147.38,137.588,142.867,269372.0
2018-11-29,142.867,148.997,142.441,144.613,67605.0
2018-11-30,142.867,148.997,142.441,144.613,67605.0
2018-12-01,142.867,148.997,142.441,144.613,67605.0
2018-12-02,142.867,148.997,142.441,144.613,67605.0
2018-12-03,147.72,150.274,143.889,144.655,93534.0
2018-12-04,144.74,147.295,142.186,144.527,72252.0
2018-12-05,144.144,144.74,141.335,142.143,25241.0
2018-12-06,137.972,144.911,137.929,142.527,165989.0
2018-12-07,142.186,146.869,137.078,137.929,142241.0
2018-12-08,142.186,146.869,137.078,137.929,142241.0
2018-12-09,142.186,146.869,137.078,137.929,142241.0
2018-12-10,134.268,135.332,131.969,132.991,182601.0
2018-12-11,133.246,137.674,132.012,134.566,65552.0
2018-12-12,134.694,138.695,133.885,134.31,142393.0
2018-12-13,134.353,136.141,133.246,135.588,51172.0
2018-12-14,134.523,137.078,133.502,136.567,68017.0
2018-12-15,134.523,137.078,133.502,136.567,68017.0
2018-12-16,134.523,137.078,133.502,136.567,68017.0
2018-12-17,136.184,136.226,126.009,126.222,352205.0
2018-12-18,127.712,130.266,127.286,129.33,136131.0
2018-12-19,129.841,133.587,128.265,130.351,60672.0
2018-12-20,130.351,130.351,123.455,124.86,195174.0
2018-12-21,124.86,125.158,118.346,120.73,202966.0
2018-12-22,124.86,125.158,118.346,120.73,202966.0
2018-12-23,124.86,125.158,118.346,120.73,202966.0
2018-12-24,124.86,125.158,118.346,120.73,202966.0
2018-12-25,124.86,125.158,118.346,120.73,202966.0
2018-12-26,119.198,123.71,114.515,122.944,1050812.0
2018-12-27,123.455,131.799,122.944,131.331,1763714.0
2018-12-28,133.033,140.483,131.288,139.589,374680.0
2018-12-29,133.033,140.483,131.288,139.589,374680.0
2018-12-30,133.033,140.483,131.288,139.589,374680.0
2018-12-31,133.033,140.483,131.288,139.589,374680.0
2019-01-01,133.033,140.483,131.288,139.589,374680.0
2019-01-02,137.929,144.74,136.652,141.548,87918.0
2019-01-03,142.186,143.889,136.482,143.037,135188.0
2019-01-04,142.186,149.849,141.207,148.316,158136.0
2019-01-05,142.186,149.849,141.207,148.316,158136.0
2019-01-06,142.186,149.849,141.207,148.316,158136.0
2019-01-07,148.997,160.066,146.656,159.64,369658.0
2019-01-08,159.64,160.066,153.254,156.66,182837.0
2019-01-09,156.66,166.026,154.532,159.64,191717.0
2019-01-10,157.512,166.877,154.957,165.6,306968.0
2019-01-11,165.174,167.728,164.323,165.259,202592.0
2019-01-12,165.174,167.728,164.323,165.259,202592.0
2019-01-13,165.174,167.728,164.323,165.259,202592.0
2019-01-14,157.512,170.283,157.512,168.41,83634.0
2019-01-15,168.41,169.985,166.026,166.962,100526.0
2019-01-16,167.728,169.857,161.13,162.237,121823.0
2019-01-17,161.939,166.026,160.066,165.941,92753.0
2019-01-18,165.6,173.986,165.6,173.135,207070.0
2019-01-19,165.6,173.986,165.6,173.135,207070.0
2019-01-20,165.6,173.986,165.6,173.135,207070.0
2019-01-21,172.837,175.391,170.368,175.051,37761.0
2019-01-22,173.688,173.688,165.6,167.303,112648.0
2019-01-23,168.154,176.285,168.154,175.689,162110.0
2019-01-24,174.114,179.648,173.688,174.199,186561.0
2019-01-25,174.199,178.797,171.986,174.88,112384.0
2019-01-26,174.199,178.797,171.986,174.88,112384.0
2019-01-27,174.199,178.797,171.986,174.88,112384.0
2019-01-28,173.688,176.072,167.899,175.136,52314.0
2019-01-29,175.136,184.757,173.305,183.437,134131.0
2019-01-30,178.797,186.46,178.797,182.926,141286.0
2019-01-31,182.203,186.034,177.562,182.628,106404.0
2019-02-01,183.054,185.566,178.797,183.905,222850.0
2019-02-02,183.054,185.566,178.797,183.905,222850.0
2019-02-03,183.054,185.566,178.797,183.905,222850.0
2019-02-04,183.778,190.632,181.351,189.567,139344.0
2019-02-05,188.162,191.355,184.118,190.376,120307.0
2019-02-06,190.717,190.717,183.182,183.948,165389.0
2019-02-07,183.905,183.905,176.243,181.479,364810.0
2019-02-08,181.266,185.268,177.945,184.714,169278.0
2019-02-09,181.266,185.268,177.945,184.714,169278.0
2019-02-10,181.266,185.268,177.945,184.714,169278.0
