,TGSU2 AR Equity,TGSU2 AR Equity,TGSU2 AR Equity,TGSU2 AR Equity,TGSU2 AR Equity
2010-02-02,1.091,1.091,1.091,1.091,1349.0
2010-02-03,1.096,1.096,1.06,1.065,100071.0
2010-02-04,1.04,1.081,1.015,1.015,311335.0
2010-02-05,1.015,1.045,1.005,1.045,215082.0
2010-02-06,1.015,1.045,1.005,1.045,215082.0
2010-02-07,1.015,1.045,1.005,1.045,215082.0
2010-02-08,1.055,1.096,1.055,1.075,47262.0
2010-02-09,1.096,1.106,1.086,1.101,95650.0
2010-02-10,1.096,1.126,1.096,1.126,108834.0
2010-02-11,1.141,1.151,1.136,1.151,203305.0
2010-02-12,1.141,1.146,1.141,1.146,90637.0
2010-02-13,1.141,1.146,1.141,1.146,90637.0
2010-02-14,1.141,1.146,1.141,1.146,90637.0
2010-02-15,1.151,1.151,1.141,1.141,46039.0
2010-02-16,1.141,1.151,1.136,1.136,117408.0
2010-02-17,1.141,1.141,1.111,1.131,43464.0
2010-02-18,1.126,1.131,1.111,1.126,60627.0
2010-02-19,1.126,1.131,1.126,1.126,34213.0
2010-02-20,1.126,1.131,1.126,1.126,34213.0
2010-02-21,1.126,1.131,1.126,1.126,34213.0
2010-02-22,1.116,1.116,1.111,1.111,21859.0
2010-02-23,1.101,1.141,1.086,1.141,78934.0
2010-02-24,1.121,1.121,1.101,1.101,18873.0
2010-02-25,1.081,1.081,1.055,1.075,52598.0
2010-02-26,1.075,1.081,1.075,1.081,30719.0
2010-02-27,1.075,1.081,1.075,1.081,30719.0
2010-02-28,1.075,1.081,1.075,1.081,30719.0
2010-03-01,1.096,1.131,1.096,1.131,44981.0
2010-03-02,1.131,1.141,1.126,1.136,99130.0
2010-03-03,1.136,1.146,1.131,1.131,35230.0
2010-03-04,1.126,1.126,1.111,1.116,24726.0
2010-03-05,1.126,1.136,1.126,1.136,36860.0
2010-03-06,1.126,1.136,1.126,1.136,36860.0
2010-03-07,1.126,1.136,1.126,1.136,36860.0
2010-03-08,1.146,1.156,1.136,1.136,115983.0
2010-03-09,1.136,1.176,1.136,1.166,127917.0
2010-03-10,1.181,1.181,1.171,1.176,41292.0
2010-03-11,1.171,1.171,1.151,1.156,92498.0
2010-03-12,1.151,1.161,1.151,1.156,113770.0
2010-03-13,1.151,1.161,1.151,1.156,113770.0
2010-03-14,1.151,1.161,1.151,1.156,113770.0
2010-03-15,1.176,1.216,1.166,1.216,209726.0
2010-03-16,1.231,1.256,1.231,1.231,506999.0
2010-03-17,1.251,1.256,1.231,1.241,208336.0
2010-03-18,1.236,1.236,1.216,1.226,184295.0
2010-03-19,1.211,1.231,1.206,1.231,158398.0
2010-03-20,1.211,1.231,1.206,1.231,158398.0
2010-03-21,1.211,1.231,1.206,1.231,158398.0
2010-03-22,1.221,1.231,1.221,1.226,107490.0
2010-03-23,1.236,1.246,1.226,1.241,151764.0
2010-03-24,1.236,1.246,1.226,1.241,151764.0
2010-03-25,1.246,1.271,1.246,1.256,329870.0
2010-03-26,1.256,1.282,1.256,1.266,202470.0
2010-03-27,1.256,1.282,1.256,1.266,202470.0
2010-03-28,1.256,1.282,1.256,1.266,202470.0
2010-03-29,1.307,1.307,1.266,1.287,209667.0
2010-03-30,1.297,1.297,1.282,1.297,144867.0
2010-03-31,1.307,1.317,1.297,1.307,173217.0
2010-04-01,1.307,1.317,1.297,1.307,173217.0
2010-04-02,1.307,1.317,1.297,1.307,173217.0
2010-04-03,1.307,1.317,1.297,1.307,173217.0
2010-04-04,1.307,1.317,1.297,1.307,173217.0
2010-04-05,1.327,1.342,1.322,1.337,158607.0
2010-04-06,1.332,1.352,1.327,1.352,178492.0
2010-04-07,1.357,1.382,1.317,1.317,197278.0
2010-04-08,1.312,1.362,1.292,1.362,168180.0
2010-04-09,1.367,1.377,1.357,1.377,455735.0
2010-04-10,1.367,1.377,1.357,1.377,455735.0
2010-04-11,1.367,1.377,1.357,1.377,455735.0
2010-04-12,1.382,1.407,1.377,1.377,174624.0
2010-04-13,1.357,1.357,1.352,1.352,135046.0
2010-04-14,1.362,1.362,1.347,1.357,171361.0
2010-04-15,1.347,1.372,1.322,1.357,45324.0
2010-04-16,1.357,1.362,1.327,1.357,55549.0
2010-04-17,1.357,1.362,1.327,1.357,55549.0
2010-04-18,1.357,1.362,1.327,1.357,55549.0
2010-04-19,1.357,1.407,1.357,1.402,383982.0
2010-04-20,1.407,1.437,1.407,1.437,390971.0
2010-04-21,1.437,1.447,1.437,1.447,127092.0
2010-04-22,1.442,1.447,1.427,1.447,26550.0
2010-04-23,1.432,1.437,1.427,1.427,51842.0
2010-04-24,1.432,1.437,1.427,1.427,51842.0
2010-04-25,1.432,1.437,1.427,1.427,51842.0
2010-04-26,1.417,1.427,1.417,1.417,34316.0
2010-04-27,1.416,1.416,1.376,1.391,59669.0
2010-04-28,1.391,1.391,1.335,1.36,80963.0
2010-04-29,1.35,1.365,1.35,1.365,20147.0
2010-04-30,1.35,1.35,1.325,1.325,127926.0
2010-05-01,1.35,1.35,1.325,1.325,127926.0
2010-05-02,1.35,1.35,1.325,1.325,127926.0
2010-05-03,1.325,1.355,1.325,1.34,19538.0
2010-05-04,1.325,1.401,1.325,1.376,209511.0
2010-05-05,1.335,1.37,1.335,1.35,280576.0
2010-05-06,1.35,1.36,1.284,1.355,400668.0
2010-05-07,1.274,1.345,1.274,1.325,54386.0
2010-05-08,1.274,1.345,1.274,1.325,54386.0
2010-05-09,1.274,1.345,1.274,1.325,54386.0
2010-05-10,1.401,1.401,1.35,1.376,112517.0
2010-05-11,1.35,1.401,1.35,1.401,130992.0
2010-05-12,1.401,1.452,1.396,1.442,143862.0
2010-05-13,1.442,1.457,1.396,1.396,357522.0
2010-05-14,1.391,1.391,1.335,1.355,122874.0
2010-05-15,1.391,1.391,1.335,1.355,122874.0
2010-05-16,1.391,1.391,1.335,1.355,122874.0
2010-05-17,1.35,1.35,1.299,1.319,80861.0
2010-05-18,1.345,1.345,1.304,1.319,52807.0
2010-05-19,1.274,1.319,1.274,1.319,91940.0
2010-05-20,1.274,1.274,1.233,1.248,175220.0
2010-05-21,1.248,1.258,1.233,1.238,76059.0
2010-05-22,1.248,1.258,1.233,1.238,76059.0
2010-05-23,1.248,1.258,1.233,1.238,76059.0
2010-05-24,1.248,1.258,1.233,1.238,76059.0
2010-05-25,1.248,1.258,1.233,1.238,76059.0
2010-05-26,1.238,1.248,1.223,1.248,71289.0
2010-05-27,1.248,1.294,1.248,1.294,71239.0
2010-05-28,1.289,1.299,1.279,1.279,30421.0
2010-05-29,1.289,1.299,1.279,1.279,30421.0
2010-05-30,1.289,1.299,1.279,1.279,30421.0
2010-05-31,1.274,1.279,1.269,1.279,23317.0
2010-06-01,1.253,1.253,1.248,1.253,31048.0
2010-06-02,1.274,1.299,1.263,1.299,43122.0
2010-06-03,1.314,1.314,1.289,1.299,23009.0
2010-06-04,1.274,1.279,1.274,1.279,12897.0
2010-06-05,1.274,1.279,1.274,1.279,12897.0
2010-06-06,1.274,1.279,1.274,1.279,12897.0
2010-06-07,1.269,1.274,1.248,1.248,38620.0
2010-06-08,1.243,1.299,1.294,1.299,17068.0
2010-06-09,1.314,1.314,1.314,1.314,8308.0
2010-06-10,1.294,1.299,1.284,1.289,19696.0
2010-06-11,1.274,1.289,1.274,1.289,26007.0
2010-06-12,1.274,1.289,1.274,1.289,26007.0
2010-06-13,1.274,1.289,1.274,1.289,26007.0
2010-06-14,1.299,1.309,1.299,1.309,19986.0
2010-06-15,1.299,1.309,1.299,1.309,6271.0
2010-06-16,1.284,1.299,1.284,1.299,21559.0
2010-06-17,1.284,1.299,1.284,1.299,4512.0
2010-06-18,1.289,1.299,1.284,1.299,9611.0
2010-06-19,1.289,1.299,1.284,1.299,9611.0
2010-06-20,1.289,1.299,1.284,1.299,9611.0
2010-06-21,1.289,1.299,1.284,1.299,9611.0
2010-06-22,1.299,1.299,1.294,1.294,16541.0
2010-06-23,1.294,1.294,1.284,1.284,24430.0
2010-06-24,1.279,1.294,1.279,1.289,53983.0
2010-06-25,1.279,1.294,1.279,1.294,25384.0
2010-06-26,1.279,1.294,1.279,1.294,25384.0
2010-06-27,1.279,1.294,1.279,1.294,25384.0
2010-06-28,1.294,1.299,1.294,1.294,47877.0
2010-06-29,1.274,1.274,1.274,1.274,1038.0
2010-06-30,1.274,1.274,1.274,1.274,1062.0
2010-07-01,1.274,1.284,1.274,1.284,72648.0
2010-07-02,1.284,1.314,1.284,1.314,37526.0
2010-07-03,1.284,1.314,1.284,1.314,37526.0
2010-07-04,1.284,1.314,1.284,1.314,37526.0
2010-07-05,1.299,1.299,1.299,1.299,13113.0
2010-07-06,1.309,1.325,1.309,1.314,121918.0
2010-07-07,1.314,1.33,1.314,1.33,48930.0
2010-07-08,1.33,1.345,1.325,1.345,25389.0
2010-07-09,1.33,1.345,1.325,1.345,25389.0
2010-07-10,1.33,1.345,1.325,1.345,25389.0
2010-07-11,1.33,1.345,1.325,1.345,25389.0
2010-07-12,1.35,1.381,1.35,1.381,267742.0
2010-07-13,1.381,1.462,1.381,1.447,285471.0
2010-07-14,1.447,1.498,1.447,1.498,441552.0
2010-07-15,1.488,1.508,1.477,1.508,109280.0
2010-07-16,1.503,1.508,1.483,1.498,90927.0
2010-07-17,1.503,1.508,1.483,1.498,90927.0
2010-07-18,1.503,1.508,1.483,1.498,90927.0
2010-07-19,1.477,1.498,1.477,1.498,180665.0
2010-07-20,1.503,1.508,1.498,1.508,40023.0
2010-07-21,1.498,1.498,1.488,1.488,48371.0
2010-07-22,1.493,1.508,1.493,1.503,279593.0
2010-07-23,1.498,1.498,1.488,1.498,94128.0
2010-07-24,1.498,1.498,1.488,1.498,94128.0
2010-07-25,1.498,1.498,1.488,1.498,94128.0
2010-07-26,1.483,1.493,1.477,1.493,64417.0
2010-07-27,1.493,1.493,1.472,1.493,24668.0
2010-07-28,1.488,1.493,1.477,1.477,126612.0
2010-07-29,1.483,1.498,1.483,1.488,75002.0
2010-07-30,1.483,1.493,1.483,1.493,45297.0
2010-07-31,1.483,1.493,1.483,1.493,45297.0
2010-08-01,1.483,1.493,1.483,1.493,45297.0
2010-08-02,1.503,1.508,1.503,1.508,41659.0
2010-08-03,1.488,1.488,1.426,1.437,152758.0
2010-08-04,1.426,1.426,1.401,1.401,159437.0
2010-08-05,1.401,1.426,1.396,1.401,24662.0
2010-08-06,1.391,1.391,1.391,1.391,14539.0
2010-08-07,1.391,1.391,1.391,1.391,14539.0
2010-08-08,1.391,1.391,1.391,1.391,14539.0
2010-08-09,1.406,1.426,1.401,1.426,76910.0
2010-08-10,1.416,1.416,1.401,1.416,21073.0
2010-08-11,1.401,1.426,1.396,1.426,12934.0
2010-08-12,1.447,1.447,1.401,1.401,10508.0
2010-08-13,1.447,1.447,1.401,1.401,10508.0
2010-08-14,1.447,1.447,1.401,1.401,10508.0
2010-08-15,1.447,1.447,1.401,1.401,10508.0
2010-08-16,1.447,1.447,1.401,1.401,10508.0
2010-08-17,1.457,1.457,1.447,1.447,65321.0
2010-08-18,1.426,1.467,1.426,1.467,138405.0
2010-08-19,1.467,1.467,1.452,1.467,66855.0
2010-08-20,1.467,1.483,1.462,1.477,289255.0
2010-08-21,1.467,1.483,1.462,1.477,289255.0
2010-08-22,1.467,1.483,1.462,1.477,289255.0
2010-08-23,1.462,1.472,1.452,1.472,38424.0
2010-08-24,1.406,1.406,1.406,1.406,11550.0
2010-08-25,1.416,1.421,1.416,1.421,55313.0
2010-08-26,1.426,1.437,1.376,1.437,31882.0
2010-08-27,1.437,1.437,1.426,1.432,20401.0
2010-08-28,1.437,1.437,1.426,1.432,20401.0
2010-08-29,1.437,1.437,1.426,1.432,20401.0
2010-08-30,1.416,1.416,1.401,1.401,19110.0
2010-08-31,1.416,1.416,1.401,1.401,19110.0
2010-09-01,1.381,1.396,1.381,1.391,20954.0
2010-09-02,1.396,1.406,1.391,1.401,151473.0
2010-09-03,1.376,1.401,1.376,1.401,11664.0
2010-09-04,1.376,1.401,1.376,1.401,11664.0
2010-09-05,1.376,1.401,1.376,1.401,11664.0
2010-09-06,1.401,1.401,1.376,1.401,18495.0
2010-09-07,1.401,1.401,1.376,1.391,27274.0
2010-09-08,1.386,1.391,1.376,1.376,16616.0
2010-09-09,1.376,1.386,1.376,1.386,89398.0
2010-09-10,1.376,1.386,1.376,1.386,89398.0
2010-09-11,1.376,1.386,1.376,1.386,89398.0
2010-09-12,1.376,1.386,1.376,1.386,89398.0
2010-09-13,1.376,1.376,1.36,1.37,34914.0
2010-09-14,1.36,1.36,1.355,1.355,32585.0
2010-09-15,1.386,1.386,1.355,1.355,135100.0
2010-09-16,1.355,1.36,1.355,1.36,8016.0
2010-09-17,1.36,1.376,1.36,1.365,98675.0
2010-09-18,1.36,1.376,1.36,1.365,98675.0
2010-09-19,1.36,1.376,1.36,1.365,98675.0
2010-09-20,1.36,1.365,1.36,1.36,24304.0
2010-09-21,1.36,1.391,1.36,1.391,81105.0
2010-09-22,1.401,1.401,1.376,1.381,57272.0
2010-09-23,1.376,1.381,1.35,1.381,73887.0
2010-09-24,1.381,1.381,1.376,1.381,35003.0
2010-09-25,1.381,1.381,1.376,1.381,35003.0
2010-09-26,1.381,1.381,1.376,1.381,35003.0
2010-09-27,1.381,1.416,1.376,1.401,176409.0
2010-09-28,1.401,1.426,1.396,1.401,327038.0
2010-09-29,1.396,1.421,1.396,1.411,67035.0
2010-09-30,1.411,1.416,1.386,1.416,45154.0
2010-10-01,1.426,1.426,1.401,1.401,43330.0
2010-10-02,1.426,1.426,1.401,1.401,43330.0
2010-10-03,1.426,1.426,1.401,1.401,43330.0
2010-10-04,1.406,1.406,1.396,1.396,59017.0
2010-10-05,1.416,1.432,1.411,1.432,75973.0
2010-10-06,1.432,1.437,1.411,1.426,16341.0
2010-10-07,1.426,1.442,1.426,1.442,42797.0
2010-10-08,1.426,1.442,1.426,1.442,59823.0
2010-10-09,1.426,1.442,1.426,1.442,59823.0
2010-10-10,1.426,1.442,1.426,1.442,59823.0
2010-10-11,1.426,1.442,1.426,1.442,59823.0
2010-10-12,1.442,1.452,1.426,1.432,283826.0
2010-10-13,1.442,1.477,1.437,1.477,1024349.0
2010-10-14,1.477,1.477,1.462,1.462,62455.0
2010-10-15,1.467,1.477,1.457,1.467,84684.0
2010-10-16,1.467,1.477,1.457,1.467,84684.0
2010-10-17,1.467,1.477,1.457,1.467,84684.0
2010-10-18,1.488,1.513,1.483,1.503,64345.0
2010-10-19,1.503,1.503,1.477,1.488,34763.0
2010-10-20,1.488,1.508,1.488,1.498,79045.0
2010-10-21,1.498,1.513,1.498,1.513,149776.0
2010-10-22,1.523,1.569,1.513,1.569,68079.0
2010-10-23,1.523,1.569,1.513,1.569,68079.0
2010-10-24,1.523,1.569,1.513,1.569,68079.0
2010-10-25,1.579,1.615,1.579,1.595,120102.0
2010-10-26,1.595,1.61,1.579,1.579,84872.0
2010-10-27,1.595,1.61,1.579,1.579,84872.0
2010-10-28,1.656,1.681,1.595,1.595,228302.0
2010-10-29,1.6,1.63,1.595,1.61,161948.0
2010-10-30,1.6,1.63,1.595,1.61,161948.0
2010-10-31,1.6,1.63,1.595,1.61,161948.0
2010-11-01,1.62,1.656,1.62,1.651,190588.0
2010-11-02,1.707,1.722,1.63,1.681,394579.0
2010-11-03,1.707,1.732,1.671,1.727,171800.0
2010-11-04,1.747,1.783,1.727,1.727,144975.0
2010-11-05,1.742,1.758,1.707,1.758,114849.0
2010-11-06,1.742,1.758,1.707,1.758,114849.0
2010-11-07,1.742,1.758,1.707,1.758,114849.0
2010-11-08,1.758,1.758,1.717,1.758,98248.0
2010-11-09,1.763,1.783,1.732,1.758,258909.0
2010-11-10,1.783,1.834,1.783,1.814,330032.0
2010-11-11,1.834,1.86,1.803,1.834,87770.0
2010-11-12,1.809,1.809,1.732,1.742,132178.0
2010-11-13,1.809,1.809,1.732,1.742,132178.0
2010-11-14,1.809,1.809,1.732,1.742,132178.0
2010-11-15,1.783,1.783,1.758,1.783,67968.0
2010-11-16,1.707,1.732,1.707,1.732,105230.0
2010-11-17,1.732,1.758,1.732,1.758,71640.0
2010-11-18,1.905,1.905,1.86,1.885,267704.0
2010-11-19,1.875,1.921,1.875,1.921,80447.0
2010-11-20,1.875,1.921,1.875,1.921,80447.0
2010-11-21,1.875,1.921,1.875,1.921,80447.0
2010-11-22,1.875,1.921,1.875,1.921,80447.0
2010-11-23,1.895,1.895,1.834,1.87,35650.0
2010-11-24,1.885,1.916,1.865,1.91,101876.0
2010-11-25,1.921,2.038,1.921,2.002,164803.0
2010-11-26,1.987,2.017,1.987,2.012,136624.0
2010-11-27,1.987,2.017,1.987,2.012,136624.0
2010-11-28,1.987,2.017,1.987,2.012,136624.0
2010-11-29,2.017,2.023,1.997,2.023,52368.0
2010-11-30,2.007,2.023,2.007,2.012,74880.0
2010-12-01,2.038,2.053,2.012,2.038,286300.0
2010-12-02,2.048,2.094,2.048,2.073,382893.0
2010-12-03,2.079,2.079,2.012,2.063,123330.0
2010-12-04,2.079,2.079,2.012,2.063,123330.0
2010-12-05,2.079,2.079,2.012,2.063,123330.0
2010-12-06,2.063,2.114,2.063,2.099,181965.0
2010-12-07,2.14,2.389,2.14,2.389,865088.0
2010-12-08,2.14,2.389,2.14,2.389,865088.0
2010-12-09,2.44,2.517,2.369,2.405,224394.0
2010-12-10,2.42,2.435,2.379,2.379,41830.0
2010-12-11,2.42,2.435,2.379,2.379,41830.0
2010-12-12,2.42,2.435,2.379,2.379,41830.0
2010-12-13,2.394,2.394,2.369,2.369,98127.0
2010-12-14,2.354,2.354,2.303,2.318,111868.0
2010-12-15,2.293,2.293,2.191,2.191,181394.0
2010-12-16,2.216,2.226,2.18,2.186,61770.0
2010-12-17,2.191,2.206,2.038,2.114,306608.0
2010-12-18,2.191,2.206,2.038,2.114,306608.0
2010-12-19,2.191,2.206,2.038,2.114,306608.0
2010-12-20,2.119,2.124,2.048,2.079,119269.0
2010-12-21,2.079,2.15,2.079,2.13,163523.0
2010-12-22,2.14,2.18,2.109,2.18,99264.0
2010-12-23,2.191,2.242,2.191,2.211,99687.0
2010-12-24,2.191,2.242,2.191,2.211,99687.0
2010-12-25,2.191,2.242,2.191,2.211,99687.0
2010-12-26,2.191,2.242,2.191,2.211,99687.0
2010-12-27,2.201,2.226,2.18,2.216,131329.0
2010-12-28,2.343,2.343,2.216,2.267,46528.0
2010-12-29,2.293,2.384,2.293,2.384,220627.0
2010-12-30,2.369,2.369,2.349,2.349,44930.0
2010-12-31,2.369,2.369,2.349,2.349,44930.0
2011-01-01,2.369,2.369,2.349,2.349,44930.0
2011-01-02,2.369,2.369,2.349,2.349,44930.0
2011-01-03,2.369,2.369,2.318,2.333,103625.0
2011-01-04,2.333,2.333,2.267,2.308,226394.0
2011-01-05,2.313,2.313,2.262,2.293,79666.0
2011-01-06,2.318,2.318,2.242,2.252,55635.0
2011-01-07,2.216,2.242,2.201,2.226,21705.0
2011-01-08,2.216,2.242,2.201,2.226,21705.0
2011-01-09,2.216,2.242,2.201,2.226,21705.0
2011-01-10,2.191,2.206,2.191,2.191,61693.0
2011-01-11,2.216,2.216,2.165,2.165,39565.0
2011-01-12,2.191,2.303,2.191,2.303,73581.0
2011-01-13,2.333,2.349,2.267,2.293,104972.0
2011-01-14,2.267,2.303,2.267,2.303,59615.0
2011-01-15,2.267,2.303,2.267,2.303,59615.0
2011-01-16,2.267,2.303,2.267,2.303,59615.0
2011-01-17,2.242,2.293,2.242,2.293,8059.0
2011-01-18,2.293,2.364,2.267,2.364,38988.0
2011-01-19,2.364,2.435,2.364,2.43,170588.0
2011-01-20,2.486,2.624,2.486,2.522,639828.0
2011-01-21,2.522,2.552,2.445,2.445,89566.0
2011-01-22,2.522,2.552,2.445,2.445,89566.0
2011-01-23,2.522,2.552,2.445,2.445,89566.0
2011-01-24,2.42,2.42,2.405,2.405,31414.0
2011-01-25,2.405,2.405,2.369,2.394,42044.0
2011-01-26,2.394,2.476,2.369,2.476,60992.0
2011-01-27,2.476,2.522,2.476,2.476,132413.0
2011-01-28,2.496,2.573,2.471,2.491,101570.0
2011-01-29,2.496,2.573,2.471,2.491,101570.0
2011-01-30,2.496,2.573,2.471,2.491,101570.0
2011-01-31,2.496,2.496,2.435,2.44,17969.0
2011-02-01,2.445,2.507,2.445,2.486,51186.0
2011-02-02,2.471,2.496,2.466,2.496,56289.0
2011-02-03,2.496,2.578,2.496,2.578,149995.0
2011-02-04,2.583,2.583,2.522,2.557,71654.0
2011-02-05,2.583,2.583,2.522,2.557,71654.0
2011-02-06,2.583,2.583,2.522,2.557,71654.0
2011-02-07,2.532,2.532,2.532,2.532,20448.0
2011-02-08,2.522,2.527,2.496,2.496,50623.0
2011-02-09,2.491,2.496,2.435,2.435,27411.0
2011-02-10,2.369,2.369,2.343,2.343,34118.0
2011-02-11,2.293,2.313,2.313,2.313,3115.0
2011-02-12,2.293,2.313,2.313,2.313,3115.0
2011-02-13,2.293,2.313,2.313,2.313,3115.0
2011-02-14,2.308,2.318,2.308,2.308,41118.0
2011-02-15,2.308,2.308,2.262,2.293,16202.0
2011-02-16,2.267,2.328,2.267,2.318,56967.0
2011-02-17,2.318,2.333,2.318,2.333,32459.0
2011-02-18,2.333,2.364,2.333,2.364,32695.0
2011-02-19,2.333,2.364,2.333,2.364,32695.0
2011-02-20,2.333,2.364,2.333,2.364,32695.0
2011-02-21,2.364,2.364,2.333,2.343,3954.0
2011-02-22,2.343,2.343,2.308,2.308,83812.0
2011-02-23,2.308,2.308,2.242,2.242,46869.0
2011-02-24,2.242,2.242,2.17,2.186,46082.0
2011-02-25,2.18,2.216,2.18,2.206,44193.0
2011-02-26,2.18,2.216,2.18,2.206,44193.0
2011-02-27,2.18,2.216,2.18,2.206,44193.0
2011-02-28,2.231,2.267,2.231,2.267,21003.0
2011-03-01,2.267,2.267,2.226,2.226,38193.0
2011-03-02,2.191,2.201,2.191,2.191,29078.0
2011-03-03,2.191,2.201,2.18,2.201,106260.0
2011-03-04,2.206,2.206,2.18,2.18,18879.0
2011-03-05,2.206,2.206,2.18,2.18,18879.0
2011-03-06,2.206,2.206,2.18,2.18,18879.0
2011-03-07,2.206,2.206,2.18,2.18,18879.0
2011-03-08,2.206,2.206,2.18,2.18,18879.0
2011-03-09,2.18,2.18,2.14,2.15,49254.0
2011-03-10,2.114,2.114,2.038,2.089,55035.0
2011-03-11,2.058,2.073,2.053,2.063,7207.0
2011-03-12,2.058,2.073,2.053,2.063,7207.0
2011-03-13,2.058,2.073,2.053,2.063,7207.0
2011-03-14,2.038,2.038,2.038,2.038,1038.0
2011-03-15,1.931,1.956,1.905,1.951,52521.0
2011-03-16,1.941,1.941,1.9,1.9,91324.0
2011-03-17,1.905,1.91,1.885,1.905,177070.0
2011-03-18,1.961,1.961,1.926,1.956,17050.0
2011-03-19,1.961,1.961,1.926,1.956,17050.0
2011-03-20,1.961,1.961,1.926,1.956,17050.0
2011-03-21,1.936,1.936,1.91,1.916,52705.0
2011-03-22,1.916,1.916,1.854,1.87,86624.0
2011-03-23,1.875,1.9,1.87,1.9,180718.0
2011-03-24,1.875,1.9,1.87,1.9,180718.0
2011-03-25,1.875,1.9,1.87,1.9,180718.0
2011-03-26,1.875,1.9,1.87,1.9,180718.0
2011-03-27,1.875,1.9,1.87,1.9,180718.0
2011-03-28,1.885,1.885,1.834,1.834,18936.0
2011-03-29,1.844,1.875,1.844,1.875,29714.0
2011-03-30,1.875,1.91,1.875,1.91,51320.0
2011-03-31,1.961,2.002,1.951,1.987,55202.0
2011-04-01,2.038,2.063,2.028,2.063,136094.0
2011-04-02,2.038,2.063,2.028,2.063,136094.0
2011-04-03,2.038,2.063,2.028,2.063,136094.0
2011-04-04,2.073,2.124,2.073,2.114,40622.0
2011-04-05,2.124,2.124,2.079,2.089,88646.0
2011-04-06,2.089,2.104,2.068,2.068,68183.0
2011-04-07,2.079,2.099,2.073,2.073,15327.0
2011-04-08,2.089,2.089,2.068,2.068,23655.0
2011-04-09,2.089,2.089,2.068,2.068,23655.0
2011-04-10,2.089,2.089,2.068,2.068,23655.0
2011-04-11,2.063,2.063,2.038,2.038,11423.0
2011-04-12,2.012,2.012,2.012,2.012,1649.0
2011-04-13,2.012,2.012,2.012,2.012,6573.0
2011-04-14,1.987,1.987,1.961,1.972,79530.0
2011-04-15,1.987,1.987,1.961,1.961,23297.0
2011-04-16,1.987,1.987,1.961,1.961,23297.0
2011-04-17,1.987,1.987,1.961,1.961,23297.0
2011-04-18,1.926,1.926,1.849,1.86,46093.0
2011-04-19,1.885,1.885,1.885,1.885,16174.0
2011-04-20,1.926,1.987,1.926,1.987,50180.0
2011-04-21,1.926,1.987,1.926,1.987,50180.0
2011-04-22,1.926,1.987,1.926,1.987,50180.0
2011-04-23,1.926,1.987,1.926,1.987,50180.0
2011-04-24,1.926,1.987,1.926,1.987,50180.0
2011-04-25,1.987,1.987,1.977,1.987,119592.0
2011-04-26,1.987,1.987,1.936,1.936,22909.0
2011-04-27,1.936,1.936,1.885,1.936,120590.0
2011-04-28,1.961,2.012,1.936,2.012,82602.0
2011-04-29,2.206,2.369,2.201,2.293,749324.0
2011-04-30,2.206,2.369,2.201,2.293,749324.0
2011-05-01,2.206,2.369,2.201,2.293,749324.0
2011-05-02,2.267,2.313,2.242,2.303,171712.0
2011-05-03,2.303,2.343,2.293,2.328,106634.0
2011-05-04,2.328,2.349,2.318,2.328,69114.0
2011-05-05,2.303,2.364,2.303,2.364,74192.0
2011-05-06,2.394,2.41,2.338,2.338,115133.0
2011-05-07,2.394,2.41,2.338,2.338,115133.0
2011-05-08,2.394,2.41,2.338,2.338,115133.0
2011-05-09,2.328,2.369,2.318,2.369,46557.0
